datetime;total_votes;Lay_Lady_Lay;rockamark;not;sly2m;Qumnica;Deneo;voklo;akuaku;kotophalk;kiLstrom
2019-10-09 06:26:59;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:28:00;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:28:58;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:29:59;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:30:59;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:31:58;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:32:59;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:33:59;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:34:59;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:35:58;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:36:59;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:37:59;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:38:58;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:39:59;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:40:59;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:41:59;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:42:58;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:43:59;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:44:59;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:45:59;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:46:58;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:47:59;38;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:48:59;39;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:49:59;39;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:50:58;39;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:51:59;39;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:52:59;39;3;8;4;0;5;4;3;0;2;0
2019-10-09 06:53:58;39;4;8;4;0;5;3;3;0;2;0
2019-10-09 06:54:59;39;4;8;4;0;5;3;3;0;2;0
2019-10-09 06:55:59;39;4;8;4;0;5;3;3;0;2;0
2019-10-09 06:57:00;39;4;8;4;0;5;3;3;0;2;0
2019-10-09 06:57:58;39;4;8;4;0;5;3;3;0;2;0
2019-10-09 06:58:59;39;4;8;4;0;5;3;3;0;2;0
2019-10-09 06:59:59;39;4;8;4;0;5;3;3;0;2;0
2019-10-09 07:00:58;39;4;8;4;0;5;3;3;0;2;0
2019-10-09 07:01:59;39;4;8;4;0;5;3;3;0;2;0
2019-10-09 07:02:59;39;4;8;4;0;5;3;3;0;2;0
2019-10-09 07:03:58;39;4;8;4;0;5;3;3;0;2;0
2019-10-09 07:04:59;39;4;8;4;0;5;3;3;0;2;0
2019-10-09 07:05:59;39;4;8;4;0;5;3;3;0;2;0
2019-10-09 07:06:59;40;5;8;4;0;5;3;3;0;2;0
2019-10-09 07:07:58;40;5;8;4;0;5;3;3;0;2;0
2019-10-09 07:08:59;40;5;8;4;0;5;3;3;0;2;0
2019-10-09 07:09:59;40;5;8;4;0;5;3;3;0;2;0
2019-10-09 07:10:59;40;5;8;4;0;5;3;3;0;2;0
2019-10-09 07:11:58;40;5;8;4;0;5;3;3;0;2;0
2019-10-09 07:12:59;40;5;8;4;0;5;3;3;0;2;0
2019-10-09 07:13:59;40;5;8;4;0;5;3;3;0;2;0
2019-10-09 07:15:00;40;5;8;4;0;5;3;3;0;2;0
2019-10-09 07:15:58;41;5;8;4;0;5;3;3;0;2;0
2019-10-09 07:16:59;41;5;8;4;0;5;3;3;0;2;0
2019-10-09 07:17:59;42;5;8;4;0;5;4;3;0;2;0
2019-10-09 07:18:58;43;5;8;4;0;5;4;3;0;2;0
2019-10-09 07:19:59;43;5;8;4;0;5;4;3;0;2;0
2019-10-09 07:20:59;43;5;8;4;0;5;4;3;0;2;0
2019-10-09 07:21:58;43;5;8;4;0;5;4;3;0;2;0
2019-10-09 07:22:59;43;5;8;4;0;5;4;3;0;2;0
2019-10-09 07:23:59;43;5;8;4;0;5;4;3;0;2;0
2019-10-09 07:24:59;43;5;8;4;0;5;4;3;0;2;0
2019-10-09 07:25:58;43;5;8;4;0;5;4;3;0;2;0
2019-10-09 07:26:59;43;5;8;4;0;5;4;3;0;2;0
2019-10-09 07:27:59;43;5;8;4;0;5;4;3;0;2;0
2019-10-09 07:28:58;43;5;8;4;0;5;4;3;0;2;0
2019-10-09 07:29:59;43;5;8;4;0;5;4;3;0;2;0
2019-10-09 07:30:59;43;5;8;4;0;5;4;3;0;2;0
2019-10-09 07:31:59;44;5;8;5;0;5;4;3;0;2;0
2019-10-09 07:32:59;45;5;8;5;0;5;4;3;0;2;0
2019-10-09 07:33:58;45;5;8;5;0;5;4;3;0;2;0
2019-10-09 07:34:59;45;5;8;5;0;5;4;3;0;2;0
2019-10-09 07:35:59;45;5;8;5;0;5;4;3;0;2;0
2019-10-09 07:36:58;45;5;8;5;0;6;4;3;0;2;0
2019-10-09 07:37:59;45;5;8;5;0;6;4;3;0;2;0
2019-10-09 07:38:59;45;5;8;5;0;6;4;3;0;2;0
2019-10-09 07:39:59;45;5;8;5;0;6;4;3;0;2;0
2019-10-09 07:40:58;45;5;8;5;0;6;4;3;0;2;0
2019-10-09 07:41:59;46;5;9;5;0;6;4;3;0;2;0
2019-10-09 07:42:59;46;5;9;5;0;6;4;3;0;2;0
2019-10-09 07:43:59;46;5;9;5;0;6;4;3;0;2;0
2019-10-09 07:44:58;46;5;9;5;0;6;4;3;0;2;0
2019-10-09 07:45:59;46;5;9;5;0;6;4;3;0;2;0
2019-10-09 07:46:59;46;5;9;5;0;6;4;3;0;2;0
2019-10-09 07:47:58;46;5;9;5;0;6;4;3;0;2;0
2019-10-09 07:48:59;46;5;9;5;0;6;4;3;0;2;0
2019-10-09 07:49:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 07:50:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 07:51:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 07:52:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 07:53:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 07:54:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 07:55:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 07:56:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 07:57:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 07:58:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 07:59:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:00:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:01:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:02:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:03:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:04:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:05:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:06:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:07:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:08:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:09:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:10:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:11:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:12:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:13:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:14:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:15:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:16:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:17:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:18:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:19:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:20:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:21:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:22:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:23:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:24:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:25:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:26:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:27:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:28:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:29:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:30:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:31:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:32:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:33:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:34:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:35:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:36:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:37:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:38:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:39:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:40:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:41:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:42:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:43:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:44:58;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:45:59;47;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:46:59;48;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:47:58;48;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:48:59;48;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:49:59;48;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:50:59;48;5;10;5;0;6;4;3;0;2;0
2019-10-09 08:51:58;49;6;10;5;0;6;4;3;0;2;0
2019-10-09 08:52:59;49;6;10;5;0;6;4;3;0;2;0
2019-10-09 08:53:59;49;6;10;5;0;6;4;3;0;2;0
2019-10-09 08:54:59;49;6;10;5;0;6;4;3;0;2;0
2019-10-09 08:55:58;49;6;10;5;0;6;4;3;0;2;0
2019-10-09 08:56:59;49;6;10;5;0;6;4;3;0;2;0
2019-10-09 08:57:59;50;6;10;5;0;6;4;3;0;2;0
2019-10-09 08:58:59;50;6;10;5;0;6;4;3;0;2;0
2019-10-09 08:59:58;50;6;10;5;0;6;4;3;0;2;0
2019-10-09 09:00:59;50;6;10;5;0;6;4;3;0;2;0
2019-10-09 09:01:59;50;6;10;5;0;6;4;3;0;2;0
2019-10-09 09:02:58;51;6;10;5;0;6;4;3;0;2;0
2019-10-09 09:03:59;51;6;10;5;0;6;4;3;0;2;0
2019-10-09 09:04:59;51;6;10;5;0;6;4;3;0;2;0
2019-10-09 09:05:59;51;6;10;5;0;6;4;3;0;2;0
2019-10-09 09:06:58;51;6;10;5;0;6;4;3;0;2;0
2019-10-09 09:07:59;51;6;10;5;0;6;4;3;0;2;0
2019-10-09 09:08:59;51;6;10;5;0;6;4;3;0;2;0
2019-10-09 09:09:59;52;6;10;5;0;6;5;3;0;2;0
2019-10-09 09:10:59;52;6;10;5;0;6;5;3;0;2;0
2019-10-09 09:11:58;52;6;10;5;0;6;5;3;0;2;0
2019-10-09 09:12:59;52;6;10;5;0;6;5;3;0;2;0
2019-10-09 09:13:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:14:58;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:15:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:16:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:17:58;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:18:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:19:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:20:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:21:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:22:58;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:23:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:24:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:25:58;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:26:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:27:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:28:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:29:58;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:30:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:31:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:32:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:33:58;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:34:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:35:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:36:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:37:58;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:38:59;53;6;10;5;0;6;5;3;0;2;1
2019-10-09 09:39:59;54;7;10;5;0;6;5;3;0;2;1
2019-10-09 09:40:59;54;7;10;5;0;6;5;3;0;2;1
2019-10-09 09:41:58;54;7;10;5;0;6;5;3;0;2;1
2019-10-09 09:42:59;54;7;10;5;0;6;5;3;0;2;1
2019-10-09 09:43:59;54;7;10;5;0;6;5;3;0;2;1
2019-10-09 09:44:59;55;8;10;5;0;6;5;3;0;2;1
2019-10-09 09:45:58;55;8;10;5;0;6;5;3;0;2;1
2019-10-09 09:46:59;55;8;10;5;0;6;5;3;0;2;1
2019-10-09 09:47:59;55;8;10;5;0;6;5;3;0;2;1
2019-10-09 09:48:58;55;8;10;5;0;6;5;3;0;2;1
2019-10-09 09:49:59;55;8;10;5;0;6;5;3;0;2;1
2019-10-09 09:50:58;55;8;10;5;0;6;5;3;0;2;1
2019-10-09 09:51:59;55;8;10;5;0;6;5;3;0;2;1
2019-10-09 09:52:58;56;8;11;5;0;6;5;3;0;2;1
2019-10-09 09:53:59;56;8;11;5;0;6;5;3;0;2;1
2019-10-09 09:54:59;56;8;11;5;0;6;5;3;0;2;1
2019-10-09 09:55:59;56;8;11;5;0;6;5;3;0;2;1
2019-10-09 09:56:58;58;8;11;6;0;6;5;3;0;2;1
2019-10-09 09:57:59;58;8;11;6;0;6;5;3;0;2;1
2019-10-09 09:58:59;58;8;11;6;0;6;5;3;0;2;1
2019-10-09 09:59:58;58;8;11;6;0;6;5;3;0;2;1
2019-10-09 10:00:59;58;8;11;6;0;6;5;3;0;2;1
2019-10-09 10:01:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:02:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:03:58;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:04:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:05:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:06:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:07:58;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:08:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:09:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:10:58;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:11:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:12:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:13:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:14:58;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:15:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:16:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:17:58;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:18:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:19:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:20:58;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:21:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:22:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:23:58;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:24:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:25:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:26:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:27:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:28:58;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:29:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:30:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:31:58;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:32:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:33:58;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:34:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:35:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:36:58;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:37:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:38:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:39:58;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:40:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:41:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:42:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:43:58;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:44:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:45:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:46:58;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:47:59;59;8;11;6;1;6;5;3;0;2;1
2019-10-09 10:48:59;60;8;11;7;1;6;5;3;0;2;1
2019-10-09 10:49:59;60;8;11;7;1;6;5;3;0;2;1
2019-10-09 10:50:58;60;8;11;7;1;6;5;3;0;2;1
2019-10-09 10:51:59;60;8;11;7;1;6;5;3;0;2;1
2019-10-09 10:52:58;60;8;11;7;1;6;5;3;0;2;1
2019-10-09 10:53:59;60;8;11;7;1;6;5;3;0;2;1
2019-10-09 10:54:59;60;8;11;7;1;6;5;3;0;2;1
2019-10-09 10:55:59;60;8;11;7;1;6;5;3;0;2;1
2019-10-09 10:56:58;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 10:57:59;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 10:58:59;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 10:59:58;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 11:00:59;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 11:01:59;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 11:02:59;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 11:03:58;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 11:04:59;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 11:05:59;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 11:06:59;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 11:07:58;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 11:08:59;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 11:09:59;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 11:10:59;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 11:11:58;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 11:12:59;61;10;11;6;1;6;5;3;0;2;1
2019-10-09 11:13:59;62;11;11;6;1;6;5;3;0;2;1
2019-10-09 11:14:59;62;11;11;6;1;6;5;3;0;2;1
2019-10-09 11:15:58;63;11;11;7;1;6;5;3;0;2;1
2019-10-09 11:16:59;63;11;11;7;1;6;5;3;0;2;1
2019-10-09 11:17:59;63;11;11;7;1;6;5;3;0;2;1
2019-10-09 11:18:58;63;11;11;7;1;6;5;3;0;2;1
2019-10-09 11:19:59;63;11;11;7;1;6;5;3;0;2;1
2019-10-09 11:20:59;63;11;11;7;1;6;5;3;0;2;1
2019-10-09 11:22:00;63;11;11;7;1;6;5;3;0;2;1
2019-10-09 11:22:58;63;11;11;7;1;6;5;3;0;2;1
2019-10-09 11:23:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:24:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:25:58;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:26:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:27:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:28:58;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:29:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:30:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:31:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:32:58;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:33:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:34:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:35:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:36:58;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:37:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:38:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:39:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:40:58;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:41:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:42:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:43:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:44:58;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:45:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:46:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:47:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:48:58;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:49:59;63;12;10;7;1;6;5;3;0;2;1
2019-10-09 11:50:59;64;12;10;7;1;6;6;3;0;2;1
2019-10-09 11:51:59;64;12;10;7;1;6;6;3;0;2;1
2019-10-09 11:52:59;65;12;10;7;1;6;6;3;0;2;1
2019-10-09 11:53:58;65;12;10;7;1;6;6;3;0;2;1
2019-10-09 11:54:59;65;12;10;7;1;6;6;3;0;2;1
2019-10-09 11:55:59;65;12;10;7;1;6;6;3;0;2;1
2019-10-09 11:56:59;65;12;10;7;1;6;6;3;0;2;1
2019-10-09 11:57:58;65;12;10;7;1;6;6;3;0;2;1
2019-10-09 11:58:59;65;12;10;7;1;6;6;3;0;2;1
2019-10-09 11:59:58;65;12;10;7;1;6;6;3;0;2;1
2019-10-09 12:00:59;65;12;10;7;1;6;6;3;0;2;1
2019-10-09 12:01:59;66;12;10;7;1;6;7;3;0;2;1
2019-10-09 12:03:00;66;12;10;7;1;6;7;3;0;2;1
2019-10-09 12:03:58;66;12;10;7;1;6;7;3;0;2;1
2019-10-09 12:04:59;66;12;10;7;1;6;7;3;0;2;1
2019-10-09 12:05:59;66;12;10;7;1;6;7;3;0;2;1
2019-10-09 12:06:58;66;12;10;7;1;6;7;3;0;2;1
2019-10-09 12:07:59;68;13;11;7;1;6;7;3;0;2;1
2019-10-09 12:08:59;68;13;11;7;1;6;7;3;0;2;1
2019-10-09 12:09:59;68;13;11;7;1;6;7;3;0;2;1
2019-10-09 12:10:58;68;13;11;7;1;6;7;3;0;2;1
2019-10-09 12:11:59;68;13;11;7;1;6;7;3;0;2;1
2019-10-09 12:12:59;68;13;11;7;1;6;7;3;0;2;1
2019-10-09 12:13:58;68;13;11;7;1;6;7;3;0;2;1
2019-10-09 12:14:59;68;13;11;7;1;6;7;3;0;2;1
2019-10-09 12:15:59;68;13;11;7;1;6;7;3;0;2;1
2019-10-09 12:17:00;68;13;11;7;1;6;7;3;0;2;1
2019-10-09 12:17:58;69;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:18:59;69;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:19:59;70;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:20:58;70;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:21:59;70;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:22:59;70;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:23:59;70;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:24:58;70;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:25:59;70;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:26:59;70;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:27:58;70;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:28:59;70;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:29:59;70;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:30:59;70;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:31:58;70;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:32:59;70;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:33:59;70;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:34:59;71;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:35:58;71;14;11;7;1;6;7;3;0;2;1
2019-10-09 12:36:59;73;15;12;7;1;6;7;3;0;2;1
2019-10-09 12:37:59;73;15;12;7;1;6;7;3;0;2;1
2019-10-09 12:38:58;73;15;12;7;1;6;7;3;0;2;1
2019-10-09 12:39:59;73;15;12;7;1;6;7;3;0;2;1
2019-10-09 12:40:58;73;15;12;7;1;6;7;3;0;2;1
2019-10-09 12:41:59;73;15;12;7;1;6;7;3;0;2;1
2019-10-09 12:42:59;73;15;12;7;1;6;7;3;0;2;1
2019-10-09 12:43:59;73;15;12;7;1;6;7;3;0;2;1
2019-10-09 12:44:58;73;15;12;7;1;6;7;3;0;2;1
2019-10-09 12:45:59;73;15;12;7;1;6;7;3;0;2;1
2019-10-09 12:46:59;73;15;12;7;1;6;7;3;0;2;1
2019-10-09 12:47:59;74;15;12;7;2;6;7;3;0;2;1
2019-10-09 12:48:58;74;15;12;7;2;6;7;3;0;2;1
2019-10-09 12:49:59;74;15;12;7;2;6;7;3;0;2;1
2019-10-09 12:50:59;74;15;12;7;2;6;7;3;0;2;1
2019-10-09 12:51:58;74;15;12;7;2;6;7;3;0;2;1
2019-10-09 12:52:59;74;15;13;6;2;6;7;3;0;2;1
2019-10-09 12:53:59;74;15;13;6;2;6;7;3;0;2;1
2019-10-09 12:54:59;74;15;13;6;2;6;7;3;0;2;1
2019-10-09 12:55:59;75;15;13;6;3;6;7;3;0;2;1
2019-10-09 12:56:58;75;15;13;6;3;6;7;3;0;2;1
2019-10-09 12:57:59;75;15;13;6;3;6;7;3;0;2;1
2019-10-09 12:58:59;75;15;13;6;3;6;7;3;0;2;1
2019-10-09 12:59:59;76;15;14;6;3;6;7;3;0;2;1
2019-10-09 13:00:58;76;15;14;6;3;6;7;3;0;2;1
2019-10-09 13:01:59;76;15;14;6;3;6;7;3;0;2;1
2019-10-09 13:02:59;76;15;14;6;3;6;7;3;0;2;1
2019-10-09 13:03:58;76;15;14;6;3;6;7;3;0;2;1
