datetime;total_votes;ante;Tae4ka;bf6;wintercyclone;rockamark;Helengar;MsRobinson;BlackIrony;gelatelno;Salt
2020-02-26 06:29:59;45;16;0;7;5;1;1;3;3;1;0
2020-02-26 06:30:58;45;16;0;7;5;1;1;3;3;1;0
2020-02-26 06:31:59;45;16;0;7;5;1;1;3;3;1;0
2020-02-26 06:32:59;45;16;0;7;5;1;1;3;3;1;0
2020-02-26 06:33:58;45;16;0;7;5;1;1;3;3;1;0
2020-02-26 06:34:59;45;16;0;7;5;1;1;3;3;1;0
2020-02-26 06:35:59;45;16;0;7;5;1;1;3;3;1;0
2020-02-26 06:36:59;45;16;0;7;5;1;1;3;3;1;0
2020-02-26 06:37:58;45;16;0;7;5;1;1;3;3;1;0
2020-02-26 06:38:59;45;16;0;7;5;1;1;3;3;1;0
2020-02-26 06:39:58;46;16;0;7;5;2;1;3;3;1;0
2020-02-26 06:40:59;47;16;0;7;5;2;1;3;4;1;0
2020-02-26 06:41:59;47;16;0;7;5;2;1;3;4;1;0
2020-02-26 06:42:59;47;16;0;7;5;2;1;3;4;1;0
2020-02-26 06:43:58;47;16;0;7;5;2;1;3;4;1;0
2020-02-26 06:44:59;47;16;0;7;5;2;1;3;4;1;0
2020-02-26 06:45:59;47;16;0;7;5;2;1;3;4;1;0
2020-02-26 06:46:59;47;16;0;7;5;2;1;3;4;1;0
2020-02-26 06:47:58;47;16;0;7;5;2;1;3;4;1;0
2020-02-26 06:48:59;47;16;0;7;5;2;1;3;4;1;0
2020-02-26 06:49:59;47;16;0;7;5;2;1;3;4;1;0
2020-02-26 06:50:58;47;16;0;7;5;2;1;3;4;1;0
2020-02-26 06:51:59;47;16;0;7;5;2;1;3;4;1;0
2020-02-26 06:52:59;48;16;0;7;5;2;1;3;5;1;0
2020-02-26 06:53:58;48;16;0;7;5;2;1;3;5;1;0
2020-02-26 06:54:59;48;16;0;7;5;2;1;3;5;1;0
2020-02-26 06:55:58;49;17;0;7;5;2;1;3;5;1;0
2020-02-26 06:56:59;49;17;0;7;5;2;1;3;5;1;0
2020-02-26 06:57:59;49;17;0;7;5;2;1;3;5;1;0
2020-02-26 06:58:58;49;17;0;7;5;2;1;3;5;1;0
2020-02-26 06:59:59;49;17;0;7;5;2;1;3;5;1;0
2020-02-26 07:00:59;49;17;0;7;5;2;1;3;5;1;0
2020-02-26 07:01:59;49;17;0;7;5;2;1;3;5;1;0
2020-02-26 07:02:58;49;17;0;7;5;2;1;3;5;1;0
2020-02-26 07:03:59;49;17;0;7;5;2;1;3;5;1;0
2020-02-26 07:04:59;49;17;0;7;5;2;1;3;5;1;0
2020-02-26 07:05:59;49;17;0;7;5;2;1;3;5;1;0
2020-02-26 07:06:58;49;17;0;7;5;2;1;3;5;1;0
2020-02-26 07:07:59;50;18;0;7;5;2;1;3;5;1;0
2020-02-26 07:08:58;50;18;0;7;5;2;1;3;5;1;0
2020-02-26 07:09:59;51;19;0;7;5;2;1;3;5;1;0
2020-02-26 07:10:59;51;19;0;7;5;2;1;3;5;1;0
2020-02-26 07:11:59;51;19;0;7;5;2;1;3;5;1;0
2020-02-26 07:12:58;51;19;0;7;5;2;1;3;5;1;0
2020-02-26 07:13:59;51;19;0;7;5;2;1;3;5;1;0
2020-02-26 07:14:59;51;19;0;7;5;2;1;3;5;1;0
2020-02-26 07:15:58;51;19;0;7;5;2;1;3;5;1;0
2020-02-26 07:16:59;51;19;0;7;5;2;1;3;5;1;0
2020-02-26 07:17:59;52;20;0;7;5;2;1;3;5;1;0
2020-02-26 07:18:59;52;20;0;7;5;2;1;3;5;1;0
2020-02-26 07:19:58;52;20;0;7;5;2;1;3;5;1;0
2020-02-26 07:20:59;53;20;0;8;5;2;1;3;5;1;0
2020-02-26 07:22:00;53;20;0;8;5;2;1;3;5;1;0
2020-02-26 07:22:58;53;20;0;8;5;2;1;3;5;1;0
2020-02-26 07:23:59;53;20;0;8;5;2;1;3;5;1;0
2020-02-26 07:24:59;54;20;1;8;5;2;0;3;5;1;0
2020-02-26 07:25:58;54;20;1;8;5;2;0;3;5;1;0
2020-02-26 07:26:59;54;20;1;8;5;2;0;3;5;1;0
2020-02-26 07:27:59;54;20;1;8;5;2;0;3;5;1;0
2020-02-26 07:28:58;55;21;1;8;5;2;0;3;5;1;0
2020-02-26 07:29:59;55;21;1;8;5;2;0;3;5;1;0
2020-02-26 07:30:59;55;21;1;8;5;2;0;3;5;1;0
2020-02-26 07:31:59;55;21;1;8;5;2;0;3;5;1;0
2020-02-26 07:32:58;55;21;1;8;5;2;0;3;5;1;0
2020-02-26 07:33:59;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:34:59;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:35:58;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:36:59;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:37:58;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:38:59;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:39:59;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:40:58;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:41:59;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:42:59;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:43:58;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:44:59;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:45:59;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:46:58;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:47:59;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:48:59;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:49:59;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:50:58;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:51:59;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:52:59;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:53:58;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:54:59;57;22;1;8;5;2;1;3;5;2;0
2020-02-26 07:56:00;58;23;1;8;5;2;1;3;5;2;0
2020-02-26 07:56:58;58;23;1;8;5;2;1;3;5;2;0
2020-02-26 07:57:59;58;23;1;8;5;2;1;3;5;2;0
2020-02-26 07:58:59;58;23;1;8;5;2;1;3;5;2;0
2020-02-26 07:59:58;58;23;1;8;5;2;1;3;5;2;0
2020-02-26 08:00:59;58;23;1;8;5;2;1;3;5;2;0
2020-02-26 08:01:59;59;24;1;8;5;2;1;3;5;2;0
2020-02-26 08:02:58;59;24;1;8;5;2;1;3;5;2;0
2020-02-26 08:03:59;59;24;1;8;5;2;1;3;5;2;0
2020-02-26 08:04:59;60;25;1;8;5;2;1;3;5;2;0
2020-02-26 08:05:58;61;26;1;8;5;2;1;3;5;2;0
2020-02-26 08:06:59;61;26;1;8;5;2;1;3;5;2;0
2020-02-26 08:07:59;62;26;1;9;5;2;1;3;5;2;0
2020-02-26 08:08:58;62;26;1;9;5;2;1;3;5;2;0
2020-02-26 08:09:59;63;27;1;9;5;2;1;3;5;2;0
2020-02-26 08:10:58;63;27;1;9;5;2;1;3;5;2;0
2020-02-26 08:11:59;63;27;1;9;5;2;1;3;5;2;0
2020-02-26 08:12:59;64;28;1;9;5;2;1;3;5;2;0
2020-02-26 08:13:59;64;28;1;9;5;2;1;3;5;2;0
2020-02-26 08:14:58;65;28;2;9;5;2;1;3;5;2;0
2020-02-26 08:15:59;65;28;2;9;5;2;1;3;5;2;0
2020-02-26 08:16:59;65;28;2;9;5;2;1;3;5;2;0
2020-02-26 08:17:58;65;28;2;9;5;2;1;3;5;2;0
2020-02-26 08:18:59;65;28;2;9;5;2;1;3;5;2;0
2020-02-26 08:19:59;66;28;2;9;5;2;2;3;5;2;0
2020-02-26 08:20:59;66;28;2;9;5;2;2;3;5;2;0
2020-02-26 08:21:58;66;28;2;9;5;2;2;3;5;2;0
2020-02-26 08:22:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:23:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:24:58;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:25:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:26:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:27:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:28:58;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:29:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:30:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:31:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:32:58;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:33:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:34:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:35:58;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:36:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:37:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:38:58;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:39:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:40:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:41:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:42:58;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:43:59;67;29;2;9;5;2;2;3;5;2;0
2020-02-26 08:44:59;68;30;2;9;5;2;2;3;5;2;0
2020-02-26 08:45:58;68;30;2;9;5;2;2;3;5;2;0
2020-02-26 08:46:59;68;30;2;9;5;2;2;3;5;2;0
2020-02-26 08:47:59;68;30;2;9;5;2;2;3;5;2;0
2020-02-26 08:48:58;68;30;2;9;5;2;2;3;5;2;0
2020-02-26 08:49:59;67;31;2;9;5;2;2;3;4;2;0
2020-02-26 08:50:59;67;31;2;9;5;2;2;3;4;2;0
2020-02-26 08:51:59;67;31;2;9;5;2;2;3;4;2;0
2020-02-26 08:52:58;67;31;2;9;5;2;2;3;4;2;0
2020-02-26 08:53:59;67;31;2;9;5;2;2;3;4;2;0
2020-02-26 08:54:59;67;31;2;9;5;2;2;3;4;2;0
2020-02-26 08:55:59;67;31;2;9;5;2;2;3;4;2;0
2020-02-26 08:56:58;68;32;2;9;5;2;2;3;4;2;0
2020-02-26 08:57:59;68;32;2;9;5;2;2;3;4;2;0
2020-02-26 08:58:59;69;33;2;9;5;2;2;3;4;2;0
2020-02-26 08:59:58;69;33;2;9;5;2;2;3;4;2;0
2020-02-26 09:00:59;69;33;2;9;5;2;2;3;4;2;0
2020-02-26 09:01:59;69;33;2;9;5;2;2;3;4;2;0
2020-02-26 09:02:59;69;33;2;9;5;2;2;3;4;2;0
2020-02-26 09:03:58;69;33;2;9;5;2;2;3;4;2;0
2020-02-26 09:04:59;69;33;2;9;5;2;2;3;4;2;0
2020-02-26 09:05:59;69;33;2;9;5;2;2;3;4;2;0
2020-02-26 09:06:59;69;33;2;9;5;2;2;3;4;2;0
2020-02-26 09:07:58;69;33;2;9;5;2;2;3;4;2;0
2020-02-26 09:08:59;69;33;2;9;5;2;2;3;4;2;0
2020-02-26 09:09:59;69;33;2;9;5;2;2;3;4;2;0
2020-02-26 09:10:58;69;33;2;9;5;2;2;3;4;2;0
2020-02-26 09:11:59;69;33;2;9;5;2;2;3;4;2;0
2020-02-26 09:12:59;69;33;2;9;5;2;2;3;4;2;0
2020-02-26 09:13:59;71;34;3;9;5;2;2;3;4;2;0
2020-02-26 09:14:58;71;34;3;9;5;2;2;3;4;2;0
2020-02-26 09:15:59;71;34;3;9;5;2;2;3;4;2;0
2020-02-26 09:16:59;72;35;3;9;5;2;2;3;4;2;0
2020-02-26 09:17:58;73;36;3;9;5;2;2;3;4;2;0
2020-02-26 09:18:59;74;37;3;9;5;2;2;3;4;2;0
2020-02-26 09:19:59;74;37;3;9;5;2;2;3;4;2;0
2020-02-26 09:20:58;74;37;3;9;5;2;2;3;4;2;0
2020-02-26 09:21:59;74;37;3;9;5;2;2;3;4;2;0
2020-02-26 09:22:59;74;37;3;9;5;2;2;3;4;2;0
2020-02-26 09:23:59;74;37;3;9;5;2;2;3;4;2;0
2020-02-26 09:24:58;75;38;3;9;5;2;2;3;4;2;0
2020-02-26 09:25:59;75;38;3;9;5;2;2;3;4;2;0
2020-02-26 09:26:59;75;38;3;9;5;2;2;3;4;2;0
2020-02-26 09:27:58;77;39;3;9;6;2;2;3;4;2;0
2020-02-26 09:28:59;78;39;3;9;6;2;2;3;4;2;0
2020-02-26 09:29:59;78;39;3;9;6;2;2;3;4;2;0
2020-02-26 09:30:59;78;39;3;9;6;2;2;3;4;2;0
2020-02-26 09:31:58;78;39;3;9;6;2;2;3;4;2;0
2020-02-26 09:32:59;78;39;3;9;6;2;2;3;4;2;0
2020-02-26 09:33:59;79;39;3;9;6;3;2;3;4;2;0
2020-02-26 09:34:58;79;39;3;9;6;3;2;3;4;2;0
2020-02-26 09:35:59;79;39;3;9;6;3;2;3;4;2;0
2020-02-26 09:36:59;80;40;3;9;6;3;2;3;4;2;0
2020-02-26 09:37:59;80;40;3;9;6;3;2;3;4;2;0
2020-02-26 09:38:58;80;40;3;9;6;3;2;3;4;2;0
2020-02-26 09:39:59;80;40;3;9;6;3;2;3;4;2;0
2020-02-26 09:40:59;80;40;3;9;6;3;2;3;4;2;0
2020-02-26 09:41:58;80;40;3;9;6;3;2;3;4;2;0
2020-02-26 09:42:59;80;40;3;9;6;3;2;3;4;2;0
2020-02-26 09:43:59;80;40;3;9;6;3;2;3;4;2;0
2020-02-26 09:44:58;80;40;3;9;6;3;2;3;4;2;0
2020-02-26 09:45:59;80;40;3;9;6;3;2;3;4;2;0
2020-02-26 09:46:59;81;41;3;9;6;3;2;3;4;2;0
2020-02-26 09:47:59;81;41;3;9;6;3;2;3;4;2;0
2020-02-26 09:48:58;81;41;3;9;6;3;2;3;4;2;0
2020-02-26 09:49:59;81;41;3;9;6;3;2;3;4;2;0
2020-02-26 09:50:59;81;41;3;9;6;3;2;3;4;2;0
2020-02-26 09:51:59;81;41;3;9;6;3;2;3;4;2;0
2020-02-26 09:52:58;82;42;3;9;6;3;2;3;4;2;0
2020-02-26 09:53:59;82;42;3;9;6;3;2;3;4;2;0
2020-02-26 09:54:59;82;42;3;9;6;3;2;3;4;2;0
2020-02-26 09:55:58;82;42;3;9;6;3;2;3;4;2;0
2020-02-26 09:56:59;83;43;3;9;6;3;2;3;4;2;0
2020-02-26 09:57:59;83;43;3;9;6;3;2;3;4;2;0
2020-02-26 09:58:59;83;43;3;9;6;3;2;3;4;2;0
2020-02-26 09:59:58;83;43;3;9;6;3;2;3;4;2;0
2020-02-26 10:00:59;83;43;3;9;6;3;2;3;4;2;0
2020-02-26 10:01:59;83;43;3;9;6;3;2;3;4;2;0
2020-02-26 10:02:58;83;43;3;9;6;3;2;3;4;2;0
2020-02-26 10:03:59;84;43;4;9;6;3;2;3;4;2;0
2020-02-26 10:04:59;85;44;4;9;6;3;2;3;4;2;0
2020-02-26 10:05:59;85;44;4;9;6;3;2;3;4;2;0
2020-02-26 10:06:58;86;44;4;9;6;3;2;3;4;2;0
2020-02-26 10:07:59;87;45;4;9;6;3;2;3;4;2;0
2020-02-26 10:08:59;88;46;4;9;6;3;2;3;4;2;0
2020-02-26 10:09:59;88;46;4;9;6;3;2;3;4;2;0
2020-02-26 10:10:58;88;46;4;9;6;3;2;3;4;2;0
2020-02-26 10:11:59;88;46;4;9;6;3;2;3;4;2;0
2020-02-26 10:12:59;89;47;4;9;6;3;2;3;4;2;0
2020-02-26 10:13:58;89;47;4;9;6;3;2;3;4;2;0
2020-02-26 10:14:59;90;48;4;9;6;3;2;3;4;2;0
2020-02-26 10:15:59;90;48;4;9;6;3;2;3;4;2;0
2020-02-26 10:16:59;90;48;4;9;6;3;2;3;4;2;0
2020-02-26 10:17:58;90;48;4;9;6;3;2;3;4;2;0
2020-02-26 10:18:59;90;48;4;9;6;3;2;3;4;2;0
2020-02-26 10:19:59;90;48;4;9;6;3;2;3;4;2;0
2020-02-26 10:20:58;90;48;4;9;6;3;2;3;4;2;0
2020-02-26 10:21:59;90;48;4;9;6;3;2;3;4;2;0
2020-02-26 10:22:59;90;48;4;9;6;3;2;3;4;2;0
2020-02-26 10:23:59;90;48;4;9;6;3;2;3;4;2;0
2020-02-26 10:24:58;91;48;4;9;6;3;2;4;4;2;0
2020-02-26 10:25:59;91;48;4;9;6;3;2;4;4;2;0
2020-02-26 10:26:59;92;49;4;9;6;3;2;4;4;2;0
2020-02-26 10:27:58;92;49;4;9;6;3;2;4;4;2;0
2020-02-26 10:28:59;92;49;4;9;6;3;2;4;4;2;0
2020-02-26 10:29:59;92;49;4;9;6;3;2;4;4;2;0
2020-02-26 10:30:59;92;49;4;9;6;3;2;4;4;2;0
2020-02-26 10:31:58;92;49;4;9;6;3;2;4;4;2;0
2020-02-26 10:32:59;92;49;4;9;6;3;2;4;4;2;0
2020-02-26 10:33:59;92;49;4;9;6;3;2;4;4;2;0
2020-02-26 10:34:58;92;49;4;9;6;3;2;4;4;2;0
2020-02-26 10:35:59;92;49;4;9;6;3;2;4;4;2;0
2020-02-26 10:36:59;93;50;4;9;6;3;2;4;4;2;0
2020-02-26 10:37:59;93;50;4;9;6;3;2;4;4;2;0
2020-02-26 10:38:58;93;50;4;9;6;3;2;4;4;2;0
2020-02-26 10:39:59;93;50;4;9;6;3;2;4;4;2;0
2020-02-26 10:40:59;93;50;4;9;6;3;2;4;4;2;0
2020-02-26 10:41:58;93;50;4;9;6;3;2;4;4;2;0
2020-02-26 10:42:59;93;50;4;9;6;3;2;4;4;2;0
2020-02-26 10:43:59;93;50;4;9;6;3;2;4;4;2;0
2020-02-26 10:44:59;93;50;4;9;6;3;2;4;4;2;0
2020-02-26 10:45:58;93;50;4;9;6;3;2;4;4;2;0
2020-02-26 10:46:59;94;51;4;9;6;3;2;4;4;2;0
2020-02-26 10:47:59;94;51;4;9;6;3;2;4;4;2;0
2020-02-26 10:48:59;94;51;4;9;6;3;2;4;4;2;0
2020-02-26 10:49:58;95;51;5;9;6;3;2;4;4;2;0
2020-02-26 10:50:59;95;51;5;9;6;3;2;4;4;2;0
2020-02-26 10:51:59;95;51;5;9;6;3;2;4;4;2;0
2020-02-26 10:52:58;95;51;5;9;6;3;2;4;4;2;0
2020-02-26 10:53:59;96;51;5;9;6;3;2;4;4;2;0
2020-02-26 10:54:59;96;51;5;9;6;3;2;4;4;2;0
2020-02-26 10:55:58;96;51;5;9;6;3;2;4;4;2;0
2020-02-26 10:56:59;96;51;5;9;6;3;2;4;4;2;0
2020-02-26 10:57:59;96;51;5;9;6;3;2;4;4;2;0
2020-02-26 10:58:59;96;51;5;9;6;3;2;4;4;2;0
2020-02-26 10:59:58;97;52;5;9;6;3;2;4;4;2;0
2020-02-26 11:00:59;97;52;5;9;6;3;2;4;4;2;0
2020-02-26 11:01:59;97;52;5;9;6;3;2;4;4;2;0
2020-02-26 11:02:58;97;52;5;9;6;3;2;4;4;2;0
2020-02-26 11:03:59;98;53;5;9;6;3;2;4;4;2;0
2020-02-26 11:04:59;98;53;5;9;6;3;2;4;4;2;0
2020-02-26 11:05:59;98;53;5;9;6;3;2;4;4;2;0
2020-02-26 11:06:58;98;53;5;9;6;3;2;4;4;2;0
2020-02-26 11:07:59;99;53;6;9;6;3;2;4;4;2;0
2020-02-26 11:08:59;99;53;6;9;6;3;2;4;4;2;0
2020-02-26 11:09:59;99;53;6;9;6;3;2;4;4;2;0
2020-02-26 11:10:58;99;53;6;9;6;3;2;4;4;2;0
2020-02-26 11:11:59;100;54;6;9;6;3;2;4;4;2;0
2020-02-26 11:12:59;100;54;6;9;6;3;2;4;4;2;0
2020-02-26 11:13:59;100;54;6;9;6;3;2;4;4;2;0
2020-02-26 11:14:58;100;54;6;9;6;3;2;4;4;2;0
2020-02-26 11:15:59;100;54;6;9;6;3;2;4;4;2;0
2020-02-26 11:16:59;101;54;6;10;6;3;2;4;4;2;0
2020-02-26 11:17:58;101;54;6;10;6;3;2;4;4;2;0
2020-02-26 11:18:59;101;54;6;10;6;3;2;4;4;2;0
2020-02-26 11:20:00;101;54;6;10;6;3;2;4;4;2;0
2020-02-26 11:20:58;101;54;6;10;6;3;2;4;4;2;0
2020-02-26 11:21:59;101;54;6;10;6;3;2;4;4;2;0
2020-02-26 11:22:59;101;54;6;10;6;3;2;4;4;2;0
2020-02-26 11:23:58;101;54;6;10;6;3;2;4;4;2;0
2020-02-26 11:24:59;101;54;6;10;6;3;2;4;4;2;0
2020-02-26 11:25:59;101;54;6;10;6;3;2;4;4;2;0
2020-02-26 11:26:59;101;54;6;10;6;3;2;4;4;2;0
2020-02-26 11:27:58;101;54;6;10;6;3;2;4;4;2;0
2020-02-26 11:28:59;102;55;6;10;6;3;2;4;4;2;0
2020-02-26 11:29:59;102;55;6;10;6;3;2;4;4;2;0
2020-02-26 11:30:59;102;55;6;10;6;3;2;4;4;2;0
2020-02-26 11:31:58;102;55;6;10;6;3;2;4;4;2;0
2020-02-26 11:32:59;102;55;6;10;6;3;2;4;4;2;0
2020-02-26 11:33:59;102;55;6;10;6;3;2;4;4;2;0
2020-02-26 11:34:58;102;55;6;10;6;3;2;4;4;2;0
2020-02-26 11:35:59;102;55;6;10;6;3;2;4;4;2;0
2020-02-26 11:36:59;102;55;6;10;6;3;2;4;4;2;0
2020-02-26 11:37:59;102;55;6;10;6;3;2;4;4;2;0
2020-02-26 11:38:58;102;55;6;10;6;3;2;4;4;2;0
2020-02-26 11:39:59;102;55;6;10;6;3;2;4;4;2;0
2020-02-26 11:40:59;102;55;6;10;6;3;2;4;4;2;0
2020-02-26 11:41:59;102;55;6;10;6;3;2;4;4;2;0
2020-02-26 11:42:58;103;56;6;10;6;3;2;4;4;2;0
2020-02-26 11:43:59;106;58;7;10;6;3;2;4;4;2;0
2020-02-26 11:44:59;106;58;7;10;6;3;2;4;4;2;0
2020-02-26 11:45:59;106;58;7;10;6;3;2;4;4;2;0
2020-02-26 11:46:58;108;60;7;10;6;3;2;4;4;2;0
2020-02-26 11:47:59;108;60;7;10;6;3;2;4;4;2;0
2020-02-26 11:48:59;108;60;7;10;6;3;2;4;4;2;0
2020-02-26 11:49:58;108;60;7;10;6;3;2;4;4;2;0
2020-02-26 11:50:59;108;60;7;10;6;3;2;4;4;2;0
2020-02-26 11:51:59;109;61;7;10;6;3;2;4;4;2;0
2020-02-26 11:52:59;110;61;7;11;6;3;2;4;4;2;0
2020-02-26 11:53:58;110;61;7;11;6;3;2;4;4;2;0
2020-02-26 11:54:59;110;61;7;11;6;3;2;4;4;2;0
2020-02-26 11:55:59;110;61;7;11;6;3;2;4;4;2;0
2020-02-26 11:56:59;110;61;7;11;6;3;2;4;4;2;0
2020-02-26 11:57:58;110;61;7;11;6;3;2;4;4;2;0
2020-02-26 11:58:59;110;61;7;11;6;3;2;4;4;2;0
2020-02-26 11:59:59;110;61;7;11;6;3;2;4;4;2;0
2020-02-26 12:00:58;111;62;7;11;6;3;2;4;4;2;0
2020-02-26 12:01:59;112;63;7;11;6;3;2;4;4;2;0
2020-02-26 12:02:59;112;63;7;11;6;3;2;4;4;2;0
2020-02-26 12:03:58;112;63;7;11;6;3;2;4;4;2;0
2020-02-26 12:04:59;112;63;7;11;6;3;2;4;4;2;0
2020-02-26 12:05:59;113;64;7;11;6;3;2;4;4;2;0
2020-02-26 12:06:59;113;64;7;11;6;3;2;4;4;2;0
2020-02-26 12:07:58;113;64;7;11;6;3;2;4;4;2;0
2020-02-26 12:08:59;113;64;7;11;6;3;2;4;4;2;0
2020-02-26 12:09:59;113;64;7;11;6;3;2;4;4;2;0
2020-02-26 12:11:00;113;64;7;11;6;3;2;4;4;2;0
2020-02-26 12:11:58;113;64;7;11;6;3;2;4;4;2;0
2020-02-26 12:12:59;113;64;7;11;6;3;2;4;4;2;0
2020-02-26 12:13:59;113;64;7;11;6;3;2;4;4;2;0
2020-02-26 12:14:58;113;64;7;11;6;3;2;4;4;2;0
2020-02-26 12:15:59;113;64;7;11;6;3;2;4;4;2;0
2020-02-26 12:16:59;113;64;7;11;6;3;2;4;4;2;0
2020-02-26 12:17:59;114;64;8;11;6;3;2;4;4;2;0
2020-02-26 12:18:58;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:19:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:20:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:21:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:22:58;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:23:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:24:58;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:25:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:26:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:27:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:28:58;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:29:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:30:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:31:58;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:32:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:33:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:34:58;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:35:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:36:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:37:58;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:38:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:39:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:40:59;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:41:58;115;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:42:59;116;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:43:59;116;64;9;11;6;3;2;4;4;2;0
2020-02-26 12:44:58;117;64;10;11;6;3;2;4;4;2;0
2020-02-26 12:45:59;117;64;10;11;6;3;2;4;4;2;0
2020-02-26 12:46:59;117;64;10;11;6;3;2;4;4;2;0
2020-02-26 12:47:58;117;64;10;11;6;3;2;4;4;2;0
2020-02-26 12:48:59;118;65;10;11;6;3;2;4;4;2;0
2020-02-26 12:49:59;118;65;10;11;6;3;2;4;4;2;0
2020-02-26 12:50:58;118;65;10;11;6;3;2;4;4;2;0
2020-02-26 12:51:59;119;66;10;11;6;3;2;4;4;2;0
2020-02-26 12:52:59;121;68;10;11;6;3;2;4;4;2;0
2020-02-26 12:53:58;122;69;10;11;6;3;2;4;4;2;0
2020-02-26 12:54:59;123;70;10;11;6;3;2;4;4;2;0
2020-02-26 12:55:59;123;70;10;11;6;3;2;4;4;2;0
2020-02-26 12:56:59;123;70;10;11;6;3;2;4;4;2;0
2020-02-26 12:57:58;123;70;10;11;6;3;2;4;4;2;0
2020-02-26 12:58:59;123;70;10;11;6;3;2;4;4;2;0
2020-02-26 12:59:59;123;70;10;11;6;3;2;4;4;2;0
2020-02-26 13:00:58;123;70;10;11;6;3;2;4;4;2;0
2020-02-26 13:01:59;124;70;10;11;6;4;2;4;4;2;0
2020-02-26 13:02:59;124;70;10;11;6;4;2;4;4;2;0
2020-02-26 13:03:59;124;70;10;11;6;4;2;4;4;2;0
2020-02-26 13:04:58;124;70;10;11;6;4;2;4;4;2;0
2020-02-26 13:05:59;124;70;10;11;6;4;2;4;4;2;0
2020-02-26 13:06:59;124;70;10;11;6;4;2;4;4;2;0
