datetime;total_votes;Rumpelstilzchen;navalny;shamanka2_0;KOCTOPE3;Есения;ruweb;quick_justice;mahinaci9;kotophalk;Trudofobique
2020-10-07 06:27:58;49;21;7;2;2;0;1;3;0;0;3
2020-10-07 06:28:59;49;21;7;2;2;0;1;3;0;0;3
2020-10-07 06:29:59;49;21;7;2;2;0;1;3;0;0;3
2020-10-07 06:30:58;49;21;7;2;2;0;1;3;0;0;3
2020-10-07 06:31:59;49;21;7;2;2;0;1;3;0;0;3
2020-10-07 06:32:59;49;21;7;2;2;0;1;3;0;0;3
2020-10-07 06:33:58;49;21;7;2;2;0;1;3;0;0;3
2020-10-07 06:34:59;49;21;7;2;2;0;1;3;0;0;3
2020-10-07 06:35:59;49;21;7;2;2;0;1;3;0;0;3
2020-10-07 06:36:58;49;21;7;2;2;0;1;3;0;0;3
2020-10-07 06:37:59;49;21;7;2;2;0;1;3;0;0;3
2020-10-07 06:38:59;49;21;7;2;2;0;1;3;0;0;3
2020-10-07 06:39:58;50;22;7;2;2;0;1;3;0;0;3
2020-10-07 06:40:59;50;22;7;2;2;0;1;3;0;0;3
2020-10-07 06:41:59;50;22;7;2;2;0;1;3;0;0;3
2020-10-07 06:42:58;51;23;7;2;2;0;1;3;0;0;3
2020-10-07 06:43:59;51;23;7;2;2;0;1;3;0;0;3
2020-10-07 06:44:59;51;23;7;2;2;0;1;3;0;0;3
2020-10-07 06:45:58;51;23;7;2;2;0;1;3;0;0;3
2020-10-07 06:46:59;51;23;7;2;2;0;1;3;0;0;3
2020-10-07 06:47:58;51;23;7;2;2;0;1;3;0;0;3
2020-10-07 06:48:59;51;23;7;2;2;0;1;3;0;0;3
2020-10-07 06:49:59;51;23;7;2;2;0;1;3;0;0;3
2020-10-07 06:50:58;52;24;7;2;2;0;1;3;0;0;3
2020-10-07 06:51:59;52;24;7;2;2;0;1;3;0;0;3
2020-10-07 06:52:59;52;24;7;2;2;0;1;3;0;0;3
2020-10-07 06:53:58;52;24;7;2;2;0;1;3;0;0;3
2020-10-07 06:54:59;52;24;7;2;2;0;1;3;0;0;3
2020-10-07 06:55:59;52;24;7;2;2;0;1;3;0;0;3
2020-10-07 06:56:58;52;24;7;2;2;0;1;3;0;0;3
2020-10-07 06:57:59;52;24;7;2;2;0;1;3;0;0;3
2020-10-07 06:58:59;52;24;7;2;2;0;1;3;0;0;3
2020-10-07 06:59:58;52;24;7;2;2;0;1;3;0;0;3
2020-10-07 07:00:59;52;24;7;2;2;0;1;3;0;0;3
2020-10-07 07:01:59;52;24;7;2;2;0;1;3;0;0;3
2020-10-07 07:02:58;52;24;7;2;2;0;1;3;0;0;3
2020-10-07 07:03:59;53;25;7;2;2;0;1;3;0;0;3
2020-10-07 07:04:59;53;25;7;2;2;0;1;3;0;0;3
2020-10-07 07:05:58;53;25;7;2;2;0;1;3;0;0;3
2020-10-07 07:06:59;53;24;7;2;2;0;1;3;0;0;3
2020-10-07 07:07:59;52;24;7;2;2;0;1;3;0;0;3
2020-10-07 07:08:58;54;25;7;2;2;0;1;3;0;0;3
2020-10-07 07:09:59;53;25;7;2;2;0;1;3;0;0;3
2020-10-07 07:10:59;53;25;7;2;2;0;1;3;0;0;3
2020-10-07 07:11:58;54;26;7;2;2;0;1;3;0;0;3
2020-10-07 07:12:59;54;26;7;2;2;0;1;3;0;0;3
2020-10-07 07:13:59;55;26;8;2;2;0;1;3;0;0;3
2020-10-07 07:14:58;55;26;8;2;2;0;1;3;0;0;3
2020-10-07 07:15:59;55;26;8;2;2;0;1;3;0;0;3
2020-10-07 07:16:59;55;26;8;2;2;0;1;3;0;0;3
2020-10-07 07:17:58;55;26;8;2;2;0;1;3;0;0;3
2020-10-07 07:18:59;55;26;8;2;2;0;1;3;0;0;3
2020-10-07 07:19:59;55;26;8;2;2;0;1;3;0;0;3
2020-10-07 07:20:58;55;26;8;2;2;0;1;3;0;0;3
2020-10-07 07:21:59;55;26;8;2;2;0;1;3;0;0;3
2020-10-07 07:22:59;55;26;8;2;2;0;1;3;0;0;3
2020-10-07 07:23:58;56;27;8;2;2;0;1;3;0;0;3
2020-10-07 07:24:59;56;27;8;2;2;0;1;3;0;0;3
2020-10-07 07:25:59;56;27;8;2;2;0;1;3;0;0;3
2020-10-07 07:26:58;56;27;8;2;2;0;1;3;0;0;3
2020-10-07 07:27:59;56;27;8;2;2;0;1;3;0;0;3
2020-10-07 07:28:59;56;27;8;2;2;0;1;3;0;0;3
2020-10-07 07:29:58;56;27;8;2;2;0;1;3;0;0;3
2020-10-07 07:30:59;57;28;8;2;2;0;1;3;0;0;3
2020-10-07 07:31:59;57;28;8;2;2;0;1;3;0;0;3
2020-10-07 07:32:58;57;28;8;2;2;0;1;3;0;0;3
2020-10-07 07:33:59;57;28;8;2;2;0;1;3;0;0;3
2020-10-07 07:34:59;58;28;8;2;2;0;1;3;0;0;3
2020-10-07 07:35:58;58;28;8;2;2;0;1;3;0;0;3
2020-10-07 07:36:59;58;28;8;2;2;0;1;3;0;0;3
2020-10-07 07:37:59;58;28;8;2;2;0;1;3;0;0;3
2020-10-07 07:38:58;58;28;8;2;2;0;1;3;0;0;3
2020-10-07 07:39:59;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:40:59;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:41:58;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:42:59;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:43:59;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:44:58;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:45:59;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:46:58;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:47:59;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:48:59;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:49:58;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:50:59;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:51:59;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:52:58;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:53:59;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:54:59;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:55:58;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:56:59;60;28;9;2;2;0;1;3;0;0;3
2020-10-07 07:57:59;61;29;9;2;2;0;1;3;0;0;3
2020-10-07 07:58:58;62;29;9;3;2;0;1;3;0;0;3
2020-10-07 07:59:59;62;29;9;3;2;0;1;3;0;0;3
2020-10-07 08:00:59;62;29;9;3;2;0;1;3;0;0;3
2020-10-07 08:01:58;62;29;9;3;2;0;1;3;0;0;3
2020-10-07 08:02:59;62;29;9;3;2;0;1;3;0;0;3
2020-10-07 08:03:59;62;29;9;3;2;0;1;3;0;0;3
2020-10-07 08:04:58;62;29;9;3;2;0;1;3;0;0;3
2020-10-07 08:05:59;63;29;9;3;2;0;1;3;0;0;3
2020-10-07 08:06:59;63;29;9;3;2;0;1;3;0;0;3
2020-10-07 08:07:58;63;29;9;3;2;0;1;3;0;0;3
2020-10-07 08:08:59;63;29;9;3;2;0;1;3;0;0;3
2020-10-07 08:09:59;64;30;9;3;2;0;1;3;0;0;3
2020-10-07 08:10:58;64;30;9;3;2;0;1;3;0;0;3
2020-10-07 08:11:59;64;30;9;3;2;0;1;3;0;0;3
2020-10-07 08:12:59;65;31;9;3;2;0;1;3;0;0;3
2020-10-07 08:13:58;65;31;9;3;2;0;1;3;0;0;3
2020-10-07 08:14:59;65;31;9;3;2;0;1;3;0;0;3
2020-10-07 08:15:59;65;31;9;3;2;0;1;3;0;0;3
2020-10-07 08:16:58;65;31;9;3;2;0;1;3;0;0;3
2020-10-07 08:17:59;65;31;9;3;2;0;1;3;0;0;3
2020-10-07 08:18:59;65;31;9;3;2;0;1;3;0;0;3
2020-10-07 08:19:58;65;31;9;3;2;0;1;3;0;0;3
2020-10-07 08:20:59;65;31;9;3;2;0;1;3;0;0;3
2020-10-07 08:21:59;65;31;9;3;2;0;1;3;0;0;3
2020-10-07 08:22:58;65;31;9;3;2;0;1;3;0;0;3
2020-10-07 08:23:59;65;31;9;3;2;0;1;3;0;0;3
2020-10-07 08:24:59;65;31;9;3;2;0;1;3;0;0;3
2020-10-07 08:25:58;65;31;9;3;2;0;1;3;0;0;3
2020-10-07 08:26:59;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:28:00;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:28:58;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:29:59;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:30:59;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:31:58;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:32:59;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:33:58;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:34:59;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:35:59;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:36:58;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:37:59;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:38:58;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:39:59;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:40:59;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:41:58;66;31;10;3;2;0;1;3;0;0;3
2020-10-07 08:42:59;67;31;11;3;2;0;1;3;0;0;3
2020-10-07 08:43:59;67;31;11;3;2;0;1;3;0;0;3
2020-10-07 08:44:58;67;31;11;3;2;0;1;3;0;0;3
2020-10-07 08:45:59;68;31;11;4;2;0;1;3;0;0;3
2020-10-07 08:46:59;68;31;11;4;2;0;1;3;0;0;3
2020-10-07 08:47:58;68;31;11;4;2;0;1;3;0;0;3
2020-10-07 08:48:59;68;31;11;4;2;0;1;3;0;0;3
2020-10-07 08:49:59;68;31;11;4;2;0;1;3;0;0;3
2020-10-07 08:50:58;69;31;11;5;2;0;1;3;0;0;3
2020-10-07 08:51:59;69;31;11;5;2;0;1;3;0;0;3
2020-10-07 08:52:59;69;31;11;5;2;0;1;3;0;0;3
2020-10-07 08:53:59;69;31;11;5;2;0;1;3;0;0;3
2020-10-07 08:54:58;69;31;11;5;2;0;1;3;0;0;3
2020-10-07 08:55:59;69;31;11;5;2;0;1;3;0;0;3
2020-10-07 08:56:58;69;31;11;5;2;0;1;3;0;0;3
2020-10-07 08:57:59;70;31;12;5;2;0;1;3;0;0;3
2020-10-07 08:58:59;70;31;12;5;2;0;1;3;0;0;3
2020-10-07 08:59:58;70;31;12;5;2;0;1;3;0;0;3
2020-10-07 09:00:59;70;31;12;5;2;0;1;3;0;0;3
2020-10-07 09:01:59;70;31;12;5;2;0;1;3;0;0;3
2020-10-07 09:02:58;71;32;12;5;2;0;1;3;0;0;3
2020-10-07 09:03:59;72;33;12;5;2;0;1;3;0;0;3
2020-10-07 09:04:59;72;33;12;5;2;0;1;3;0;0;3
2020-10-07 09:05:58;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:06:59;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:07:59;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:08:58;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:09:59;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:10:58;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:11:59;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:12:59;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:13:58;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:14:59;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:15:59;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:16:58;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:17:59;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:18:59;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:19:58;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:20:59;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:21:59;73;33;13;5;2;0;1;3;0;0;3
2020-10-07 09:22:58;74;33;13;6;2;0;1;3;0;0;3
2020-10-07 09:23:59;74;33;13;6;2;0;1;3;0;0;3
2020-10-07 09:24:58;74;33;13;6;2;0;1;3;0;0;3
2020-10-07 09:25:59;74;33;13;6;2;0;1;3;0;0;3
2020-10-07 09:26:59;74;33;13;6;2;0;1;3;0;0;3
2020-10-07 09:27:58;75;33;13;6;2;0;2;3;0;0;3
2020-10-07 09:28:59;75;33;13;6;2;0;2;3;0;0;3
2020-10-07 09:29:59;76;33;13;7;2;0;2;3;0;0;3
2020-10-07 09:30:58;77;33;13;8;2;0;2;3;0;0;3
2020-10-07 09:31:59;78;34;13;8;2;0;2;3;0;0;3
2020-10-07 09:32:59;78;34;13;8;2;0;2;3;0;0;3
2020-10-07 09:33:58;78;34;13;8;2;0;2;3;0;0;3
2020-10-07 09:34:59;78;34;13;8;2;0;2;3;0;0;3
2020-10-07 09:35:59;78;34;13;8;2;0;2;3;0;0;3
2020-10-07 09:36:58;78;34;13;8;2;0;2;3;0;0;3
2020-10-07 09:37:59;78;34;13;8;2;0;2;3;0;0;3
2020-10-07 09:38:59;78;34;13;8;2;0;2;3;0;0;3
2020-10-07 09:40:00;78;34;13;8;2;0;2;3;0;0;3
2020-10-07 09:40:58;78;34;13;8;2;0;2;3;0;0;3
2020-10-07 09:41:59;78;34;13;8;2;0;2;3;0;0;3
2020-10-07 09:42:58;78;34;13;8;2;0;2;3;0;0;3
2020-10-07 09:43:59;78;34;13;8;2;0;2;3;0;0;3
2020-10-07 09:44:59;79;34;13;9;2;0;2;3;0;0;3
2020-10-07 09:45:58;79;34;13;9;2;0;2;3;0;0;3
2020-10-07 09:46:59;79;34;13;9;2;0;2;3;0;0;3
2020-10-07 09:47:59;79;34;13;9;2;0;2;3;0;0;3
2020-10-07 09:48:58;79;34;13;9;2;0;2;3;0;0;3
2020-10-07 09:49:59;80;35;13;9;2;0;2;3;0;0;3
2020-10-07 09:50:58;80;35;13;9;2;0;2;3;0;0;3
2020-10-07 09:51:59;80;35;13;9;2;0;2;3;0;0;3
2020-10-07 09:52:59;80;35;13;9;2;0;2;3;0;0;3
2020-10-07 09:53:58;80;35;13;9;2;0;2;3;0;0;3
2020-10-07 09:54:59;80;35;13;9;2;0;2;3;0;0;3
2020-10-07 09:56:00;80;35;13;9;2;0;2;3;0;0;3
2020-10-07 09:56:58;80;35;13;9;2;0;2;3;0;0;3
2020-10-07 09:57:59;80;35;13;9;2;0;2;3;0;0;3
2020-10-07 09:58:59;80;35;13;9;2;0;2;3;0;0;3
2020-10-07 09:59:58;81;35;13;10;2;0;2;3;0;0;3
2020-10-07 10:00:59;81;35;13;10;2;0;2;3;0;0;3
2020-10-07 10:02:00;81;35;13;10;2;0;2;3;0;0;3
2020-10-07 10:02:58;81;35;13;10;2;0;2;3;0;0;3
2020-10-07 10:03:59;81;35;13;10;2;0;2;3;0;0;3
2020-10-07 10:04:59;81;35;13;10;2;0;2;3;0;0;3
2020-10-07 10:05:58;81;35;13;10;2;0;2;3;0;0;3
2020-10-07 10:06:59;81;35;13;10;2;0;2;3;0;0;3
2020-10-07 10:07:58;81;35;13;10;2;0;2;3;0;0;3
2020-10-07 10:08:59;81;35;13;10;2;0;2;3;0;0;3
2020-10-07 10:09:59;81;35;13;10;2;0;2;3;0;0;3
2020-10-07 10:10:58;81;35;13;10;2;0;2;3;0;0;3
2020-10-07 10:11:59;82;35;13;10;3;0;2;3;0;0;3
2020-10-07 10:12:59;82;35;13;10;3;0;2;3;0;0;3
2020-10-07 10:13:58;82;35;13;10;3;0;2;3;0;0;3
2020-10-07 10:14:59;82;35;13;10;3;0;2;3;0;0;3
2020-10-07 10:15:59;82;35;13;10;3;0;2;3;0;0;3
2020-10-07 10:16:58;83;36;13;10;3;0;2;3;0;0;3
2020-10-07 10:17:59;83;36;13;10;3;0;2;3;0;0;3
2020-10-07 10:18:58;83;36;13;10;3;0;2;3;0;0;3
2020-10-07 10:19:59;83;36;13;10;3;0;2;3;0;0;3
2020-10-07 10:20:59;84;36;14;10;3;0;2;3;0;0;3
2020-10-07 10:21:58;84;35;14;10;3;0;2;3;0;0;3
2020-10-07 10:22:59;84;35;14;11;3;0;2;3;0;0;3
2020-10-07 10:23:59;84;35;14;11;3;0;2;3;0;0;3
2020-10-07 10:24:58;84;35;14;11;3;0;2;3;0;0;3
2020-10-07 10:25:59;85;35;14;11;3;0;2;3;0;0;3
2020-10-07 10:26:59;85;35;14;11;3;0;2;3;0;0;3
2020-10-07 10:27:58;86;35;14;11;4;0;2;3;0;0;3
2020-10-07 10:28:59;86;35;14;11;4;0;2;3;0;0;3
2020-10-07 10:29:59;86;35;14;11;4;0;2;3;0;0;3
2020-10-07 10:30:58;86;35;14;11;4;0;2;3;0;0;3
2020-10-07 10:31:59;87;35;14;11;4;0;2;4;0;0;3
2020-10-07 10:32:59;87;35;14;11;4;0;2;4;0;0;3
2020-10-07 10:33:58;87;35;14;11;4;0;2;4;0;0;3
2020-10-07 10:34:59;87;35;14;11;4;0;2;4;0;0;3
2020-10-07 10:35:59;87;35;14;11;4;0;2;4;0;0;3
2020-10-07 10:36:58;87;35;14;11;4;0;2;4;0;0;3
2020-10-07 10:37:59;87;35;14;11;4;0;2;4;0;0;3
2020-10-07 10:38:59;88;35;15;11;4;0;2;4;0;0;3
2020-10-07 10:39:58;88;35;15;11;4;0;2;4;0;0;3
2020-10-07 10:40:59;90;36;16;11;4;0;2;4;0;0;3
2020-10-07 10:41:58;90;36;16;11;4;0;2;4;0;0;3
2020-10-07 10:42:59;91;36;17;11;4;0;2;4;0;0;3
2020-10-07 10:43:59;91;36;17;11;4;0;2;4;0;0;3
2020-10-07 10:44:58;91;36;17;11;4;0;2;4;0;0;3
2020-10-07 10:45:59;91;36;17;11;4;0;2;4;0;0;3
2020-10-07 10:46:59;91;36;17;11;4;0;2;4;0;0;3
2020-10-07 10:47:58;91;36;17;11;4;0;2;4;0;0;3
2020-10-07 10:48:59;91;36;17;11;4;0;2;4;0;0;3
2020-10-07 10:49:59;91;36;17;11;4;0;2;4;0;0;3
2020-10-07 10:50:58;91;36;17;11;4;0;2;4;0;0;3
2020-10-07 10:51:59;91;36;17;11;4;0;2;4;0;0;3
2020-10-07 10:52:59;91;36;17;11;4;0;2;4;0;0;3
2020-10-07 10:53:58;91;36;17;11;4;0;2;4;0;0;3
2020-10-07 10:54:59;91;36;17;11;4;0;2;4;0;0;3
2020-10-07 10:55:59;91;36;17;11;4;0;2;4;0;0;3
2020-10-07 10:56:58;91;36;17;11;4;0;2;4;0;0;3
2020-10-07 10:57:59;92;37;17;11;4;0;2;4;0;0;3
2020-10-07 10:58:59;92;37;17;11;4;0;2;4;0;0;3
2020-10-07 10:59:58;92;37;17;11;4;0;2;4;0;0;3
2020-10-07 11:00:59;92;37;17;11;4;0;2;4;0;0;3
2020-10-07 11:01:59;92;37;17;11;4;0;2;4;0;0;3
2020-10-07 11:02:58;92;37;17;11;4;0;2;4;0;0;3
2020-10-07 11:03:59;92;37;17;11;4;0;2;4;0;0;3
2020-10-07 11:04:59;92;37;17;11;4;0;2;4;0;0;3
2020-10-07 11:05:59;92;37;17;11;4;0;2;4;0;0;3
2020-10-07 11:06:58;93;37;17;11;5;0;2;4;0;0;3
2020-10-07 11:07:59;93;37;17;11;5;0;2;4;0;0;3
2020-10-07 11:08:58;93;37;17;11;5;0;2;4;0;0;3
2020-10-07 11:09:59;93;37;17;11;5;0;2;4;0;0;3
2020-10-07 11:10:59;93;37;17;11;5;0;2;4;0;0;3
2020-10-07 11:11:58;93;37;17;11;5;0;2;4;0;0;3
2020-10-07 11:12:59;93;37;17;11;5;0;2;4;0;0;3
2020-10-07 11:13:59;93;37;17;11;5;0;2;4;0;0;3
2020-10-07 11:14:58;93;37;17;11;5;0;2;4;0;0;3
2020-10-07 11:15:59;93;37;17;11;5;0;2;4;0;0;3
2020-10-07 11:16:59;93;37;17;11;5;0;2;4;0;0;3
2020-10-07 11:17:58;94;38;17;11;5;0;2;4;0;0;3
2020-10-07 11:18:59;94;38;17;11;5;0;2;4;0;0;3
2020-10-07 11:19:59;95;39;17;11;5;0;2;4;0;0;3
2020-10-07 11:20:58;95;39;17;11;5;0;2;4;0;0;3
2020-10-07 11:21:59;95;39;17;11;5;0;2;4;0;0;3
2020-10-07 11:22:59;95;39;17;11;5;0;2;4;0;0;3
2020-10-07 11:23:58;95;39;17;11;5;0;2;4;0;0;3
2020-10-07 11:24:59;95;39;17;11;5;0;2;4;0;0;3
2020-10-07 11:25:59;97;39;19;11;5;0;2;4;0;0;3
2020-10-07 11:26:58;97;39;19;11;5;0;2;4;0;0;3
2020-10-07 11:27:59;97;39;19;11;5;0;2;4;0;0;3
2020-10-07 11:28:59;97;39;19;11;5;0;2;4;0;0;3
2020-10-07 11:29:58;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:30:59;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:31:59;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:32:59;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:33:58;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:34:59;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:35:58;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:36:59;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:37:59;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:38:58;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:39:59;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:40:59;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:41:58;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:42:59;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:43:59;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:44:58;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:45:59;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:46:59;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:47:58;98;40;19;11;5;0;2;4;0;0;3
2020-10-07 11:48:59;99;41;19;11;5;0;2;4;0;0;3
2020-10-07 11:49:59;99;41;19;11;5;0;2;4;0;0;3
2020-10-07 11:50:58;99;41;19;11;5;0;2;4;0;0;3
2020-10-07 11:51:59;101;42;19;11;5;0;2;4;0;1;3
2020-10-07 11:52:59;101;42;19;11;5;0;2;4;0;1;3
2020-10-07 11:54:00;101;42;19;11;5;0;2;4;0;1;3
2020-10-07 11:54:58;101;42;19;11;5;0;2;4;0;1;3
2020-10-07 11:55:59;101;42;19;11;5;0;2;4;0;1;3
2020-10-07 11:56:58;101;42;19;11;5;0;2;4;0;1;3
2020-10-07 11:57:59;101;42;19;11;5;0;2;4;0;1;3
2020-10-07 11:58:59;101;42;19;11;5;0;2;4;0;1;3
2020-10-07 11:59:58;101;42;19;11;5;0;2;4;0;1;3
2020-10-07 12:00:59;102;42;19;12;5;0;2;4;0;1;3
2020-10-07 12:01:59;102;42;19;12;5;0;2;4;0;1;3
2020-10-07 12:02:58;102;42;19;12;5;0;2;4;0;1;3
2020-10-07 12:03:59;102;42;19;12;5;0;2;4;0;1;3
2020-10-07 12:04:59;102;42;19;12;5;0;2;4;0;1;3
2020-10-07 12:05:58;102;42;19;12;5;0;2;4;0;1;3
2020-10-07 12:06:59;102;42;19;12;5;0;2;4;0;1;3
2020-10-07 12:07:59;102;42;19;12;5;0;2;4;0;1;3
2020-10-07 12:08:58;102;42;19;12;5;0;2;4;0;1;3
2020-10-07 12:09:59;102;42;19;12;5;0;2;4;0;1;3
2020-10-07 12:10:59;102;42;19;12;5;0;2;4;0;1;3
2020-10-07 12:11:58;102;42;19;12;5;0;2;4;0;1;3
2020-10-07 12:12:59;103;42;19;12;5;2;2;4;0;0;3
2020-10-07 12:13:59;103;42;19;12;5;2;2;4;0;0;3
2020-10-07 12:14:58;103;42;19;12;5;2;2;4;0;0;3
2020-10-07 12:15:59;103;42;19;12;5;2;2;4;0;0;3
2020-10-07 12:16:59;104;42;20;12;5;2;2;4;0;0;3
2020-10-07 12:18:00;104;42;20;12;5;2;2;4;0;0;3
2020-10-07 12:18:58;104;42;20;12;5;2;2;4;0;0;3
2020-10-07 12:19:59;104;42;20;12;5;2;2;4;0;0;3
2020-10-07 12:20:59;104;42;20;12;5;2;2;4;0;0;3
2020-10-07 12:21:58;105;42;21;12;5;2;2;4;0;0;3
2020-10-07 12:22:59;107;42;21;12;5;3;2;4;0;0;3
2020-10-07 12:23:58;107;42;21;12;5;3;2;4;0;0;3
2020-10-07 12:24:59;107;42;21;12;5;3;2;4;0;0;3
2020-10-07 12:25:59;107;42;21;12;5;3;2;4;0;0;3
2020-10-07 12:26:58;107;42;21;12;5;3;2;4;0;0;3
2020-10-07 12:27:59;107;42;21;12;5;3;2;4;0;0;3
2020-10-07 12:28:59;107;42;21;12;5;3;2;4;0;0;3
2020-10-07 12:29:59;107;42;21;12;5;3;2;4;0;0;3
2020-10-07 12:30:58;107;42;21;12;5;3;2;4;0;0;3
2020-10-07 12:31:59;107;42;21;12;5;3;2;4;0;0;3
2020-10-07 12:32:59;107;42;22;12;5;3;2;3;0;0;3
2020-10-07 12:33:58;107;42;22;12;5;3;2;3;0;0;3
2020-10-07 12:34:59;107;42;22;12;5;3;2;3;0;0;3
2020-10-07 12:35:59;107;42;22;12;5;3;2;3;0;0;3
2020-10-07 12:36:58;107;42;22;12;5;3;2;3;0;0;3
2020-10-07 12:37:59;107;42;22;12;5;3;2;3;0;0;3
2020-10-07 12:38:59;107;42;22;12;5;3;2;3;0;0;3
2020-10-07 12:39:58;107;42;22;12;5;3;2;3;0;0;3
2020-10-07 12:40:59;107;42;22;12;5;3;2;3;0;0;3
2020-10-07 12:41:59;107;42;22;12;5;3;2;3;0;0;3
2020-10-07 12:42:58;107;42;22;12;5;3;2;3;0;0;3
2020-10-07 12:43:59;108;43;22;12;5;3;2;3;0;0;3
2020-10-07 12:44:58;111;44;22;13;5;3;2;3;0;0;3
2020-10-07 12:45:59;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 12:46:59;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 12:47:59;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 12:48:58;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 12:49:59;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 12:50:58;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 12:51:59;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 12:52:59;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 12:53:58;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 12:54:59;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 12:55:59;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 12:56:58;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 12:57:59;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 12:58:59;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 12:59:58;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 13:00:59;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 13:01:59;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 13:02:58;112;45;22;13;5;3;2;3;0;0;3
2020-10-07 13:03:59;112;45;22;13;5;3;2;3;0;0;3
