datetime;total_votes;pazoozoo;Dirtylieutenant;Есения;Mindsplitter;ckkpss;kobzun-kun;KOCTOPE3;Tomintoul;EMAILWARENFABRIK;brammator
2021-01-27 11:47:59;105;35;24;10;8;1;3;4;3;0;0
2021-01-27 11:48:59;105;35;24;10;8;1;3;4;3;0;0
2021-01-27 11:49:58;105;35;24;10;8;1;3;4;3;0;0
2021-01-27 11:50:59;105;35;24;10;8;1;3;4;3;0;0
2021-01-27 11:51:59;105;35;24;10;8;1;3;4;3;0;0
2021-01-27 11:52:58;105;35;24;10;8;1;3;4;3;0;0
2021-01-27 11:53:59;105;35;24;10;8;1;3;4;3;0;0
2021-01-27 11:54:59;105;35;24;10;8;1;3;4;3;0;0
2021-01-27 11:55:58;107;36;24;10;8;1;3;4;3;1;0
2021-01-27 11:56:59;107;36;24;10;8;1;3;4;3;1;0
2021-01-27 11:57:59;109;37;25;10;8;1;3;4;3;1;0
2021-01-27 11:58:58;110;37;25;10;8;1;3;4;3;1;0
2021-01-27 11:59:59;110;37;25;10;8;1;3;4;3;1;0
2021-01-27 12:00:59;111;38;25;10;8;1;3;4;3;1;0
2021-01-27 12:01:58;111;38;25;10;8;1;3;4;3;1;0
2021-01-27 12:02:59;112;39;25;10;8;1;3;4;3;1;0
2021-01-27 12:03:59;112;39;25;10;8;1;3;4;3;1;0
2021-01-27 12:04:58;112;39;25;10;8;1;3;4;3;1;0
2021-01-27 12:05:59;112;39;25;10;8;1;3;4;3;1;0
2021-01-27 12:06:59;113;39;25;11;8;1;3;4;3;1;0
2021-01-27 12:07:58;113;39;25;11;8;1;3;4;3;1;0
2021-01-27 12:08:59;113;39;25;11;8;1;3;4;3;1;0
2021-01-27 12:09:58;113;39;25;11;8;1;3;4;3;1;0
2021-01-27 12:10:59;113;39;25;11;8;1;3;4;3;1;0
2021-01-27 12:11:59;113;39;25;11;8;1;3;4;3;1;0
2021-01-27 12:12:58;113;39;25;11;8;1;3;4;3;1;0
2021-01-27 12:13:59;113;39;25;11;8;1;3;4;3;1;0
2021-01-27 12:14:59;114;40;25;11;8;1;3;4;3;1;0
2021-01-27 12:15:59;114;40;25;11;8;1;3;4;3;1;0
2021-01-27 12:16:58;114;40;25;11;8;1;3;4;3;1;0
2021-01-27 12:17:59;114;40;25;11;8;1;3;4;3;1;0
2021-01-27 12:18:59;114;40;25;11;8;1;3;4;3;1;0
2021-01-27 12:19:58;116;42;25;11;8;1;3;4;3;1;0
2021-01-27 12:20:59;116;42;25;11;8;1;3;4;3;1;0
2021-01-27 12:21:59;116;42;25;11;8;1;3;4;3;1;0
2021-01-27 12:22:58;116;42;25;11;8;1;3;4;3;1;0
2021-01-27 12:23:59;116;42;25;11;8;1;3;4;3;1;0
2021-01-27 12:24:59;117;43;25;11;8;1;3;4;3;1;0
2021-01-27 12:25:58;117;43;25;11;8;1;3;4;3;1;0
2021-01-27 12:26:59;117;43;25;11;8;1;3;4;3;1;0
2021-01-27 12:27:59;117;43;25;11;8;1;3;4;3;1;0
2021-01-27 12:28:58;117;43;25;11;8;1;3;4;3;1;0
2021-01-27 12:29:59;117;43;25;11;8;1;3;4;3;1;0
2021-01-27 12:30:59;117;43;25;11;8;1;3;4;3;1;0
2021-01-27 12:31:58;117;43;25;11;8;1;3;4;3;1;0
2021-01-27 12:32:59;118;44;25;11;8;1;3;4;3;1;0
2021-01-27 12:33:59;118;44;25;11;8;1;3;4;3;1;0
2021-01-27 12:34:58;118;44;25;11;8;1;3;4;3;1;0
2021-01-27 12:35:59;118;44;25;11;8;1;3;4;3;1;0
2021-01-27 12:36:59;118;44;25;11;8;1;3;4;3;1;0
2021-01-27 12:37:58;118;44;25;11;8;1;3;4;3;1;0
2021-01-27 12:38:59;119;44;25;12;8;1;3;4;3;1;0
2021-01-27 12:39:59;119;44;25;12;8;1;3;4;3;1;0
2021-01-27 12:40:58;119;44;25;12;8;1;3;4;3;1;0
2021-01-27 12:41:59;119;44;25;12;8;1;3;4;3;1;0
2021-01-27 12:42:59;119;44;25;12;8;1;3;4;3;1;0
2021-01-27 12:43:58;119;44;25;12;8;1;3;4;3;1;0
2021-01-27 12:44:59;119;44;25;12;8;1;3;4;3;1;0
2021-01-27 12:45:58;119;44;25;12;8;1;3;4;3;1;0
2021-01-27 12:46:59;119;44;25;12;8;1;3;4;3;1;0
2021-01-27 12:47:59;119;44;25;12;8;1;3;4;3;1;0
2021-01-27 12:48:59;120;44;25;12;8;2;3;4;3;1;0
2021-01-27 12:49:58;120;44;25;12;8;2;3;4;3;1;0
2021-01-27 12:50:59;121;44;25;12;8;3;3;4;3;1;0
2021-01-27 12:51:58;121;44;25;12;8;3;3;4;3;1;0
2021-01-27 12:52:58;121;44;25;12;8;3;3;4;3;1;0
2021-01-27 12:53:59;121;44;25;12;8;3;3;4;3;1;0
2021-01-27 12:54:59;121;44;25;12;8;3;3;4;3;1;0
2021-01-27 12:55:58;122;44;25;13;8;3;3;4;3;1;0
2021-01-27 12:56:59;122;44;25;12;8;3;4;4;3;1;0
2021-01-27 12:57:59;122;44;25;12;8;3;4;4;3;1;0
2021-01-27 12:58:58;122;44;25;12;8;3;4;4;3;1;0
2021-01-27 12:59:59;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:00:59;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:01:58;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:02:59;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:03:59;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:04:58;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:05:59;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:06:59;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:07:58;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:08:59;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:09:58;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:10:59;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:11:59;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:12:58;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:13:59;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:14:59;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:15:58;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:16:59;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:17:59;122;45;25;12;7;3;4;4;3;1;0
2021-01-27 13:18:58;123;45;25;12;7;3;5;4;3;1;0
2021-01-27 13:19:59;123;45;25;12;7;3;5;4;3;1;0
2021-01-27 13:20:58;123;45;25;12;7;3;5;4;3;1;0
2021-01-27 13:21:59;123;45;25;12;7;3;5;4;3;1;0
2021-01-27 13:22:59;123;45;25;12;7;3;5;4;3;1;0
2021-01-27 13:23:58;123;45;25;12;7;3;5;4;3;1;0
2021-01-27 13:24:59;124;45;25;12;7;3;5;4;3;1;0
2021-01-27 13:25:59;124;45;25;12;7;3;5;4;3;1;0
2021-01-27 13:26:58;125;46;25;12;7;3;5;4;3;1;0
2021-01-27 13:27:59;125;46;25;12;7;3;5;4;3;1;0
2021-01-27 13:28:59;125;46;25;12;7;3;5;4;3;1;0
2021-01-27 13:29:58;125;46;25;12;7;3;5;4;3;1;0
2021-01-27 13:30:59;125;46;25;12;7;3;5;4;3;1;0
2021-01-27 13:31:59;125;46;25;12;7;3;5;4;3;1;0
2021-01-27 13:32:58;125;46;25;12;7;3;5;4;3;1;0
2021-01-27 13:33:59;126;46;25;12;8;3;5;4;3;1;0
2021-01-27 13:34:59;126;46;25;12;8;3;5;4;3;1;0
2021-01-27 13:35:58;126;46;25;12;8;3;5;4;3;1;0
2021-01-27 13:36:59;126;46;25;12;8;3;5;4;3;1;0
2021-01-27 13:37:58;126;46;25;12;8;3;5;4;3;1;0
2021-01-27 13:38:59;126;46;25;12;8;3;5;4;3;1;0
2021-01-27 13:39:59;126;46;25;12;8;3;5;4;3;1;0
2021-01-27 13:40:58;126;46;25;12;8;3;5;4;3;1;0
2021-01-27 13:41:59;126;46;25;12;8;3;5;4;3;1;0
2021-01-27 13:42:59;126;46;25;12;8;3;5;4;3;1;0
2021-01-27 13:43:59;126;46;25;12;8;3;5;4;3;1;0
2021-01-27 13:44:58;126;46;25;12;8;3;5;4;3;1;0
2021-01-27 13:45:59;126;46;25;12;8;3;5;4;3;1;0
2021-01-27 13:46:59;126;46;25;12;8;3;5;4;3;1;0
2021-01-27 13:47:58;127;47;25;12;8;3;5;4;3;1;0
2021-01-27 13:48:59;127;47;25;12;8;3;5;4;3;1;0
2021-01-27 13:49:58;127;47;25;12;8;3;5;4;3;1;0
2021-01-27 13:50:59;127;47;25;12;8;3;5;4;3;1;0
2021-01-27 13:51:59;127;47;25;12;8;3;5;4;3;1;0
2021-01-27 13:52:58;127;47;25;12;8;3;5;4;3;1;0
2021-01-27 13:53:59;127;47;25;12;8;3;5;4;3;1;0
2021-01-27 13:54:59;127;47;25;12;8;3;5;4;3;1;0
2021-01-27 13:55:58;127;47;25;12;8;3;5;4;3;1;0
2021-01-27 13:56:59;127;47;25;12;8;3;5;4;3;1;0
2021-01-27 13:57:59;127;47;25;12;8;3;5;4;3;1;0
2021-01-27 13:58:58;127;47;25;12;8;3;5;4;3;1;0
2021-01-27 13:59:59;128;48;25;12;8;3;5;4;3;1;0
2021-01-27 14:00:59;128;48;25;12;8;3;5;4;3;1;0
2021-01-27 14:01:58;128;48;25;12;8;3;5;4;3;1;0
2021-01-27 14:02:59;128;48;25;12;8;3;5;4;3;1;0
2021-01-27 14:03:58;128;48;25;12;8;3;5;4;3;1;0
2021-01-27 14:04:59;128;48;25;12;8;3;5;4;3;1;0
2021-01-27 14:05:59;128;48;25;12;8;3;5;4;3;1;0
2021-01-27 14:06:58;128;48;25;12;8;3;5;4;3;1;0
2021-01-27 14:07:59;128;48;25;12;8;3;5;4;3;1;0
2021-01-27 14:08:59;128;48;25;12;8;3;5;4;3;1;0
2021-01-27 14:09:58;128;48;25;12;8;3;5;4;3;1;0
2021-01-27 14:10:59;128;48;25;12;8;3;5;4;3;1;0
2021-01-27 14:12:00;128;48;25;12;8;3;5;4;3;1;0
2021-01-27 14:12:58;129;49;25;12;8;3;5;4;3;1;0
2021-01-27 14:13:59;129;49;25;12;8;3;5;4;3;1;0
2021-01-27 14:14:58;129;49;25;12;8;3;5;4;3;1;0
2021-01-27 14:15:59;129;49;25;12;8;3;5;4;3;1;0
2021-01-27 14:16:59;129;49;25;12;8;3;5;4;3;1;0
2021-01-27 14:17:58;129;49;25;12;8;3;5;4;3;1;0
2021-01-27 14:18:59;130;50;25;12;8;3;5;4;3;1;0
2021-01-27 14:19:58;130;50;25;12;8;3;5;4;3;1;0
2021-01-27 14:20:59;130;50;25;12;8;3;5;4;3;1;0
2021-01-27 14:21:59;130;50;25;12;8;3;5;4;3;1;0
2021-01-27 14:22:58;132;51;26;12;8;3;5;4;3;1;0
2021-01-27 14:23:59;132;51;26;12;8;3;5;4;3;1;0
2021-01-27 14:24:58;132;51;26;12;8;3;5;4;3;1;0
2021-01-27 14:25:59;132;51;26;12;8;3;5;4;3;1;0
2021-01-27 14:26:59;132;51;26;12;8;3;5;4;3;1;0
2021-01-27 14:27:58;133;51;27;12;8;3;5;4;3;1;0
2021-01-27 14:28:59;133;51;27;12;8;3;5;4;3;1;0
2021-01-27 14:29:59;133;51;27;12;8;3;5;4;3;1;0
2021-01-27 14:30:58;133;51;27;12;8;3;5;4;3;1;0
2021-01-27 14:31:59;134;51;27;12;8;3;5;5;3;1;0
2021-01-27 14:32:58;134;51;27;12;8;3;5;5;3;1;0
2021-01-27 14:33:59;134;51;27;12;8;3;5;5;3;1;0
2021-01-27 14:34:59;134;51;27;12;8;3;5;5;3;1;0
2021-01-27 14:35:58;134;51;27;12;8;3;5;5;3;1;0
2021-01-27 14:36:59;134;51;27;12;8;3;5;5;3;1;0
2021-01-27 14:37:59;134;51;27;12;8;3;5;5;3;1;0
2021-01-27 14:38:58;134;51;26;12;8;3;5;5;3;2;0
2021-01-27 14:39:59;134;51;26;12;8;3;5;5;3;2;0
2021-01-27 14:40:58;135;51;26;12;8;4;5;5;3;2;0
2021-01-27 14:41:59;135;51;26;12;8;4;5;5;3;2;0
2021-01-27 14:42:59;135;51;26;12;8;4;5;5;3;2;0
2021-01-27 14:43:58;135;51;26;12;8;4;5;5;3;2;0
2021-01-27 14:44:59;135;51;26;12;8;4;5;5;3;2;0
2021-01-27 14:45:59;135;51;26;12;8;4;5;5;3;2;0
2021-01-27 14:46:58;136;52;26;12;8;4;5;5;3;2;0
2021-01-27 14:47:59;136;52;26;12;8;4;5;5;3;2;0
2021-01-27 14:48:59;136;52;26;12;8;4;5;5;3;2;0
2021-01-27 14:49:58;137;53;26;12;8;4;5;5;3;2;0
2021-01-27 14:50:59;137;53;26;12;8;4;5;5;3;2;0
2021-01-27 14:51:59;137;53;26;12;8;4;5;5;3;2;0
2021-01-27 14:52:58;137;53;26;12;8;4;5;5;3;2;0
2021-01-27 14:53:59;137;53;26;12;8;4;5;5;3;2;0
2021-01-27 14:54:59;138;54;26;12;8;4;5;5;3;2;0
2021-01-27 14:55:58;138;54;26;12;8;4;5;5;3;2;0
2021-01-27 14:56:59;138;54;26;12;8;4;5;5;3;2;0
2021-01-27 14:57:59;138;54;26;12;8;4;5;5;3;2;0
2021-01-27 14:58:58;138;54;26;12;8;4;5;5;3;2;0
2021-01-27 14:59:59;139;54;26;12;9;4;5;5;3;2;0
2021-01-27 15:00:59;139;54;26;12;9;4;5;5;3;2;0
2021-01-27 15:01:58;139;54;26;12;9;4;5;5;3;2;0
2021-01-27 15:02:59;139;54;26;12;9;4;5;5;3;2;0
2021-01-27 15:03:59;139;54;26;12;9;4;5;5;3;2;0
2021-01-27 15:04:58;140;54;26;13;9;4;5;5;3;2;0
2021-01-27 15:05:59;140;54;26;13;9;4;5;5;3;2;0
2021-01-27 15:06:59;140;54;26;13;9;4;5;5;3;2;0
2021-01-27 15:07:58;140;54;26;13;9;4;5;5;3;2;0
2021-01-27 15:08:59;140;54;26;13;9;4;5;5;3;2;0
2021-01-27 15:09:59;140;54;26;13;9;4;5;5;3;2;0
2021-01-27 15:10:58;140;54;26;13;9;4;5;5;3;2;0
2021-01-27 15:11:59;141;54;26;13;9;5;5;5;3;2;0
2021-01-27 15:12:59;141;54;26;13;9;5;5;5;3;2;0
2021-01-27 15:13:58;141;54;26;13;9;5;5;5;3;2;0
2021-01-27 15:14:59;141;54;26;13;9;5;5;5;3;2;0
2021-01-27 15:15:59;141;54;26;13;9;5;5;5;3;2;0
2021-01-27 15:16:58;142;54;26;13;9;5;5;5;3;2;0
2021-01-27 15:17:59;143;54;26;13;10;5;5;5;3;2;0
2021-01-27 15:18:59;143;54;26;13;10;5;5;5;3;2;0
2021-01-27 15:19:58;143;54;26;13;10;5;5;5;3;2;0
2021-01-27 15:20:59;143;54;26;13;10;5;5;5;3;2;0
2021-01-27 15:21:58;144;54;26;13;11;5;5;5;3;2;0
2021-01-27 15:22:59;144;54;26;13;11;5;5;5;3;2;0
2021-01-27 15:23:59;144;54;26;13;11;5;5;5;3;2;0
2021-01-27 15:24:58;144;54;26;13;11;5;5;5;3;2;0
2021-01-27 15:25:59;144;54;26;13;11;5;5;5;3;2;0
2021-01-27 15:26:59;144;54;26;13;11;5;5;5;3;2;0
2021-01-27 15:27:58;144;54;26;13;11;5;5;5;3;2;0
2021-01-27 15:28:59;144;54;26;13;11;5;5;5;3;2;0
2021-01-27 15:29:59;145;54;26;13;11;5;5;5;3;2;0
2021-01-27 15:30:58;146;55;26;13;11;5;5;5;3;2;0
2021-01-27 15:31:59;146;55;26;13;11;5;5;5;3;2;0
2021-01-27 15:32:59;146;55;26;13;11;5;5;5;3;2;0
2021-01-27 15:33:58;146;55;26;13;11;5;5;5;3;2;0
2021-01-27 15:34:59;146;55;26;13;11;5;5;5;3;2;0
2021-01-27 15:35:59;147;55;26;13;12;5;5;5;3;2;0
2021-01-27 15:36:58;147;55;26;13;12;5;5;5;3;2;0
2021-01-27 15:37:59;147;55;26;13;12;5;5;5;3;2;0
2021-01-27 15:38:58;147;55;26;13;12;5;5;5;3;2;0
2021-01-27 15:39:59;147;55;26;13;12;5;5;5;3;2;0
2021-01-27 15:40:59;147;55;26;13;12;5;5;5;3;2;0
2021-01-27 15:41:59;147;55;26;13;12;5;5;5;3;2;0
2021-01-27 15:42:58;147;55;26;13;12;5;5;5;3;2;0
2021-01-27 15:43:59;148;55;26;13;12;5;6;5;3;2;0
2021-01-27 15:44:59;148;55;26;13;12;5;6;5;3;2;0
2021-01-27 15:45:58;148;55;26;13;12;5;6;5;3;2;0
2021-01-27 15:46:59;148;55;26;13;12;5;6;5;3;2;0
2021-01-27 15:47:59;148;55;26;13;12;5;6;5;3;2;0
2021-01-27 15:48:59;148;55;26;13;12;5;6;5;3;2;0
2021-01-27 15:49:59;149;56;26;13;12;5;6;5;3;2;0
2021-01-27 15:50:59;149;56;26;13;12;5;6;5;3;2;0
2021-01-27 15:51:59;149;56;26;13;12;5;6;5;3;2;0
2021-01-27 15:52:58;149;56;26;13;12;5;6;5;3;2;0
2021-01-27 15:53:59;149;56;26;13;12;5;6;5;3;2;0
2021-01-27 15:54:58;149;56;26;13;12;5;6;5;3;2;0
2021-01-27 15:55:59;149;56;26;13;12;5;6;5;3;2;0
2021-01-27 15:56:59;149;56;26;13;12;5;6;5;3;2;0
2021-01-27 15:57:58;149;56;26;13;12;5;6;5;3;2;0
2021-01-27 15:58:59;149;56;26;13;12;5;6;5;3;2;0
2021-01-27 16:00:00;150;56;26;14;12;5;6;5;3;2;0
2021-01-27 16:00:58;150;56;26;14;12;5;6;5;3;2;0
2021-01-27 16:01:59;150;56;26;14;12;5;6;5;3;2;0
2021-01-27 16:02:59;150;56;26;14;12;5;6;5;3;2;0
2021-01-27 16:03:58;150;56;26;14;12;5;6;5;3;2;0
2021-01-27 16:04:59;150;56;26;14;12;5;6;5;3;2;0
2021-01-27 16:05:58;151;57;26;14;12;5;6;5;3;2;0
2021-01-27 16:06:59;151;57;26;14;12;5;6;5;3;2;0
2021-01-27 16:07:59;151;57;26;14;12;5;6;5;3;2;0
2021-01-27 16:08:58;151;57;26;14;12;5;6;5;3;2;0
2021-01-27 16:09:59;151;57;26;14;12;5;6;5;3;2;0
2021-01-27 16:10:58;151;57;26;14;12;5;6;5;3;2;0
2021-01-27 16:11:59;152;58;26;14;12;5;6;5;3;2;0
2021-01-27 16:12:59;152;58;26;14;12;5;6;5;3;2;0
2021-01-27 16:13:58;152;58;26;14;12;5;6;5;3;2;0
2021-01-27 16:14:59;152;58;26;14;12;5;6;5;3;2;0
2021-01-27 16:15:59;152;58;26;14;12;5;6;5;3;2;0
2021-01-27 16:17:00;153;59;26;14;12;5;6;5;3;2;0
2021-01-27 16:17:58;153;59;26;14;12;5;6;5;3;2;0
2021-01-27 16:18:59;153;59;26;14;12;5;6;5;3;2;0
2021-01-27 16:19:58;153;59;26;14;12;5;6;5;3;2;0
2021-01-27 16:20:59;153;59;26;14;12;5;6;5;3;2;0
2021-01-27 16:21:59;153;59;26;14;12;6;6;5;3;2;0
2021-01-27 16:22:58;153;59;26;14;12;6;6;5;3;2;0
2021-01-27 16:23:59;153;59;26;14;12;6;6;5;3;2;0
2021-01-27 16:24:59;153;59;26;14;12;6;6;5;3;2;0
2021-01-27 16:25:58;153;59;26;14;12;6;6;5;3;2;0
2021-01-27 16:26:59;153;59;26;14;12;6;6;5;3;2;0
2021-01-27 16:27:59;153;59;26;14;12;6;6;5;3;2;0
2021-01-27 16:28:58;153;59;26;14;12;6;6;5;3;2;0
2021-01-27 16:29:59;153;59;26;14;12;6;6;5;3;2;0
2021-01-27 16:30:59;153;59;26;14;12;6;6;5;3;2;0
2021-01-27 16:31:58;154;59;26;14;12;6;6;5;3;2;0
2021-01-27 16:32:59;155;59;26;14;13;6;6;5;3;2;0
2021-01-27 16:34:00;156;59;27;14;13;6;6;5;3;2;0
2021-01-27 16:34:58;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:35:59;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:36:58;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:37:59;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:38:58;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:39:59;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:40:58;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:41:59;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:42:59;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:43:58;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:44:59;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:45:59;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:46:58;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:47:59;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:48:59;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:49:58;157;59;27;14;14;6;6;5;3;2;0
2021-01-27 16:50:59;157;59;26;14;14;6;7;5;3;2;0
2021-01-27 16:51:59;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 16:52:58;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 16:53:59;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 16:54:59;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 16:55:58;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 16:56:59;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 16:57:58;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 16:58:59;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 16:59:59;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 17:00:58;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 17:01:59;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 17:02:59;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 17:03:58;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 17:04:59;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 17:05:58;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 17:06:59;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 17:07:59;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 17:09:00;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 17:09:58;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 17:10:59;158;59;26;14;14;6;7;6;3;2;0
2021-01-27 17:11:58;160;61;26;14;14;6;7;6;3;2;0
2021-01-27 17:12:59;160;61;26;14;14;6;7;6;3;2;0
2021-01-27 17:13:59;160;61;26;14;14;6;7;6;3;2;0
2021-01-27 17:14:58;160;61;26;14;14;6;7;6;3;2;0
2021-01-27 17:15:59;160;61;26;14;14;6;7;6;3;2;0
2021-01-27 17:16:58;160;61;26;14;14;6;7;6;3;2;0
2021-01-27 17:17:59;160;61;26;14;14;6;7;6;3;2;0
2021-01-27 17:18:59;160;61;26;14;14;6;7;6;3;2;0
2021-01-27 17:19:58;160;61;26;14;14;6;7;6;3;2;0
2021-01-27 17:20:59;160;61;26;14;14;6;7;6;3;2;0
2021-01-27 17:21:59;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:22:58;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:23:59;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:24:58;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:25:59;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:26:59;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:27:58;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:28:59;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:29:59;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:30:58;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:31:59;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:32:59;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:33:58;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:34:59;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:35:58;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:36:59;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:37:59;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:38:58;161;61;26;15;14;6;7;6;3;2;0
2021-01-27 17:39:59;162;61;26;16;14;6;7;6;3;2;0
2021-01-27 17:40:58;162;61;26;16;14;6;7;6;3;2;0
2021-01-27 17:41:59;162;61;26;16;14;6;7;6;3;2;0
2021-01-27 17:42:59;163;61;26;16;14;6;7;6;3;3;0
2021-01-27 17:43:58;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:44:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:45:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:46:58;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:47:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:48:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:49:58;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:50:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:51:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:52:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:53:58;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:54:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:55:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:56:58;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:57:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:58:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 17:59:58;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:00:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:01:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:02:58;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:03:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:04:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:05:58;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:06:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:07:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:08:58;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:09:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:10:58;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:11:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:12:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:13:58;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:14:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:15:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:16:58;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:17:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:18:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:19:58;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:20:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:21:58;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:22:59;164;62;26;16;14;6;7;6;3;3;0
2021-01-27 18:23:59;164;62;26;16;14;6;7;6;3;3;0
