datetime;total_votes;heavy_vombat;mad_crow;a5urbanipa1;akuaku;Dirtylieutenant;KOCTOPE3;Есения;Pechorin;Schopenhauer;Terkin
2020-02-05 09:54:59;86;27;20;6;0;4;7;1;1;3;3
2020-02-05 09:55:59;87;28;20;6;0;4;7;1;1;3;3
2020-02-05 09:56:58;87;28;20;6;0;4;7;1;1;3;3
2020-02-05 09:57:59;87;28;20;6;0;4;7;1;1;3;3
2020-02-05 09:58:59;87;28;20;6;0;4;7;1;1;3;3
2020-02-05 09:59:58;87;28;20;6;0;4;7;1;1;3;3
2020-02-05 10:00:59;88;28;21;6;0;4;7;1;1;3;3
2020-02-05 10:01:59;89;29;21;6;0;4;7;1;1;3;3
2020-02-05 10:02:59;90;29;21;6;0;4;7;1;1;3;3
2020-02-05 10:03:58;91;30;21;6;0;4;7;1;1;3;3
2020-02-05 10:04:59;91;30;21;6;0;4;7;1;1;3;3
2020-02-05 10:05:59;91;30;21;6;0;4;7;1;1;3;3
2020-02-05 10:07:00;91;30;21;6;0;4;7;1;1;3;3
2020-02-05 10:07:58;92;30;22;6;0;4;7;1;1;3;3
2020-02-05 10:08:59;92;30;22;6;0;4;7;1;1;3;3
2020-02-05 10:09:59;92;30;22;6;0;4;7;1;1;3;3
2020-02-05 10:10:58;92;30;22;6;0;4;7;1;1;3;3
2020-02-05 10:11:59;92;30;22;6;0;4;7;1;1;3;3
2020-02-05 10:12:59;92;30;22;6;0;4;7;1;1;3;3
2020-02-05 10:13:58;92;30;22;6;0;4;7;1;1;3;3
2020-02-05 10:14:59;92;30;22;6;0;4;7;1;1;3;3
2020-02-05 10:15:59;92;30;22;6;0;4;7;1;1;3;3
2020-02-05 10:16:58;92;30;22;6;0;4;7;1;1;3;3
2020-02-05 10:17:59;92;30;22;6;0;4;7;1;1;3;3
2020-02-05 10:18:59;92;30;22;6;0;4;7;1;1;3;3
2020-02-05 10:19:58;92;30;22;6;0;4;7;1;1;3;3
2020-02-05 10:20:59;92;30;22;6;0;4;7;1;1;3;3
2020-02-05 10:21:59;92;30;22;6;0;4;7;1;1;3;3
2020-02-05 10:22:59;93;31;22;6;0;4;7;1;1;3;3
2020-02-05 10:23:58;93;31;22;6;0;4;7;1;1;3;3
2020-02-05 10:24:59;93;31;22;6;0;4;7;1;1;3;3
2020-02-05 10:25:59;93;31;22;6;0;4;7;1;1;3;3
2020-02-05 10:26:59;93;31;22;6;0;4;7;1;1;3;3
2020-02-05 10:27:58;94;31;23;6;0;4;7;1;1;3;3
2020-02-05 10:28:59;94;31;23;6;0;4;7;1;1;3;3
2020-02-05 10:29:59;95;31;24;6;0;4;7;1;1;3;3
2020-02-05 10:30:58;95;31;24;7;0;4;7;1;1;3;2
2020-02-05 10:31:59;95;31;24;7;0;4;7;1;1;3;2
2020-02-05 10:32:59;95;31;24;7;0;4;7;1;1;3;2
2020-02-05 10:33:59;96;31;24;7;0;4;7;1;1;3;2
2020-02-05 10:34:58;96;31;24;7;0;4;7;1;1;3;2
2020-02-05 10:35:59;96;31;24;7;0;4;7;1;1;3;2
2020-02-05 10:36:59;96;31;24;7;0;4;7;1;1;3;2
2020-02-05 10:37:58;97;31;25;7;0;4;7;1;1;3;2
2020-02-05 10:38:59;97;31;25;7;0;4;7;1;1;3;2
2020-02-05 10:39:59;97;31;25;7;0;4;7;1;1;3;2
2020-02-05 10:40:58;97;31;25;7;0;4;7;1;1;3;2
2020-02-05 10:41:59;97;31;25;7;0;4;7;1;1;3;2
2020-02-05 10:42:58;98;31;25;7;0;4;7;1;2;3;2
2020-02-05 10:43:59;99;32;25;7;0;4;7;1;2;3;2
2020-02-05 10:44:58;99;32;25;7;0;4;7;1;2;3;2
2020-02-05 10:45:59;99;32;25;7;0;4;7;1;2;3;2
2020-02-05 10:46:59;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 10:47:58;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 10:48:59;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 10:49:59;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 10:50:58;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 10:51:59;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 10:52:59;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 10:53:58;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 10:54:59;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 10:55:59;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 10:56:58;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 10:57:59;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 10:58:59;102;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:00:00;102;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:00:58;102;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:01:59;102;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:02:59;102;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:03:58;102;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:04:59;102;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:05:59;102;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:06:59;102;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:07:58;102;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:08:59;102;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:09:59;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:10:58;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:11:59;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:12:59;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:13:59;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:14:58;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:15:59;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:16:59;101;34;25;7;0;4;7;1;2;3;2
2020-02-05 11:17:58;102;34;25;8;0;4;7;1;2;3;2
2020-02-05 11:18:59;102;34;25;8;0;4;7;1;2;3;2
2020-02-05 11:19:59;102;34;25;8;0;4;7;1;2;3;2
2020-02-05 11:20:59;102;34;25;8;0;4;7;1;2;3;2
2020-02-05 11:21:58;102;34;25;8;0;4;7;1;2;3;2
2020-02-05 11:22:59;103;35;25;8;0;4;7;1;2;3;2
2020-02-05 11:23:59;103;35;25;8;0;4;7;1;2;3;2
2020-02-05 11:24:59;103;35;25;8;0;4;7;1;2;3;2
2020-02-05 11:25:59;104;35;25;8;0;4;7;1;2;3;2
2020-02-05 11:26:58;104;35;25;8;0;4;7;1;2;3;2
2020-02-05 11:27:59;105;36;25;8;0;4;7;1;2;3;2
2020-02-05 11:28:59;106;37;25;8;0;4;7;1;2;3;2
2020-02-05 11:29:58;106;37;25;8;0;4;7;1;2;3;2
2020-02-05 11:30:59;106;37;25;8;0;4;7;1;2;3;2
2020-02-05 11:31:59;106;37;25;8;0;4;7;1;2;3;2
2020-02-05 11:32:59;106;37;25;8;0;4;7;1;2;3;2
2020-02-05 11:33:58;107;38;25;8;0;4;7;1;2;3;2
2020-02-05 11:34:59;108;39;25;8;0;4;7;1;2;3;2
2020-02-05 11:35:59;109;39;26;8;0;4;7;1;2;3;2
2020-02-05 11:36:58;109;39;26;8;0;4;7;1;2;3;2
2020-02-05 11:37:59;109;39;26;8;0;4;7;1;2;3;2
2020-02-05 11:38:59;109;39;26;8;0;4;7;1;2;3;2
2020-02-05 11:39:58;109;39;26;8;0;4;7;1;2;3;2
2020-02-05 11:40:59;109;39;26;8;0;4;7;1;2;3;2
2020-02-05 11:41:59;109;39;26;8;0;4;7;1;2;3;2
2020-02-05 11:42:59;109;39;26;8;0;4;7;1;2;3;2
2020-02-05 11:43:58;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:44:59;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:45:59;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:46:58;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:47:59;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:48:59;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:49:59;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:50:58;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:51:59;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:52:59;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:53:59;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:54:58;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:55:59;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:56:59;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:57:58;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:58:59;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 11:59:59;110;39;26;9;0;4;7;1;2;3;2
2020-02-05 12:00:58;111;39;26;9;0;4;7;1;3;3;2
2020-02-05 12:01:59;111;39;26;9;0;4;7;1;3;3;2
2020-02-05 12:02:59;111;39;26;9;0;4;7;1;3;3;2
2020-02-05 12:03:58;111;39;26;9;0;4;7;1;3;3;2
2020-02-05 12:04:59;112;39;27;9;0;4;7;1;3;3;2
2020-02-05 12:05:59;113;40;27;9;0;4;7;1;3;3;2
2020-02-05 12:06:59;113;40;27;9;0;4;7;1;3;3;2
2020-02-05 12:07:58;113;40;27;9;0;4;7;1;3;3;2
2020-02-05 12:08:59;113;40;27;9;0;4;7;1;3;3;2
2020-02-05 12:09:59;113;40;27;9;0;4;7;1;3;3;2
2020-02-05 12:10:59;113;40;27;9;0;4;7;1;3;3;2
2020-02-05 12:11:58;113;40;27;9;0;4;7;1;3;3;2
2020-02-05 12:12:59;113;40;27;9;0;4;7;1;3;3;2
2020-02-05 12:13:59;113;40;27;9;0;4;7;1;3;3;2
2020-02-05 12:14:58;113;40;27;9;0;4;7;1;3;3;2
2020-02-05 12:15:59;113;40;27;9;0;4;7;1;3;3;2
2020-02-05 12:16:59;113;40;27;9;0;4;7;1;3;3;2
2020-02-05 12:17:58;112;40;27;9;0;4;7;1;3;3;2
2020-02-05 12:18:59;113;41;27;9;0;4;7;1;3;3;2
2020-02-05 12:19:59;113;41;27;9;0;4;7;1;3;3;2
2020-02-05 12:20:59;113;41;27;9;0;4;7;1;3;3;2
2020-02-05 12:21:58;113;41;27;9;0;4;7;1;3;3;2
2020-02-05 12:22:59;113;41;27;9;0;4;7;1;3;3;2
2020-02-05 12:23:59;114;41;27;9;0;4;7;1;4;3;2
2020-02-05 12:24:59;114;41;27;9;0;4;7;1;4;3;2
2020-02-05 12:25:58;114;41;27;9;0;4;7;1;4;3;2
2020-02-05 12:26:59;115;42;27;9;0;4;7;1;4;3;2
2020-02-05 12:27:59;115;42;27;9;0;4;7;1;4;3;2
2020-02-05 12:28:58;117;42;27;10;0;4;7;2;4;3;2
2020-02-05 12:29:59;117;42;27;10;0;4;7;2;4;3;2
2020-02-05 12:30:59;117;42;27;10;0;4;7;2;4;3;2
2020-02-05 12:31:58;117;42;27;10;0;4;7;2;4;3;2
2020-02-05 12:32:59;117;42;27;10;0;4;7;2;4;3;2
2020-02-05 12:33:59;117;42;27;10;0;4;7;2;4;3;2
2020-02-05 12:34:59;117;42;27;10;0;4;7;2;4;3;2
2020-02-05 12:35:58;117;42;27;10;0;4;7;2;4;3;2
2020-02-05 12:36:59;118;44;26;10;0;4;7;2;4;3;2
2020-02-05 12:37:58;119;44;26;11;0;4;7;2;4;3;2
2020-02-05 12:38:59;121;46;26;11;0;4;7;2;4;3;2
2020-02-05 12:39:59;121;46;26;11;0;4;7;2;4;3;2
2020-02-05 12:40:59;121;46;26;11;0;4;7;2;4;3;2
2020-02-05 12:41:58;122;47;26;11;0;4;7;2;4;3;2
2020-02-05 12:42:59;122;47;26;11;0;4;7;2;4;3;2
2020-02-05 12:43:59;122;47;26;11;0;4;7;2;4;3;2
2020-02-05 12:44:58;122;47;26;11;0;4;7;2;4;3;2
2020-02-05 12:45:59;122;47;26;11;0;4;7;2;4;3;2
2020-02-05 12:46:59;122;47;26;11;0;4;7;2;4;3;2
2020-02-05 12:47:59;122;47;26;11;0;4;7;2;4;3;2
2020-02-05 12:48:58;123;47;26;11;0;4;7;2;4;3;2
2020-02-05 12:49:59;123;47;26;11;0;4;7;2;4;3;2
2020-02-05 12:50:58;124;47;26;12;0;4;7;2;4;3;2
2020-02-05 12:51:59;124;47;26;12;0;4;7;2;4;3;2
2020-02-05 12:52:59;124;47;26;12;0;4;7;2;4;3;2
2020-02-05 12:53:59;124;47;26;12;0;4;7;2;4;3;2
2020-02-05 12:54:59;124;47;26;12;0;4;7;2;4;3;2
2020-02-05 12:55:58;124;47;26;12;0;4;7;2;4;3;2
2020-02-05 12:56:59;124;47;26;12;0;4;7;2;4;3;2
2020-02-05 12:57:59;124;47;26;12;0;4;7;2;4;3;2
2020-02-05 12:58:58;124;47;26;12;0;4;7;2;4;3;2
2020-02-05 12:59:59;124;47;26;12;0;4;7;2;4;3;2
2020-02-05 13:00:59;124;47;26;12;0;4;7;2;4;3;2
2020-02-05 13:01:58;124;48;26;12;0;4;6;2;4;3;2
2020-02-05 13:02:59;124;48;26;12;0;4;6;2;4;3;2
2020-02-05 13:03:59;125;49;26;12;0;4;6;2;4;3;2
2020-02-05 13:05:00;125;49;26;12;0;4;6;2;4;3;2
2020-02-05 13:05:58;125;49;26;12;0;4;6;2;4;3;2
2020-02-05 13:06:59;125;49;26;12;0;4;6;2;4;3;2
2020-02-05 13:07:59;126;49;26;12;2;4;6;2;4;3;2
2020-02-05 13:08:58;126;49;26;12;2;4;6;2;4;3;2
2020-02-05 13:09:59;126;49;26;12;2;4;6;2;4;3;2
2020-02-05 13:10:59;126;49;26;12;2;4;6;2;4;3;2
2020-02-05 13:11:59;126;49;26;12;2;4;6;2;4;3;2
2020-02-05 13:12:58;126;49;26;12;2;4;6;2;4;3;2
2020-02-05 13:13:59;126;49;26;12;2;4;6;2;4;3;2
2020-02-05 13:14:59;126;49;26;12;2;4;6;2;4;3;2
2020-02-05 13:15:58;126;49;26;12;2;4;6;2;4;3;2
2020-02-05 13:16:59;126;49;26;12;2;4;6;2;4;3;2
2020-02-05 13:17:59;126;49;26;12;2;4;6;2;4;3;2
2020-02-05 13:18:59;126;49;26;12;2;4;6;2;4;3;2
2020-02-05 13:19:58;126;49;26;12;2;4;6;2;4;3;2
2020-02-05 13:20:59;126;49;26;12;2;4;6;2;4;3;2
2020-02-05 13:21:59;126;49;26;12;2;4;6;2;4;3;2
2020-02-05 13:22:59;127;50;26;12;2;4;6;2;4;3;2
2020-02-05 13:23:58;128;51;26;12;2;4;6;2;4;3;2
2020-02-05 13:24:59;130;53;26;12;2;4;6;2;4;3;2
2020-02-05 13:25:59;132;55;26;12;2;4;6;2;4;3;2
2020-02-05 13:26:58;132;55;26;12;2;4;6;2;4;3;2
2020-02-05 13:27:59;132;55;26;13;2;4;6;2;4;3;2
2020-02-05 13:28:59;132;55;26;13;2;4;6;2;4;3;2
2020-02-05 13:29:58;133;56;26;13;2;4;6;2;4;3;2
2020-02-05 13:30:59;133;56;26;13;2;4;6;2;4;3;2
2020-02-05 13:31:59;133;56;26;13;2;4;6;2;4;3;2
2020-02-05 13:32:59;133;56;26;13;2;4;6;2;4;3;2
2020-02-05 13:33:58;133;56;26;13;2;4;6;2;4;3;2
2020-02-05 13:34:59;133;56;26;13;2;4;6;2;4;3;2
2020-02-05 13:35:59;133;56;26;13;2;4;6;2;4;3;2
2020-02-05 13:36:58;133;56;26;13;2;4;6;2;4;3;2
2020-02-05 13:37:59;133;56;26;13;2;4;6;2;4;3;2
2020-02-05 13:38:59;134;56;27;13;2;4;6;2;4;3;2
2020-02-05 13:39:59;134;56;27;13;2;4;6;2;4;3;2
2020-02-05 13:40:58;134;56;27;13;2;4;6;2;4;3;2
2020-02-05 13:41:59;134;56;27;13;2;4;6;2;4;3;2
2020-02-05 13:43:00;134;56;27;13;2;4;6;2;4;3;2
2020-02-05 13:43:58;134;56;27;13;2;4;6;2;4;3;2
2020-02-05 13:44:59;134;56;27;13;2;4;6;2;4;3;2
2020-02-05 13:45:59;136;56;27;15;2;4;6;2;4;3;2
2020-02-05 13:46:58;136;56;27;15;2;4;6;2;4;3;2
2020-02-05 13:47:59;136;56;27;15;2;4;6;2;4;3;2
2020-02-05 13:48:59;137;57;27;15;2;4;6;2;4;3;2
2020-02-05 13:50:00;138;58;27;15;2;4;6;2;4;3;2
2020-02-05 13:50:58;138;58;27;15;2;4;6;2;4;3;2
2020-02-05 13:51:59;138;58;27;15;2;4;6;2;4;3;2
2020-02-05 13:52:59;138;58;27;15;2;4;6;2;4;3;2
2020-02-05 13:53:58;139;58;27;15;2;4;6;2;4;3;2
2020-02-05 13:54:59;139;58;27;15;2;4;6;2;4;3;2
2020-02-05 13:55:59;139;58;27;15;2;4;6;2;4;3;2
2020-02-05 13:56:59;140;59;27;15;2;4;6;2;4;3;2
2020-02-05 13:57:58;141;59;27;15;2;4;6;3;4;3;2
2020-02-05 13:58:59;141;59;27;15;2;4;6;3;4;3;2
2020-02-05 13:59:59;142;60;27;15;2;4;6;3;4;3;2
2020-02-05 14:00:58;142;60;27;15;2;4;6;3;4;3;2
2020-02-05 14:01:59;143;61;27;15;2;4;6;3;4;3;2
2020-02-05 14:02:59;143;61;27;15;2;4;6;3;4;3;2
2020-02-05 14:03:58;143;61;27;15;2;4;6;3;4;3;2
2020-02-05 14:04:59;143;61;27;15;2;4;6;3;4;3;2
2020-02-05 14:05:59;145;62;27;16;2;4;6;3;4;3;2
2020-02-05 14:06:59;146;63;27;16;2;4;6;3;4;3;2
2020-02-05 14:07:58;147;63;27;17;2;4;6;3;4;3;2
2020-02-05 14:08:59;147;63;27;17;2;4;6;3;4;3;2
2020-02-05 14:09:59;147;63;27;17;2;4;6;3;4;3;2
2020-02-05 14:10:58;147;64;27;17;2;4;6;2;4;3;2
2020-02-05 14:11:59;148;64;27;17;2;4;6;3;4;3;2
2020-02-05 14:12:59;148;64;27;17;2;4;6;3;4;3;2
2020-02-05 14:13:59;148;64;27;17;2;4;6;3;4;3;2
2020-02-05 14:14:58;149;65;27;17;2;4;6;3;4;3;2
2020-02-05 14:15:59;149;65;27;17;2;4;6;3;4;3;2
2020-02-05 14:16:59;149;65;27;17;2;4;6;3;4;3;2
2020-02-05 14:17:59;149;65;27;17;2;4;6;3;4;3;2
2020-02-05 14:18:58;149;65;27;17;2;4;6;3;4;3;2
2020-02-05 14:19:59;149;65;27;17;2;4;6;3;4;3;2
2020-02-05 14:20:59;149;65;27;17;2;4;6;3;4;3;2
2020-02-05 14:21:58;149;65;27;17;2;4;6;3;4;3;2
2020-02-05 14:22:59;150;66;27;17;2;4;6;3;4;3;2
2020-02-05 14:23:59;150;66;27;17;2;4;6;3;4;3;2
2020-02-05 14:24:59;150;66;27;17;2;4;6;3;4;3;2
2020-02-05 14:25:58;150;66;27;17;2;4;6;3;4;3;2
2020-02-05 14:26:59;150;66;27;17;2;4;6;3;4;3;2
2020-02-05 14:27:59;150;66;27;17;2;4;6;3;4;3;2
2020-02-05 14:29:00;150;66;27;17;2;4;6;3;4;3;2
2020-02-05 14:29:58;150;66;27;17;2;4;6;3;4;3;2
2020-02-05 14:30:59;150;66;27;17;2;4;6;3;4;3;2
2020-02-05 14:31:59;150;66;27;17;2;4;6;3;4;3;2
2020-02-05 14:32:58;150;67;26;17;2;4;6;3;4;3;2
2020-02-05 14:33:59;150;67;26;17;2;4;6;3;4;3;2
2020-02-05 14:34:59;150;67;26;17;2;4;6;3;4;3;2
2020-02-05 14:35:58;150;67;26;17;2;4;6;3;4;3;2
2020-02-05 14:36:59;149;67;26;17;2;4;6;3;4;3;2
2020-02-05 14:37:59;149;67;26;17;2;4;6;3;4;3;2
2020-02-05 14:38:59;149;67;26;17;2;4;6;3;4;3;2
2020-02-05 14:39:58;149;67;26;17;2;4;6;3;4;3;2
2020-02-05 14:40:59;149;67;26;17;2;4;6;3;4;3;2
2020-02-05 14:41:58;149;67;26;17;2;4;6;3;4;3;2
2020-02-05 14:42:59;149;67;26;17;2;4;6;3;4;3;2
2020-02-05 14:43:58;149;67;26;17;2;4;6;3;4;3;2
2020-02-05 14:44:59;149;67;26;17;2;4;6;3;4;3;2
2020-02-05 14:45:59;149;67;26;17;2;4;6;3;4;3;2
2020-02-05 14:46:58;149;67;26;17;2;4;6;3;4;3;2
2020-02-05 14:47:59;150;67;27;17;2;4;6;3;4;3;2
2020-02-05 14:48:58;150;67;27;17;2;4;6;3;4;3;2
2020-02-05 14:49:59;150;67;27;17;2;4;6;3;4;3;2
2020-02-05 14:50:59;150;67;27;17;2;4;6;3;4;3;2
2020-02-05 14:51:59;150;67;27;17;2;4;6;3;4;3;2
2020-02-05 14:52:58;150;67;27;17;2;4;6;3;4;3;2
2020-02-05 14:53:59;150;67;27;17;2;4;6;3;4;3;2
2020-02-05 14:54:59;150;67;27;17;2;4;6;3;4;3;2
2020-02-05 14:55:58;150;67;27;17;2;4;6;3;4;3;2
2020-02-05 14:56:59;151;68;27;17;2;4;6;3;4;3;2
2020-02-05 14:57:59;151;68;27;17;2;4;6;3;4;3;2
2020-02-05 14:58:58;152;69;27;17;2;4;6;3;4;3;2
2020-02-05 14:59:59;152;69;27;17;2;4;6;3;4;3;2
2020-02-05 15:00:59;152;69;27;17;2;4;6;3;4;3;2
2020-02-05 15:01:58;154;70;27;17;2;4;6;3;4;3;2
2020-02-05 15:02:59;155;70;27;18;2;4;6;3;4;3;2
2020-02-05 15:03:59;155;70;27;18;2;4;6;3;4;3;2
2020-02-05 15:05:00;156;70;27;18;3;4;6;3;4;3;2
2020-02-05 15:05:58;156;70;27;18;3;4;6;3;4;3;2
2020-02-05 15:06:59;156;70;27;18;3;4;6;3;4;3;2
2020-02-05 15:07:59;156;70;27;18;3;4;6;3;4;3;2
2020-02-05 15:08:58;156;70;27;18;3;4;6;3;4;3;2
2020-02-05 15:09:59;156;70;27;18;3;4;6;3;4;3;2
2020-02-05 15:10:59;156;70;27;18;3;4;6;3;4;3;2
2020-02-05 15:11:58;156;70;27;18;3;4;6;3;4;3;2
2020-02-05 15:12:59;156;70;27;18;3;4;6;3;4;3;2
2020-02-05 15:13:59;157;71;27;18;3;4;6;3;4;3;2
2020-02-05 15:14:59;157;71;27;18;3;4;6;3;4;3;2
2020-02-05 15:15:58;157;71;27;18;3;4;6;3;4;3;2
2020-02-05 15:16:59;157;71;27;18;3;4;6;3;4;3;2
2020-02-05 15:17:59;157;71;27;18;3;4;6;3;4;3;2
2020-02-05 15:18:59;156;70;27;18;3;4;6;3;4;3;2
2020-02-05 15:19:58;156;70;27;18;3;4;6;3;4;3;2
2020-02-05 15:20:59;157;71;27;18;3;4;6;3;4;3;2
2020-02-05 15:21:59;157;71;27;18;3;4;6;3;4;3;2
2020-02-05 15:22:58;157;71;27;18;3;4;6;3;4;3;2
2020-02-05 15:23:59;157;71;27;18;3;4;6;3;4;3;2
2020-02-05 15:24:59;157;71;27;18;3;4;6;3;4;3;2
2020-02-05 15:25:58;157;71;27;18;3;4;6;3;4;3;2
2020-02-05 15:26:59;157;71;27;18;3;4;6;3;4;3;2
2020-02-05 15:27:59;157;71;27;18;3;4;6;3;4;3;2
2020-02-05 15:28:59;159;73;27;18;3;4;6;3;4;3;2
2020-02-05 15:29:58;159;73;27;18;3;4;6;3;4;3;2
2020-02-05 15:30:59;159;73;27;18;3;4;6;3;4;3;2
2020-02-05 15:31:59;159;73;27;18;3;4;6;3;4;3;2
2020-02-05 15:32:58;160;74;27;18;3;4;6;3;4;3;2
2020-02-05 15:33:59;160;74;27;18;3;4;6;3;4;3;2
2020-02-05 15:34:59;160;74;27;18;3;4;6;3;4;3;2
2020-02-05 15:35:59;160;74;27;18;3;4;6;3;4;3;2
2020-02-05 15:36:58;160;74;27;18;3;4;6;3;4;3;2
2020-02-05 15:37:59;160;74;27;18;3;4;6;3;4;3;2
2020-02-05 15:38:59;161;75;27;18;3;4;6;3;4;3;2
2020-02-05 15:39:58;161;75;27;18;3;4;6;3;4;3;2
2020-02-05 15:40:59;161;75;27;18;3;4;6;3;4;3;2
2020-02-05 15:41:59;161;75;27;18;3;4;6;3;4;3;2
2020-02-05 15:42:59;161;75;27;18;3;4;6;3;4;3;2
2020-02-05 15:43:58;161;75;27;18;3;4;6;3;4;3;2
2020-02-05 15:44:59;161;75;27;18;3;4;6;3;4;3;2
2020-02-05 15:45:59;161;75;27;18;3;4;6;3;4;3;2
2020-02-05 15:46:58;161;75;27;18;3;4;6;3;4;3;2
2020-02-05 15:47:59;161;75;27;18;3;4;6;3;4;3;2
2020-02-05 15:48:59;161;75;27;18;3;4;6;3;4;3;2
2020-02-05 15:49:59;162;75;27;19;3;4;6;3;4;3;2
2020-02-05 15:50:58;162;75;27;19;3;4;6;3;4;3;2
2020-02-05 15:51:59;162;75;27;19;3;4;6;3;4;3;2
2020-02-05 15:52:59;162;75;27;19;3;4;6;3;4;3;2
2020-02-05 15:53:58;162;75;27;19;3;4;6;3;4;3;2
2020-02-05 15:54:59;162;75;27;19;3;4;6;3;4;3;2
2020-02-05 15:55:59;162;75;27;19;3;4;6;3;4;3;2
2020-02-05 15:56:59;162;75;27;19;3;4;6;3;4;3;2
2020-02-05 15:57:58;162;75;27;19;3;4;6;3;4;3;2
2020-02-05 15:58:59;162;75;27;19;3;4;6;3;4;3;2
2020-02-05 15:59:59;162;75;27;19;3;4;6;3;4;3;2
2020-02-05 16:00:58;162;75;27;19;3;4;6;3;4;3;2
2020-02-05 16:01:59;162;75;27;19;3;4;6;3;4;3;2
2020-02-05 16:02:59;162;75;27;19;3;4;6;3;4;3;2
2020-02-05 16:03:59;162;75;27;19;3;4;6;3;4;3;2
2020-02-05 16:04:58;165;76;27;19;4;4;6;3;4;4;2
2020-02-05 16:05:59;165;76;27;19;4;4;6;3;4;4;2
2020-02-05 16:06:59;165;76;27;19;4;4;5;4;4;4;2
2020-02-05 16:07:58;166;76;28;19;4;4;5;4;4;4;2
2020-02-05 16:08:59;166;76;28;19;4;4;5;4;4;4;2
2020-02-05 16:09:59;166;76;28;19;4;4;5;4;4;4;2
2020-02-05 16:10:59;166;76;28;19;4;4;5;4;4;4;2
2020-02-05 16:11:58;166;76;28;19;4;4;5;4;4;4;2
2020-02-05 16:12:59;166;76;28;19;4;4;5;4;4;4;2
2020-02-05 16:13:59;167;77;28;19;4;4;5;4;4;4;2
2020-02-05 16:14:58;167;77;28;19;4;4;5;4;4;4;2
2020-02-05 16:15:59;167;77;28;19;4;4;5;4;4;4;2
2020-02-05 16:16:59;168;78;28;19;4;4;5;4;4;4;2
2020-02-05 16:17:58;169;79;28;19;4;4;5;4;4;4;2
2020-02-05 16:18:59;170;79;28;19;4;4;5;4;4;4;3
2020-02-05 16:19:59;170;79;28;19;4;4;5;4;4;4;3
2020-02-05 16:20:58;171;80;28;19;4;4;5;4;4;4;3
2020-02-05 16:21:59;172;80;28;19;4;5;5;4;4;4;3
2020-02-05 16:22:58;172;80;28;19;4;5;5;4;4;4;3
2020-02-05 16:23:59;172;80;28;19;4;5;5;4;4;4;3
2020-02-05 16:24:59;172;80;28;19;4;5;5;4;4;4;3
2020-02-05 16:25:58;172;80;28;19;4;5;5;4;4;4;3
2020-02-05 16:26:59;173;81;28;19;4;5;5;4;4;4;3
2020-02-05 16:27:59;173;81;28;19;4;5;5;4;4;4;3
2020-02-05 16:28:58;174;82;28;19;4;5;5;4;4;4;3
2020-02-05 16:29:59;174;82;28;19;4;5;5;4;4;4;3
2020-02-05 16:30:59;175;83;28;19;4;5;5;4;4;4;3
