datetime;total_votes;ruweb;atomic_gun;ksiam;axxl;PVN;few;Bruja_;Barkas;kross;KOCTOPE3
2020-03-25 06:33:59;91;28;31;4;3;6;3;2;0;3;0
2020-03-25 06:34:59;91;28;31;4;3;6;3;2;0;3;0
2020-03-25 06:35:58;91;28;31;4;3;6;3;2;0;3;0
2020-03-25 06:36:59;91;28;31;4;3;6;3;2;0;3;0
2020-03-25 06:37:58;91;28;31;4;3;6;3;2;0;3;0
2020-03-25 06:38:59;92;28;32;4;3;6;3;2;0;3;0
2020-03-25 06:39:59;92;28;32;4;3;6;3;2;0;3;0
2020-03-25 06:40:58;92;28;32;4;3;6;3;2;0;3;0
2020-03-25 06:41:59;92;28;32;4;3;6;3;2;0;3;0
2020-03-25 06:42:59;93;28;33;4;3;6;3;2;0;3;0
2020-03-25 06:43:58;93;28;33;4;3;6;3;2;0;3;0
2020-03-25 06:44:59;93;28;33;4;3;6;3;2;0;3;0
2020-03-25 06:45:59;93;28;33;4;3;6;3;2;0;3;0
2020-03-25 06:46:58;93;28;33;4;3;6;3;2;0;3;0
2020-03-25 06:47:59;93;28;33;4;3;6;3;2;0;3;0
2020-03-25 06:48:59;93;28;33;4;3;6;3;2;0;3;0
2020-03-25 06:49:59;93;28;33;4;3;6;3;2;0;3;0
2020-03-25 06:50:58;94;28;33;5;3;6;3;2;0;3;0
2020-03-25 06:51:59;94;28;33;5;3;6;3;2;0;3;0
2020-03-25 06:52:59;94;28;33;5;3;6;3;2;0;3;0
2020-03-25 06:53:58;94;28;33;5;3;6;3;2;0;3;0
2020-03-25 06:54:59;94;28;33;5;3;6;3;2;0;3;0
2020-03-25 06:55:59;94;28;33;5;3;6;3;2;0;3;0
2020-03-25 06:56:59;94;28;33;5;3;6;3;2;0;3;0
2020-03-25 06:57:59;95;28;34;5;3;6;3;2;0;3;0
2020-03-25 06:58:58;95;28;34;5;3;6;3;2;0;3;0
2020-03-25 06:59:59;95;28;34;5;3;6;3;2;0;3;0
2020-03-25 07:00:59;96;28;35;5;3;6;3;2;0;3;0
2020-03-25 07:01:58;96;28;35;5;3;6;3;2;0;3;0
2020-03-25 07:02:59;96;28;35;5;3;6;3;2;0;3;0
2020-03-25 07:03:59;96;28;35;5;3;6;3;2;0;3;0
2020-03-25 07:04:58;96;28;35;5;3;6;3;2;0;3;0
2020-03-25 07:05:59;96;28;35;5;3;6;3;2;0;3;0
2020-03-25 07:06:59;97;28;36;5;3;6;3;2;0;3;0
2020-03-25 07:07:59;97;28;36;5;3;6;3;2;0;3;0
2020-03-25 07:08:58;98;28;36;6;3;6;3;2;0;3;0
2020-03-25 07:09:59;98;28;36;6;3;6;3;2;0;3;0
2020-03-25 07:10:59;98;28;36;6;3;6;3;2;0;3;0
2020-03-25 07:11:58;99;28;36;7;3;6;3;2;0;3;0
2020-03-25 07:12:59;100;28;37;7;3;6;3;2;0;3;0
2020-03-25 07:13:59;102;29;38;7;3;6;3;2;0;3;0
2020-03-25 07:14:59;102;29;38;7;3;6;3;2;0;3;0
2020-03-25 07:15:58;102;29;38;7;3;6;3;2;0;3;0
2020-03-25 07:16:59;101;29;37;7;3;6;3;2;0;3;0
2020-03-25 07:17:59;102;29;38;7;3;6;3;2;0;3;0
2020-03-25 07:18:58;102;29;38;7;3;6;3;2;0;3;0
2020-03-25 07:19:59;102;29;38;7;3;6;3;2;0;3;0
2020-03-25 07:20:59;103;29;38;7;4;6;3;2;0;3;0
2020-03-25 07:21:58;103;29;38;7;4;6;3;2;0;3;0
2020-03-25 07:22:59;103;29;38;7;4;6;3;2;0;3;0
2020-03-25 07:23:59;103;29;38;7;4;6;3;2;0;3;0
2020-03-25 07:24:59;104;29;38;7;4;6;3;2;0;3;0
2020-03-25 07:25:58;104;29;38;7;4;6;3;2;0;3;0
2020-03-25 07:26:59;104;29;38;7;4;6;3;2;0;3;0
2020-03-25 07:27:59;104;29;38;7;4;6;3;2;0;3;0
2020-03-25 07:28:58;104;29;38;7;4;6;3;2;0;3;0
2020-03-25 07:29:59;104;29;38;7;4;6;3;2;0;3;0
2020-03-25 07:30:59;104;29;38;7;4;6;3;2;0;3;0
2020-03-25 07:31:59;104;29;38;7;4;6;3;2;0;3;0
2020-03-25 07:32:58;104;29;38;7;4;6;3;2;0;3;0
2020-03-25 07:33:59;105;29;38;7;4;6;3;2;0;3;0
2020-03-25 07:34:59;106;30;38;7;4;6;3;2;0;3;0
2020-03-25 07:36:00;106;30;38;7;4;6;3;2;0;3;0
2020-03-25 07:36:58;107;31;38;7;4;6;3;2;0;3;0
2020-03-25 07:37:59;107;31;38;7;4;6;3;2;0;3;0
2020-03-25 07:38:59;107;31;38;7;4;6;3;2;0;3;0
2020-03-25 07:39:58;107;31;38;7;4;6;3;2;0;3;0
2020-03-25 07:40:59;107;31;38;7;4;6;3;2;0;3;0
2020-03-25 07:41:59;107;31;38;7;4;6;3;2;0;3;0
2020-03-25 07:42:59;107;31;38;7;4;6;3;2;0;3;0
2020-03-25 07:43:58;107;31;38;7;4;6;3;2;0;3;0
2020-03-25 07:44:59;107;31;38;7;4;6;3;2;0;3;0
2020-03-25 07:45:59;107;31;38;7;4;6;3;2;0;3;0
2020-03-25 07:46:59;107;31;38;7;4;6;3;2;0;3;0
2020-03-25 07:47:58;107;31;38;7;4;6;3;2;0;3;0
2020-03-25 07:48:59;108;31;39;7;4;6;3;2;0;3;0
2020-03-25 07:49:59;108;31;39;7;4;6;3;2;0;3;0
2020-03-25 07:50:58;108;31;39;7;4;6;3;2;0;3;0
2020-03-25 07:51:59;109;32;39;7;4;6;3;2;0;3;0
2020-03-25 07:52:59;109;32;39;7;4;6;3;2;0;3;0
2020-03-25 07:53:58;110;32;40;7;4;6;3;2;0;3;0
2020-03-25 07:54:59;111;32;40;7;4;6;3;2;0;3;0
2020-03-25 07:55:58;111;32;40;7;4;6;3;2;0;3;0
2020-03-25 07:56:59;111;32;40;7;4;6;3;2;0;3;0
2020-03-25 07:57:59;112;32;41;7;4;6;3;2;0;3;0
2020-03-25 07:58:59;112;32;41;7;4;6;3;2;0;3;0
2020-03-25 07:59:58;112;32;41;7;4;6;3;2;0;3;0
2020-03-25 08:00:59;112;32;41;7;4;6;3;2;0;3;0
2020-03-25 08:01:59;112;32;41;7;4;6;3;2;0;3;0
2020-03-25 08:02:58;113;33;41;7;4;6;3;2;0;3;0
2020-03-25 08:03:59;114;34;41;7;4;6;3;2;0;3;0
2020-03-25 08:04:59;114;34;41;7;4;6;3;2;0;3;0
2020-03-25 08:05:58;114;34;41;7;4;6;3;2;0;3;0
2020-03-25 08:06:59;114;34;41;7;4;6;3;2;0;3;0
2020-03-25 08:07:59;114;34;41;7;4;6;3;2;0;3;0
2020-03-25 08:08:58;114;34;41;7;4;6;3;2;0;3;0
2020-03-25 08:09:59;114;34;41;7;4;6;3;2;0;3;0
2020-03-25 08:10:59;115;35;41;7;4;6;3;2;0;3;0
2020-03-25 08:11:59;115;35;41;7;4;6;3;2;0;3;0
2020-03-25 08:12:58;115;35;41;7;4;6;3;2;0;3;0
2020-03-25 08:13:59;115;35;41;7;4;6;3;2;0;3;0
2020-03-25 08:14:59;116;35;42;7;4;6;3;2;0;3;0
2020-03-25 08:15:58;117;35;43;7;4;6;3;2;0;3;0
2020-03-25 08:16:59;118;35;44;7;4;6;3;2;0;3;0
2020-03-25 08:17:59;118;35;44;7;4;6;3;2;0;3;0
2020-03-25 08:18:59;118;35;44;7;4;6;3;2;0;3;0
2020-03-25 08:19:58;118;35;44;7;4;6;3;2;0;3;0
2020-03-25 08:20:59;118;35;44;7;4;6;3;2;0;3;0
2020-03-25 08:21:59;119;35;44;7;4;6;3;2;0;3;0
2020-03-25 08:22:59;119;35;44;7;4;6;3;2;0;3;0
2020-03-25 08:23:58;121;35;46;7;4;6;3;2;0;3;0
2020-03-25 08:24:59;122;36;46;7;4;6;3;2;0;3;0
2020-03-25 08:25:58;122;36;46;7;4;6;3;2;0;3;0
2020-03-25 08:26:59;122;36;46;7;4;6;3;2;0;3;0
2020-03-25 08:27:59;122;36;46;7;4;6;3;2;0;3;0
2020-03-25 08:28:59;123;37;46;7;4;6;3;2;0;3;0
2020-03-25 08:29:58;124;37;46;7;4;6;3;2;0;3;0
2020-03-25 08:30:59;124;37;46;7;4;6;3;2;0;3;0
2020-03-25 08:31:59;125;38;46;7;4;6;3;2;0;3;0
2020-03-25 08:32:59;125;38;46;7;4;6;3;2;0;3;0
2020-03-25 08:33:58;125;38;46;7;4;6;3;2;0;3;0
2020-03-25 08:34:59;125;38;46;7;4;6;3;2;0;3;0
2020-03-25 08:35:59;125;38;46;7;4;6;3;2;0;3;0
2020-03-25 08:36:58;125;38;46;7;4;6;3;2;0;3;0
2020-03-25 08:37:59;125;38;46;7;4;6;3;2;0;3;0
2020-03-25 08:38:59;125;38;46;7;4;6;3;2;0;3;0
2020-03-25 08:39:58;125;38;46;7;4;6;3;2;0;3;0
2020-03-25 08:40:59;125;38;46;7;4;6;3;2;0;3;0
2020-03-25 08:41:59;125;38;46;7;4;6;3;2;0;3;0
2020-03-25 08:42:59;125;38;46;7;4;6;3;2;0;3;0
2020-03-25 08:43:58;125;38;46;7;4;6;3;2;0;3;0
2020-03-25 08:44:59;126;40;45;7;4;6;3;2;0;3;0
2020-03-25 08:45:59;127;41;45;7;4;6;3;2;0;3;0
2020-03-25 08:46:58;127;41;45;7;4;6;3;2;0;3;0
2020-03-25 08:47:59;127;41;45;7;4;6;3;2;0;3;0
2020-03-25 08:48:58;127;41;45;7;4;6;3;2;0;3;0
2020-03-25 08:49:59;127;41;45;7;4;6;3;2;0;3;0
2020-03-25 08:50:59;127;41;45;7;4;6;3;2;0;3;0
2020-03-25 08:51:59;127;41;45;7;4;6;3;2;0;3;0
2020-03-25 08:52:58;127;41;45;7;4;6;3;2;0;3;0
2020-03-25 08:53:59;127;41;45;7;4;6;3;2;0;3;0
2020-03-25 08:54:59;127;41;45;7;4;6;3;2;0;3;0
2020-03-25 08:55:58;127;41;45;7;4;6;3;2;0;3;0
2020-03-25 08:56:59;127;41;45;7;4;6;3;2;0;3;0
2020-03-25 08:57:59;128;41;46;7;4;6;3;2;0;3;0
2020-03-25 08:58:58;128;41;46;7;4;6;3;2;0;3;0
2020-03-25 08:59:59;128;41;46;7;4;6;3;2;0;3;0
2020-03-25 09:00:59;128;41;46;7;4;6;3;2;0;3;0
2020-03-25 09:01:58;128;41;46;7;4;6;3;2;0;3;0
2020-03-25 09:02:59;128;41;46;7;4;6;3;2;0;3;0
2020-03-25 09:03:58;128;41;46;7;4;6;3;2;0;3;0
2020-03-25 09:04:59;128;41;46;7;4;6;3;2;0;3;0
2020-03-25 09:05:59;128;41;46;7;4;6;3;2;0;3;0
2020-03-25 09:06:59;128;41;46;7;4;6;3;2;0;3;0
2020-03-25 09:07:58;128;41;46;7;4;6;3;2;0;3;0
2020-03-25 09:08:59;129;41;47;7;4;6;3;2;0;3;0
2020-03-25 09:09:59;130;42;47;7;4;6;3;2;0;3;0
2020-03-25 09:10:58;130;42;47;7;4;6;3;2;0;3;0
2020-03-25 09:11:59;130;42;47;7;4;6;3;2;0;3;0
2020-03-25 09:12:59;130;42;47;7;4;6;3;2;0;3;0
2020-03-25 09:13:58;130;42;47;7;4;6;3;2;0;3;0
2020-03-25 09:14:59;132;42;49;7;4;6;3;2;0;3;0
2020-03-25 09:15:59;132;42;49;7;4;6;3;2;0;3;0
2020-03-25 09:16:58;133;43;49;7;4;6;3;2;0;3;0
2020-03-25 09:17:59;133;43;49;7;4;6;3;2;0;3;0
2020-03-25 09:18:59;133;43;49;7;4;6;3;2;0;3;0
2020-03-25 09:19:58;133;43;49;7;4;6;3;2;0;3;0
2020-03-25 09:20:59;133;43;49;7;4;6;3;2;0;3;0
2020-03-25 09:21:58;134;43;50;7;4;6;3;2;0;3;0
2020-03-25 09:22:59;134;43;50;7;4;6;3;2;0;3;0
2020-03-25 09:23:59;135;44;50;7;4;6;3;2;0;3;0
2020-03-25 09:24:59;136;45;50;7;4;6;3;2;0;3;0
2020-03-25 09:25:59;136;45;50;7;4;6;3;2;0;3;0
2020-03-25 09:26:58;136;45;50;7;4;6;3;2;0;3;0
2020-03-25 09:27:59;136;45;50;7;4;6;3;2;0;3;0
2020-03-25 09:28:59;136;45;50;7;4;6;3;2;0;3;0
2020-03-25 09:29:58;136;45;50;7;4;6;3;2;0;3;0
2020-03-25 09:30:59;136;45;50;7;4;6;3;2;0;3;0
2020-03-25 09:31:59;137;45;51;7;4;6;3;2;0;3;0
2020-03-25 09:32:59;137;45;51;7;4;6;3;2;0;3;0
2020-03-25 09:33:58;137;45;51;7;4;6;3;2;0;3;0
2020-03-25 09:34:59;137;45;51;7;4;6;3;2;0;3;0
2020-03-25 09:35:59;138;45;51;7;5;6;3;2;0;3;0
2020-03-25 09:36:59;138;45;51;7;5;6;3;2;0;3;0
2020-03-25 09:37:58;138;45;51;7;5;6;3;2;0;3;0
2020-03-25 09:38:59;138;45;51;7;5;6;3;2;0;3;0
2020-03-25 09:39:59;139;45;51;7;5;6;3;2;0;3;0
2020-03-25 09:40:58;139;45;51;7;5;6;3;2;0;3;0
2020-03-25 09:41:59;139;45;51;7;5;6;3;2;0;3;0
2020-03-25 09:42:59;139;45;51;7;5;6;3;2;0;3;0
2020-03-25 09:43:58;140;46;51;7;5;6;3;2;0;3;0
2020-03-25 09:44:59;140;46;51;7;5;6;3;2;0;3;0
2020-03-25 09:45:59;140;46;51;7;5;6;3;2;0;3;0
2020-03-25 09:46:59;141;46;52;7;5;6;3;2;0;3;0
2020-03-25 09:47:58;141;46;52;7;5;6;3;2;0;3;0
2020-03-25 09:48:59;141;46;52;7;5;6;3;2;0;3;0
2020-03-25 09:49:59;141;46;52;7;5;6;3;2;0;3;0
2020-03-25 09:50:58;141;46;52;7;5;6;3;2;0;3;0
2020-03-25 09:51:59;142;46;52;7;5;6;3;2;0;3;0
2020-03-25 09:52:59;142;46;52;7;5;6;3;2;0;3;0
2020-03-25 09:53:59;142;46;52;7;5;6;3;2;0;3;0
2020-03-25 09:54:58;142;46;52;7;5;6;3;2;0;3;0
2020-03-25 09:55:59;142;46;52;7;5;6;3;2;0;3;0
2020-03-25 09:56:58;145;49;52;7;5;6;3;2;0;3;0
2020-03-25 09:57:59;145;49;52;7;5;6;3;2;0;3;0
2020-03-25 09:58:59;146;49;53;7;5;6;3;2;0;3;0
2020-03-25 10:00:00;146;49;53;7;5;6;3;2;0;3;0
2020-03-25 10:00:58;146;49;53;7;5;6;3;2;0;3;0
2020-03-25 10:01:59;146;49;53;7;5;6;3;2;0;3;0
2020-03-25 10:02:59;147;49;54;7;5;6;3;2;0;3;0
2020-03-25 10:03:58;148;49;55;7;5;6;3;2;0;3;0
2020-03-25 10:04:59;148;49;55;7;5;6;3;2;0;3;0
2020-03-25 10:05:59;148;49;55;7;5;6;3;2;0;3;0
2020-03-25 10:06:59;148;49;55;7;5;6;3;2;0;3;0
2020-03-25 10:07:58;148;49;55;7;5;6;3;2;0;3;0
2020-03-25 10:08:59;149;49;55;8;5;6;3;2;0;3;0
2020-03-25 10:09:59;149;49;55;8;5;6;3;2;0;3;0
2020-03-25 10:10:59;149;49;55;8;5;6;3;2;0;3;0
2020-03-25 10:11:58;149;49;55;8;5;6;3;2;0;3;0
2020-03-25 10:12:59;149;49;55;8;5;6;3;2;0;3;0
2020-03-25 10:13:59;149;49;55;8;5;6;3;2;0;3;0
2020-03-25 10:14:58;149;49;55;8;5;6;3;2;0;3;0
2020-03-25 10:15:59;149;49;55;8;5;6;3;2;0;3;0
2020-03-25 10:16:59;150;49;56;8;5;6;3;2;0;3;0
2020-03-25 10:17:59;152;49;57;8;5;6;3;2;0;3;0
2020-03-25 10:18:58;152;49;57;8;5;6;3;2;0;3;0
2020-03-25 10:19:59;152;49;57;8;5;6;3;2;0;3;0
2020-03-25 10:20:59;152;49;57;8;5;6;3;2;0;3;0
2020-03-25 10:21:58;152;49;57;8;5;6;3;2;0;3;0
2020-03-25 10:22:59;152;49;57;8;5;6;3;2;0;3;0
2020-03-25 10:23:59;152;49;57;8;5;6;3;2;0;3;0
2020-03-25 10:24:58;153;49;58;8;5;6;3;2;0;3;0
2020-03-25 10:25:59;153;49;58;8;5;6;3;2;0;3;0
2020-03-25 10:26:59;154;50;58;8;5;6;3;2;0;3;0
2020-03-25 10:27:58;154;50;58;8;5;6;3;2;0;3;0
2020-03-25 10:28:59;154;50;58;8;5;6;3;2;0;3;0
2020-03-25 10:29:59;154;50;58;8;5;6;3;2;0;3;0
2020-03-25 10:30:58;154;50;58;8;5;6;3;2;0;3;0
2020-03-25 10:31:59;155;51;58;8;5;6;3;2;0;3;0
2020-03-25 10:32:59;155;51;58;8;5;6;3;2;0;3;0
2020-03-25 10:33:58;155;51;58;8;5;6;3;2;0;3;0
2020-03-25 10:34:59;155;51;58;8;5;6;3;2;0;3;0
2020-03-25 10:35:59;155;51;58;8;5;6;3;2;0;3;0
2020-03-25 10:36:58;156;51;58;8;5;6;3;2;0;3;0
2020-03-25 10:37:59;156;51;58;8;5;6;3;2;0;3;0
2020-03-25 10:38:59;156;51;58;8;5;6;3;2;0;3;0
2020-03-25 10:39:58;156;51;58;8;5;6;3;2;0;3;0
2020-03-25 10:40:59;157;51;59;8;5;6;3;2;0;3;0
2020-03-25 10:41:59;158;51;60;8;5;6;3;2;0;3;0
2020-03-25 10:42:59;158;51;60;8;5;6;3;2;0;3;0
2020-03-25 10:43:58;159;52;60;8;5;6;3;2;0;3;0
2020-03-25 10:44:59;159;52;60;8;5;6;3;2;0;3;0
2020-03-25 10:45:59;159;52;60;8;5;6;3;2;0;3;0
2020-03-25 10:46:58;159;52;60;8;5;6;3;2;0;3;0
2020-03-25 10:47:59;159;52;60;8;5;6;3;2;0;3;0
2020-03-25 10:48:59;159;52;60;8;5;6;3;2;0;3;0
2020-03-25 10:49:59;159;52;60;8;5;6;3;2;0;3;0
2020-03-25 10:50:58;159;52;60;8;5;6;3;2;0;3;0
2020-03-25 10:51:59;159;52;60;8;5;6;3;2;0;3;0
2020-03-25 10:52:59;159;52;60;8;5;6;3;2;0;3;0
2020-03-25 10:53:59;159;52;60;8;5;6;3;2;0;3;0
2020-03-25 10:54:58;160;53;60;8;5;6;3;2;0;3;0
2020-03-25 10:55:59;160;53;60;8;5;6;3;2;0;3;0
2020-03-25 10:56:59;160;53;60;8;5;6;3;2;0;3;0
2020-03-25 10:57:58;160;53;60;8;5;6;3;2;0;3;0
2020-03-25 10:58:59;160;53;60;8;5;6;3;2;0;3;0
2020-03-25 10:59:59;160;53;60;8;5;6;3;2;0;3;0
2020-03-25 11:00:58;162;54;60;8;5;6;3;2;1;3;0
2020-03-25 11:01:59;163;55;60;8;5;6;3;2;1;3;0
2020-03-25 11:02:59;163;55;60;8;5;6;3;2;1;3;0
2020-03-25 11:03:58;163;55;60;8;5;6;3;2;1;3;0
2020-03-25 11:04:59;164;55;61;8;5;6;3;2;1;3;0
2020-03-25 11:05:59;164;55;61;8;5;6;3;2;1;3;0
2020-03-25 11:07:00;164;55;61;8;5;6;3;2;1;3;0
2020-03-25 11:07:58;164;55;61;8;5;6;3;2;1;3;0
2020-03-25 11:08:59;164;55;61;8;5;6;3;2;1;3;0
2020-03-25 11:09:59;165;55;62;8;5;6;3;2;1;3;0
2020-03-25 11:10:59;166;56;62;8;5;6;3;2;1;3;0
2020-03-25 11:11:58;166;56;62;8;5;6;3;2;1;3;0
2020-03-25 11:12:59;166;56;62;8;5;6;3;2;1;3;0
2020-03-25 11:13:59;166;56;62;8;5;6;3;2;1;3;0
2020-03-25 11:14:58;167;56;62;8;5;6;3;3;1;3;0
2020-03-25 11:15:59;167;56;62;8;5;6;3;3;1;3;0
2020-03-25 11:16:59;167;56;62;8;5;6;3;3;1;3;0
2020-03-25 11:17:58;167;56;62;8;5;6;3;3;1;3;0
2020-03-25 11:18:59;167;56;62;8;5;6;3;3;1;3;0
2020-03-25 11:19:59;167;56;62;8;5;6;3;3;1;3;0
2020-03-25 11:20:58;168;56;62;8;5;6;3;4;1;3;0
2020-03-25 11:21:59;168;56;62;8;5;6;3;4;1;3;0
2020-03-25 11:22:59;169;57;62;8;5;6;3;4;1;3;0
2020-03-25 11:23:59;169;57;62;8;5;6;3;4;1;3;0
2020-03-25 11:24:58;169;57;62;8;5;6;3;4;1;3;0
2020-03-25 11:25:59;170;57;63;8;5;6;3;4;1;3;0
2020-03-25 11:26:59;170;57;63;8;5;6;3;4;1;3;0
2020-03-25 11:27:59;172;57;63;9;5;6;4;4;1;3;0
2020-03-25 11:28:58;172;57;63;9;5;6;4;4;1;3;0
2020-03-25 11:29:59;172;57;63;9;5;6;4;4;1;3;0
2020-03-25 11:30:59;173;58;63;9;5;6;4;4;1;3;0
2020-03-25 11:31:58;173;58;63;9;5;6;4;4;1;3;0
2020-03-25 11:32:59;173;58;63;9;5;6;4;4;1;3;0
2020-03-25 11:33:59;173;58;63;9;5;6;4;4;1;3;0
2020-03-25 11:34:59;174;58;63;10;5;6;4;4;1;3;0
2020-03-25 11:35:58;174;58;63;10;5;6;4;4;1;3;0
2020-03-25 11:36:59;175;59;63;10;5;6;4;4;1;3;0
2020-03-25 11:37:59;176;60;63;10;5;6;4;4;1;3;0
2020-03-25 11:38:58;176;60;63;10;5;6;4;4;1;3;0
2020-03-25 11:39:59;176;60;63;10;5;6;4;4;1;3;0
2020-03-25 11:40:59;176;60;63;10;5;6;4;4;1;3;0
2020-03-25 11:41:58;179;62;63;10;5;6;5;4;1;3;0
2020-03-25 11:42:59;181;62;64;10;6;6;5;4;1;3;0
2020-03-25 11:43:59;181;62;64;10;6;6;5;4;1;3;0
2020-03-25 11:44:59;181;62;64;10;6;6;5;4;1;3;0
2020-03-25 11:45:58;182;64;63;10;6;6;5;4;1;3;0
2020-03-25 11:46:59;182;64;63;10;6;6;5;4;1;3;0
2020-03-25 11:47:59;183;64;64;10;6;6;5;4;1;3;0
2020-03-25 11:48:58;183;64;64;10;6;6;5;4;1;3;0
2020-03-25 11:49:59;183;64;64;10;6;6;5;4;1;3;0
2020-03-25 11:50:59;183;64;64;10;6;6;5;4;1;3;0
2020-03-25 11:51:58;183;64;64;10;6;6;5;4;1;3;0
2020-03-25 11:52:59;183;64;64;10;6;6;5;4;1;3;0
2020-03-25 11:53:59;184;65;64;10;6;6;5;4;1;3;0
2020-03-25 11:54:58;185;65;64;10;6;7;5;4;1;3;0
2020-03-25 11:55:59;185;65;64;10;6;7;5;4;1;3;0
2020-03-25 11:56:59;186;66;64;10;6;7;5;4;1;3;0
2020-03-25 11:57:58;186;66;64;10;6;7;5;4;1;3;0
2020-03-25 11:58:59;186;66;64;10;6;7;5;4;1;3;0
2020-03-25 11:59:59;188;67;65;10;6;7;5;4;1;3;0
2020-03-25 12:00:58;189;68;65;10;6;7;5;4;1;3;0
2020-03-25 12:01:59;189;68;65;10;6;7;5;4;1;3;0
2020-03-25 12:02:59;189;68;65;10;6;7;5;4;1;3;0
2020-03-25 12:03:59;189;68;65;10;6;7;5;4;1;3;0
2020-03-25 12:04:58;191;69;66;10;6;7;5;4;1;3;0
2020-03-25 12:05:59;191;69;66;10;6;7;5;4;1;3;0
2020-03-25 12:06:59;192;70;66;10;6;7;5;4;1;3;0
2020-03-25 12:07:58;192;70;66;10;6;7;5;4;1;3;0
2020-03-25 12:08:59;192;70;66;10;6;7;5;4;1;3;0
2020-03-25 12:09:59;193;71;66;10;6;7;5;4;1;3;0
2020-03-25 12:10:58;194;71;66;10;7;7;5;4;1;3;0
2020-03-25 12:11:59;195;71;66;10;7;7;5;4;1;3;0
2020-03-25 12:12:59;196;71;66;10;7;7;5;4;2;3;0
2020-03-25 12:13:59;197;70;66;11;7;7;5;4;2;3;0
2020-03-25 12:14:58;197;70;66;11;7;7;5;4;2;3;0
2020-03-25 12:15:59;197;70;66;11;7;7;5;4;2;3;0
2020-03-25 12:16:59;199;71;67;11;7;7;5;4;2;3;0
2020-03-25 12:17:59;200;72;67;11;7;7;5;4;2;3;0
2020-03-25 12:18:58;200;72;67;11;7;7;5;4;2;3;0
2020-03-25 12:19:59;202;73;67;11;7;7;5;4;3;3;0
2020-03-25 12:20:59;202;73;67;11;7;7;5;4;3;3;0
2020-03-25 12:21:58;202;73;67;11;7;7;5;4;3;3;0
2020-03-25 12:22:59;202;73;67;11;7;7;5;4;3;3;0
2020-03-25 12:23:59;203;74;67;11;7;7;5;4;3;3;0
2020-03-25 12:24:59;203;74;67;11;7;7;5;4;3;3;0
2020-03-25 12:25:58;203;74;67;11;7;7;5;4;3;3;0
2020-03-25 12:26:59;203;74;67;11;7;7;5;4;3;3;0
2020-03-25 12:27:59;203;74;67;11;7;7;5;4;3;3;0
2020-03-25 12:28:58;204;75;67;11;7;7;5;4;3;3;0
2020-03-25 12:29:59;205;75;68;11;7;7;5;4;3;3;0
2020-03-25 12:30:59;205;75;68;11;7;7;5;4;3;3;0
2020-03-25 12:31:58;205;75;68;11;7;7;5;4;3;3;0
2020-03-25 12:32:59;205;75;68;11;7;7;5;4;3;3;0
2020-03-25 12:33:58;205;75;68;11;7;7;5;4;3;3;0
2020-03-25 12:34:59;207;76;69;11;7;7;5;4;3;3;0
2020-03-25 12:35:59;207;76;69;11;7;7;5;4;3;3;0
2020-03-25 12:36:58;207;76;69;11;7;7;5;4;3;3;0
2020-03-25 12:37:59;207;76;69;11;7;7;5;4;3;3;0
2020-03-25 12:38:59;207;76;69;11;7;7;5;4;3;3;0
2020-03-25 12:39:58;207;76;69;11;7;7;5;4;3;3;0
2020-03-25 12:40:59;207;76;69;11;7;7;5;4;3;3;0
2020-03-25 12:41:59;210;77;71;11;7;7;5;4;3;3;0
2020-03-25 12:42:58;210;78;71;11;7;7;5;4;3;3;0
2020-03-25 12:43:59;212;79;72;11;7;7;5;4;3;3;0
2020-03-25 12:44:58;212;79;72;11;7;7;5;4;3;3;0
2020-03-25 12:45:59;212;79;72;11;7;7;5;4;3;3;0
2020-03-25 12:46:58;213;80;72;11;7;7;5;4;3;3;0
2020-03-25 12:47:59;213;80;72;11;7;7;5;4;3;3;0
2020-03-25 12:48:59;216;81;72;11;8;7;5;4;3;3;0
2020-03-25 12:49:58;216;81;72;11;8;7;5;4;3;3;0
2020-03-25 12:50:59;216;81;72;11;8;7;5;4;3;3;0
2020-03-25 12:51:59;216;81;72;11;8;7;5;4;3;3;0
2020-03-25 12:52:59;216;81;72;11;8;7;5;4;3;3;0
2020-03-25 12:53:58;216;81;72;11;8;7;5;4;3;3;0
2020-03-25 12:54:59;216;81;72;11;8;7;5;4;3;3;0
2020-03-25 12:55:59;219;82;73;11;8;7;5;4;3;3;0
2020-03-25 12:56:59;219;82;73;11;8;7;5;4;3;3;0
2020-03-25 12:57:58;220;82;74;11;8;7;5;4;3;3;0
2020-03-25 12:58:59;220;82;74;11;8;7;5;4;3;3;0
2020-03-25 12:59:59;220;82;74;11;8;7;5;4;3;3;0
2020-03-25 13:00:58;220;82;74;11;8;7;5;4;3;3;0
2020-03-25 13:01:59;221;83;74;11;8;7;5;4;3;3;0
2020-03-25 13:02:59;222;82;76;11;8;7;5;4;3;3;0
2020-03-25 13:03:58;223;83;76;11;8;7;5;4;3;3;0
2020-03-25 13:04:59;225;84;76;12;8;7;5;4;3;3;0
2020-03-25 13:05:59;225;84;76;12;8;7;5;4;3;3;0
2020-03-25 13:06:58;224;84;76;12;8;7;5;4;3;3;0
2020-03-25 13:07:59;224;84;76;12;8;7;5;4;3;3;0
2020-03-25 13:08:59;226;86;76;12;8;7;5;4;3;3;0
2020-03-25 13:09:58;226;86;76;12;8;7;5;4;3;3;0
2020-03-25 13:10:59;226;86;76;12;8;7;5;4;3;3;0
