datetime;total_votes;groundhog;cmapukocmankypum;paramed;kaiL;KOCTOPE3;tutabrain;medstas;BlackIrony;rockamark;KT
2020-04-29 07:04:58;60;26;8;10;0;4;0;1;0;1;2
2020-04-29 07:05:59;60;26;8;10;0;4;0;1;0;1;2
2020-04-29 07:06:58;60;26;8;10;0;4;0;1;0;1;2
2020-04-29 07:07:59;60;26;8;10;0;4;0;1;0;1;2
2020-04-29 07:08:59;60;26;8;10;0;4;0;1;0;1;2
2020-04-29 07:09:58;60;26;8;10;0;4;0;1;0;1;2
2020-04-29 07:10:59;60;26;8;10;0;4;0;1;0;1;2
2020-04-29 07:11:59;60;26;8;10;0;4;0;1;0;1;2
2020-04-29 07:12:58;60;26;8;10;0;4;0;1;0;1;2
2020-04-29 07:13:59;60;26;8;10;0;4;0;1;0;1;2
2020-04-29 07:14:59;61;27;8;10;0;4;0;1;0;1;2
2020-04-29 07:15:58;61;27;8;10;0;4;0;1;0;1;2
2020-04-29 07:16:59;63;28;8;10;0;4;0;1;1;0;2
2020-04-29 07:17:59;63;28;8;10;0;4;0;1;1;0;2
2020-04-29 07:18:58;63;28;8;10;0;4;0;1;1;0;2
2020-04-29 07:19:59;63;28;8;10;0;4;0;1;1;0;2
2020-04-29 07:20:59;63;28;8;10;0;4;0;1;1;0;2
2020-04-29 07:21:58;63;28;8;10;0;4;0;1;1;0;2
2020-04-29 07:22:59;63;28;8;10;0;4;0;1;1;0;2
2020-04-29 07:23:59;63;28;8;10;0;4;0;1;1;0;2
2020-04-29 07:24:58;63;28;8;10;0;4;0;1;1;0;2
2020-04-29 07:25:59;63;28;8;10;0;4;0;1;1;0;2
2020-04-29 07:26:58;63;28;8;10;0;4;0;1;1;0;2
2020-04-29 07:27:59;63;28;8;10;0;4;0;1;1;0;2
2020-04-29 07:28:59;64;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:29:58;64;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:30:59;64;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:31:59;64;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:32:58;64;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:33:59;64;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:34:59;64;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:35:58;64;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:36:59;64;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:37:58;64;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:38:59;65;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:39:59;65;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:40:58;65;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:41:59;65;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:42:58;65;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:43:59;65;28;8;11;0;4;0;1;1;0;2
2020-04-29 07:44:59;66;28;8;12;0;4;0;1;1;0;2
2020-04-29 07:45:58;66;28;8;12;0;4;0;1;1;0;2
2020-04-29 07:46:59;66;28;8;12;0;4;0;1;1;0;2
2020-04-29 07:47:58;66;28;8;12;0;4;0;1;1;0;2
2020-04-29 07:48:59;66;28;8;12;0;4;0;1;1;0;2
2020-04-29 07:49:59;66;28;8;12;0;4;0;1;1;0;2
2020-04-29 07:50:58;66;28;8;12;0;4;0;1;1;0;2
2020-04-29 07:51:59;66;28;8;12;0;4;0;1;1;0;2
2020-04-29 07:52:59;66;28;8;12;0;4;0;1;1;0;2
2020-04-29 07:53:58;66;28;8;12;0;4;0;1;1;0;2
2020-04-29 07:54:59;66;28;8;12;0;4;0;1;1;0;2
2020-04-29 07:55:59;67;28;9;12;0;4;0;1;1;0;2
2020-04-29 07:56:58;67;28;9;12;0;4;0;1;1;0;2
2020-04-29 07:57:59;67;28;9;12;0;4;0;1;1;0;2
2020-04-29 07:58:59;67;28;9;12;0;4;0;1;1;0;2
2020-04-29 07:59:58;67;28;9;12;0;4;0;1;1;0;2
2020-04-29 08:00:59;69;28;10;12;1;4;0;1;2;0;2
2020-04-29 08:01:59;72;28;10;13;1;4;0;1;4;0;2
2020-04-29 08:02:58;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:03:59;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:04:58;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:05:59;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:06:59;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:07:59;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:08:58;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:09:59;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:10:59;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:11:58;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:12:59;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:13:59;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:14:58;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:15:59;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:16:58;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:17:59;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:18:59;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:19:58;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:20:59;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:21:59;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:22:58;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:23:59;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:24:59;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:25:58;73;28;10;13;1;4;0;1;4;0;3
2020-04-29 08:26:59;74;28;11;13;1;4;0;1;4;0;3
2020-04-29 08:27:58;74;28;11;13;1;4;0;1;4;0;3
2020-04-29 08:28:59;74;28;11;13;1;4;0;1;4;0;3
2020-04-29 08:29:58;74;28;11;13;1;4;0;1;4;0;3
2020-04-29 08:30:59;75;28;11;13;0;4;0;2;4;1;3
2020-04-29 08:31:59;75;28;11;13;0;4;0;2;4;1;3
2020-04-29 08:32:58;75;28;11;13;0;4;0;2;4;1;3
2020-04-29 08:33:59;75;28;11;13;0;4;0;2;4;1;3
2020-04-29 08:34:59;75;28;11;13;0;4;0;2;4;1;3
2020-04-29 08:35:58;75;28;11;13;0;4;0;2;4;1;3
2020-04-29 08:36:59;75;28;11;13;0;4;0;2;4;1;3
2020-04-29 08:38:00;75;28;11;13;0;4;0;2;4;1;3
2020-04-29 08:38:58;75;28;11;13;0;4;0;2;4;1;3
2020-04-29 08:39:59;75;28;11;13;0;4;0;2;4;1;3
2020-04-29 08:40:58;75;28;11;13;0;4;0;2;4;1;3
2020-04-29 08:41:59;75;28;11;13;0;4;0;2;4;1;3
2020-04-29 08:42:59;75;28;11;13;0;4;0;2;4;1;3
2020-04-29 08:43:58;75;28;11;13;0;4;0;2;4;1;3
2020-04-29 08:44:59;75;28;11;13;0;4;0;2;4;1;3
2020-04-29 08:45:59;77;28;12;14;0;4;0;2;4;1;3
2020-04-29 08:46:58;77;28;12;14;0;4;0;2;4;1;3
2020-04-29 08:47:59;77;28;12;14;0;4;0;2;4;1;3
2020-04-29 08:48:58;77;28;12;14;0;4;0;2;4;1;3
2020-04-29 08:49:59;77;28;12;14;0;4;0;2;4;1;3
2020-04-29 08:50:59;77;28;12;14;0;4;0;2;4;1;3
2020-04-29 08:51:58;77;28;12;14;0;4;0;2;4;1;3
2020-04-29 08:52:59;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 08:53:59;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 08:54:58;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 08:55:59;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 08:56:59;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 08:57:58;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 08:58:59;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 08:59:58;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 09:00:59;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 09:01:59;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 09:02:58;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 09:03:59;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 09:04:59;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 09:05:58;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 09:06:59;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 09:07:59;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 09:08:58;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 09:09:59;78;28;13;14;0;4;0;2;4;1;3
2020-04-29 09:10:59;80;28;13;14;0;4;0;3;4;1;3
2020-04-29 09:11:58;80;28;13;14;0;4;0;3;4;1;3
2020-04-29 09:12:59;80;28;13;14;0;4;0;3;4;1;3
2020-04-29 09:13:58;79;28;13;14;0;4;0;3;4;1;3
2020-04-29 09:14:59;79;28;13;14;0;4;0;3;4;1;3
2020-04-29 09:15:59;80;28;13;14;0;4;0;3;4;1;3
2020-04-29 09:16:58;80;28;13;14;0;4;0;3;4;1;3
2020-04-29 09:17:59;81;28;13;14;0;5;0;3;4;1;3
2020-04-29 09:18:59;82;28;13;14;0;5;0;3;4;1;3
2020-04-29 09:19:58;82;28;13;14;0;5;0;3;4;1;3
2020-04-29 09:20:59;82;28;13;14;0;5;0;3;4;1;3
2020-04-29 09:21:59;82;28;13;14;0;5;0;3;4;1;3
2020-04-29 09:22:58;83;28;13;14;0;5;1;4;4;1;3
2020-04-29 09:23:59;83;28;13;14;0;5;1;4;4;1;3
2020-04-29 09:24:59;83;28;13;14;0;5;1;4;4;1;3
2020-04-29 09:25:58;84;29;13;14;0;5;1;4;4;1;3
2020-04-29 09:26:59;84;29;13;14;0;5;1;4;4;1;3
2020-04-29 09:27:58;84;29;13;14;0;5;1;4;4;1;3
2020-04-29 09:28:59;84;29;13;14;0;5;1;4;4;1;3
2020-04-29 09:29:58;84;29;13;14;0;5;1;4;4;1;3
2020-04-29 09:30:59;84;29;13;14;0;5;1;4;4;1;3
2020-04-29 09:31:59;84;29;13;14;0;5;1;4;4;1;3
2020-04-29 09:32:58;84;29;13;14;0;5;1;4;4;1;3
2020-04-29 09:33:59;84;29;13;14;0;5;1;4;4;1;3
2020-04-29 09:34:59;85;29;13;14;0;5;1;4;4;0;3
2020-04-29 09:35:58;85;29;13;14;0;5;1;4;4;0;3
2020-04-29 09:36:59;87;31;13;14;0;5;1;4;4;0;3
2020-04-29 09:37:59;87;31;13;14;0;5;1;4;4;0;3
2020-04-29 09:38:58;87;31;13;14;0;5;1;4;4;0;3
2020-04-29 09:39:59;87;31;13;14;0;5;1;4;4;0;3
2020-04-29 09:40:59;87;31;13;14;0;5;1;4;4;0;3
2020-04-29 09:41:58;88;31;14;14;0;5;1;4;4;0;3
2020-04-29 09:42:59;90;31;15;15;0;5;1;4;4;0;3
2020-04-29 09:43:59;90;31;15;15;0;5;1;4;4;0;3
2020-04-29 09:44:58;91;31;16;15;0;5;1;4;4;0;3
2020-04-29 09:45:59;92;31;17;15;0;5;1;4;4;0;3
2020-04-29 09:46:59;93;31;18;15;0;5;1;4;4;0;3
2020-04-29 09:47:58;95;32;19;15;0;5;1;4;4;0;3
2020-04-29 09:48:59;95;32;19;15;0;5;1;4;4;0;3
2020-04-29 09:49:58;95;32;19;15;0;5;1;4;4;0;3
2020-04-29 09:50:59;95;32;19;15;0;5;1;4;4;0;3
2020-04-29 09:51:59;95;32;19;15;0;5;1;4;4;0;3
2020-04-29 09:52:58;96;33;19;15;0;5;1;4;4;0;3
2020-04-29 09:53:59;97;33;19;15;0;5;2;4;4;1;3
2020-04-29 09:54:59;98;34;19;15;0;5;2;4;4;1;3
2020-04-29 09:55:58;98;34;19;15;0;5;2;4;4;1;3
2020-04-29 09:56:59;98;34;19;15;0;5;2;4;4;1;3
2020-04-29 09:57:58;98;34;19;15;0;5;2;4;4;1;3
2020-04-29 09:58:59;98;34;19;15;0;5;2;4;4;1;3
2020-04-29 09:59:59;98;34;19;15;0;5;2;4;4;1;3
2020-04-29 10:00:59;98;34;19;15;0;5;2;4;4;1;3
2020-04-29 10:01:58;98;34;19;15;0;5;2;4;4;1;3
2020-04-29 10:02:59;99;35;19;15;0;5;2;4;4;1;3
2020-04-29 10:03:59;99;35;19;15;0;5;2;4;4;1;3
2020-04-29 10:04:58;99;35;19;15;0;5;2;4;4;1;3
2020-04-29 10:05:59;99;35;19;15;0;5;2;4;4;1;3
2020-04-29 10:06:58;99;35;19;15;0;5;2;4;4;1;3
2020-04-29 10:07:59;99;35;19;15;0;5;2;4;4;1;3
2020-04-29 10:08:59;99;35;19;15;0;5;2;4;4;1;3
2020-04-29 10:09:58;99;35;19;15;0;5;2;4;4;1;3
2020-04-29 10:10:59;99;35;19;15;0;5;2;4;4;1;3
2020-04-29 10:11:59;99;35;19;15;0;5;2;4;4;1;3
2020-04-29 10:12:58;99;35;19;15;0;5;2;4;4;1;3
2020-04-29 10:13:59;99;35;19;15;0;5;2;4;4;1;3
2020-04-29 10:14:59;102;37;19;15;0;5;2;4;4;2;3
2020-04-29 10:15:58;104;38;19;15;2;5;2;4;4;2;3
2020-04-29 10:16:59;105;38;19;16;2;5;2;4;4;2;3
2020-04-29 10:17:59;105;38;19;16;2;5;2;4;4;2;3
2020-04-29 10:18:58;105;38;19;16;2;5;2;4;4;2;3
2020-04-29 10:19:59;105;38;19;16;2;5;2;4;4;2;3
2020-04-29 10:20:59;105;38;19;16;2;5;2;4;4;2;3
2020-04-29 10:21:59;106;39;19;16;2;5;2;4;4;2;3
2020-04-29 10:22:58;106;39;19;16;2;5;2;4;4;2;3
2020-04-29 10:23:59;107;39;19;16;2;5;3;4;4;2;3
2020-04-29 10:24:59;107;39;19;16;2;5;3;4;4;2;3
2020-04-29 10:25:58;107;39;19;16;2;5;3;4;4;2;3
2020-04-29 10:26:59;108;39;19;16;2;5;3;4;4;2;4
2020-04-29 10:27:58;108;39;19;16;2;5;3;4;4;2;4
2020-04-29 10:28:59;108;39;19;16;2;5;3;4;4;2;4
2020-04-29 10:29:59;108;39;19;16;2;5;3;4;4;2;4
2020-04-29 10:30:58;108;39;19;16;2;5;3;4;4;2;4
2020-04-29 10:31:59;109;39;19;17;2;5;3;4;4;2;4
2020-04-29 10:32:59;109;39;19;17;2;5;3;4;4;2;4
2020-04-29 10:33:58;109;39;19;17;2;5;3;4;4;2;4
2020-04-29 10:34:59;110;39;20;17;2;5;3;4;4;2;4
2020-04-29 10:35:59;110;39;20;17;2;5;3;4;4;2;4
2020-04-29 10:36:58;111;39;20;17;2;5;3;4;4;2;4
2020-04-29 10:37:59;111;39;20;17;2;5;3;4;4;2;4
2020-04-29 10:38:58;111;39;20;17;2;5;3;4;4;2;4
2020-04-29 10:39:59;111;39;20;17;2;5;3;4;4;2;4
2020-04-29 10:40:59;112;40;20;17;2;5;3;4;4;2;4
2020-04-29 10:41:58;112;40;20;17;2;5;3;4;4;2;4
2020-04-29 10:42:59;112;40;20;17;2;5;3;4;4;2;4
2020-04-29 10:43:59;113;41;20;17;2;5;3;4;4;2;4
2020-04-29 10:44:58;113;41;20;17;2;5;3;4;4;2;4
2020-04-29 10:45:59;113;41;20;17;2;5;3;4;4;2;4
2020-04-29 10:46:59;113;41;20;17;2;5;3;4;4;2;4
2020-04-29 10:47:58;113;41;20;17;2;5;3;4;4;2;4
2020-04-29 10:48:59;113;41;20;17;2;5;3;4;4;2;4
2020-04-29 10:49:59;114;41;20;18;2;5;3;4;4;2;4
2020-04-29 10:50:58;114;41;20;18;2;5;3;4;4;2;4
2020-04-29 10:51:59;114;41;20;18;2;5;3;4;4;2;4
2020-04-29 10:52:58;114;41;20;18;2;5;3;4;4;2;4
2020-04-29 10:53:59;114;41;20;18;2;5;3;4;4;2;4
2020-04-29 10:54:59;114;41;20;18;2;5;3;4;4;2;4
2020-04-29 10:55:58;114;41;20;18;2;5;3;4;4;2;4
2020-04-29 10:56:59;114;41;20;18;2;5;3;4;4;2;4
2020-04-29 10:57:59;116;42;20;19;2;5;3;4;4;2;4
2020-04-29 10:58:58;117;43;20;19;2;5;3;4;4;2;4
2020-04-29 10:59:59;117;43;20;19;2;5;3;4;4;2;4
2020-04-29 11:00:59;117;43;20;19;2;5;3;4;4;2;4
2020-04-29 11:01:58;117;43;20;19;2;5;3;4;4;2;4
2020-04-29 11:02:59;119;43;21;19;2;5;3;4;4;2;4
2020-04-29 11:03:59;119;43;21;19;2;5;3;4;4;2;4
2020-04-29 11:04:58;119;43;21;19;2;5;3;4;4;2;4
2020-04-29 11:05:59;120;43;21;19;2;5;3;4;4;2;4
2020-04-29 11:06:58;120;43;21;19;2;5;3;4;4;2;4
2020-04-29 11:07:59;120;43;21;19;2;5;3;4;4;2;4
2020-04-29 11:08:59;121;44;21;19;2;5;3;4;4;2;4
2020-04-29 11:09:58;121;44;21;19;2;5;3;4;4;2;4
2020-04-29 11:10:59;121;44;21;19;2;5;3;4;4;2;4
2020-04-29 11:11:59;121;44;21;19;2;5;3;4;4;2;4
2020-04-29 11:12:58;122;45;21;19;2;5;3;4;4;2;4
2020-04-29 11:13:59;123;46;21;19;2;5;3;4;4;2;4
2020-04-29 11:14:59;123;46;21;19;2;5;3;4;4;2;4
2020-04-29 11:15:58;123;46;21;19;2;5;3;4;4;2;4
2020-04-29 11:16:59;125;47;22;19;2;5;3;4;4;2;4
2020-04-29 11:17:58;125;47;22;19;2;5;3;4;4;2;4
2020-04-29 11:18:59;125;47;22;19;2;5;3;4;4;2;4
2020-04-29 11:19:59;125;47;22;19;2;5;3;4;4;2;4
2020-04-29 11:20:58;125;47;22;19;2;5;3;4;4;2;4
2020-04-29 11:21:59;125;47;22;19;2;5;3;4;4;2;4
2020-04-29 11:22:59;125;47;22;19;2;5;3;4;4;2;4
2020-04-29 11:23:58;125;47;22;19;2;5;3;4;4;2;4
2020-04-29 11:24:59;125;47;22;19;2;5;3;4;4;2;4
2020-04-29 11:25:59;126;47;23;19;2;5;3;4;4;2;4
2020-04-29 11:26:58;128;47;24;19;3;5;3;4;4;2;4
2020-04-29 11:27:59;128;47;24;19;3;5;3;4;4;2;4
2020-04-29 11:28:59;128;47;24;19;3;5;3;4;4;2;4
2020-04-29 11:29:58;128;47;24;19;3;5;3;4;4;2;4
2020-04-29 11:30:59;129;48;24;19;3;5;3;4;4;2;4
2020-04-29 11:31:58;129;48;24;19;3;5;3;4;4;2;4
2020-04-29 11:32:59;129;48;24;19;3;5;3;4;4;2;4
2020-04-29 11:33:59;129;48;24;19;3;5;3;4;4;2;4
2020-04-29 11:34:58;129;48;24;19;3;5;3;4;4;2;4
2020-04-29 11:35:59;129;48;24;19;3;5;3;4;4;2;4
2020-04-29 11:36:59;129;48;24;19;3;5;3;4;4;2;4
2020-04-29 11:37:58;130;48;24;20;3;5;3;4;4;2;4
2020-04-29 11:38:59;130;48;24;20;3;5;3;4;4;2;4
2020-04-29 11:39:59;130;48;24;20;3;5;3;4;4;2;4
2020-04-29 11:40:58;130;48;24;20;3;5;3;4;4;2;4
2020-04-29 11:41:59;131;48;24;20;3;5;3;4;4;2;5
2020-04-29 11:42:58;131;48;24;20;3;5;3;4;4;2;5
2020-04-29 11:43:59;131;48;24;20;3;5;3;4;4;2;5
2020-04-29 11:44:59;131;48;24;20;3;5;3;4;4;2;5
2020-04-29 11:45:58;131;48;24;20;3;5;3;4;4;2;5
2020-04-29 11:46:59;131;48;24;20;3;5;3;4;4;2;5
2020-04-29 11:47:59;131;48;24;20;3;5;3;4;4;2;5
2020-04-29 11:48:58;132;48;24;21;3;5;3;4;4;2;5
2020-04-29 11:49:59;132;48;24;21;3;5;3;4;4;2;5
2020-04-29 11:50:58;132;48;24;21;3;5;3;4;4;2;5
2020-04-29 11:51:59;132;48;24;21;3;5;3;4;4;2;5
2020-04-29 11:52:58;132;48;24;21;3;5;3;4;4;2;5
2020-04-29 11:53:59;133;49;24;21;3;5;3;4;4;2;5
2020-04-29 11:54:59;133;49;24;21;3;5;3;4;4;2;5
2020-04-29 11:55:59;133;49;24;21;3;5;3;4;4;2;5
2020-04-29 11:56:58;133;49;24;21;3;5;3;4;4;2;5
2020-04-29 11:57:59;133;49;24;21;3;5;3;4;4;2;5
2020-04-29 11:58:58;133;49;24;21;3;5;3;4;4;2;5
2020-04-29 11:59:59;134;50;24;21;3;5;3;4;4;2;5
2020-04-29 12:00:59;134;50;24;21;3;5;3;4;4;2;5
2020-04-29 12:01:58;135;50;25;21;3;5;3;4;4;2;5
2020-04-29 12:02:59;135;50;25;21;3;5;3;4;4;2;5
2020-04-29 12:03:59;135;50;25;21;3;5;3;4;4;2;5
2020-04-29 12:04:58;135;50;25;21;3;5;3;4;4;2;5
2020-04-29 12:05:59;135;50;25;21;3;5;3;4;4;2;5
2020-04-29 12:06:59;135;50;25;21;3;5;3;4;4;2;5
2020-04-29 12:07:58;135;50;25;21;3;5;3;4;4;2;5
2020-04-29 12:08:59;135;50;25;21;3;5;3;4;4;2;5
2020-04-29 12:09:58;135;50;25;21;3;5;3;4;4;2;5
2020-04-29 12:10:59;136;50;26;21;3;5;3;4;4;2;5
2020-04-29 12:11:59;137;51;26;21;3;5;3;4;4;2;5
2020-04-29 12:12:58;139;52;27;21;3;5;3;4;4;2;5
2020-04-29 12:13:59;139;52;27;21;3;5;3;4;4;2;5
2020-04-29 12:14:58;139;52;27;21;3;5;3;4;4;2;5
2020-04-29 12:15:59;140;53;27;21;3;5;3;4;4;2;5
2020-04-29 12:16:59;140;53;27;21;3;5;3;4;4;2;5
2020-04-29 12:17:58;141;53;27;21;4;5;3;4;4;2;5
2020-04-29 12:18:59;141;53;27;21;4;5;3;4;4;2;5
2020-04-29 12:19:58;141;53;27;21;4;5;3;4;4;2;5
2020-04-29 12:20:59;142;53;28;21;4;5;3;4;4;2;5
2020-04-29 12:21:59;142;53;28;21;4;5;3;4;4;2;5
2020-04-29 12:22:58;142;53;28;21;4;5;3;4;4;2;5
2020-04-29 12:23:59;142;53;28;21;4;5;3;4;4;2;5
2020-04-29 12:24:59;142;53;28;21;4;5;3;4;4;2;5
2020-04-29 12:25:58;142;53;28;21;4;5;3;4;4;2;5
2020-04-29 12:26:59;142;53;28;21;4;5;3;4;4;2;5
2020-04-29 12:27:58;142;53;28;21;4;5;3;4;4;2;5
2020-04-29 12:28:59;143;54;28;21;4;5;3;4;4;2;5
2020-04-29 12:29:58;143;54;28;21;4;5;3;4;4;2;5
2020-04-29 12:30:59;143;54;28;21;4;5;3;4;4;2;5
2020-04-29 12:31:59;143;54;28;21;4;5;3;4;4;2;5
2020-04-29 12:32:58;143;54;28;21;4;5;3;4;4;2;5
2020-04-29 12:33:59;143;54;28;21;4;5;3;4;4;2;5
2020-04-29 12:34:59;143;54;28;21;4;5;3;4;4;2;5
2020-04-29 12:35:58;143;54;28;21;4;5;3;4;4;2;5
2020-04-29 12:36:59;143;54;28;21;4;5;3;4;4;2;5
2020-04-29 12:37:59;143;54;28;21;4;5;3;4;4;2;5
2020-04-29 12:38:58;143;54;28;21;4;5;3;4;4;2;5
2020-04-29 12:39:59;143;54;28;21;4;5;3;4;4;2;5
2020-04-29 12:40:59;143;54;28;21;4;5;3;4;4;2;5
2020-04-29 12:41:59;143;54;28;21;4;5;3;4;4;2;5
2020-04-29 12:42:58;144;54;29;21;4;5;3;4;4;2;5
2020-04-29 12:43:59;144;54;29;21;4;5;3;4;4;2;5
2020-04-29 12:44:59;145;54;29;21;4;5;3;4;4;2;6
2020-04-29 12:45:58;145;54;29;21;4;5;3;4;4;2;6
2020-04-29 12:46:59;145;54;29;21;4;5;3;4;4;2;6
2020-04-29 12:47:59;145;54;29;21;4;5;3;4;4;2;6
2020-04-29 12:48:58;145;54;29;21;4;5;3;4;4;2;6
2020-04-29 12:49:59;145;54;29;21;4;5;3;4;4;2;6
2020-04-29 12:50:59;145;54;29;21;4;5;3;4;4;2;6
2020-04-29 12:51:58;145;54;29;21;4;5;3;4;4;2;6
2020-04-29 12:52:59;145;54;29;21;4;5;3;4;4;2;6
2020-04-29 12:53:58;145;54;29;21;4;5;3;4;4;2;6
2020-04-29 12:54:59;146;54;29;22;4;5;3;4;4;2;6
2020-04-29 12:55:59;146;54;29;22;4;5;3;4;4;2;6
2020-04-29 12:56:58;146;54;29;22;4;5;3;4;4;2;6
2020-04-29 12:57:59;146;54;29;22;4;5;3;4;4;2;6
2020-04-29 12:58:59;146;54;29;22;4;5;3;4;4;2;6
2020-04-29 12:59:58;146;54;29;22;4;5;3;4;4;2;6
2020-04-29 13:00:59;146;54;29;22;4;5;3;4;4;2;6
2020-04-29 13:01:58;146;54;29;22;4;5;3;4;4;2;6
2020-04-29 13:02:59;147;54;30;22;4;5;3;4;4;2;6
2020-04-29 13:03:59;147;54;30;22;4;5;3;4;4;2;6
2020-04-29 13:04:58;147;54;30;22;4;5;3;4;4;2;6
2020-04-29 13:05:59;147;54;30;22;4;5;3;4;4;2;6
2020-04-29 13:06:58;147;54;30;22;4;5;3;4;4;2;6
2020-04-29 13:07:59;147;54;30;22;4;5;3;4;4;2;6
2020-04-29 13:08:59;148;55;30;22;4;5;3;4;4;2;6
2020-04-29 13:09:58;148;55;30;22;4;5;3;4;4;2;6
2020-04-29 13:10:59;148;55;30;22;4;5;3;4;4;2;6
2020-04-29 13:11:59;148;55;30;22;4;5;3;4;4;2;6
2020-04-29 13:12:59;148;55;30;22;4;5;3;4;4;2;6
2020-04-29 13:13:58;148;55;30;22;4;5;3;4;4;2;6
2020-04-29 13:14:59;148;55;30;22;4;5;3;4;4;2;6
2020-04-29 13:15:59;148;55;30;22;4;5;3;4;4;2;6
2020-04-29 13:16:58;148;55;30;22;4;5;3;4;4;2;6
2020-04-29 13:17:59;148;55;30;22;4;5;3;4;4;2;6
2020-04-29 13:18:59;148;55;30;22;4;5;3;4;4;2;6
2020-04-29 13:19:58;149;55;31;22;4;5;3;4;4;2;6
2020-04-29 13:20:59;150;55;32;22;4;5;3;4;4;2;6
2020-04-29 13:21:58;151;56;32;22;4;5;3;4;4;2;6
2020-04-29 13:22:59;151;56;32;22;4;5;3;4;4;2;6
2020-04-29 13:23:59;151;56;32;22;4;5;3;4;4;2;6
2020-04-29 13:24:58;151;56;32;22;4;5;3;4;4;2;6
2020-04-29 13:25:59;151;56;32;22;4;5;3;4;4;2;6
2020-04-29 13:26:59;151;56;32;22;4;5;3;4;4;2;6
2020-04-29 13:27:58;151;56;32;22;4;5;3;4;4;2;6
2020-04-29 13:28:59;151;56;32;22;4;5;3;4;4;2;6
2020-04-29 13:29:58;151;56;32;22;4;5;3;4;4;2;6
2020-04-29 13:30:59;151;56;32;22;4;5;3;4;4;2;6
2020-04-29 13:31:59;151;56;32;22;4;5;3;4;4;2;6
2020-04-29 13:32:58;151;56;32;22;4;5;3;4;4;2;6
2020-04-29 13:33:59;151;56;32;22;4;5;3;4;4;2;6
2020-04-29 13:34:59;151;56;32;22;4;5;3;4;4;2;6
2020-04-29 13:35:58;151;56;32;22;4;5;3;4;4;2;6
2020-04-29 13:36:59;151;57;32;22;4;5;3;4;4;2;5
2020-04-29 13:37:59;151;57;32;22;4;5;3;4;4;2;5
2020-04-29 13:38:59;151;57;32;22;4;5;3;4;4;2;5
2020-04-29 13:39:58;152;57;32;23;4;5;3;4;4;2;5
2020-04-29 13:40:59;152;57;32;23;4;5;3;4;4;2;5
2020-04-29 13:41:58;152;57;32;23;4;5;3;4;4;2;5
