datetime;total_votes;pavelomg;DrumBox;Dirtylieutenant;kamutahirovata;rockamark;megalomaniac;Zabava;mvgolubev;Lay_Lady_Lay;Palad1n
2019-12-25 06:23:59;50;0;10;7;2;5;3;5;2;2;3
2019-12-25 06:24:58;50;0;10;7;2;5;3;5;2;2;3
2019-12-25 06:25:59;50;0;10;7;2;5;3;5;2;2;3
2019-12-25 06:26:59;51;0;10;8;2;5;3;5;2;2;3
2019-12-25 06:27:59;51;0;10;8;2;5;3;5;2;2;3
2019-12-25 06:28:58;51;0;10;8;2;5;3;5;2;2;3
2019-12-25 06:29:59;51;0;10;8;2;5;3;5;2;2;3
2019-12-25 06:30:59;51;0;10;8;2;5;3;5;2;2;3
2019-12-25 06:31:58;52;0;10;8;2;6;3;5;2;2;3
2019-12-25 06:32:59;52;0;10;8;2;6;3;5;2;2;3
2019-12-25 06:33:59;52;0;10;8;2;6;3;5;2;2;3
2019-12-25 06:34:58;52;0;10;8;2;6;3;5;2;2;3
2019-12-25 06:35:59;52;0;10;8;2;6;3;5;2;2;3
2019-12-25 06:36:59;52;0;10;8;2;6;3;5;2;2;3
2019-12-25 06:37:58;52;0;10;8;2;6;3;5;2;2;3
2019-12-25 06:38:59;52;0;10;8;2;6;3;5;2;2;3
2019-12-25 06:39:59;52;0;10;8;2;6;3;5;2;2;3
2019-12-25 06:40:59;53;0;10;9;2;6;3;5;2;2;3
2019-12-25 06:41:58;53;0;10;9;2;6;3;5;2;2;3
2019-12-25 06:42:59;54;0;10;9;2;6;3;6;2;2;3
2019-12-25 06:43:59;54;0;10;9;2;6;3;6;2;2;3
2019-12-25 06:44:58;54;0;10;9;2;6;3;6;2;2;3
2019-12-25 06:45:59;54;0;10;9;2;6;3;6;2;2;3
2019-12-25 06:46:59;54;0;10;9;2;6;3;6;2;2;3
2019-12-25 06:47:58;54;0;10;9;2;6;3;6;2;2;3
2019-12-25 06:48:59;55;0;10;9;2;6;3;6;2;3;3
2019-12-25 06:49:58;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 06:50:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 06:51:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 06:52:58;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 06:53:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 06:54:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 06:55:58;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 06:56:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 06:57:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 06:58:58;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 06:59:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:00:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:01:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:02:58;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:03:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:04:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:05:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:06:58;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:07:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:08:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:09:58;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:10:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:11:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:12:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:13:58;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:14:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:15:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:16:58;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:17:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:18:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:19:58;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:20:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:21:59;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:22:58;56;0;10;10;2;6;3;6;2;3;3
2019-12-25 07:23:59;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:24:59;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:25:59;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:26:58;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:27:59;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:28:59;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:29:59;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:30:58;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:31:59;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:32:59;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:33:58;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:34:59;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:35:59;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:36:59;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:37:58;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:38:59;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:39:59;57;0;10;10;2;6;3;6;3;3;3
2019-12-25 07:40:58;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:41:59;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:42:59;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:43:59;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:44:58;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:45:59;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:46:59;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:47:59;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:48:58;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:49:59;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:50:59;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:51:59;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:52:58;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:53:59;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:54:59;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:55:59;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:56:58;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:57:59;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:58:59;58;0;10;11;2;6;3;6;3;3;3
2019-12-25 07:59:58;59;0;10;11;2;6;3;7;3;3;3
2019-12-25 08:00:59;59;0;10;11;2;6;3;7;3;3;3
2019-12-25 08:02:00;59;0;10;11;2;6;3;7;3;3;3
2019-12-25 08:02:58;59;0;10;11;2;6;3;7;3;3;3
2019-12-25 08:03:59;59;0;10;11;2;6;3;7;3;3;3
2019-12-25 08:04:59;59;0;10;11;2;6;3;7;3;3;3
2019-12-25 08:06:00;59;0;10;11;2;6;3;7;3;3;3
2019-12-25 08:06:58;59;0;10;11;2;6;3;7;3;3;3
2019-12-25 08:07:59;59;0;10;11;2;6;3;7;3;3;3
2019-12-25 08:08:59;60;0;10;12;2;6;3;7;3;3;3
2019-12-25 08:09:58;60;0;10;12;2;6;3;7;3;3;3
2019-12-25 08:10:59;60;0;10;12;2;6;3;7;3;3;3
2019-12-25 08:11:59;60;0;10;12;2;6;3;7;3;3;3
2019-12-25 08:12:59;60;0;10;12;2;6;3;7;3;3;3
2019-12-25 08:13:58;60;0;10;12;2;6;3;7;3;3;3
2019-12-25 08:14:59;60;0;10;12;2;6;3;7;3;3;3
2019-12-25 08:15:58;61;0;11;12;2;6;3;7;3;3;3
2019-12-25 08:16:59;61;0;11;12;2;6;3;7;3;3;3
2019-12-25 08:17:59;61;0;11;12;2;6;3;7;3;3;3
2019-12-25 08:18:59;61;0;11;12;2;6;3;7;3;3;3
2019-12-25 08:19:58;61;0;11;12;2;6;3;7;3;3;3
2019-12-25 08:20:59;61;0;11;12;2;6;3;7;3;3;3
2019-12-25 08:21:59;62;0;12;12;2;6;3;7;3;3;3
2019-12-25 08:22:58;62;0;12;12;2;6;3;7;3;3;3
2019-12-25 08:23:59;62;0;12;12;2;6;3;7;3;3;3
2019-12-25 08:24:59;62;0;12;12;2;6;3;7;3;3;3
2019-12-25 08:25:59;62;0;12;12;2;6;3;7;3;3;3
2019-12-25 08:26:58;62;0;12;12;2;6;3;7;3;3;3
2019-12-25 08:27:59;62;0;12;12;2;6;3;7;3;3;3
2019-12-25 08:28:59;62;0;12;12;2;6;3;7;3;3;3
2019-12-25 08:29:58;62;0;12;12;2;6;3;7;3;3;3
2019-12-25 08:30:59;62;0;12;12;2;6;3;7;3;3;3
2019-12-25 08:31:58;62;0;12;12;2;6;3;7;3;3;3
2019-12-25 08:32:59;62;0;12;12;2;6;3;7;3;3;3
2019-12-25 08:33:59;64;0;12;12;2;6;3;9;3;3;3
2019-12-25 08:34:59;64;0;12;12;2;6;3;9;3;3;3
2019-12-25 08:35:58;64;0;12;12;2;6;3;9;3;3;3
2019-12-25 08:36:59;64;0;12;12;2;6;3;9;3;3;3
2019-12-25 08:37:59;64;0;12;12;2;6;3;9;3;3;3
2019-12-25 08:38:59;64;0;12;12;2;6;3;9;3;3;3
2019-12-25 08:39:58;64;0;12;12;2;6;3;9;3;3;3
2019-12-25 08:40:59;64;0;12;12;2;6;3;9;3;3;3
2019-12-25 08:41:59;64;0;12;12;2;6;3;9;3;3;3
2019-12-25 08:42:58;64;0;12;12;2;6;3;9;3;3;3
2019-12-25 08:43:59;64;0;12;12;2;6;3;9;3;3;3
2019-12-25 08:44:59;64;0;12;12;2;6;3;9;3;3;3
2019-12-25 08:45:59;64;0;12;12;2;6;3;9;3;3;3
2019-12-25 08:46:58;64;0;12;12;2;6;3;9;3;3;3
2019-12-25 08:47:59;64;0;12;12;2;6;3;9;3;3;3
2019-12-25 08:48:59;65;0;12;12;2;6;4;9;3;3;3
2019-12-25 08:50:00;65;0;12;12;2;6;4;9;3;3;3
2019-12-25 08:50:58;65;0;12;12;2;6;4;9;3;3;3
2019-12-25 08:51:59;65;0;12;12;2;6;4;9;3;3;3
2019-12-25 08:52:59;65;0;12;12;2;6;4;9;3;3;3
2019-12-25 08:53:58;65;0;12;12;2;6;4;9;3;3;3
2019-12-25 08:54:59;65;0;12;12;2;6;4;9;3;3;3
2019-12-25 08:55:59;65;0;12;12;2;6;4;9;3;3;3
2019-12-25 08:56:59;65;0;12;12;2;6;4;9;3;3;3
2019-12-25 08:57:58;65;0;12;12;2;6;4;9;3;3;3
2019-12-25 08:58:59;65;0;12;12;2;6;4;9;3;3;3
2019-12-25 08:59:59;65;0;12;12;2;6;4;9;3;3;3
2019-12-25 09:00:59;66;0;13;12;2;6;4;9;3;3;3
2019-12-25 09:01:58;66;0;13;12;2;6;4;9;3;3;3
2019-12-25 09:02:59;66;0;13;12;2;6;4;9;3;3;3
2019-12-25 09:03:58;66;0;13;12;2;6;4;9;3;3;3
2019-12-25 09:04:59;67;0;13;12;2;6;4;9;3;3;3
2019-12-25 09:05:59;67;0;13;12;2;6;4;9;3;3;3
2019-12-25 09:06:59;67;0;13;12;2;6;4;9;3;3;3
2019-12-25 09:07:58;67;0;13;12;2;6;4;9;3;3;3
2019-12-25 09:08:59;67;0;13;12;2;6;4;9;3;3;3
2019-12-25 09:09:59;67;0;13;12;2;6;4;9;3;3;3
2019-12-25 09:11:00;67;0;13;12;2;6;4;9;3;3;3
2019-12-25 09:11:58;67;0;13;12;2;6;4;9;3;3;3
2019-12-25 09:12:59;67;0;13;12;2;6;4;9;3;3;3
2019-12-25 09:13:59;67;0;13;12;2;6;4;9;3;3;3
2019-12-25 09:14:58;67;0;13;12;2;6;4;9;3;3;3
2019-12-25 09:15:59;68;0;14;12;2;6;4;9;3;3;3
2019-12-25 09:16:59;68;0;14;12;2;6;4;9;3;3;3
2019-12-25 09:17:58;68;0;14;12;2;6;4;9;3;3;3
2019-12-25 09:18:59;68;0;14;12;2;6;4;9;3;3;3
2019-12-25 09:19:59;69;0;15;12;2;6;4;9;3;3;3
2019-12-25 09:20:59;69;0;15;12;2;6;4;9;3;3;3
2019-12-25 09:21:58;69;0;15;12;2;6;4;9;3;3;3
2019-12-25 09:22:59;71;0;16;13;2;6;4;9;3;3;3
2019-12-25 09:23:59;71;0;16;13;2;6;4;9;3;3;3
2019-12-25 09:24:58;71;0;16;13;2;6;4;9;3;3;3
2019-12-25 09:25:59;71;0;16;13;2;6;4;9;3;3;3
2019-12-25 09:26:59;71;0;16;13;2;6;4;9;3;3;3
2019-12-25 09:27:59;71;0;16;13;2;6;4;9;3;3;3
2019-12-25 09:28:58;71;0;16;13;2;6;4;9;3;3;3
2019-12-25 09:29:59;73;0;16;13;2;6;4;9;3;4;3
2019-12-25 09:30:59;73;0;16;13;2;6;4;9;3;4;3
2019-12-25 09:31:58;73;0;16;13;2;6;4;9;3;4;3
2019-12-25 09:32:59;73;0;16;13;2;6;4;9;3;4;3
2019-12-25 09:33:59;73;0;16;13;2;6;4;9;3;4;3
2019-12-25 09:34:59;73;0;16;13;2;6;4;9;3;4;3
2019-12-25 09:35:58;73;0;16;13;2;6;4;9;3;4;3
2019-12-25 09:36:59;73;0;16;13;2;6;4;9;3;4;3
2019-12-25 09:37:59;73;0;16;13;2;6;4;9;3;4;3
2019-12-25 09:38:58;73;0;16;13;2;6;4;9;3;4;3
2019-12-25 09:39:59;73;0;16;13;2;6;4;9;3;4;3
2019-12-25 09:40:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:41:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:42:58;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:43:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:44:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:45:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:46:58;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:47:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:48:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:49:58;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:50:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:51:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:52:58;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:53:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:54:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:55:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:56:58;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:57:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:58:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 09:59:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 10:00:58;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 10:01:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 10:02:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 10:03:58;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 10:04:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 10:05:59;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 10:07:00;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 10:07:58;74;0;16;14;2;6;4;9;3;4;3
2019-12-25 10:08:59;75;0;17;14;3;6;4;9;3;4;3
2019-12-25 10:09:59;75;0;17;14;3;6;4;9;3;4;3
2019-12-25 10:10:58;75;0;17;14;3;6;4;9;3;4;3
2019-12-25 10:11:59;76;0;17;14;3;6;4;9;3;4;3
2019-12-25 10:12:59;76;0;17;14;3;6;4;9;3;4;3
2019-12-25 10:13:59;76;0;17;14;3;6;4;9;3;4;3
2019-12-25 10:14:58;76;0;17;14;3;6;4;9;3;4;3
2019-12-25 10:15:59;76;0;17;14;3;6;4;9;3;4;3
2019-12-25 10:16:59;76;0;17;14;3;6;4;9;3;4;3
2019-12-25 10:17:59;76;0;17;14;3;6;4;9;3;4;3
2019-12-25 10:18:58;76;0;17;14;3;6;4;9;3;4;3
2019-12-25 10:19:59;76;0;17;14;3;6;4;9;3;4;3
2019-12-25 10:20:59;76;0;17;14;3;6;4;9;3;4;3
2019-12-25 10:21:58;76;0;17;14;3;6;4;9;3;4;3
2019-12-25 10:22:59;76;0;17;14;3;6;4;9;3;4;3
2019-12-25 10:23:58;77;0;17;15;3;6;4;9;3;4;3
2019-12-25 10:24:59;78;0;17;15;4;6;4;9;3;4;3
2019-12-25 10:25:59;79;0;17;15;4;7;4;9;3;4;3
2019-12-25 10:26:59;79;0;17;15;4;7;4;9;3;4;3
2019-12-25 10:27:58;79;0;17;15;4;7;4;9;3;4;3
2019-12-25 10:28:59;79;0;17;15;4;7;4;9;3;4;3
2019-12-25 10:29:59;79;0;17;15;4;7;4;9;3;4;3
2019-12-25 10:31:00;80;0;18;15;4;7;4;9;3;4;3
2019-12-25 10:31:58;80;0;18;15;4;7;4;9;3;4;3
2019-12-25 10:32:59;80;0;18;15;4;7;4;9;3;4;3
2019-12-25 10:33:59;80;0;18;15;4;7;4;9;3;4;3
2019-12-25 10:34:59;80;0;18;15;4;7;4;9;3;4;3
2019-12-25 10:35:58;80;0;18;15;4;7;4;9;3;4;3
2019-12-25 10:36:59;80;0;18;15;4;7;4;9;3;4;3
2019-12-25 10:37:59;80;0;18;15;4;7;4;9;3;4;3
2019-12-25 10:39:00;80;0;18;15;4;7;4;9;3;4;3
2019-12-25 10:39:58;80;0;18;15;4;7;4;9;3;4;3
2019-12-25 10:40:59;80;0;18;15;4;7;4;9;3;4;3
2019-12-25 10:41:59;80;0;18;15;4;7;4;9;3;4;3
2019-12-25 10:42:58;80;0;18;15;4;7;4;9;3;4;3
2019-12-25 10:43:59;81;0;18;15;4;7;4;9;3;4;3
2019-12-25 10:44:59;82;0;18;16;4;7;4;9;3;4;3
2019-12-25 10:45:59;82;0;18;16;4;7;4;9;3;4;3
2019-12-25 10:46:58;82;0;18;16;4;7;4;9;3;4;3
2019-12-25 10:47:59;82;0;18;16;4;7;4;9;3;4;3
2019-12-25 10:48:59;82;0;18;16;4;7;4;9;3;4;3
2019-12-25 10:49:58;82;0;18;16;4;7;4;9;3;4;3
2019-12-25 10:50:59;82;0;18;16;4;7;4;9;3;4;3
2019-12-25 10:51:59;83;0;19;16;4;7;4;9;3;4;3
2019-12-25 10:52:59;83;0;19;16;4;7;4;9;3;4;3
2019-12-25 10:53:58;83;0;19;16;4;7;4;9;3;4;3
2019-12-25 10:54:59;83;0;19;16;4;7;4;9;3;4;3
2019-12-25 10:55:58;83;0;19;16;4;7;4;9;3;4;3
2019-12-25 10:56:59;83;0;19;16;4;7;4;9;3;4;3
2019-12-25 10:57:59;83;0;19;16;4;7;4;9;3;4;3
2019-12-25 10:58:59;83;0;19;16;4;7;4;9;3;4;3
2019-12-25 10:59:58;83;0;19;16;4;7;4;9;3;4;3
2019-12-25 11:00:59;83;0;19;16;4;7;4;9;3;4;3
2019-12-25 11:01:59;83;0;19;16;4;7;4;9;3;4;3
2019-12-25 11:02:59;83;0;19;16;4;7;4;9;3;4;3
2019-12-25 11:03:58;83;0;19;16;4;7;4;9;3;4;3
2019-12-25 11:04:59;83;0;20;16;4;7;4;9;3;3;3
2019-12-25 11:05:59;83;0;20;16;4;7;4;9;3;3;3
2019-12-25 11:06:59;83;0;20;16;4;7;4;9;3;3;3
2019-12-25 11:07:58;83;0;20;16;4;7;4;9;3;3;3
2019-12-25 11:08:59;84;0;20;16;4;7;4;9;3;4;3
2019-12-25 11:10:00;84;0;20;16;4;7;4;9;3;4;3
2019-12-25 11:10:58;84;0;20;16;4;7;4;9;3;4;3
2019-12-25 11:11:59;84;0;20;16;4;7;4;9;3;4;3
2019-12-25 11:12:59;84;0;20;16;4;7;4;9;3;4;3
2019-12-25 11:13:59;84;0;20;16;4;7;4;9;3;4;3
2019-12-25 11:14:58;84;0;20;16;4;7;4;9;3;4;3
2019-12-25 11:15:59;84;0;20;16;4;7;4;9;3;4;3
2019-12-25 11:16:59;84;0;20;16;4;7;4;9;3;4;3
2019-12-25 11:17:58;85;0;20;16;4;8;4;9;3;4;3
2019-12-25 11:18:59;85;0;20;16;4;8;4;9;3;4;3
2019-12-25 11:19:59;85;0;20;16;4;8;4;9;3;4;3
2019-12-25 11:20:59;85;0;20;16;4;8;4;9;3;4;3
2019-12-25 11:21:58;85;0;20;16;4;8;4;9;3;4;3
2019-12-25 11:22:59;86;0;20;17;4;8;4;9;3;4;3
2019-12-25 11:23:59;86;0;20;17;4;8;4;9;3;4;3
2019-12-25 11:24:59;86;0;20;17;4;8;4;9;3;4;3
2019-12-25 11:25:59;86;0;20;17;4;8;4;9;3;4;3
2019-12-25 11:26:58;86;0;20;17;4;8;4;9;3;4;3
2019-12-25 11:27:59;86;0;20;17;4;8;4;9;3;4;3
2019-12-25 11:28:59;87;0;21;17;4;8;4;9;3;4;3
2019-12-25 11:29:59;87;0;21;17;4;8;4;9;3;4;3
2019-12-25 11:30:58;87;0;21;17;4;8;4;9;3;4;3
2019-12-25 11:31:59;87;0;21;17;4;8;4;9;3;4;3
2019-12-25 11:32:59;87;0;21;17;4;8;4;9;3;4;3
2019-12-25 11:33:58;87;0;21;17;4;8;4;9;3;4;3
2019-12-25 11:34:59;88;0;21;18;4;8;4;9;3;4;3
2019-12-25 11:35:59;88;0;21;18;4;8;4;9;3;4;3
2019-12-25 11:36:58;90;0;22;18;4;9;4;9;3;4;3
2019-12-25 11:37:59;90;0;22;18;4;9;4;9;3;4;3
2019-12-25 11:38:58;90;0;22;18;4;9;4;9;3;4;3
2019-12-25 11:39:59;90;0;22;18;4;9;4;9;3;4;3
2019-12-25 11:40:59;91;0;25;18;4;9;4;7;3;4;3
2019-12-25 11:41:58;92;0;25;18;4;9;4;7;4;4;3
2019-12-25 11:42:59;92;0;25;18;4;9;4;7;4;4;3
2019-12-25 11:43:59;93;0;25;18;4;9;5;7;4;4;3
2019-12-25 11:44:59;93;0;25;18;4;9;5;7;4;4;3
2019-12-25 11:45:58;93;0;25;18;4;9;5;7;4;4;3
2019-12-25 11:46:59;94;0;25;18;4;9;6;7;4;4;3
2019-12-25 11:47:59;94;0;25;18;4;9;6;7;4;4;3
2019-12-25 11:48:59;94;0;25;18;4;9;6;7;4;4;3
2019-12-25 11:49:58;94;0;25;18;4;9;6;7;4;4;3
2019-12-25 11:50:59;94;0;25;18;4;9;6;7;4;4;3
2019-12-25 11:51:59;94;0;25;18;4;9;6;7;4;4;3
2019-12-25 11:52:59;94;0;25;18;4;9;6;7;4;4;3
2019-12-25 11:53:58;95;0;25;18;4;9;6;7;4;5;3
2019-12-25 11:54:59;95;0;25;18;4;9;6;7;4;5;3
2019-12-25 11:55:59;95;0;25;18;4;9;6;7;4;5;3
2019-12-25 11:56:58;96;0;26;18;4;9;6;7;4;5;3
2019-12-25 11:57:59;96;0;26;18;4;9;6;7;4;5;3
2019-12-25 11:58:59;96;0;26;18;4;9;6;7;4;5;3
2019-12-25 11:59:58;96;0;27;18;4;9;6;7;4;4;3
2019-12-25 12:00:59;96;0;27;18;4;9;6;7;4;4;3
2019-12-25 12:01:59;96;0;27;18;4;9;6;7;4;4;3
2019-12-25 12:02:59;96;0;27;18;4;9;6;7;4;4;3
2019-12-25 12:03:58;97;0;28;18;4;9;6;7;4;4;3
2019-12-25 12:04:59;97;0;28;18;4;9;6;7;4;4;3
2019-12-25 12:05:58;97;0;28;18;4;9;6;7;4;4;3
2019-12-25 12:06:59;97;0;28;18;4;9;6;7;4;4;3
2019-12-25 12:07:59;97;0;28;18;4;9;6;7;4;4;3
2019-12-25 12:08:58;98;0;29;18;4;9;6;7;4;4;3
2019-12-25 12:09:59;98;0;29;18;4;9;6;7;4;4;3
2019-12-25 12:10:59;98;0;29;18;4;9;6;7;4;4;3
2019-12-25 12:11:59;100;0;30;18;4;9;6;7;4;4;3
2019-12-25 12:12:58;100;0;30;18;4;9;6;7;4;4;3
2019-12-25 12:13:59;100;0;30;18;4;9;6;7;4;4;3
2019-12-25 12:14:59;100;0;30;18;4;9;6;7;4;4;3
2019-12-25 12:15:58;100;0;30;18;4;9;6;7;4;4;3
2019-12-25 12:16:59;100;0;30;18;4;9;6;7;4;4;3
2019-12-25 12:17:59;101;0;31;18;4;9;6;7;4;4;3
2019-12-25 12:18:59;101;0;31;18;4;9;6;7;4;4;3
2019-12-25 12:19:58;101;0;31;18;4;9;6;7;4;4;3
2019-12-25 12:20:59;102;0;32;18;4;9;6;7;4;4;3
2019-12-25 12:21:59;102;0;32;18;4;9;6;7;4;4;3
2019-12-25 12:22:59;102;0;32;18;4;9;6;7;4;4;3
2019-12-25 12:23:58;102;0;32;18;4;9;6;7;4;4;3
2019-12-25 12:24:59;103;0;33;18;4;9;6;7;4;4;3
2019-12-25 12:25:58;103;0;33;18;4;9;6;7;4;4;3
2019-12-25 12:26:59;103;0;33;18;4;9;6;7;4;4;3
2019-12-25 12:27:59;103;0;33;18;4;9;6;7;4;4;3
2019-12-25 12:28:58;103;0;33;18;4;9;6;7;4;4;3
2019-12-25 12:29:59;103;0;33;18;4;9;6;7;4;4;3
2019-12-25 12:30:58;103;0;33;18;4;9;6;7;4;4;3
2019-12-25 12:31:59;103;0;33;18;4;9;6;7;4;4;3
2019-12-25 12:32:59;105;0;35;18;4;9;6;7;4;4;3
2019-12-25 12:33:59;105;0;35;18;4;9;6;7;4;4;3
2019-12-25 12:34:58;105;0;35;18;4;9;6;7;4;4;3
2019-12-25 12:35:59;105;0;35;18;4;9;6;7;4;4;3
2019-12-25 12:36:59;105;0;35;18;4;9;6;7;4;4;3
2019-12-25 12:37:59;105;0;35;18;4;9;6;7;4;4;3
2019-12-25 12:38:58;105;0;35;18;4;9;6;7;4;4;3
2019-12-25 12:39:59;105;0;35;18;4;9;6;7;4;4;3
2019-12-25 12:40:59;107;0;36;18;4;9;6;7;4;4;3
2019-12-25 12:41:58;107;0;36;18;4;9;6;7;4;4;3
2019-12-25 12:42:59;107;0;36;18;4;9;6;7;4;4;3
2019-12-25 12:43:59;107;0;36;18;4;9;6;7;4;4;3
2019-12-25 12:44:59;107;0;36;18;4;9;6;7;4;4;3
2019-12-25 12:45:58;107;0;36;18;4;9;6;7;4;4;3
2019-12-25 12:46:59;108;0;37;18;4;9;6;7;4;4;3
2019-12-25 12:47:59;108;0;37;18;4;9;6;7;4;4;3
2019-12-25 12:48:58;108;0;37;18;4;9;6;7;4;4;3
2019-12-25 12:49:59;108;0;37;18;4;9;6;7;4;4;3
2019-12-25 12:50:59;108;0;37;18;4;9;6;7;4;4;3
2019-12-25 12:51:58;108;0;37;18;4;9;6;7;4;4;3
2019-12-25 12:52:59;108;0;37;18;4;9;6;7;4;4;3
2019-12-25 12:53:59;108;0;37;18;4;9;6;7;4;4;3
2019-12-25 12:54:58;109;0;37;18;4;10;6;7;4;4;3
2019-12-25 12:55:59;109;0;37;18;4;10;6;7;4;4;3
2019-12-25 12:56:59;109;0;37;18;4;10;6;7;4;4;3
2019-12-25 12:57:58;109;0;37;18;4;10;6;7;4;4;3
2019-12-25 12:58:59;110;0;38;18;4;10;6;7;4;4;3
2019-12-25 12:59:59;110;0;38;18;4;10;6;7;4;4;3
