datetime;total_votes;Jey;Mindsplitter;Rumpelstilzchen;Yardrey;Good;Volodya_FM;mama_p_zh;telegraf;pazoozoo;Bruja_
2021-01-20 13:08:59;139;44;33;11;8;5;3;5;3;0;4
2021-01-20 13:09:59;140;44;34;11;8;5;3;5;3;0;4
2021-01-20 13:10:58;140;44;34;11;8;5;3;5;3;0;4
2021-01-20 13:11:59;141;44;35;11;8;5;3;5;3;0;4
2021-01-20 13:12:59;141;44;35;11;8;5;3;5;3;0;4
2021-01-20 13:13:58;141;44;35;11;8;5;3;5;3;0;4
2021-01-20 13:14:59;141;44;35;11;8;5;3;5;3;0;4
2021-01-20 13:15:59;141;44;35;11;8;5;3;5;3;0;4
2021-01-20 13:16:58;141;44;35;11;8;5;3;5;3;0;4
2021-01-20 13:17:59;142;45;35;11;8;5;3;5;3;0;4
2021-01-20 13:18:59;142;45;35;11;8;5;3;5;3;0;4
2021-01-20 13:19:58;142;45;35;11;8;5;3;5;3;0;4
2021-01-20 13:20:59;142;45;35;11;8;5;3;5;3;0;4
2021-01-20 13:21:59;142;45;35;11;8;5;3;5;3;0;4
2021-01-20 13:22:58;143;45;36;11;8;5;3;5;3;0;4
2021-01-20 13:23:59;143;45;36;11;8;5;3;5;3;0;4
2021-01-20 13:24:59;143;45;36;11;8;5;3;5;3;0;4
2021-01-20 13:25:58;143;45;36;11;8;5;3;5;3;0;4
2021-01-20 13:26:59;143;45;36;11;8;5;3;5;3;0;4
2021-01-20 13:27:59;143;45;36;11;8;5;3;5;3;0;4
2021-01-20 13:28:58;143;45;36;11;8;5;3;5;3;0;4
2021-01-20 13:29:59;143;45;36;11;8;5;3;5;3;0;4
2021-01-20 13:31:00;143;45;36;11;8;5;3;5;3;0;4
2021-01-20 13:31:58;143;45;36;11;8;5;3;5;3;0;4
2021-01-20 13:32:59;143;45;36;11;8;5;3;5;3;0;4
2021-01-20 13:33:59;143;45;36;11;8;5;3;5;3;0;4
2021-01-20 13:34:58;143;45;36;11;8;5;3;5;3;0;4
2021-01-20 13:35:59;144;45;36;12;8;5;3;5;3;0;4
2021-01-20 13:37:00;144;45;36;12;8;5;3;5;3;0;4
2021-01-20 13:37:58;144;45;36;12;8;5;3;5;3;0;4
2021-01-20 13:38:59;144;45;36;12;8;5;3;5;3;0;4
2021-01-20 13:39:58;145;45;36;12;8;5;3;5;4;0;4
2021-01-20 13:40:59;145;45;36;12;8;5;3;5;4;0;4
2021-01-20 13:41:59;145;45;36;12;8;5;3;5;4;0;4
2021-01-20 13:42:58;145;45;36;12;8;5;3;5;4;0;4
2021-01-20 13:43:59;146;45;36;12;8;5;3;6;4;0;4
2021-01-20 13:44:59;146;45;36;12;8;5;3;6;4;0;4
2021-01-20 13:45:59;146;45;36;12;8;5;3;6;4;0;4
2021-01-20 13:46:58;146;45;36;12;8;5;3;6;4;0;4
2021-01-20 13:47:59;146;45;36;12;8;5;3;6;4;0;4
2021-01-20 13:48:59;147;46;36;12;8;5;3;6;4;0;4
2021-01-20 13:49:58;147;46;36;12;8;5;3;6;4;0;4
2021-01-20 13:50:59;147;46;36;12;8;5;3;6;4;0;4
2021-01-20 13:51:59;148;46;37;12;8;5;3;6;4;0;4
2021-01-20 13:52:58;148;46;37;12;8;5;3;6;4;0;4
2021-01-20 13:53:59;148;46;37;12;8;5;3;6;4;0;4
2021-01-20 13:54:59;148;46;37;12;8;5;3;6;4;0;4
2021-01-20 13:55:59;149;47;37;12;8;5;3;6;4;0;4
2021-01-20 13:56:58;149;47;37;12;8;5;3;6;4;0;4
2021-01-20 13:57:59;149;47;37;12;8;5;3;6;4;0;4
2021-01-20 13:58:59;149;47;37;12;8;5;3;6;4;0;4
2021-01-20 13:59:59;150;48;37;12;8;5;3;6;4;0;4
2021-01-20 14:00:58;150;48;37;12;8;5;3;6;4;0;4
2021-01-20 14:01:59;151;48;37;12;8;5;3;6;4;0;4
2021-01-20 14:02:59;151;48;37;12;8;5;3;6;4;0;4
2021-01-20 14:03:58;151;48;37;12;8;5;3;6;4;0;4
2021-01-20 14:04:59;151;48;37;12;8;5;3;6;4;0;4
2021-01-20 14:05:58;152;49;37;12;8;5;3;6;4;0;4
2021-01-20 14:06:59;152;49;37;12;8;5;3;6;4;0;4
2021-01-20 14:07:59;152;49;37;12;8;5;3;6;4;0;4
2021-01-20 14:08:58;152;49;37;12;8;5;3;6;4;0;4
2021-01-20 14:09:59;152;49;37;12;8;5;3;6;4;0;4
2021-01-20 14:10:59;153;50;37;12;8;5;3;6;4;0;4
2021-01-20 14:11:58;154;51;37;12;8;5;3;6;4;0;4
2021-01-20 14:12:59;154;51;37;12;8;5;3;6;4;0;4
2021-01-20 14:13:59;154;51;37;12;8;5;3;6;4;0;4
2021-01-20 14:14:58;154;51;37;12;8;5;3;6;4;0;4
2021-01-20 14:15:59;154;51;37;12;8;5;3;6;4;0;4
2021-01-20 14:16:58;154;51;37;12;8;5;3;6;4;0;4
2021-01-20 14:17:59;154;51;37;12;8;5;3;6;4;0;4
2021-01-20 14:18:59;154;51;37;12;8;5;3;6;4;0;4
2021-01-20 14:19:58;154;51;37;12;8;5;3;6;4;0;4
2021-01-20 14:20:59;154;51;37;12;8;5;3;6;4;0;4
2021-01-20 14:21:59;154;51;37;12;8;5;3;6;4;0;4
2021-01-20 14:22:58;155;52;37;12;8;5;3;6;4;0;4
2021-01-20 14:23:59;155;52;37;12;8;5;3;6;4;0;4
2021-01-20 14:24:58;156;53;37;12;8;5;3;6;4;0;4
2021-01-20 14:25:59;156;53;37;12;8;5;3;6;4;0;4
2021-01-20 14:26:59;156;53;37;12;8;5;3;6;4;0;4
2021-01-20 14:27:58;156;53;37;12;8;5;3;6;4;0;4
2021-01-20 14:28:59;156;53;37;12;8;5;3;6;4;0;4
2021-01-20 14:29:58;156;53;37;12;8;5;3;6;4;0;4
2021-01-20 14:30:59;156;53;37;12;8;5;3;6;4;0;4
2021-01-20 14:31:59;156;53;37;12;8;5;3;6;4;0;4
2021-01-20 14:32:58;156;53;37;12;8;5;3;6;4;0;4
2021-01-20 14:33:59;156;53;37;12;8;5;3;6;4;0;4
2021-01-20 14:34:59;157;53;37;12;9;5;3;6;4;0;4
2021-01-20 14:35:58;157;53;37;12;9;5;3;6;4;0;4
2021-01-20 14:36:59;157;53;37;12;9;5;3;6;4;0;4
2021-01-20 14:37:58;157;53;37;12;9;5;3;6;4;0;4
2021-01-20 14:38:59;157;53;37;12;9;5;3;6;4;0;4
2021-01-20 14:39:59;158;53;37;12;9;5;3;6;4;0;4
2021-01-20 14:40:58;158;53;37;12;9;5;3;6;4;0;4
2021-01-20 14:41:59;159;53;38;12;9;5;3;6;4;0;4
2021-01-20 14:42:59;159;53;38;12;9;5;3;6;4;0;4
2021-01-20 14:43:58;159;53;38;12;9;5;3;6;4;0;4
2021-01-20 14:44:59;159;53;38;12;9;5;3;6;4;0;4
2021-01-20 14:45:59;159;53;38;12;9;5;3;6;4;0;4
2021-01-20 14:46:58;159;53;38;12;9;5;3;6;4;0;4
2021-01-20 14:47:59;159;53;38;12;9;5;3;6;4;0;4
2021-01-20 14:48:59;159;53;38;12;9;5;3;6;4;0;4
2021-01-20 14:49:58;159;53;38;12;9;5;3;6;4;0;4
2021-01-20 14:51:00;160;53;39;12;9;5;3;6;4;0;4
2021-01-20 14:51:58;160;53;39;12;9;5;3;6;4;0;4
2021-01-20 14:52:59;160;53;39;12;9;5;3;6;4;0;4
2021-01-20 14:54:00;161;53;40;12;9;5;3;6;4;0;4
2021-01-20 14:54:58;161;53;40;12;9;5;3;6;4;0;4
2021-01-20 14:55:59;161;53;40;12;9;5;3;6;4;0;4
2021-01-20 14:56:58;161;53;40;12;9;5;3;6;4;0;4
2021-01-20 14:57:59;161;53;40;12;9;5;3;6;4;0;4
2021-01-20 14:58:59;161;53;40;12;9;5;3;6;4;0;4
2021-01-20 14:59:58;161;53;40;12;9;5;3;6;4;0;4
2021-01-20 15:00:59;161;53;40;12;9;5;3;6;4;0;4
2021-01-20 15:01:59;161;53;40;12;9;5;3;6;4;0;4
2021-01-20 15:02:58;161;53;40;12;9;5;3;6;4;0;4
2021-01-20 15:03:59;161;53;40;12;9;5;3;6;4;0;4
2021-01-20 15:04:59;161;53;40;12;9;5;3;6;4;0;4
2021-01-20 15:05:58;162;54;40;12;9;5;3;6;4;0;4
2021-01-20 15:06:59;162;54;40;12;9;5;3;6;4;0;4
2021-01-20 15:07:59;162;54;40;12;9;5;3;6;4;0;4
2021-01-20 15:08:58;162;54;40;12;9;5;3;6;4;0;4
2021-01-20 15:09:59;162;54;40;12;9;5;3;6;4;0;4
2021-01-20 15:10:59;162;54;40;12;9;5;3;6;4;0;4
2021-01-20 15:11:58;162;54;40;12;9;5;3;6;4;0;4
2021-01-20 15:12:59;162;54;40;12;9;5;3;6;4;0;4
2021-01-20 15:13:59;162;54;40;12;9;5;3;6;4;0;4
2021-01-20 15:14:58;163;54;40;12;9;5;3;6;4;0;4
2021-01-20 15:15:59;163;54;40;12;9;5;3;6;4;0;4
2021-01-20 15:16:59;163;54;40;12;9;5;3;6;4;0;4
2021-01-20 15:17:58;164;54;41;12;9;5;3;6;4;0;4
2021-01-20 15:18:59;164;54;41;12;9;5;3;6;4;0;4
2021-01-20 15:19:58;164;54;41;12;9;5;3;6;4;0;4
2021-01-20 15:20:59;165;55;41;12;9;5;3;6;4;0;4
2021-01-20 15:21:59;165;55;41;12;9;5;3;6;4;0;4
2021-01-20 15:22:58;165;55;41;12;9;5;3;6;4;0;4
2021-01-20 15:23:59;166;56;41;12;9;5;3;6;4;0;4
2021-01-20 15:24:59;166;56;41;12;9;5;3;6;4;0;4
2021-01-20 15:25:58;166;56;41;12;9;5;3;6;4;0;4
2021-01-20 15:26:59;166;56;41;12;9;5;3;6;4;0;4
2021-01-20 15:27:59;167;56;41;12;9;5;4;6;4;0;4
2021-01-20 15:28:58;168;57;41;12;9;5;4;6;4;0;4
2021-01-20 15:29:59;168;57;41;12;9;5;4;6;4;0;4
2021-01-20 15:30:59;168;57;41;12;9;5;4;6;4;0;4
2021-01-20 15:31:59;169;57;42;12;9;5;4;6;4;0;4
2021-01-20 15:32:59;169;57;42;12;9;5;4;6;4;0;4
2021-01-20 15:33:59;169;57;42;12;9;5;4;6;4;0;4
2021-01-20 15:34:59;169;57;42;12;9;5;4;6;4;0;4
2021-01-20 15:35:58;170;58;42;12;9;5;4;6;4;0;4
2021-01-20 15:36:59;170;58;42;12;9;5;4;6;4;0;4
2021-01-20 15:37:59;170;58;42;12;9;5;4;6;4;0;4
2021-01-20 15:38:58;170;58;42;12;9;5;4;6;4;0;4
2021-01-20 15:39:59;170;58;42;12;9;5;4;6;4;0;4
2021-01-20 15:40:59;170;58;42;12;9;5;4;6;4;0;4
2021-01-20 15:41:59;170;58;42;12;9;5;4;6;4;0;4
2021-01-20 15:42:59;173;58;44;12;9;5;5;6;4;0;4
2021-01-20 15:43:59;175;59;45;12;9;5;5;6;4;0;4
2021-01-20 15:44:58;175;59;45;12;9;5;5;6;4;0;4
2021-01-20 15:45:59;176;59;46;12;9;5;5;6;4;0;4
2021-01-20 15:46:59;177;60;46;12;9;5;5;6;4;0;4
2021-01-20 15:47:58;177;60;46;12;9;5;5;6;4;0;4
2021-01-20 15:48:59;177;60;46;12;9;5;5;6;4;0;4
2021-01-20 15:49:59;177;60;46;12;9;5;5;6;4;0;4
2021-01-20 15:50:58;178;60;46;12;9;5;5;6;4;0;4
2021-01-20 15:51:59;179;60;46;12;9;6;5;6;4;0;4
2021-01-20 15:52:59;179;60;46;12;9;6;5;6;4;0;4
2021-01-20 15:53:58;179;60;46;12;9;6;5;6;4;0;4
2021-01-20 15:54:59;179;60;46;12;9;6;5;6;4;0;4
2021-01-20 15:55:58;179;60;46;12;9;6;5;6;4;0;4
2021-01-20 15:56:59;181;61;46;12;9;7;5;6;4;0;4
2021-01-20 15:57:59;183;62;46;12;9;7;5;6;4;0;4
2021-01-20 15:58:59;184;63;46;12;9;7;5;6;4;0;4
2021-01-20 15:59:58;184;63;46;12;9;7;5;6;4;0;4
2021-01-20 16:00:59;184;63;46;12;9;7;5;6;4;0;4
2021-01-20 16:01:58;184;63;46;12;9;7;5;6;4;0;4
2021-01-20 16:02:59;184;63;46;12;9;7;5;6;4;0;4
2021-01-20 16:03:59;184;63;46;12;9;7;5;6;4;0;4
2021-01-20 16:04:58;184;63;46;12;9;7;5;6;4;0;4
2021-01-20 16:05:59;184;63;46;12;9;7;5;6;4;0;4
2021-01-20 16:06:59;184;63;46;12;9;7;5;6;4;0;4
2021-01-20 16:07:58;184;63;46;12;9;7;5;6;4;0;4
2021-01-20 16:08:59;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:09:59;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:10:58;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:11:59;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:12:58;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:13:59;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:14:59;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:15:58;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:16:59;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:17:59;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:18:58;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:19:59;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:20:59;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:21:58;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:22:59;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:23:59;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:24:58;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:25:59;185;64;46;12;9;7;5;6;4;0;4
2021-01-20 16:26:59;186;65;46;12;9;7;5;6;4;0;4
2021-01-20 16:27:58;186;65;46;12;9;7;5;6;4;0;4
2021-01-20 16:28:59;186;65;46;12;9;7;5;6;4;0;4
2021-01-20 16:29:59;186;65;46;12;9;7;5;6;4;0;4
2021-01-20 16:30:58;186;65;46;12;9;7;5;6;4;0;4
2021-01-20 16:31:59;186;65;46;12;9;7;5;6;4;0;4
2021-01-20 16:32:59;186;65;46;12;9;7;5;6;4;0;4
2021-01-20 16:33:58;186;65;46;12;9;7;5;6;4;0;4
2021-01-20 16:34:59;186;65;46;12;9;7;5;6;4;0;4
2021-01-20 16:35:59;186;65;46;12;9;7;5;6;4;0;4
2021-01-20 16:36:58;186;65;46;12;9;7;5;6;4;0;4
2021-01-20 16:37:59;186;65;46;12;9;7;5;6;4;0;4
2021-01-20 16:38:59;186;65;46;12;9;7;5;6;4;0;4
2021-01-20 16:40:00;186;65;46;12;9;7;5;6;4;0;4
2021-01-20 16:40:58;186;65;46;12;9;7;5;6;4;0;4
2021-01-20 16:41:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:42:58;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:43:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:44:59;188;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:45:58;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:46:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:47:58;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:48:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:50:00;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:50:58;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:51:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:52:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:53:58;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:54:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:55:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:56:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:57:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:58:58;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 16:59:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 17:00:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 17:01:58;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 17:02:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 17:03:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 17:04:58;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 17:05:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 17:06:58;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 17:07:59;187;66;46;12;9;7;5;6;4;0;4
2021-01-20 17:08:59;188;66;46;13;9;7;5;6;4;0;4
2021-01-20 17:09:58;188;66;46;13;9;7;5;6;4;0;4
2021-01-20 17:10:59;188;66;46;13;9;7;5;6;4;0;4
2021-01-20 17:11:59;189;67;46;13;9;7;5;6;4;0;4
2021-01-20 17:12:58;189;67;46;13;9;7;5;6;4;0;4
2021-01-20 17:13:59;189;67;46;13;9;7;5;6;4;0;4
2021-01-20 17:14:58;190;67;46;13;10;7;5;6;4;0;4
2021-01-20 17:15:59;190;67;46;13;10;7;5;6;4;0;4
2021-01-20 17:16:58;190;67;46;13;10;7;5;6;4;0;4
2021-01-20 17:17:59;191;67;47;13;10;7;5;6;4;0;4
2021-01-20 17:18:59;191;67;47;13;10;7;5;6;4;0;4
2021-01-20 17:19:58;191;67;47;13;10;7;5;6;4;0;4
2021-01-20 17:20:59;191;67;47;13;10;7;5;6;4;0;4
2021-01-20 17:21:59;191;67;47;13;10;7;5;6;4;0;4
2021-01-20 17:22:58;191;67;47;13;10;7;5;6;4;0;4
2021-01-20 17:23:59;192;67;48;13;10;7;5;6;4;0;4
2021-01-20 17:24:59;192;67;48;13;10;7;5;6;4;0;4
2021-01-20 17:25:58;192;67;48;13;10;7;5;6;4;0;4
2021-01-20 17:26:59;192;67;48;13;10;7;5;6;4;0;4
2021-01-20 17:27:59;192;67;48;13;10;7;5;6;4;0;4
2021-01-20 17:28:58;192;67;48;13;10;7;5;6;4;0;4
2021-01-20 17:29:59;192;67;48;13;10;7;5;6;4;0;4
2021-01-20 17:30:58;192;67;48;13;10;7;5;6;4;0;4
2021-01-20 17:31:59;192;67;48;13;10;7;5;6;4;0;4
2021-01-20 17:32:59;192;67;48;13;10;7;5;6;4;0;4
2021-01-20 17:33:58;192;67;48;13;10;7;5;6;4;0;4
2021-01-20 17:34:59;192;67;48;13;10;7;5;6;4;0;4
2021-01-20 17:35:59;192;67;48;13;10;7;5;6;4;0;4
2021-01-20 17:36:58;192;67;48;13;10;7;5;6;4;0;4
2021-01-20 17:37:59;193;68;48;13;10;7;5;6;4;0;4
2021-01-20 17:38:59;193;68;48;13;10;7;5;6;4;0;4
2021-01-20 17:39:58;193;68;48;13;10;7;5;6;4;0;4
2021-01-20 17:40:59;193;68;48;13;10;7;5;6;4;0;4
2021-01-20 17:41:58;193;68;48;13;10;7;5;6;4;0;4
2021-01-20 17:42:59;193;69;47;13;10;7;5;6;4;0;4
2021-01-20 17:43:59;193;69;47;13;10;7;5;6;4;0;4
2021-01-20 17:44:59;193;69;47;13;10;7;5;6;4;0;4
2021-01-20 17:45:58;193;69;47;13;10;7;5;6;4;0;4
2021-01-20 17:46:59;193;69;47;13;10;7;5;6;4;0;4
2021-01-20 17:47:59;194;70;47;13;10;7;5;6;4;0;4
2021-01-20 17:48:59;194;70;47;13;10;7;5;6;4;0;4
2021-01-20 17:49:58;194;70;47;13;10;7;5;6;4;0;4
2021-01-20 17:50:59;195;70;47;13;10;8;5;6;4;0;4
2021-01-20 17:51:59;194;70;46;13;10;8;5;6;4;0;4
2021-01-20 17:52:58;194;70;46;13;10;8;5;6;4;0;4
2021-01-20 17:53:59;194;70;46;13;10;8;5;6;4;0;4
2021-01-20 17:54:59;194;70;46;13;10;8;5;6;4;0;4
2021-01-20 17:55:58;194;70;46;13;10;8;5;6;4;0;4
2021-01-20 17:56:59;194;70;46;13;10;8;5;6;4;0;4
2021-01-20 17:57:59;195;70;46;13;10;8;5;6;4;0;4
2021-01-20 17:58:58;195;70;46;13;10;8;5;6;4;0;4
2021-01-20 17:59:59;195;70;46;13;10;8;5;6;4;0;4
2021-01-20 18:00:58;195;70;46;13;10;8;5;6;4;0;4
2021-01-20 18:01:59;195;70;46;13;10;8;5;6;4;0;4
2021-01-20 18:02:59;195;70;46;13;10;8;5;6;4;0;4
2021-01-20 18:03:58;195;70;46;13;10;8;5;6;4;0;4
2021-01-20 18:04:59;196;70;47;13;10;8;5;6;4;0;4
2021-01-20 18:05:59;196;70;47;13;10;8;5;6;4;0;4
2021-01-20 18:06:58;196;70;47;13;10;8;5;6;4;0;4
2021-01-20 18:07:59;196;70;47;13;10;8;5;6;4;0;4
2021-01-20 18:08:58;197;71;47;13;10;8;5;6;4;0;4
2021-01-20 18:09:59;198;71;48;13;10;8;5;6;4;0;4
2021-01-20 18:10:59;198;71;48;13;10;8;5;6;4;0;4
2021-01-20 18:12:00;198;71;48;13;10;8;5;6;4;0;4
2021-01-20 18:12:58;198;71;48;13;10;8;5;6;4;0;4
2021-01-20 18:13:59;198;71;48;13;10;8;5;6;4;0;4
2021-01-20 18:14:58;198;71;48;13;10;8;5;6;4;0;4
2021-01-20 18:15:59;199;71;49;13;10;8;5;6;4;0;4
2021-01-20 18:16:59;199;71;49;13;10;8;5;6;4;0;4
2021-01-20 18:17:58;199;71;49;13;10;8;5;6;4;0;4
2021-01-20 18:18:59;199;71;49;13;10;8;5;6;4;0;4
2021-01-20 18:19:59;200;71;49;13;10;8;5;6;4;0;4
2021-01-20 18:20:58;200;71;49;13;10;8;5;6;4;0;4
2021-01-20 18:21:59;200;71;49;13;10;8;5;6;4;0;4
2021-01-20 18:22:59;200;71;49;13;10;8;5;6;4;0;4
2021-01-20 18:23:58;200;71;49;13;10;8;5;6;4;0;4
2021-01-20 18:24:59;201;72;49;13;10;8;5;6;4;0;4
2021-01-20 18:25:59;201;72;49;13;10;8;5;6;4;0;4
2021-01-20 18:26:58;201;72;49;13;10;8;5;6;4;0;4
2021-01-20 18:27:59;201;72;49;13;10;8;5;6;4;0;4
2021-01-20 18:28:59;201;72;49;13;10;8;5;6;4;0;4
2021-01-20 18:29:58;201;72;49;13;10;8;5;6;4;0;4
2021-01-20 18:30:59;201;72;49;13;10;8;5;6;4;0;4
2021-01-20 18:31:59;201;72;49;13;10;8;5;6;4;0;4
2021-01-20 18:32:58;201;72;49;13;10;8;5;6;4;0;4
2021-01-20 18:33:59;201;72;49;13;10;8;5;6;4;0;4
2021-01-20 18:34:59;201;72;49;13;10;8;5;6;4;0;4
2021-01-20 18:35:58;201;72;49;13;10;8;5;6;4;0;4
2021-01-20 18:36:59;201;72;49;13;10;8;5;6;4;0;4
2021-01-20 18:37:59;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:38:58;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:39:59;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:40:59;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:41:58;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:42:59;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:43:59;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:44:58;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:45:59;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:46:59;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:47:58;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:48:59;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:49:59;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:50:58;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:51:59;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:52:59;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:53:58;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:54:59;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:55:59;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:56:59;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:57:58;201;72;50;13;10;8;5;6;4;0;4
2021-01-20 18:58:59;202;73;50;13;10;8;5;6;4;0;4
2021-01-20 18:59:59;202;73;50;13;10;8;5;6;4;0;4
2021-01-20 19:00:58;202;73;50;13;10;8;5;6;4;0;4
2021-01-20 19:01:59;202;73;50;13;10;8;5;6;4;0;4
2021-01-20 19:02:58;202;73;50;13;10;8;5;6;4;0;4
2021-01-20 19:03:59;202;73;50;13;10;8;5;6;4;0;4
2021-01-20 19:04:58;202;73;50;13;10;8;5;6;4;0;4
2021-01-20 19:05:58;202;73;50;13;10;8;5;6;4;0;4
2021-01-20 19:06:59;203;73;51;13;10;8;5;6;4;0;4
2021-01-20 19:07:59;203;73;51;13;10;8;5;6;4;0;4
2021-01-20 19:08:58;203;73;51;13;10;8;5;6;4;0;4
2021-01-20 19:09:59;203;73;51;13;10;8;5;6;4;0;4
2021-01-20 19:10:59;203;73;51;13;10;8;5;6;4;0;4
2021-01-20 19:11:58;203;73;51;13;10;8;5;6;4;0;4
2021-01-20 19:12:59;203;73;51;13;10;8;5;6;4;0;4
2021-01-20 19:13:59;204;74;51;13;10;8;5;6;4;0;4
2021-01-20 19:14:58;204;74;51;13;10;8;5;6;4;0;4
2021-01-20 19:15:59;205;75;51;13;10;8;5;6;4;0;4
2021-01-20 19:16:59;205;75;51;13;10;8;5;6;4;0;4
2021-01-20 19:17:58;205;75;51;13;10;8;5;6;4;0;4
2021-01-20 19:18:59;205;75;51;13;10;8;5;6;4;0;4
2021-01-20 19:19:58;205;75;51;13;10;8;5;6;4;0;4
2021-01-20 19:20:59;205;75;51;13;10;8;5;6;4;0;4
2021-01-20 19:21:59;205;75;51;13;10;8;5;6;4;0;4
2021-01-20 19:22:58;206;76;51;13;10;8;5;6;4;0;4
2021-01-20 19:23:59;206;76;51;13;10;8;5;6;4;0;4
2021-01-20 19:24:58;206;76;51;13;10;8;5;6;4;0;4
2021-01-20 19:25:59;207;76;52;13;10;8;5;6;4;0;4
2021-01-20 19:26:58;207;76;52;13;10;8;5;6;4;0;4
2021-01-20 19:27:59;207;76;52;13;10;8;5;6;4;0;4
2021-01-20 19:28:59;207;76;52;13;10;8;5;6;4;0;4
2021-01-20 19:29:58;208;77;52;13;10;8;5;6;4;0;4
2021-01-20 19:30:59;208;77;52;13;10;8;5;6;4;0;4
2021-01-20 19:31:59;208;77;52;13;10;8;5;6;4;0;4
2021-01-20 19:32:58;209;78;52;13;10;8;5;6;4;0;4
2021-01-20 19:33:59;209;78;52;13;10;8;5;6;4;0;4
2021-01-20 19:34:59;209;78;52;13;10;8;5;6;4;0;4
2021-01-20 19:35:58;209;78;52;13;10;8;5;6;4;0;4
2021-01-20 19:36:59;209;78;52;14;10;8;5;6;4;3;4
2021-01-20 19:37:58;209;78;52;14;10;8;5;6;4;3;4
2021-01-20 19:38:59;209;78;52;14;10;8;5;6;4;3;4
2021-01-20 19:39:59;209;78;52;14;10;8;5;6;4;3;4
2021-01-20 19:40:59;209;78;52;14;10;8;5;6;4;3;4
2021-01-20 19:41:58;209;78;52;14;10;8;5;6;4;3;4
2021-01-20 19:42:59;209;78;52;14;10;8;5;6;4;3;4
2021-01-20 19:43:58;209;78;52;14;10;8;5;6;4;3;4
2021-01-20 19:44:59;209;78;52;14;10;8;5;6;4;3;4
