datetime;total_votes;Jey;Mindsplitter;Rumpelstilzchen;Yardrey;Good;Volodya_FM;mama_p_zh;telegraf;pazoozoo;Bruja_
2021-01-20 06:31:59;79;19;21;6;4;4;0;4;3;2;0
2021-01-20 06:32:58;79;19;21;6;4;4;0;4;3;2;0
2021-01-20 06:33:59;79;19;21;6;4;4;0;4;3;2;0
2021-01-20 06:34:59;79;19;21;6;4;4;0;4;3;2;0
2021-01-20 06:35:58;79;19;21;6;4;4;0;4;3;2;0
2021-01-20 06:36:59;79;19;21;6;4;4;0;4;3;2;0
2021-01-20 06:37:59;79;19;21;6;4;4;0;4;3;2;0
2021-01-20 06:38:58;79;19;21;6;4;4;0;4;3;2;0
2021-01-20 06:39:59;79;19;21;6;4;4;0;4;3;2;0
2021-01-20 06:40:58;79;19;21;6;4;4;0;4;3;2;0
2021-01-20 06:41:59;79;19;21;6;4;4;0;4;3;2;0
2021-01-20 06:42:59;79;19;21;6;4;4;0;4;3;2;0
2021-01-20 06:43:58;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:44:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:45:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:46:58;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:47:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:48:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:49:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:50:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:51:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:52:58;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:53:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:54:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:55:58;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:56:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:57:58;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:58:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 06:59:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 07:00:58;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 07:01:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 07:02:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 07:03:58;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 07:04:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 07:05:58;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 07:06:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 07:07:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 07:08:58;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 07:09:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 07:10:58;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 07:11:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 07:12:59;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 07:13:58;80;20;21;6;4;4;0;4;3;2;0
2021-01-20 07:14:59;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:15:59;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:16:58;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:17:59;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:18:59;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:19:58;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:20:59;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:21:58;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:22:59;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:23:59;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:24:58;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:25:59;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:26:59;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:27:58;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:28:59;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:29:59;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:30:58;81;20;21;7;4;4;0;4;3;2;0
2021-01-20 07:31:59;82;20;21;8;4;4;0;4;3;2;0
2021-01-20 07:32:59;82;20;21;8;4;4;0;4;3;2;0
2021-01-20 07:33:58;82;20;21;8;4;4;0;4;3;2;0
2021-01-20 07:34:59;82;20;21;8;4;4;0;4;3;2;0
2021-01-20 07:35:59;82;20;21;8;4;4;0;4;3;2;0
2021-01-20 07:36:58;82;20;21;8;4;4;0;4;3;2;0
2021-01-20 07:37:59;82;20;21;8;4;4;0;4;3;2;0
2021-01-20 07:38:58;82;20;21;8;4;4;0;4;3;2;0
2021-01-20 07:39:59;82;20;21;8;4;4;0;4;3;2;0
2021-01-20 07:40:59;82;20;21;8;4;4;0;4;3;2;0
2021-01-20 07:41:58;83;21;21;8;4;4;0;4;3;2;0
2021-01-20 07:42:59;83;21;21;8;4;4;0;4;3;2;0
2021-01-20 07:43:59;83;21;21;8;4;4;0;4;3;2;0
2021-01-20 07:44:58;83;21;21;8;4;4;0;4;3;2;0
2021-01-20 07:45:59;83;21;21;8;4;4;0;4;3;2;0
2021-01-20 07:46:59;83;21;21;8;4;4;0;4;3;2;0
2021-01-20 07:47:58;83;21;21;8;4;4;0;4;3;2;0
2021-01-20 07:48:59;83;21;21;8;4;4;0;4;3;2;0
2021-01-20 07:49:59;83;21;21;8;4;4;0;4;3;2;0
2021-01-20 07:50:58;83;21;21;8;4;4;0;4;3;2;0
2021-01-20 07:51:59;84;21;22;8;4;4;0;4;3;2;0
2021-01-20 07:52:59;84;21;22;8;4;4;0;4;3;2;0
2021-01-20 07:53:58;84;21;22;8;4;4;0;4;3;2;0
2021-01-20 07:54:59;84;21;22;8;4;4;0;4;3;2;0
2021-01-20 07:55:59;84;21;22;8;4;4;0;4;3;2;0
2021-01-20 07:56:58;84;21;22;8;4;4;0;4;3;2;0
2021-01-20 07:57:59;84;21;22;8;4;4;0;4;3;2;0
2021-01-20 07:58:59;84;21;22;8;4;4;0;4;3;2;0
2021-01-20 07:59:58;84;21;22;8;4;4;0;4;3;2;0
2021-01-20 08:00:59;84;21;22;8;4;4;0;4;3;2;0
2021-01-20 08:01:58;85;22;22;8;4;4;0;4;3;2;0
2021-01-20 08:02:59;85;22;22;8;4;4;0;4;3;2;0
2021-01-20 08:03:59;85;22;22;8;4;4;0;4;3;2;0
2021-01-20 08:04:58;85;22;22;8;4;4;0;4;3;2;0
2021-01-20 08:05:59;86;23;22;8;4;4;0;4;3;2;0
2021-01-20 08:06:58;86;23;22;8;4;4;0;4;3;2;0
2021-01-20 08:07:59;87;24;22;8;4;4;0;4;3;2;0
2021-01-20 08:08:58;87;24;22;8;4;4;0;4;3;2;0
2021-01-20 08:09:59;87;24;22;8;4;4;0;4;3;2;0
2021-01-20 08:10:59;87;24;22;8;4;4;0;4;3;2;0
2021-01-20 08:11:58;87;24;22;8;4;4;0;4;3;2;0
2021-01-20 08:12:59;87;24;22;8;4;4;0;4;3;2;0
2021-01-20 08:14:00;87;24;22;8;4;4;0;4;3;2;0
2021-01-20 08:14:58;87;24;22;8;4;4;0;4;3;2;0
2021-01-20 08:15:59;87;24;22;8;4;4;0;4;3;2;0
2021-01-20 08:16:58;87;24;22;8;4;4;0;4;3;2;0
2021-01-20 08:17:59;88;24;22;8;5;4;0;4;3;2;0
2021-01-20 08:18:59;89;24;22;8;5;4;0;4;3;0;2
2021-01-20 08:19:58;90;25;22;8;5;4;0;4;3;0;2
2021-01-20 08:20:59;90;25;22;8;5;4;0;4;3;0;2
2021-01-20 08:21:58;90;25;22;8;5;4;0;4;3;0;2
2021-01-20 08:22:59;90;25;22;8;5;4;0;4;3;0;2
2021-01-20 08:23:58;90;25;22;8;5;4;0;4;3;0;2
2021-01-20 08:24:59;90;25;22;8;5;4;0;4;3;0;2
2021-01-20 08:25:59;90;25;22;8;5;4;0;4;3;0;2
2021-01-20 08:26:58;90;25;22;8;5;4;0;4;3;0;2
2021-01-20 08:27:59;91;25;23;8;5;4;0;4;3;0;2
2021-01-20 08:28:59;91;25;23;8;5;4;0;4;3;0;2
2021-01-20 08:29:58;91;25;23;8;5;4;0;4;3;0;2
2021-01-20 08:30:59;91;25;23;8;5;4;0;4;3;0;2
2021-01-20 08:31:59;92;26;23;8;5;4;0;4;3;0;2
2021-01-20 08:32:58;92;26;23;8;5;4;0;4;3;0;2
2021-01-20 08:33:59;92;26;23;8;5;4;0;4;3;0;2
2021-01-20 08:34:59;92;26;23;8;5;4;0;4;3;0;2
2021-01-20 08:35:58;92;26;23;8;5;4;0;4;3;0;2
2021-01-20 08:36:59;92;26;23;8;5;4;0;4;3;0;2
2021-01-20 08:37:59;92;26;23;8;5;4;0;4;3;0;2
2021-01-20 08:38:59;92;26;23;8;5;4;0;4;3;0;2
2021-01-20 08:39:59;92;26;23;8;5;4;0;4;3;0;2
2021-01-20 08:40:58;92;26;23;8;5;4;0;4;3;0;2
2021-01-20 08:41:59;92;26;23;8;5;4;0;4;3;0;2
2021-01-20 08:42:59;92;26;23;8;5;4;0;4;3;0;2
2021-01-20 08:43:58;93;26;24;8;5;4;0;4;3;0;2
2021-01-20 08:44:59;93;26;24;8;5;4;0;4;3;0;2
2021-01-20 08:45:59;94;26;25;8;5;4;0;4;3;0;2
2021-01-20 08:46:58;94;27;24;8;5;4;0;4;3;0;2
2021-01-20 08:47:59;94;27;24;8;5;4;0;4;3;0;2
2021-01-20 08:48:59;94;27;24;8;5;4;0;4;3;0;2
2021-01-20 08:49:58;94;27;24;8;5;4;0;4;3;0;2
2021-01-20 08:50:59;94;27;24;8;5;4;0;4;3;0;2
2021-01-20 08:52:00;94;27;24;8;5;4;0;4;3;0;2
2021-01-20 08:52:58;94;27;24;8;5;4;0;4;3;0;2
2021-01-20 08:53:59;94;27;24;8;5;4;0;4;3;0;2
2021-01-20 08:54:58;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 08:55:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 08:56:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 08:57:58;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 08:58:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 08:59:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:00:58;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:01:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:02:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:03:58;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:04:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:05:58;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:06:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:07:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:08:58;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:09:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:10:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:11:58;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:12:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:13:58;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:14:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:15:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:16:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:17:58;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:18:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:19:59;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:20:58;95;27;24;8;5;4;0;4;3;0;2
2021-01-20 09:21:59;96;28;24;8;5;4;0;4;3;0;2
2021-01-20 09:22:58;96;28;24;8;5;4;0;4;3;0;2
2021-01-20 09:23:59;96;28;24;8;5;4;0;4;3;0;2
2021-01-20 09:24:58;96;28;24;8;5;4;0;4;3;0;2
2021-01-20 09:25:59;96;28;24;8;5;4;0;4;3;0;2
2021-01-20 09:26:59;96;28;24;8;5;4;0;4;3;0;2
2021-01-20 09:27:58;96;28;24;8;5;4;0;4;3;0;2
2021-01-20 09:28:59;96;28;24;8;5;4;0;4;3;0;2
2021-01-20 09:29:59;96;28;24;8;5;4;0;4;3;0;2
2021-01-20 09:30:58;96;28;24;8;5;4;0;4;3;0;2
2021-01-20 09:31:59;97;29;24;8;5;4;0;4;3;0;2
2021-01-20 09:32:59;97;29;24;8;5;4;0;4;3;0;2
2021-01-20 09:33:58;97;29;24;8;5;4;0;4;3;0;2
2021-01-20 09:34:59;97;29;24;8;5;4;0;4;3;0;2
2021-01-20 09:35:59;97;29;24;8;5;4;0;4;3;0;2
2021-01-20 09:36:58;97;29;24;8;5;4;0;4;3;0;2
2021-01-20 09:37:59;97;29;24;8;5;4;0;4;3;0;2
2021-01-20 09:39:00;97;29;24;8;5;4;0;4;3;0;2
2021-01-20 09:39:58;98;29;24;8;5;4;0;5;3;0;2
2021-01-20 09:40:59;98;29;24;8;5;4;0;5;3;0;2
2021-01-20 09:41:58;98;29;24;8;5;4;0;5;3;0;2
2021-01-20 09:42:59;98;29;24;8;5;4;0;5;3;0;2
2021-01-20 09:43:59;98;29;24;8;5;4;0;5;3;0;2
2021-01-20 09:44:58;98;29;24;8;5;4;0;5;3;0;2
2021-01-20 09:45:59;98;29;24;8;5;4;0;5;3;0;2
2021-01-20 09:46:58;98;29;24;8;5;4;0;5;3;0;2
2021-01-20 09:47:59;98;29;24;8;5;4;0;5;3;0;2
2021-01-20 09:48:59;98;29;24;8;5;4;0;5;3;0;2
2021-01-20 09:49:58;98;29;24;8;5;4;0;5;3;0;2
2021-01-20 09:50:59;98;29;24;8;5;4;0;5;3;0;2
2021-01-20 09:51:59;98;29;24;8;5;4;0;5;3;0;2
2021-01-20 09:52:58;98;29;24;8;5;4;0;5;3;0;2
2021-01-20 09:53:59;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 09:54:58;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 09:55:59;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 09:56:59;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 09:57:58;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 09:58:59;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 09:59:59;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 10:00:58;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 10:01:59;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 10:02:59;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 10:03:58;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 10:04:59;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 10:05:59;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 10:06:58;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 10:07:59;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 10:09:00;99;30;24;8;5;4;0;5;3;0;2
2021-01-20 10:09:58;100;30;24;8;5;4;0;5;3;0;3
2021-01-20 10:10:59;100;30;24;8;5;4;0;5;3;0;3
2021-01-20 10:11:58;100;30;24;8;5;4;0;5;3;0;3
2021-01-20 10:12:59;100;30;24;8;5;4;0;5;3;0;3
2021-01-20 10:13:59;100;30;24;8;5;4;0;5;3;0;3
2021-01-20 10:14:58;101;31;24;8;5;4;0;5;3;0;3
2021-01-20 10:15:59;101;31;24;8;5;4;0;5;3;0;3
2021-01-20 10:16:59;102;31;25;8;5;4;0;5;3;0;3
2021-01-20 10:17:58;102;31;25;8;5;4;0;5;3;0;3
2021-01-20 10:18:59;102;31;25;8;5;4;0;5;3;0;3
2021-01-20 10:19:58;103;32;25;8;5;4;0;5;3;0;3
2021-01-20 10:20:59;103;32;25;8;5;4;0;5;3;0;3
2021-01-20 10:21:59;103;32;25;8;5;4;0;5;3;0;3
2021-01-20 10:22:58;104;32;26;8;5;4;0;5;3;0;3
2021-01-20 10:23:59;104;32;26;8;5;4;0;5;3;0;3
2021-01-20 10:24:59;104;32;26;8;5;4;0;5;3;0;3
2021-01-20 10:25:58;104;32;26;8;5;4;0;5;3;0;3
2021-01-20 10:26:59;104;32;26;8;5;4;0;5;3;0;3
2021-01-20 10:27:58;104;32;26;8;5;4;0;5;3;0;3
2021-01-20 10:28:59;105;32;26;8;5;4;0;5;3;0;3
2021-01-20 10:29:59;106;32;26;8;5;4;0;5;3;3;3
2021-01-20 10:30:58;106;32;26;8;5;4;0;5;3;3;3
2021-01-20 10:31:59;106;32;26;8;5;4;0;5;3;3;3
2021-01-20 10:32:59;107;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:33:58;107;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:34:59;107;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:35:59;107;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:36:58;107;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:37:59;107;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:38:59;108;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:39:58;108;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:40:59;108;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:41:59;108;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:42:58;108;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:43:59;108;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:44:59;108;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:45:58;108;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:46:59;108;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:47:59;108;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:48:58;108;32;26;9;5;4;0;5;3;3;3
2021-01-20 10:49:59;109;32;26;9;6;4;0;5;3;3;3
2021-01-20 10:50:58;109;32;26;9;6;4;0;5;3;3;3
2021-01-20 10:51:59;110;32;26;10;6;4;0;5;3;3;3
2021-01-20 10:52:59;110;32;26;10;6;4;0;5;3;3;3
2021-01-20 10:53:59;110;32;26;10;6;4;0;5;3;3;3
2021-01-20 10:54:58;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 10:55:59;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 10:56:59;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 10:57:59;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 10:58:58;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 10:59:59;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 11:00:58;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 11:01:59;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 11:02:59;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 11:03:58;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 11:04:59;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 11:05:59;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 11:06:58;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 11:07:59;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 11:08:58;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 11:09:59;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 11:10:59;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 11:11:58;111;32;27;10;6;4;0;5;3;3;3
2021-01-20 11:12:59;112;33;27;10;6;4;0;5;3;3;3
2021-01-20 11:13:58;112;33;27;10;6;4;0;5;3;3;3
2021-01-20 11:14:59;112;33;27;10;6;4;0;5;3;3;3
2021-01-20 11:15:59;112;33;27;10;6;4;0;5;3;3;3
2021-01-20 11:16:58;113;33;27;10;6;4;0;5;3;3;3
2021-01-20 11:17:59;113;33;27;10;6;4;0;5;3;3;3
2021-01-20 11:18:59;113;33;27;10;6;4;0;5;3;3;3
2021-01-20 11:19:58;113;33;27;10;6;4;0;5;3;3;3
2021-01-20 11:20:59;115;33;27;10;7;4;0;5;3;3;4
2021-01-20 11:21:59;115;33;27;10;7;4;0;5;3;3;4
2021-01-20 11:22:59;115;33;27;10;7;4;0;5;3;3;4
2021-01-20 11:23:58;115;33;27;10;7;4;0;5;3;3;4
2021-01-20 11:24:59;115;33;27;10;7;4;0;5;3;3;4
2021-01-20 11:25:59;115;33;27;10;7;4;0;5;3;3;4
2021-01-20 11:26:58;115;33;27;10;7;4;0;5;3;3;4
2021-01-20 11:27:59;117;34;27;10;7;5;0;5;3;3;4
2021-01-20 11:28:59;117;34;27;10;7;5;0;5;3;3;4
2021-01-20 11:29:58;117;34;27;10;7;5;0;5;3;3;4
2021-01-20 11:30:59;117;34;27;10;7;5;0;5;3;3;4
2021-01-20 11:31:58;118;34;28;10;7;5;0;5;3;3;4
2021-01-20 11:32:59;118;34;28;10;7;5;0;5;3;3;4
2021-01-20 11:33:58;118;34;28;10;7;5;0;5;3;3;4
2021-01-20 11:34:59;118;34;28;10;7;5;0;5;3;3;4
2021-01-20 11:35:59;119;34;28;10;7;5;0;5;3;4;4
2021-01-20 11:36:58;119;34;28;10;7;5;0;5;3;4;4
2021-01-20 11:37:59;119;34;28;10;7;5;0;5;3;4;4
2021-01-20 11:38:58;119;34;28;10;7;5;0;5;3;4;4
2021-01-20 11:39:59;119;34;28;10;7;5;0;5;3;4;4
2021-01-20 11:40:59;119;34;28;10;7;5;0;5;3;4;4
2021-01-20 11:41:58;119;34;28;10;7;5;0;5;3;4;4
2021-01-20 11:42:59;119;34;28;10;7;5;0;5;3;4;4
2021-01-20 11:43:59;119;34;28;10;7;5;0;5;3;4;4
2021-01-20 11:44:58;119;34;28;10;7;5;0;5;3;4;4
2021-01-20 11:45:59;119;34;28;10;7;5;0;5;3;4;4
2021-01-20 11:46:59;119;34;28;10;7;5;0;5;3;4;4
2021-01-20 11:47:58;119;35;28;10;7;5;0;5;3;4;4
2021-01-20 11:48:59;119;35;28;10;7;5;0;5;3;4;4
2021-01-20 11:49:59;119;35;28;10;7;5;0;5;3;4;4
2021-01-20 11:50:58;119;35;28;10;7;5;0;5;3;4;4
2021-01-20 11:51:59;119;35;28;10;7;5;0;5;3;4;4
2021-01-20 11:52:59;120;35;29;10;7;5;0;5;3;4;4
2021-01-20 11:53:58;120;35;29;10;7;5;0;5;3;4;4
2021-01-20 11:54:59;120;35;29;10;7;5;0;5;3;4;4
2021-01-20 11:55:59;121;35;29;10;8;5;0;5;3;4;4
2021-01-20 11:56:58;121;35;29;10;8;5;0;5;3;4;4
2021-01-20 11:57:59;121;35;29;10;8;5;0;5;3;4;4
2021-01-20 11:58:58;121;35;29;10;8;5;0;5;3;4;4
2021-01-20 11:59:59;121;35;29;10;8;5;0;5;3;4;4
2021-01-20 12:00:59;121;35;29;10;8;5;0;5;3;4;4
2021-01-20 12:01:58;121;35;29;10;8;5;0;5;3;4;4
2021-01-20 12:02:59;121;35;29;10;8;5;0;5;3;4;4
2021-01-20 12:03:58;123;36;29;10;8;5;0;5;3;4;4
2021-01-20 12:04:59;124;37;29;10;8;5;0;5;3;4;4
2021-01-20 12:05:59;124;37;29;10;8;5;0;5;3;4;4
2021-01-20 12:06:58;124;37;29;10;8;5;0;5;3;4;4
2021-01-20 12:07:59;124;37;29;10;8;5;0;5;3;4;4
2021-01-20 12:08:59;125;37;30;10;8;5;0;5;3;4;4
2021-01-20 12:09:58;125;37;30;10;8;5;0;5;3;4;4
2021-01-20 12:10:59;126;37;30;11;8;5;0;5;3;4;4
2021-01-20 12:11:59;126;37;30;11;8;5;0;5;3;4;4
2021-01-20 12:12:58;126;37;30;11;8;5;0;5;3;4;4
2021-01-20 12:13:59;126;37;30;11;8;5;0;5;3;4;4
2021-01-20 12:14:59;126;37;30;11;8;5;0;5;3;4;4
2021-01-20 12:15:58;126;37;30;11;8;5;0;5;3;4;4
2021-01-20 12:16:59;126;37;30;11;8;5;0;5;3;4;4
2021-01-20 12:17:59;126;37;31;11;8;5;0;5;3;3;4
2021-01-20 12:18:58;126;37;31;11;8;5;0;5;3;3;4
2021-01-20 12:19:59;127;37;31;11;8;5;0;5;3;3;4
2021-01-20 12:20:59;127;37;31;11;8;5;0;5;3;3;4
2021-01-20 12:21:58;127;37;31;11;8;5;0;5;3;3;4
2021-01-20 12:22:59;127;37;31;11;8;5;0;5;3;3;4
2021-01-20 12:23:58;128;37;32;11;8;5;0;5;3;3;4
2021-01-20 12:24:59;128;37;32;11;8;5;0;5;3;3;4
2021-01-20 12:25:59;129;38;32;11;8;5;0;5;3;3;4
2021-01-20 12:26:59;129;38;32;11;8;5;0;5;3;3;4
2021-01-20 12:27:58;129;38;32;11;8;5;0;5;3;3;4
2021-01-20 12:28:59;129;38;32;11;8;5;0;5;3;3;4
2021-01-20 12:29:58;130;38;32;11;8;5;0;5;3;3;4
2021-01-20 12:30:59;130;38;32;11;8;5;0;5;3;3;4
2021-01-20 12:31:59;130;38;32;11;8;5;0;5;3;3;4
2021-01-20 12:32:58;130;38;32;11;8;5;0;5;3;3;4
2021-01-20 12:33:59;130;38;32;11;8;5;0;5;3;3;4
2021-01-20 12:34:59;130;38;32;11;8;5;0;5;3;3;4
2021-01-20 12:35:58;130;38;31;11;8;5;0;5;3;3;4
2021-01-20 12:36:59;130;38;31;11;8;5;0;5;3;3;4
2021-01-20 12:37:59;130;38;31;11;8;5;0;5;3;3;4
2021-01-20 12:38:58;130;38;31;11;8;5;0;5;3;3;4
2021-01-20 12:39:59;131;38;31;11;8;5;3;5;3;0;4
2021-01-20 12:40:58;132;39;31;11;8;5;3;5;3;0;4
2021-01-20 12:41:59;132;39;31;11;8;5;3;5;3;0;4
2021-01-20 12:42:58;133;40;31;11;8;5;3;5;3;0;4
2021-01-20 12:43:59;133;40;31;11;8;5;3;5;3;0;4
2021-01-20 12:44:59;133;40;31;11;8;5;3;5;3;0;4
2021-01-20 12:45:58;133;40;31;11;8;5;3;5;3;0;4
2021-01-20 12:46:59;133;40;31;11;8;5;3;5;3;0;4
2021-01-20 12:47:58;133;40;31;11;8;5;3;5;3;0;4
2021-01-20 12:48:59;133;40;31;11;8;5;3;5;3;0;4
2021-01-20 12:49:59;133;40;31;11;8;5;3;5;3;0;4
2021-01-20 12:50:58;133;40;31;11;8;5;3;5;3;0;4
2021-01-20 12:51:59;134;41;31;11;8;5;3;5;3;0;4
2021-01-20 12:52:59;134;41;31;11;8;5;3;5;3;0;4
2021-01-20 12:53:59;134;41;31;11;8;5;3;5;3;0;4
2021-01-20 12:54:58;134;41;31;11;8;5;3;5;3;0;4
2021-01-20 12:55:59;135;41;32;11;8;5;3;5;3;0;4
2021-01-20 12:56:58;136;41;33;11;8;5;3;5;3;0;4
2021-01-20 12:57:59;136;41;33;11;8;5;3;5;3;0;4
2021-01-20 12:58:59;136;41;33;11;8;5;3;5;3;0;4
2021-01-20 12:59:58;137;42;33;11;8;5;3;5;3;0;4
2021-01-20 13:00:59;137;42;33;11;8;5;3;5;3;0;4
2021-01-20 13:01:59;137;42;33;11;8;5;3;5;3;0;4
2021-01-20 13:02:58;137;42;33;11;8;5;3;5;3;0;4
2021-01-20 13:03:59;138;43;33;11;8;5;3;5;3;0;4
2021-01-20 13:04:58;139;44;33;11;8;5;3;5;3;0;4
2021-01-20 13:05:59;139;44;33;11;8;5;3;5;3;0;4
2021-01-20 13:06:59;139;44;33;11;8;5;3;5;3;0;4
2021-01-20 13:07:58;139;44;33;11;8;5;3;5;3;0;4
