datetime;total_votes;PhaoBao;Есения;bigmouse;Umgewandelt;Trudofobermeins;brammator;Patagonia;kotophalk;bf6;Salt
2020-02-12 06:28:59;30;3;7;4;0;0;3;0;2;0;0
2020-02-12 06:29:59;30;3;7;4;0;0;3;0;2;0;0
2020-02-12 06:30:58;30;3;7;4;0;0;3;0;2;0;0
2020-02-12 06:31:59;31;3;8;4;0;0;3;0;2;0;0
2020-02-12 06:32:58;31;3;8;4;0;0;3;0;2;0;0
2020-02-12 06:33:59;31;3;8;4;0;0;3;0;2;0;0
2020-02-12 06:34:58;31;3;8;4;0;0;3;0;2;0;0
2020-02-12 06:35:59;31;3;8;4;0;0;3;0;2;0;0
2020-02-12 06:36:59;31;3;8;4;0;0;3;0;2;0;0
2020-02-12 06:37:58;31;3;8;4;0;0;3;0;2;0;0
2020-02-12 06:38:59;31;3;8;4;0;0;3;0;2;0;0
2020-02-12 06:39:59;31;3;8;4;0;0;3;0;2;0;0
2020-02-12 06:40:58;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:41:59;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:42:59;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:43:59;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:44:58;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:45:59;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:46:59;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:47:58;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:48:59;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:49:59;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:50:58;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:51:59;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:52:59;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:53:58;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:54:59;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:55:59;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:56:58;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:57:59;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:58:59;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 06:59:58;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 07:00:59;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 07:01:59;32;3;8;5;0;0;3;0;2;0;0
2020-02-12 07:02:59;33;3;8;5;1;1;3;0;2;0;0
2020-02-12 07:03:58;33;3;8;5;1;1;3;0;2;0;0
2020-02-12 07:04:59;33;3;8;5;1;1;3;0;2;0;0
2020-02-12 07:05:59;33;3;8;5;1;1;3;0;2;0;0
2020-02-12 07:06:58;33;3;8;5;1;1;3;0;2;0;0
2020-02-12 07:07:59;33;3;8;5;1;1;3;0;2;0;0
2020-02-12 07:08:59;33;3;8;5;1;1;3;0;2;0;0
2020-02-12 07:10:00;33;3;8;5;1;1;3;0;2;0;0
2020-02-12 07:10:58;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:11:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:12:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:13:58;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:14:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:15:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:16:58;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:17:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:18:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:19:58;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:20:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:21:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:22:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:23:58;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:24:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:25:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:26:58;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:27:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:28:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:29:58;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:30:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:31:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:32:58;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:33:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:34:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:35:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:36:58;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:37:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:38:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:39:58;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:40:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:41:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:42:58;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:43:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:44:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:45:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:46:58;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:47:59;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:48:58;34;3;9;5;1;1;3;0;2;0;0
2020-02-12 07:49:59;35;3;10;5;1;1;3;0;2;0;0
2020-02-12 07:50:59;35;3;10;5;1;1;3;0;2;0;0
2020-02-12 07:51:59;35;3;10;5;1;1;3;0;2;0;0
2020-02-12 07:52:58;35;3;10;5;1;1;3;0;2;0;0
2020-02-12 07:53:59;35;3;10;5;1;1;3;0;2;0;0
2020-02-12 07:54:59;35;3;10;5;1;1;3;0;2;0;0
2020-02-12 07:55:58;35;3;10;5;1;1;3;0;2;0;0
2020-02-12 07:56:59;35;3;10;5;1;1;3;0;2;0;0
2020-02-12 07:57:59;35;3;10;5;1;1;3;0;2;0;0
2020-02-12 07:58:58;35;3;10;5;1;1;3;0;2;0;0
2020-02-12 07:59:59;35;3;10;5;1;1;3;0;2;0;0
2020-02-12 08:00:59;35;3;10;5;1;1;3;0;2;0;0
2020-02-12 08:01:59;35;3;10;5;1;1;3;0;2;0;0
2020-02-12 08:02:58;35;3;10;5;1;1;3;0;2;0;0
2020-02-12 08:03:59;35;3;9;5;0;2;3;0;2;0;0
2020-02-12 08:04:59;35;3;9;5;0;2;3;0;2;0;0
2020-02-12 08:05:59;35;3;9;5;0;2;3;0;2;0;0
2020-02-12 08:06:58;35;3;9;5;0;2;3;0;2;0;0
2020-02-12 08:07:59;35;3;9;5;0;2;3;0;2;0;0
2020-02-12 08:08:59;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:09:58;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:10:59;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:11:59;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:12:58;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:13:59;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:14:59;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:15:59;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:16:58;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:17:59;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:18:59;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:19:58;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:20:59;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:21:59;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:22:58;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:23:59;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:24:59;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:25:58;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:26:59;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:27:59;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:28:58;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:29:59;37;3;9;5;3;2;3;0;2;0;0
2020-02-12 08:30:59;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:31:59;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:32:58;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:33:59;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:34:59;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:35:59;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:36:58;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:37:59;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:38:59;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:39:59;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:40:58;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:41:59;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:42:59;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:43:58;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:44:59;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:45:59;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:47:00;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:47:58;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:48:59;38;3;9;6;3;2;3;0;2;0;0
2020-02-12 08:50:00;39;3;9;6;4;2;3;0;2;0;0
2020-02-12 08:50:58;39;3;9;6;4;2;3;0;2;0;0
2020-02-12 08:51:59;39;3;9;6;4;2;3;0;2;0;0
2020-02-12 08:52:59;40;3;9;6;4;2;3;0;2;0;0
2020-02-12 08:53:58;40;3;9;6;4;2;3;0;2;0;0
2020-02-12 08:54:59;40;3;9;6;4;2;3;0;2;0;0
2020-02-12 08:55:59;40;3;9;6;4;2;3;0;2;0;0
2020-02-12 08:56:58;40;3;9;6;4;2;3;0;2;0;0
2020-02-12 08:57:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 08:58:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 08:59:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:00:58;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:01:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:02:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:03:58;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:04:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:05:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:06:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:07:58;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:08:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:09:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:10:58;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:11:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:12:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:13:58;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:14:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:15:58;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:16:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:17:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:18:59;40;3;9;6;5;1;3;0;2;0;0
2020-02-12 09:19:58;41;3;10;6;5;1;3;0;2;0;0
2020-02-12 09:20:59;41;3;10;6;5;1;3;0;2;0;0
2020-02-12 09:21:59;41;3;10;6;5;1;3;0;2;0;0
2020-02-12 09:22:58;41;3;10;6;5;1;3;0;2;0;0
2020-02-12 09:23:59;41;3;10;6;5;1;3;0;2;0;0
2020-02-12 09:24:58;41;3;10;6;5;1;3;0;2;0;0
2020-02-12 09:25:59;41;2;11;6;5;1;3;0;2;0;0
2020-02-12 09:26:59;41;2;11;6;5;1;3;0;2;0;0
2020-02-12 09:27:58;42;2;11;6;6;1;3;0;2;0;0
2020-02-12 09:28:59;43;2;11;7;6;1;3;0;2;0;0
2020-02-12 09:29:59;43;2;11;7;6;1;3;0;2;0;0
2020-02-12 09:30:58;44;2;11;7;6;1;3;0;2;0;0
2020-02-12 09:31:59;44;2;11;7;6;1;3;0;2;0;0
2020-02-12 09:32:59;44;2;11;7;6;1;3;0;2;0;0
2020-02-12 09:33:59;44;2;11;7;6;1;3;0;2;0;0
2020-02-12 09:34:58;44;2;11;7;6;1;3;0;2;0;0
2020-02-12 09:35:59;44;2;11;7;6;1;3;0;2;0;0
2020-02-12 09:36:58;44;2;11;7;6;1;3;0;2;0;0
2020-02-12 09:37:59;45;2;11;7;6;2;3;0;2;0;0
2020-02-12 09:38:59;46;2;11;7;6;2;3;0;2;0;0
2020-02-12 09:39:59;47;2;12;7;6;2;3;0;2;0;0
2020-02-12 09:40:58;47;2;12;7;5;3;3;0;2;0;0
2020-02-12 09:41:59;47;2;12;7;5;3;3;0;2;0;0
2020-02-12 09:42:59;48;2;13;7;5;3;3;0;2;0;0
2020-02-12 09:43:58;48;2;13;7;5;3;3;0;2;0;0
2020-02-12 09:44:59;48;2;13;7;5;3;3;0;2;0;0
2020-02-12 09:45:59;48;2;13;7;5;3;3;0;2;0;0
2020-02-12 09:46:58;48;2;13;7;5;3;3;0;2;0;0
2020-02-12 09:47:59;48;2;13;7;5;3;3;0;2;0;0
2020-02-12 09:48:59;48;2;13;7;5;3;3;0;2;0;0
2020-02-12 09:49:58;48;2;13;7;5;3;3;0;2;0;0
2020-02-12 09:50:59;48;2;13;7;5;3;3;0;2;0;0
2020-02-12 09:51:59;48;2;13;7;5;3;3;0;2;0;0
2020-02-12 09:52:58;49;2;14;7;5;3;3;0;2;0;0
2020-02-12 09:53:59;49;2;14;7;5;3;3;0;2;0;0
2020-02-12 09:54:59;49;2;14;7;5;3;3;0;2;0;0
2020-02-12 09:55:58;49;2;14;7;5;3;3;0;2;0;0
2020-02-12 09:56:59;49;2;14;7;5;3;3;0;2;0;0
2020-02-12 09:57:59;49;2;14;7;5;3;3;0;2;0;0
2020-02-12 09:58:58;49;2;14;7;5;3;3;0;2;0;0
2020-02-12 09:59:59;49;2;14;7;5;3;3;0;2;0;0
2020-02-12 10:00:59;49;2;14;7;5;3;3;0;2;0;0
2020-02-12 10:01:58;49;2;14;7;5;3;3;0;2;0;0
2020-02-12 10:02:59;49;2;14;7;5;3;3;0;2;0;0
2020-02-12 10:03:59;49;2;14;7;5;3;3;0;2;0;0
2020-02-12 10:04:58;49;2;14;7;5;3;3;0;2;0;0
2020-02-12 10:05:59;50;2;14;8;5;3;3;0;2;0;0
2020-02-12 10:06:59;50;2;14;8;5;3;3;0;2;0;0
2020-02-12 10:07:59;50;2;14;8;5;3;3;0;2;0;0
2020-02-12 10:08:58;50;2;14;8;5;3;3;0;2;0;0
2020-02-12 10:09:59;50;2;14;8;5;3;3;0;2;0;0
2020-02-12 10:10:59;50;2;14;8;5;3;3;0;2;0;0
2020-02-12 10:11:58;50;2;14;8;5;3;3;0;2;0;0
2020-02-12 10:12:59;51;2;14;8;5;3;3;0;2;0;0
2020-02-12 10:13:59;51;2;14;8;5;3;3;0;2;0;0
2020-02-12 10:14:59;51;2;14;8;5;3;3;0;2;0;0
2020-02-12 10:15:58;51;2;14;8;5;3;3;0;2;0;0
2020-02-12 10:16:59;52;2;14;8;6;3;3;0;2;0;0
2020-02-12 10:17:58;52;2;14;8;6;3;3;0;2;0;0
2020-02-12 10:18:59;52;2;14;8;6;3;3;0;2;0;0
2020-02-12 10:19:59;51;2;14;8;6;3;3;0;2;0;0
2020-02-12 10:20:59;51;2;14;8;6;3;3;0;2;0;0
2020-02-12 10:21:58;51;2;14;8;6;3;3;0;2;0;0
2020-02-12 10:22:59;51;2;14;8;6;3;3;0;2;0;0
2020-02-12 10:23:59;51;2;14;8;6;3;3;0;2;0;0
2020-02-12 10:24:58;51;2;14;8;6;3;3;0;2;0;0
2020-02-12 10:25:59;51;2;14;8;6;3;3;0;2;0;0
2020-02-12 10:26:59;51;2;14;8;6;3;3;0;2;0;0
2020-02-12 10:27:59;51;2;14;8;6;3;3;0;2;0;0
2020-02-12 10:28:58;51;2;14;8;6;3;3;0;2;0;0
2020-02-12 10:29:59;51;2;14;8;6;3;3;0;2;0;0
2020-02-12 10:30:59;51;2;14;8;6;3;3;0;2;0;0
2020-02-12 10:31:59;52;2;14;9;6;3;3;0;2;0;0
2020-02-12 10:32:58;52;2;14;9;6;3;3;0;2;0;0
2020-02-12 10:33:59;52;2;14;9;6;3;3;0;2;0;0
2020-02-12 10:34:59;53;2;14;9;6;3;3;0;2;0;0
2020-02-12 10:35:58;53;2;14;9;6;3;3;0;2;0;0
2020-02-12 10:36:59;53;2;14;9;6;3;3;0;2;0;0
2020-02-12 10:37:59;53;2;14;9;6;3;3;0;2;0;0
2020-02-12 10:38:58;53;2;14;9;6;3;3;0;2;0;0
2020-02-12 10:39:59;53;2;14;9;6;3;3;0;2;0;0
2020-02-12 10:40:59;53;2;14;9;7;2;3;0;2;0;0
2020-02-12 10:41:59;53;2;14;9;7;2;3;0;2;0;0
2020-02-12 10:42:58;53;2;14;9;7;2;3;0;2;0;0
2020-02-12 10:43:59;53;2;14;9;7;2;3;0;2;0;0
2020-02-12 10:44:58;53;2;14;9;7;2;3;0;2;0;0
2020-02-12 10:45:59;53;2;14;9;7;2;3;0;2;0;0
2020-02-12 10:46:59;53;2;14;9;7;2;3;0;2;0;0
2020-02-12 10:47:58;54;2;14;9;7;2;3;0;2;1;0
2020-02-12 10:48:59;54;2;14;9;7;2;3;0;2;1;0
2020-02-12 10:49:59;55;3;14;9;7;2;3;0;2;1;0
2020-02-12 10:50:58;55;3;14;9;7;2;3;0;2;1;0
2020-02-12 10:51:59;55;3;14;9;7;2;3;0;2;1;0
2020-02-12 10:52:59;55;3;14;9;7;2;3;0;2;1;0
2020-02-12 10:53:59;55;3;14;9;7;2;3;0;2;1;0
2020-02-12 10:54:58;55;3;14;9;7;2;3;0;2;1;0
2020-02-12 10:55:59;55;3;14;9;7;2;3;0;2;1;0
2020-02-12 10:56:59;55;3;14;9;7;2;3;0;2;1;0
2020-02-12 10:57:58;55;3;14;9;7;2;3;0;2;1;0
2020-02-12 10:58:59;55;3;14;9;7;2;3;0;2;1;0
2020-02-12 10:59:59;55;3;14;9;7;2;3;0;2;1;0
2020-02-12 11:00:58;55;3;14;9;7;2;3;0;2;1;0
2020-02-12 11:01:59;56;3;14;9;7;2;3;0;2;1;0
2020-02-12 11:02:59;56;3;14;9;7;2;3;0;2;1;0
2020-02-12 11:03:58;57;3;15;9;7;2;3;0;2;1;0
2020-02-12 11:04:59;57;3;15;9;7;2;3;0;2;1;0
2020-02-12 11:05:59;57;3;15;9;7;2;3;0;2;1;0
2020-02-12 11:06:59;57;3;15;9;7;2;3;0;2;1;0
2020-02-12 11:07:58;57;3;15;9;7;2;3;0;2;1;0
2020-02-12 11:08:59;57;3;15;9;7;2;3;0;2;1;0
2020-02-12 11:09:59;57;3;15;9;7;2;3;0;2;1;0
2020-02-12 11:10:58;58;4;15;9;7;2;3;0;2;1;0
2020-02-12 11:11:59;59;4;16;9;7;2;3;0;2;1;0
2020-02-12 11:12:59;59;4;16;9;7;2;3;0;2;1;0
2020-02-12 11:13:59;60;4;16;9;7;2;3;0;2;2;0
2020-02-12 11:14:58;61;5;16;9;7;2;3;0;2;2;0
2020-02-12 11:15:59;61;5;16;9;7;2;3;0;2;2;0
2020-02-12 11:16:59;62;6;16;9;7;2;3;0;2;2;0
2020-02-12 11:17:59;62;6;16;9;7;2;3;0;2;2;0
2020-02-12 11:18:58;62;6;16;9;7;2;3;0;2;2;0
2020-02-12 11:19:59;62;6;16;9;7;2;3;0;2;2;0
2020-02-12 11:20:58;62;6;16;9;7;2;3;0;2;2;0
2020-02-12 11:21:59;63;6;16;10;7;2;3;0;2;2;0
2020-02-12 11:22:59;63;6;16;10;7;2;3;0;2;2;0
2020-02-12 11:23:59;63;6;16;10;7;2;3;0;2;2;0
2020-02-12 11:24:58;63;6;16;10;7;2;3;0;2;2;0
2020-02-12 11:25:59;63;6;16;10;7;2;3;0;2;2;0
2020-02-12 11:26:59;63;6;16;10;7;2;3;0;2;2;0
2020-02-12 11:27:58;63;6;16;10;7;2;3;0;2;2;0
2020-02-12 11:28:59;63;6;16;10;7;2;3;0;2;2;0
2020-02-12 11:29:59;63;6;16;10;7;2;3;0;2;2;0
2020-02-12 11:30:58;65;6;16;10;8;2;4;0;2;2;0
2020-02-12 11:31:59;65;6;16;10;8;2;4;0;2;2;0
2020-02-12 11:32:59;65;6;16;10;8;2;4;0;2;2;0
2020-02-12 11:33:59;65;6;16;10;8;2;4;0;2;2;0
2020-02-12 11:34:58;66;6;17;10;8;2;4;0;2;2;0
2020-02-12 11:35:59;66;6;17;10;8;2;4;0;2;2;0
2020-02-12 11:36:59;66;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:37:58;66;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:38:59;66;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:39:59;65;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:41:00;65;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:41:58;65;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:42:59;65;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:43:59;65;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:44:58;65;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:45:59;65;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:46:59;65;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:47:58;65;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:48:59;65;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:49:59;65;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:50:59;65;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:51:58;65;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:52:59;65;7;17;10;7;2;4;0;2;2;0
2020-02-12 11:53:59;66;7;18;10;7;2;4;0;2;2;0
2020-02-12 11:55:00;66;7;18;10;7;2;4;0;2;2;0
2020-02-12 11:55:58;66;7;18;10;7;2;4;0;2;2;0
2020-02-12 11:56:59;66;7;18;10;7;2;4;0;2;2;0
2020-02-12 11:57:59;66;7;18;10;7;2;4;0;2;2;0
2020-02-12 11:58:58;66;7;18;10;7;2;4;0;2;2;0
2020-02-12 11:59:59;66;7;18;10;7;2;4;0;2;2;0
2020-02-12 12:00:58;66;7;18;10;7;2;4;0;2;2;0
2020-02-12 12:01:59;66;7;18;10;7;2;4;0;2;2;0
2020-02-12 12:02:59;66;7;18;10;7;2;4;0;2;2;0
2020-02-12 12:03:58;67;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:04:59;67;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:05:58;67;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:06:59;67;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:07:59;67;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:08:59;67;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:09:58;67;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:10:59;67;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:11:59;67;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:12:59;68;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:13:58;68;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:14:59;68;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:15:59;68;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:16:58;68;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:17:59;68;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:18:59;68;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:19:59;68;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:20:58;68;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:21:59;68;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:22:59;68;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:23:58;68;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:24:59;68;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:25:59;68;7;19;10;7;2;4;0;2;2;0
2020-02-12 12:26:58;68;8;18;10;7;2;4;0;2;2;0
2020-02-12 12:27:59;69;8;19;10;7;2;4;0;2;2;0
2020-02-12 12:28:59;70;9;19;10;7;2;4;0;2;2;0
2020-02-12 12:29:59;70;9;19;10;7;2;4;0;2;2;0
2020-02-12 12:30:58;70;9;19;10;7;2;4;0;2;2;0
2020-02-12 12:31:59;70;9;19;10;7;2;4;0;2;2;0
2020-02-12 12:32:59;70;9;19;10;7;2;4;0;2;2;0
2020-02-12 12:33:59;70;9;19;10;7;2;4;0;2;2;0
2020-02-12 12:34:58;70;9;19;10;7;2;4;0;2;2;0
2020-02-12 12:35:59;70;9;19;10;7;2;4;0;2;2;0
2020-02-12 12:36:59;70;9;19;10;7;2;4;0;2;2;0
2020-02-12 12:37:58;70;9;19;10;7;2;4;0;2;2;0
2020-02-12 12:38:59;70;9;19;10;7;2;4;0;2;2;0
2020-02-12 12:39:59;70;9;19;10;7;2;4;0;2;2;0
2020-02-12 12:40:58;70;10;18;10;7;2;4;0;2;2;0
2020-02-12 12:41:59;70;10;18;10;7;2;4;0;2;2;0
2020-02-12 12:42:59;71;10;19;10;7;2;4;0;2;2;0
2020-02-12 12:43:59;71;10;19;10;7;2;4;0;2;2;0
2020-02-12 12:44:58;71;10;19;10;7;2;4;0;2;2;0
2020-02-12 12:45:59;71;10;19;10;7;2;4;0;2;2;0
2020-02-12 12:46:59;71;10;19;10;7;2;4;0;2;2;0
2020-02-12 12:47:58;71;10;19;10;7;2;4;0;2;2;0
2020-02-12 12:48:59;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 12:49:59;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 12:50:58;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 12:51:59;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 12:52:59;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 12:53:59;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 12:54:58;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 12:55:59;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 12:57:00;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 12:57:58;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 12:58:59;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 12:59:59;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 13:00:58;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 13:01:59;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 13:02:59;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 13:03:59;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 13:04:58;73;11;20;10;7;2;4;0;2;2;0
2020-02-12 13:05:59;73;11;20;10;7;2;4;0;2;2;0
