datetime;total_votes;jovan;pashkowski;KOCTOPE3;paramed;pupsique;Helengar;yachik;bigmouse;praktik;Есения
2019-05-01 02:19:59;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:20:59;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:21:58;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:22:59;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:23:59;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:24:58;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:25:59;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:26:58;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:27:59;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:28:59;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:29:58;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:30:59;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:31:59;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:32:59;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:33:58;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:34:59;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:35:58;27;10;2;4;2;0;0;1;0;1;1
2019-05-01 02:36:59;28;10;3;4;2;0;0;1;0;1;1
2019-05-01 02:37:59;28;10;3;4;2;0;0;1;0;1;1
2019-05-01 02:38:58;28;10;3;4;2;0;0;1;0;1;1
2019-05-01 02:39:59;28;10;3;4;2;0;0;1;0;1;1
2019-05-01 02:40:58;28;10;3;4;2;0;0;1;0;1;1
2019-05-01 02:41:59;28;10;3;4;2;0;0;1;0;1;1
2019-05-01 02:42:59;28;10;3;4;2;0;0;1;0;1;1
2019-05-01 02:43:58;28;10;3;4;2;0;0;1;0;1;1
2019-05-01 02:44:59;28;10;3;4;2;0;0;1;0;1;1
2019-05-01 02:45:59;28;10;3;4;2;0;0;1;0;1;1
2019-05-01 02:46:58;28;10;3;4;2;0;0;1;0;1;1
2019-05-01 02:47:59;28;10;3;4;2;0;0;1;0;1;1
2019-05-01 02:48:59;28;10;3;4;2;0;0;1;0;1;1
2019-05-01 02:49:58;28;10;3;4;2;0;0;1;0;1;1
2019-05-01 02:50:59;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 02:51:59;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 02:52:58;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 02:53:59;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 02:54:58;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 02:55:59;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 02:56:59;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 02:57:58;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 02:58:59;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 02:59:59;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 03:00:58;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 03:01:59;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 03:02:59;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 03:03:58;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 03:04:59;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 03:05:59;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 03:06:58;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 03:07:59;29;11;3;4;2;0;0;1;0;1;1
2019-05-01 03:08:59;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:09:58;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:10:59;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:11:59;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:12:58;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:13:59;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:14:59;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:15:58;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:16:59;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:17:59;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:18:58;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:19:59;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:20:59;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:21:58;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:22:59;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:23:58;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:24:59;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:25:59;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:26:58;30;11;4;4;2;0;0;1;0;1;0
2019-05-01 03:27:59;31;12;4;4;2;0;0;1;0;1;0
2019-05-01 03:28:59;32;13;4;4;2;0;0;1;0;1;0
2019-05-01 03:29:58;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:30:59;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:31:59;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:32:58;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:33:59;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:34:59;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:35:58;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:36:59;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:37:59;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:38:58;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:39:59;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:40:59;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:41:58;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:42:59;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:43:59;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:44:58;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:45:59;33;13;4;4;2;0;0;2;0;1;0
2019-05-01 03:46:59;34;14;4;4;2;0;0;2;0;1;0
2019-05-01 03:47:58;34;14;4;4;2;0;0;2;0;1;0
2019-05-01 03:48:59;34;14;4;4;2;0;0;2;0;1;0
2019-05-01 03:49:59;34;14;4;4;2;0;0;2;0;1;0
2019-05-01 03:50:58;34;14;4;4;2;0;0;2;0;1;0
2019-05-01 03:51:59;34;14;4;4;2;0;0;2;0;1;0
2019-05-01 03:53:00;34;14;4;4;2;0;0;2;0;1;0
2019-05-01 03:53:58;34;14;4;4;2;0;0;2;0;1;0
2019-05-01 03:54:59;34;14;4;4;2;0;0;2;0;1;0
2019-05-01 03:55:58;34;14;4;4;2;0;0;2;0;1;0
2019-05-01 03:56:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 03:57:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 03:58:58;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 03:59:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:00:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:01:58;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:02:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:03:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:04:58;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:05:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:06:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:07:58;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:08:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:09:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:10:58;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:11:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:12:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:13:58;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:14:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:15:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:16:58;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:17:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:18:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:19:58;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:20:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:21:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:22:58;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:23:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:24:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:25:58;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:26:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:27:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:28:58;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:29:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:30:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:31:58;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:32:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:33:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:34:58;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:35:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:36:58;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:37:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:38:58;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:39:59;35;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:40:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:41:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:42:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:43:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:44:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:45:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:46:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:47:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:48:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:49:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:50:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:51:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:52:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:53:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:54:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:55:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:56:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:57:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:58:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 04:59:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:00:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:01:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:02:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:03:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:04:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:05:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:06:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:07:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:08:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:09:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:10:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:11:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:12:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:13:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:14:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:15:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:16:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:17:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:18:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:19:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:20:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:21:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:22:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:23:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:24:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:25:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:26:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:27:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:28:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:29:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:30:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:31:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:32:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:33:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:34:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:35:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:36:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:37:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:38:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:39:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:40:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:41:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:42:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:43:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:44:58;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:45:59;36;15;4;4;2;0;0;2;0;1;0
2019-05-01 05:46:59;36;15;4;4;2;0;0;2;0;1;0
