datetime;total_votes;Good;Tomintoul;megalomaniac;KOCTOPE3;Duran;Mindsplitter;Villanelle;Shambala;quick_justice;Rumpelstilzchen
2021-01-13 06:27:58;95;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:28:59;95;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:29:58;95;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:30:59;95;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:31:58;95;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:32:59;95;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:33:58;95;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:34:59;96;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:35:59;97;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:36:58;97;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:37:59;97;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:38:59;97;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:39:58;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:40:59;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:41:58;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:42:59;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:43:58;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:44:59;99;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:45:59;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:46:58;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:47:59;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:48:59;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:49:58;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:50:59;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:51:59;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:52:59;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:53:58;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:54:59;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:55:59;98;0;43;13;2;0;3;8;3;0;2
2021-01-13 06:56:58;99;2;43;13;2;0;3;8;3;0;0
2021-01-13 06:57:59;99;2;43;13;2;0;3;8;3;0;0
2021-01-13 06:58:59;100;3;43;13;2;0;3;8;3;0;2
2021-01-13 06:59:58;100;3;43;13;2;0;3;8;3;0;2
2021-01-13 07:00:59;100;3;43;13;2;0;3;8;3;0;2
2021-01-13 07:01:58;100;3;43;13;2;0;3;8;3;0;2
2021-01-13 07:02:59;100;3;43;13;2;0;3;8;3;0;2
2021-01-13 07:03:58;100;3;43;13;2;0;3;8;3;0;2
2021-01-13 07:04:59;100;3;43;13;2;0;3;8;3;0;2
2021-01-13 07:05:59;100;3;43;13;2;0;3;8;3;0;2
2021-01-13 07:06:58;100;3;43;13;2;0;3;8;3;0;2
2021-01-13 07:07:59;100;3;43;13;2;0;3;8;3;0;2
2021-01-13 07:08:59;100;3;43;13;2;0;3;8;3;0;2
2021-01-13 07:09:58;100;3;43;13;2;0;3;8;3;0;2
2021-01-13 07:10:59;100;3;43;13;2;0;3;8;3;0;2
2021-01-13 07:11:59;101;3;44;13;2;0;3;8;3;0;2
2021-01-13 07:12:58;101;3;44;13;2;0;3;8;3;0;2
2021-01-13 07:13:59;101;3;44;13;2;0;3;8;3;0;2
2021-01-13 07:14:59;101;3;44;13;2;0;3;8;3;0;2
2021-01-13 07:15:58;101;3;44;13;2;0;3;8;3;0;2
2021-01-13 07:16:59;101;3;44;13;2;0;3;8;3;0;2
2021-01-13 07:17:58;101;3;44;13;2;0;3;8;3;0;2
2021-01-13 07:18:59;101;3;44;13;2;0;3;8;3;0;2
2021-01-13 07:19:58;101;3;44;13;2;0;3;8;3;0;2
2021-01-13 07:20:59;101;3;44;13;2;0;3;8;3;0;2
2021-01-13 07:21:58;103;4;44;14;2;0;3;8;3;0;2
2021-01-13 07:22:59;103;4;44;14;2;0;3;8;3;0;2
2021-01-13 07:23:58;103;4;44;14;2;0;3;8;3;0;2
2021-01-13 07:24:59;103;5;44;13;2;0;3;8;3;0;2
2021-01-13 07:25:59;104;5;45;13;2;0;3;8;3;0;2
2021-01-13 07:26:59;104;5;45;13;2;0;3;8;3;0;2
2021-01-13 07:27:58;104;5;45;13;2;0;3;8;3;0;2
2021-01-13 07:28:59;104;5;45;13;2;0;3;8;3;0;2
2021-01-13 07:29:59;104;5;45;13;2;0;3;8;3;0;2
2021-01-13 07:30:58;104;5;45;13;2;0;3;8;3;0;2
2021-01-13 07:31:59;104;5;45;13;2;0;3;8;3;0;2
2021-01-13 07:33:00;105;5;45;14;2;0;3;8;3;0;2
2021-01-13 07:33:58;105;5;45;14;2;0;3;8;3;0;2
2021-01-13 07:34:59;105;5;45;14;2;0;3;8;3;0;2
2021-01-13 07:35:58;105;5;45;14;2;0;3;8;3;0;2
2021-01-13 07:36:59;105;5;45;14;2;0;3;8;3;0;2
2021-01-13 07:37:59;105;5;45;14;2;0;3;8;3;0;2
2021-01-13 07:38:58;105;5;45;14;2;0;3;8;3;0;2
2021-01-13 07:39:59;105;5;45;14;2;0;3;8;3;0;2
2021-01-13 07:40:59;106;5;45;14;3;0;3;8;3;0;2
2021-01-13 07:41:58;106;5;45;14;3;0;3;8;3;0;2
2021-01-13 07:42:59;106;5;45;14;3;0;3;8;3;0;2
2021-01-13 07:43:59;107;5;46;14;3;0;3;8;3;0;2
2021-01-13 07:44:58;107;5;46;14;3;0;3;8;3;0;2
2021-01-13 07:45:59;107;5;46;14;3;0;3;8;3;0;2
2021-01-13 07:46:59;107;5;46;14;3;0;3;8;3;0;2
2021-01-13 07:47:58;107;5;46;14;3;0;3;8;3;0;2
2021-01-13 07:48:59;107;5;46;14;3;0;3;8;3;0;2
2021-01-13 07:49:59;107;5;46;14;3;0;3;8;3;0;2
2021-01-13 07:50:58;107;5;46;14;3;0;3;8;3;0;2
2021-01-13 07:51:59;107;5;46;14;3;0;3;8;3;0;2
2021-01-13 07:52:58;108;5;46;14;3;0;3;8;4;0;2
2021-01-13 07:53:59;108;5;46;14;3;0;3;8;4;0;2
2021-01-13 07:54:59;108;5;46;14;3;0;3;8;4;0;2
2021-01-13 07:55:58;108;5;46;14;3;0;3;8;4;0;2
2021-01-13 07:56:59;108;5;46;14;3;0;3;8;4;0;2
2021-01-13 07:57:58;108;5;46;14;3;0;3;8;4;0;2
2021-01-13 07:58:59;109;6;46;14;3;0;3;8;4;0;2
2021-01-13 07:59:59;110;7;46;14;3;0;3;8;4;0;2
2021-01-13 08:00:58;110;7;46;14;3;0;3;8;4;0;2
2021-01-13 08:01:59;110;7;46;14;3;0;3;8;4;0;2
2021-01-13 08:02:59;110;7;46;14;3;0;3;8;4;0;2
2021-01-13 08:03:58;111;7;47;14;3;0;3;8;4;0;2
2021-01-13 08:04:59;111;7;47;14;3;0;3;8;4;0;2
2021-01-13 08:05:58;111;7;47;14;3;0;3;8;4;0;2
2021-01-13 08:06:59;112;8;47;14;3;0;3;8;4;0;2
2021-01-13 08:07:59;112;8;47;14;3;0;3;8;4;0;2
2021-01-13 08:08:58;112;8;47;14;3;0;3;8;4;0;2
2021-01-13 08:09:59;112;8;47;14;3;0;3;8;4;0;2
2021-01-13 08:10:59;112;8;47;14;3;0;3;8;4;0;2
2021-01-13 08:11:58;112;8;47;14;3;0;3;8;4;0;2
2021-01-13 08:12:59;112;8;47;14;3;0;3;8;4;0;2
2021-01-13 08:13:59;112;8;47;14;3;0;3;8;4;0;2
2021-01-13 08:14:58;112;8;47;14;3;0;3;8;4;0;2
2021-01-13 08:15:59;112;8;47;14;3;0;3;8;4;0;2
2021-01-13 08:16:59;113;9;47;14;3;0;3;8;4;0;2
2021-01-13 08:17:58;113;9;47;14;3;0;3;8;4;0;2
2021-01-13 08:18:59;113;9;47;14;3;0;3;8;4;0;2
2021-01-13 08:19:58;114;9;48;14;3;0;3;8;4;0;2
2021-01-13 08:20:59;115;9;48;14;4;0;3;8;4;0;2
2021-01-13 08:21:59;116;10;48;14;4;0;3;8;4;0;2
2021-01-13 08:22:58;116;11;48;14;3;0;3;8;4;0;2
2021-01-13 08:23:59;117;12;48;14;3;0;3;8;4;0;2
2021-01-13 08:24:59;117;12;48;14;3;0;3;8;4;0;2
2021-01-13 08:25:58;117;12;48;14;3;0;3;8;4;0;2
2021-01-13 08:26:59;117;12;48;14;3;0;3;8;4;0;2
2021-01-13 08:27:59;117;12;48;14;3;0;3;8;4;0;2
2021-01-13 08:28:58;117;12;48;14;3;0;3;8;4;0;2
2021-01-13 08:29:59;117;12;48;14;3;0;3;8;4;0;2
2021-01-13 08:30:58;117;12;48;14;3;0;3;8;4;0;2
2021-01-13 08:31:59;118;12;48;15;3;0;3;8;4;0;2
2021-01-13 08:32:59;118;12;48;15;3;0;3;8;4;0;2
2021-01-13 08:33:58;118;12;48;15;3;0;3;8;4;0;2
2021-01-13 08:34:59;118;12;48;15;3;0;3;8;4;0;2
2021-01-13 08:35:58;119;13;48;15;3;0;3;8;4;0;2
2021-01-13 08:36:59;119;13;48;15;3;0;3;8;4;0;2
2021-01-13 08:37:59;119;13;48;15;3;0;3;8;4;0;2
2021-01-13 08:38:58;119;13;48;15;3;0;3;8;4;0;2
2021-01-13 08:39:59;119;13;48;15;3;0;3;8;4;0;2
2021-01-13 08:40:59;119;13;48;15;3;0;3;8;4;0;2
2021-01-13 08:41:58;119;13;48;15;3;0;3;8;4;0;2
2021-01-13 08:42:59;119;13;48;15;3;0;3;8;4;0;2
2021-01-13 08:43:58;120;13;49;15;3;0;3;8;4;0;2
2021-01-13 08:44:59;121;13;49;16;3;0;3;8;4;0;2
2021-01-13 08:45:59;121;13;49;16;3;0;3;8;4;0;2
2021-01-13 08:46:58;121;13;49;16;3;0;3;8;4;0;2
2021-01-13 08:47:59;123;13;51;16;3;0;3;8;4;0;2
2021-01-13 08:48:59;123;13;51;16;3;0;3;8;4;0;2
2021-01-13 08:49:58;124;13;52;16;3;0;3;8;4;0;2
2021-01-13 08:50:59;124;13;52;16;3;0;3;8;4;0;2
2021-01-13 08:51:59;124;13;52;16;3;0;3;8;4;0;2
2021-01-13 08:52:58;125;13;53;16;3;0;3;8;4;0;2
2021-01-13 08:53:59;125;13;53;16;3;0;3;8;4;0;2
2021-01-13 08:54:59;125;14;53;16;3;0;3;8;4;0;2
2021-01-13 08:55:58;126;14;54;16;3;0;3;8;4;0;2
2021-01-13 08:56:59;126;14;54;16;3;0;3;8;4;0;2
2021-01-13 08:57:58;127;14;54;16;3;0;3;8;4;0;2
2021-01-13 08:58:59;127;14;54;16;3;0;3;8;4;0;2
2021-01-13 08:59:59;127;14;54;16;3;0;3;8;4;0;2
2021-01-13 09:00:58;128;15;54;16;3;0;3;8;4;0;2
2021-01-13 09:01:59;129;15;54;16;4;0;3;8;4;0;2
2021-01-13 09:02:59;129;15;54;16;4;0;3;8;4;0;2
2021-01-13 09:03:58;129;15;54;16;4;0;3;8;4;0;2
2021-01-13 09:04:59;129;15;54;16;4;0;3;8;4;0;2
2021-01-13 09:05:59;129;15;54;16;4;0;3;8;4;0;2
2021-01-13 09:06:59;129;15;54;16;4;0;3;8;4;0;2
2021-01-13 09:07:58;129;15;54;16;4;0;3;8;4;0;2
2021-01-13 09:08:59;129;15;54;16;4;0;3;8;4;0;2
2021-01-13 09:10:00;129;15;54;16;4;0;3;8;4;0;2
2021-01-13 09:10:58;129;15;54;16;4;0;3;8;4;0;2
2021-01-13 09:11:59;129;16;54;15;4;0;3;8;4;0;2
2021-01-13 09:12:58;129;16;54;15;4;0;3;8;4;0;2
2021-01-13 09:13:59;130;16;55;15;4;0;3;8;4;0;2
2021-01-13 09:15:00;130;17;55;15;4;0;3;8;4;0;2
2021-01-13 09:15:58;131;18;55;15;4;0;3;8;4;0;2
2021-01-13 09:16:59;132;19;55;15;4;0;3;8;4;0;2
2021-01-13 09:17:58;132;19;55;15;4;0;3;8;4;0;2
2021-01-13 09:18:59;132;19;55;15;4;0;3;8;4;0;2
2021-01-13 09:19:59;132;19;55;15;4;0;3;8;4;0;2
2021-01-13 09:20:58;132;19;55;15;4;0;3;8;4;0;2
2021-01-13 09:21:59;133;20;55;15;4;0;3;8;4;0;2
2021-01-13 09:22:58;133;20;55;15;4;0;3;8;4;0;2
2021-01-13 09:23:59;133;20;55;15;4;0;3;8;4;0;2
2021-01-13 09:24:59;133;20;55;15;4;0;3;8;4;0;2
2021-01-13 09:25:58;135;22;55;15;4;0;3;8;4;0;2
2021-01-13 09:26:59;135;22;55;15;4;0;3;8;4;0;2
2021-01-13 09:27:58;135;22;55;15;4;0;3;8;4;0;2
2021-01-13 09:28:59;135;22;55;15;4;0;3;8;4;0;2
2021-01-13 09:29:59;135;22;55;15;4;0;3;8;4;0;2
2021-01-13 09:30:58;136;23;55;15;4;0;3;8;4;0;2
2021-01-13 09:31:59;136;23;55;15;4;0;3;8;4;0;2
2021-01-13 09:32:59;138;24;56;15;4;0;3;8;4;0;2
2021-01-13 09:33:58;138;24;56;15;4;0;3;8;4;0;2
2021-01-13 09:34:59;138;24;56;15;4;0;3;8;4;0;2
2021-01-13 09:35:59;139;25;56;15;4;0;3;8;4;0;2
2021-01-13 09:36:58;139;25;56;15;4;0;3;8;4;0;2
2021-01-13 09:37:59;140;25;56;15;4;0;4;8;4;0;2
2021-01-13 09:38:59;140;25;56;15;4;0;4;8;4;0;2
2021-01-13 09:39:58;140;25;56;15;4;0;4;8;4;0;2
2021-01-13 09:40:59;142;26;57;15;4;0;4;8;4;0;2
2021-01-13 09:41:58;142;26;57;15;4;0;4;8;4;0;2
2021-01-13 09:42:59;143;27;57;15;4;0;4;8;4;0;2
2021-01-13 09:43:59;144;27;57;15;4;0;4;8;4;0;0
2021-01-13 09:44:58;144;27;57;15;4;0;4;8;4;0;0
2021-01-13 09:45:59;144;27;57;15;4;0;4;8;4;0;0
2021-01-13 09:46:59;146;29;57;15;4;0;4;8;4;0;0
2021-01-13 09:47:58;147;29;57;15;4;0;4;8;4;0;2
2021-01-13 09:48:59;147;29;57;15;4;0;4;8;4;0;2
2021-01-13 09:49:59;147;29;57;15;4;0;4;8;4;0;2
2021-01-13 09:50:58;147;29;57;15;4;0;4;8;4;0;2
2021-01-13 09:51:59;147;29;57;15;4;0;4;8;4;0;2
2021-01-13 09:52:58;147;29;57;15;4;0;4;8;4;0;2
2021-01-13 09:53:59;147;29;57;15;4;0;4;8;4;0;2
2021-01-13 09:54:59;147;29;57;15;4;0;4;8;4;0;2
2021-01-13 09:55:58;147;29;57;15;4;0;4;8;4;0;2
2021-01-13 09:56:59;147;29;57;15;4;0;4;8;4;0;2
2021-01-13 09:57:59;147;29;57;15;4;0;4;8;4;0;2
2021-01-13 09:58:58;147;30;57;15;4;0;4;7;4;0;2
2021-01-13 09:59:59;148;30;58;15;4;0;4;7;4;0;2
2021-01-13 10:00:59;148;30;58;15;4;0;4;7;4;0;2
2021-01-13 10:01:58;148;30;58;15;4;0;4;7;4;0;2
2021-01-13 10:02:59;148;30;58;15;4;0;4;7;4;0;2
2021-01-13 10:03:59;149;30;59;15;4;0;4;7;4;0;2
2021-01-13 10:04:58;150;30;59;15;4;0;4;7;4;0;2
2021-01-13 10:05:59;150;30;59;15;4;0;4;7;4;0;2
2021-01-13 10:06:59;151;31;59;15;4;0;4;7;4;0;2
2021-01-13 10:07:58;151;31;59;15;4;0;4;7;4;0;2
2021-01-13 10:08:59;152;32;59;15;4;0;4;7;4;0;2
2021-01-13 10:09:58;155;33;59;16;4;0;5;7;4;0;2
2021-01-13 10:10:59;156;34;59;16;4;0;5;7;4;0;2
2021-01-13 10:11:59;156;35;59;15;4;0;5;7;4;0;2
2021-01-13 10:12:58;156;35;59;15;4;0;5;7;4;0;2
2021-01-13 10:13:59;156;35;59;15;4;0;5;7;4;0;2
2021-01-13 10:14:59;157;37;58;15;4;0;5;7;4;0;2
2021-01-13 10:15:58;158;38;58;15;4;0;5;7;4;0;2
2021-01-13 10:16:59;159;39;58;15;4;0;5;7;4;0;2
2021-01-13 10:17:58;161;40;58;15;4;0;5;7;4;2;0
2021-01-13 10:18:59;161;40;58;15;4;0;5;7;4;2;0
2021-01-13 10:19:59;161;40;58;15;4;0;5;7;4;2;0
2021-01-13 10:20:58;163;41;59;15;4;0;5;7;4;2;0
2021-01-13 10:21:59;165;42;59;16;4;0;5;7;4;2;0
2021-01-13 10:22:59;165;42;59;16;4;0;5;7;4;2;0
2021-01-13 10:23:58;165;42;59;16;4;0;5;7;4;2;0
2021-01-13 10:24:59;165;42;59;16;4;0;5;7;4;2;0
2021-01-13 10:25:59;165;42;59;16;4;0;5;7;4;2;0
2021-01-13 10:26:58;167;42;60;16;4;0;5;8;4;2;0
2021-01-13 10:27:59;168;43;60;16;4;0;5;8;4;2;0
2021-01-13 10:28:59;168;43;60;16;4;0;5;8;4;2;0
2021-01-13 10:29:58;170;43;62;16;4;0;5;8;4;2;0
2021-01-13 10:30:59;171;44;62;16;4;0;5;8;4;2;0
2021-01-13 10:31:59;171;44;62;16;4;0;5;8;4;2;0
2021-01-13 10:32:58;172;44;63;16;4;0;5;8;4;2;0
2021-01-13 10:33:59;173;45;63;16;4;0;5;8;4;2;0
2021-01-13 10:34:58;175;46;64;16;4;0;5;8;4;2;0
2021-01-13 10:35:59;175;46;64;16;4;0;5;8;4;2;0
2021-01-13 10:36:59;175;46;64;16;4;0;5;8;4;2;0
2021-01-13 10:37:58;178;49;64;16;4;0;5;8;4;2;0
2021-01-13 10:38:59;180;49;65;17;4;0;5;8;4;2;0
2021-01-13 10:39:58;180;49;65;17;4;0;5;8;4;2;0
2021-01-13 10:40:59;180;49;65;17;4;0;5;8;4;2;0
2021-01-13 10:41:59;181;49;66;17;4;0;5;8;4;2;0
2021-01-13 10:43:00;181;49;66;17;4;0;5;8;4;2;0
2021-01-13 10:43:58;181;49;66;17;4;0;5;8;4;2;0
2021-01-13 10:44:59;183;51;66;17;4;0;5;8;4;2;0
2021-01-13 10:45:58;184;52;66;17;4;0;5;8;4;2;0
2021-01-13 10:46:59;186;52;67;17;5;0;5;8;4;2;0
2021-01-13 10:47:59;186;52;67;17;5;0;5;8;4;2;0
2021-01-13 10:48:58;186;52;67;17;5;0;5;8;4;2;0
2021-01-13 10:49:59;187;53;67;17;5;0;5;8;4;2;0
2021-01-13 10:50:59;187;53;67;17;5;0;5;8;4;2;0
2021-01-13 10:51:58;189;54;67;17;5;0;5;8;4;2;0
2021-01-13 10:52:59;189;54;67;17;5;0;5;8;4;2;0
2021-01-13 10:53:59;190;54;68;17;5;0;5;8;4;2;0
2021-01-13 10:54:58;190;54;68;17;5;0;5;8;4;2;0
2021-01-13 10:55:59;191;56;68;16;5;0;5;8;4;2;0
2021-01-13 10:56:59;192;57;68;16;5;0;5;8;4;2;0
2021-01-13 10:57:58;192;57;68;16;5;0;5;8;4;2;0
2021-01-13 10:58:59;192;57;68;16;5;0;5;8;4;2;0
2021-01-13 10:59:59;192;58;68;16;4;0;5;8;4;2;0
2021-01-13 11:00:58;192;58;68;16;4;0;5;8;4;2;0
2021-01-13 11:01:59;192;58;68;16;4;0;5;8;4;2;0
2021-01-13 11:02:59;193;59;68;16;4;0;5;8;4;2;0
2021-01-13 11:03:58;193;59;68;16;4;0;5;8;4;2;0
2021-01-13 11:04:59;194;60;68;16;4;0;5;8;4;2;0
2021-01-13 11:05:58;194;60;68;16;4;0;5;8;4;2;0
2021-01-13 11:06:59;194;60;68;16;4;0;5;8;4;2;0
2021-01-13 11:07:59;194;60;68;16;4;0;5;8;4;2;0
2021-01-13 11:08:58;195;60;69;16;4;0;5;8;4;2;0
2021-01-13 11:09:59;196;60;70;16;4;0;5;8;4;2;0
2021-01-13 11:10:59;197;60;71;16;4;0;5;8;4;2;0
2021-01-13 11:11:58;198;61;71;16;4;0;5;8;4;2;0
2021-01-13 11:12:59;198;61;71;16;4;0;5;8;4;2;0
2021-01-13 11:13:59;198;61;71;16;4;0;5;8;4;2;0
2021-01-13 11:14:58;198;61;71;16;4;0;5;8;4;2;0
2021-01-13 11:15:59;199;61;72;16;4;0;5;8;4;2;0
2021-01-13 11:16:59;199;61;72;16;4;0;5;8;4;2;0
2021-01-13 11:17:58;199;61;72;16;4;0;5;8;4;2;0
2021-01-13 11:18:59;200;61;72;16;4;0;5;8;4;2;0
2021-01-13 11:19:59;201;62;72;16;4;0;5;8;4;2;0
2021-01-13 11:20:59;202;63;72;16;4;0;5;8;4;2;0
2021-01-13 11:21:58;202;63;72;16;4;0;5;8;4;2;0
2021-01-13 11:22:59;202;63;72;16;4;0;5;8;4;2;0
2021-01-13 11:23:59;202;63;72;16;4;0;5;8;4;2;0
2021-01-13 11:24:58;202;63;72;16;4;0;5;8;4;2;0
2021-01-13 11:25:59;203;63;73;16;4;0;5;8;4;2;0
2021-01-13 11:27:00;205;64;73;16;4;0;5;8;4;2;2
2021-01-13 11:27:58;205;64;73;16;4;0;5;8;4;2;2
2021-01-13 11:28:59;205;64;73;16;4;0;5;8;4;2;2
2021-01-13 11:29:59;206;64;73;16;4;0;5;8;4;3;2
2021-01-13 11:30:58;206;64;73;16;4;0;5;8;4;3;2
2021-01-13 11:31:59;206;64;73;16;4;0;5;8;4;3;2
2021-01-13 11:32:58;206;64;73;16;4;0;5;8;4;3;2
2021-01-13 11:33:59;206;64;73;16;4;0;5;8;4;3;2
2021-01-13 11:34:59;206;64;73;16;4;0;5;8;4;3;2
2021-01-13 11:35:58;207;64;73;17;4;0;5;8;4;3;2
2021-01-13 11:36:59;208;64;73;17;4;0;5;8;4;3;2
2021-01-13 11:37:59;208;64;73;17;4;0;5;8;4;3;2
2021-01-13 11:38:58;209;65;73;17;4;0;5;8;4;3;2
2021-01-13 11:39:59;209;65;73;17;4;0;5;8;4;3;2
2021-01-13 11:40:59;209;65;73;17;4;0;5;8;4;3;2
2021-01-13 11:41:58;209;65;73;17;4;0;5;8;4;3;2
2021-01-13 11:42:59;209;65;73;17;4;0;5;8;4;3;2
2021-01-13 11:43:58;209;65;73;17;4;0;5;8;4;3;2
2021-01-13 11:44:59;209;65;73;17;4;0;5;8;4;3;2
2021-01-13 11:45:58;210;65;73;17;5;0;5;8;4;3;2
2021-01-13 11:46:59;210;65;73;17;5;0;5;8;4;3;2
2021-01-13 11:47:59;210;66;72;17;5;0;5;8;4;3;2
2021-01-13 11:48:58;210;66;72;17;5;0;5;8;4;3;2
2021-01-13 11:49:59;211;67;72;17;5;0;5;8;4;3;2
2021-01-13 11:50:58;212;68;72;17;5;0;5;8;4;3;2
2021-01-13 11:51:59;212;68;72;17;5;0;5;8;4;3;2
2021-01-13 11:52:58;213;69;72;17;5;0;5;8;4;3;2
2021-01-13 11:53:59;213;69;72;17;5;0;5;8;4;3;2
2021-01-13 11:54:59;214;70;72;17;5;0;5;8;4;3;2
2021-01-13 11:55:58;216;71;72;17;6;0;5;8;4;3;2
2021-01-13 11:56:59;217;72;72;17;6;0;5;8;4;3;2
2021-01-13 11:57:58;217;72;72;17;6;0;5;8;4;3;2
2021-01-13 11:58:59;217;72;72;17;6;0;5;8;4;3;2
2021-01-13 11:59:59;218;72;72;18;6;0;5;8;4;3;2
2021-01-13 12:00:58;218;72;72;18;6;0;5;8;4;3;2
2021-01-13 12:01:59;221;73;73;19;6;0;5;8;4;3;2
2021-01-13 12:02:59;222;73;73;20;6;0;5;8;4;3;2
2021-01-13 12:03:58;222;73;73;20;6;0;5;8;4;3;2
2021-01-13 12:04:59;222;73;73;20;6;0;5;8;4;3;2
2021-01-13 12:05:59;222;73;73;20;6;0;5;8;4;3;2
2021-01-13 12:06:58;222;73;73;20;6;0;5;8;4;3;2
2021-01-13 12:07:59;222;73;73;20;6;0;5;8;4;3;2
2021-01-13 12:08:58;223;74;73;20;6;0;5;8;4;3;2
2021-01-13 12:09:59;223;74;73;20;6;0;5;8;4;3;2
2021-01-13 12:10:59;223;74;73;20;6;0;5;8;4;3;2
2021-01-13 12:11:58;223;74;73;20;6;0;5;8;4;3;2
2021-01-13 12:12:59;223;74;73;20;6;0;5;8;4;3;2
2021-01-13 12:13:59;223;74;73;20;6;0;5;8;4;3;2
2021-01-13 12:14:58;223;74;73;20;6;0;5;8;4;3;2
2021-01-13 12:15:59;224;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:16:59;224;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:17:58;224;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:18:59;224;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:19:59;224;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:20:58;225;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:21:59;225;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:22:59;225;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:23:58;225;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:24:59;225;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:26:00;225;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:26:58;225;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:27:59;225;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:28:58;225;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:29:59;225;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:30:59;225;74;73;20;6;0;6;8;4;3;2
2021-01-13 12:31:59;226;74;74;20;6;0;6;8;4;3;2
2021-01-13 12:32:58;227;75;74;20;6;0;6;8;4;3;2
2021-01-13 12:33:59;228;76;74;20;6;0;6;8;4;3;2
2021-01-13 12:34:58;228;76;74;20;6;0;6;8;4;3;2
2021-01-13 12:35:59;228;76;74;20;6;0;6;8;4;3;2
2021-01-13 12:36:58;229;77;74;20;6;0;6;8;4;3;2
2021-01-13 12:37:59;229;77;74;20;6;0;6;8;4;3;2
2021-01-13 12:38:58;229;77;74;20;6;0;6;8;4;3;2
2021-01-13 12:39:59;230;78;74;20;6;0;6;8;4;3;2
2021-01-13 12:40:58;230;78;74;20;6;0;6;8;4;3;2
2021-01-13 12:41:59;230;78;74;20;6;0;6;8;4;3;2
2021-01-13 12:42:59;230;78;74;20;6;0;6;8;4;3;2
2021-01-13 12:43:58;230;78;74;20;6;0;6;8;4;3;2
2021-01-13 12:44:59;230;78;74;20;6;0;6;8;4;3;2
2021-01-13 12:45:58;229;78;74;20;6;0;6;8;4;3;2
2021-01-13 12:46:59;229;78;74;20;6;0;6;8;4;3;2
2021-01-13 12:47:59;230;78;75;20;6;0;6;8;4;3;2
2021-01-13 12:48:59;230;78;75;20;6;0;6;8;4;3;2
2021-01-13 12:49:58;231;78;75;20;6;0;6;8;4;4;2
2021-01-13 12:50:59;231;78;75;20;6;0;6;8;4;4;2
2021-01-13 12:51:59;231;78;75;20;6;0;6;8;4;4;2
2021-01-13 12:52:58;231;78;75;20;6;0;6;8;4;4;2
2021-01-13 12:53:59;231;78;75;20;6;0;6;8;4;4;2
2021-01-13 12:54:59;231;78;75;20;6;0;6;8;4;4;2
2021-01-13 12:55:58;231;78;75;20;6;0;6;8;4;4;2
2021-01-13 12:56:59;231;78;75;20;6;0;6;8;4;4;2
2021-01-13 12:57:59;232;79;75;20;6;0;6;8;4;4;2
2021-01-13 12:58:58;232;79;75;20;6;0;6;8;4;4;2
2021-01-13 12:59:59;232;79;75;20;6;0;6;8;4;4;2
2021-01-13 13:00:58;233;79;76;20;6;0;6;8;4;4;2
2021-01-13 13:01:59;234;79;77;20;6;0;6;8;4;4;2
2021-01-13 13:02:59;235;79;77;20;6;0;6;8;4;5;2
2021-01-13 13:03:58;236;80;77;20;6;0;6;8;4;5;2
