datetime;total_votes;Private_Ryan;Bf109H;axxl;xtal;Есения;navalny;Noforhamsters;megaslowpoke;Vikvalan;pupsique
2020-08-12 06:29:59;43;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:30:58;43;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:31:59;43;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:32:59;43;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:33:58;43;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:34:59;43;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:35:59;43;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:36:58;43;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:37:59;43;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:38:59;43;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:39:58;43;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:40:59;43;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:41:58;43;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:42:59;44;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:43:59;44;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:44:58;44;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:45:59;44;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:46:58;44;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:47:59;44;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:48:58;44;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:49:59;44;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:50:58;44;9;11;2;4;2;0;1;2;0;0
2020-08-12 06:51:59;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 06:52:59;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 06:53:58;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 06:54:59;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 06:55:59;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 06:56:58;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 06:57:59;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 06:58:58;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 06:59:59;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 07:00:59;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 07:01:58;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 07:02:59;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 07:03:59;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 07:04:58;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 07:05:59;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 07:06:58;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 07:07:59;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 07:08:58;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 07:09:59;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 07:10:59;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 07:11:58;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 07:12:59;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 07:13:58;45;9;11;2;4;3;0;1;2;0;0
2020-08-12 07:14:59;46;9;12;2;4;3;0;1;2;0;0
2020-08-12 07:15:59;46;9;12;2;4;3;0;1;2;0;0
2020-08-12 07:16:58;46;9;12;2;4;3;0;1;2;0;0
2020-08-12 07:17:59;46;9;12;2;4;3;0;1;2;0;0
2020-08-12 07:18:58;46;9;12;2;4;3;0;1;2;0;0
2020-08-12 07:19:59;46;9;12;2;4;3;0;1;2;0;0
2020-08-12 07:20:59;46;9;12;2;4;3;0;1;2;0;0
2020-08-12 07:21:58;46;9;12;2;4;3;0;1;2;0;0
2020-08-12 07:22:59;46;9;12;2;4;3;0;1;2;0;0
2020-08-12 07:23:59;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:24:58;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:25:59;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:26:59;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:27:58;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:28:59;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:29:58;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:30:59;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:31:58;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:32:59;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:33:59;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:34:58;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:35:59;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:36:58;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:37:59;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:38:59;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:39:58;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:40:59;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:41:58;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:42:59;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:43:59;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:44:58;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:45:59;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:46:58;47;9;13;2;4;3;0;1;2;0;0
2020-08-12 07:47:59;48;10;13;2;4;3;0;1;2;0;0
2020-08-12 07:48:59;49;11;13;2;4;3;0;1;2;0;0
2020-08-12 07:49:58;49;11;13;2;4;3;0;1;2;0;0
2020-08-12 07:50:59;49;11;13;2;4;3;0;1;2;0;0
2020-08-12 07:51:59;49;11;13;2;4;3;0;1;2;0;0
2020-08-12 07:52:59;49;11;13;2;4;3;0;1;2;0;0
2020-08-12 07:53:58;50;11;13;2;4;3;1;0;2;0;0
2020-08-12 07:54:59;50;11;13;2;4;3;1;0;2;0;0
2020-08-12 07:55:58;50;11;13;2;4;3;1;0;2;0;0
2020-08-12 07:56:59;50;11;13;2;4;3;1;0;2;0;0
2020-08-12 07:57:59;50;11;13;2;4;3;1;0;2;0;0
2020-08-12 07:58:58;50;11;13;2;4;3;1;0;2;0;0
2020-08-12 07:59:59;50;11;13;2;4;3;1;0;2;0;0
2020-08-12 08:00:59;50;11;13;2;4;3;1;0;2;0;0
2020-08-12 08:01:58;50;11;13;2;4;3;1;0;2;0;0
2020-08-12 08:02:59;50;11;13;2;4;3;1;0;2;0;0
2020-08-12 08:03:59;50;11;13;2;4;3;1;0;2;0;0
2020-08-12 08:04:58;51;11;14;2;4;3;1;0;2;0;0
2020-08-12 08:05:59;51;11;14;2;4;3;1;0;2;0;0
2020-08-12 08:06:59;51;11;14;2;4;3;1;0;2;0;0
2020-08-12 08:07:58;51;11;14;2;4;3;1;0;2;0;0
2020-08-12 08:08:59;51;11;14;2;4;3;1;0;2;0;0
2020-08-12 08:09:59;51;11;14;2;4;3;1;0;2;0;0
2020-08-12 08:10:58;51;11;14;2;4;3;1;0;2;0;0
2020-08-12 08:11:59;51;11;14;2;4;3;1;0;2;0;0
2020-08-12 08:12:59;51;11;14;2;4;3;1;0;2;0;0
2020-08-12 08:13:58;51;11;14;2;4;3;1;0;2;0;0
2020-08-12 08:14:59;51;11;14;2;4;3;1;0;2;0;0
2020-08-12 08:15:58;51;11;14;2;4;3;1;0;2;0;0
2020-08-12 08:16:59;52;11;14;2;4;4;1;0;2;0;0
2020-08-12 08:17:59;52;11;14;2;4;4;1;0;2;0;0
2020-08-12 08:18:58;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:19:59;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:20:59;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:21:58;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:22:59;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:23:58;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:24:59;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:25:59;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:26:58;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:27:59;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:28:58;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:29:59;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:30:58;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:31:59;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:32:59;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:33:58;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:34:59;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:35:59;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:36:58;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:37:59;53;11;14;2;4;4;2;0;2;0;0
2020-08-12 08:38:59;54;11;14;3;4;4;2;0;2;0;0
2020-08-12 08:39:58;54;11;14;3;4;4;2;0;2;0;0
2020-08-12 08:40:59;54;11;14;3;4;4;2;0;2;0;0
2020-08-12 08:41:59;54;11;14;3;4;4;2;0;2;0;0
2020-08-12 08:42:58;54;11;14;3;4;4;2;0;2;0;0
2020-08-12 08:43:59;54;11;14;3;4;4;2;0;2;0;0
2020-08-12 08:44:59;54;11;14;3;4;4;2;0;2;0;0
2020-08-12 08:45:58;55;11;14;3;4;5;2;0;2;0;0
2020-08-12 08:46:59;55;11;14;3;4;5;2;0;2;0;0
2020-08-12 08:47:59;55;11;14;3;4;5;2;0;2;0;0
2020-08-12 08:48:58;55;11;14;3;4;5;2;0;2;0;0
2020-08-12 08:49:59;55;11;14;3;4;5;2;0;2;0;0
2020-08-12 08:50:59;55;11;14;3;4;5;2;0;2;0;0
2020-08-12 08:51:58;55;11;14;3;4;5;2;0;2;0;0
2020-08-12 08:52:59;55;11;14;3;4;5;2;0;2;0;0
2020-08-12 08:53:59;55;11;14;3;4;5;2;0;2;0;0
2020-08-12 08:54:58;55;11;14;3;4;5;2;0;2;0;0
2020-08-12 08:55:59;58;11;16;3;4;5;2;1;2;0;0
2020-08-12 08:56:59;58;11;16;3;4;5;2;1;2;0;0
2020-08-12 08:57:58;58;11;16;3;4;5;2;1;2;0;0
2020-08-12 08:58:59;58;11;16;3;4;5;2;1;2;0;0
2020-08-12 08:59:59;58;11;16;3;4;5;2;1;2;0;0
2020-08-12 09:00:58;58;11;16;3;4;5;2;1;2;0;0
2020-08-12 09:01:59;58;11;16;3;4;5;2;1;2;0;0
2020-08-12 09:02:59;59;11;17;3;4;5;2;1;2;0;0
2020-08-12 09:03:58;59;11;17;3;4;5;2;1;2;0;0
2020-08-12 09:04:59;59;11;17;3;4;5;2;1;2;0;0
2020-08-12 09:05:59;59;11;17;3;4;5;2;1;2;0;0
2020-08-12 09:06:58;59;11;17;3;4;5;2;1;2;0;0
2020-08-12 09:07:59;59;11;17;3;4;5;2;1;2;0;0
2020-08-12 09:09:00;60;12;17;3;4;5;2;1;2;0;0
2020-08-12 09:09:58;60;12;17;3;4;5;2;1;2;0;0
2020-08-12 09:10:59;60;12;17;3;4;5;2;1;2;0;0
2020-08-12 09:11:58;60;12;17;3;4;5;2;1;2;0;0
2020-08-12 09:12:59;61;12;18;3;4;5;2;1;2;0;0
2020-08-12 09:13:59;61;12;18;3;4;5;2;1;2;0;0
2020-08-12 09:14:58;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:15:59;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:16:59;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:17:58;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:18:59;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:20:00;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:20:58;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:21:59;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:22:58;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:23:59;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:24:59;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:25:58;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:26:59;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:27:59;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:28:58;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:29:59;62;12;18;3;4;5;2;2;2;0;0
2020-08-12 09:30:59;63;12;18;3;4;6;2;2;2;0;0
2020-08-12 09:31:58;64;12;19;3;4;6;2;2;2;0;0
2020-08-12 09:32:59;64;12;19;3;4;6;2;2;2;0;0
2020-08-12 09:33:59;65;12;19;3;4;6;3;2;2;0;0
2020-08-12 09:34:58;66;12;20;3;4;6;3;2;2;0;0
2020-08-12 09:35:59;67;12;21;3;4;6;3;2;2;0;0
2020-08-12 09:36:59;67;12;21;3;4;6;3;2;2;0;0
2020-08-12 09:37:59;69;14;21;3;4;6;3;2;2;0;0
2020-08-12 09:38:58;69;14;21;3;4;6;3;2;2;0;0
2020-08-12 09:39:59;69;14;21;3;4;6;3;2;2;0;0
2020-08-12 09:40:59;69;14;21;3;4;6;3;2;2;0;0
2020-08-12 09:41:58;70;15;21;3;4;6;3;2;2;0;0
2020-08-12 09:42:59;70;15;21;3;4;6;3;2;2;0;0
2020-08-12 09:43:59;70;15;21;3;4;6;3;2;2;0;0
2020-08-12 09:44:58;71;16;21;3;4;6;3;2;2;0;0
2020-08-12 09:45:59;72;16;22;3;4;6;3;2;2;0;0
2020-08-12 09:47:00;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 09:47:58;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 09:48:59;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 09:49:59;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 09:50:58;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 09:51:59;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 09:52:59;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 09:53:58;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 09:54:59;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 09:56:00;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 09:56:58;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 09:57:59;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 09:58:58;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 09:59:59;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 10:00:59;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 10:01:58;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 10:02:59;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 10:03:59;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 10:04:58;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 10:05:59;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 10:06:59;73;16;23;3;4;6;3;2;2;0;0
2020-08-12 10:07:58;74;16;24;3;4;6;3;2;2;0;0
2020-08-12 10:08:59;74;16;24;3;4;6;3;2;2;0;0
2020-08-12 10:09:59;74;16;24;3;4;6;3;2;2;0;0
2020-08-12 10:10:58;74;16;24;3;4;6;3;2;2;0;0
2020-08-12 10:11:59;74;16;24;3;4;6;3;2;2;0;0
2020-08-12 10:12:59;74;16;24;3;4;6;3;2;2;0;0
2020-08-12 10:13:58;74;16;24;3;4;6;3;2;2;0;0
2020-08-12 10:14:59;74;16;24;3;4;6;3;2;2;0;0
2020-08-12 10:15:58;74;16;24;3;4;6;3;2;2;0;0
2020-08-12 10:16:59;74;16;24;3;4;6;3;2;2;0;0
2020-08-12 10:17:59;74;16;24;3;4;6;3;2;2;0;0
2020-08-12 10:18:58;74;16;24;3;4;6;3;2;2;0;0
2020-08-12 10:19:59;74;16;24;3;4;6;3;2;2;0;0
2020-08-12 10:20:59;74;16;24;3;4;6;3;2;2;0;0
2020-08-12 10:21:58;75;16;25;3;4;6;3;2;2;0;0
2020-08-12 10:22:59;75;16;25;3;4;6;3;2;2;0;0
2020-08-12 10:23:59;76;16;26;3;4;6;3;2;2;0;0
2020-08-12 10:24:58;76;16;26;3;4;6;3;2;2;0;0
2020-08-12 10:25:59;76;16;26;3;4;6;3;2;2;0;0
2020-08-12 10:26:59;76;16;26;3;4;6;3;2;2;0;0
2020-08-12 10:27:58;76;16;26;3;4;6;3;2;2;0;0
2020-08-12 10:28:59;76;16;26;3;4;6;3;2;2;0;0
2020-08-12 10:29:59;76;16;26;3;4;6;3;2;2;0;0
2020-08-12 10:30:58;76;16;26;3;4;6;3;2;2;0;0
2020-08-12 10:31:59;76;16;26;3;4;6;3;2;2;0;0
2020-08-12 10:32:59;76;16;26;3;4;6;3;2;2;0;0
2020-08-12 10:33:58;77;17;26;3;4;6;3;2;2;0;0
2020-08-12 10:34:59;77;17;26;3;4;6;3;2;2;0;0
2020-08-12 10:35:59;78;17;27;3;4;6;3;2;2;0;0
2020-08-12 10:36:58;79;17;27;4;4;6;3;2;2;0;0
2020-08-12 10:37:59;79;17;27;4;4;6;3;2;2;0;0
2020-08-12 10:38:59;80;18;27;4;4;6;3;2;2;0;0
2020-08-12 10:39:58;80;18;27;4;4;6;3;2;2;0;0
2020-08-12 10:40:59;81;19;27;4;4;6;3;2;2;0;0
2020-08-12 10:41:59;82;19;27;4;4;7;3;2;2;0;0
2020-08-12 10:42:58;82;19;27;4;4;7;3;2;2;0;0
2020-08-12 10:43:59;82;19;27;4;4;7;3;2;2;0;0
2020-08-12 10:44:58;82;19;27;4;4;7;3;2;2;0;0
2020-08-12 10:45:59;82;19;27;4;4;7;3;2;2;0;0
2020-08-12 10:46:59;82;19;27;4;4;7;3;2;2;0;0
2020-08-12 10:47:58;84;20;28;4;4;7;3;2;2;0;0
2020-08-12 10:48:59;84;20;28;4;4;7;3;2;2;0;0
2020-08-12 10:50:00;84;20;28;4;4;7;3;2;2;0;0
2020-08-12 10:50:58;84;20;28;4;4;7;3;2;2;0;0
2020-08-12 10:51:59;85;20;29;4;4;7;3;2;2;0;0
2020-08-12 10:52:58;85;20;29;4;4;7;3;2;2;0;0
2020-08-12 10:53:59;85;20;29;4;4;7;3;2;2;0;0
2020-08-12 10:54:59;86;20;30;4;4;7;3;2;2;0;0
2020-08-12 10:55:58;86;20;30;4;4;7;3;2;2;0;0
2020-08-12 10:56:59;86;20;30;4;4;7;3;2;2;0;0
2020-08-12 10:57:59;86;20;30;4;4;7;3;2;2;0;0
2020-08-12 10:58:58;86;21;30;3;4;7;3;2;2;0;0
2020-08-12 10:59:59;86;21;30;3;4;7;3;2;2;0;0
2020-08-12 11:00:59;86;21;30;3;4;7;3;2;2;0;0
2020-08-12 11:01:58;86;21;30;3;4;7;3;2;2;0;0
2020-08-12 11:02:59;86;21;30;3;4;7;3;2;2;0;0
2020-08-12 11:03:59;86;21;30;3;4;7;3;2;2;0;0
2020-08-12 11:04:58;87;22;30;3;4;7;3;2;2;0;0
2020-08-12 11:05:59;88;22;30;3;4;7;3;2;2;0;0
2020-08-12 11:06:58;88;22;30;3;4;7;3;2;2;0;0
2020-08-12 11:07:59;88;22;30;3;4;7;3;2;2;0;0
2020-08-12 11:08:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:09:58;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:10:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:11:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:12:58;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:13:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:14:58;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:15:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:16:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:17:58;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:18:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:19:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:20:58;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:21:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:22:58;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:23:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:24:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:25:58;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:26:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:27:58;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:28:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:29:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:30:58;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:31:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:32:58;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:33:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:34:59;90;22;31;3;4;7;3;2;2;0;0
2020-08-12 11:35:58;93;22;32;3;4;7;3;2;2;2;0
2020-08-12 11:36:59;93;22;32;3;4;7;3;2;2;2;0
2020-08-12 11:37:59;93;22;32;3;4;7;3;2;2;2;0
2020-08-12 11:38:58;93;22;32;3;4;7;3;2;2;2;0
2020-08-12 11:39:59;93;22;32;3;4;7;3;2;2;2;0
2020-08-12 11:40:59;94;22;33;3;4;7;3;2;2;2;0
2020-08-12 11:41:58;95;22;33;3;4;7;3;2;2;2;0
2020-08-12 11:42:59;95;22;33;3;4;7;3;2;2;2;0
2020-08-12 11:43:58;95;22;33;3;4;7;3;2;2;2;0
2020-08-12 11:44:59;95;22;33;3;4;7;3;2;2;2;0
2020-08-12 11:45:59;95;22;33;3;4;7;3;2;2;2;0
2020-08-12 11:47:00;95;22;33;3;4;7;3;2;2;2;0
2020-08-12 11:47:58;95;22;33;3;4;7;3;2;2;2;0
2020-08-12 11:48:59;95;22;33;3;4;7;3;2;2;2;0
2020-08-12 11:50:00;95;22;33;3;4;7;3;2;2;2;0
2020-08-12 11:50:58;95;22;33;3;4;7;3;2;2;2;0
2020-08-12 11:51:59;95;22;33;3;4;7;3;2;2;2;0
2020-08-12 11:52:58;95;22;33;3;4;7;3;2;2;2;0
2020-08-12 11:53:59;95;22;33;3;4;7;3;2;2;2;0
2020-08-12 11:54:59;95;22;33;3;4;7;3;2;2;2;0
2020-08-12 11:55:58;96;22;34;3;4;7;3;2;2;2;0
2020-08-12 11:56:59;98;23;34;4;4;7;3;2;2;2;0
2020-08-12 11:57:59;99;24;34;3;4;7;3;2;2;2;0
2020-08-12 11:58:58;99;24;34;3;4;7;3;2;2;2;0
2020-08-12 11:59:59;99;24;34;3;4;7;3;2;2;2;0
2020-08-12 12:00:58;99;24;34;3;4;7;3;2;2;2;0
2020-08-12 12:01:59;99;24;34;3;4;7;3;2;2;2;0
2020-08-12 12:02:58;99;24;34;3;4;7;3;2;2;2;0
2020-08-12 12:03:59;100;24;34;3;4;7;3;2;2;3;0
2020-08-12 12:04:59;100;24;34;3;4;7;3;2;2;3;0
2020-08-12 12:05:58;100;24;34;3;4;7;3;2;2;3;0
2020-08-12 12:06:59;100;24;34;3;4;7;3;2;2;3;0
2020-08-12 12:07:59;100;24;34;3;4;7;3;2;2;3;0
2020-08-12 12:08:58;100;24;34;3;4;7;3;2;2;3;0
2020-08-12 12:09:59;100;24;34;3;4;7;3;2;2;3;0
2020-08-12 12:10:59;100;24;34;3;4;7;3;2;2;3;0
2020-08-12 12:11:58;100;24;34;3;4;7;3;2;2;3;0
2020-08-12 12:12:59;100;24;34;3;4;7;3;2;2;3;0
2020-08-12 12:13:58;100;24;34;3;4;7;3;2;2;3;0
2020-08-12 12:14:59;100;24;34;3;4;7;3;2;2;3;0
2020-08-12 12:15:59;100;24;34;3;4;7;3;2;2;3;0
2020-08-12 12:16:58;100;24;34;3;4;7;3;2;2;3;0
2020-08-12 12:17:59;100;24;34;3;4;7;3;2;2;3;0
2020-08-12 12:18:58;101;24;35;3;4;7;3;2;2;3;0
2020-08-12 12:19:59;101;24;35;3;4;7;3;2;2;3;0
2020-08-12 12:20:59;101;24;35;3;4;7;3;2;2;3;0
2020-08-12 12:21:58;101;24;35;3;4;7;3;2;2;3;0
2020-08-12 12:22:59;101;24;35;3;4;7;3;2;2;3;0
2020-08-12 12:23:59;102;24;36;3;4;7;3;2;2;3;0
2020-08-12 12:24:58;102;24;36;3;4;7;3;2;2;3;0
2020-08-12 12:25:59;102;24;36;3;4;7;3;2;2;3;0
2020-08-12 12:26:59;102;24;36;3;4;7;3;2;2;3;0
2020-08-12 12:27:58;102;24;36;3;4;7;3;2;2;3;0
2020-08-12 12:28:59;103;24;36;3;4;7;3;2;2;3;0
2020-08-12 12:29:59;103;24;36;3;4;7;3;2;2;3;0
2020-08-12 12:30:58;103;24;36;3;4;7;3;2;2;3;0
2020-08-12 12:31:59;103;24;36;3;4;7;3;2;2;3;0
2020-08-12 12:33:00;103;24;36;3;4;7;3;2;2;3;0
2020-08-12 12:33:58;104;24;36;3;5;7;3;2;2;3;0
2020-08-12 12:34:59;105;24;37;3;5;7;3;2;2;3;0
2020-08-12 12:35:58;106;24;38;3;5;7;3;2;2;3;0
2020-08-12 12:36:59;107;25;38;3;5;7;3;2;2;3;0
2020-08-12 12:37:59;108;26;38;3;5;7;3;2;2;3;0
2020-08-12 12:38:58;108;26;38;3;5;7;3;2;2;3;0
2020-08-12 12:39:59;108;26;38;3;5;7;3;2;2;3;0
2020-08-12 12:40:59;108;26;38;3;5;7;3;2;2;3;0
2020-08-12 12:41:58;108;26;38;3;5;7;3;2;2;3;0
2020-08-12 12:42:59;110;27;39;3;5;7;3;2;2;3;0
2020-08-12 12:43:58;110;27;39;3;5;7;3;2;2;3;0
2020-08-12 12:44:59;112;27;40;3;5;7;3;2;3;3;0
2020-08-12 12:45:59;113;28;40;3;5;7;3;2;3;3;0
2020-08-12 12:46:58;113;28;40;3;5;7;3;2;3;3;0
2020-08-12 12:47:59;114;28;40;3;5;7;3;2;3;3;0
2020-08-12 12:48:59;115;29;40;3;5;7;3;2;3;3;0
2020-08-12 12:49:58;116;30;40;3;5;7;3;2;3;3;0
2020-08-12 12:50:59;116;30;40;3;5;7;3;2;3;3;0
2020-08-12 12:51:58;117;30;41;3;5;7;3;2;3;3;0
2020-08-12 12:52:59;117;30;41;3;5;7;3;2;3;3;0
2020-08-12 12:53:58;117;30;41;3;5;7;3;2;3;3;0
2020-08-12 12:54:59;119;31;41;3;5;7;3;3;3;3;0
2020-08-12 12:55:59;119;31;41;3;5;7;3;3;3;3;0
2020-08-12 12:56:58;119;31;41;3;5;7;3;3;3;3;0
2020-08-12 12:57:59;119;31;41;3;5;7;3;3;3;3;0
2020-08-12 12:58:58;119;31;41;3;5;7;3;3;3;3;0
2020-08-12 12:59:59;119;31;41;3;5;7;3;3;3;3;0
2020-08-12 13:00:58;119;31;41;3;5;7;3;3;3;3;0
2020-08-12 13:01:59;119;31;41;3;5;7;3;3;3;3;0
2020-08-12 13:02:59;119;31;41;3;5;7;3;3;3;3;0
2020-08-12 13:03:58;119;31;41;3;5;7;3;3;3;3;0
2020-08-12 13:04:59;119;31;41;3;5;7;3;3;3;3;0
2020-08-12 13:05:58;119;31;41;3;5;7;3;3;3;3;0
2020-08-12 13:06:59;119;31;41;3;5;7;3;3;3;3;0
