datetime;total_votes;bigmouse;rockamark;Detsl;pupsique;kilogramm;yachik;Есения;brammator;denkoshka;berdax
2019-02-06 07:13:59;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:14:58;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:15:59;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:16:59;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:17:58;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:18:59;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:19:58;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:20:59;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:21:59;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:22:58;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:23:59;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:24:58;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:25:59;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:26:59;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:27:58;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:28:59;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:29:59;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:30:58;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:31:59;65;6;16;0;2;10;14;2;2;2;0
2019-02-06 07:32:58;66;6;17;0;2;10;14;2;2;2;0
2019-02-06 07:33:59;66;6;17;0;2;10;14;2;2;2;0
2019-02-06 07:34:59;66;6;17;0;2;10;14;2;2;2;0
2019-02-06 07:35:58;66;6;17;0;2;10;14;2;2;2;0
2019-02-06 07:36:59;66;6;17;0;2;10;14;2;2;2;0
2019-02-06 07:37:58;66;6;17;0;2;10;14;2;2;2;0
2019-02-06 07:38:59;66;6;17;0;2;10;14;2;2;2;0
2019-02-06 07:39:59;66;6;17;0;2;10;14;2;2;2;0
2019-02-06 07:40:58;66;6;17;0;2;10;14;2;2;2;0
2019-02-06 07:41:59;66;6;17;0;2;10;14;2;2;2;0
2019-02-06 07:42:58;66;6;17;0;2;10;14;2;2;2;0
2019-02-06 07:43:59;66;6;17;0;2;10;14;2;2;2;0
2019-02-06 07:44:59;67;6;18;0;2;10;14;2;2;2;0
2019-02-06 07:45:58;67;6;18;0;2;10;14;2;2;2;0
2019-02-06 07:46:59;68;6;19;0;2;10;14;2;2;2;0
2019-02-06 07:47:58;68;6;19;0;2;10;14;2;2;2;0
2019-02-06 07:48:59;68;6;19;0;2;10;14;2;2;2;0
2019-02-06 07:49:59;68;6;19;0;2;10;14;2;2;2;0
2019-02-06 07:50:58;68;6;19;0;2;10;14;2;2;2;0
2019-02-06 07:51:59;68;6;19;0;2;10;14;2;2;2;0
2019-02-06 07:52:59;68;6;19;0;2;10;14;2;2;2;0
2019-02-06 07:53:58;69;6;19;0;2;11;14;2;2;2;0
2019-02-06 07:54:59;69;6;19;0;2;11;14;2;2;2;0
2019-02-06 07:55:58;69;6;19;0;2;11;14;2;2;2;0
2019-02-06 07:56:59;69;6;19;0;2;11;14;2;2;2;0
2019-02-06 07:57:59;69;6;19;0;2;11;14;2;2;2;0
2019-02-06 07:58:58;69;6;19;0;2;11;14;2;2;2;0
2019-02-06 07:59:59;69;6;19;0;2;11;14;2;2;2;0
2019-02-06 08:00:59;69;6;19;0;2;11;14;2;2;2;0
2019-02-06 08:01:58;70;6;19;0;2;11;15;2;2;2;0
2019-02-06 08:02:59;70;6;19;0;2;11;15;2;2;2;0
2019-02-06 08:03:59;70;6;19;0;2;11;15;2;2;2;0
2019-02-06 08:04:58;70;6;19;0;2;11;15;2;2;2;0
2019-02-06 08:05:59;70;6;19;0;2;11;15;2;2;2;0
2019-02-06 08:06:58;71;6;20;0;2;11;15;2;2;2;0
2019-02-06 08:07:59;71;6;20;0;3;11;15;2;2;2;0
2019-02-06 08:08:58;71;6;20;0;3;11;15;2;2;2;0
2019-02-06 08:09:59;71;6;20;0;3;11;15;2;2;2;0
2019-02-06 08:10:58;72;7;20;0;3;11;15;2;2;2;0
2019-02-06 08:11:59;73;8;20;0;3;11;15;2;2;2;0
2019-02-06 08:12:58;73;8;20;0;3;11;15;2;2;2;0
2019-02-06 08:13:59;73;8;20;0;3;11;15;2;2;2;0
2019-02-06 08:14:58;73;8;20;0;3;11;15;2;2;2;0
2019-02-06 08:15:59;74;8;21;0;3;11;15;2;2;2;0
2019-02-06 08:16:58;74;8;21;0;3;11;15;2;2;2;0
2019-02-06 08:17:59;75;9;21;0;3;11;15;2;2;2;0
2019-02-06 08:18:59;75;9;21;0;3;11;15;2;2;2;0
2019-02-06 08:19:58;75;9;21;0;3;11;15;2;2;2;0
2019-02-06 08:20:59;76;9;22;0;3;11;15;2;2;2;0
2019-02-06 08:21:58;76;9;22;0;3;11;15;2;2;2;0
2019-02-06 08:22:59;76;9;22;0;3;11;15;2;2;2;0
2019-02-06 08:23:59;76;9;22;0;3;11;15;2;2;2;0
2019-02-06 08:24:58;76;9;22;0;3;11;15;2;2;2;0
2019-02-06 08:25:59;76;9;22;0;3;11;15;2;2;2;0
2019-02-06 08:26:59;77;9;23;0;3;11;15;2;2;2;0
2019-02-06 08:27:58;77;9;23;0;3;11;15;2;2;2;0
2019-02-06 08:28:59;77;9;23;0;3;11;15;2;2;2;0
2019-02-06 08:29:59;77;9;23;0;3;11;15;2;2;2;0
2019-02-06 08:30:58;77;9;23;0;3;11;15;2;2;2;0
2019-02-06 08:31:59;77;9;23;0;3;11;15;2;2;2;0
2019-02-06 08:32:58;77;9;23;0;3;11;15;2;2;2;0
2019-02-06 08:33:59;78;10;23;0;3;11;15;2;2;2;0
2019-02-06 08:34:59;78;10;23;0;3;11;15;2;2;2;0
2019-02-06 08:35:58;78;10;23;0;3;11;15;2;2;2;0
2019-02-06 08:36:59;78;10;23;0;3;11;15;2;2;2;0
2019-02-06 08:37:59;79;10;24;0;3;11;15;2;2;2;0
2019-02-06 08:38:58;79;10;24;0;3;11;15;2;2;2;0
2019-02-06 08:39:59;79;10;24;0;3;11;15;2;2;2;0
2019-02-06 08:40:58;79;10;24;0;3;11;15;2;2;2;0
2019-02-06 08:41:59;80;10;25;0;3;11;15;2;2;2;0
2019-02-06 08:42:59;80;10;25;0;3;11;15;2;2;2;0
2019-02-06 08:43:58;80;10;25;0;3;11;15;2;2;2;0
2019-02-06 08:44:59;82;12;25;0;3;11;15;2;2;2;0
2019-02-06 08:45:59;82;12;25;0;3;11;15;2;2;2;0
2019-02-06 08:46:59;83;13;26;0;3;10;15;2;2;2;0
2019-02-06 08:47:58;83;13;26;0;3;10;15;2;2;2;0
2019-02-06 08:48:59;84;14;26;0;3;10;15;2;2;2;0
2019-02-06 08:49:59;85;15;26;0;3;10;15;2;2;2;0
2019-02-06 08:50:58;85;15;26;0;3;10;15;2;2;2;0
2019-02-06 08:51:59;85;15;26;0;3;10;15;2;2;2;0
2019-02-06 08:52:59;85;15;26;0;3;10;15;2;2;2;0
2019-02-06 08:53:58;85;15;26;0;3;10;15;2;2;2;0
2019-02-06 08:54:59;85;15;26;0;3;10;15;2;2;2;0
2019-02-06 08:55:58;85;15;26;0;3;10;15;2;2;2;0
2019-02-06 08:56:59;86;15;26;0;4;10;15;2;2;2;0
2019-02-06 08:57:59;86;15;26;0;4;10;15;2;2;2;0
2019-02-06 08:58:58;86;15;26;0;4;10;15;2;2;2;0
2019-02-06 08:59:59;87;15;27;0;4;10;15;2;2;2;0
2019-02-06 09:00:58;87;15;27;0;4;10;15;2;2;2;0
2019-02-06 09:01:59;87;15;27;0;4;10;15;2;2;2;0
2019-02-06 09:02:59;87;15;27;0;4;10;15;2;2;2;0
2019-02-06 09:03:58;87;15;27;0;4;10;15;2;2;2;0
2019-02-06 09:04:59;87;15;27;0;4;10;15;2;2;2;0
2019-02-06 09:05:59;87;15;27;0;4;10;15;2;2;2;0
2019-02-06 09:06:58;87;15;27;0;4;10;15;2;2;2;0
2019-02-06 09:07:59;88;15;27;0;4;10;15;2;3;2;0
2019-02-06 09:08:58;88;15;27;0;4;10;15;2;3;2;0
2019-02-06 09:09:59;88;15;27;0;4;10;15;2;3;2;0
2019-02-06 09:10:59;89;15;28;0;4;10;15;2;3;2;0
2019-02-06 09:11:59;89;15;28;0;4;10;15;2;3;2;0
2019-02-06 09:12:58;89;15;28;0;4;10;15;2;3;2;0
2019-02-06 09:13:59;89;15;28;0;4;10;15;2;3;2;0
2019-02-06 09:14:59;89;15;28;0;4;10;15;2;3;2;0
2019-02-06 09:15:58;90;16;28;0;4;10;15;2;3;2;0
2019-02-06 09:16:59;90;16;28;0;4;10;15;2;3;2;0
2019-02-06 09:17:59;90;16;28;0;4;10;15;2;3;2;0
2019-02-06 09:18:58;90;16;28;0;4;10;15;2;3;2;0
2019-02-06 09:19:59;92;16;30;0;4;10;15;2;3;2;0
2019-02-06 09:20:58;92;16;30;0;4;10;15;2;3;2;0
2019-02-06 09:21:59;92;16;30;0;4;10;15;2;3;2;0
2019-02-06 09:22:59;92;16;30;0;4;10;15;2;3;2;0
2019-02-06 09:23:58;92;16;30;0;4;10;15;2;3;2;0
2019-02-06 09:24:59;92;16;30;0;4;10;15;2;3;2;0
2019-02-06 09:25:58;92;16;30;0;4;10;15;2;3;2;0
2019-02-06 09:26:59;93;16;30;0;4;11;15;2;3;2;0
2019-02-06 09:27:59;94;16;31;0;4;11;15;2;3;2;0
2019-02-06 09:28:58;94;16;31;0;4;11;15;2;3;2;0
2019-02-06 09:29:59;94;16;31;0;4;11;14;2;3;2;0
2019-02-06 09:30:59;95;17;31;0;4;11;14;2;3;2;0
2019-02-06 09:31:58;96;18;31;0;4;11;14;2;3;2;0
2019-02-06 09:32:59;98;19;31;0;4;11;14;2;3;2;0
2019-02-06 09:33:58;98;19;31;0;4;11;14;2;3;2;0
2019-02-06 09:34:59;98;19;31;0;4;11;14;2;3;2;0
2019-02-06 09:35:59;99;19;32;0;4;11;14;2;3;2;0
2019-02-06 09:36:58;99;19;32;0;4;11;14;2;3;2;0
2019-02-06 09:37:59;99;19;32;0;4;11;14;2;3;2;0
2019-02-06 09:38:59;99;19;32;0;4;11;14;2;3;2;0
2019-02-06 09:39:58;101;21;32;0;4;11;14;2;3;2;0
2019-02-06 09:40:59;101;21;32;0;4;11;14;2;3;2;0
2019-02-06 09:41:58;101;21;32;0;4;11;14;2;3;2;0
2019-02-06 09:42:59;101;21;32;0;4;11;14;2;3;2;0
2019-02-06 09:43:59;101;21;32;0;4;11;14;2;3;2;0
2019-02-06 09:44:58;101;21;32;0;4;11;14;2;3;2;0
2019-02-06 09:45:59;101;21;32;0;4;11;14;2;3;2;0
2019-02-06 09:46:59;101;21;32;0;4;11;14;2;3;2;0
2019-02-06 09:47:58;101;21;32;0;4;11;14;2;3;2;0
2019-02-06 09:48:59;101;21;32;0;4;11;14;2;3;2;0
2019-02-06 09:49:59;101;21;32;0;4;11;14;2;3;2;0
2019-02-06 09:50:58;102;22;32;0;4;11;14;2;3;2;0
2019-02-06 09:51:59;102;22;32;0;4;11;14;2;3;2;0
2019-02-06 09:52:59;103;23;32;0;4;11;14;2;3;2;0
2019-02-06 09:53:58;103;23;32;0;4;11;14;2;3;2;0
2019-02-06 09:54:59;103;23;32;0;4;11;14;2;3;2;0
2019-02-06 09:55:59;103;23;32;0;4;11;14;2;3;2;0
2019-02-06 09:56:58;104;23;33;0;4;11;14;2;3;2;0
2019-02-06 09:57:59;104;23;33;0;4;11;14;2;3;2;0
2019-02-06 09:58:58;104;23;33;0;4;11;14;2;3;2;0
2019-02-06 09:59:59;104;23;33;0;4;11;14;2;3;2;0
2019-02-06 10:00:58;105;23;33;0;4;11;14;2;3;2;0
2019-02-06 10:01:59;105;23;33;0;4;11;14;2;3;2;0
2019-02-06 10:02:59;106;23;33;0;4;11;14;2;3;2;0
2019-02-06 10:03:58;107;24;33;0;4;11;14;2;3;2;0
2019-02-06 10:04:59;108;24;34;0;4;11;14;2;3;2;0
2019-02-06 10:05:59;108;24;34;0;4;11;14;2;3;2;0
2019-02-06 10:06:58;108;24;34;0;4;11;14;2;3;2;0
2019-02-06 10:07:59;110;24;36;0;4;11;14;2;3;2;0
2019-02-06 10:08:58;111;25;36;0;4;11;14;2;3;2;0
2019-02-06 10:09:59;111;25;36;0;4;11;14;2;3;2;0
2019-02-06 10:10:59;111;25;36;0;4;11;14;2;3;2;0
2019-02-06 10:11:58;111;25;36;0;4;11;14;2;3;2;0
2019-02-06 10:12:59;111;25;36;0;4;11;14;2;3;2;0
2019-02-06 10:13:58;111;25;36;0;4;11;14;2;3;2;0
2019-02-06 10:14:59;111;25;36;0;4;11;14;2;3;2;0
2019-02-06 10:15:58;111;25;36;0;4;11;14;2;3;2;0
2019-02-06 10:16:59;112;26;36;0;4;11;14;2;3;2;0
2019-02-06 10:17:59;112;26;36;0;4;11;14;2;3;2;0
2019-02-06 10:18:58;112;26;36;0;4;11;14;2;3;2;0
2019-02-06 10:19:59;112;26;36;0;4;11;14;2;3;2;0
2019-02-06 10:20:59;112;26;36;0;4;11;14;2;3;2;0
2019-02-06 10:21:58;112;26;36;0;4;11;14;2;3;2;0
2019-02-06 10:22:59;112;26;36;0;4;11;14;2;3;2;0
2019-02-06 10:23:59;113;26;37;0;4;11;14;2;3;2;0
2019-02-06 10:24:58;115;26;37;0;4;12;15;2;3;2;0
2019-02-06 10:25:59;115;26;37;0;4;12;15;2;3;2;0
2019-02-06 10:27:00;116;26;38;0;4;11;15;2;3;2;0
2019-02-06 10:27:58;116;26;38;0;4;11;15;2;3;2;0
2019-02-06 10:28:59;117;26;38;0;4;11;15;3;3;2;0
2019-02-06 10:29:58;117;26;38;0;4;11;15;3;3;2;0
2019-02-06 10:30:59;117;26;38;0;4;11;15;3;3;2;0
2019-02-06 10:31:59;117;26;38;0;4;11;15;3;3;2;0
2019-02-06 10:32:58;117;26;38;0;4;11;15;3;3;2;0
2019-02-06 10:33:59;117;26;38;0;4;11;15;3;3;2;0
2019-02-06 10:34:58;117;26;38;0;4;11;15;3;3;2;0
2019-02-06 10:35:59;117;26;38;0;4;11;15;3;3;2;0
2019-02-06 10:36:59;118;27;38;0;4;11;15;3;3;2;0
2019-02-06 10:37:58;118;27;38;0;4;11;15;3;3;2;0
2019-02-06 10:38:59;119;28;38;0;4;11;15;3;3;2;0
2019-02-06 10:39:59;120;29;38;0;4;11;15;3;3;2;0
2019-02-06 10:40:58;120;29;38;0;4;11;15;3;3;2;0
2019-02-06 10:41:59;121;29;38;0;4;11;15;3;3;2;0
2019-02-06 10:42:59;122;29;38;0;4;11;15;3;3;2;0
2019-02-06 10:43:58;124;29;39;0;4;11;15;3;3;2;0
2019-02-06 10:44:59;124;29;39;0;4;11;15;3;3;2;0
2019-02-06 10:45:58;124;29;39;0;4;11;15;3;3;2;0
2019-02-06 10:46:59;124;29;39;0;4;11;15;3;3;2;0
2019-02-06 10:47:59;124;29;39;0;4;11;15;3;3;2;0
2019-02-06 10:48:58;124;30;39;0;4;11;14;3;3;2;0
2019-02-06 10:49:59;125;31;39;0;4;11;14;3;3;2;0
2019-02-06 10:50:58;125;31;39;0;4;11;14;3;3;2;0
2019-02-06 10:51:59;125;31;39;0;4;11;14;3;3;2;0
2019-02-06 10:52:59;126;31;40;0;4;11;14;3;3;2;0
2019-02-06 10:53:58;127;32;40;0;4;11;14;3;3;2;0
2019-02-06 10:54:59;127;32;40;0;4;11;14;3;3;2;0
2019-02-06 10:55:59;128;32;40;0;4;11;14;3;3;2;0
2019-02-06 10:56:58;128;32;40;0;4;11;14;3;3;2;0
2019-02-06 10:57:59;129;32;41;0;4;11;14;3;3;2;0
2019-02-06 10:58:59;129;32;41;0;4;11;14;3;3;2;0
2019-02-06 10:59:58;129;32;41;0;4;11;14;3;3;2;0
2019-02-06 11:00:59;130;33;41;0;4;11;14;3;3;2;0
2019-02-06 11:01:58;131;33;42;0;4;11;14;3;3;2;0
2019-02-06 11:02:59;133;34;43;0;4;11;14;3;3;2;0
2019-02-06 11:03:59;136;36;43;0;4;11;15;3;3;2;0
2019-02-06 11:04:58;137;36;43;0;4;11;15;3;4;2;0
2019-02-06 11:05:59;138;37;43;0;4;11;15;3;4;2;0
2019-02-06 11:06:59;138;37;43;0;4;11;15;3;4;2;0
2019-02-06 11:07:58;137;37;43;0;4;11;15;3;4;2;0
2019-02-06 11:08:59;138;38;43;0;4;11;15;3;4;2;0
2019-02-06 11:09:58;139;39;43;0;4;11;15;3;4;2;0
2019-02-06 11:10:59;139;39;43;0;4;11;15;3;4;2;0
2019-02-06 11:11:59;139;39;43;0;4;11;15;3;4;2;0
2019-02-06 11:12:58;139;39;43;0;4;11;15;3;4;2;0
2019-02-06 11:13:59;139;39;43;0;4;11;15;3;4;2;0
2019-02-06 11:14:59;139;39;43;0;4;11;15;3;4;2;0
2019-02-06 11:15:58;139;39;43;0;4;11;15;3;4;2;0
2019-02-06 11:16:59;139;40;43;0;4;11;15;3;4;2;0
2019-02-06 11:17:58;139;40;43;0;4;11;15;3;4;2;0
2019-02-06 11:18:59;139;40;43;0;4;11;15;3;4;2;0
2019-02-06 11:19:59;139;40;43;0;4;11;15;3;4;2;0
2019-02-06 11:20:58;139;40;43;0;4;11;15;3;4;2;0
2019-02-06 11:21:59;140;40;44;0;4;11;15;3;4;2;0
2019-02-06 11:22:59;140;40;44;0;4;11;15;3;4;2;0
2019-02-06 11:23:58;140;40;44;0;4;11;15;3;4;2;0
2019-02-06 11:24:59;141;41;44;0;4;11;15;3;4;2;0
2019-02-06 11:25:58;141;41;44;0;4;11;15;3;4;2;0
2019-02-06 11:26:59;141;41;44;0;4;11;15;3;4;2;0
2019-02-06 11:27:59;141;41;44;0;4;11;15;3;4;2;0
2019-02-06 11:28:58;141;41;44;0;4;11;15;3;4;2;0
2019-02-06 11:29:59;141;41;44;0;4;11;15;3;4;2;0
2019-02-06 11:30:58;141;41;44;0;4;11;15;3;4;2;0
2019-02-06 11:31:59;141;41;44;0;4;11;15;3;4;2;0
2019-02-06 11:32:59;141;41;44;0;4;11;15;3;4;2;0
2019-02-06 11:33:58;141;41;44;0;4;11;15;3;4;2;0
2019-02-06 11:34:59;142;42;44;0;4;11;15;3;4;2;0
2019-02-06 11:35:59;142;43;44;0;4;11;14;3;4;2;0
2019-02-06 11:36:58;142;43;44;0;4;11;14;3;4;2;0
2019-02-06 11:37:59;143;44;44;0;4;11;14;3;4;2;0
2019-02-06 11:39:00;143;44;44;0;4;11;14;3;4;2;0
2019-02-06 11:39:58;143;44;44;0;4;11;14;3;4;2;0
2019-02-06 11:40:59;143;44;44;0;4;11;14;3;4;2;0
2019-02-06 11:41:58;143;44;44;0;4;11;14;3;4;2;0
2019-02-06 11:42:59;144;45;44;0;4;11;14;3;4;2;0
2019-02-06 11:43:59;144;45;44;0;4;11;14;3;4;2;0
2019-02-06 11:44:58;144;45;44;0;4;11;14;3;4;2;0
2019-02-06 11:45:59;145;45;44;0;4;11;15;3;4;2;0
2019-02-06 11:47:00;145;45;44;0;4;11;15;3;4;2;0
2019-02-06 11:47:58;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 11:48:59;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 11:49:58;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 11:50:59;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 11:51:59;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 11:52:58;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 11:53:59;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 11:54:59;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 11:55:58;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 11:56:59;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 11:57:58;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 11:58:59;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 11:59:59;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 12:00:58;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 12:01:59;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 12:02:59;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 12:03:58;146;46;44;0;4;11;15;3;4;2;0
2019-02-06 12:04:59;145;46;44;0;4;11;14;3;4;2;0
2019-02-06 12:05:59;145;46;44;0;4;11;14;3;4;2;0
2019-02-06 12:06:58;145;46;44;0;4;11;14;3;4;2;0
2019-02-06 12:07:59;145;46;44;0;4;11;14;3;4;2;0
2019-02-06 12:08:58;145;46;44;0;4;11;14;3;4;2;0
2019-02-06 12:09:59;145;46;44;0;4;11;14;3;4;2;0
2019-02-06 12:10:59;145;46;44;0;4;11;14;3;4;2;0
2019-02-06 12:11:58;145;46;44;0;4;11;14;3;4;2;0
2019-02-06 12:12:59;145;46;44;0;4;11;14;3;4;2;0
2019-02-06 12:13:59;145;46;44;0;4;11;14;3;4;2;0
2019-02-06 12:14:58;145;46;44;0;4;11;14;3;4;2;0
2019-02-06 12:15:59;145;46;44;0;4;11;14;3;4;2;0
2019-02-06 12:16:59;145;46;44;0;4;11;14;3;4;2;0
2019-02-06 12:17:58;145;46;44;0;4;11;14;3;4;2;0
2019-02-06 12:18:59;146;46;45;0;4;11;14;3;4;2;0
2019-02-06 12:19:59;146;46;45;0;4;11;14;3;4;2;0
2019-02-06 12:20:58;147;46;45;0;4;12;14;3;4;2;0
2019-02-06 12:21:59;148;46;46;0;4;12;14;3;4;2;0
2019-02-06 12:22:58;149;46;47;0;4;12;14;3;4;2;0
2019-02-06 12:23:59;150;46;47;0;4;12;14;3;4;2;0
2019-02-06 12:24:58;149;46;47;0;4;12;13;3;4;2;0
2019-02-06 12:25:59;149;46;47;0;4;12;13;3;4;2;0
2019-02-06 12:26:58;149;46;47;0;4;12;13;3;4;2;0
2019-02-06 12:27:59;150;46;48;0;4;12;13;3;4;2;0
2019-02-06 12:28:59;151;47;48;0;4;12;13;3;4;2;0
2019-02-06 12:29:58;151;47;48;0;4;12;13;3;4;2;0
2019-02-06 12:30:59;151;47;48;0;4;12;13;3;4;2;0
2019-02-06 12:31:58;151;47;48;0;4;12;13;3;4;2;0
2019-02-06 12:32:59;151;47;48;0;4;12;13;3;4;2;0
2019-02-06 12:33:59;151;48;48;0;4;11;13;3;4;2;0
2019-02-06 12:34:58;151;48;48;0;4;11;13;3;4;2;0
2019-02-06 12:35:59;151;48;48;0;4;11;13;3;4;2;0
2019-02-06 12:36:59;151;48;48;0;4;11;13;3;4;2;0
2019-02-06 12:37:58;153;49;49;0;4;11;13;3;4;2;0
2019-02-06 12:38:59;154;49;50;0;4;11;13;3;4;2;0
2019-02-06 12:39:59;154;49;50;0;4;11;13;3;4;2;0
2019-02-06 12:40:58;155;50;50;0;4;11;13;3;4;2;0
2019-02-06 12:41:59;155;50;50;0;4;11;13;3;4;2;0
2019-02-06 12:42:58;155;50;50;0;4;11;13;3;4;2;0
2019-02-06 12:43:59;155;50;50;0;4;11;13;3;4;2;0
2019-02-06 12:44:59;155;50;50;0;4;11;13;3;4;2;0
2019-02-06 12:45:58;156;51;50;0;4;11;13;3;4;2;0
2019-02-06 12:46:59;156;51;50;0;4;11;13;3;4;2;0
2019-02-06 12:47:59;156;51;50;0;4;11;13;3;4;2;0
2019-02-06 12:48:58;156;51;50;0;4;11;13;3;4;2;0
2019-02-06 12:49:59;157;51;51;0;4;11;13;3;4;2;0
2019-02-06 12:50:59;157;51;51;0;4;11;13;3;4;2;0
2019-02-06 12:51:58;157;51;51;0;4;11;13;3;4;2;0
2019-02-06 12:52:59;157;51;51;0;4;11;13;3;4;2;0
2019-02-06 12:53:59;157;51;51;0;4;11;13;3;4;2;0
2019-02-06 12:54:58;157;51;51;0;4;11;13;3;4;2;0
2019-02-06 12:55:59;157;51;51;0;4;11;13;3;4;2;0
2019-02-06 12:56:58;157;51;51;0;4;11;13;3;4;2;0
2019-02-06 12:57:59;157;51;51;0;4;11;13;3;4;2;0
2019-02-06 12:58:58;157;51;51;0;4;11;13;3;4;2;0
2019-02-06 12:59:59;157;51;51;0;4;11;13;3;4;2;0
2019-02-06 13:00:59;157;51;51;0;4;11;13;3;4;2;0
2019-02-06 13:01:58;158;51;51;0;5;11;13;3;4;2;0
2019-02-06 13:02:59;158;51;51;0;5;11;13;3;4;2;0
2019-02-06 13:03:59;158;51;51;0;5;11;13;3;4;2;0
2019-02-06 13:04:58;158;51;51;0;5;11;13;3;4;2;0
2019-02-06 13:05:59;158;51;51;0;5;11;13;3;4;2;0
2019-02-06 13:06:59;158;51;51;0;5;11;13;3;4;2;0
2019-02-06 13:07:58;158;51;51;0;5;11;13;3;4;2;0
2019-02-06 13:08:59;158;51;51;0;5;11;13;3;4;2;0
2019-02-06 13:09:58;158;51;51;0;5;11;13;3;4;2;0
2019-02-06 13:10:59;159;52;51;0;5;11;13;3;4;2;0
2019-02-06 13:11:59;159;52;51;0;5;11;13;3;4;2;0
2019-02-06 13:12:58;159;52;51;0;5;11;13;3;4;2;0
2019-02-06 13:13:59;159;52;51;0;5;11;13;3;4;2;0
2019-02-06 13:14:58;160;53;51;0;5;11;13;3;4;2;0
2019-02-06 13:15:59;160;53;51;0;5;11;13;3;4;2;0
2019-02-06 13:16:58;160;53;51;0;5;11;13;3;4;2;0
2019-02-06 13:17:59;160;53;51;0;5;11;13;3;4;2;0
2019-02-06 13:18:59;160;53;51;0;5;11;13;3;4;2;0
2019-02-06 13:19:58;161;53;51;0;6;11;13;3;4;2;0
2019-02-06 13:20:59;161;53;51;0;6;11;13;3;4;2;0
2019-02-06 13:21:59;161;53;51;0;6;11;13;3;4;2;0
2019-02-06 13:22:58;161;53;51;0;6;11;13;3;4;2;0
2019-02-06 13:23:59;162;53;52;0;6;11;13;3;4;2;0
2019-02-06 13:24:59;163;54;52;0;6;11;13;3;4;2;0
2019-02-06 13:25:58;163;54;52;0;6;11;13;3;4;2;0
2019-02-06 13:26:59;163;54;52;0;6;11;13;3;4;2;0
2019-02-06 13:27:59;163;54;52;0;6;11;13;3;4;2;0
2019-02-06 13:28:58;163;54;52;0;6;11;13;3;4;2;0
2019-02-06 13:29:59;164;55;52;0;6;11;13;3;4;2;0
2019-02-06 13:30:58;165;56;52;0;6;11;13;3;4;2;0
2019-02-06 13:31:59;165;56;53;0;6;10;13;3;4;2;0
2019-02-06 13:32:59;165;56;53;0;6;10;13;3;4;2;0
2019-02-06 13:33:58;165;56;53;0;6;10;13;3;4;2;0
2019-02-06 13:34:59;165;56;53;0;6;10;13;3;4;2;0
2019-02-06 13:35:58;165;56;53;0;6;10;13;3;4;2;0
2019-02-06 13:36:59;165;56;53;0;6;10;13;3;4;2;0
2019-02-06 13:37:59;165;56;53;0;6;10;13;3;4;2;0
2019-02-06 13:38:59;165;56;53;0;6;10;13;3;4;2;0
2019-02-06 13:39:58;165;56;53;0;6;10;13;3;4;2;0
2019-02-06 13:40:59;165;56;53;0;6;10;13;3;4;2;0
2019-02-06 13:41:58;165;56;53;0;6;10;13;3;4;2;0
2019-02-06 13:42:59;166;56;53;0;6;10;13;3;4;2;0
2019-02-06 13:43:59;166;56;53;0;6;10;13;3;4;2;0
2019-02-06 13:44:58;166;56;53;0;6;10;13;3;4;2;0
2019-02-06 13:45:59;167;56;53;0;6;10;13;3;4;2;1
2019-02-06 13:46:59;167;56;53;0;6;10;13;3;4;2;1
2019-02-06 13:47:58;167;56;53;0;6;10;13;3;4;2;1
2019-02-06 13:48:59;167;56;53;0;6;10;13;3;4;2;1
2019-02-06 13:49:59;168;57;53;0;6;10;13;3;4;2;1
2019-02-06 13:50:58;168;57;53;0;6;10;13;3;4;2;1
