datetime;total_votes;Tae4ka;Kolbasevich;southparallel;pavelomg;XASSA;navalny;Есения;BlackIrony;kross;Hexadecachoron
2020-07-22 07:59:59;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:00:59;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:01:58;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:02:59;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:03:58;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:04:59;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:05:58;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:06:59;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:07:59;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:08:58;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:09:59;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:10:59;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:11:58;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:12:59;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:13:59;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:14:58;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:15:59;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:16:58;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:17:59;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:18:58;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:20:00;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:20:58;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:21:59;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:22:59;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:23:58;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:24:59;66;15;19;10;3;0;0;2;0;2;1
2020-07-22 08:25:59;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:26:58;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:27:59;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:28:58;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:29:59;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:30:58;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:31:59;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:32:59;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:33:58;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:34:59;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:35:59;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:36:58;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:37:59;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:38:59;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:39:58;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:40:59;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:41:58;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:42:59;67;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:43:58;68;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:44:59;68;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:45:59;68;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:46:58;68;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:47:59;68;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:48:58;68;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:49:59;68;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:50:58;68;16;19;10;3;0;0;2;0;2;1
2020-07-22 08:52:00;69;17;19;10;3;0;0;2;0;2;1
2020-07-22 08:52:58;71;19;19;10;3;0;0;2;0;2;1
2020-07-22 08:53:59;71;18;19;11;3;0;0;2;0;2;1
2020-07-22 08:54:59;71;18;19;11;3;0;0;2;0;2;1
2020-07-22 08:55:58;71;18;19;11;3;0;0;2;0;2;1
2020-07-22 08:56:59;71;18;19;11;3;0;0;2;0;2;1
2020-07-22 08:57:58;71;18;19;11;3;0;0;2;0;2;1
2020-07-22 08:58:59;71;18;19;11;3;0;0;2;0;2;1
2020-07-22 08:59:59;71;18;19;11;3;0;0;2;0;2;1
2020-07-22 09:00:58;71;18;19;11;3;0;0;2;0;2;1
2020-07-22 09:01:59;72;18;20;11;3;0;0;2;0;2;1
2020-07-22 09:02:58;72;18;20;11;3;0;0;2;0;2;1
2020-07-22 09:03:59;72;18;20;11;3;0;0;2;0;2;1
2020-07-22 09:04:59;72;18;20;11;3;0;0;2;0;2;1
2020-07-22 09:05:58;74;19;20;12;3;0;0;2;0;2;1
2020-07-22 09:06:59;75;19;20;13;3;0;0;2;0;2;1
2020-07-22 09:07:58;75;19;20;13;3;0;0;2;0;2;1
2020-07-22 09:08:59;75;19;20;13;3;0;0;2;0;2;1
2020-07-22 09:09:59;75;19;20;13;3;0;0;2;0;2;1
2020-07-22 09:10:58;75;19;20;13;3;0;0;2;0;2;1
2020-07-22 09:11:59;75;19;20;13;3;0;0;2;0;2;1
2020-07-22 09:12:59;75;19;20;13;3;0;0;2;0;2;1
2020-07-22 09:13:58;75;19;20;13;3;0;0;2;0;2;1
2020-07-22 09:14:59;75;19;20;13;3;0;0;2;0;2;1
2020-07-22 09:15:58;75;19;20;13;3;0;0;2;0;2;1
2020-07-22 09:16:59;75;19;20;13;3;0;0;2;0;2;1
2020-07-22 09:17:59;75;19;20;13;3;0;0;2;0;2;1
2020-07-22 09:18:58;75;19;20;13;3;0;0;2;0;2;1
2020-07-22 09:19:59;75;19;20;13;3;0;0;2;0;2;1
2020-07-22 09:20:58;76;19;20;13;4;0;0;2;0;2;1
2020-07-22 09:21:59;76;19;20;13;4;0;0;2;0;2;1
2020-07-22 09:22:58;77;19;20;13;4;0;0;2;0;2;0
2020-07-22 09:23:59;77;19;20;13;4;0;0;2;0;2;0
2020-07-22 09:24:59;77;19;20;13;4;0;0;2;0;2;0
2020-07-22 09:25:58;77;19;20;13;4;0;0;2;0;2;0
2020-07-22 09:26:59;77;19;20;13;4;0;0;2;0;2;0
2020-07-22 09:27:59;77;19;20;13;4;0;0;2;0;2;0
2020-07-22 09:28:58;77;19;20;13;4;0;0;2;0;2;0
2020-07-22 09:29:59;77;19;20;13;4;0;0;2;0;2;0
2020-07-22 09:30:59;77;19;20;13;4;0;0;2;0;2;0
2020-07-22 09:31:58;77;19;20;13;4;0;0;2;0;2;0
2020-07-22 09:32:59;77;19;20;13;4;0;0;2;0;2;0
2020-07-22 09:33:58;77;19;20;13;4;0;0;2;0;2;0
2020-07-22 09:35:00;77;19;20;13;4;0;0;2;0;2;0
2020-07-22 09:35:58;77;19;20;13;4;0;0;2;0;2;0
2020-07-22 09:36:59;77;19;20;13;4;0;0;2;0;2;0
2020-07-22 09:37:59;78;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:38:58;78;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:39:59;78;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:40:58;78;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:41:59;78;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:42:59;78;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:43:58;77;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:44:59;77;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:45:58;77;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:46:59;77;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:47:58;77;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:48:59;77;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:49:59;77;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:50:58;77;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:51:59;77;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:52:58;77;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:53:59;77;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:54:58;77;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:55:59;77;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:56:59;77;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:57:58;77;20;20;13;4;0;0;2;0;2;0
2020-07-22 09:58:59;78;20;21;13;4;0;0;2;0;2;0
2020-07-22 09:59:58;78;20;21;13;4;0;0;2;0;2;0
2020-07-22 10:01:00;78;20;21;13;4;0;0;2;0;2;0
2020-07-22 10:01:58;78;20;21;13;4;0;0;2;0;2;0
2020-07-22 10:02:59;78;20;21;13;4;0;0;2;0;2;0
2020-07-22 10:03:58;78;20;21;13;4;0;0;2;0;2;0
2020-07-22 10:04:59;78;20;21;13;4;0;0;2;0;2;0
2020-07-22 10:05:58;78;20;21;13;4;0;0;2;0;2;0
2020-07-22 10:06:59;78;20;21;13;4;0;0;2;0;2;0
2020-07-22 10:07:58;79;21;21;13;4;0;0;2;0;2;0
2020-07-22 10:08:59;79;21;21;13;4;0;0;2;0;2;0
2020-07-22 10:09:58;79;21;21;13;4;0;0;2;0;2;0
2020-07-22 10:10:59;79;21;21;13;4;0;0;2;0;2;0
2020-07-22 10:11:58;80;22;21;13;4;0;0;2;0;2;0
2020-07-22 10:12:59;80;22;21;13;4;0;0;2;0;2;0
2020-07-22 10:13:58;81;23;21;13;4;0;0;2;0;2;0
2020-07-22 10:14:59;81;23;21;13;4;0;0;2;0;2;0
2020-07-22 10:15:58;81;23;21;13;4;0;0;2;0;2;0
2020-07-22 10:16:59;81;23;21;13;4;0;0;2;0;2;0
2020-07-22 10:17:58;81;23;21;13;4;0;0;2;0;2;0
2020-07-22 10:18:59;81;23;21;13;4;0;0;2;0;2;0
2020-07-22 10:19:58;81;23;21;13;4;0;0;2;0;2;0
2020-07-22 10:20:59;82;24;21;13;4;0;0;2;0;2;0
2020-07-22 10:21:58;82;24;21;13;4;0;0;2;0;2;0
2020-07-22 10:22:59;82;24;21;13;4;0;0;2;0;2;0
2020-07-22 10:23:59;82;24;21;13;4;0;0;2;0;2;0
2020-07-22 10:24:58;82;24;21;13;4;0;0;2;0;2;0
2020-07-22 10:25:59;82;24;21;13;4;0;0;2;0;2;0
2020-07-22 10:26:59;82;24;21;13;4;0;0;2;0;2;0
2020-07-22 10:27:58;82;24;21;13;4;0;0;2;0;2;0
2020-07-22 10:28:59;82;24;21;13;4;0;0;2;0;2;0
2020-07-22 10:29:58;82;24;21;13;4;0;0;2;0;2;0
2020-07-22 10:30:59;82;24;21;13;4;0;0;2;0;2;0
2020-07-22 10:31:59;83;25;21;13;4;0;0;2;0;2;0
2020-07-22 10:32:58;83;25;21;13;4;0;0;2;0;2;0
2020-07-22 10:33:59;83;25;21;13;4;0;0;2;0;2;0
2020-07-22 10:34:58;83;25;21;13;4;0;0;2;0;2;0
2020-07-22 10:36:00;83;25;21;13;4;0;0;2;0;2;0
2020-07-22 10:36:58;83;25;21;13;4;0;0;2;0;2;0
2020-07-22 10:37:59;83;25;21;13;4;0;0;2;0;2;0
2020-07-22 10:38:59;83;25;21;13;4;0;0;2;0;2;0
2020-07-22 10:39:58;83;25;21;13;4;0;0;2;0;2;0
2020-07-22 10:40:59;83;25;21;13;4;0;0;2;0;2;0
2020-07-22 10:41:58;83;25;21;13;4;0;0;2;0;2;0
2020-07-22 10:42:59;83;25;21;13;4;0;0;2;0;2;0
2020-07-22 10:43:59;83;25;21;13;4;0;0;2;0;2;0
2020-07-22 10:44:58;83;25;21;13;4;0;0;2;0;2;0
2020-07-22 10:45:59;85;25;21;14;4;0;0;3;0;2;0
2020-07-22 10:46:59;85;25;21;14;4;0;0;3;0;2;0
2020-07-22 10:47:58;85;25;21;14;4;0;0;3;0;2;0
2020-07-22 10:48:59;85;25;21;14;4;0;0;3;0;2;0
2020-07-22 10:49:58;85;25;21;14;4;0;0;3;0;2;0
2020-07-22 10:50:59;85;25;21;14;4;0;0;3;0;2;0
2020-07-22 10:51:58;85;25;21;14;4;0;0;3;0;2;0
2020-07-22 10:53:00;85;25;21;14;4;0;0;3;0;2;0
2020-07-22 10:53:58;85;25;21;14;4;0;0;3;0;2;0
2020-07-22 10:54:59;85;25;21;14;4;0;0;3;0;2;0
2020-07-22 10:55:59;85;25;21;14;4;0;0;3;0;2;0
2020-07-22 10:56:58;85;25;21;14;4;0;0;3;0;2;0
2020-07-22 10:57:59;85;25;21;14;4;0;0;3;0;2;0
2020-07-22 10:58:58;85;25;21;14;4;0;0;3;0;2;0
2020-07-22 10:59:59;85;25;21;14;4;0;0;3;0;2;0
2020-07-22 11:00:58;86;25;21;15;4;0;0;3;0;2;0
2020-07-22 11:01:59;87;25;21;15;4;0;0;3;0;3;0
2020-07-22 11:02:58;88;26;21;15;4;0;0;3;0;3;0
2020-07-22 11:03:59;88;26;21;15;4;0;0;3;0;3;0
2020-07-22 11:04:58;88;26;21;15;4;0;0;3;0;3;0
2020-07-22 11:05:59;89;26;21;16;4;0;0;3;0;3;0
2020-07-22 11:06:59;91;26;21;16;4;2;0;3;0;3;0
2020-07-22 11:07:58;91;26;21;16;4;2;0;3;0;3;0
2020-07-22 11:08:59;91;26;21;16;4;2;0;3;0;3;0
2020-07-22 11:09:58;91;26;21;16;4;2;0;3;0;3;0
2020-07-22 11:10:59;91;26;21;16;4;2;0;3;0;3;0
2020-07-22 11:11:59;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:12:58;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:13:59;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:14:58;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:15:59;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:16:59;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:17:58;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:18:59;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:19:58;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:20:59;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:21:59;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:22:58;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:23:59;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:24:58;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:25:59;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:26:58;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:27:59;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:28:58;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:29:59;92;26;21;17;4;2;0;3;0;3;0
2020-07-22 11:30:59;94;26;21;17;4;2;0;4;0;3;0
2020-07-22 11:31:58;94;26;21;17;4;2;0;4;0;3;0
2020-07-22 11:32:59;95;26;21;17;4;2;0;4;0;3;2
2020-07-22 11:33:58;96;27;21;17;4;2;0;4;0;3;2
2020-07-22 11:34:59;96;27;21;17;4;2;0;4;0;3;2
2020-07-22 11:35:59;96;27;21;17;4;2;0;4;0;3;2
2020-07-22 11:36:58;97;27;21;18;4;2;0;4;0;3;2
2020-07-22 11:37:59;97;27;21;18;4;2;0;4;0;3;2
2020-07-22 11:38:58;97;27;21;18;4;2;0;4;0;3;2
2020-07-22 11:39:59;98;27;22;18;4;2;0;4;0;3;2
2020-07-22 11:40:58;99;28;22;18;4;2;0;4;0;3;2
2020-07-22 11:41:59;99;28;22;18;4;2;0;4;0;3;2
2020-07-22 11:42:59;99;28;22;18;4;2;0;4;0;3;2
2020-07-22 11:43:58;100;29;22;18;4;2;0;4;0;3;2
2020-07-22 11:44:59;100;29;22;18;4;2;0;4;0;3;2
2020-07-22 11:45:58;100;29;22;18;4;2;0;4;0;3;2
2020-07-22 11:46:59;102;30;22;18;4;2;0;4;0;3;2
2020-07-22 11:47:58;102;30;22;18;4;2;0;4;0;3;2
2020-07-22 11:48:59;102;30;22;18;4;2;0;4;0;3;2
2020-07-22 11:49:58;102;30;22;18;4;2;0;4;0;3;2
2020-07-22 11:50:59;103;30;22;18;4;2;0;4;0;3;2
2020-07-22 11:51:58;105;31;23;18;4;2;0;4;0;3;2
2020-07-22 11:52:59;105;31;23;18;4;2;0;4;0;3;2
2020-07-22 11:53:58;105;31;23;18;4;2;0;4;0;3;2
2020-07-22 11:54:59;105;31;23;18;4;2;0;4;0;3;2
2020-07-22 11:55:59;106;31;24;18;4;2;0;4;0;3;2
2020-07-22 11:56:58;106;31;24;18;4;2;0;4;0;3;2
2020-07-22 11:57:59;106;31;24;18;4;2;0;4;0;3;2
2020-07-22 11:58:58;107;32;24;18;4;2;0;4;0;3;2
2020-07-22 11:59:59;108;32;25;18;4;2;0;4;0;3;2
2020-07-22 12:00:58;108;32;25;18;4;2;0;4;0;3;2
2020-07-22 12:01:59;108;32;25;18;4;2;0;4;0;3;2
2020-07-22 12:02:58;108;32;25;18;4;2;0;4;0;3;2
2020-07-22 12:03:59;109;32;26;18;4;2;0;4;0;3;2
2020-07-22 12:04:58;109;32;26;18;4;2;0;4;0;3;2
2020-07-22 12:05:59;109;32;26;18;4;2;0;4;0;3;2
2020-07-22 12:06:59;111;33;27;18;4;2;0;4;0;3;2
2020-07-22 12:07:58;111;33;27;18;4;2;0;4;0;3;2
2020-07-22 12:08:59;111;33;27;18;4;2;0;4;0;3;2
2020-07-22 12:09:58;111;33;27;18;4;2;0;4;0;3;2
2020-07-22 12:10:59;111;33;27;18;4;2;0;4;0;3;2
2020-07-22 12:11:58;111;33;27;18;4;2;0;4;0;3;2
2020-07-22 12:12:59;111;33;27;18;4;2;0;4;0;3;2
2020-07-22 12:13:59;111;33;27;18;4;2;0;4;0;3;2
2020-07-22 12:14:58;111;33;27;18;4;2;0;4;0;3;2
2020-07-22 12:15:59;112;33;27;18;4;2;0;4;0;3;2
2020-07-22 12:16:58;112;33;27;18;4;2;0;4;0;3;2
2020-07-22 12:17:59;112;33;27;18;4;2;0;4;0;3;2
2020-07-22 12:18:58;112;33;27;18;4;2;0;4;0;3;2
2020-07-22 12:19:59;112;33;27;18;4;2;0;4;0;3;2
2020-07-22 12:20:59;112;33;27;18;4;2;0;4;0;3;2
2020-07-22 12:21:58;113;34;27;18;4;2;0;4;0;3;2
2020-07-22 12:22:59;113;34;27;18;4;2;0;4;0;3;2
2020-07-22 12:23:58;113;34;27;18;4;2;0;4;0;3;2
2020-07-22 12:24:59;113;34;27;18;4;2;0;4;0;3;2
2020-07-22 12:26:00;113;34;27;18;4;2;0;4;0;3;2
2020-07-22 12:26:58;114;34;27;18;4;3;0;4;0;3;2
2020-07-22 12:27:59;114;34;27;18;4;3;0;4;0;3;2
2020-07-22 12:28:59;114;34;27;18;4;3;0;4;0;3;2
2020-07-22 12:29:58;114;34;27;18;4;3;0;4;0;3;2
2020-07-22 12:30:59;115;34;28;18;4;3;0;4;0;3;2
2020-07-22 12:31:58;115;34;28;18;4;3;0;4;0;3;2
2020-07-22 12:32:59;116;34;29;18;4;3;0;4;0;3;2
2020-07-22 12:33:59;118;35;29;19;4;3;0;4;0;3;2
2020-07-22 12:34:58;119;35;29;19;4;3;0;5;0;3;2
2020-07-22 12:35:59;119;35;29;19;4;3;0;5;0;3;2
2020-07-22 12:36:58;120;36;29;19;4;3;0;5;0;3;2
2020-07-22 12:37:59;120;36;29;19;4;3;0;5;0;3;2
2020-07-22 12:38:59;121;37;29;19;4;3;0;5;0;3;2
2020-07-22 12:39:58;121;37;29;19;4;3;0;5;0;3;2
2020-07-22 12:40:59;121;37;29;19;4;3;0;5;0;3;2
2020-07-22 12:41:58;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:42:59;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:43:58;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:44:59;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:45:58;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:46:59;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:47:58;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:48:59;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:49:58;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:50:59;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:51:59;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:52:58;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:53:59;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:54:58;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:55:59;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:56:58;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:57:59;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:58:58;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 12:59:59;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 13:00:58;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 13:01:59;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 13:02:58;120;37;28;19;4;3;0;5;0;3;2
2020-07-22 13:03:59;121;37;28;19;4;3;0;5;0;3;2
2020-07-22 13:04:58;121;37;28;19;4;3;0;5;0;3;2
2020-07-22 13:05:59;122;38;28;19;4;3;0;5;0;3;2
2020-07-22 13:06:59;122;38;28;19;4;3;0;5;0;3;2
2020-07-22 13:07:58;122;38;28;19;4;3;0;5;0;3;2
2020-07-22 13:08:59;123;38;29;19;4;3;0;5;0;3;2
2020-07-22 13:09:59;124;39;29;19;4;3;0;5;0;3;2
2020-07-22 13:10:58;124;39;29;19;4;3;0;5;0;3;2
2020-07-22 13:11:59;124;38;29;19;4;3;0;5;0;4;2
2020-07-22 13:12:59;124;38;29;19;4;3;0;5;0;4;2
2020-07-22 13:13:58;124;38;29;19;4;3;0;5;0;4;2
2020-07-22 13:14:59;124;38;29;19;4;3;0;5;0;4;2
2020-07-22 13:15:58;124;38;29;19;4;3;0;5;0;4;2
2020-07-22 13:16:59;124;38;29;19;4;3;0;5;0;4;2
2020-07-22 13:17:59;124;38;29;19;4;3;0;5;0;4;2
2020-07-22 13:18:58;125;39;29;19;4;3;0;5;0;4;2
2020-07-22 13:19:59;125;39;29;19;4;3;0;5;0;4;2
2020-07-22 13:20:58;125;39;29;19;4;3;0;5;0;4;2
2020-07-22 13:21:59;126;40;29;19;4;3;0;5;0;4;2
2020-07-22 13:22:59;126;40;29;19;4;3;0;5;0;4;2
2020-07-22 13:23:58;126;40;29;19;4;3;0;5;0;4;2
2020-07-22 13:24:59;126;40;29;19;4;3;0;5;0;4;2
2020-07-22 13:25:58;126;40;29;19;4;3;0;5;0;4;2
2020-07-22 13:26:59;126;40;29;19;4;3;0;5;0;4;2
2020-07-22 13:27:58;127;40;30;19;4;3;0;5;0;4;2
2020-07-22 13:28:59;127;40;30;19;4;3;0;5;0;4;2
2020-07-22 13:29:58;128;40;30;19;4;4;0;5;0;4;2
2020-07-22 13:30:59;128;40;30;19;4;4;0;5;0;4;2
2020-07-22 13:31:59;128;40;30;19;4;4;0;5;0;4;2
2020-07-22 13:32:58;128;40;30;19;4;4;0;5;0;4;2
2020-07-22 13:33:59;128;40;30;19;4;4;0;5;0;4;2
2020-07-22 13:34:58;128;40;30;19;4;4;0;5;0;4;2
2020-07-22 13:35:59;128;40;30;19;4;4;0;5;0;4;2
2020-07-22 13:36:58;128;40;30;19;4;4;0;5;0;4;2
2020-07-22 13:37:59;128;40;30;19;4;4;0;5;0;4;2
2020-07-22 13:38:59;128;40;30;19;4;4;0;5;0;4;2
2020-07-22 13:39:58;128;40;30;19;4;4;0;5;0;4;2
2020-07-22 13:40:59;128;40;30;19;4;4;0;5;0;4;2
2020-07-22 13:41:58;128;40;30;19;4;4;0;5;0;4;2
2020-07-22 13:42:59;128;40;30;19;4;4;0;5;0;4;2
2020-07-22 13:43:59;129;40;31;19;4;4;0;5;0;4;2
2020-07-22 13:44:58;130;40;31;19;4;5;0;5;0;4;2
2020-07-22 13:45:59;130;40;31;19;4;5;0;5;0;4;2
2020-07-22 13:46:58;130;40;31;19;4;5;0;5;0;4;2
2020-07-22 13:47:59;130;40;31;19;4;5;0;5;0;4;2
2020-07-22 13:48:58;130;40;31;19;4;5;0;5;0;4;2
2020-07-22 13:49:59;130;40;31;19;4;5;0;5;0;4;2
2020-07-22 13:50:59;131;41;31;19;4;5;0;5;0;4;2
2020-07-22 13:51:58;131;41;31;19;4;5;0;5;0;4;2
2020-07-22 13:52:59;131;41;31;19;4;5;0;5;0;4;2
2020-07-22 13:53:58;131;41;31;19;4;5;0;5;0;4;2
2020-07-22 13:54:59;131;41;31;19;4;5;0;5;0;4;2
2020-07-22 13:55:59;131;41;31;19;4;5;0;5;0;4;2
2020-07-22 13:56:58;131;41;31;19;4;5;0;5;0;4;2
2020-07-22 13:57:59;132;41;31;19;4;5;0;5;0;4;2
2020-07-22 13:58:59;133;41;31;19;4;5;0;5;2;4;2
2020-07-22 13:59:58;134;41;31;19;4;5;0;5;3;4;2
2020-07-22 14:00:59;136;41;31;19;4;5;0;5;5;4;2
2020-07-22 14:01:58;136;41;31;19;4;5;0;5;5;4;2
2020-07-22 14:02:59;138;41;31;19;4;5;0;6;6;4;2
2020-07-22 14:03:58;138;41;31;19;4;5;0;6;6;4;2
2020-07-22 14:04:59;138;41;31;19;4;5;0;6;6;4;2
2020-07-22 14:05:58;138;41;31;19;4;5;0;6;6;4;2
2020-07-22 14:06:59;138;41;31;19;4;5;0;6;6;4;2
2020-07-22 14:07:58;139;42;31;19;4;5;0;6;6;4;2
2020-07-22 14:08:59;139;42;31;19;4;5;0;6;6;4;2
2020-07-22 14:09:59;139;42;31;19;4;5;0;6;6;4;2
2020-07-22 14:10:58;140;42;31;19;4;5;0;6;6;4;2
2020-07-22 14:11:59;140;42;31;19;4;5;0;6;6;4;2
2020-07-22 14:12:58;140;42;31;19;4;5;0;6;6;4;2
2020-07-22 14:13:59;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:14:58;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:15:59;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:16:58;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:18:00;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:18:58;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:19:59;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:20:59;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:21:58;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:22:59;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:23:58;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:24:59;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:25:59;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:26:58;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:27:59;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:28:58;141;42;31;19;5;5;0;6;6;4;2
2020-07-22 14:29:59;142;43;31;19;5;5;0;6;6;4;2
2020-07-22 14:30:58;142;43;31;19;5;5;0;6;6;4;2
2020-07-22 14:31:59;142;43;31;19;5;5;0;6;6;4;2
2020-07-22 14:32:59;142;43;31;19;5;5;0;6;6;4;2
2020-07-22 14:33:58;142;43;31;19;5;5;0;6;6;4;2
2020-07-22 14:34:59;142;43;31;19;5;5;0;6;6;4;2
2020-07-22 14:35:58;142;43;31;19;5;5;0;6;6;4;2
2020-07-22 14:36:59;142;43;31;19;5;5;0;6;6;4;2
