datetime;total_votes;jovan;TouchMe;orlando;xtal;Dirtylieutenant;Hexadecachoron;UndeadMoroz;Militsija;kross;asap
2019-11-20 19:05:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:06:58;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:07:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:08:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:09:58;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:10:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:11:58;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:12:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:13:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:14:58;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:15:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:16:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:17:58;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:18:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:19:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:20:58;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:21:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:22:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:23:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:24:58;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:25:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:26:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:27:58;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:28:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:29:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:30:58;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:31:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:32:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:33:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:34:58;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:35:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:36:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:37:58;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:38:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:39:58;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:40:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:41:59;183;70;38;16;18;7;3;3;4;3;2
2019-11-20 19:42:58;184;71;38;16;18;7;3;3;4;3;2
2019-11-20 19:43:59;184;71;38;16;18;7;3;3;4;3;2
2019-11-20 19:44:59;184;71;38;16;18;7;3;3;4;3;2
2019-11-20 19:45:58;185;72;38;16;18;7;3;3;4;3;2
2019-11-20 19:46:59;185;72;38;16;18;7;3;3;4;3;2
2019-11-20 19:47:59;185;72;38;16;18;7;3;3;4;3;2
2019-11-20 19:48:58;185;72;38;16;18;7;3;3;4;3;2
2019-11-20 19:49:59;185;72;38;16;18;7;3;3;4;3;2
2019-11-20 19:50:59;185;72;38;16;18;7;3;3;4;3;2
2019-11-20 19:51:58;185;72;38;16;18;7;3;3;4;3;2
2019-11-20 19:52:59;185;72;38;16;18;7;3;3;4;3;2
2019-11-20 19:53:59;185;72;38;16;18;7;3;3;4;3;2
2019-11-20 19:54:58;186;73;38;16;18;7;3;3;4;3;2
2019-11-20 19:55:59;186;73;38;16;18;7;3;3;4;3;2
2019-11-20 19:56:58;186;73;38;16;18;7;3;3;4;3;2
2019-11-20 19:57:59;186;73;38;16;18;7;3;3;4;3;2
2019-11-20 19:58:59;186;73;38;16;18;7;3;3;4;3;2
2019-11-20 20:00:00;187;73;39;16;18;7;3;3;4;3;2
2019-11-20 20:00:58;187;73;39;16;18;7;3;3;4;3;2
2019-11-20 20:01:59;187;73;39;16;18;7;3;3;4;3;2
2019-11-20 20:02:58;187;73;39;16;18;7;3;3;4;3;2
2019-11-20 20:03:59;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:04:58;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:05:59;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:06:59;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:07:58;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:08:59;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:09:59;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:10:58;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:11:59;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:12:59;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:13:58;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:14:59;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:16:00;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:16:59;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:17:59;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:18:59;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:19:58;188;73;40;16;18;7;3;3;4;3;2
2019-11-20 20:20:59;189;73;41;16;18;7;3;3;4;3;2
2019-11-20 20:21:58;189;73;41;16;18;7;3;3;4;3;2
2019-11-20 20:22:59;189;73;41;16;18;7;3;3;4;3;2
2019-11-20 20:23:59;190;73;41;16;18;7;3;4;4;3;2
2019-11-20 20:24:58;190;73;41;16;18;7;3;4;4;3;2
2019-11-20 20:25:59;191;73;41;17;18;7;3;4;4;3;2
2019-11-20 20:26:59;192;73;41;17;18;7;3;4;4;3;2
2019-11-20 20:27:58;192;73;41;17;18;7;3;4;4;3;2
2019-11-20 20:28:59;192;73;41;17;18;7;3;4;4;3;2
2019-11-20 20:29:59;192;73;41;17;18;7;3;4;4;3;2
2019-11-20 20:30:58;192;73;41;17;18;7;3;4;4;3;2
2019-11-20 20:31:59;192;73;41;17;18;7;3;4;4;3;2
2019-11-20 20:32:59;192;73;41;17;18;7;3;4;4;3;2
2019-11-20 20:33:58;192;73;41;17;18;7;3;4;4;3;2
2019-11-20 20:34:59;193;73;41;17;18;7;3;4;4;3;3
2019-11-20 20:35:59;194;74;41;17;18;7;3;4;4;3;3
2019-11-20 20:37:00;194;74;41;17;18;7;3;4;4;3;3
2019-11-20 20:37:58;195;74;42;17;18;7;3;4;4;3;3
2019-11-20 20:38:59;195;74;42;17;18;7;3;4;4;3;3
2019-11-20 20:39:58;195;74;42;17;18;7;3;4;4;3;3
2019-11-20 20:40:59;196;74;43;17;18;7;3;4;4;3;3
2019-11-20 20:41:59;196;74;43;17;18;7;3;4;4;3;3
2019-11-20 20:42:58;197;75;43;17;18;7;3;4;4;3;3
2019-11-20 20:43:59;197;75;43;17;18;7;3;4;4;3;3
2019-11-20 20:44:59;197;75;43;17;18;7;3;4;4;3;3
2019-11-20 20:45:58;197;75;43;17;18;7;3;4;4;3;3
2019-11-20 20:46:59;197;75;43;17;18;7;3;4;4;3;3
2019-11-20 20:47:58;198;75;43;18;18;7;3;4;4;3;3
2019-11-20 20:48:59;198;75;43;18;18;7;3;4;4;3;3
2019-11-20 20:49:59;198;75;43;18;18;7;3;4;4;3;3
2019-11-20 20:50:58;198;75;43;18;18;7;3;4;4;3;3
2019-11-20 20:51:59;198;75;43;18;18;7;3;4;4;3;3
2019-11-20 20:52:58;198;75;43;18;18;7;3;4;4;3;3
2019-11-20 20:53:59;198;75;43;18;18;7;3;4;4;3;3
2019-11-20 20:54:59;198;74;44;18;18;7;3;4;4;3;3
2019-11-20 20:55:59;199;75;44;18;18;7;3;4;4;3;3
2019-11-20 20:56:58;199;75;44;18;18;7;3;4;4;3;3
2019-11-20 20:57:59;199;75;44;18;18;7;3;4;4;3;3
2019-11-20 20:58:58;199;75;44;18;18;7;3;4;4;3;3
2019-11-20 20:59:59;199;75;44;18;18;7;3;4;4;3;3
2019-11-20 21:00:59;199;75;44;18;18;7;3;4;4;3;3
2019-11-20 21:01:58;199;75;44;18;18;7;3;4;4;3;3
2019-11-20 21:02:59;199;75;44;18;18;7;3;4;4;3;3
2019-11-20 21:03:59;200;76;44;18;18;7;3;4;4;3;3
2019-11-20 21:04:58;201;77;44;18;18;7;3;4;4;3;3
2019-11-20 21:05:59;201;77;44;18;18;7;3;4;4;3;3
2019-11-20 21:06:59;201;77;44;18;18;7;3;4;4;3;3
2019-11-20 21:07:58;201;77;44;18;18;7;3;4;4;3;3
2019-11-20 21:08:59;201;77;44;18;18;7;3;4;4;3;3
2019-11-20 21:09:59;202;78;44;18;18;7;3;4;4;3;3
2019-11-20 21:10:58;202;78;44;18;18;7;3;4;4;3;3
2019-11-20 21:11:59;202;78;44;18;18;7;3;4;4;3;3
2019-11-20 21:12:59;202;78;44;18;18;7;3;4;4;3;3
2019-11-20 21:13:59;202;78;44;18;18;7;3;4;4;3;3
2019-11-20 21:14:58;202;78;44;18;18;7;3;4;4;3;3
2019-11-20 21:15:59;202;78;44;18;18;7;3;4;4;3;3
2019-11-20 21:16:59;202;78;44;18;18;7;3;4;4;3;3
2019-11-20 21:17:58;202;78;44;18;18;7;3;4;4;3;3
2019-11-20 21:18:59;203;78;44;18;18;7;3;4;4;3;3
2019-11-20 21:19:59;204;78;44;18;18;7;3;5;4;3;3
2019-11-20 21:20:58;204;78;44;18;18;7;3;5;4;3;3
2019-11-20 21:21:59;204;78;44;18;18;7;3;5;4;3;3
2019-11-20 21:22:59;204;78;44;18;18;7;3;5;4;3;3
2019-11-20 21:23:58;204;78;44;18;18;7;3;5;4;3;3
2019-11-20 21:24:59;204;78;44;18;18;7;3;5;4;3;3
2019-11-20 21:25:58;204;78;44;18;18;7;3;5;4;3;3
2019-11-20 21:26:59;204;78;44;18;18;7;3;5;4;3;3
2019-11-20 21:27:58;204;78;44;18;18;7;3;5;4;3;3
2019-11-20 21:28:59;206;78;44;19;18;7;3;5;4;3;3
2019-11-20 21:29:58;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:30:59;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:31:58;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:32:59;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:33:59;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:34:58;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:35:59;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:36:58;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:37:59;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:38:59;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:39:58;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:40:59;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:41:59;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:42:58;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:43:59;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:44:59;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:45:59;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:46:58;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:47:59;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:48:59;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:49:58;206;78;44;18;18;7;4;5;4;3;3
2019-11-20 21:50:59;207;79;44;18;18;7;4;5;4;3;3
2019-11-20 21:51:58;207;79;44;18;18;7;4;5;4;3;3
2019-11-20 21:52:59;207;79;44;18;18;7;4;5;4;3;3
2019-11-20 21:53:59;207;79;44;18;18;7;4;5;4;3;3
2019-11-20 21:54:58;207;79;44;18;18;7;4;5;4;3;3
2019-11-20 21:55:59;207;79;44;18;18;7;4;5;4;3;3
2019-11-20 21:56:59;207;79;44;18;18;7;4;5;4;3;3
2019-11-20 21:57:59;207;79;44;18;18;7;4;5;4;3;3
2019-11-20 21:58:58;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 21:59:59;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:00:59;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:01:58;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:02:59;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:03:59;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:04:58;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:05:59;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:06:58;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:07:59;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:08:59;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:09:58;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:10:59;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:11:59;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:12:58;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:13:58;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:14:59;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:15:59;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:16:58;208;80;44;18;18;7;4;5;4;3;3
2019-11-20 22:17:59;210;81;45;18;18;7;4;5;4;3;3
2019-11-20 22:18:59;210;81;45;18;18;7;4;5;4;3;3
2019-11-20 22:19:58;210;81;45;18;18;7;4;5;4;3;3
2019-11-20 22:20:59;210;81;45;18;18;7;4;5;4;3;3
2019-11-20 22:21:58;211;81;46;18;18;7;4;5;4;3;3
2019-11-20 22:22:59;211;81;46;18;18;7;4;5;4;3;3
2019-11-20 22:23:59;211;81;46;18;18;7;4;5;4;3;3
2019-11-20 22:24:59;211;81;46;18;18;7;4;5;4;3;3
2019-11-20 22:25:58;211;81;46;18;18;7;4;5;4;3;3
2019-11-20 22:26:59;211;81;46;18;18;7;4;5;4;3;3
2019-11-20 22:27:59;211;81;46;18;18;7;4;5;4;3;3
2019-11-20 22:28:58;211;81;46;18;18;7;4;5;4;3;3
2019-11-20 22:29:59;211;81;46;18;18;7;4;5;4;3;3
2019-11-20 22:30:59;211;81;46;18;18;7;4;5;4;3;3
2019-11-20 22:31:59;211;81;46;18;18;7;4;5;4;3;3
2019-11-20 22:32:58;211;81;46;18;18;7;4;5;4;3;3
2019-11-20 22:33:59;212;82;46;18;18;7;4;5;4;3;3
2019-11-20 22:34:59;212;82;46;18;18;7;4;5;4;3;3
2019-11-20 22:35:58;213;82;47;18;18;7;4;5;4;3;3
2019-11-20 22:36:59;214;83;47;18;18;7;4;5;4;3;3
2019-11-20 22:37:59;215;84;47;18;18;7;4;5;4;3;3
2019-11-20 22:38:58;215;84;47;18;18;7;4;5;4;3;3
2019-11-20 22:39:59;215;84;47;18;18;7;4;5;4;3;3
2019-11-20 22:40:59;215;84;47;18;18;7;4;5;4;3;3
2019-11-20 22:41:59;215;84;48;18;18;6;4;5;4;3;3
2019-11-20 22:42:58;215;84;48;18;18;6;4;5;4;3;3
2019-11-20 22:43:59;216;84;49;18;18;6;4;5;4;3;3
2019-11-20 22:44:59;216;84;49;18;18;6;4;5;4;3;3
2019-11-20 22:45:58;217;84;49;19;18;6;4;5;4;3;3
2019-11-20 22:46:59;217;84;49;19;18;6;4;5;4;3;3
2019-11-20 22:47:59;218;84;49;19;18;6;5;5;4;3;3
2019-11-20 22:48:58;218;84;49;19;18;6;5;5;4;3;3
2019-11-20 22:49:59;218;84;49;19;18;6;5;5;4;3;3
2019-11-20 22:50:58;218;84;49;19;18;6;5;5;4;3;3
2019-11-20 22:51:59;219;84;49;19;18;7;5;5;4;3;3
2019-11-20 22:52:59;220;84;49;19;18;7;5;5;4;3;3
2019-11-20 22:53:59;220;84;49;19;18;7;5;5;4;3;3
2019-11-20 22:54:58;220;84;49;19;18;7;5;5;4;3;3
2019-11-20 22:55:59;221;85;49;19;18;7;5;5;4;3;3
2019-11-20 22:56:59;221;85;49;19;18;7;5;5;4;3;3
2019-11-20 22:57:58;221;85;49;19;18;7;5;5;4;3;3
2019-11-20 22:58:59;221;85;49;19;18;7;5;5;4;3;3
2019-11-20 22:59:59;221;84;50;19;18;7;5;5;4;3;3
2019-11-20 23:00:58;221;84;50;19;18;7;5;5;4;3;3
2019-11-20 23:01:59;221;84;50;19;18;7;5;5;4;3;3
2019-11-20 23:02:59;221;84;50;19;18;7;5;5;4;3;3
2019-11-20 23:03:58;221;84;50;19;18;7;5;5;4;3;3
2019-11-20 23:04:59;221;84;50;19;18;7;5;5;4;3;3
2019-11-20 23:05:59;221;84;50;19;18;7;5;5;4;3;3
2019-11-20 23:06:58;221;84;50;19;18;7;5;5;4;3;3
2019-11-20 23:07:59;222;85;50;19;18;7;5;5;4;3;3
2019-11-20 23:08:59;222;85;50;19;18;7;5;5;4;3;3
2019-11-20 23:09:58;223;86;50;19;18;7;5;5;4;3;3
2019-11-20 23:10:59;223;86;50;19;18;7;5;5;4;3;3
2019-11-20 23:11:59;223;86;50;19;18;7;5;5;4;3;3
2019-11-20 23:12:58;223;86;50;19;18;7;5;5;4;3;3
2019-11-20 23:13:59;223;85;51;19;18;7;5;5;4;3;3
2019-11-20 23:15:00;223;85;51;19;18;7;5;5;4;3;3
2019-11-20 23:15:58;223;85;51;19;18;7;5;5;4;3;3
2019-11-20 23:16:59;224;85;51;19;18;7;5;5;4;3;3
2019-11-20 23:17:59;225;85;53;19;18;6;5;5;4;3;3
2019-11-20 23:18:58;225;84;53;19;18;7;5;5;4;3;3
2019-11-20 23:19:59;225;84;53;19;18;7;5;5;4;3;3
2019-11-20 23:20:58;225;84;53;19;18;7;5;5;4;3;3
2019-11-20 23:21:59;225;84;53;19;18;7;5;5;4;3;3
2019-11-20 23:22:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:23:58;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:24:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:25:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:26:58;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:27:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:28:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:29:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:30:58;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:31:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:32:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:33:58;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:34:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:35:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:36:58;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:37:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:38:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:39:58;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:40:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:41:58;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:42:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:43:58;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:44:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:45:58;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:46:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:47:59;226;85;53;19;18;7;5;5;4;3;3
2019-11-20 23:48:58;227;85;54;19;18;7;5;5;4;3;3
2019-11-20 23:49:59;227;85;54;19;18;7;5;5;4;3;3
2019-11-20 23:50:59;228;86;54;19;18;7;5;5;4;3;3
2019-11-20 23:51:58;229;86;54;19;18;7;5;5;4;4;3
2019-11-20 23:52:59;229;86;54;19;18;7;5;5;4;4;3
2019-11-20 23:53:59;230;87;54;19;18;7;5;5;4;4;3
2019-11-20 23:54:58;230;87;54;19;18;7;5;5;4;4;3
2019-11-20 23:55:59;230;87;54;19;18;7;5;5;4;4;3
2019-11-20 23:56:58;230;87;54;19;18;7;5;5;4;4;3
2019-11-20 23:57:59;230;87;54;19;18;7;5;5;4;4;3
2019-11-20 23:58:59;230;87;54;19;18;7;5;5;4;4;3
2019-11-20 23:59:58;230;87;54;19;18;7;5;5;4;4;3
