datetime;total_votes;KT;cmapukocmankypum;Polkovnik;quick_justice;XASSA;Great_Mu;Lazarus;BlackIrony;kotophalk;Nutshell
2020-04-22 07:37:58;76;20;30;10;2;0;3;3;0;2;1
2020-04-22 07:38:59;76;20;30;10;2;0;3;3;0;2;1
2020-04-22 07:39:59;77;20;30;10;2;0;3;3;0;2;1
2020-04-22 07:40:58;77;20;30;10;2;0;3;3;0;2;1
2020-04-22 07:41:59;77;20;30;10;2;0;3;3;0;2;1
2020-04-22 07:42:59;77;20;30;10;2;0;3;3;0;2;1
2020-04-22 07:43:58;77;20;30;10;2;0;3;3;0;2;1
2020-04-22 07:44:59;77;20;30;10;2;0;3;3;0;2;1
2020-04-22 07:45:59;77;20;30;10;2;0;3;3;0;2;1
2020-04-22 07:46:59;77;20;30;10;2;0;3;3;0;2;1
2020-04-22 07:47:58;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 07:48:59;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 07:50:00;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 07:50:58;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 07:51:59;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 07:52:59;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 07:53:58;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 07:54:59;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 07:55:58;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 07:56:59;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 07:57:59;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 07:58:58;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 07:59:59;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 08:00:59;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 08:01:58;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 08:02:59;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 08:03:59;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 08:04:59;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 08:05:58;78;21;30;10;2;0;3;3;0;2;1
2020-04-22 08:06:59;79;21;31;10;2;0;3;3;0;2;1
2020-04-22 08:07:58;79;21;31;10;2;0;3;3;0;2;1
2020-04-22 08:08:59;80;22;31;10;2;0;3;3;0;2;1
2020-04-22 08:09:59;80;22;31;10;2;0;3;3;0;2;1
2020-04-22 08:10:58;80;22;31;10;2;0;3;3;0;2;1
2020-04-22 08:11:59;80;22;31;10;2;0;3;3;0;2;1
2020-04-22 08:12:59;80;22;31;10;2;0;3;3;0;2;1
2020-04-22 08:13:58;80;22;31;10;2;0;3;3;0;2;1
2020-04-22 08:14:59;80;22;31;10;2;0;3;3;0;2;1
2020-04-22 08:15:59;80;22;31;10;2;0;3;3;0;2;1
2020-04-22 08:16:58;81;23;31;10;2;0;3;3;0;2;1
2020-04-22 08:17:59;81;23;31;10;2;0;3;3;0;2;1
2020-04-22 08:18:59;82;23;31;10;2;0;3;3;0;2;1
2020-04-22 08:20:00;82;23;31;10;2;0;3;3;0;2;1
2020-04-22 08:20:58;82;23;31;10;2;0;3;3;0;2;1
2020-04-22 08:21:59;82;23;31;10;2;0;3;3;0;2;1
2020-04-22 08:22:59;82;23;31;10;2;0;3;3;0;2;1
2020-04-22 08:23:58;82;23;31;10;2;0;3;3;0;2;1
2020-04-22 08:24:59;82;23;31;10;2;0;3;3;0;2;1
2020-04-22 08:25:59;82;23;31;10;2;0;3;3;0;2;1
2020-04-22 08:26:58;82;23;31;10;2;0;3;3;0;2;1
2020-04-22 08:27:59;82;23;31;10;2;0;3;3;0;2;1
2020-04-22 08:28:58;82;23;31;10;2;0;3;3;0;2;1
2020-04-22 08:29:59;82;23;31;10;2;0;3;3;0;2;1
2020-04-22 08:30:59;83;23;31;10;3;0;3;3;0;2;1
2020-04-22 08:31:58;83;23;31;10;3;0;3;3;0;2;1
2020-04-22 08:32:59;83;23;31;10;3;0;3;3;0;2;1
2020-04-22 08:33:59;83;23;31;10;3;0;3;3;0;2;1
2020-04-22 08:34:58;83;23;31;10;3;0;3;3;0;2;1
2020-04-22 08:35:59;83;23;31;10;3;0;3;3;0;2;1
2020-04-22 08:36:59;83;23;31;10;3;0;3;3;0;2;1
2020-04-22 08:38:00;83;23;31;10;3;0;3;3;0;2;1
2020-04-22 08:38:58;83;23;31;10;3;0;3;3;0;2;1
2020-04-22 08:39:59;83;23;31;10;3;0;3;3;0;2;1
2020-04-22 08:40:58;83;23;31;10;3;0;3;3;0;2;1
2020-04-22 08:41:59;83;23;31;10;3;0;3;3;0;2;1
2020-04-22 08:42:59;83;23;31;10;3;0;3;3;0;2;1
2020-04-22 08:43:58;83;23;31;10;3;0;3;3;0;2;1
2020-04-22 08:44:59;84;23;32;10;3;0;3;3;0;2;1
2020-04-22 08:45:59;84;23;32;10;3;0;3;3;0;2;1
2020-04-22 08:46:58;87;25;33;10;3;0;3;3;0;2;1
2020-04-22 08:47:59;86;24;33;10;3;0;3;3;0;2;1
2020-04-22 08:48:59;86;24;33;10;3;0;3;3;0;2;1
2020-04-22 08:49:58;86;24;33;10;3;0;3;3;0;2;1
2020-04-22 08:50:59;86;24;33;10;3;0;3;3;0;2;1
2020-04-22 08:51:59;87;24;34;10;3;0;3;3;0;2;1
2020-04-22 08:52:58;87;24;34;10;3;0;3;3;0;2;1
2020-04-22 08:53:59;87;24;34;10;3;0;3;3;0;2;1
2020-04-22 08:54:59;87;24;34;10;3;0;3;3;0;2;1
2020-04-22 08:55:58;87;24;34;10;3;0;3;3;0;2;1
2020-04-22 08:56:59;87;24;34;10;3;0;3;3;0;2;1
2020-04-22 08:57:59;87;24;34;10;3;0;3;3;0;2;1
2020-04-22 08:58:59;87;24;34;10;3;0;3;3;0;2;1
2020-04-22 08:59:58;87;24;34;10;3;0;3;3;0;2;1
2020-04-22 09:00:59;87;24;34;10;3;0;3;3;0;2;1
2020-04-22 09:01:59;87;24;34;10;3;0;3;3;0;2;1
2020-04-22 09:02:58;87;24;34;10;3;0;3;3;0;2;1
2020-04-22 09:03:59;87;24;34;10;3;0;3;3;0;2;1
2020-04-22 09:04:59;87;24;34;10;3;0;3;3;0;2;1
2020-04-22 09:05:58;87;24;34;10;3;0;3;3;0;2;1
2020-04-22 09:06:59;88;24;35;10;3;0;3;3;0;2;1
2020-04-22 09:07:59;88;24;35;10;3;0;3;3;0;2;1
2020-04-22 09:08:59;88;24;35;10;3;0;3;3;0;2;1
2020-04-22 09:09:58;89;25;35;10;3;0;3;3;0;2;1
2020-04-22 09:10:59;89;25;35;10;3;0;3;3;0;2;1
2020-04-22 09:11:58;89;25;35;10;3;0;3;3;0;2;1
2020-04-22 09:12:59;89;25;35;10;3;0;3;3;0;2;1
2020-04-22 09:13:59;89;25;35;10;3;0;3;3;0;2;1
2020-04-22 09:14:59;89;25;35;10;3;0;3;3;0;2;1
2020-04-22 09:15:58;89;25;35;10;3;0;3;3;0;2;1
2020-04-22 09:16:59;89;25;35;10;3;0;3;3;0;2;1
2020-04-22 09:17:58;89;25;35;10;3;0;3;3;0;2;1
2020-04-22 09:18:59;90;26;35;10;3;0;3;3;0;2;1
2020-04-22 09:19:59;90;26;35;10;3;0;3;3;0;2;1
2020-04-22 09:20:58;91;27;35;10;3;0;3;3;0;2;1
2020-04-22 09:21:59;91;27;35;10;3;0;3;3;0;2;1
2020-04-22 09:22:59;91;27;35;10;3;0;3;3;0;2;1
2020-04-22 09:23:58;91;27;35;10;3;0;3;3;0;2;1
2020-04-22 09:24:59;91;27;35;10;3;0;3;3;0;2;1
2020-04-22 09:25:59;91;27;35;10;3;0;3;3;0;2;1
2020-04-22 09:26:58;91;27;35;10;3;0;3;3;0;2;1
2020-04-22 09:27:59;92;27;36;10;3;0;3;3;0;2;1
2020-04-22 09:28:59;92;27;36;10;3;0;3;3;0;2;1
2020-04-22 09:29:59;92;27;36;10;3;0;3;3;0;2;1
2020-04-22 09:30:58;92;27;36;10;3;0;3;3;0;2;1
2020-04-22 09:31:59;92;27;36;10;3;0;3;3;0;2;1
2020-04-22 09:32:59;92;27;36;10;3;0;3;3;0;2;1
2020-04-22 09:33:58;92;27;36;10;3;0;3;3;0;2;1
2020-04-22 09:34:59;92;27;36;10;3;0;3;3;0;2;1
2020-04-22 09:35:59;92;27;36;10;3;0;3;3;0;2;1
2020-04-22 09:36:58;92;27;36;10;3;0;3;3;0;2;1
2020-04-22 09:37:59;92;27;36;10;3;0;3;3;0;2;1
2020-04-22 09:38:59;94;27;38;10;3;0;3;3;0;2;1
2020-04-22 09:39:58;94;27;38;10;3;0;3;3;0;2;1
2020-04-22 09:40:59;94;27;38;10;3;0;3;3;0;2;1
2020-04-22 09:41:59;95;28;38;10;3;0;3;3;0;2;1
2020-04-22 09:42:58;95;28;38;10;3;0;3;3;0;2;1
2020-04-22 09:43:59;95;28;38;10;3;0;3;3;0;2;1
2020-04-22 09:44:59;95;28;38;10;3;0;3;3;0;2;1
2020-04-22 09:45:58;95;28;38;10;3;0;3;3;0;2;1
2020-04-22 09:46:59;95;28;38;10;3;0;3;3;0;2;1
2020-04-22 09:47:59;95;28;38;10;3;0;3;3;0;2;1
2020-04-22 09:48:58;95;28;38;10;3;0;3;3;0;2;1
2020-04-22 09:49:59;95;28;38;10;3;0;3;3;0;2;1
2020-04-22 09:50:58;95;28;38;10;3;0;3;3;0;2;1
2020-04-22 09:51:59;95;28;38;10;3;0;3;3;0;2;1
2020-04-22 09:53:00;96;29;38;10;3;0;3;3;0;2;1
2020-04-22 09:53:58;96;29;38;10;3;0;3;3;0;2;1
2020-04-22 09:54:59;96;29;38;10;3;0;3;3;0;2;1
2020-04-22 09:55:58;96;29;38;10;3;0;3;3;0;2;1
2020-04-22 09:56:59;97;29;39;10;3;0;3;3;0;2;1
2020-04-22 09:57:59;98;29;40;10;3;0;3;3;0;2;1
2020-04-22 09:58:58;98;29;40;10;3;0;3;3;0;2;1
2020-04-22 09:59:59;98;29;40;10;3;0;3;3;0;2;1
2020-04-22 10:00:59;98;29;40;10;3;0;3;3;0;2;1
2020-04-22 10:01:58;99;29;41;10;3;0;3;3;0;2;1
2020-04-22 10:02:59;99;29;41;10;3;0;3;3;0;2;1
2020-04-22 10:03:59;99;29;41;10;3;0;3;3;0;2;1
2020-04-22 10:04:58;99;29;41;10;3;0;3;3;0;2;1
2020-04-22 10:05:59;99;29;41;10;3;0;3;3;0;2;1
2020-04-22 10:06:59;99;29;41;10;3;0;3;3;0;2;1
2020-04-22 10:07:59;100;29;42;10;3;0;3;3;0;2;1
2020-04-22 10:08:58;100;29;42;10;3;0;3;3;0;2;1
2020-04-22 10:09:59;101;29;42;10;3;0;3;3;0;2;1
2020-04-22 10:10:59;101;29;42;10;3;0;3;3;0;2;1
2020-04-22 10:11:58;101;29;42;10;3;0;3;3;0;2;1
2020-04-22 10:12:59;102;29;42;10;3;0;3;3;0;2;1
2020-04-22 10:13:59;102;29;42;10;3;0;3;3;0;2;1
2020-04-22 10:14:58;102;29;42;10;3;0;3;3;0;2;1
2020-04-22 10:15:59;103;30;42;10;3;0;3;3;0;2;1
2020-04-22 10:16:59;103;30;42;10;3;0;3;3;0;2;1
2020-04-22 10:17:58;103;30;42;10;3;0;3;3;0;2;1
2020-04-22 10:18:59;103;30;42;10;3;0;3;3;0;2;1
2020-04-22 10:19:59;103;30;42;10;3;0;3;3;0;2;1
2020-04-22 10:20:59;103;30;42;10;3;0;3;3;0;2;1
2020-04-22 10:21:58;103;30;42;10;3;0;3;3;0;2;1
2020-04-22 10:22:59;103;30;42;10;3;0;3;3;0;2;1
2020-04-22 10:24:00;104;30;42;11;3;0;3;3;0;2;1
2020-04-22 10:24:58;106;31;43;11;3;0;3;3;0;2;1
2020-04-22 10:25:59;106;31;43;11;3;0;3;3;0;2;1
2020-04-22 10:26:59;107;32;43;11;3;0;3;3;0;2;1
2020-04-22 10:27:58;107;32;43;11;3;0;3;3;0;2;1
2020-04-22 10:28:59;108;33;43;11;3;0;3;3;0;2;1
2020-04-22 10:29:59;108;33;43;11;3;0;3;3;0;2;1
2020-04-22 10:30:58;108;33;43;11;3;0;3;3;0;2;1
2020-04-22 10:31:59;109;33;44;11;3;0;3;3;0;2;1
2020-04-22 10:33:00;111;33;45;11;3;0;3;4;0;2;1
2020-04-22 10:33:58;112;34;45;11;3;0;3;4;0;2;1
2020-04-22 10:34:59;112;34;45;11;3;0;3;4;0;2;1
2020-04-22 10:35:59;112;34;45;11;3;0;3;4;0;2;1
2020-04-22 10:36:58;112;34;45;11;3;0;3;4;0;2;1
2020-04-22 10:37:59;112;34;45;11;3;0;3;4;0;2;1
2020-04-22 10:38:59;113;34;45;11;4;0;3;4;0;2;1
2020-04-22 10:39:58;114;34;45;11;4;0;3;5;0;2;1
2020-04-22 10:40:59;114;34;45;11;4;0;3;5;0;2;1
2020-04-22 10:41:58;115;35;45;11;4;0;3;5;0;2;1
2020-04-22 10:42:59;116;35;46;11;4;0;3;5;0;2;1
2020-04-22 10:43:59;116;35;46;11;4;0;3;5;0;2;1
2020-04-22 10:44:59;116;35;46;11;4;0;3;5;0;2;1
2020-04-22 10:45:58;117;35;47;11;4;0;3;5;0;2;1
2020-04-22 10:46:59;117;35;47;11;4;0;3;5;0;2;1
2020-04-22 10:47:59;118;35;48;11;4;0;3;5;0;2;1
2020-04-22 10:48:58;120;35;48;11;4;0;3;6;0;2;0
2020-04-22 10:49:59;120;35;48;11;4;0;3;6;0;2;0
2020-04-22 10:50:59;120;35;48;11;4;0;3;6;0;2;0
2020-04-22 10:51:59;120;36;48;11;4;0;3;5;0;2;0
2020-04-22 10:52:58;123;37;49;11;4;0;3;5;0;2;0
2020-04-22 10:53:59;124;37;49;11;5;0;3;5;0;2;0
2020-04-22 10:54:59;124;37;49;11;5;0;3;5;0;2;0
2020-04-22 10:55:58;124;37;49;11;5;0;3;5;0;2;0
2020-04-22 10:56:59;124;37;49;11;5;0;3;5;0;2;0
2020-04-22 10:57:59;124;37;49;11;5;0;3;5;0;2;0
2020-04-22 10:58:59;125;37;50;11;5;0;3;5;0;2;0
2020-04-22 10:59:58;125;37;50;11;5;0;3;5;0;2;0
2020-04-22 11:00:59;125;37;50;11;5;0;3;5;0;2;0
2020-04-22 11:01:59;125;37;50;11;5;0;3;5;0;2;0
2020-04-22 11:02:58;125;37;50;11;5;0;3;5;0;2;0
2020-04-22 11:03:59;127;38;51;11;5;0;3;5;0;2;0
2020-04-22 11:04:59;127;38;51;11;5;0;3;5;0;2;0
2020-04-22 11:05:58;127;38;51;11;5;0;3;5;0;2;0
2020-04-22 11:06:59;127;38;51;11;5;0;3;5;0;2;0
2020-04-22 11:07:59;127;38;51;11;5;0;3;5;0;2;0
2020-04-22 11:08:58;128;38;52;11;5;0;3;5;0;2;0
2020-04-22 11:09:59;128;38;52;11;5;0;3;5;0;2;0
2020-04-22 11:10:59;128;38;52;11;5;0;3;5;0;2;0
2020-04-22 11:11:59;128;38;52;11;5;0;3;5;0;2;0
2020-04-22 11:12:58;129;39;52;11;5;0;3;5;0;2;0
2020-04-22 11:13:59;129;39;52;11;5;0;3;5;0;2;0
2020-04-22 11:14:59;129;39;52;11;5;0;3;5;0;2;0
2020-04-22 11:15:59;130;40;52;11;5;0;3;5;0;2;0
2020-04-22 11:16:58;131;40;52;11;5;0;4;5;0;2;0
2020-04-22 11:17:59;132;41;52;11;5;0;4;5;0;2;0
2020-04-22 11:18:59;132;41;52;11;5;0;4;5;0;2;0
2020-04-22 11:19:58;132;41;52;11;5;0;4;5;0;2;0
2020-04-22 11:20:59;132;41;52;11;5;0;4;5;0;2;0
2020-04-22 11:21:58;132;41;52;11;5;0;4;5;0;2;0
2020-04-22 11:22:59;132;41;52;11;5;0;4;5;0;2;0
2020-04-22 11:23:59;133;41;52;12;5;0;4;5;0;2;0
2020-04-22 11:24:58;134;41;53;12;5;0;4;5;0;2;0
2020-04-22 11:25:59;134;41;53;12;5;0;4;5;0;2;0
2020-04-22 11:26:59;135;42;53;12;5;0;4;5;0;2;0
2020-04-22 11:27:59;137;44;53;12;5;0;4;5;0;2;0
2020-04-22 11:28:58;138;45;53;12;5;0;4;5;0;2;0
2020-04-22 11:29:59;139;46;53;12;5;0;4;5;0;2;0
2020-04-22 11:30:59;141;47;54;12;5;0;4;5;0;2;0
2020-04-22 11:31:58;142;48;54;12;5;0;4;5;0;2;0
2020-04-22 11:32:59;143;48;54;12;6;0;4;5;0;2;0
2020-04-22 11:33:59;143;48;54;12;6;0;4;5;0;2;0
2020-04-22 11:34:58;143;48;54;12;6;0;4;5;0;2;0
2020-04-22 11:35:59;143;48;54;12;6;0;4;5;0;2;0
2020-04-22 11:36:59;143;48;54;12;6;0;4;5;0;2;0
2020-04-22 11:37:59;143;48;54;12;6;0;4;5;0;2;0
2020-04-22 11:38:58;143;48;54;12;6;0;4;5;0;2;0
2020-04-22 11:39:59;144;48;55;12;6;0;4;5;0;2;0
2020-04-22 11:40:59;145;49;55;12;6;0;4;5;0;2;0
2020-04-22 11:41:58;146;49;56;12;6;0;4;5;0;2;0
2020-04-22 11:42:59;146;49;56;12;6;0;4;5;0;2;0
2020-04-22 11:43:58;146;49;56;12;6;0;4;5;0;2;0
2020-04-22 11:44:59;146;49;56;12;6;0;4;5;0;2;0
2020-04-22 11:45:59;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 11:46:58;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 11:47:59;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 11:48:59;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 11:49:58;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 11:50:59;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 11:51:59;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 11:52:58;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 11:53:59;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 11:54:59;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 11:55:58;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 11:56:59;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 11:57:59;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 11:58:58;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 11:59:59;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 12:00:59;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 12:01:59;147;50;56;12;6;0;4;5;0;2;0
2020-04-22 12:02:58;148;50;57;12;6;0;4;5;0;2;0
2020-04-22 12:03:59;148;50;57;12;6;0;4;5;0;2;0
2020-04-22 12:04:59;148;50;57;12;6;0;4;5;0;2;0
2020-04-22 12:05:58;149;51;57;12;6;0;4;5;0;2;0
2020-04-22 12:06:59;149;51;57;12;6;0;4;5;0;2;0
2020-04-22 12:07:59;149;51;57;12;6;0;4;5;0;2;0
2020-04-22 12:08:58;149;51;57;12;6;0;4;5;0;2;0
2020-04-22 12:09:59;149;51;57;12;6;0;4;5;0;2;0
2020-04-22 12:10:58;149;51;57;12;6;0;4;5;0;2;0
2020-04-22 12:11:59;149;51;57;12;6;0;4;5;0;2;0
2020-04-22 12:12:58;149;51;57;12;6;0;4;5;0;2;0
2020-04-22 12:13:59;150;52;57;12;6;0;4;5;0;2;0
2020-04-22 12:14:59;150;52;57;12;6;0;4;5;0;2;0
2020-04-22 12:15:58;152;53;58;12;6;0;4;5;0;2;0
2020-04-22 12:16:59;152;53;58;12;6;0;4;5;0;2;0
2020-04-22 12:17:59;153;54;58;12;6;0;4;5;0;2;0
2020-04-22 12:18:59;153;54;58;12;6;0;4;5;0;2;0
2020-04-22 12:19:58;154;55;58;12;6;0;4;5;0;2;0
2020-04-22 12:20:59;154;55;58;12;6;0;4;5;0;2;0
2020-04-22 12:21:58;155;55;59;12;6;0;4;5;0;2;0
2020-04-22 12:22:59;155;55;59;12;6;0;4;5;0;2;0
2020-04-22 12:23:59;156;55;60;12;6;0;4;5;0;2;0
2020-04-22 12:24:58;156;55;60;12;6;0;4;5;0;2;0
2020-04-22 12:25:59;156;55;60;12;6;0;4;5;0;2;0
2020-04-22 12:26:59;157;56;60;12;6;0;4;5;0;2;0
2020-04-22 12:27:58;157;56;60;12;6;0;4;5;0;2;0
2020-04-22 12:28:59;157;56;60;12;6;0;4;5;0;2;0
2020-04-22 12:29:59;157;56;60;12;6;0;4;5;0;2;0
2020-04-22 12:30:58;157;56;60;12;6;0;4;5;0;2;0
2020-04-22 12:31:59;158;57;60;12;6;0;4;5;0;2;0
2020-04-22 12:33:00;158;57;60;12;6;0;4;5;0;2;0
2020-04-22 12:33:58;158;57;60;12;6;0;4;5;0;2;0
2020-04-22 12:34:59;158;57;60;12;6;0;4;5;0;2;0
2020-04-22 12:35:58;158;57;60;12;6;0;4;5;0;2;0
2020-04-22 12:36:59;158;57;60;12;6;0;4;5;0;2;0
2020-04-22 12:37:59;158;57;60;12;6;0;4;5;0;2;0
2020-04-22 12:38:58;158;57;60;12;6;0;4;5;0;2;0
2020-04-22 12:39:59;158;57;60;12;6;0;4;5;0;2;0
2020-04-22 12:40:59;158;57;60;12;6;0;4;5;0;2;0
2020-04-22 12:41:58;158;57;60;12;6;0;4;5;0;2;0
2020-04-22 12:42:59;158;57;60;12;6;0;4;5;0;2;0
2020-04-22 12:43:58;158;57;60;12;6;0;4;5;0;2;0
2020-04-22 12:44:59;158;57;60;12;6;0;4;5;0;2;0
2020-04-22 12:45:59;158;57;60;12;6;0;4;5;0;2;0
2020-04-22 12:46:59;159;58;60;12;6;0;4;5;0;2;0
2020-04-22 12:47:58;159;58;60;12;6;0;4;5;0;2;0
2020-04-22 12:48:59;160;59;60;12;6;0;4;5;0;2;0
2020-04-22 12:49:59;161;60;60;12;6;0;4;5;0;2;0
2020-04-22 12:50:58;161;60;60;12;6;0;4;5;0;2;0
2020-04-22 12:51:59;161;60;60;12;6;0;4;5;0;2;0
2020-04-22 12:52:59;162;61;60;12;6;0;4;5;0;2;0
2020-04-22 12:53:58;162;61;60;12;6;0;4;5;0;2;0
2020-04-22 12:54:59;162;61;60;12;6;0;4;5;0;2;0
2020-04-22 12:55:59;162;61;60;12;6;0;4;5;0;2;0
2020-04-22 12:56:59;162;61;60;12;6;0;4;5;0;2;0
2020-04-22 12:57:58;162;61;60;12;6;0;4;5;0;2;0
2020-04-22 12:58:59;163;61;60;13;6;0;4;5;0;2;0
2020-04-22 13:00:00;163;61;60;13;6;0;4;5;0;2;0
2020-04-22 13:00:58;163;61;60;13;6;0;4;5;0;2;0
2020-04-22 13:01:59;163;61;60;13;6;0;4;5;0;2;0
2020-04-22 13:02:59;163;61;60;13;6;0;4;5;0;2;0
2020-04-22 13:03:58;163;61;60;13;6;0;4;5;0;2;0
2020-04-22 13:04:59;163;61;60;13;6;0;4;5;0;2;0
2020-04-22 13:05:59;163;61;60;13;6;0;4;5;0;2;0
2020-04-22 13:06:58;163;61;60;13;6;0;4;5;0;2;0
2020-04-22 13:07:59;163;61;60;13;6;0;4;5;0;2;0
2020-04-22 13:08:59;164;62;60;13;6;0;4;5;0;2;0
2020-04-22 13:09:59;165;63;60;13;6;0;4;5;0;2;0
2020-04-22 13:10:58;165;63;60;13;6;0;4;5;0;2;0
2020-04-22 13:11:59;165;63;60;13;6;0;4;5;0;2;0
2020-04-22 13:12:59;165;63;60;13;6;0;4;5;0;2;0
2020-04-22 13:13:58;165;63;60;13;6;0;4;5;0;2;0
2020-04-22 13:14:59;166;63;60;13;7;0;4;5;0;2;0
2020-04-22 13:15:58;166;63;60;13;7;0;4;5;0;2;0
2020-04-22 13:16:59;166;63;60;13;7;0;4;5;0;2;0
2020-04-22 13:17:59;167;63;61;13;7;0;4;5;0;2;0
2020-04-22 13:18:58;166;63;60;13;7;0;4;5;0;2;0
2020-04-22 13:19:59;166;63;60;13;7;0;4;5;0;2;0
2020-04-22 13:20:59;166;63;60;13;7;0;4;5;0;2;0
2020-04-22 13:21:58;167;63;60;13;7;0;4;5;0;2;0
2020-04-22 13:22:59;167;63;60;13;7;0;4;5;0;2;0
2020-04-22 13:23:59;168;63;60;13;8;0;4;5;0;2;0
2020-04-22 13:24:58;168;63;60;13;8;0;4;5;0;2;0
2020-04-22 13:25:59;169;64;60;13;8;0;4;5;0;2;0
2020-04-22 13:26:59;169;64;60;13;8;0;4;5;0;2;0
2020-04-22 13:27:58;169;64;60;13;8;0;4;5;0;2;0
2020-04-22 13:28:59;169;64;60;13;8;0;4;5;0;2;0
2020-04-22 13:29:59;169;64;60;13;8;0;4;5;0;2;0
2020-04-22 13:30:58;170;64;61;13;8;0;4;5;0;2;0
2020-04-22 13:31:59;170;64;61;13;8;0;4;5;0;2;0
2020-04-22 13:32:59;171;65;61;13;8;0;4;5;0;2;0
2020-04-22 13:33:59;171;65;61;13;8;0;4;5;0;2;0
2020-04-22 13:34:58;171;65;61;13;8;0;4;5;0;2;0
2020-04-22 13:35:59;171;65;61;13;9;0;4;5;0;2;0
2020-04-22 13:36:59;172;65;61;14;9;0;4;5;0;2;0
2020-04-22 13:37:58;172;65;61;14;9;0;4;5;0;2;0
2020-04-22 13:38:59;172;65;61;14;9;0;4;5;0;2;0
2020-04-22 13:39:58;172;65;61;14;9;0;4;5;0;2;0
2020-04-22 13:40:59;173;65;62;14;9;0;4;5;0;2;0
2020-04-22 13:41:59;173;65;62;14;9;0;4;5;0;2;0
2020-04-22 13:42:58;174;66;62;14;9;0;4;5;0;2;0
2020-04-22 13:43:59;175;66;62;14;9;1;4;5;0;2;0
2020-04-22 13:44:58;175;66;62;14;9;1;4;5;0;2;0
2020-04-22 13:45:59;177;67;63;14;9;1;4;5;0;2;0
2020-04-22 13:46:58;177;67;63;14;9;1;4;5;0;2;0
2020-04-22 13:47:59;178;67;63;14;9;0;4;5;0;2;0
2020-04-22 13:48:58;178;67;63;14;9;0;4;5;0;2;0
2020-04-22 13:49:59;178;67;63;14;9;0;4;5;0;2;0
2020-04-22 13:50:59;178;67;63;14;9;0;4;5;0;2;0
2020-04-22 13:51:58;179;67;64;14;9;0;4;5;0;2;0
2020-04-22 13:52:59;179;67;64;14;9;0;4;5;0;2;0
2020-04-22 13:53:59;180;68;64;14;9;0;4;5;0;2;0
2020-04-22 13:54:58;180;68;64;14;9;0;4;5;0;2;0
2020-04-22 13:55:59;181;68;65;14;9;0;4;5;0;2;0
2020-04-22 13:56:59;182;69;65;14;9;0;4;5;0;2;0
2020-04-22 13:57:58;182;69;65;14;9;0;4;5;0;2;0
2020-04-22 13:58:59;182;69;65;14;9;0;4;5;0;2;0
2020-04-22 13:59:59;182;69;65;14;9;0;4;5;0;2;0
2020-04-22 14:00:58;182;69;65;14;9;0;4;5;0;2;0
2020-04-22 14:01:59;182;69;65;14;9;0;4;5;0;2;0
2020-04-22 14:02:59;182;69;65;14;9;0;4;5;0;2;0
2020-04-22 14:03:58;182;69;65;14;9;0;4;5;0;2;0
2020-04-22 14:04:59;182;69;65;14;9;0;4;5;0;2;0
2020-04-22 14:05:59;182;69;65;14;9;0;4;5;0;2;0
2020-04-22 14:06:58;182;69;65;14;9;0;4;5;0;2;0
2020-04-22 14:07:59;182;69;65;14;9;0;4;5;0;2;0
2020-04-22 14:08:59;182;69;65;14;9;0;4;5;0;2;0
2020-04-22 14:09:58;183;69;66;14;9;0;4;5;0;2;0
2020-04-22 14:10:59;183;69;66;14;9;0;4;5;0;2;0
2020-04-22 14:11:58;183;69;66;14;9;0;4;5;0;2;0
2020-04-22 14:12:59;183;69;66;14;9;0;4;5;0;2;0
2020-04-22 14:13:58;184;69;67;14;9;0;4;5;0;2;0
