datetime;total_votes;Wiedemann;orlando;Lay_Lady_Lay;norpo;kaiL;Dirtylieutenant;xtend;Etinilestradiol;Palad1n;asap
2019-12-11 06:27:58;31;8;0;1;4;0;3;2;2;1;1
2019-12-11 06:28:59;31;8;0;1;4;0;3;2;2;1;1
2019-12-11 06:29:59;31;8;0;1;4;0;3;2;2;1;1
2019-12-11 06:30:58;31;8;0;1;4;0;3;2;2;1;1
2019-12-11 06:31:59;31;8;0;1;4;0;3;2;2;1;1
2019-12-11 06:32:59;31;8;0;1;4;0;3;2;2;1;1
2019-12-11 06:33:59;31;8;0;1;4;0;3;2;2;1;1
2019-12-11 06:34:58;31;8;0;1;4;0;3;2;2;1;1
2019-12-11 06:35:59;33;8;0;0;5;1;3;2;2;1;1
2019-12-11 06:36:58;34;8;0;2;5;1;3;2;2;1;1
2019-12-11 06:37:59;35;8;0;3;5;1;3;2;2;1;1
2019-12-11 06:38:59;35;8;0;3;5;1;3;2;2;1;1
2019-12-11 06:39:59;35;8;0;3;5;1;3;2;2;1;1
2019-12-11 06:40:58;35;8;0;3;5;1;3;2;2;1;1
2019-12-11 06:41:59;35;8;0;3;5;1;3;2;2;1;1
2019-12-11 06:42:59;36;9;0;3;5;1;3;2;2;1;1
2019-12-11 06:43:59;36;9;0;3;5;1;3;2;2;1;1
2019-12-11 06:44:58;36;9;0;3;5;1;3;2;2;1;1
2019-12-11 06:45:59;36;9;0;3;5;1;3;2;2;1;1
2019-12-11 06:46:59;36;9;0;3;5;1;3;2;2;1;1
2019-12-11 06:47:59;36;9;0;3;5;1;3;2;2;1;1
2019-12-11 06:48:58;36;9;0;3;5;1;3;2;2;1;1
2019-12-11 06:49:59;36;9;0;3;5;1;3;2;2;1;1
2019-12-11 06:50:59;36;9;0;3;5;1;3;2;2;1;1
2019-12-11 06:51:58;36;9;0;3;5;1;3;2;2;1;1
2019-12-11 06:52:59;36;9;0;3;5;1;3;2;2;1;1
2019-12-11 06:53:59;36;9;0;3;5;1;3;2;2;1;1
2019-12-11 06:54:58;36;9;0;3;5;1;3;2;2;1;1
2019-12-11 06:55:59;36;9;0;3;5;1;3;2;2;1;1
2019-12-11 06:56:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 06:57:58;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 06:58:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 06:59:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:01:00;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:01:58;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:02:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:03:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:04:58;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:05:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:06:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:07:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:08:58;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:09:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:10:58;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:11:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:12:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:13:58;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:14:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:15:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:16:58;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:17:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:18:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:19:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:20:58;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:21:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:22:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:23:58;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:24:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:25:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:26:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:27:58;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:28:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:29:59;37;9;0;3;5;2;3;2;2;1;0
2019-12-11 07:30:58;38;9;0;3;5;2;4;2;2;1;0
2019-12-11 07:31:59;38;9;0;3;5;2;4;2;2;1;0
2019-12-11 07:32:58;38;9;0;3;5;2;4;2;2;1;0
2019-12-11 07:33:59;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:34:59;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:36:00;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:36:58;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:37:59;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:38:58;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:39:59;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:41:00;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:41:58;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:42:59;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:43:59;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:44:58;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:45:59;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:46:59;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:47:58;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:48:59;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:49:59;39;10;0;3;5;2;4;2;2;1;0
2019-12-11 07:50:59;40;10;0;3;5;2;4;2;2;1;1
2019-12-11 07:51:58;40;10;0;3;5;2;4;2;2;1;1
2019-12-11 07:52:59;40;10;0;3;5;2;4;2;2;1;1
2019-12-11 07:53:59;40;10;0;3;5;2;4;2;2;1;1
2019-12-11 07:54:59;40;10;0;3;5;2;4;2;2;1;1
2019-12-11 07:55:58;40;10;0;3;5;2;4;2;2;1;1
2019-12-11 07:56:59;40;10;0;3;5;2;4;2;2;1;1
2019-12-11 07:57:59;40;10;0;3;5;2;4;2;2;1;1
2019-12-11 07:58:59;40;10;0;3;5;2;4;2;2;1;1
2019-12-11 07:59:58;40;10;0;3;5;2;4;2;2;1;1
2019-12-11 08:00:59;40;10;0;3;5;2;4;2;2;1;1
2019-12-11 08:01:59;40;10;0;3;5;2;4;2;2;1;1
2019-12-11 08:03:00;42;11;0;3;5;2;5;2;2;1;1
2019-12-11 08:03:58;42;11;0;3;5;2;5;2;2;1;1
2019-12-11 08:04:59;42;11;0;3;6;2;5;2;2;1;0
2019-12-11 08:06:00;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:06:58;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:07:59;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:08:59;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:09:58;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:10:59;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:11:59;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:12:59;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:13:58;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:14:59;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:15:59;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:16:58;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:17:59;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:18:59;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:19:58;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:20:59;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:21:59;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:22:59;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:23:58;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:24:59;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:25:59;43;12;0;3;6;2;5;2;2;1;0
2019-12-11 08:26:58;44;12;0;4;6;2;5;2;2;1;0
2019-12-11 08:27:59;44;12;0;4;6;2;5;2;2;1;0
2019-12-11 08:28:58;44;12;0;4;6;2;5;2;2;1;0
2019-12-11 08:29:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:30:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:31:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:32:58;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:33:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:34:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:35:58;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:36:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:37:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:38:58;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:39:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:40:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:41:58;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:42:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:43:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:44:58;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:45:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:46:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:47:58;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:48:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:49:58;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:50:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:51:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:52:59;45;13;0;4;6;2;5;2;2;1;0
2019-12-11 08:53:58;46;13;0;4;7;2;5;2;2;1;0
2019-12-11 08:54:59;46;13;0;4;7;2;5;2;2;1;0
2019-12-11 08:55:59;46;13;0;4;7;2;5;2;2;1;0
2019-12-11 08:56:58;46;13;0;4;7;2;5;2;2;1;0
2019-12-11 08:57:59;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 08:58:59;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 08:59:58;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:00:59;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:01:59;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:02:58;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:03:59;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:04:59;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:05:59;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:06:58;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:07:59;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:08:59;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:09:59;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:10:58;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:11:59;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:12:59;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:13:59;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:14:58;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:15:59;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:16:59;47;13;0;4;7;2;6;2;2;1;0
2019-12-11 09:17:58;48;13;0;4;7;2;7;2;2;1;0
2019-12-11 09:18:59;49;13;0;4;7;2;7;2;2;1;1
2019-12-11 09:19:59;51;14;0;5;7;2;7;2;2;1;1
2019-12-11 09:20:59;51;14;0;5;7;2;7;2;2;1;1
2019-12-11 09:21:58;52;15;0;5;7;2;7;2;2;1;1
2019-12-11 09:22:59;52;15;0;5;7;2;7;2;2;1;1
2019-12-11 09:23:59;52;15;0;5;7;2;7;2;2;1;1
2019-12-11 09:24:58;52;15;0;5;7;2;7;2;2;1;1
2019-12-11 09:25:59;52;15;0;5;7;2;7;2;2;1;1
2019-12-11 09:26:59;52;15;0;5;7;2;7;2;2;1;1
2019-12-11 09:27:58;52;15;0;5;7;2;7;2;2;1;1
2019-12-11 09:28:59;52;15;0;5;7;2;7;2;2;1;1
2019-12-11 09:29:59;52;15;0;5;7;2;7;2;2;1;1
2019-12-11 09:30:59;53;15;0;5;8;2;7;2;2;1;1
2019-12-11 09:31:58;54;16;0;5;8;2;7;2;2;1;1
2019-12-11 09:32:59;54;16;0;5;8;2;7;2;2;1;1
2019-12-11 09:33:59;54;16;0;5;8;2;7;2;2;1;1
2019-12-11 09:34:58;54;16;0;5;8;2;7;2;2;1;1
2019-12-11 09:35:59;55;17;0;5;8;2;7;2;2;1;1
2019-12-11 09:36:59;55;17;0;5;8;2;7;2;2;1;1
2019-12-11 09:37:59;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:38:58;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:39:59;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:40:59;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:41:58;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:42:59;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:43:59;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:44:58;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:45:59;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:46:59;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:47:59;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:48:58;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:49:59;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:50:59;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:51:58;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:52:59;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:53:59;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:54:59;56;17;0;5;9;2;7;2;2;1;1
2019-12-11 09:55:58;57;17;0;6;9;2;7;2;2;1;1
2019-12-11 09:56:59;57;17;0;6;9;2;7;2;2;1;1
2019-12-11 09:57:59;57;17;0;6;9;2;7;2;2;1;1
2019-12-11 09:58:58;57;17;0;6;9;2;7;2;2;1;1
2019-12-11 09:59:59;57;17;0;6;9;2;7;2;2;1;1
2019-12-11 10:00:59;57;17;0;6;9;2;7;2;2;1;1
2019-12-11 10:01:58;57;17;0;6;9;2;7;2;2;1;1
2019-12-11 10:02:59;57;17;0;6;9;2;7;2;2;1;1
2019-12-11 10:03:59;58;18;0;6;9;2;7;2;2;1;1
2019-12-11 10:04:59;58;18;0;6;9;2;7;2;2;1;1
2019-12-11 10:05:58;58;18;0;6;9;2;7;2;2;1;1
2019-12-11 10:06:59;58;18;0;6;9;2;7;2;2;1;1
2019-12-11 10:07:59;58;18;0;6;9;2;7;2;2;1;1
2019-12-11 10:08:59;58;18;0;6;9;2;7;2;2;1;1
2019-12-11 10:09:58;58;18;0;6;9;2;7;2;2;1;1
2019-12-11 10:10:59;59;18;0;6;10;2;7;2;2;1;1
2019-12-11 10:11:59;59;18;0;6;10;2;7;2;2;1;1
2019-12-11 10:12:58;59;18;0;6;10;2;7;2;2;1;1
2019-12-11 10:13:59;59;18;0;6;10;2;7;2;2;1;1
2019-12-11 10:14:59;59;18;0;6;10;2;7;2;2;1;1
2019-12-11 10:15:58;59;18;0;6;10;2;7;2;2;1;1
2019-12-11 10:16:59;59;18;0;6;10;2;7;2;2;1;1
2019-12-11 10:17:59;59;18;0;6;10;2;7;2;2;1;1
2019-12-11 10:18:58;59;18;0;6;10;2;7;2;2;1;1
2019-12-11 10:19:59;59;18;0;6;10;2;7;2;2;1;1
2019-12-11 10:20:59;59;18;0;6;10;2;7;2;2;1;1
2019-12-11 10:21:59;59;18;0;6;11;2;7;2;2;1;0
2019-12-11 10:22:58;59;18;0;6;11;2;7;2;2;1;0
2019-12-11 10:23:59;59;18;0;6;11;2;7;2;2;1;0
2019-12-11 10:24:59;59;18;0;6;11;2;7;2;2;1;0
2019-12-11 10:25:59;59;18;0;6;11;2;7;2;2;1;0
2019-12-11 10:26:58;59;18;0;6;11;2;7;2;2;1;0
2019-12-11 10:27:59;59;18;0;6;11;2;7;2;2;1;0
2019-12-11 10:28:59;60;19;0;6;11;2;7;2;2;1;0
2019-12-11 10:29:58;60;19;0;6;11;2;7;2;2;1;0
2019-12-11 10:30:59;61;19;0;6;11;3;7;2;2;1;0
2019-12-11 10:31:58;61;19;0;6;11;3;7;2;2;1;0
2019-12-11 10:32:59;61;19;0;6;11;3;7;2;2;1;0
2019-12-11 10:33:59;61;19;0;6;11;3;7;2;2;1;0
2019-12-11 10:34:59;61;19;0;6;11;3;7;2;2;1;0
2019-12-11 10:35:58;61;19;0;6;11;3;7;2;2;1;0
2019-12-11 10:36:59;61;19;0;6;11;3;7;2;2;1;0
2019-12-11 10:37:59;61;19;0;6;11;3;7;2;2;1;0
2019-12-11 10:38:58;61;19;0;6;11;3;7;2;2;1;0
2019-12-11 10:39:59;61;19;0;6;11;3;7;2;2;1;0
2019-12-11 10:40:59;61;19;0;6;11;3;7;2;2;1;0
2019-12-11 10:41:58;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:42:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:43:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:44:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:45:58;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:46:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:47:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:48:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:49:58;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:50:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:51:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:52:58;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:53:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:54:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:55:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:56:58;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:57:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:58:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 10:59:58;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 11:00:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 11:01:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 11:02:59;62;20;0;6;11;3;7;2;2;1;0
2019-12-11 11:03:58;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:04:59;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:05:59;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:06:59;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:07:58;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:08:59;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:09:59;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:10:58;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:11:59;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:12:59;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:13:59;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:14:58;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:15:59;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:16:59;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:17:59;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:18:58;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:19:59;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:20:59;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:21:58;63;20;0;7;11;3;7;2;2;1;0
2019-12-11 11:22:59;64;20;0;7;11;3;7;2;2;1;1
2019-12-11 11:23:59;64;20;0;7;11;3;7;2;2;1;1
2019-12-11 11:24:58;64;20;0;7;11;3;7;2;2;1;1
2019-12-11 11:25:59;64;20;0;7;11;3;7;2;2;1;1
2019-12-11 11:26:59;64;20;0;7;11;3;7;2;2;1;1
2019-12-11 11:27:59;64;20;0;7;11;3;7;2;2;1;1
2019-12-11 11:28:58;64;20;0;7;11;3;7;2;2;1;1
2019-12-11 11:29:59;65;20;0;8;11;3;7;2;2;1;1
2019-12-11 11:30:59;65;20;0;8;11;3;7;2;2;1;1
2019-12-11 11:31:58;65;20;0;8;11;3;7;2;2;1;1
2019-12-11 11:32:59;65;20;0;8;11;3;7;2;2;1;1
2019-12-11 11:33:59;65;20;0;8;11;3;7;2;2;1;1
2019-12-11 11:34:59;65;20;0;8;11;3;7;2;2;1;1
2019-12-11 11:35:58;65;20;0;8;11;3;7;2;2;1;1
2019-12-11 11:36:59;66;21;0;8;11;3;7;2;2;1;1
2019-12-11 11:37:58;66;21;0;8;11;3;7;2;2;1;1
2019-12-11 11:38:59;66;21;0;8;11;3;7;2;2;1;1
2019-12-11 11:39:59;66;21;0;8;11;3;7;2;2;1;1
2019-12-11 11:40:58;66;21;0;8;11;3;7;2;2;1;1
2019-12-11 11:41:59;66;21;0;8;11;3;7;2;2;1;1
2019-12-11 11:42:59;66;21;0;8;11;3;7;2;2;1;1
2019-12-11 11:43:58;66;21;0;8;11;3;7;2;2;1;1
2019-12-11 11:44:59;66;21;0;8;11;3;7;2;2;1;1
2019-12-11 11:45:59;66;21;0;8;11;3;7;2;2;1;1
2019-12-11 11:46:59;67;22;0;8;11;3;7;2;2;1;1
2019-12-11 11:47:58;67;22;0;8;11;3;7;2;2;1;1
2019-12-11 11:48:59;67;22;0;8;11;3;7;2;2;1;1
2019-12-11 11:49:59;67;22;0;8;11;3;7;2;2;1;1
2019-12-11 11:50:58;67;22;0;8;11;3;7;2;2;1;1
2019-12-11 11:51:59;67;22;0;8;11;3;7;2;2;1;1
2019-12-11 11:52:59;67;22;0;8;11;3;7;2;2;1;1
2019-12-11 11:53:58;68;23;0;8;11;3;7;2;2;1;1
2019-12-11 11:54:59;68;23;0;8;11;3;7;2;2;1;1
2019-12-11 11:55:59;68;23;0;8;11;3;7;2;2;1;1
2019-12-11 11:56:58;68;23;0;8;11;3;7;2;2;1;1
2019-12-11 11:57:59;68;23;0;8;11;3;7;2;2;1;1
2019-12-11 11:58:59;68;23;0;8;11;3;7;2;2;1;1
2019-12-11 12:00:00;68;23;0;8;11;3;7;2;2;1;1
2019-12-11 12:00:58;68;23;0;8;11;3;7;2;2;1;1
2019-12-11 12:01:59;68;23;0;8;11;3;7;2;2;1;1
2019-12-11 12:02:59;69;24;0;8;11;3;7;2;2;1;1
2019-12-11 12:03:58;69;24;0;8;11;3;7;2;2;1;1
2019-12-11 12:04:59;69;24;0;8;11;3;7;2;2;1;1
2019-12-11 12:05:59;69;24;0;8;11;3;7;2;2;1;1
2019-12-11 12:06:58;69;24;0;8;11;3;7;2;2;1;1
2019-12-11 12:07:59;70;24;0;8;11;3;7;2;2;2;0
2019-12-11 12:08:59;70;24;0;8;11;3;7;2;2;2;0
2019-12-11 12:09:59;70;24;0;8;11;3;7;2;2;2;0
2019-12-11 12:10:58;70;24;0;8;11;3;7;2;2;2;0
2019-12-11 12:11:59;70;24;0;8;11;3;7;2;2;2;0
2019-12-11 12:12:58;70;24;0;8;11;3;7;2;2;2;0
2019-12-11 12:13:59;71;25;0;8;11;3;7;2;2;2;0
2019-12-11 12:14:59;71;25;0;8;11;3;7;2;2;2;0
2019-12-11 12:15:58;71;25;0;8;11;3;7;2;2;2;0
2019-12-11 12:16:59;71;25;0;8;11;3;7;2;2;2;0
2019-12-11 12:17:58;71;25;0;8;11;3;7;2;2;2;0
2019-12-11 12:18:59;71;25;0;8;11;3;7;2;2;2;0
2019-12-11 12:19:59;71;25;0;8;11;3;7;2;2;2;0
2019-12-11 12:20:59;72;26;0;8;11;3;7;2;2;2;0
2019-12-11 12:21:58;72;26;0;8;11;3;7;2;2;2;0
2019-12-11 12:22:59;72;26;0;8;11;3;7;2;2;2;0
2019-12-11 12:23:59;72;26;0;8;11;3;7;2;2;2;0
2019-12-11 12:24:58;72;26;0;8;11;3;7;2;2;2;0
2019-12-11 12:25:59;72;26;0;8;11;3;7;2;2;2;0
2019-12-11 12:26:59;72;26;0;8;11;3;7;2;2;2;0
2019-12-11 12:27:59;72;26;0;8;11;3;7;2;2;2;0
2019-12-11 12:28:58;72;26;0;8;11;3;7;2;2;2;0
2019-12-11 12:29:59;72;26;0;8;11;3;7;2;2;2;0
2019-12-11 12:30:59;72;26;0;8;11;3;7;2;2;2;0
2019-12-11 12:31:58;72;26;0;8;11;3;7;2;2;2;0
2019-12-11 12:32:59;72;26;0;8;11;3;7;2;2;2;0
2019-12-11 12:33:59;72;26;0;8;11;3;7;2;2;2;0
2019-12-11 12:34:58;72;26;0;8;11;3;7;2;2;2;0
2019-12-11 12:35:59;73;26;0;8;11;4;7;2;2;2;0
2019-12-11 12:36:59;73;26;0;8;11;4;7;2;2;2;0
2019-12-11 12:37:59;73;26;0;8;11;4;7;2;2;2;0
2019-12-11 12:38:58;73;26;0;8;11;4;7;2;2;2;0
2019-12-11 12:39:59;74;26;0;8;12;4;7;2;2;2;0
2019-12-11 12:40:59;74;26;0;8;12;4;7;2;2;2;0
2019-12-11 12:41:58;74;26;0;8;12;4;7;2;2;2;0
2019-12-11 12:42:59;74;26;0;8;12;4;7;2;2;2;0
2019-12-11 12:43:59;74;26;0;8;12;4;7;2;2;2;0
2019-12-11 12:44:58;74;26;0;8;12;4;7;2;2;2;0
2019-12-11 12:45:59;74;26;0;8;12;4;7;2;2;2;0
2019-12-11 12:46:59;74;26;0;8;12;4;7;2;2;2;0
2019-12-11 12:47:58;75;27;0;8;12;4;7;2;2;2;0
2019-12-11 12:48:59;75;27;0;8;12;4;7;2;2;2;0
2019-12-11 12:49:59;75;27;0;8;12;4;7;2;2;2;0
2019-12-11 12:50:58;75;27;0;8;12;4;7;2;2;2;0
2019-12-11 12:51:59;75;27;0;8;12;4;7;2;2;2;0
2019-12-11 12:52:59;75;27;0;8;12;4;7;2;2;2;0
2019-12-11 12:53:59;75;27;0;8;12;4;7;2;2;2;0
2019-12-11 12:54:58;75;27;0;8;12;4;7;2;2;2;0
2019-12-11 12:55:59;76;28;0;8;12;4;7;2;2;2;0
2019-12-11 12:56:59;76;28;0;8;12;4;7;2;2;2;0
2019-12-11 12:57:59;76;28;0;8;12;4;7;2;2;2;0
2019-12-11 12:58:58;76;28;0;8;12;4;7;2;2;2;0
2019-12-11 12:59:59;76;28;0;8;12;4;7;2;2;2;0
2019-12-11 13:00:59;76;28;0;8;12;4;7;2;2;2;0
2019-12-11 13:01:58;76;28;0;8;12;4;7;2;2;2;0
2019-12-11 13:02:59;76;28;0;8;12;4;7;2;2;2;0
2019-12-11 13:03:59;76;28;0;8;12;4;7;2;2;2;0
