datetime;total_votes;cyberworm;Есения;navalny;kaiL;GlobetrotterXL;Ikarus-garmoshka;ielarud;vjik;kotophalk;asap
2021-03-17 22:35:59;204;76;45;27;11;8;6;4;3;3;2
2021-03-17 22:36:58;204;76;45;27;11;8;6;4;3;3;2
2021-03-17 22:37:59;204;76;45;27;11;8;6;4;3;3;2
2021-03-17 22:39:00;204;76;45;27;11;8;6;4;3;3;2
2021-03-17 22:39:58;204;76;45;27;11;8;6;4;3;3;2
2021-03-17 22:40:59;204;76;45;27;11;8;6;4;3;3;2
2021-03-17 22:41:58;204;76;45;27;11;8;6;4;3;3;2
2021-03-17 22:42:59;204;76;45;27;11;8;6;4;3;3;2
2021-03-17 22:43:59;204;76;45;27;11;8;6;4;3;3;2
2021-03-17 22:44:58;205;76;45;27;12;8;6;4;3;3;2
2021-03-17 22:45:59;205;76;45;27;12;8;6;4;3;3;2
2021-03-17 22:46:59;206;76;45;27;12;9;6;4;3;3;2
2021-03-17 22:47:58;206;76;45;27;12;9;6;4;3;3;2
2021-03-17 22:48:59;206;76;45;27;12;9;6;4;3;3;2
2021-03-17 22:49:59;206;76;45;27;12;9;6;4;3;3;2
2021-03-17 22:50:58;206;76;45;27;12;9;6;4;3;3;2
2021-03-17 22:51:59;206;76;45;27;12;9;6;4;3;3;2
2021-03-17 22:52:58;207;76;45;28;12;9;6;4;3;3;2
2021-03-17 22:53:59;208;76;45;29;12;9;6;4;3;3;2
2021-03-17 22:54:58;208;76;45;29;12;9;6;4;3;3;2
2021-03-17 22:55:59;208;76;45;29;12;9;6;4;3;3;2
2021-03-17 22:56:59;209;77;45;29;12;9;6;4;3;3;2
2021-03-17 22:57:58;209;77;45;29;12;9;6;4;3;3;2
2021-03-17 22:58:59;210;77;46;29;12;9;6;4;3;3;2
2021-03-17 22:59:59;210;77;46;29;12;9;6;4;3;3;2
2021-03-17 23:00:58;209;77;46;29;12;9;6;4;3;3;2
2021-03-17 23:01:59;209;77;46;29;12;9;6;4;3;3;2
2021-03-17 23:02:58;209;77;46;29;12;9;6;4;3;3;2
2021-03-17 23:03:59;209;77;46;29;12;9;6;4;3;3;2
2021-03-17 23:04:58;210;77;46;29;12;9;7;4;3;3;2
2021-03-17 23:05:59;210;77;46;29;12;9;7;4;3;3;2
2021-03-17 23:06:59;210;77;46;29;12;9;7;4;3;3;2
2021-03-17 23:07:58;210;77;46;29;12;9;7;4;3;3;2
2021-03-17 23:08:59;210;77;46;29;12;9;7;4;3;3;2
2021-03-17 23:09:59;210;77;46;29;12;9;7;4;3;3;2
2021-03-17 23:10:59;211;77;46;30;12;9;7;4;3;3;2
2021-03-17 23:11:58;211;77;46;30;12;9;7;4;3;3;2
2021-03-17 23:12:59;211;77;46;30;12;9;7;4;3;3;2
2021-03-17 23:13:58;210;77;46;30;12;9;7;4;3;3;2
2021-03-17 23:14:59;211;77;46;30;12;9;7;4;3;3;2
2021-03-17 23:15:59;211;77;46;30;12;9;7;4;3;3;2
2021-03-17 23:16:58;211;77;46;30;12;9;7;4;3;3;2
2021-03-17 23:17:59;212;78;46;30;12;9;7;4;3;3;2
2021-03-17 23:18:58;212;78;46;30;12;9;7;4;3;3;2
2021-03-17 23:19:59;212;78;46;30;12;9;7;4;3;3;2
2021-03-17 23:20:59;213;78;47;30;12;9;7;4;3;3;2
2021-03-17 23:21:58;213;78;47;30;12;9;7;4;3;3;2
2021-03-17 23:22:59;213;78;47;30;12;9;7;4;3;3;2
2021-03-17 23:23:58;213;78;47;30;12;9;7;4;3;3;2
2021-03-17 23:24:59;213;78;47;30;12;9;7;4;3;3;2
2021-03-17 23:25:58;213;78;47;30;12;9;7;4;3;3;2
2021-03-17 23:26:59;213;78;47;30;12;9;7;4;3;3;2
2021-03-17 23:27:59;213;78;47;30;12;9;7;4;3;3;2
2021-03-17 23:28:58;214;79;47;30;12;9;7;4;3;3;2
2021-03-17 23:29:59;215;80;47;30;12;9;7;4;3;3;2
2021-03-17 23:30:58;215;80;47;30;12;9;7;4;3;3;2
2021-03-17 23:31:59;216;80;47;30;12;10;7;4;3;3;2
2021-03-17 23:32:59;216;80;47;30;12;10;7;4;3;3;2
2021-03-17 23:33:59;217;81;47;30;12;10;7;4;3;3;2
2021-03-17 23:34:58;218;82;47;30;12;10;7;4;3;3;2
2021-03-17 23:35:59;218;82;47;30;12;10;7;4;3;3;2
2021-03-17 23:36:58;218;82;47;30;12;10;7;4;3;3;2
2021-03-17 23:37:59;218;82;47;30;12;10;7;4;3;3;2
2021-03-17 23:38:59;217;82;46;30;12;10;7;4;3;3;2
2021-03-17 23:39:58;217;82;46;30;12;10;7;4;3;3;2
2021-03-17 23:40:59;217;82;46;30;12;10;7;4;3;3;2
2021-03-17 23:41:59;217;82;46;30;12;10;7;4;3;3;2
2021-03-17 23:42:58;217;82;46;30;12;10;7;4;3;3;2
2021-03-17 23:43:59;218;83;46;30;12;10;7;4;3;3;2
2021-03-17 23:44:59;218;83;46;30;12;10;7;4;3;3;2
2021-03-17 23:45:58;218;83;46;30;12;10;7;4;3;3;2
2021-03-17 23:46:59;218;83;46;30;12;10;7;4;3;3;2
2021-03-17 23:47:59;219;83;47;30;12;10;7;4;3;3;2
2021-03-17 23:48:58;219;83;47;30;12;10;7;4;3;3;2
2021-03-17 23:49:59;219;83;47;30;12;10;7;4;3;3;2
2021-03-17 23:50:58;219;83;47;30;12;10;7;4;3;3;2
2021-03-17 23:51:59;219;83;47;30;12;10;7;4;3;3;2
2021-03-17 23:52:59;219;83;47;30;12;10;7;4;3;3;2
2021-03-17 23:53:59;219;83;47;30;12;10;7;4;3;3;2
2021-03-17 23:54:58;219;83;47;30;12;10;7;4;3;3;2
2021-03-17 23:55:59;219;83;47;30;12;10;7;4;3;3;2
2021-03-17 23:56:58;219;83;47;30;12;10;7;4;3;3;2
2021-03-17 23:57:59;220;83;47;30;12;11;7;4;3;3;2
2021-03-17 23:58:58;221;84;47;30;12;11;7;4;3;3;2
2021-03-17 23:59:59;221;84;47;30;12;11;7;4;3;3;2
