datetime;total_votes;cmapukocmankypum;KOCTOPE3;pupsique;rockamark;paramed;brammator;Есения;tutabrain;kilogramm;navalny
2019-05-22 06:30:59;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:31:59;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:32:58;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:33:59;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:34:59;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:35:58;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:36:59;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:37:58;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:38:59;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:39:59;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:40:58;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:41:59;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:42:59;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:43:58;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:44:59;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:45:59;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:46:58;26;3;5;0;3;0;3;0;0;2;0
2019-05-22 06:47:59;27;3;5;1;3;0;3;0;0;2;0
2019-05-22 06:48:58;27;3;5;1;3;0;3;0;0;2;0
2019-05-22 06:49:59;27;3;5;1;3;0;3;0;0;2;0
2019-05-22 06:50:59;27;3;5;1;3;0;3;0;0;2;0
2019-05-22 06:51:58;27;3;5;1;3;0;3;0;0;2;0
2019-05-22 06:52:58;27;3;5;1;3;0;3;0;0;2;0
2019-05-22 06:53:59;27;3;5;1;3;0;3;0;0;2;0
2019-05-22 06:54:59;27;3;5;1;3;0;3;0;0;2;0
2019-05-22 06:55:59;27;3;5;1;3;0;3;0;0;2;0
2019-05-22 06:57:00;27;3;5;1;3;0;3;0;0;2;0
2019-05-22 06:57:58;27;3;5;1;3;0;3;0;0;2;0
2019-05-22 06:58:59;27;3;5;1;3;0;3;0;0;2;0
2019-05-22 06:59:58;27;3;5;1;3;0;3;0;0;2;0
2019-05-22 07:00:59;27;3;5;1;3;0;3;0;0;2;0
2019-05-22 07:01:59;27;3;5;1;3;0;3;0;0;2;0
2019-05-22 07:02:58;28;3;5;1;4;0;3;0;0;2;0
2019-05-22 07:03:59;28;3;5;1;4;0;3;0;0;2;0
2019-05-22 07:04:59;29;3;5;2;4;0;3;0;0;2;0
2019-05-22 07:05:58;29;3;5;2;4;0;3;0;0;2;0
2019-05-22 07:06:59;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:07:58;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:08:59;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:09:59;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:10:58;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:11:59;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:12:59;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:13:58;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:14:59;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:15:59;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:16:58;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:17:59;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:18:58;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:19:59;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:20:59;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:21:58;30;3;5;3;4;0;3;0;0;2;0
2019-05-22 07:22:59;31;3;5;3;4;0;4;0;0;2;0
2019-05-22 07:23:59;31;3;5;3;4;0;4;0;0;2;0
2019-05-22 07:24:58;31;3;5;3;4;0;4;0;0;2;0
2019-05-22 07:25:59;31;3;5;3;4;0;4;0;0;2;0
2019-05-22 07:26:59;31;3;5;3;4;0;4;0;0;2;0
2019-05-22 07:27:58;31;3;5;3;4;0;4;0;0;2;0
2019-05-22 07:28:59;31;3;5;3;4;0;4;0;0;2;0
2019-05-22 07:29:59;31;3;5;3;4;0;4;0;0;2;0
2019-05-22 07:30:58;31;3;5;3;4;0;4;0;0;2;0
2019-05-22 07:31:59;31;3;5;3;4;0;4;0;0;2;0
2019-05-22 07:32:59;31;3;5;3;4;0;4;0;0;2;0
2019-05-22 07:33:58;31;3;5;3;4;0;4;0;0;2;0
2019-05-22 07:34:59;31;3;5;3;4;0;4;0;0;2;0
2019-05-22 07:35:58;31;3;5;3;4;0;4;0;0;2;0
2019-05-22 07:36:59;31;3;5;3;4;0;4;0;0;2;0
2019-05-22 07:37:59;32;4;5;3;4;0;4;0;0;2;0
2019-05-22 07:38:58;34;5;5;3;4;1;4;0;0;2;0
2019-05-22 07:39:59;35;6;5;3;4;1;4;0;0;2;0
2019-05-22 07:40:59;36;7;5;3;4;1;4;0;0;2;0
2019-05-22 07:41:58;36;7;5;3;4;1;4;0;0;2;0
2019-05-22 07:42:59;36;7;5;3;4;1;4;0;0;2;0
2019-05-22 07:43:59;36;7;5;3;4;1;4;0;0;2;0
2019-05-22 07:44:58;38;8;5;3;5;1;4;0;0;2;0
2019-05-22 07:45:59;38;8;5;3;5;1;4;0;0;2;0
2019-05-22 07:46:59;39;8;5;3;5;1;4;0;0;2;0
2019-05-22 07:47:58;39;8;5;3;5;1;4;0;0;2;0
2019-05-22 07:48:59;39;8;5;3;5;1;4;0;0;2;0
2019-05-22 07:49:59;39;8;5;3;5;1;4;0;0;2;0
2019-05-22 07:50:58;39;8;5;3;5;1;4;0;0;2;0
2019-05-22 07:51:59;39;8;5;3;5;1;4;0;0;2;0
2019-05-22 07:52:59;39;8;5;3;5;1;4;0;0;2;0
2019-05-22 07:53:58;39;8;5;3;5;1;4;0;0;2;0
2019-05-22 07:54:59;39;8;5;3;5;1;4;0;0;2;0
2019-05-22 07:55:59;39;8;5;3;5;1;4;0;0;2;0
2019-05-22 07:56:58;39;8;5;3;5;1;4;0;0;2;0
2019-05-22 07:57:59;40;9;5;3;5;1;4;0;0;2;0
2019-05-22 07:58:59;40;9;5;3;5;1;4;0;0;2;0
2019-05-22 07:59:58;40;9;5;3;5;1;4;0;0;2;0
2019-05-22 08:00:59;40;9;5;3;5;1;4;0;0;2;0
2019-05-22 08:01:59;40;9;5;3;5;1;4;0;0;2;0
2019-05-22 08:02:58;40;9;5;3;5;1;4;0;0;2;0
2019-05-22 08:03:59;40;9;5;3;5;1;4;0;0;2;0
2019-05-22 08:04:59;40;9;5;3;5;1;4;0;0;2;0
2019-05-22 08:05:58;40;9;5;3;5;1;4;0;0;2;0
2019-05-22 08:06:59;40;9;5;3;5;1;4;0;0;2;0
2019-05-22 08:07:59;41;10;5;3;5;1;4;0;0;2;0
2019-05-22 08:08:58;41;10;5;3;5;1;4;0;0;2;0
2019-05-22 08:09:59;41;10;5;3;5;1;4;0;0;2;0
2019-05-22 08:10:59;41;10;5;3;5;1;4;0;0;2;0
2019-05-22 08:11:58;41;10;5;3;5;1;4;0;0;2;0
2019-05-22 08:12:59;42;11;5;3;5;1;4;0;0;2;0
2019-05-22 08:13:58;42;11;5;3;5;1;4;0;0;2;0
2019-05-22 08:14:59;42;11;5;3;5;1;4;0;0;2;0
2019-05-22 08:15:58;43;12;5;3;5;1;4;0;0;2;0
2019-05-22 08:16:59;43;12;5;3;5;1;4;0;0;2;0
2019-05-22 08:17:59;43;12;5;3;5;1;4;0;0;2;0
2019-05-22 08:18:58;44;13;5;3;5;1;4;0;0;2;0
2019-05-22 08:19:59;44;13;5;3;5;1;4;0;0;2;0
2019-05-22 08:20:59;45;14;5;3;5;1;4;0;0;2;0
2019-05-22 08:21:58;45;14;5;3;5;1;4;0;0;2;0
2019-05-22 08:22:59;47;15;5;3;5;1;5;0;0;2;0
2019-05-22 08:24:00;47;15;5;3;5;1;5;0;0;2;0
2019-05-22 08:24:58;47;15;5;3;5;1;5;0;0;2;0
2019-05-22 08:25:59;47;15;5;3;5;1;5;0;0;2;0
2019-05-22 08:26:59;48;16;5;3;5;1;5;0;0;2;0
2019-05-22 08:27:58;48;16;5;3;5;1;5;0;0;2;0
2019-05-22 08:28:59;48;16;5;3;5;1;5;0;0;2;0
2019-05-22 08:29:58;48;16;5;3;5;1;5;0;0;2;0
2019-05-22 08:30:59;48;16;5;3;5;1;5;0;0;2;0
2019-05-22 08:31:59;48;16;5;3;5;1;5;0;0;2;0
2019-05-22 08:32:59;48;16;5;3;5;1;5;0;0;2;0
2019-05-22 08:33:58;48;16;5;3;5;1;5;0;0;2;0
2019-05-22 08:34:59;49;16;6;3;5;1;5;0;0;2;0
2019-05-22 08:35:59;50;16;6;3;5;1;5;0;0;2;0
2019-05-22 08:36:58;50;16;6;3;5;1;5;0;0;2;0
2019-05-22 08:37:59;50;16;6;3;5;1;5;0;0;2;0
2019-05-22 08:38:59;50;16;6;3;5;1;5;0;0;2;0
2019-05-22 08:39:58;50;16;6;3;5;1;5;0;0;2;0
2019-05-22 08:40:59;50;16;6;3;5;1;5;0;0;2;0
2019-05-22 08:41:58;50;16;6;3;5;1;5;0;0;2;0
2019-05-22 08:42:59;52;18;6;3;5;1;5;0;0;2;0
2019-05-22 08:43:59;52;18;6;3;5;1;5;0;0;2;0
2019-05-22 08:44:58;52;18;6;3;5;1;5;0;0;2;0
2019-05-22 08:45:59;52;18;6;3;5;1;5;0;0;2;0
2019-05-22 08:46:59;52;18;6;3;5;1;5;0;0;2;0
2019-05-22 08:47:58;53;18;6;3;5;0;5;0;0;2;0
2019-05-22 08:48:59;53;18;6;3;5;0;5;0;0;2;0
2019-05-22 08:49:59;53;18;6;3;5;0;5;0;0;2;0
2019-05-22 08:50:58;53;18;6;3;5;0;5;0;0;2;0
2019-05-22 08:51:59;53;18;6;3;5;0;5;0;0;2;0
2019-05-22 08:52:59;53;18;6;3;5;0;5;0;0;2;0
2019-05-22 08:53:58;53;18;6;3;5;0;5;0;0;2;0
2019-05-22 08:54:59;53;18;6;3;5;0;5;0;0;2;0
2019-05-22 08:55:59;53;18;6;3;5;0;5;0;0;2;0
2019-05-22 08:56:58;53;18;6;3;5;0;5;0;0;2;0
2019-05-22 08:57:59;55;20;6;3;5;0;5;0;0;2;0
2019-05-22 08:58:59;56;21;6;3;5;0;5;0;0;2;0
2019-05-22 08:59:58;57;22;6;3;5;0;5;0;0;2;0
2019-05-22 09:00:59;57;22;6;3;5;0;5;0;0;2;0
2019-05-22 09:01:59;57;22;6;3;5;0;5;0;0;2;0
2019-05-22 09:02:58;57;22;6;3;5;0;5;0;0;2;0
2019-05-22 09:03:59;57;22;6;3;5;0;5;0;0;2;0
2019-05-22 09:04:59;57;22;6;3;5;0;5;0;0;2;0
2019-05-22 09:05:58;57;22;6;3;5;0;5;0;0;2;0
2019-05-22 09:06:59;57;22;6;3;5;0;5;0;0;2;0
2019-05-22 09:07:59;57;22;6;3;5;0;5;0;0;2;0
2019-05-22 09:08:58;57;22;6;3;5;0;5;0;0;2;0
2019-05-22 09:09:59;57;22;6;3;5;0;5;0;0;2;0
2019-05-22 09:10:59;57;22;6;3;5;0;5;0;0;2;0
2019-05-22 09:11:58;57;22;6;3;5;0;5;0;0;2;0
2019-05-22 09:12:59;58;22;7;3;5;0;5;0;0;2;0
2019-05-22 09:13:58;58;22;7;3;5;0;5;0;0;2;0
2019-05-22 09:14:59;58;22;7;3;5;0;5;0;0;2;0
2019-05-22 09:15:59;58;22;7;3;5;0;5;0;0;2;0
2019-05-22 09:16:58;58;22;7;3;5;0;5;0;0;2;0
2019-05-22 09:17:59;58;22;7;3;5;0;5;0;0;2;0
2019-05-22 09:18:59;58;22;7;3;5;0;5;0;0;2;0
2019-05-22 09:19:58;59;23;7;3;5;0;5;0;0;2;0
2019-05-22 09:20:59;61;23;9;3;5;0;5;0;0;2;0
2019-05-22 09:21:59;62;23;10;3;5;0;5;0;0;2;0
2019-05-22 09:22:58;63;24;10;3;5;0;5;0;0;2;0
2019-05-22 09:23:59;64;25;10;3;5;0;5;0;0;2;0
2019-05-22 09:24:58;66;27;10;3;5;0;5;0;0;2;0
2019-05-22 09:25:59;67;27;10;4;5;0;5;0;0;2;0
2019-05-22 09:26:59;68;27;10;4;5;0;5;0;0;2;0
2019-05-22 09:27:58;68;27;10;4;5;0;5;0;0;2;0
2019-05-22 09:28:59;69;28;10;4;5;0;5;0;0;2;0
2019-05-22 09:29:59;69;28;10;4;5;0;5;0;0;2;0
2019-05-22 09:30:58;69;28;10;4;5;0;5;0;0;2;0
2019-05-22 09:31:59;70;28;11;4;5;0;5;0;0;2;0
2019-05-22 09:32:59;70;28;11;4;5;0;5;0;0;2;0
2019-05-22 09:33:58;72;28;12;5;5;0;5;0;0;2;0
2019-05-22 09:34:59;73;29;12;5;5;0;5;0;0;2;0
2019-05-22 09:35:59;76;31;13;5;5;0;5;0;0;2;0
2019-05-22 09:36:58;77;31;14;5;5;0;5;0;0;2;0
2019-05-22 09:37:59;78;31;14;5;5;0;5;1;0;3;0
2019-05-22 09:38:59;78;31;14;5;5;0;5;1;0;3;0
2019-05-22 09:39:58;80;31;15;5;6;0;5;1;0;3;0
2019-05-22 09:40:59;82;32;15;5;6;0;5;0;1;3;0
2019-05-22 09:41:59;83;32;15;5;7;0;5;0;1;3;0
2019-05-22 09:42:58;84;32;16;5;7;0;5;0;1;3;0
2019-05-22 09:43:59;85;33;16;5;7;0;5;0;1;3;0
2019-05-22 09:44:59;85;33;17;5;6;0;5;0;1;3;0
2019-05-22 09:45:58;85;33;17;5;6;0;5;0;1;3;0
2019-05-22 09:46:59;86;33;18;5;6;0;5;0;1;3;0
2019-05-22 09:47:59;86;33;18;5;6;0;5;0;1;3;0
2019-05-22 09:48:58;86;33;18;5;6;0;5;0;1;3;0
2019-05-22 09:49:59;93;35;21;6;7;0;5;0;1;3;0
2019-05-22 09:50:59;95;36;22;6;7;0;5;0;1;3;0
2019-05-22 09:51:58;96;37;22;6;7;0;5;0;1;3;0
2019-05-22 09:52:59;96;37;22;6;7;0;5;0;1;3;0
2019-05-22 09:53:59;96;37;22;6;7;0;5;0;1;3;0
2019-05-22 09:54:58;96;37;22;6;7;0;5;0;1;3;0
2019-05-22 09:55:59;97;37;22;7;7;0;5;0;1;3;0
2019-05-22 09:56:59;97;37;22;7;7;0;5;0;1;3;0
2019-05-22 09:57:58;99;38;24;6;7;0;5;0;1;3;0
2019-05-22 09:58:59;100;39;24;6;7;0;5;0;1;3;0
2019-05-22 09:59:59;100;39;24;6;7;0;5;0;1;3;0
2019-05-22 10:00:58;101;39;24;6;7;0;5;0;0;3;0
2019-05-22 10:01:59;101;39;24;6;7;0;5;0;0;3;0
2019-05-22 10:02:59;101;39;24;6;7;0;5;0;0;3;0
2019-05-22 10:03:58;101;39;24;6;7;0;5;0;0;3;0
2019-05-22 10:04:59;101;39;24;6;7;0;5;0;0;3;0
2019-05-22 10:05:58;102;39;24;6;7;0;5;0;0;4;0
2019-05-22 10:06:59;102;39;24;6;7;0;5;0;0;4;0
2019-05-22 10:07:59;102;39;24;6;7;0;5;0;0;4;0
2019-05-22 10:08:58;102;39;24;6;7;0;5;0;0;4;0
2019-05-22 10:09:59;102;39;24;6;7;0;5;0;0;4;0
2019-05-22 10:10:59;103;39;25;6;7;0;5;0;0;4;0
2019-05-22 10:11:59;103;39;25;6;7;0;5;0;0;4;0
2019-05-22 10:12:58;103;39;25;6;7;0;5;0;0;4;0
2019-05-22 10:13:59;103;39;25;6;7;0;5;0;0;4;0
2019-05-22 10:14:59;104;39;26;6;7;0;5;0;0;4;0
2019-05-22 10:15:58;104;39;26;6;7;0;5;0;0;4;0
2019-05-22 10:16:59;104;39;26;6;7;0;5;0;0;4;0
2019-05-22 10:17:59;104;39;26;6;7;0;5;0;0;4;0
2019-05-22 10:18:58;105;39;27;6;7;0;5;0;0;4;0
2019-05-22 10:19:59;105;39;27;6;7;0;5;0;0;4;0
2019-05-22 10:20:59;105;39;27;6;7;0;5;0;0;4;0
2019-05-22 10:21:58;105;39;27;6;7;0;5;0;0;4;0
2019-05-22 10:22:59;105;39;27;6;7;0;5;0;0;4;0
2019-05-22 10:23:59;106;39;27;6;7;1;5;0;0;4;0
2019-05-22 10:24:58;107;39;27;7;7;1;5;0;0;4;0
2019-05-22 10:25:59;108;39;28;7;7;1;5;0;0;4;0
2019-05-22 10:26:59;109;40;28;7;7;1;5;0;0;4;0
2019-05-22 10:27:58;109;40;28;7;7;1;5;0;0;4;0
2019-05-22 10:28:59;109;40;28;7;7;1;5;0;0;4;0
2019-05-22 10:29:59;109;40;28;7;7;1;5;0;0;4;0
2019-05-22 10:30:58;109;40;28;7;7;1;5;0;0;4;0
2019-05-22 10:31:59;109;40;28;7;7;1;5;0;0;4;0
2019-05-22 10:32:59;108;40;28;7;7;1;4;0;0;4;0
2019-05-22 10:33:58;109;41;28;7;7;1;4;0;0;4;0
2019-05-22 10:34:59;109;41;28;7;7;1;4;0;0;4;0
2019-05-22 10:35:59;109;41;28;7;7;1;4;0;0;4;0
2019-05-22 10:36:58;109;41;28;7;7;1;4;0;0;4;0
2019-05-22 10:37:59;110;41;29;7;7;1;4;0;0;4;0
2019-05-22 10:38:58;110;41;29;7;7;1;4;0;0;4;0
2019-05-22 10:39:59;110;41;29;7;8;0;4;0;0;4;0
2019-05-22 10:40:59;111;42;29;7;8;0;4;0;0;4;0
2019-05-22 10:41:59;112;42;30;7;8;0;4;0;0;4;0
2019-05-22 10:42:58;113;42;31;7;8;0;4;0;0;4;0
2019-05-22 10:43:59;114;42;31;8;8;0;4;0;0;4;0
2019-05-22 10:44:58;115;43;31;8;8;0;4;0;0;4;0
2019-05-22 10:45:59;115;43;31;8;8;0;4;0;0;4;0
2019-05-22 10:46:59;116;44;31;8;8;0;4;0;0;4;0
2019-05-22 10:47:58;117;45;31;8;8;0;4;0;0;4;0
2019-05-22 10:48:59;118;46;31;8;8;0;4;0;0;4;0
2019-05-22 10:49:59;118;46;31;8;8;0;4;0;0;4;0
2019-05-22 10:50:58;118;46;31;8;8;0;4;0;0;4;0
2019-05-22 10:51:59;118;46;31;8;8;0;4;0;0;4;0
2019-05-22 10:53:00;118;46;31;8;8;0;4;0;0;4;0
2019-05-22 10:53:58;118;46;31;8;8;0;4;0;0;4;0
2019-05-22 10:54:59;119;46;31;8;8;1;4;0;0;4;0
2019-05-22 10:55:58;119;46;31;8;8;1;4;0;0;4;0
2019-05-22 10:56:59;119;46;31;8;8;1;4;0;0;4;0
2019-05-22 10:57:59;119;46;31;8;8;1;4;0;0;4;0
2019-05-22 10:58:58;119;46;31;8;8;1;4;0;0;4;0
2019-05-22 10:59:59;119;46;31;8;8;1;4;0;0;4;0
2019-05-22 11:00:59;120;47;31;8;8;1;4;0;0;4;0
2019-05-22 11:01:58;121;48;31;8;8;1;4;0;0;4;0
2019-05-22 11:02:59;122;49;31;8;8;1;4;0;0;4;0
2019-05-22 11:03:58;122;49;31;8;8;1;4;0;0;4;0
2019-05-22 11:04:59;123;49;32;8;8;1;4;0;0;4;0
2019-05-22 11:05:59;123;49;32;8;8;1;4;0;0;4;0
2019-05-22 11:06:58;123;49;32;8;8;1;4;0;0;4;0
2019-05-22 11:07:59;123;49;32;8;8;1;4;0;0;4;0
2019-05-22 11:08:59;123;49;32;8;8;1;4;0;0;4;0
2019-05-22 11:09:58;123;49;32;8;8;1;4;0;0;4;0
2019-05-22 11:10:59;124;50;32;8;8;1;4;0;0;4;0
2019-05-22 11:11:59;125;51;32;8;8;1;4;0;0;4;0
2019-05-22 11:12:58;125;51;32;8;8;1;4;0;0;4;0
2019-05-22 11:13:59;125;51;32;8;8;1;4;0;0;4;0
2019-05-22 11:14:58;125;51;32;8;8;1;4;0;0;4;0
2019-05-22 11:15:59;125;51;32;8;8;1;4;0;0;4;0
2019-05-22 11:16:59;127;51;34;8;8;1;4;0;0;4;0
2019-05-22 11:17:58;127;51;34;8;8;1;4;0;0;4;0
2019-05-22 11:18:59;128;51;34;9;8;1;4;0;0;4;0
2019-05-22 11:19:59;130;53;34;9;8;1;4;0;0;4;0
2019-05-22 11:20:58;130;53;34;9;8;1;4;0;0;4;0
2019-05-22 11:21:59;130;53;34;9;8;1;4;0;0;4;0
2019-05-22 11:22:59;130;53;34;9;8;1;4;0;0;4;0
2019-05-22 11:23:58;130;53;34;9;8;1;4;0;0;4;0
2019-05-22 11:24:59;131;53;34;9;8;1;5;0;0;4;0
2019-05-22 11:25:59;131;53;34;9;8;1;5;0;0;4;0
2019-05-22 11:26:58;131;53;34;9;8;1;5;0;0;4;0
2019-05-22 11:27:59;132;53;34;9;8;2;5;0;0;4;0
2019-05-22 11:28:59;133;54;34;9;8;2;5;0;0;4;0
2019-05-22 11:29:58;133;54;34;9;8;2;5;0;0;4;0
2019-05-22 11:30:59;133;54;34;9;8;2;5;0;0;4;0
2019-05-22 11:31:59;133;54;34;9;8;2;5;0;0;4;0
2019-05-22 11:32:58;133;54;34;9;8;2;5;0;0;4;0
2019-05-22 11:33:59;134;54;35;9;8;2;5;0;0;4;0
2019-05-22 11:34:59;134;54;35;9;8;2;5;0;0;4;0
2019-05-22 11:35:58;135;54;36;9;8;2;5;0;0;4;0
2019-05-22 11:36:59;138;55;37;9;8;2;6;0;0;4;0
2019-05-22 11:37:59;139;55;38;9;8;2;6;0;0;4;0
2019-05-22 11:38:59;140;55;39;9;8;2;6;0;0;4;0
2019-05-22 11:39:58;139;54;39;9;8;2;6;0;0;4;0
2019-05-22 11:40:59;140;54;40;9;8;2;6;0;0;4;0
2019-05-22 11:42:00;141;55;40;9;8;2;6;0;0;4;0
2019-05-22 11:42:58;141;55;40;9;8;2;6;0;0;4;0
2019-05-22 11:43:59;141;55;40;9;8;2;6;0;0;4;0
2019-05-22 11:44:58;141;55;40;9;8;2;6;0;0;4;0
2019-05-22 11:45:59;141;55;40;9;8;2;6;0;0;4;0
2019-05-22 11:46:59;141;55;40;9;8;2;6;0;0;4;0
2019-05-22 11:47:58;142;55;41;9;8;2;6;0;0;4;0
2019-05-22 11:48:59;143;56;41;9;8;2;6;0;0;4;0
2019-05-22 11:49:59;143;56;41;9;8;2;6;0;0;4;0
2019-05-22 11:50:59;143;56;41;9;8;2;6;0;0;4;0
2019-05-22 11:51:58;143;56;41;9;8;2;6;0;0;4;0
2019-05-22 11:52:59;143;56;41;9;8;2;6;0;0;4;0
2019-05-22 11:53:59;144;57;41;9;8;2;6;0;0;4;0
2019-05-22 11:54:58;145;57;42;9;8;2;6;0;0;4;0
2019-05-22 11:55:59;145;57;42;9;8;2;6;0;0;4;0
2019-05-22 11:56:59;146;58;42;9;8;2;6;0;0;4;0
2019-05-22 11:57:58;146;58;42;9;8;2;6;0;0;4;0
2019-05-22 11:58:59;146;58;42;9;8;2;6;0;0;4;0
2019-05-22 11:59:59;147;59;42;9;8;2;6;0;0;4;0
2019-05-22 12:00:58;147;59;42;9;8;2;6;0;0;4;0
2019-05-22 12:01:59;147;59;42;9;8;2;6;0;0;4;0
2019-05-22 12:02:58;147;59;42;9;8;2;6;0;0;4;0
2019-05-22 12:03:59;148;60;42;9;8;2;6;0;0;4;0
2019-05-22 12:04:59;148;60;42;9;8;2;6;0;0;4;0
2019-05-22 12:05:59;148;60;42;9;8;2;6;0;0;4;0
2019-05-22 12:06:58;148;60;42;9;8;2;6;0;0;4;0
2019-05-22 12:07:59;150;61;43;9;8;2;6;0;0;4;0
2019-05-22 12:08:58;151;62;43;9;8;2;6;0;0;4;0
2019-05-22 12:09:59;151;62;43;9;8;2;6;0;0;4;0
2019-05-22 12:10:59;151;62;43;9;8;2;6;0;0;4;0
2019-05-22 12:11:58;151;62;43;9;8;2;6;0;0;4;0
2019-05-22 12:12:59;151;62;43;9;8;2;6;0;0;4;0
2019-05-22 12:13:59;151;62;43;9;8;2;6;0;0;4;0
2019-05-22 12:14:58;151;62;43;9;8;2;6;0;0;4;0
2019-05-22 12:15:59;153;63;43;10;8;2;6;0;0;4;0
2019-05-22 12:16:59;153;64;43;10;8;2;6;0;0;4;0
2019-05-22 12:17:58;155;66;43;10;8;2;6;0;0;4;0
2019-05-22 12:18:59;155;66;43;10;8;2;6;0;0;4;0
2019-05-22 12:19:58;155;66;43;10;8;2;6;0;0;4;0
2019-05-22 12:20:59;157;67;44;10;8;2;6;0;0;4;0
2019-05-22 12:22:00;157;67;44;10;8;2;6;0;0;4;0
2019-05-22 12:22:58;158;68;44;10;8;2;6;0;0;4;0
2019-05-22 12:23:59;158;68;44;10;8;2;6;0;0;4;0
2019-05-22 12:25:00;158;68;44;10;8;2;6;0;0;4;0
2019-05-22 12:25:58;158;68;44;10;8;2;6;0;0;4;0
2019-05-22 12:26:59;160;70;44;10;8;2;6;0;0;4;0
2019-05-22 12:27:58;161;71;44;10;8;2;6;0;0;4;0
2019-05-22 12:28:59;161;71;44;10;8;2;6;0;0;4;0
2019-05-22 12:29:59;161;71;44;10;8;2;6;0;0;4;0
2019-05-22 12:30:58;161;71;44;10;8;2;6;0;0;4;0
2019-05-22 12:31:59;163;72;44;10;8;2;6;0;0;4;0
2019-05-22 12:32:59;163;72;44;10;8;2;6;0;0;4;0
2019-05-22 12:33:58;163;72;44;10;8;2;6;0;0;4;0
2019-05-22 12:34:59;163;72;44;10;8;2;6;0;0;4;0
2019-05-22 12:35:58;164;73;44;10;8;2;6;0;0;4;0
2019-05-22 12:36:59;164;73;44;10;8;2;6;0;0;4;0
2019-05-22 12:37:59;164;73;44;10;8;2;6;0;0;4;0
2019-05-22 12:38:58;164;73;44;10;8;2;6;0;0;4;0
2019-05-22 12:39:59;164;73;44;10;8;2;6;0;0;4;0
2019-05-22 12:40:59;166;73;46;10;8;2;6;0;0;4;0
2019-05-22 12:41:58;168;75;46;10;8;2;6;0;0;4;0
2019-05-22 12:42:59;169;76;46;10;8;2;6;0;0;4;0
2019-05-22 12:43:59;171;76;46;10;8;3;6;0;0;4;0
2019-05-22 12:44:58;172;77;46;10;8;3;6;0;0;4;0
2019-05-22 12:45:59;172;77;46;10;8;3;6;0;0;4;0
2019-05-22 12:46:59;173;78;46;10;8;3;6;0;0;4;0
2019-05-22 12:47:58;174;79;46;10;8;3;6;0;0;4;0
2019-05-22 12:48:59;175;79;47;10;8;3;6;0;0;4;0
2019-05-22 12:49:59;178;80;48;11;8;3;6;0;0;4;0
2019-05-22 12:50:58;179;81;48;11;8;3;6;0;0;4;0
2019-05-22 12:51:59;180;82;48;11;8;3;6;0;0;4;0
2019-05-22 12:52:59;180;82;48;11;8;3;6;0;0;4;0
2019-05-22 12:53:58;180;82;48;11;8;3;6;0;0;4;0
2019-05-22 12:54:59;181;83;48;11;8;3;6;0;0;4;0
2019-05-22 12:55:59;182;84;48;11;8;3;6;0;0;4;0
2019-05-22 12:56:58;182;85;48;11;8;2;6;0;0;4;0
2019-05-22 12:57:59;182;85;48;11;8;2;6;0;0;4;0
2019-05-22 12:58:59;184;86;49;11;8;2;6;0;0;4;0
2019-05-22 12:59:58;185;87;49;11;8;2;6;0;0;4;0
2019-05-22 13:00:59;187;87;51;11;8;2;6;0;0;4;0
2019-05-22 13:01:59;187;87;51;11;8;2;6;0;0;4;0
2019-05-22 13:02:58;188;88;51;11;8;2;6;0;0;4;0
2019-05-22 13:03:59;188;88;51;11;8;2;6;0;0;4;0
2019-05-22 13:04:59;188;88;51;11;8;2;6;0;0;4;0
2019-05-22 13:05:58;189;88;52;11;8;2;6;0;0;4;0
2019-05-22 13:06:59;189;88;52;11;8;2;6;0;0;4;0
2019-05-22 13:07:59;189;88;52;11;8;2;6;0;0;4;0
