datetime;total_votes;KT;Volodya_FM;quick_justice;pereehal;navalny;Terkin;KOCTOPE3;Hexadecachoron;bf6;Kolbasevich
2020-07-08 06:29:58;89;30;16;15;3;0;1;3;2;0;0
2020-07-08 06:30:59;89;30;16;15;3;0;1;3;2;0;0
2020-07-08 06:31:58;89;30;16;15;3;0;1;3;2;0;0
2020-07-08 06:32:59;89;30;16;15;3;0;1;3;2;0;0
2020-07-08 06:33:58;89;30;16;15;3;0;1;3;2;0;0
2020-07-08 06:34:59;89;30;16;15;3;0;1;3;2;0;0
2020-07-08 06:35:59;89;30;16;15;3;0;1;3;2;0;0
2020-07-08 06:36:58;90;30;16;16;3;0;1;3;2;0;0
2020-07-08 06:37:59;90;30;16;16;3;0;1;3;2;0;0
2020-07-08 06:38:58;90;30;16;16;3;0;1;3;2;0;0
2020-07-08 06:39:59;90;30;16;16;3;0;1;3;2;0;0
2020-07-08 06:40:59;90;30;16;16;3;0;1;3;2;0;0
2020-07-08 06:41:58;90;30;16;16;3;0;1;3;2;0;0
2020-07-08 06:42:59;90;30;16;16;3;0;1;3;2;0;0
2020-07-08 06:43:59;90;30;16;16;3;0;1;3;2;0;0
2020-07-08 06:44:58;90;30;16;16;3;0;1;3;2;0;0
2020-07-08 06:45:59;90;30;16;16;3;0;1;3;2;0;0
2020-07-08 06:46:59;91;31;16;16;3;0;1;3;2;0;0
2020-07-08 06:47:58;91;31;16;16;3;0;1;3;2;0;0
2020-07-08 06:48:59;91;31;16;16;3;0;1;3;2;0;0
2020-07-08 06:49:58;91;31;16;16;3;0;1;3;2;0;0
2020-07-08 06:50:59;91;31;16;16;3;0;1;3;2;0;0
2020-07-08 06:51:58;91;31;16;16;3;0;1;3;2;0;0
2020-07-08 06:52:59;92;32;16;16;3;0;1;3;2;0;0
2020-07-08 06:53:58;92;32;16;16;3;0;1;3;2;0;0
2020-07-08 06:54:59;92;32;16;16;3;0;1;3;2;0;0
2020-07-08 06:55:59;92;32;16;16;3;0;1;3;2;0;0
2020-07-08 06:56:58;92;32;16;16;3;0;1;3;2;0;0
2020-07-08 06:57:59;92;32;16;16;3;0;1;3;2;0;0
2020-07-08 06:58:59;92;32;16;16;3;0;1;3;2;0;0
2020-07-08 06:59:58;92;32;16;16;3;0;1;3;2;0;0
2020-07-08 07:00:59;92;32;17;15;3;0;1;3;2;0;0
2020-07-08 07:01:59;92;32;17;15;3;0;1;3;2;0;0
2020-07-08 07:02:58;92;32;17;15;3;0;1;3;2;0;0
2020-07-08 07:03:59;92;32;17;15;3;0;1;3;2;0;0
2020-07-08 07:04:59;92;32;17;15;3;0;1;3;2;0;0
2020-07-08 07:05:58;92;32;17;15;3;0;1;3;2;0;0
2020-07-08 07:06:59;92;32;17;15;3;0;1;3;2;0;0
2020-07-08 07:07:58;92;32;17;15;3;0;1;3;2;0;0
2020-07-08 07:08:59;92;32;17;15;3;0;1;3;2;0;0
2020-07-08 07:09:59;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:10:58;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:12:00;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:12:58;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:13:59;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:14:59;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:15:58;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:16:59;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:17:59;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:18:58;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:19:59;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:20:58;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:21:59;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:22:59;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:23:58;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:24:59;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:25:58;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:26:59;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:27:59;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:28:58;93;32;18;15;3;0;1;3;2;0;0
2020-07-08 07:29:59;94;32;19;15;3;0;1;3;2;0;0
2020-07-08 07:30:58;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:31:59;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:32:59;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:33:58;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:34:59;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:35:59;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:36:58;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:37:59;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:38:58;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:39:59;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:40:59;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:41:58;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:42:59;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:43:59;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:44:58;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:45:59;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:46:59;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:47:58;95;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:48:59;96;33;19;15;3;0;1;3;2;0;0
2020-07-08 07:49:58;97;34;19;15;3;0;1;3;2;0;0
2020-07-08 07:50:59;97;34;19;15;3;0;1;3;2;0;0
2020-07-08 07:51:59;97;34;19;15;3;0;1;3;2;0;0
2020-07-08 07:52:58;97;34;19;15;3;0;1;3;2;0;0
2020-07-08 07:54:00;97;34;19;15;3;0;1;3;2;0;0
2020-07-08 07:54:58;97;34;19;15;3;0;1;3;2;0;0
2020-07-08 07:55:59;97;34;19;15;3;0;1;3;2;0;0
2020-07-08 07:56:58;97;34;19;15;3;0;1;3;2;0;0
2020-07-08 07:57:59;98;35;19;15;3;0;1;3;2;0;0
2020-07-08 07:58:58;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 07:59:59;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:00:58;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:01:59;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:02:59;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:03:58;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:04:59;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:05:59;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:06:58;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:07:59;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:08:59;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:09:58;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:11:00;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:11:58;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:12:59;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:13:58;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:14:59;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:15:58;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:16:59;99;35;20;15;3;0;1;3;2;0;0
2020-07-08 08:17:58;100;35;21;15;3;0;1;3;2;0;0
2020-07-08 08:18:59;101;36;21;15;3;0;1;3;2;0;0
2020-07-08 08:19:59;101;36;21;15;3;0;1;3;2;0;0
2020-07-08 08:20:58;101;36;21;15;3;0;1;3;2;0;0
2020-07-08 08:21:59;101;36;21;15;3;0;1;3;2;0;0
2020-07-08 08:22:58;101;36;21;15;3;0;1;3;2;0;0
2020-07-08 08:23:59;101;36;21;15;3;0;1;3;2;0;0
2020-07-08 08:24:59;102;36;22;15;3;0;1;3;2;0;0
2020-07-08 08:25:58;102;36;22;15;3;0;1;3;2;0;0
2020-07-08 08:26:59;102;36;22;15;3;0;1;3;2;0;0
2020-07-08 08:27:58;102;36;22;15;3;0;1;3;2;0;0
2020-07-08 08:28:59;102;36;22;15;3;0;1;3;2;0;0
2020-07-08 08:29:59;102;36;22;15;3;0;1;3;2;0;0
2020-07-08 08:30:58;102;36;22;15;3;0;1;3;2;0;0
2020-07-08 08:31:59;102;36;22;15;3;0;1;3;2;0;0
2020-07-08 08:32:58;102;36;22;15;3;0;1;3;2;0;0
2020-07-08 08:33:59;102;36;22;15;3;0;1;3;2;0;0
2020-07-08 08:34:59;102;36;22;15;3;0;1;3;2;0;0
2020-07-08 08:35:58;102;36;22;15;3;0;1;3;2;0;0
2020-07-08 08:36:59;103;36;23;15;3;0;1;3;2;0;0
2020-07-08 08:37:58;103;36;23;15;3;0;1;3;2;0;0
2020-07-08 08:38:59;103;36;23;15;3;0;1;3;2;0;0
2020-07-08 08:39:58;103;36;23;15;3;0;1;3;2;0;0
2020-07-08 08:40:59;103;36;23;15;3;0;1;3;2;0;0
2020-07-08 08:41:59;103;36;23;15;3;0;1;3;2;0;0
2020-07-08 08:42:58;102;36;22;15;3;0;1;3;2;0;0
2020-07-08 08:43:59;102;36;22;15;3;0;1;3;2;0;0
2020-07-08 08:44:59;106;37;24;15;3;0;2;3;2;0;0
2020-07-08 08:45:58;106;37;24;15;3;0;2;3;2;0;0
2020-07-08 08:46:59;106;37;24;15;3;0;2;3;2;0;0
2020-07-08 08:47:59;108;38;24;16;3;0;2;3;2;0;0
2020-07-08 08:48:58;108;39;24;16;3;0;2;3;2;0;0
2020-07-08 08:49:59;108;39;24;16;3;0;2;3;2;0;0
2020-07-08 08:50:58;109;40;24;16;3;0;2;3;2;0;0
2020-07-08 08:51:59;110;40;25;16;3;0;2;3;2;0;0
2020-07-08 08:52:58;110;40;25;16;3;0;2;3;2;0;0
2020-07-08 08:53:59;111;40;25;16;4;0;2;3;2;0;0
2020-07-08 08:54:58;111;40;25;16;4;0;2;3;2;0;0
2020-07-08 08:55:59;111;40;25;16;4;0;2;3;2;0;0
2020-07-08 08:56:58;111;40;25;16;4;0;2;3;2;0;0
2020-07-08 08:57:59;111;40;25;16;4;0;2;3;2;0;0
2020-07-08 08:58:59;111;40;25;16;4;0;2;3;2;0;0
2020-07-08 08:59:58;111;40;25;16;4;0;2;3;2;0;0
2020-07-08 09:00:59;111;40;25;16;4;0;2;3;2;0;0
2020-07-08 09:01:59;111;40;25;16;4;0;2;3;2;0;0
2020-07-08 09:02:58;111;40;25;16;4;0;2;3;2;0;0
2020-07-08 09:03:59;111;40;25;16;4;0;2;3;2;0;0
2020-07-08 09:04:58;111;40;25;16;4;0;2;3;2;0;0
2020-07-08 09:05:59;112;40;26;16;4;0;2;3;2;0;0
2020-07-08 09:06:59;112;40;26;16;4;0;2;3;2;0;0
2020-07-08 09:07:58;112;40;26;16;4;0;2;3;2;0;0
2020-07-08 09:08:59;112;40;26;16;4;0;2;3;2;0;0
2020-07-08 09:09:58;112;40;26;16;4;0;2;3;2;0;0
2020-07-08 09:11:00;114;42;26;16;4;0;2;3;2;0;0
2020-07-08 09:11:58;115;43;26;16;4;0;2;3;2;0;0
2020-07-08 09:12:59;115;43;26;16;4;0;2;3;2;0;0
2020-07-08 09:13:59;115;43;26;16;4;0;2;3;2;0;0
2020-07-08 09:14:58;115;43;26;16;4;0;2;3;2;0;0
2020-07-08 09:15:59;115;43;26;16;4;0;2;3;2;0;0
2020-07-08 09:16:58;115;43;26;16;4;0;2;3;2;0;0
2020-07-08 09:17:59;115;43;26;16;4;0;2;3;2;0;0
2020-07-08 09:18:58;115;43;26;16;4;0;2;3;2;0;0
2020-07-08 09:19:59;115;43;26;16;4;0;2;3;2;0;0
2020-07-08 09:20:58;116;43;26;16;4;0;2;3;2;0;0
2020-07-08 09:21:59;117;44;26;16;4;0;2;3;2;0;0
2020-07-08 09:22:58;117;44;26;16;4;0;2;3;2;0;0
2020-07-08 09:23:59;116;44;25;16;4;0;2;3;2;0;0
2020-07-08 09:24:58;116;44;25;16;4;0;2;3;2;0;0
2020-07-08 09:25:59;116;44;25;16;4;0;2;3;2;0;0
2020-07-08 09:26:59;116;44;25;16;4;0;2;3;2;0;0
2020-07-08 09:27:58;116;44;25;16;4;0;2;3;2;0;0
2020-07-08 09:28:59;116;44;25;16;4;0;2;3;2;0;0
2020-07-08 09:29:58;117;44;25;16;4;2;2;3;2;0;0
2020-07-08 09:30:59;117;44;25;16;4;2;2;3;2;0;0
2020-07-08 09:31:59;117;44;25;16;4;2;2;3;2;0;0
2020-07-08 09:32:58;119;45;25;16;4;2;2;3;2;0;0
2020-07-08 09:33:59;119;45;25;16;4;2;2;3;2;0;0
2020-07-08 09:34:58;119;45;25;16;4;2;2;3;2;0;0
2020-07-08 09:35:59;119;45;25;16;4;2;2;3;2;0;0
2020-07-08 09:36:58;119;45;25;16;4;2;2;3;2;0;0
2020-07-08 09:37:59;119;45;25;16;4;2;2;3;2;0;0
2020-07-08 09:38:58;119;45;25;16;4;2;2;3;2;0;0
2020-07-08 09:39:59;118;45;24;16;4;2;2;3;2;0;0
2020-07-08 09:40:59;118;45;24;16;4;2;2;3;2;0;0
2020-07-08 09:41:58;121;46;25;16;5;2;2;3;2;0;0
2020-07-08 09:42:59;120;46;25;16;5;2;2;3;2;0;0
2020-07-08 09:43:58;120;46;25;16;5;2;2;3;2;0;0
2020-07-08 09:44:59;121;47;25;16;5;2;2;3;2;0;0
2020-07-08 09:45:58;121;47;25;16;5;2;2;3;2;0;0
2020-07-08 09:46:59;122;48;25;16;5;2;2;3;2;0;0
2020-07-08 09:47:59;122;48;25;16;5;2;2;3;2;0;0
2020-07-08 09:48:58;122;48;25;16;5;2;2;3;2;0;0
2020-07-08 09:49:59;122;48;25;16;5;2;2;3;2;0;0
2020-07-08 09:50:59;122;48;25;16;5;2;2;3;2;0;0
2020-07-08 09:51:58;122;48;25;16;5;2;2;3;2;0;0
2020-07-08 09:52:59;122;48;25;16;5;2;2;3;2;0;0
2020-07-08 09:53:58;123;48;25;16;5;3;2;3;2;0;0
2020-07-08 09:54:59;124;49;25;16;5;3;2;3;2;0;0
2020-07-08 09:55:59;125;50;25;16;5;3;2;3;2;0;0
2020-07-08 09:56:58;126;50;26;16;5;3;2;3;2;0;0
2020-07-08 09:57:59;127;50;27;16;5;3;2;3;2;0;0
2020-07-08 09:58:58;127;50;27;16;5;3;2;3;2;0;0
2020-07-08 09:59:59;127;50;27;16;5;3;2;3;2;0;0
2020-07-08 10:00:59;127;50;27;16;5;3;2;3;2;0;0
2020-07-08 10:01:58;127;50;27;16;5;3;2;3;2;0;0
2020-07-08 10:03:00;127;50;27;16;5;3;2;3;2;0;0
2020-07-08 10:03:58;127;50;27;16;5;3;2;3;2;0;0
2020-07-08 10:04:59;127;50;27;16;5;3;2;3;2;0;0
2020-07-08 10:05:58;127;50;27;16;5;3;2;3;2;0;0
2020-07-08 10:06:59;127;50;27;16;5;3;2;3;2;0;0
2020-07-08 10:07:58;127;50;27;16;5;3;2;3;2;0;0
2020-07-08 10:08:59;129;51;28;16;5;3;2;3;2;0;0
2020-07-08 10:09:58;129;51;28;16;5;3;2;3;2;0;0
2020-07-08 10:10:59;129;51;28;16;5;3;2;3;2;0;0
2020-07-08 10:11:59;129;51;28;16;5;3;2;3;2;0;0
2020-07-08 10:12:58;130;51;28;16;5;3;3;3;2;0;0
2020-07-08 10:13:59;130;51;28;16;5;3;3;3;2;0;0
2020-07-08 10:14:59;131;52;28;16;5;3;3;3;2;0;0
2020-07-08 10:15:58;132;53;28;16;5;3;3;3;2;0;0
2020-07-08 10:16:59;132;53;28;16;5;3;3;3;2;0;0
2020-07-08 10:17:58;133;54;28;16;5;3;3;3;2;0;0
2020-07-08 10:18:59;133;54;28;16;5;3;3;3;2;0;0
2020-07-08 10:19:59;135;55;28;16;5;3;3;3;2;0;0
2020-07-08 10:20:58;136;55;28;16;5;3;3;3;0;2;0
2020-07-08 10:21:59;136;55;28;16;5;3;3;3;0;2;0
2020-07-08 10:22:59;136;55;28;16;5;3;3;3;0;2;0
2020-07-08 10:23:58;136;55;28;16;5;3;3;3;0;2;0
2020-07-08 10:24:59;137;56;28;16;5;3;3;3;0;2;0
2020-07-08 10:25:58;137;56;28;16;5;3;3;3;0;2;0
2020-07-08 10:26:59;137;56;28;16;5;3;3;3;0;2;0
2020-07-08 10:27:58;138;56;28;16;5;3;3;3;0;0;2
2020-07-08 10:28:59;138;56;28;16;5;3;3;3;0;0;2
2020-07-08 10:29:58;138;56;28;16;5;3;3;3;0;0;2
2020-07-08 10:30:59;138;56;28;16;5;3;3;3;0;0;2
2020-07-08 10:31:59;139;56;28;17;5;3;3;3;0;0;2
2020-07-08 10:32:58;139;56;28;17;5;3;3;3;0;0;2
2020-07-08 10:33:59;139;56;28;17;5;3;3;3;0;0;2
2020-07-08 10:34:58;140;56;28;18;5;3;3;3;0;0;2
2020-07-08 10:35:59;140;56;28;18;5;3;3;3;0;0;2
2020-07-08 10:36:58;140;56;28;18;5;3;3;3;0;0;2
2020-07-08 10:37:59;140;56;28;18;5;3;3;3;0;0;2
2020-07-08 10:38:59;140;56;28;18;5;3;3;3;0;0;2
2020-07-08 10:39:58;140;56;28;18;5;3;3;3;0;0;2
2020-07-08 10:40:59;140;56;28;18;5;3;3;3;0;0;2
2020-07-08 10:41:58;141;56;28;18;5;3;4;3;0;0;2
2020-07-08 10:42:59;142;56;29;18;5;3;4;3;0;0;2
2020-07-08 10:43:58;145;57;30;18;5;3;4;3;2;0;2
2020-07-08 10:44:59;145;57;30;18;5;3;4;3;2;0;2
2020-07-08 10:45:59;145;57;30;18;5;3;4;3;2;0;2
2020-07-08 10:46:58;146;57;30;19;5;3;4;3;2;0;2
2020-07-08 10:47:59;147;58;30;19;5;3;4;3;2;0;2
2020-07-08 10:48:58;147;58;30;19;5;3;4;3;2;0;2
2020-07-08 10:49:59;147;58;30;19;5;3;4;3;2;0;2
2020-07-08 10:50:59;147;58;30;19;5;3;4;3;2;0;2
2020-07-08 10:51:58;147;58;30;19;5;3;4;3;2;0;2
2020-07-08 10:52:59;147;58;30;19;5;3;4;3;2;0;2
2020-07-08 10:53:58;147;58;30;19;5;3;4;3;2;0;2
2020-07-08 10:55:00;147;58;30;19;5;3;4;3;2;0;2
2020-07-08 10:55:58;147;58;30;19;5;3;4;3;2;0;2
2020-07-08 10:56:59;148;58;31;19;5;3;4;3;2;0;2
2020-07-08 10:57:59;148;58;31;19;5;3;4;3;2;0;2
2020-07-08 10:58:58;149;59;31;19;5;3;4;3;2;0;2
2020-07-08 10:59:59;149;59;31;19;5;3;4;3;2;0;2
2020-07-08 11:00:59;149;59;31;19;5;3;4;3;2;0;2
2020-07-08 11:01:58;149;59;31;19;5;3;4;3;2;0;2
2020-07-08 11:02:59;149;59;31;19;5;3;4;3;2;0;2
2020-07-08 11:03:58;149;59;31;19;5;3;4;3;2;0;2
2020-07-08 11:04:59;149;59;31;19;5;3;4;3;2;0;2
2020-07-08 11:05:59;149;59;31;19;5;3;4;3;2;0;2
2020-07-08 11:06:58;150;59;32;19;5;3;4;3;2;0;2
2020-07-08 11:07:59;150;59;32;19;5;3;4;3;2;0;2
2020-07-08 11:08:59;150;59;32;19;5;3;4;3;2;0;2
2020-07-08 11:09:58;150;59;32;19;5;3;4;3;2;0;2
2020-07-08 11:10:59;150;59;32;19;5;3;4;3;2;0;2
2020-07-08 11:11:58;150;59;32;19;5;3;4;3;2;0;2
2020-07-08 11:12:59;150;59;32;19;5;3;4;3;2;0;2
2020-07-08 11:13:59;153;59;35;19;5;3;4;3;2;0;2
2020-07-08 11:14:58;153;59;35;19;5;3;4;3;2;0;2
2020-07-08 11:15:59;153;59;35;19;5;3;4;3;2;0;2
2020-07-08 11:16:58;154;59;36;19;5;3;4;3;2;0;2
2020-07-08 11:17:59;154;59;36;19;5;3;4;3;2;0;2
2020-07-08 11:18:58;155;59;37;19;5;3;4;3;2;0;2
2020-07-08 11:19:59;155;59;37;19;5;3;4;3;2;0;2
2020-07-08 11:20:59;155;59;37;19;5;3;4;3;2;0;2
2020-07-08 11:21:58;155;59;37;19;5;3;4;3;2;0;2
2020-07-08 11:22:59;156;59;37;19;5;3;5;3;2;0;2
2020-07-08 11:23:58;156;59;37;19;5;3;5;3;2;0;2
2020-07-08 11:24:59;156;59;37;19;5;3;5;3;2;0;2
2020-07-08 11:25:59;157;59;38;19;5;3;5;3;2;0;2
2020-07-08 11:26:58;157;59;38;19;5;3;5;3;2;0;2
2020-07-08 11:27:59;157;59;38;19;5;3;5;3;2;0;2
2020-07-08 11:28:58;157;59;38;19;5;3;5;3;2;0;2
2020-07-08 11:29:59;157;59;38;19;5;3;5;3;2;0;2
2020-07-08 11:30:58;157;59;38;19;5;3;5;3;2;0;2
2020-07-08 11:31:59;157;59;38;19;5;3;5;3;2;0;2
2020-07-08 11:32:59;157;59;38;19;5;3;5;3;2;0;2
2020-07-08 11:33:58;159;59;40;19;5;3;5;3;2;0;2
2020-07-08 11:34:59;160;59;41;19;5;3;5;3;2;0;2
2020-07-08 11:35:58;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:36:59;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:37:58;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:38:59;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:39:59;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:40:58;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:41:59;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:42:58;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:43:59;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:44:58;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:45:59;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:46:59;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:47:58;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:48:59;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:49:58;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:50:59;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:51:59;160;58;42;19;5;3;5;3;2;0;2
2020-07-08 11:52:58;160;58;42;19;5;3;5;3;2;0;2
2020-07-08 11:53:59;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:54:59;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:55:58;161;59;42;19;5;3;5;3;2;0;2
2020-07-08 11:56:59;162;59;43;19;5;3;5;3;2;0;2
2020-07-08 11:57:58;163;60;43;19;5;3;5;3;2;0;2
2020-07-08 11:58:59;164;61;43;19;5;3;5;3;2;0;2
2020-07-08 11:59:58;165;62;43;19;5;3;5;3;2;0;2
2020-07-08 12:00:59;165;62;43;19;5;3;5;3;2;0;2
2020-07-08 12:01:58;165;62;43;19;5;3;5;3;2;0;2
2020-07-08 12:02:59;165;62;43;19;5;3;5;3;2;0;2
2020-07-08 12:03:59;165;62;43;19;5;3;5;3;2;0;2
2020-07-08 12:04:58;166;62;44;19;5;3;5;3;2;0;2
2020-07-08 12:05:59;167;63;44;19;5;3;5;3;2;0;2
2020-07-08 12:06:58;167;63;44;19;5;3;5;3;2;0;2
2020-07-08 12:07:59;167;63;44;19;5;3;5;3;2;0;2
2020-07-08 12:08:59;168;64;44;19;5;3;5;3;2;0;2
2020-07-08 12:09:58;168;64;44;19;5;3;5;3;2;0;2
2020-07-08 12:10:59;169;64;44;19;5;3;5;3;2;0;3
2020-07-08 12:11:58;169;64;44;19;5;3;5;3;2;2;3
2020-07-08 12:12:59;169;64;44;19;5;3;5;3;2;2;3
2020-07-08 12:13:58;169;64;44;19;5;3;5;3;2;2;3
2020-07-08 12:14:59;169;65;44;19;5;3;5;3;2;2;3
2020-07-08 12:15:59;169;65;44;19;5;3;5;3;2;2;3
2020-07-08 12:16:58;169;65;44;19;5;3;5;3;2;2;3
2020-07-08 12:17:59;172;65;45;21;5;3;5;3;2;2;3
2020-07-08 12:18:58;172;65;45;21;5;3;5;3;2;2;3
2020-07-08 12:19:59;172;65;45;21;5;3;5;3;2;2;3
2020-07-08 12:20:58;172;65;45;21;5;3;5;3;2;2;3
2020-07-08 12:21:59;173;65;45;21;5;3;5;3;2;0;3
2020-07-08 12:22:58;174;65;45;22;5;3;5;3;2;0;3
2020-07-08 12:23:59;174;65;45;22;5;3;5;3;2;0;3
2020-07-08 12:24:58;175;66;45;22;5;3;5;3;2;0;3
2020-07-08 12:25:59;175;66;45;22;5;3;5;3;2;0;3
2020-07-08 12:26:58;176;67;45;22;5;3;5;3;2;0;3
2020-07-08 12:27:59;176;67;45;22;5;3;5;3;2;0;3
2020-07-08 12:28:59;176;67;45;22;5;3;5;3;2;0;3
2020-07-08 12:29:58;176;67;45;22;5;3;5;3;2;0;3
2020-07-08 12:30:59;179;69;45;22;5;3;5;3;2;0;3
2020-07-08 12:31:58;179;69;45;22;5;3;5;3;2;0;3
2020-07-08 12:32:59;179;69;45;22;5;3;5;3;2;0;3
2020-07-08 12:33:59;181;69;47;22;5;3;5;3;2;0;3
2020-07-08 12:34:58;180;69;46;22;5;3;5;3;2;0;3
2020-07-08 12:35:59;180;69;46;22;5;3;5;3;2;0;3
2020-07-08 12:36:58;182;71;46;22;5;3;5;3;2;0;3
2020-07-08 12:37:59;182;71;46;22;5;3;5;3;2;0;3
2020-07-08 12:38:58;182;71;46;22;5;3;5;3;2;0;3
2020-07-08 12:39:59;183;71;46;22;6;3;5;3;2;0;3
2020-07-08 12:40:58;183;71;46;22;6;3;5;3;2;0;3
2020-07-08 12:41:59;184;72;46;22;6;3;5;3;2;0;3
2020-07-08 12:42:58;184;72;46;22;6;3;5;3;2;0;3
2020-07-08 12:43:59;184;72;46;22;6;3;5;3;2;0;3
2020-07-08 12:44:59;184;72;46;22;6;3;5;3;2;0;3
2020-07-08 12:45:58;185;72;47;21;6;4;5;3;2;0;3
2020-07-08 12:46:59;185;72;47;21;6;4;5;3;2;0;3
2020-07-08 12:47:58;185;73;47;20;6;4;5;3;2;0;3
2020-07-08 12:48:59;185;73;47;20;6;4;5;3;2;0;3
2020-07-08 12:49:59;185;73;47;20;6;4;5;3;2;0;3
2020-07-08 12:50:58;185;73;47;20;6;4;5;3;2;0;3
2020-07-08 12:51:59;185;73;47;20;6;4;5;3;2;0;3
2020-07-08 12:52:58;185;73;47;20;6;4;5;3;2;0;3
2020-07-08 12:54:00;185;73;47;20;6;4;5;3;2;0;3
2020-07-08 12:54:58;185;73;47;20;6;4;5;3;2;0;3
2020-07-08 12:55:59;185;73;47;20;6;4;5;3;2;0;3
2020-07-08 12:56:59;186;74;47;20;6;4;5;3;2;0;3
2020-07-08 12:57:58;186;74;47;20;6;4;5;3;2;0;3
2020-07-08 12:58:59;186;74;47;20;6;4;5;3;2;0;3
2020-07-08 12:59:58;186;74;47;20;6;4;5;3;2;0;3
2020-07-08 13:00:59;186;74;47;20;6;4;5;3;2;0;3
2020-07-08 13:01:58;186;74;47;20;6;4;5;3;2;0;3
2020-07-08 13:02:59;186;74;47;20;6;4;5;3;2;0;3
2020-07-08 13:03:58;187;74;47;21;6;4;5;3;2;0;3
2020-07-08 13:04:59;188;75;47;21;6;4;5;3;2;0;3
2020-07-08 13:05:59;188;75;47;21;6;4;5;3;2;0;3
2020-07-08 13:06:58;188;75;47;21;6;4;5;3;2;0;3
