datetime;total_votes;Kolbasevich;solariz;pupsique;Der_Sturmer;Fatbrain;Hmmm;brammator;ante;praktik;Goinsane
2019-06-19 13:25:59;178;46;54;13;5;17;6;0;8;7;3
2019-06-19 13:26:58;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:27:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:28:58;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:29:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:30:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:31:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:32:58;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:33:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:34:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:35:58;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:36:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:37:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:38:58;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:39:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:40:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:41:58;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:42:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:43:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:44:58;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:45:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:46:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:47:58;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:48:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:49:59;179;46;54;14;5;17;6;0;8;7;3
2019-06-19 13:50:58;180;46;55;14;5;17;6;0;8;7;3
2019-06-19 13:51:59;181;46;55;14;5;17;6;0;8;7;3
2019-06-19 13:52:58;182;47;55;14;5;17;6;0;8;7;3
2019-06-19 13:53:59;182;47;55;14;5;17;6;0;8;7;3
2019-06-19 13:54:59;183;48;55;14;5;17;6;0;8;7;3
2019-06-19 13:55:58;183;48;55;14;5;17;6;0;8;7;3
2019-06-19 13:56:59;183;48;55;14;5;17;6;0;8;7;3
2019-06-19 13:57:59;183;48;55;14;5;17;6;0;8;7;3
2019-06-19 13:58:58;183;48;55;14;5;17;6;0;8;7;3
2019-06-19 13:59:59;183;48;55;14;5;17;6;0;8;7;3
2019-06-19 14:00:59;183;48;55;14;5;17;6;0;8;7;3
2019-06-19 14:01:58;183;48;55;14;5;17;6;0;8;7;3
2019-06-19 14:02:59;183;49;54;14;5;17;6;0;8;7;3
2019-06-19 14:03:59;183;49;54;14;5;17;6;0;8;7;3
2019-06-19 14:04:58;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:05:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:06:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:07:58;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:08:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:09:58;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:10:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:11:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:12:58;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:13:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:14:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:15:58;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:16:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:17:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:18:58;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:19:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:20:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:21:58;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:22:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:23:58;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:24:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:25:58;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:26:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:27:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:28:58;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:29:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:30:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:31:59;184;49;55;14;5;17;6;0;8;7;3
2019-06-19 14:32:58;186;49;56;15;5;17;6;0;8;7;3
2019-06-19 14:33:59;186;49;56;15;5;17;6;0;8;7;3
2019-06-19 14:34:59;186;49;56;15;5;17;6;0;8;7;3
2019-06-19 14:35:58;186;49;56;15;5;17;6;0;8;7;3
2019-06-19 14:36:59;186;49;56;15;5;17;6;0;8;7;3
2019-06-19 14:37:59;187;50;56;15;5;17;6;0;8;7;3
2019-06-19 14:38:58;187;50;56;15;5;17;6;0;8;7;3
2019-06-19 14:39:59;187;50;56;15;5;17;6;0;8;7;3
2019-06-19 14:40:59;187;50;56;15;5;17;6;0;8;7;3
2019-06-19 14:41:58;187;50;56;15;5;17;6;0;8;7;3
2019-06-19 14:42:59;187;50;56;15;5;17;6;0;8;7;3
2019-06-19 14:43:59;187;50;56;15;5;17;6;0;8;7;3
2019-06-19 14:44:58;187;50;56;15;5;17;6;0;8;7;3
2019-06-19 14:45:59;188;50;56;15;5;17;7;0;8;7;3
2019-06-19 14:46:58;188;50;56;15;5;17;7;0;8;7;3
2019-06-19 14:47:59;188;50;56;15;5;17;7;0;8;7;3
2019-06-19 14:48:58;188;50;56;15;5;17;7;0;8;7;3
2019-06-19 14:49:59;188;50;56;15;5;17;7;0;8;7;3
2019-06-19 14:50:59;188;50;56;15;5;17;7;0;8;7;3
2019-06-19 14:51:58;188;50;56;15;5;17;7;0;8;7;3
2019-06-19 14:52:59;188;50;56;15;5;17;7;0;8;7;3
2019-06-19 14:53:58;188;50;56;15;5;17;7;0;8;7;3
2019-06-19 14:54:59;189;50;57;15;5;17;7;0;8;7;3
2019-06-19 14:55:59;189;50;57;15;5;17;7;0;8;7;3
2019-06-19 14:56:58;189;50;57;15;5;17;7;0;8;7;3
2019-06-19 14:57:59;189;50;57;15;5;17;7;0;8;7;3
2019-06-19 14:58:59;189;50;57;15;5;17;7;0;8;7;3
2019-06-19 14:59:58;190;50;58;15;5;17;7;0;8;7;3
2019-06-19 15:00:59;190;50;58;15;5;17;7;0;8;7;3
2019-06-19 15:01:59;190;50;58;15;5;17;7;0;8;7;3
2019-06-19 15:02:58;191;50;58;15;5;17;8;0;8;7;3
2019-06-19 15:03:59;191;50;58;15;5;17;8;0;8;7;3
2019-06-19 15:04:59;191;50;58;15;5;17;8;0;8;7;3
2019-06-19 15:05:58;193;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:06:59;193;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:07:59;193;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:08:58;193;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:09:59;193;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:10:59;193;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:11:58;193;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:12:59;193;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:13:58;193;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:14:59;193;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:15:59;194;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:16:58;194;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:17:59;194;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:18:59;194;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:19:58;194;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:20:59;194;50;60;15;5;17;8;0;8;7;3
2019-06-19 15:21:59;195;50;61;15;5;17;8;0;8;7;3
2019-06-19 15:22:58;196;50;62;15;5;17;8;0;8;7;3
2019-06-19 15:23:59;196;50;62;15;5;17;8;0;8;7;3
2019-06-19 15:24:59;196;50;62;15;5;17;8;0;8;7;3
2019-06-19 15:25:58;196;50;62;15;5;17;8;0;8;7;3
2019-06-19 15:26:59;196;50;62;15;5;17;8;0;8;7;3
2019-06-19 15:27:59;196;50;62;15;5;17;8;0;8;7;3
2019-06-19 15:28:58;197;50;63;15;5;17;8;0;8;7;3
2019-06-19 15:29:59;198;50;64;15;5;17;8;0;8;7;3
2019-06-19 15:30:59;198;50;64;15;5;17;8;0;8;7;3
2019-06-19 15:31:58;198;50;64;15;5;17;8;0;8;7;3
2019-06-19 15:32:59;199;50;64;16;5;17;8;0;8;7;3
2019-06-19 15:33:58;200;50;65;16;5;17;8;0;8;7;3
2019-06-19 15:34:59;201;50;65;17;5;17;8;0;8;7;3
2019-06-19 15:35:59;201;50;65;17;5;17;8;0;8;7;3
2019-06-19 15:36:58;201;50;65;17;5;17;8;0;8;7;3
2019-06-19 15:37:59;202;51;64;17;6;17;8;0;8;7;3
2019-06-19 15:38:59;203;51;64;17;7;17;8;0;8;7;3
2019-06-19 15:39:58;203;51;64;17;8;17;8;0;8;6;3
2019-06-19 15:40:59;203;51;64;17;8;17;8;0;8;6;3
2019-06-19 15:41:59;203;51;64;17;8;17;8;0;8;6;3
2019-06-19 15:42:58;203;51;64;17;8;17;8;0;8;6;3
2019-06-19 15:43:59;203;51;64;17;8;17;8;0;8;6;3
2019-06-19 15:44:59;203;51;64;16;9;17;8;0;8;6;3
2019-06-19 15:45:58;203;51;64;16;9;17;8;0;8;6;3
2019-06-19 15:46:59;204;51;65;16;9;17;8;0;8;6;3
2019-06-19 15:47:59;206;53;65;16;9;17;8;0;8;6;3
2019-06-19 15:48:58;209;54;66;16;10;17;8;0;8;6;3
2019-06-19 15:49:59;209;54;66;16;10;17;8;0;8;6;3
2019-06-19 15:50:59;209;54;66;16;10;17;8;0;8;6;3
2019-06-19 15:51:58;210;54;67;16;10;17;8;0;8;6;3
2019-06-19 15:52:59;210;54;67;16;10;17;8;0;8;6;3
2019-06-19 15:53:59;210;54;67;16;10;17;8;0;8;6;3
2019-06-19 15:54:58;210;54;67;16;10;17;8;0;8;6;3
2019-06-19 15:55:59;210;54;67;16;10;17;8;0;8;6;3
2019-06-19 15:56:58;211;54;67;16;11;17;8;0;8;6;3
2019-06-19 15:57:59;212;55;67;16;11;17;8;0;8;6;3
2019-06-19 15:58:59;213;55;68;16;11;17;8;0;8;6;3
2019-06-19 15:59:58;214;55;69;16;11;17;8;0;8;6;3
2019-06-19 16:00:59;214;55;69;16;11;17;8;0;8;6;3
2019-06-19 16:01:58;214;55;69;16;11;17;8;0;8;6;3
2019-06-19 16:02:59;215;56;69;16;11;17;8;0;8;6;3
2019-06-19 16:04:00;218;58;70;16;11;17;8;0;8;6;3
2019-06-19 16:04:58;218;57;71;16;11;17;8;0;8;6;3
2019-06-19 16:05:59;218;56;72;16;11;17;8;0;8;6;3
2019-06-19 16:06:58;218;56;72;16;11;17;8;0;8;6;3
2019-06-19 16:07:59;218;56;72;16;11;17;8;0;8;6;3
2019-06-19 16:08:59;218;56;72;16;11;17;8;0;8;6;3
2019-06-19 16:09:58;218;56;72;16;11;17;8;0;8;6;3
2019-06-19 16:10:59;218;56;72;16;11;17;8;0;8;6;3
2019-06-19 16:11:59;218;56;72;16;11;17;8;0;8;6;3
2019-06-19 16:12:58;219;57;72;16;11;17;8;0;8;6;3
2019-06-19 16:13:59;219;57;72;16;11;17;8;0;8;6;3
2019-06-19 16:14:59;219;57;72;16;11;17;8;0;8;6;3
2019-06-19 16:15:59;219;57;72;16;11;17;8;0;8;6;3
2019-06-19 16:16:58;220;57;73;16;11;17;8;0;8;6;3
2019-06-19 16:17:59;221;57;73;16;12;17;8;0;8;6;3
2019-06-19 16:18:59;221;57;73;16;12;17;8;0;8;6;3
2019-06-19 16:19:58;221;57;73;16;12;17;8;0;8;6;3
2019-06-19 16:20:59;221;57;73;16;12;17;8;0;8;6;3
2019-06-19 16:21:59;221;57;73;16;12;17;8;0;8;6;3
2019-06-19 16:22:58;221;57;73;16;12;17;8;0;8;6;3
2019-06-19 16:23:59;222;57;73;16;12;18;8;0;8;6;3
2019-06-19 16:24:59;222;57;73;16;12;18;8;0;8;6;3
2019-06-19 16:25:58;222;57;73;16;12;18;8;0;8;6;3
2019-06-19 16:26:59;222;57;73;16;12;18;8;0;8;6;3
2019-06-19 16:27:59;222;57;73;16;12;18;8;0;8;6;3
2019-06-19 16:28:58;222;56;74;16;12;18;8;0;8;6;3
2019-06-19 16:29:59;223;57;74;16;12;18;8;0;8;6;3
2019-06-19 16:30:59;222;56;74;16;12;18;8;0;8;6;3
2019-06-19 16:31:58;221;56;74;16;12;18;8;0;8;5;3
2019-06-19 16:32:59;222;56;74;16;13;18;8;0;8;5;3
2019-06-19 16:33:58;223;57;74;16;13;18;8;0;8;5;3
2019-06-19 16:34:59;223;57;74;16;13;18;8;0;8;5;3
2019-06-19 16:35:59;224;57;74;17;13;18;8;0;8;5;3
2019-06-19 16:36:58;224;57;74;17;13;18;8;0;8;5;3
2019-06-19 16:37:59;226;59;74;17;13;18;8;0;8;5;3
2019-06-19 16:38:59;227;59;75;17;13;18;8;0;8;5;3
2019-06-19 16:39:58;228;60;75;17;13;18;8;0;8;5;3
2019-06-19 16:40:59;228;60;75;17;13;18;8;0;8;5;3
2019-06-19 16:41:59;229;61;75;17;13;18;8;0;8;5;3
2019-06-19 16:42:59;229;61;75;17;13;18;8;0;8;5;3
2019-06-19 16:43:58;229;61;75;17;13;18;8;0;8;5;3
2019-06-19 16:44:59;229;61;75;17;13;18;8;0;8;5;3
2019-06-19 16:45:58;229;61;75;17;13;18;8;0;8;5;3
2019-06-19 16:46:59;229;61;75;17;13;18;8;0;8;5;3
2019-06-19 16:47:59;230;61;76;17;13;18;8;0;8;5;3
2019-06-19 16:48:58;232;63;76;17;13;18;8;0;8;5;3
2019-06-19 16:49:59;233;64;76;17;13;18;8;0;8;5;3
2019-06-19 16:50:58;235;64;77;17;14;18;8;0;8;5;3
2019-06-19 16:51:59;235;64;77;17;14;18;8;0;8;5;3
2019-06-19 16:52:59;235;64;77;17;14;18;8;0;8;5;3
2019-06-19 16:53:58;236;64;78;17;14;18;8;0;8;5;3
2019-06-19 16:54:59;237;65;78;17;14;18;8;0;8;5;3
2019-06-19 16:55:59;239;67;78;17;14;18;8;0;8;5;3
2019-06-19 16:56:58;240;68;78;17;14;18;8;0;8;5;3
2019-06-19 16:57:59;240;68;78;17;14;18;8;0;8;5;3
2019-06-19 16:58:59;240;67;79;17;14;18;8;0;8;5;3
2019-06-19 16:59:59;240;67;79;17;14;18;8;0;8;5;3
2019-06-19 17:00:58;240;67;79;17;14;18;8;0;8;5;3
2019-06-19 17:01:59;240;67;79;17;14;18;8;0;8;5;3
2019-06-19 17:02:58;240;67;79;17;14;18;8;0;8;5;3
2019-06-19 17:03:59;240;67;79;17;14;18;8;0;8;5;3
2019-06-19 17:04:59;241;67;80;17;14;18;8;0;8;5;3
2019-06-19 17:05:59;241;67;80;17;14;18;8;0;8;5;3
2019-06-19 17:06:58;241;67;80;17;14;18;8;0;8;5;3
2019-06-19 17:07:59;241;67;80;17;14;18;8;0;8;5;3
2019-06-19 17:08:59;241;67;80;17;14;18;8;0;8;5;3
2019-06-19 17:09:58;241;67;80;17;14;18;8;0;8;5;3
2019-06-19 17:10:59;241;67;80;17;14;18;8;0;8;5;3
2019-06-19 17:11:59;241;67;80;17;14;18;8;0;8;5;3
2019-06-19 17:12:58;241;67;80;17;14;18;8;0;8;5;3
2019-06-19 17:13:59;241;67;80;17;14;18;8;0;8;5;3
2019-06-19 17:14:59;241;66;80;17;14;18;9;0;8;5;3
2019-06-19 17:15:58;242;66;81;17;14;18;9;0;8;5;3
2019-06-19 17:16:59;242;66;81;17;14;18;9;0;8;5;3
2019-06-19 17:17:59;243;66;82;17;14;18;9;0;8;5;3
2019-06-19 17:18:58;243;66;82;17;14;18;9;0;8;5;3
2019-06-19 17:19:59;243;66;82;17;14;18;9;0;8;5;3
2019-06-19 17:20:59;243;67;82;17;14;17;9;0;8;5;3
2019-06-19 17:21:58;245;67;84;17;14;17;9;0;8;5;3
2019-06-19 17:22:59;246;67;85;17;14;17;9;0;8;5;3
2019-06-19 17:23:59;246;67;85;17;14;17;9;0;8;5;3
2019-06-19 17:24:58;246;67;85;17;14;17;9;0;8;5;3
2019-06-19 17:25:59;246;66;86;17;14;17;9;0;8;5;3
2019-06-19 17:26:59;246;66;86;17;14;17;9;0;8;5;3
2019-06-19 17:27:58;247;66;87;17;14;17;9;0;8;5;3
2019-06-19 17:28:59;248;67;87;17;14;17;9;0;8;5;3
2019-06-19 17:29:59;248;67;87;17;14;17;9;0;8;5;3
2019-06-19 17:30:58;249;67;88;17;14;17;9;0;8;5;3
2019-06-19 17:31:59;249;67;88;17;14;17;9;0;8;5;3
2019-06-19 17:32:59;249;67;88;17;14;17;9;0;8;5;3
2019-06-19 17:33:58;249;67;88;17;14;17;9;0;8;5;3
2019-06-19 17:34:59;249;67;88;17;14;17;9;0;8;5;3
2019-06-19 17:35:59;249;67;88;17;14;17;9;0;8;5;3
2019-06-19 17:37:00;250;67;88;18;14;17;9;0;8;5;3
2019-06-19 17:37:58;250;67;88;18;14;17;9;0;8;5;3
2019-06-19 17:38:59;250;67;88;18;14;17;9;0;8;5;3
2019-06-19 17:39:59;250;67;88;18;14;17;10;2;8;5;3
2019-06-19 17:40:58;250;67;88;18;14;17;10;2;8;5;3
2019-06-19 17:41:59;251;67;89;18;14;17;10;2;8;5;3
2019-06-19 17:42:58;251;67;89;18;14;17;10;2;8;5;3
2019-06-19 17:43:59;251;67;89;18;14;17;10;2;8;5;3
2019-06-19 17:44:59;251;67;89;18;14;17;10;2;8;5;3
2019-06-19 17:45:58;252;67;90;18;15;17;10;2;8;5;3
2019-06-19 17:46:59;252;67;90;18;15;17;10;2;8;5;3
2019-06-19 17:47:59;252;67;90;18;15;17;10;2;8;5;3
2019-06-19 17:48:58;253;67;91;18;15;17;10;2;8;5;3
2019-06-19 17:49:59;254;67;92;18;15;17;10;2;8;5;3
2019-06-19 17:50:59;254;67;92;18;15;17;10;2;8;5;3
2019-06-19 17:51:59;255;67;92;18;16;17;10;2;8;5;3
2019-06-19 17:52:58;255;67;92;18;16;17;10;2;8;5;3
2019-06-19 17:53:59;255;67;92;18;16;17;10;2;8;5;3
2019-06-19 17:54:59;256;67;92;19;16;17;10;2;8;5;3
2019-06-19 17:55:58;256;67;93;19;16;16;10;2;8;5;3
2019-06-19 17:56:59;257;67;93;19;17;16;10;2;8;5;3
2019-06-19 17:57:59;257;67;93;19;17;16;10;2;8;5;3
2019-06-19 17:58:58;257;67;93;19;17;16;10;2;8;5;3
2019-06-19 17:59:59;257;67;93;19;17;16;10;2;8;5;3
2019-06-19 18:00:58;257;67;93;19;17;16;10;2;8;5;3
2019-06-19 18:01:59;257;67;93;19;17;16;10;2;8;5;3
2019-06-19 18:02:59;257;67;93;19;17;16;10;2;8;5;3
2019-06-19 18:03:59;257;67;93;18;17;16;10;2;8;5;3
2019-06-19 18:04:58;258;67;93;18;17;16;10;2;8;5;3
2019-06-19 18:05:59;259;67;94;18;17;16;10;2;8;5;3
2019-06-19 18:06:58;259;67;94;18;17;16;10;2;8;5;3
2019-06-19 18:07:59;259;67;94;18;17;16;10;2;8;5;3
2019-06-19 18:08:59;259;67;94;18;17;16;10;2;8;5;3
2019-06-19 18:09:58;259;67;94;18;17;16;10;2;8;5;3
2019-06-19 18:10:59;260;67;94;18;18;16;10;2;8;5;3
2019-06-19 18:11:59;260;67;94;18;18;16;10;2;8;5;3
2019-06-19 18:12:58;260;67;94;18;18;16;10;2;8;5;3
2019-06-19 18:13:59;259;67;94;18;18;16;10;2;8;4;3
2019-06-19 18:14:59;259;67;94;18;18;16;10;2;8;4;3
2019-06-19 18:15:58;260;67;94;18;19;16;10;2;8;4;3
2019-06-19 18:16:59;262;68;95;18;19;16;10;2;8;4;3
2019-06-19 18:17:59;262;67;95;19;19;16;10;2;8;4;3
2019-06-19 18:18:58;262;67;95;19;19;16;10;2;8;4;3
2019-06-19 18:19:59;262;67;95;19;19;16;10;2;8;4;3
2019-06-19 18:20:59;262;67;95;19;19;16;10;2;8;4;3
2019-06-19 18:21:58;262;67;95;19;19;16;10;2;8;4;3
2019-06-19 18:22:59;262;67;95;19;19;16;10;2;8;4;3
2019-06-19 18:23:59;262;67;95;19;19;16;10;2;8;4;3
2019-06-19 18:24:58;262;67;95;19;19;16;10;2;8;4;3
2019-06-19 18:25:59;262;67;95;19;19;16;10;2;8;4;3
2019-06-19 18:26:58;262;67;95;19;19;16;10;2;8;4;3
2019-06-19 18:27:59;262;67;95;19;19;16;10;2;8;4;3
2019-06-19 18:28:59;263;67;95;19;19;17;10;2;8;4;3
2019-06-19 18:29:58;264;67;96;19;19;17;10;2;8;4;3
2019-06-19 18:30:59;264;67;96;19;19;17;10;2;8;4;3
2019-06-19 18:31:59;264;67;96;19;19;17;10;2;8;4;3
2019-06-19 18:32:58;265;67;97;19;19;17;10;2;8;4;3
2019-06-19 18:33:59;265;67;97;19;19;17;10;2;8;4;3
2019-06-19 18:34:59;266;67;98;19;19;17;10;2;8;4;3
2019-06-19 18:35:58;267;67;99;19;19;17;10;2;8;4;3
2019-06-19 18:36:59;267;67;99;19;19;17;10;2;8;4;3
2019-06-19 18:37:59;268;67;99;19;20;17;10;2;8;4;3
2019-06-19 18:39:00;268;67;99;19;20;17;10;2;8;4;3
2019-06-19 18:39:58;268;67;99;19;20;17;10;2;8;4;3
2019-06-19 18:40:59;268;67;99;19;20;17;10;2;8;4;3
2019-06-19 18:41:59;269;67;100;19;20;17;10;2;8;4;3
2019-06-19 18:42:58;268;67;100;19;20;16;10;2;8;4;3
2019-06-19 18:43:59;268;67;100;19;20;16;10;2;8;4;3
2019-06-19 18:44:59;269;67;101;19;20;16;10;2;8;4;3
2019-06-19 18:45:58;269;67;101;19;20;16;10;2;8;4;3
2019-06-19 18:46:59;269;67;101;19;20;16;10;2;8;4;3
2019-06-19 18:47:59;269;67;101;19;20;16;10;2;8;4;3
2019-06-19 18:48:58;269;67;101;19;20;16;10;2;8;4;3
2019-06-19 18:49:59;269;67;101;19;20;16;10;2;8;4;3
2019-06-19 18:50:59;269;67;101;19;20;16;10;2;8;4;3
2019-06-19 18:51:58;269;67;101;19;20;16;10;2;8;4;3
2019-06-19 18:52:59;269;67;101;19;20;16;10;2;8;4;3
2019-06-19 18:53:59;269;67;101;19;20;16;10;2;8;4;3
2019-06-19 18:54:58;269;67;101;19;20;16;10;2;8;4;3
2019-06-19 18:55:59;269;67;101;19;20;16;10;2;8;4;3
2019-06-19 18:56:58;270;67;102;19;20;16;10;2;8;4;3
2019-06-19 18:57:59;270;67;102;19;20;16;10;2;8;4;3
2019-06-19 18:58:59;270;67;102;19;20;16;10;2;8;4;3
2019-06-19 18:59:58;270;67;102;19;20;16;10;2;8;4;3
2019-06-19 19:00:59;270;67;102;19;20;16;10;2;8;4;3
2019-06-19 19:01:59;270;67;102;19;20;16;10;2;8;4;3
2019-06-19 19:02:58;271;67;103;19;20;16;10;2;8;4;3
2019-06-19 19:03:59;271;67;103;19;20;16;10;2;8;4;3
2019-06-19 19:04:59;272;67;104;19;20;16;10;2;8;4;3
2019-06-19 19:05:58;272;67;104;19;20;16;10;2;8;4;3
2019-06-19 19:06:59;272;67;104;19;20;16;10;2;8;4;3
2019-06-19 19:07:59;273;67;105;19;20;16;10;2;8;4;3
2019-06-19 19:08:58;273;67;105;19;20;16;10;2;8;4;3
2019-06-19 19:09:59;273;67;105;19;20;16;10;2;8;4;3
2019-06-19 19:10:58;273;67;105;19;20;16;10;2;8;4;3
2019-06-19 19:11:59;273;67;105;19;20;16;10;2;8;4;3
2019-06-19 19:12:59;273;67;105;19;21;16;10;2;8;4;3
2019-06-19 19:13:58;274;67;105;20;21;16;10;2;8;4;3
2019-06-19 19:14:59;274;67;105;20;21;16;10;2;8;4;3
2019-06-19 19:15:58;275;67;105;20;21;16;11;2;8;4;3
2019-06-19 19:16:59;276;67;106;20;21;16;11;2;8;4;3
2019-06-19 19:17:58;277;67;106;20;22;16;11;2;8;4;3
2019-06-19 19:18:59;278;68;106;20;22;16;11;2;8;4;3
2019-06-19 19:19:59;279;68;107;20;22;16;11;2;8;4;3
2019-06-19 19:20:58;279;68;107;20;22;16;11;2;8;4;3
2019-06-19 19:21:59;279;68;107;20;22;16;11;2;8;4;3
2019-06-19 19:22:59;279;68;107;20;22;16;11;2;8;4;3
2019-06-19 19:23:58;278;67;107;20;23;15;11;2;8;4;3
2019-06-19 19:24:59;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:25:59;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:26:58;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:27:59;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:28:58;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:29:59;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:30:59;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:31:58;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:32:59;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:33:59;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:34:58;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:35:59;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:36:58;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:37:59;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:38:59;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:39:58;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:40:59;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:41:59;277;66;107;20;23;15;11;2;8;4;3
2019-06-19 19:42:58;278;66;108;20;23;15;11;2;8;4;3
2019-06-19 19:43:59;279;66;108;21;23;15;11;2;8;4;3
2019-06-19 19:44:59;280;66;109;21;23;15;11;2;8;4;3
2019-06-19 19:45:58;280;66;109;21;23;15;11;2;8;4;3
2019-06-19 19:46:59;281;66;110;21;23;15;11;2;8;4;3
2019-06-19 19:47:58;281;66;110;21;23;15;11;2;8;4;3
2019-06-19 19:48:59;281;66;110;21;23;15;11;2;8;4;3
2019-06-19 19:49:58;281;66;110;21;23;15;11;2;8;4;3
2019-06-19 19:50:59;282;66;111;21;23;15;11;2;8;4;3
2019-06-19 19:51:59;282;66;111;21;23;15;11;2;8;4;3
2019-06-19 19:52:59;282;66;111;21;23;15;11;2;8;4;3
2019-06-19 19:53:58;283;66;112;21;23;15;11;2;8;4;3
2019-06-19 19:54:59;283;66;112;21;23;15;11;2;8;4;3
2019-06-19 19:55:59;283;66;112;21;23;15;11;2;8;4;3
2019-06-19 19:56:58;284;66;113;21;23;15;11;2;8;4;3
2019-06-19 19:57:59;284;66;113;21;23;15;11;2;8;4;3
2019-06-19 19:58:59;284;66;113;21;23;15;11;2;8;4;3
2019-06-19 19:59:58;284;66;113;21;23;15;11;2;8;4;3
2019-06-19 20:00:59;285;66;113;21;23;15;12;2;8;4;3
2019-06-19 20:01:58;285;66;113;21;23;15;12;2;8;4;3
2019-06-19 20:02:59;285;66;113;21;23;15;12;2;8;4;3
