datetime;total_votes;mahinaci9;Hactar;Volodya_FM;Yardrey;dennou;navalny;quick_justice;shamanka2_0;Mindsplitter;Haktar
2020-11-04 06:26:58;91;36;9;14;3;4;3;0;0;4;3
2020-11-04 06:27:59;91;36;9;14;3;4;3;0;0;4;3
2020-11-04 06:28:59;91;36;9;14;3;4;3;0;0;4;3
2020-11-04 06:29:58;91;36;9;14;3;4;3;0;0;4;3
2020-11-04 06:30:59;91;36;9;14;3;4;3;0;0;4;3
2020-11-04 06:31:59;91;36;9;14;3;4;3;0;0;4;3
2020-11-04 06:32:58;91;36;9;14;3;4;3;0;0;4;3
2020-11-04 06:33:59;91;36;9;14;3;4;3;0;0;4;3
2020-11-04 06:35:00;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:35:58;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:36:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:37:58;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:38:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:39:58;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:40:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:41:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:42:58;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:43:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:44:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:45:58;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:46:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:47:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:48:58;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:49:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:50:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:51:58;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:52:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:53:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:54:58;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:55:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:56:58;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:57:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:58:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 06:59:58;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 07:00:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 07:01:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 07:02:58;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 07:03:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 07:04:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 07:05:58;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 07:06:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 07:07:58;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 07:08:59;92;36;9;14;3;4;3;0;0;4;4
2020-11-04 07:09:59;93;36;9;14;3;4;3;0;0;4;4
2020-11-04 07:10:59;93;36;9;14;3;4;3;0;0;4;4
2020-11-04 07:11:58;93;36;9;14;3;4;3;0;0;4;4
2020-11-04 07:12:59;93;36;9;14;3;4;3;0;0;4;4
2020-11-04 07:13:59;94;36;10;14;3;4;3;0;0;4;4
2020-11-04 07:14:58;94;36;10;14;3;4;3;0;0;4;4
2020-11-04 07:15:59;94;36;10;14;3;4;3;0;0;4;4
2020-11-04 07:16:59;94;36;10;14;3;4;3;0;0;4;4
2020-11-04 07:17:58;94;36;10;14;3;4;3;0;0;4;4
2020-11-04 07:18:59;95;36;10;14;3;4;4;0;0;4;4
2020-11-04 07:19:59;95;36;10;14;3;4;4;0;0;4;4
2020-11-04 07:20:58;95;36;10;14;3;4;4;0;0;4;4
2020-11-04 07:21:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:22:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:23:58;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:24:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:25:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:26:58;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:27:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:28:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:29:58;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:30:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:31:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:32:58;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:33:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:34:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:35:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:36:58;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:37:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:38:58;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:39:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:40:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:41:58;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:42:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:44:00;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:44:58;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:45:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:46:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:47:58;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:48:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:49:59;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:50:58;96;36;10;15;3;4;4;0;0;4;4
2020-11-04 07:51:59;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 07:52:59;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 07:53:58;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 07:54:59;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 07:56:00;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 07:56:58;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 07:57:59;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 07:58:58;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 07:59:59;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 08:00:59;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 08:01:58;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 08:02:59;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 08:03:59;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 08:04:58;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 08:05:59;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 08:06:58;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 08:07:59;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 08:08:59;97;37;10;15;3;4;4;0;0;4;4
2020-11-04 08:09:58;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:10:59;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:11:59;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:12:58;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:13:59;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:14:59;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:15:58;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:16:59;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:17:59;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:18:59;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:19:58;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:20:59;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:21:59;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:22:58;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:23:59;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:24:58;98;37;11;15;3;4;4;0;0;4;4
2020-11-04 08:25:59;99;37;11;16;3;4;4;0;0;4;4
2020-11-04 08:26:59;100;37;11;16;3;4;4;0;0;4;5
2020-11-04 08:27:59;100;37;11;16;3;4;4;0;0;4;5
2020-11-04 08:28:58;100;37;11;16;3;4;4;0;0;4;5
2020-11-04 08:29:59;100;37;11;16;3;4;4;0;0;4;5
2020-11-04 08:30:59;101;37;11;17;3;4;4;0;0;4;5
2020-11-04 08:31:58;101;37;11;17;3;4;4;0;0;4;5
2020-11-04 08:32:59;101;37;11;17;3;4;4;0;0;4;5
2020-11-04 08:33:59;101;37;11;17;3;4;4;0;0;4;5
2020-11-04 08:34:58;101;37;11;17;3;4;4;0;0;4;5
2020-11-04 08:35:59;101;37;11;17;3;4;4;0;0;4;5
2020-11-04 08:36:59;101;37;12;17;3;4;4;0;0;4;4
2020-11-04 08:37:58;101;37;12;17;3;4;4;0;0;4;4
2020-11-04 08:38:59;101;37;12;17;3;4;4;0;0;4;4
2020-11-04 08:40:00;102;37;12;18;3;4;4;0;0;4;4
2020-11-04 08:40:58;102;37;12;18;3;4;4;0;0;4;4
2020-11-04 08:41:59;102;37;12;18;3;4;4;0;0;4;4
2020-11-04 08:42:58;101;37;12;18;3;4;4;2;0;4;4
2020-11-04 08:43:59;101;37;12;18;3;4;4;2;0;4;4
2020-11-04 08:44:59;102;37;13;18;3;4;4;2;0;4;4
2020-11-04 08:46:00;102;37;13;18;3;4;4;2;0;4;4
2020-11-04 08:46:58;102;37;13;18;3;4;4;2;0;4;4
2020-11-04 08:47:59;102;37;13;18;3;4;4;2;0;4;4
2020-11-04 08:48:58;102;37;13;18;3;4;4;2;0;4;4
2020-11-04 08:49:59;102;37;13;18;3;4;4;2;0;4;4
2020-11-04 08:50:59;102;37;13;18;3;4;4;2;0;4;4
2020-11-04 08:51:58;102;37;13;18;3;4;4;2;0;4;4
2020-11-04 08:52:59;102;37;13;18;3;4;4;2;0;4;4
2020-11-04 08:53:59;102;37;13;18;3;4;4;2;0;4;4
2020-11-04 08:54:58;102;37;13;18;3;4;4;2;0;4;4
2020-11-04 08:55:59;102;37;13;18;3;4;4;2;0;4;4
2020-11-04 08:56:59;102;37;13;18;3;4;4;2;0;4;4
2020-11-04 08:57:58;102;37;13;18;3;4;4;2;0;4;4
2020-11-04 08:58:59;103;38;13;18;3;4;4;2;0;4;4
2020-11-04 08:59:59;103;38;13;18;3;4;4;2;0;4;4
2020-11-04 09:00:58;103;38;13;18;3;4;4;2;0;4;4
2020-11-04 09:01:59;103;38;13;18;3;4;4;2;0;4;4
2020-11-04 09:02:59;103;38;13;18;3;4;4;2;0;4;4
2020-11-04 09:03:58;104;38;13;19;3;4;4;2;0;4;4
2020-11-04 09:04:59;104;38;13;19;3;4;4;2;0;4;4
2020-11-04 09:05:59;104;38;13;19;3;4;4;2;0;4;4
2020-11-04 09:06:58;104;38;13;19;3;4;4;2;0;4;4
2020-11-04 09:07:59;105;38;13;19;3;5;4;2;0;4;4
2020-11-04 09:08:59;105;38;13;19;3;5;4;2;0;4;4
2020-11-04 09:09:58;105;38;13;19;3;5;4;2;0;4;4
2020-11-04 09:10:59;105;38;13;19;3;5;4;2;0;4;4
2020-11-04 09:11:59;105;38;13;19;3;5;4;2;0;4;4
2020-11-04 09:12:58;105;38;13;19;3;5;4;2;0;4;4
2020-11-04 09:13:59;106;39;13;19;3;5;4;2;0;4;4
2020-11-04 09:14:59;106;39;13;19;3;5;4;2;0;4;4
2020-11-04 09:15:58;106;39;13;19;3;5;4;2;0;4;4
2020-11-04 09:16:59;107;39;14;19;3;5;4;2;0;4;4
2020-11-04 09:17:59;109;40;15;19;3;5;4;2;0;4;4
2020-11-04 09:18:58;109;40;15;19;3;5;4;2;0;4;4
2020-11-04 09:19:59;110;41;15;19;3;5;4;2;0;4;4
2020-11-04 09:20:59;111;41;15;19;4;5;4;0;0;4;4
2020-11-04 09:21:58;111;41;15;19;4;5;4;0;0;4;4
2020-11-04 09:22:59;111;41;15;19;4;5;4;0;0;4;4
2020-11-04 09:23:59;111;41;15;19;4;5;4;0;0;4;4
2020-11-04 09:25:00;111;41;15;19;4;5;4;0;0;4;4
2020-11-04 09:25:58;111;41;15;19;4;5;4;0;0;4;4
2020-11-04 09:26:59;111;41;15;19;4;5;4;0;0;4;4
2020-11-04 09:27:58;112;41;15;19;4;5;4;0;0;4;5
2020-11-04 09:28:59;112;41;15;19;4;5;4;0;0;4;5
2020-11-04 09:29:59;112;41;15;19;4;5;4;0;0;4;5
2020-11-04 09:30:58;113;42;15;19;4;5;4;0;0;4;5
2020-11-04 09:31:59;113;42;15;19;4;5;4;0;0;4;5
2020-11-04 09:32:59;113;42;15;19;4;5;4;0;0;4;5
2020-11-04 09:33:58;113;42;15;19;4;5;4;0;0;4;5
2020-11-04 09:34:59;113;42;15;19;4;5;4;0;0;4;5
2020-11-04 09:35:59;113;42;15;19;4;5;4;0;0;4;5
2020-11-04 09:36:58;113;42;15;19;4;5;4;0;0;4;5
2020-11-04 09:37:59;113;42;15;19;4;5;4;0;0;4;5
2020-11-04 09:38:59;114;42;15;19;4;5;4;2;0;4;5
2020-11-04 09:39:58;114;42;15;19;4;5;4;2;0;4;5
2020-11-04 09:40:59;114;42;15;19;4;5;4;2;0;4;5
2020-11-04 09:41:59;115;42;16;19;4;5;4;2;0;4;5
2020-11-04 09:42:58;115;42;16;19;4;5;4;2;0;4;5
2020-11-04 09:43:59;115;42;16;19;4;5;4;2;0;4;5
2020-11-04 09:44:58;115;42;16;19;4;5;4;2;0;4;5
2020-11-04 09:45:59;115;42;16;19;4;5;4;2;0;4;5
2020-11-04 09:46:59;115;42;16;19;4;5;4;2;0;4;5
2020-11-04 09:47:59;115;42;16;19;4;5;4;2;0;4;5
2020-11-04 09:48:58;116;42;16;20;4;5;4;2;0;4;5
2020-11-04 09:49:59;116;42;16;20;4;5;4;2;0;4;5
2020-11-04 09:50:58;116;42;16;20;4;5;4;2;0;4;5
2020-11-04 09:51:59;117;42;16;20;4;5;4;2;0;4;5
2020-11-04 09:52:59;117;42;16;20;4;5;4;2;0;4;5
2020-11-04 09:53:58;117;42;16;20;4;5;4;2;0;4;5
2020-11-04 09:54:59;117;42;16;20;4;5;4;2;0;4;5
2020-11-04 09:55:59;117;42;16;20;4;5;4;2;0;4;5
2020-11-04 09:56:58;117;42;16;20;4;5;4;2;0;4;5
2020-11-04 09:57:59;118;43;16;20;4;5;4;2;0;4;5
2020-11-04 09:58:59;118;43;16;20;4;5;4;2;0;4;5
2020-11-04 09:59:58;118;43;16;20;4;5;4;2;0;4;5
2020-11-04 10:00:59;118;43;16;20;4;5;4;2;0;4;5
2020-11-04 10:01:59;118;43;16;20;4;5;4;2;0;4;5
2020-11-04 10:02:58;119;43;16;20;4;5;4;3;0;4;5
2020-11-04 10:03:59;119;43;16;20;4;5;4;3;0;4;5
2020-11-04 10:04:59;120;44;16;20;4;5;4;3;0;4;5
2020-11-04 10:05:58;122;45;16;21;4;5;4;3;0;4;5
2020-11-04 10:06:59;122;45;16;21;4;5;4;3;0;4;5
2020-11-04 10:07:59;123;45;16;21;4;5;5;3;0;4;5
2020-11-04 10:08:58;123;45;16;21;4;5;5;3;0;4;5
2020-11-04 10:09:59;123;45;16;21;4;5;5;3;0;4;5
2020-11-04 10:10:59;123;45;16;21;4;5;5;3;0;4;5
2020-11-04 10:11:58;123;45;16;21;4;5;5;3;0;4;5
2020-11-04 10:12:59;123;45;16;21;4;5;5;3;0;4;5
2020-11-04 10:13:59;124;46;16;21;4;5;5;3;0;4;5
2020-11-04 10:14:58;124;46;16;21;4;5;5;3;0;4;5
2020-11-04 10:15:59;125;47;16;21;4;5;5;3;0;4;5
2020-11-04 10:16:59;125;47;16;21;4;5;5;3;0;4;5
2020-11-04 10:17:58;126;47;16;21;4;5;5;3;0;5;5
2020-11-04 10:18:59;127;47;16;22;4;5;5;3;0;5;5
2020-11-04 10:19:58;127;47;16;22;4;5;5;3;0;5;5
2020-11-04 10:21:00;127;47;16;22;4;5;5;3;0;5;5
2020-11-04 10:21:58;127;47;16;22;4;5;5;3;0;5;5
2020-11-04 10:22:59;127;47;16;22;4;5;5;3;0;5;5
2020-11-04 10:23:59;128;48;16;22;4;5;5;3;0;5;5
2020-11-04 10:24:58;128;48;16;22;4;5;5;3;0;5;5
2020-11-04 10:25:59;128;48;16;22;4;5;5;3;0;5;5
2020-11-04 10:26:59;128;48;16;22;4;5;5;3;0;5;5
2020-11-04 10:27:58;128;48;16;22;4;5;5;3;0;5;5
2020-11-04 10:28:59;128;48;16;22;4;5;5;3;0;5;5
2020-11-04 10:30:00;128;48;16;22;4;5;5;3;0;5;5
2020-11-04 10:30:58;129;48;16;22;4;5;6;3;0;5;5
2020-11-04 10:31:59;129;48;16;22;4;5;6;3;0;5;5
2020-11-04 10:32:58;129;48;16;22;4;5;6;3;0;5;5
2020-11-04 10:33:59;129;48;16;22;4;5;6;3;0;5;5
2020-11-04 10:34:59;129;48;16;22;4;5;6;3;0;5;5
2020-11-04 10:35:59;130;48;17;22;4;5;6;3;0;5;5
2020-11-04 10:36:58;131;48;17;22;4;6;6;3;0;5;5
2020-11-04 10:37:59;131;47;17;23;4;6;6;3;0;5;5
2020-11-04 10:38:58;131;47;17;23;4;6;6;3;0;5;5
2020-11-04 10:39:59;131;47;17;23;4;6;6;3;0;5;5
2020-11-04 10:40:59;131;47;17;23;4;6;6;3;0;5;5
2020-11-04 10:41:58;132;48;17;23;4;6;6;3;0;5;5
2020-11-04 10:42:59;133;48;17;23;5;6;6;3;0;5;5
2020-11-04 10:43:59;133;48;17;23;5;6;6;3;0;5;5
2020-11-04 10:44:58;134;48;17;23;6;6;6;3;0;5;5
2020-11-04 10:45:59;134;48;17;23;6;6;6;3;0;5;5
2020-11-04 10:46:59;134;48;17;23;6;6;6;3;0;5;5
2020-11-04 10:47:58;134;48;17;23;6;6;6;3;0;5;5
2020-11-04 10:48:59;134;48;17;23;6;6;6;3;0;5;5
2020-11-04 10:49:59;134;48;17;23;6;6;6;3;0;5;5
2020-11-04 10:50:58;134;48;17;23;6;6;6;3;0;5;5
2020-11-04 10:51:59;135;48;17;23;6;6;6;3;0;5;5
2020-11-04 10:52:59;135;48;17;23;6;6;6;3;0;5;5
2020-11-04 10:53:58;135;48;17;23;6;6;6;3;0;5;5
2020-11-04 10:54:59;135;48;17;23;6;6;6;3;0;5;5
2020-11-04 10:55:58;135;48;17;23;6;6;6;3;0;5;5
2020-11-04 10:56:59;136;48;17;23;7;6;6;3;0;5;5
2020-11-04 10:57:59;137;48;17;24;7;6;6;3;0;5;5
2020-11-04 10:58:58;138;49;17;24;7;6;6;3;0;5;5
2020-11-04 10:59:59;138;49;17;24;7;6;6;3;0;5;5
2020-11-04 11:00:58;138;49;17;24;7;6;6;3;0;5;5
2020-11-04 11:01:59;138;49;17;24;7;6;6;3;0;5;5
2020-11-04 11:02:59;138;49;17;24;7;6;6;3;0;5;5
2020-11-04 11:03:59;139;50;17;24;7;6;6;3;0;5;5
2020-11-04 11:04:58;140;50;18;24;7;6;6;3;0;5;5
2020-11-04 11:05:59;140;50;18;24;7;6;6;3;0;5;5
2020-11-04 11:06:59;140;50;18;24;7;6;6;3;0;5;5
2020-11-04 11:07:58;140;50;18;24;7;6;6;3;0;5;5
2020-11-04 11:08:59;140;50;18;24;7;6;6;3;0;5;5
2020-11-04 11:09:59;140;50;18;24;7;6;6;3;0;5;5
2020-11-04 11:10:58;140;50;18;24;7;6;6;3;0;5;5
2020-11-04 11:11:59;140;50;18;24;7;6;6;3;0;5;5
2020-11-04 11:12:59;140;50;18;24;7;6;6;3;0;5;5
2020-11-04 11:13:59;140;50;18;24;7;6;6;3;0;5;5
2020-11-04 11:14:58;141;50;18;24;8;6;6;3;0;5;5
2020-11-04 11:15:59;141;50;18;24;8;6;6;3;0;5;5
2020-11-04 11:16:59;141;50;18;24;8;6;6;3;0;5;5
2020-11-04 11:17:58;141;50;18;24;8;6;6;3;0;5;5
2020-11-04 11:18:59;142;50;18;24;9;6;6;3;0;5;5
2020-11-04 11:19:59;142;50;18;24;9;6;6;3;0;5;5
2020-11-04 11:20:58;142;50;18;24;9;6;6;3;0;5;5
2020-11-04 11:21:59;142;50;18;24;9;6;6;3;0;5;5
2020-11-04 11:22:59;142;50;18;24;9;6;6;3;0;5;5
2020-11-04 11:23:58;142;50;18;24;9;6;6;3;0;5;5
2020-11-04 11:24:59;143;50;19;24;9;6;6;3;0;5;5
2020-11-04 11:25:59;143;50;19;24;9;6;6;3;0;5;5
2020-11-04 11:26:58;143;50;19;24;9;6;6;3;0;5;5
2020-11-04 11:27:59;143;50;19;24;9;6;6;3;0;5;5
2020-11-04 11:28:58;143;50;19;24;9;6;6;3;0;5;5
2020-11-04 11:29:59;143;50;19;24;9;6;6;3;0;5;5
2020-11-04 11:30:59;144;51;19;24;9;6;6;3;0;5;5
2020-11-04 11:31:58;144;51;19;24;9;6;6;3;0;5;5
2020-11-04 11:32:59;144;51;19;24;9;6;6;3;0;5;5
2020-11-04 11:33:59;144;51;19;24;9;6;6;3;0;5;5
2020-11-04 11:34:58;144;51;19;24;9;6;6;3;0;5;5
2020-11-04 11:35:59;144;51;19;24;9;6;6;3;0;5;5
2020-11-04 11:36:59;145;51;19;24;10;6;6;3;0;5;5
2020-11-04 11:37:58;145;51;19;24;10;6;6;3;0;5;5
2020-11-04 11:38:59;145;52;19;24;10;6;6;3;0;5;5
2020-11-04 11:39:59;145;52;19;24;10;6;6;3;0;5;5
2020-11-04 11:41:00;145;52;19;24;10;6;6;3;0;5;5
2020-11-04 11:41:58;145;52;19;24;10;6;6;3;0;5;5
2020-11-04 11:42:59;146;53;19;24;10;6;6;3;0;5;5
2020-11-04 11:43:59;146;53;19;24;10;6;6;3;0;5;5
2020-11-04 11:44:58;146;53;19;24;10;6;6;3;0;5;5
2020-11-04 11:45:59;146;53;19;24;10;6;6;3;0;5;5
2020-11-04 11:46:59;146;53;19;24;10;6;6;3;0;5;5
2020-11-04 11:47:58;146;53;19;24;10;6;6;3;0;5;5
2020-11-04 11:48:59;146;53;19;24;10;6;6;3;0;5;5
2020-11-04 11:49:59;146;53;19;24;10;6;6;3;0;5;5
2020-11-04 11:50:58;146;53;19;24;10;6;6;3;0;5;5
2020-11-04 11:51:59;146;53;19;24;10;6;6;3;0;5;5
2020-11-04 11:52:59;146;53;19;23;10;6;6;3;0;5;6
2020-11-04 11:53:58;146;53;19;23;10;6;6;3;0;5;6
2020-11-04 11:54:59;146;53;19;23;10;6;6;3;0;5;6
2020-11-04 11:55:59;146;53;19;23;10;6;6;3;0;5;6
2020-11-04 11:56:58;147;54;19;23;10;6;6;3;0;5;6
2020-11-04 11:57:59;147;54;19;23;10;6;6;3;0;5;6
2020-11-04 11:58:59;147;54;19;23;10;6;6;3;0;5;6
2020-11-04 11:59:58;147;54;19;23;10;6;6;3;0;5;6
2020-11-04 12:00:59;147;54;19;23;10;6;6;3;0;5;6
2020-11-04 12:01:59;148;54;19;24;10;6;6;3;0;5;6
2020-11-04 12:02:58;148;54;19;24;10;6;6;3;0;5;6
2020-11-04 12:03:59;149;54;20;24;10;6;6;3;0;5;6
2020-11-04 12:04:58;149;54;20;24;10;6;6;3;0;5;6
2020-11-04 12:05:59;150;56;20;24;9;6;6;3;0;5;6
2020-11-04 12:06:59;150;56;20;24;9;6;6;3;0;5;6
2020-11-04 12:07:59;150;56;20;24;9;6;6;3;0;5;6
2020-11-04 12:08:58;151;56;20;24;10;6;6;3;0;5;6
2020-11-04 12:09:59;154;57;20;26;10;6;6;3;0;5;6
2020-11-04 12:11:00;154;57;20;26;10;6;6;3;0;5;6
2020-11-04 12:11:58;157;60;20;26;10;6;6;3;0;5;6
2020-11-04 12:12:59;157;60;20;26;10;6;6;3;0;5;6
2020-11-04 12:13:58;157;60;20;26;10;6;6;3;0;5;6
2020-11-04 12:14:59;158;61;20;26;10;6;6;3;0;5;6
2020-11-04 12:15:59;158;61;20;26;10;6;6;3;0;5;6
2020-11-04 12:16:58;158;61;20;26;10;6;6;3;0;5;6
2020-11-04 12:17:59;158;61;20;26;10;6;6;3;0;5;6
2020-11-04 12:18:59;158;61;20;26;10;6;6;3;0;5;6
2020-11-04 12:19:58;158;61;20;26;10;6;6;3;0;5;6
2020-11-04 12:20:59;158;61;20;26;10;6;6;3;0;5;6
2020-11-04 12:21:59;158;61;20;26;10;6;6;3;0;5;6
2020-11-04 12:22:58;158;61;20;26;10;6;6;3;0;5;6
2020-11-04 12:23:59;159;62;20;26;10;6;6;3;0;5;6
2020-11-04 12:24:59;159;62;20;26;10;6;6;3;0;5;6
2020-11-04 12:25:58;159;62;20;26;10;6;6;3;0;5;6
2020-11-04 12:26:59;160;62;20;26;10;7;6;3;0;5;6
2020-11-04 12:27:59;160;62;20;26;10;7;6;3;0;5;6
2020-11-04 12:28:58;160;62;20;26;10;7;6;3;0;5;6
2020-11-04 12:29:59;160;62;20;26;10;7;6;3;0;5;6
2020-11-04 12:30:59;160;62;20;26;10;7;6;3;0;5;6
2020-11-04 12:31:58;160;62;20;26;10;7;6;3;0;5;6
2020-11-04 12:32:59;160;62;20;26;10;7;6;3;0;5;6
2020-11-04 12:33:59;160;62;20;26;10;7;6;3;0;5;6
2020-11-04 12:34:58;160;62;20;26;10;7;6;3;0;5;6
2020-11-04 12:35:59;160;62;20;26;10;7;6;3;0;5;6
2020-11-04 12:36:59;160;62;20;26;10;7;6;3;0;5;6
2020-11-04 12:37:58;160;62;20;26;10;7;6;3;0;5;6
2020-11-04 12:38:59;160;62;20;26;10;7;6;3;0;5;6
2020-11-04 12:39:59;160;62;20;26;10;7;6;3;0;5;6
2020-11-04 12:40:58;161;62;20;26;11;7;6;3;0;5;6
2020-11-04 12:41:59;161;62;20;26;11;7;6;3;0;5;6
2020-11-04 12:42:59;162;62;20;27;11;7;6;3;0;5;6
2020-11-04 12:43:58;162;62;20;27;11;7;6;3;0;5;6
2020-11-04 12:44:59;162;62;20;27;11;7;6;3;0;5;6
2020-11-04 12:45:59;162;62;20;27;11;7;6;3;0;5;6
2020-11-04 12:46:58;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 12:47:59;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 12:48:59;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 12:49:58;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 12:50:59;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 12:51:59;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 12:52:58;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 12:53:59;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 12:54:59;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 12:55:58;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 12:56:59;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 12:57:59;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 12:58:58;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 12:59:59;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 13:00:59;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 13:01:58;163;62;21;27;11;7;6;3;0;5;6
2020-11-04 13:02:59;164;62;22;27;11;7;6;3;0;5;6
2020-11-04 13:03:59;164;62;22;27;11;7;6;3;0;5;6
