datetime;total_votes;wRAR;Mutafakaz;Der_Sturmer;Yardrey;jovan;Terkin;Fo;Ircmaan;SoulMaker;ksolotl
2019-07-17 06:31:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:32:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:33:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:34:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:35:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:36:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:37:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:38:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:39:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:40:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:41:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:42:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:43:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:44:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:45:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:46:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:47:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:48:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:49:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:50:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:51:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:52:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:54:00;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:54:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:55:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:56:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:57:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:59:00;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 06:59:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:00:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:01:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:02:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:03:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:04:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:05:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:06:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:07:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:08:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:09:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:10:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:11:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:13:00;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:13:58;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:14:59;48;8;13;6;2;0;0;0;0;2;2
2019-07-17 07:15:58;49;9;13;6;2;0;0;0;0;2;2
2019-07-17 07:16:59;49;9;13;6;2;0;0;0;0;2;2
2019-07-17 07:17:59;49;9;13;6;2;0;0;0;0;2;2
2019-07-17 07:18:58;49;9;13;6;2;0;0;0;0;2;2
2019-07-17 07:19:59;49;9;13;6;2;0;0;0;0;2;2
2019-07-17 07:20:58;49;9;13;6;2;0;0;0;0;2;2
2019-07-17 07:21:59;49;9;13;6;2;0;0;0;0;2;2
2019-07-17 07:22:59;49;9;13;6;2;0;0;0;0;2;2
2019-07-17 07:23:58;49;9;13;6;2;0;0;0;0;2;2
2019-07-17 07:24:59;49;9;13;6;2;0;0;0;0;2;2
2019-07-17 07:25:59;49;9;13;6;2;0;0;0;0;2;2
2019-07-17 07:26:58;49;9;13;6;2;0;0;0;0;2;2
2019-07-17 07:27:59;49;9;13;6;2;0;0;0;0;2;2
2019-07-17 07:28:59;49;9;13;6;2;0;0;0;0;2;2
2019-07-17 07:29:58;50;10;13;6;2;0;0;0;0;2;2
2019-07-17 07:30:59;50;10;13;6;2;0;0;0;0;2;2
2019-07-17 07:31:59;51;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:32:58;51;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:33:59;51;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:34:59;51;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:35:58;51;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:36:59;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:37:58;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:38:59;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:39:58;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:40:59;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:41:58;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:42:59;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:43:59;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:44:58;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:45:59;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:46:59;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:47:58;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:48:59;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:49:59;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:50:58;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:51:59;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:52:59;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:53:58;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:54:59;52;10;13;6;3;0;0;0;0;2;2
2019-07-17 07:55:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 07:56:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 07:57:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 07:58:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 07:59:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:00:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:01:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:02:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:03:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:04:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:05:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:06:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:07:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:08:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:09:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:10:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:11:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:12:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:13:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:14:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:15:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:16:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:17:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:18:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:19:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:20:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:21:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:22:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:23:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:25:00;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:25:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:26:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:27:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:28:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:29:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:30:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:31:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:32:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:33:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:34:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:35:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:36:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:37:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:38:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:39:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:40:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:41:58;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:42:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:43:59;53;10;13;7;3;0;0;0;0;2;2
2019-07-17 08:44:58;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 08:45:59;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 08:46:59;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 08:47:58;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 08:48:59;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 08:49:59;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 08:50:58;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 08:51:59;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 08:52:59;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 08:53:58;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 08:54:59;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 08:55:59;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 08:56:58;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 08:57:59;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 08:58:58;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 08:59:59;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:00:59;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:01:58;54;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:02:59;55;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:03:59;55;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:04:58;55;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:05:59;56;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:06:59;56;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:07:58;56;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:08:59;56;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:09:58;56;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:10:59;56;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:11:59;58;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:12:58;58;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:13:59;58;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:14:59;58;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:15:58;58;10;13;7;4;0;0;0;0;2;2
2019-07-17 09:16:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:17:58;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:18:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:19:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:20:58;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:21:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:22:58;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:23:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:24:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:25:58;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:26:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:27:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:28:58;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:29:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:30:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:31:58;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:32:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:33:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 09:34:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:35:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:36:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:37:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:38:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:39:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:40:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:41:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:42:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:43:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:44:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:45:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:46:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:47:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:48:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:49:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:50:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:51:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:52:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:53:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:54:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:55:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:56:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:57:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:58:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 09:59:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:00:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:01:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:02:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:03:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:04:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:05:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:06:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:07:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:08:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:09:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:11:00;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:11:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:12:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:13:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:14:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:15:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:16:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:17:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:18:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:19:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:20:58;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:21:59;60;11;13;8;4;0;0;0;0;2;2
2019-07-17 10:22:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:23:58;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:24:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:25:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:26:58;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:27:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:28:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:29:58;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:30:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:31:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:32:58;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:33:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:34:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:35:58;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:36:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:37:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:38:58;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:39:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:40:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:41:58;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:42:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:43:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:44:58;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:45:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:46:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:47:58;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:48:59;59;10;13;8;4;0;0;0;0;2;2
2019-07-17 10:49:59;60;10;13;8;4;0;0;0;0;2;3
2019-07-17 10:50:58;60;10;13;8;4;0;0;0;0;2;3
2019-07-17 10:51:59;60;10;13;8;4;0;0;0;0;2;3
2019-07-17 10:52:59;61;10;13;8;4;0;0;0;0;2;3
2019-07-17 10:53:58;61;10;13;8;4;0;0;0;0;2;3
2019-07-17 10:54:59;61;10;13;8;4;0;0;0;0;2;3
2019-07-17 10:55:58;61;10;13;8;4;0;0;0;0;2;3
2019-07-17 10:56:59;61;10;13;8;4;0;0;0;0;2;3
2019-07-17 10:57:59;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 10:58:58;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 10:59:59;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:00:59;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:01:58;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:03:00;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:03:59;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:04:59;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:05:58;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:06:59;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:07:59;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:08:58;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:09:59;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:10:59;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:11:58;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:12:59;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:13:59;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:14:58;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:15:59;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:16:59;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:17:58;62;10;13;8;4;0;0;0;0;2;3
2019-07-17 11:18:59;63;11;13;8;4;0;0;0;0;2;3
2019-07-17 11:19:58;63;11;13;8;4;0;0;0;0;2;3
2019-07-17 11:20:59;63;11;13;8;4;0;0;0;0;2;3
2019-07-17 11:21:59;63;11;13;8;4;0;0;0;0;2;3
2019-07-17 11:22:58;63;11;13;8;4;0;0;0;0;2;3
2019-07-17 11:23:59;63;11;13;8;4;0;0;0;0;2;3
2019-07-17 11:24:59;63;11;13;8;4;0;0;0;0;2;3
2019-07-17 11:25:58;63;11;13;8;4;0;0;0;0;2;3
2019-07-17 11:26:59;63;11;13;8;4;0;0;0;0;2;3
2019-07-17 11:27:59;63;11;13;8;4;0;0;0;0;2;3
2019-07-17 11:28:58;63;11;13;8;4;0;0;0;0;2;3
2019-07-17 11:29:59;63;11;13;8;4;0;0;0;0;2;3
2019-07-17 11:30:59;63;11;13;9;4;0;0;0;0;2;3
2019-07-17 11:31:58;63;11;13;9;4;0;0;0;0;2;3
2019-07-17 11:32:59;63;11;13;10;4;0;0;0;0;2;3
2019-07-17 11:33:59;63;11;13;10;4;0;0;0;0;2;3
2019-07-17 11:34:58;63;11;13;10;4;0;0;0;0;2;3
2019-07-17 11:35:59;63;11;13;10;4;0;0;0;0;2;3
2019-07-17 11:36:59;64;11;13;11;4;0;0;0;0;2;3
2019-07-17 11:37:58;65;11;14;11;4;0;0;0;0;2;3
2019-07-17 11:38:59;65;11;14;11;4;0;0;0;0;2;3
2019-07-17 11:39:58;65;11;14;11;4;0;0;0;0;2;3
2019-07-17 11:40:59;65;11;14;11;4;0;0;0;0;2;3
2019-07-17 11:41:59;65;11;14;11;4;0;0;0;0;2;3
2019-07-17 11:42:58;65;11;14;11;4;0;0;0;0;2;3
2019-07-17 11:43:59;65;11;14;11;4;0;0;0;0;2;3
2019-07-17 11:44:59;67;11;15;12;4;0;0;0;0;2;3
2019-07-17 11:45:58;67;11;15;12;4;0;0;0;0;2;3
2019-07-17 11:46:59;67;11;15;12;4;0;0;0;0;2;3
2019-07-17 11:47:59;67;11;15;12;4;0;0;0;0;2;3
2019-07-17 11:48:59;67;11;15;12;4;0;0;0;0;2;3
2019-07-17 11:49:58;67;11;15;12;4;0;0;0;0;2;3
2019-07-17 11:50:59;67;11;15;12;4;0;0;0;0;2;3
2019-07-17 11:51:58;67;11;15;12;4;0;0;0;0;2;3
2019-07-17 11:52:59;67;11;15;12;4;0;0;0;0;2;3
2019-07-17 11:53:59;67;11;15;12;4;0;0;0;0;2;3
2019-07-17 11:54:58;68;12;15;12;4;0;0;0;0;2;3
2019-07-17 11:55:59;68;12;15;12;4;0;0;0;0;2;3
2019-07-17 11:56:59;68;12;15;12;4;0;0;0;0;2;3
2019-07-17 11:57:58;68;12;15;12;4;0;0;0;0;2;3
2019-07-17 11:58:59;68;12;15;12;4;0;0;0;0;2;3
2019-07-17 11:59:59;68;12;15;12;4;0;0;0;0;2;3
2019-07-17 12:00:58;68;12;15;12;4;0;0;0;0;2;3
2019-07-17 12:01:59;69;12;15;12;5;0;0;0;0;2;3
2019-07-17 12:02:58;69;12;15;12;5;0;0;0;0;2;3
2019-07-17 12:03:59;69;12;15;12;5;0;0;0;0;2;3
2019-07-17 12:04:58;69;12;15;12;5;0;0;0;0;2;3
2019-07-17 12:05:59;69;12;15;12;5;0;0;0;0;2;3
2019-07-17 12:06:59;69;12;15;12;5;0;0;0;0;2;3
2019-07-17 12:07:58;69;12;15;12;5;0;0;0;0;2;3
2019-07-17 12:08:59;69;12;15;12;5;0;0;0;0;2;3
2019-07-17 12:09:58;69;12;15;12;5;0;0;0;0;2;3
2019-07-17 12:10:59;69;12;15;12;5;0;0;0;0;2;3
2019-07-17 12:11:59;69;12;15;12;5;0;0;0;0;2;3
2019-07-17 12:12:58;69;12;15;12;5;0;0;0;0;2;3
2019-07-17 12:13:59;69;12;15;12;5;0;0;0;0;2;3
2019-07-17 12:14:59;70;12;15;13;5;0;0;0;0;2;3
2019-07-17 12:15:58;70;12;15;13;5;0;0;0;0;2;3
2019-07-17 12:16:59;70;12;15;13;5;0;0;0;0;2;3
2019-07-17 12:17:58;71;12;15;13;5;0;0;0;0;2;3
2019-07-17 12:18:59;72;12;15;13;6;0;0;0;0;2;3
2019-07-17 12:19:59;72;12;15;13;6;0;0;0;0;2;3
2019-07-17 12:20:58;72;12;15;13;6;0;0;0;0;2;3
2019-07-17 12:21:59;72;12;15;13;6;0;0;0;0;2;3
2019-07-17 12:22:59;72;12;15;13;6;0;0;0;0;2;3
2019-07-17 12:23:58;73;12;15;13;7;0;0;0;0;2;3
2019-07-17 12:24:59;73;12;15;13;7;0;0;0;0;2;3
2019-07-17 12:25:59;73;12;15;13;7;0;0;0;0;2;3
2019-07-17 12:26:58;73;12;15;13;7;0;0;0;0;2;3
2019-07-17 12:27:59;73;12;15;13;7;0;0;0;0;2;3
2019-07-17 12:28:59;73;12;15;13;7;0;0;0;0;2;3
2019-07-17 12:29:58;73;12;15;13;7;0;0;0;0;2;3
2019-07-17 12:30:59;73;12;15;13;7;0;0;0;0;2;3
2019-07-17 12:31:59;74;12;15;14;7;0;0;0;0;2;3
2019-07-17 12:32:58;74;12;15;14;7;0;0;0;0;2;3
2019-07-17 12:33:59;75;12;15;15;7;0;0;0;0;2;3
2019-07-17 12:34:59;76;12;16;16;6;0;0;0;0;2;3
2019-07-17 12:35:58;76;12;16;16;6;0;0;0;0;2;3
2019-07-17 12:36:59;76;12;16;16;6;0;0;0;0;2;3
2019-07-17 12:37:58;76;12;16;16;6;0;0;0;0;2;3
2019-07-17 12:38:59;76;12;16;16;6;0;0;0;0;2;3
2019-07-17 12:39:59;76;12;16;16;6;0;0;0;0;2;3
2019-07-17 12:40:58;76;12;16;16;6;0;0;0;0;2;3
2019-07-17 12:41:59;76;12;16;16;6;0;0;0;0;2;3
2019-07-17 12:42:59;76;12;16;16;6;0;0;0;0;2;3
2019-07-17 12:43:58;76;12;16;16;6;0;0;0;0;2;3
2019-07-17 12:44:59;76;12;16;16;6;0;0;0;0;2;3
2019-07-17 12:45:59;76;12;16;16;6;0;0;0;0;2;3
2019-07-17 12:46:58;76;12;16;16;6;0;0;0;0;2;3
2019-07-17 12:47:59;76;12;16;16;6;0;0;0;0;2;3
2019-07-17 12:48:59;77;13;17;16;6;0;0;0;0;2;3
2019-07-17 12:49:58;77;13;17;16;6;0;0;0;0;2;3
2019-07-17 12:50:59;77;13;17;16;6;0;0;0;0;2;3
2019-07-17 12:51:59;77;13;17;16;6;0;0;0;0;2;3
2019-07-17 12:52:58;77;13;17;16;6;0;0;0;0;2;3
2019-07-17 12:53:59;77;13;17;16;6;0;0;0;0;2;3
2019-07-17 12:55:00;77;13;17;16;6;0;0;0;0;2;3
2019-07-17 12:55:58;77;13;17;16;6;0;0;0;0;2;3
2019-07-17 12:56:59;77;13;17;16;6;0;0;0;0;2;3
2019-07-17 12:57:59;78;13;18;16;6;0;0;0;0;2;3
2019-07-17 12:58:58;78;13;18;16;6;0;0;0;0;2;3
2019-07-17 12:59:59;78;13;18;16;6;0;0;0;0;2;3
2019-07-17 13:00:59;78;13;18;16;6;0;0;0;0;2;3
2019-07-17 13:01:59;78;13;18;16;6;0;0;0;0;2;3
2019-07-17 13:02:58;78;13;18;16;6;0;0;0;0;2;3
2019-07-17 13:03:59;78;13;18;16;6;0;0;0;0;2;3
2019-07-17 13:04:59;78;13;18;16;6;0;0;0;0;2;3
2019-07-17 13:05:58;78;13;18;16;6;0;0;0;0;2;3
2019-07-17 13:06:59;78;13;18;16;6;0;0;0;0;2;3
2019-07-17 13:07:59;78;13;18;16;6;0;0;0;0;2;3
2019-07-17 13:08:58;78;13;18;16;6;0;0;0;0;2;3
