datetime;total_votes;pavelomg;lublu-zubi;Bleak;brammator;TheWho;KOCTOPE3;voklo;not;medstas;CaptchaBot
2019-09-25 06:34:58;44;3;13;0;8;3;4;2;5;0;0
2019-09-25 06:35:59;44;3;13;0;8;3;4;2;5;0;0
2019-09-25 06:36:59;44;3;13;0;8;3;4;2;5;0;0
2019-09-25 06:37:58;44;3;13;0;8;3;4;2;5;0;0
2019-09-25 06:38:59;44;3;13;0;8;3;4;2;5;0;0
2019-09-25 06:39:59;44;3;13;0;8;3;4;2;5;0;0
2019-09-25 06:40:58;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:41:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:42:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:43:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:44:58;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:45:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:46:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:47:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:48:58;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:49:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:50:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:51:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:52:58;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:53:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:54:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:55:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:56:58;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:57:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:58:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 06:59:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 07:00:58;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 07:01:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 07:02:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 07:03:58;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 07:04:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 07:05:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 07:06:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 07:07:59;45;3;14;0;8;3;4;2;5;0;0
2019-09-25 07:08:58;44;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:09:59;44;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:10:59;44;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:11:58;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:12:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:13:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:14:58;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:15:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:16:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:17:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:18:58;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:19:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:20:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:21:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:22:58;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:23:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:24:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:25:58;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:26:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:27:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:28:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:29:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:30:58;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:31:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:32:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:33:58;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:34:59;45;3;14;1;8;2;4;2;5;0;0
2019-09-25 07:35:59;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:36:59;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:37:58;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:38:59;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:39:59;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:40:59;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:41:58;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:42:59;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:43:59;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:44:59;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:45:58;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:46:59;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:47:59;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:48:59;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:49:58;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:50:59;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:51:59;46;3;14;0;8;2;4;2;5;0;0
2019-09-25 07:52:59;47;3;15;0;8;2;4;2;5;0;0
2019-09-25 07:53:58;47;3;15;0;8;2;4;2;5;0;0
2019-09-25 07:54:59;48;3;15;0;8;2;4;2;5;0;1
2019-09-25 07:55:58;48;3;15;0;8;2;4;2;5;0;1
2019-09-25 07:56:59;48;3;15;0;8;2;4;2;5;0;1
2019-09-25 07:57:59;48;3;15;0;8;2;4;2;5;0;1
2019-09-25 07:58:59;48;3;15;0;8;2;4;2;5;0;1
2019-09-25 07:59:58;48;3;15;0;8;2;4;2;5;0;1
2019-09-25 08:00:59;48;3;15;0;8;2;4;2;5;0;1
2019-09-25 08:01:59;48;3;15;0;8;2;4;2;5;0;1
2019-09-25 08:02:59;48;3;15;0;8;2;4;2;5;0;1
2019-09-25 08:03:58;48;3;15;0;8;2;4;2;5;0;1
2019-09-25 08:04:59;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:05:59;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:06:59;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:07:58;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:08:59;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:09:58;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:10:59;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:11:59;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:13:00;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:13:58;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:14:59;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:15:59;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:17:00;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:17:58;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:18:59;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:19:59;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:20:58;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:21:59;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:22:59;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:23:59;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:24:59;50;3;16;0;8;3;4;2;5;0;1
2019-09-25 08:25:58;53;4;17;2;8;3;4;2;5;0;1
2019-09-25 08:26:59;53;4;17;2;8;3;4;2;5;0;1
2019-09-25 08:27:59;53;4;17;2;8;3;4;2;5;0;1
2019-09-25 08:28:58;54;4;17;3;8;3;4;2;5;0;1
2019-09-25 08:29:59;54;4;17;3;8;3;4;2;5;0;1
2019-09-25 08:30:59;54;4;17;3;8;3;4;2;5;0;1
2019-09-25 08:31:58;54;4;17;3;8;3;4;2;5;0;1
2019-09-25 08:32:59;54;4;17;3;8;3;4;2;5;0;1
2019-09-25 08:33:59;54;4;17;3;8;3;4;2;5;0;1
2019-09-25 08:34:59;56;4;17;4;8;3;4;2;5;0;2
2019-09-25 08:35:58;56;4;17;4;8;3;4;2;5;0;2
2019-09-25 08:36:59;56;4;17;4;8;3;4;2;5;0;2
2019-09-25 08:37:59;56;4;17;4;8;3;4;2;5;0;2
2019-09-25 08:38:58;56;4;17;4;8;3;4;2;5;0;2
2019-09-25 08:39:59;56;4;17;4;8;3;4;2;5;0;2
2019-09-25 08:40:59;57;5;17;4;8;3;4;2;5;0;2
2019-09-25 08:41:58;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 08:42:59;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 08:43:59;57;4;18;4;8;3;4;2;5;0;2
2019-09-25 08:44:59;57;4;18;4;8;3;4;2;5;0;2
2019-09-25 08:45:58;57;4;18;4;8;3;4;2;5;0;2
2019-09-25 08:46:59;57;4;18;4;8;3;4;2;5;0;2
2019-09-25 08:47:58;58;4;19;4;8;3;4;2;5;0;2
2019-09-25 08:48:59;58;4;19;4;8;3;4;2;5;0;2
2019-09-25 08:49:59;58;4;19;4;8;3;4;2;5;0;2
2019-09-25 08:50:59;58;4;19;4;8;3;4;2;5;0;2
2019-09-25 08:51:58;58;4;19;4;8;3;4;2;5;0;2
2019-09-25 08:52:59;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 08:53:59;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 08:54:59;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 08:55:58;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 08:56:59;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 08:57:59;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 08:58:58;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 08:59:59;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 09:00:59;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 09:01:59;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 09:02:58;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 09:03:59;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 09:04:59;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 09:05:58;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 09:06:59;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 09:07:59;58;5;18;4;8;3;4;2;5;0;2
2019-09-25 09:08:59;59;5;18;4;8;4;4;2;5;0;2
2019-09-25 09:09:58;59;5;18;4;8;4;4;2;5;0;2
2019-09-25 09:10:59;59;5;18;4;8;4;4;2;5;0;2
2019-09-25 09:11:59;59;5;18;4;8;4;4;2;5;0;2
2019-09-25 09:12:59;59;5;18;4;8;4;4;2;5;0;2
2019-09-25 09:13:58;59;5;18;4;8;4;4;2;5;0;2
2019-09-25 09:14:59;59;5;18;4;8;4;4;2;5;0;2
2019-09-25 09:15:59;59;5;18;4;8;4;4;2;5;0;2
2019-09-25 09:16:59;59;5;18;4;8;4;4;2;5;0;2
2019-09-25 09:17:58;59;5;18;4;8;4;4;2;5;0;2
2019-09-25 09:18:59;59;5;18;4;8;4;4;2;5;0;2
2019-09-25 09:19:59;59;5;18;4;8;4;4;2;5;0;2
2019-09-25 09:20:59;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:21:58;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:22:59;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:23:59;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:24:59;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:25:58;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:26:59;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:27:59;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:28:59;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:29:58;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:30:59;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:31:59;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:32:58;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:33:59;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:34:59;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:35:58;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:36:59;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:37:59;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:38:58;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:39:59;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:40:59;60;5;19;4;8;4;4;2;5;0;2
2019-09-25 09:41:59;61;5;19;4;8;5;4;2;5;0;2
2019-09-25 09:42:59;61;5;19;4;8;5;4;2;5;0;2
2019-09-25 09:43:58;61;5;19;4;8;5;4;2;5;0;2
2019-09-25 09:44:59;61;5;19;4;8;5;4;2;5;0;2
2019-09-25 09:45:59;62;5;19;4;9;5;4;2;5;0;2
2019-09-25 09:46:58;62;5;19;4;9;5;4;2;5;0;2
2019-09-25 09:47:59;62;5;19;4;9;5;4;2;5;0;2
2019-09-25 09:48:59;62;5;19;4;9;5;4;2;5;0;2
2019-09-25 09:49:58;62;5;19;4;9;5;4;2;5;0;2
2019-09-25 09:50:59;62;5;19;4;9;5;4;2;5;0;2
2019-09-25 09:51:59;62;5;19;4;9;5;4;2;5;0;2
2019-09-25 09:52:58;63;5;20;4;9;5;4;2;5;0;2
2019-09-25 09:53:59;63;5;20;4;9;5;4;2;5;0;2
2019-09-25 09:54:59;63;5;20;4;9;5;4;2;5;0;2
2019-09-25 09:55:59;63;5;20;4;9;5;4;2;5;0;2
2019-09-25 09:56:58;64;5;20;4;9;5;4;2;5;0;2
2019-09-25 09:57:59;64;5;20;4;9;5;4;2;5;0;2
2019-09-25 09:59:00;64;5;20;4;9;5;4;2;5;0;2
2019-09-25 09:59:58;64;5;20;4;9;5;4;2;5;0;2
2019-09-25 10:00:59;64;5;20;4;9;5;4;2;5;0;2
2019-09-25 10:01:59;65;5;20;4;9;6;4;2;5;0;2
2019-09-25 10:02:58;65;5;20;4;9;6;4;2;5;0;2
2019-09-25 10:03:59;65;5;20;4;9;6;4;2;5;0;2
2019-09-25 10:04:59;65;5;20;4;9;6;4;2;5;0;2
2019-09-25 10:05:59;65;5;20;4;9;6;4;2;5;0;2
2019-09-25 10:06:58;65;5;20;4;9;6;4;2;5;0;2
2019-09-25 10:07:59;65;5;20;4;9;6;4;2;5;0;2
2019-09-25 10:08:59;65;5;20;4;9;6;4;2;5;0;2
2019-09-25 10:09:58;66;5;21;4;9;6;4;2;5;0;2
2019-09-25 10:10:59;67;5;22;4;9;6;4;2;5;0;2
2019-09-25 10:11:59;68;5;22;4;9;7;4;2;5;0;2
2019-09-25 10:12:59;68;5;22;4;9;7;4;2;5;0;2
2019-09-25 10:13:58;68;5;22;4;9;7;4;2;5;0;2
2019-09-25 10:14:59;68;5;22;4;9;7;4;2;5;0;2
2019-09-25 10:15:59;68;5;22;4;9;7;4;2;5;0;2
2019-09-25 10:16:58;68;5;22;4;9;7;4;2;5;0;2
2019-09-25 10:17:59;68;5;22;4;9;7;4;2;5;0;2
2019-09-25 10:18:59;69;5;22;4;10;8;4;2;4;0;2
2019-09-25 10:19:58;69;5;22;4;10;8;4;2;4;0;2
2019-09-25 10:20:59;69;5;22;4;10;8;4;2;4;0;2
2019-09-25 10:21:59;69;5;22;4;10;8;4;2;4;0;2
2019-09-25 10:22:59;69;5;22;4;10;8;4;2;4;0;2
2019-09-25 10:24:00;69;5;22;4;10;8;4;2;4;0;2
2019-09-25 10:24:58;69;5;22;4;10;8;4;2;4;0;2
2019-09-25 10:25:59;69;5;22;4;10;8;4;2;4;0;2
2019-09-25 10:26:59;69;5;22;4;10;8;4;2;4;0;2
2019-09-25 10:27:58;69;5;22;4;10;8;4;2;4;0;2
2019-09-25 10:28:59;69;5;22;4;10;8;4;2;4;0;2
2019-09-25 10:29:59;69;5;22;4;10;8;4;2;4;0;2
2019-09-25 10:30:59;69;5;22;4;10;8;4;2;4;0;2
2019-09-25 10:31:58;69;6;21;4;10;8;4;2;4;0;2
2019-09-25 10:32:59;69;6;21;4;10;8;4;2;4;0;2
2019-09-25 10:33:59;70;6;21;5;10;8;4;2;4;0;2
2019-09-25 10:34:59;71;6;21;5;10;8;4;2;5;0;2
2019-09-25 10:35:58;71;6;21;5;10;8;4;2;5;0;2
2019-09-25 10:36:59;71;6;21;5;10;8;4;2;5;0;2
2019-09-25 10:37:59;72;6;22;5;10;8;4;2;5;0;2
2019-09-25 10:38:58;74;6;23;5;10;8;4;2;6;0;2
2019-09-25 10:39:59;74;6;23;5;10;8;4;2;6;0;2
2019-09-25 10:40:59;74;6;23;5;10;8;4;2;6;0;2
2019-09-25 10:41:58;74;6;23;5;10;8;4;2;6;0;2
2019-09-25 10:42:59;74;6;23;5;10;8;4;2;6;0;2
2019-09-25 10:43:58;75;7;23;5;10;8;4;2;6;0;2
2019-09-25 10:44:59;75;7;23;5;10;8;4;2;6;0;2
2019-09-25 10:45:59;76;7;24;5;10;8;4;2;6;0;2
2019-09-25 10:46:58;77;7;24;5;10;9;4;2;6;0;2
2019-09-25 10:47:59;77;7;24;5;10;9;4;2;6;0;2
2019-09-25 10:48:59;77;7;24;5;10;9;4;2;6;0;2
2019-09-25 10:49:59;77;7;24;5;10;9;4;2;6;0;2
2019-09-25 10:50:58;78;8;24;5;10;9;4;2;6;0;2
2019-09-25 10:51:59;78;8;24;5;10;9;4;2;6;0;2
2019-09-25 10:52:59;78;8;24;5;10;9;4;2;6;0;2
2019-09-25 10:53:59;78;8;24;5;10;9;4;2;6;0;2
2019-09-25 10:54:58;78;8;24;5;10;9;4;2;6;0;2
2019-09-25 10:55:59;78;8;24;5;10;9;4;2;6;0;2
2019-09-25 10:56:59;78;8;24;5;10;9;4;2;6;0;2
2019-09-25 10:57:59;78;8;24;5;10;9;4;2;6;0;2
2019-09-25 10:58:58;78;8;24;5;10;9;4;2;6;0;2
2019-09-25 10:59:59;78;8;24;5;10;9;4;2;6;0;2
2019-09-25 11:00:59;78;8;24;5;10;9;4;2;6;0;2
2019-09-25 11:01:58;79;8;24;5;11;9;4;2;6;0;2
2019-09-25 11:02:59;79;8;24;5;11;9;4;2;6;0;2
2019-09-25 11:03:58;79;8;24;5;11;9;4;2;6;0;2
2019-09-25 11:04:59;79;8;24;5;11;9;4;2;6;0;2
2019-09-25 11:05:59;79;8;24;5;11;9;4;2;6;0;2
2019-09-25 11:06:59;79;8;24;5;11;9;4;2;6;0;2
2019-09-25 11:07:58;79;8;24;5;11;9;4;2;6;0;2
2019-09-25 11:08:59;80;8;25;5;11;9;4;2;6;0;2
2019-09-25 11:10:00;80;8;25;5;11;9;4;2;6;0;2
2019-09-25 11:10:58;80;8;25;5;11;9;4;2;6;0;2
2019-09-25 11:11:59;80;8;25;5;11;9;4;2;6;0;2
2019-09-25 11:12:59;80;8;25;5;11;9;4;2;6;0;2
2019-09-25 11:13:58;81;8;26;5;11;9;4;2;6;0;2
2019-09-25 11:14:59;81;8;26;5;11;9;4;2;6;0;2
2019-09-25 11:15:59;81;8;26;5;11;9;4;2;6;0;2
2019-09-25 11:16:58;81;8;26;5;11;9;4;2;6;0;2
2019-09-25 11:17:59;82;8;26;5;12;9;4;2;6;0;2
2019-09-25 11:18:59;82;8;26;5;12;9;4;2;6;0;2
2019-09-25 11:19:58;82;8;26;5;12;9;4;2;6;0;2
2019-09-25 11:20:59;82;8;26;5;12;9;4;2;6;0;2
2019-09-25 11:21:59;83;8;27;5;12;9;4;2;6;0;2
2019-09-25 11:22:59;83;8;27;5;12;9;4;2;6;0;2
2019-09-25 11:23:58;86;9;28;6;13;8;4;2;6;0;2
2019-09-25 11:24:59;87;10;28;6;13;8;4;2;6;0;2
2019-09-25 11:25:59;87;10;28;6;13;8;4;2;6;0;2
2019-09-25 11:26:58;87;10;28;6;13;8;4;2;6;0;2
2019-09-25 11:27:59;87;10;28;6;13;8;4;2;6;0;2
2019-09-25 11:28:59;87;10;28;6;13;8;4;2;6;0;2
2019-09-25 11:29:58;87;10;28;6;13;8;4;2;6;0;2
2019-09-25 11:30:59;87;10;28;6;13;8;4;2;6;0;2
2019-09-25 11:31:59;87;10;28;6;13;8;4;2;6;0;2
2019-09-25 11:32:59;87;10;28;6;13;8;4;2;6;0;2
2019-09-25 11:33:59;89;10;28;7;14;8;4;2;6;0;2
2019-09-25 11:34:58;89;10;28;7;14;8;4;2;6;0;2
2019-09-25 11:35:59;89;10;28;7;14;8;4;2;6;0;2
2019-09-25 11:36:59;89;10;28;7;14;8;4;2;6;0;2
2019-09-25 11:37:59;89;10;28;7;14;8;4;2;6;0;2
2019-09-25 11:38:58;89;10;28;7;14;8;4;2;6;0;2
2019-09-25 11:39:59;89;10;28;7;14;8;4;2;6;0;2
2019-09-25 11:40:59;89;10;28;7;14;8;4;2;6;0;2
2019-09-25 11:41:58;89;10;28;7;14;8;4;2;6;0;2
2019-09-25 11:42:59;89;10;28;7;14;8;4;2;6;0;2
2019-09-25 11:43:59;89;10;28;7;14;8;4;2;6;0;2
2019-09-25 11:44:58;89;10;28;7;14;8;4;2;6;0;2
2019-09-25 11:45:59;89;10;28;7;14;8;4;2;6;0;2
2019-09-25 11:46:59;89;10;28;7;14;8;4;2;6;0;2
2019-09-25 11:47:59;90;10;29;7;14;8;4;2;6;0;2
2019-09-25 11:48:58;90;10;28;7;15;8;4;2;6;0;2
2019-09-25 11:49:59;90;10;28;7;15;8;4;2;6;0;2
2019-09-25 11:50:59;90;10;28;7;15;8;4;2;6;0;2
2019-09-25 11:51:58;90;10;28;7;15;8;4;2;6;0;2
2019-09-25 11:52:59;91;10;29;7;15;8;4;2;6;0;2
2019-09-25 11:53:59;91;10;28;8;15;8;4;2;6;0;2
2019-09-25 11:54:58;91;10;28;8;15;8;4;2;6;0;2
2019-09-25 11:55:59;91;10;28;8;15;8;4;2;6;0;2
2019-09-25 11:56:59;91;10;28;8;15;8;4;2;6;0;2
2019-09-25 11:57:59;92;10;28;8;15;9;4;2;6;0;2
2019-09-25 11:58:58;92;10;28;8;15;9;4;2;6;0;2
2019-09-25 11:59:59;92;10;28;8;15;9;4;2;6;0;2
2019-09-25 12:00:59;92;10;28;8;15;9;4;2;6;0;2
2019-09-25 12:01:59;92;10;28;8;15;9;4;2;6;0;2
2019-09-25 12:02:58;92;10;28;8;15;9;4;2;6;0;2
2019-09-25 12:03:59;92;10;28;8;15;9;4;2;6;0;2
2019-09-25 12:04:59;93;10;28;8;15;9;5;2;6;0;2
2019-09-25 12:05:59;93;10;28;8;15;9;5;2;6;0;2
2019-09-25 12:06:58;93;10;28;8;15;9;5;2;6;0;2
2019-09-25 12:07:59;93;10;28;8;15;9;5;2;6;0;2
2019-09-25 12:08:59;93;10;28;8;15;9;5;2;6;0;2
2019-09-25 12:09:59;93;10;28;8;15;9;5;2;6;0;2
2019-09-25 12:10:58;93;10;28;8;15;9;5;2;6;0;2
2019-09-25 12:11:59;93;10;28;8;15;9;5;2;6;0;2
2019-09-25 12:12:59;93;10;28;8;15;9;5;2;6;0;2
2019-09-25 12:13:58;93;10;28;8;15;9;5;2;6;0;2
2019-09-25 12:14:59;95;11;29;8;15;9;5;2;6;0;2
2019-09-25 12:15:59;95;11;29;8;15;9;5;2;6;0;2
2019-09-25 12:16:59;95;11;29;8;15;9;5;2;6;0;2
2019-09-25 12:17:58;95;11;29;8;15;9;5;2;6;0;2
2019-09-25 12:18:59;95;11;29;8;15;9;5;2;6;0;2
2019-09-25 12:19:59;95;11;29;8;15;9;5;2;6;0;2
2019-09-25 12:20:59;95;11;29;8;15;9;5;2;6;0;2
2019-09-25 12:21:58;95;11;29;8;15;9;5;2;6;0;2
2019-09-25 12:22:59;95;11;29;8;15;9;5;2;6;0;2
2019-09-25 12:23:59;95;11;29;8;15;9;5;2;6;0;2
2019-09-25 12:24:59;95;11;29;9;14;9;5;2;6;0;2
2019-09-25 12:25:58;96;11;29;10;14;9;5;2;6;0;2
2019-09-25 12:26:59;96;11;29;10;14;9;5;2;6;0;2
2019-09-25 12:27:59;96;11;29;10;14;9;5;2;6;0;2
2019-09-25 12:28:58;96;11;29;10;14;9;5;2;6;0;2
2019-09-25 12:29:59;96;11;29;10;14;9;5;2;6;0;2
2019-09-25 12:30:59;97;11;29;10;15;9;5;2;6;0;2
2019-09-25 12:31:59;97;11;29;10;15;9;5;2;6;0;2
2019-09-25 12:32:58;98;11;30;10;15;9;5;2;6;0;2
2019-09-25 12:33:59;98;11;30;10;15;9;5;2;6;0;2
2019-09-25 12:34:59;98;11;30;10;15;9;5;2;6;0;2
2019-09-25 12:35:59;99;11;30;10;15;9;5;2;6;0;2
2019-09-25 12:37:00;99;11;30;10;15;9;5;2;6;0;2
2019-09-25 12:37:58;99;11;30;10;15;9;5;2;6;0;2
2019-09-25 12:38:59;100;12;30;10;15;9;5;2;6;0;2
2019-09-25 12:39:59;100;12;30;10;15;9;5;2;6;0;2
2019-09-25 12:40:58;100;12;30;10;15;9;5;2;6;0;2
2019-09-25 12:41:59;100;12;30;10;15;9;5;2;6;0;2
2019-09-25 12:42:59;101;12;31;10;15;9;5;2;6;0;2
2019-09-25 12:43:59;101;12;31;10;15;9;5;2;6;0;2
2019-09-25 12:44:59;101;12;31;10;15;9;5;2;6;0;2
2019-09-25 12:45:58;101;12;31;10;15;9;5;2;6;0;2
2019-09-25 12:46:59;101;12;31;10;15;9;5;2;6;0;2
2019-09-25 12:47:59;101;12;31;10;15;9;5;2;6;0;2
2019-09-25 12:48:59;101;12;31;10;15;9;5;2;6;0;2
2019-09-25 12:49:58;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 12:50:59;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 12:51:59;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 12:52:59;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 12:53:58;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 12:54:59;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 12:55:59;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 12:56:59;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 12:57:58;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 12:58:59;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 12:59:59;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 13:00:59;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 13:01:58;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 13:02:59;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 13:03:59;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 13:04:59;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 13:05:58;102;12;32;10;15;9;5;2;6;0;2
2019-09-25 13:06:59;103;12;33;10;15;9;5;2;6;0;2
2019-09-25 13:07:59;103;12;33;10;15;9;5;2;6;0;2
2019-09-25 13:08:59;103;12;33;10;15;9;5;2;6;0;2
2019-09-25 13:09:58;103;12;33;10;15;9;5;2;6;0;2
2019-09-25 13:10:59;103;12;33;10;15;9;5;2;6;0;2
2019-09-25 13:11:59;103;12;33;10;15;9;5;2;6;0;2
