datetime;total_votes;norpo;shamanka2_0;pavelomg;Есения;Bf109H;navalny;Rumpelstilzchen;Norbert Bebrueze;UndeadMoroz;Митяй
2020-09-30 06:31:58;41;8;0;2;4;0;0;3;1;2;0
2020-09-30 06:32:59;41;8;0;2;4;0;0;3;1;2;0
2020-09-30 06:33:59;41;7;0;2;4;0;0;3;1;2;0
2020-09-30 06:34:58;41;7;0;2;4;0;0;3;1;2;0
2020-09-30 06:35:59;41;7;0;2;4;0;0;3;1;2;0
2020-09-30 06:36:58;41;7;0;2;4;0;0;3;1;2;0
2020-09-30 06:37:59;42;7;0;2;5;0;0;3;1;2;0
2020-09-30 06:38:59;42;7;0;2;5;0;0;3;1;2;0
2020-09-30 06:39:58;42;7;0;2;5;0;0;3;1;2;0
2020-09-30 06:40:59;42;7;0;2;5;0;0;3;1;2;0
2020-09-30 06:41:59;42;7;0;2;5;0;0;3;1;2;0
2020-09-30 06:42:58;42;7;0;2;5;0;0;3;1;2;0
2020-09-30 06:43:59;42;7;0;2;5;0;0;3;1;2;0
2020-09-30 06:44:59;42;7;0;2;5;0;0;3;1;2;0
2020-09-30 06:45:58;43;8;0;2;5;0;0;3;1;2;0
2020-09-30 06:46:59;43;8;0;2;5;0;0;3;1;2;0
2020-09-30 06:47:59;43;8;0;2;5;0;0;3;1;2;0
2020-09-30 06:48:58;43;8;0;2;5;0;0;3;1;2;0
2020-09-30 06:49:59;43;8;0;2;5;0;0;3;1;2;0
2020-09-30 06:50:59;43;8;0;2;5;0;0;3;1;2;0
2020-09-30 06:51:58;43;8;0;2;5;0;0;3;1;2;0
2020-09-30 06:52:59;45;9;0;2;6;0;0;3;1;2;0
2020-09-30 06:53:59;46;9;0;2;6;0;0;3;1;2;0
2020-09-30 06:54:58;46;9;0;2;6;0;0;3;1;2;0
2020-09-30 06:55:59;46;9;0;2;6;0;0;3;1;2;0
2020-09-30 06:56:59;46;9;0;2;6;0;0;3;1;2;0
2020-09-30 06:57:58;46;9;0;2;6;0;0;3;1;2;0
2020-09-30 06:58:59;47;10;0;2;6;0;0;3;1;2;0
2020-09-30 06:59:59;47;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:00:58;47;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:01:59;47;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:02:59;47;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:03:58;47;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:04:59;47;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:05:59;47;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:06:58;47;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:07:59;47;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:08:59;47;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:09:58;48;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:10:59;48;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:11:59;48;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:12:58;48;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:13:59;48;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:14:59;48;10;0;2;6;0;0;3;1;2;0
2020-09-30 07:15:58;49;11;0;2;6;0;0;3;1;2;0
2020-09-30 07:16:59;49;11;0;2;6;0;0;3;1;2;0
2020-09-30 07:17:58;49;11;0;2;6;0;0;3;1;2;0
2020-09-30 07:18:59;49;11;0;2;6;0;0;3;1;2;0
2020-09-30 07:19:59;49;11;0;2;6;0;0;3;1;2;0
2020-09-30 07:20:58;49;11;0;2;6;0;0;3;1;2;0
2020-09-30 07:21:59;49;11;0;2;6;0;0;3;1;2;0
2020-09-30 07:22:59;49;11;0;2;6;0;0;3;1;2;0
2020-09-30 07:23:58;50;11;0;2;6;0;0;3;1;3;0
2020-09-30 07:24:59;50;11;0;2;6;0;0;3;1;3;0
2020-09-30 07:25:59;50;11;0;2;6;0;0;3;1;3;0
2020-09-30 07:26:58;50;11;0;2;6;0;0;3;1;3;0
2020-09-30 07:27:59;50;11;0;2;6;0;0;3;1;3;0
2020-09-30 07:28:59;50;11;0;2;6;0;0;3;1;3;0
2020-09-30 07:29:58;50;11;0;2;6;0;0;3;1;3;0
2020-09-30 07:30:59;51;12;0;2;6;0;0;3;1;3;0
2020-09-30 07:31:59;51;12;0;2;6;0;0;3;1;3;0
2020-09-30 07:32:58;53;13;0;2;6;0;0;3;1;3;0
2020-09-30 07:33:59;54;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:34:59;54;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:35:58;54;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:36:59;55;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:37:58;55;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:38:59;55;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:39:59;55;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:40:58;55;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:41:59;55;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:42:59;55;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:43:58;55;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:44:59;55;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:45:58;55;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:46:59;56;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:47:59;56;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:48:58;56;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:49:59;57;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:50:59;57;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:51:58;57;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:52:59;57;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:53:59;57;14;0;2;6;0;0;3;1;3;0
2020-09-30 07:55:00;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 07:55:58;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 07:56:59;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 07:57:58;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 07:58:59;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 07:59:59;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:00:58;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:01:59;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:02:59;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:03:58;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:04:59;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:05:58;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:06:59;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:07:58;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:08:59;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:09:59;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:10:58;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:11:59;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:12:59;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:13:58;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:14:59;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:15:59;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:16:58;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:17:59;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:18:59;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:19:58;58;14;0;2;6;0;0;3;0;3;0
2020-09-30 08:20:59;59;15;0;2;6;0;0;3;0;3;0
2020-09-30 08:21:59;59;15;0;2;6;0;0;3;0;3;0
2020-09-30 08:22:58;59;15;0;2;6;0;0;3;0;3;0
2020-09-30 08:23:59;59;15;0;2;6;0;0;3;0;3;0
2020-09-30 08:24:59;59;15;0;2;6;0;0;3;0;3;0
2020-09-30 08:25:58;59;15;0;2;6;0;0;3;0;3;0
2020-09-30 08:26:59;59;15;0;2;6;0;0;3;0;3;0
2020-09-30 08:27:59;59;15;0;2;6;0;0;3;0;3;0
2020-09-30 08:28:58;61;17;0;2;6;0;0;3;0;3;0
2020-09-30 08:29:59;61;17;0;2;6;0;0;3;0;3;0
2020-09-30 08:30:58;61;17;0;2;6;0;0;3;0;3;0
2020-09-30 08:31:59;61;17;0;2;6;0;0;3;0;3;0
2020-09-30 08:32:59;61;17;0;2;6;0;0;3;0;3;0
2020-09-30 08:33:58;61;17;0;2;6;0;0;3;0;3;0
2020-09-30 08:34:59;62;17;0;2;6;0;0;3;0;3;0
2020-09-30 08:35:58;62;17;0;2;6;0;0;3;0;3;0
2020-09-30 08:36:59;62;17;0;2;6;0;0;3;0;3;0
2020-09-30 08:37:59;63;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:38:58;63;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:39:59;64;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:40:58;64;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:41:59;65;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:42:59;65;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:43:58;66;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:44:59;67;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:45:59;67;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:46:58;67;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:47:59;67;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:48:59;68;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:49:58;68;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:50:59;68;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:51:59;68;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:52:58;68;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:53:59;68;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:54:59;68;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:55:58;70;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:56:59;70;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:57:59;70;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:58:59;70;17;0;2;7;0;0;3;0;3;0
2020-09-30 08:59:58;70;17;0;2;7;0;0;3;0;3;0
2020-09-30 09:00:59;71;18;0;2;7;0;0;3;0;3;0
2020-09-30 09:01:58;71;18;0;2;7;0;0;3;0;3;0
2020-09-30 09:02:59;71;18;0;2;7;0;0;3;0;3;0
2020-09-30 09:03:59;72;18;0;2;8;0;0;3;0;3;0
2020-09-30 09:04:58;73;19;0;2;8;0;0;3;0;3;0
2020-09-30 09:05:59;73;19;0;2;8;0;0;3;0;3;0
2020-09-30 09:06:59;74;19;0;2;8;0;0;3;0;3;0
2020-09-30 09:07:58;74;19;0;2;8;0;0;3;0;3;0
2020-09-30 09:08:59;76;20;0;2;8;0;0;3;0;3;0
2020-09-30 09:09:58;78;21;0;2;8;0;0;3;0;3;0
2020-09-30 09:10:59;78;21;0;2;8;0;0;3;0;3;0
2020-09-30 09:11:58;79;21;0;2;8;0;0;3;0;3;0
2020-09-30 09:12:59;80;22;0;2;8;0;0;3;0;3;0
2020-09-30 09:13:59;80;22;0;2;8;0;0;3;0;3;0
2020-09-30 09:14:58;80;22;0;2;8;0;0;3;0;3;0
2020-09-30 09:15:59;80;22;0;2;8;0;0;3;0;3;0
2020-09-30 09:16:59;80;22;0;2;8;0;0;3;0;3;0
2020-09-30 09:17:58;81;22;0;2;8;1;0;3;0;3;0
2020-09-30 09:18:59;81;22;0;2;8;1;0;3;0;3;0
2020-09-30 09:19:59;82;23;0;2;8;1;0;3;0;3;0
2020-09-30 09:20:58;83;23;0;2;8;1;0;3;0;3;0
2020-09-30 09:21:59;83;23;0;2;8;1;0;3;0;3;0
2020-09-30 09:22:59;83;23;0;2;8;1;0;3;0;3;0
2020-09-30 09:23:59;84;23;0;2;8;1;0;3;0;3;0
2020-09-30 09:24:58;84;23;0;2;8;1;0;3;0;3;0
2020-09-30 09:25:59;84;23;0;2;8;1;0;3;0;3;0
2020-09-30 09:26:59;84;23;0;2;8;1;0;3;0;3;0
2020-09-30 09:27:58;84;23;0;2;8;1;0;3;0;3;0
2020-09-30 09:28:59;84;23;0;2;8;1;0;3;0;3;0
2020-09-30 09:29:59;85;23;0;2;8;1;0;3;0;4;0
2020-09-30 09:30:58;85;23;0;2;8;1;0;3;0;4;0
2020-09-30 09:31:59;86;24;0;2;8;1;0;3;0;4;0
2020-09-30 09:32:58;87;24;0;2;8;1;0;3;0;4;1
2020-09-30 09:33:59;87;24;0;2;8;1;0;3;0;4;1
2020-09-30 09:34:59;87;24;0;2;8;1;0;3;0;4;1
2020-09-30 09:35:58;87;24;0;2;8;1;0;3;0;4;1
2020-09-30 09:36:59;87;24;0;2;8;1;0;3;0;4;1
2020-09-30 09:37:59;89;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:38:58;89;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:39:59;89;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:40:59;89;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:41:58;89;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:42:59;89;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:43:59;89;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:44:58;89;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:45:59;90;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:46:59;91;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:47:58;91;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:48:59;91;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:49:58;91;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:50:59;91;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:51:59;91;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:52:58;91;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:53:59;91;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:54:59;91;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:55:58;91;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:56:59;91;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:57:59;91;24;0;2;8;1;0;4;0;4;1
2020-09-30 09:58:58;92;24;0;2;9;1;0;4;0;4;1
2020-09-30 09:59:59;92;24;0;2;9;1;0;4;0;4;1
2020-09-30 10:00:58;92;24;0;2;9;1;0;4;0;4;1
2020-09-30 10:01:59;92;24;0;2;9;1;0;4;0;4;1
2020-09-30 10:02:59;92;24;0;2;9;1;0;4;0;4;1
2020-09-30 10:03:58;94;24;0;3;10;1;0;4;0;4;1
2020-09-30 10:04:59;95;25;0;3;10;1;0;4;0;4;1
2020-09-30 10:05:59;95;25;0;3;10;1;0;4;0;4;1
2020-09-30 10:06:58;95;25;0;3;10;1;0;4;0;4;1
2020-09-30 10:07:59;95;24;0;3;10;1;0;4;0;5;1
2020-09-30 10:08:59;96;24;0;3;10;1;0;4;0;5;1
2020-09-30 10:09:58;96;24;0;3;10;1;0;4;0;5;1
2020-09-30 10:10:59;96;24;0;3;10;1;0;4;0;5;1
2020-09-30 10:11:59;96;24;0;3;10;1;0;4;0;5;1
2020-09-30 10:12:58;97;24;0;3;10;1;0;4;0;5;1
2020-09-30 10:13:59;97;24;0;3;10;1;0;4;0;5;1
2020-09-30 10:14:59;97;24;0;3;10;1;0;4;0;5;1
2020-09-30 10:15:58;98;24;0;3;10;1;0;4;0;6;1
2020-09-30 10:16:59;98;24;0;3;10;1;0;4;0;6;1
2020-09-30 10:17:59;98;24;0;3;10;1;0;4;0;6;1
2020-09-30 10:18:58;99;24;0;3;10;1;0;4;0;6;1
2020-09-30 10:19:59;99;24;0;3;10;1;0;4;0;6;1
2020-09-30 10:20:59;99;24;0;3;10;1;0;4;0;6;1
2020-09-30 10:21:58;99;24;0;3;10;1;0;4;0;6;1
2020-09-30 10:22:59;99;24;0;3;10;1;0;4;0;6;1
2020-09-30 10:23:59;100;24;0;3;10;2;0;4;0;6;1
2020-09-30 10:24:58;100;24;0;3;10;2;0;4;0;6;1
2020-09-30 10:25:59;100;24;0;3;10;2;0;4;0;6;1
2020-09-30 10:26:59;100;24;0;3;10;2;0;4;0;6;1
2020-09-30 10:27:58;101;24;0;3;11;2;0;4;0;6;1
2020-09-30 10:28:59;101;24;0;3;11;2;0;4;0;6;1
2020-09-30 10:30:00;101;24;0;3;11;2;0;4;0;6;1
2020-09-30 10:30:58;102;24;0;3;11;2;0;4;0;6;1
2020-09-30 10:31:59;102;24;0;3;11;2;0;4;0;6;1
2020-09-30 10:32:58;102;24;0;3;11;2;0;4;0;6;1
2020-09-30 10:33:59;102;24;0;3;11;2;0;4;0;6;1
2020-09-30 10:34:59;102;24;0;3;11;2;0;4;0;6;1
2020-09-30 10:35:58;102;24;0;3;11;2;0;4;0;6;1
2020-09-30 10:36:59;103;24;0;3;11;2;0;4;0;6;1
2020-09-30 10:37:59;103;24;0;3;11;2;0;4;0;6;1
2020-09-30 10:38:58;103;24;0;3;11;2;0;4;0;6;1
2020-09-30 10:39:59;104;25;0;3;11;2;0;4;0;6;1
2020-09-30 10:40:58;105;25;0;3;11;2;0;4;0;6;1
2020-09-30 10:41:59;105;25;0;3;11;2;0;4;0;6;1
2020-09-30 10:42:59;105;25;0;3;11;2;0;4;0;6;1
2020-09-30 10:43:58;105;25;0;3;11;2;0;4;0;6;1
2020-09-30 10:44:59;105;25;0;3;11;2;0;4;0;6;1
2020-09-30 10:45:59;105;25;0;3;11;2;0;4;0;6;1
2020-09-30 10:46:58;105;25;0;3;11;2;0;4;0;6;1
2020-09-30 10:47:59;105;25;0;3;11;2;0;4;0;6;1
2020-09-30 10:48:59;105;25;0;3;11;2;0;4;0;6;1
2020-09-30 10:49:58;106;26;0;3;11;2;0;4;0;6;1
2020-09-30 10:50:59;106;26;0;3;11;2;0;4;0;6;1
2020-09-30 10:51:59;106;26;0;3;11;2;0;4;0;6;1
2020-09-30 10:52:58;106;26;0;3;11;2;0;4;0;6;1
2020-09-30 10:53:59;107;27;0;3;11;2;0;4;0;6;1
2020-09-30 10:54:59;108;27;0;4;11;2;0;4;0;6;1
2020-09-30 10:55:58;108;27;0;4;11;2;0;4;0;6;1
2020-09-30 10:56:59;108;27;0;4;11;2;0;4;0;6;1
2020-09-30 10:57:59;109;28;0;4;11;2;0;4;0;6;1
2020-09-30 10:58:58;109;28;0;4;11;2;0;4;0;6;1
2020-09-30 10:59:59;109;28;0;4;11;2;0;4;0;6;1
2020-09-30 11:00:59;109;28;0;4;11;2;0;4;0;6;1
2020-09-30 11:01:58;110;29;0;4;11;2;0;4;0;6;1
2020-09-30 11:02:59;110;29;0;4;11;2;0;4;0;6;1
2020-09-30 11:03:59;111;30;0;4;11;2;0;4;0;6;1
2020-09-30 11:04:58;111;30;0;4;11;2;0;4;0;6;1
2020-09-30 11:05:59;111;30;0;4;11;2;0;4;0;6;1
2020-09-30 11:06:59;111;30;0;4;11;2;0;4;0;6;1
2020-09-30 11:07:58;111;30;0;4;11;2;0;4;0;6;1
2020-09-30 11:08:59;111;30;0;4;11;2;0;4;0;6;1
2020-09-30 11:09:59;111;31;0;4;10;2;0;4;0;6;1
2020-09-30 11:10:58;111;31;0;4;10;2;0;4;0;6;1
2020-09-30 11:11:59;111;31;0;4;10;2;0;4;0;6;1
2020-09-30 11:12:59;111;31;0;4;10;2;0;4;0;6;1
2020-09-30 11:13:58;112;32;0;4;10;2;0;4;0;6;1
2020-09-30 11:14:59;112;32;0;4;10;2;0;4;0;6;1
2020-09-30 11:15:59;112;32;0;4;10;2;0;4;0;6;1
2020-09-30 11:17:00;113;32;0;4;10;2;0;4;0;6;1
2020-09-30 11:17:58;113;32;0;4;10;2;0;4;0;6;1
2020-09-30 11:18:59;114;33;0;4;10;2;0;4;0;6;1
2020-09-30 11:19:58;114;33;0;4;10;2;0;4;0;6;1
2020-09-30 11:20:59;115;34;0;4;10;2;0;4;0;6;1
2020-09-30 11:21:59;115;34;0;4;10;2;0;4;0;6;1
2020-09-30 11:22:58;115;34;0;4;10;2;0;4;0;6;1
2020-09-30 11:23:59;115;34;0;4;10;2;0;4;0;6;1
2020-09-30 11:24:59;115;34;0;4;10;2;0;4;0;6;1
2020-09-30 11:25:58;115;34;0;4;10;2;0;4;0;6;1
2020-09-30 11:26:59;115;34;0;4;10;2;0;4;0;6;1
2020-09-30 11:27:59;117;34;0;4;10;2;0;4;0;6;1
2020-09-30 11:28:59;117;34;0;4;10;2;0;4;0;6;1
2020-09-30 11:29:58;117;34;0;4;10;2;0;4;0;6;1
2020-09-30 11:30:59;117;34;0;4;10;2;0;4;0;6;1
2020-09-30 11:31:59;117;34;0;4;10;2;0;4;0;6;1
2020-09-30 11:32:58;117;34;0;4;10;2;0;4;0;6;1
2020-09-30 11:33:59;118;35;0;4;10;2;0;4;0;6;1
2020-09-30 11:34:59;118;35;0;4;10;2;0;4;0;6;1
2020-09-30 11:35:58;118;35;0;4;10;2;0;4;0;6;1
2020-09-30 11:36:59;119;35;0;5;10;2;0;4;0;6;1
2020-09-30 11:37:59;119;35;0;5;10;2;0;4;0;6;1
2020-09-30 11:38:58;120;35;0;5;10;2;0;4;0;6;1
2020-09-30 11:39:59;120;35;0;5;10;2;0;4;0;6;1
2020-09-30 11:40:58;120;35;0;5;10;2;0;4;0;6;1
2020-09-30 11:41:59;123;36;0;5;10;2;0;4;0;6;1
2020-09-30 11:42:59;123;36;0;5;10;2;0;4;0;6;1
2020-09-30 11:43:58;125;36;0;5;10;2;0;4;0;6;1
2020-09-30 11:44:59;125;36;0;5;10;2;0;4;0;6;1
2020-09-30 11:45:59;125;36;0;5;10;2;0;4;0;6;1
2020-09-30 11:46:58;125;36;0;5;10;2;0;4;0;6;1
2020-09-30 11:47:59;125;36;0;5;10;2;0;4;0;6;1
2020-09-30 11:48:59;125;36;0;5;10;2;0;4;0;6;1
2020-09-30 11:49:58;125;36;0;5;10;2;0;4;0;6;1
2020-09-30 11:50:59;125;36;0;5;10;2;0;4;0;6;1
2020-09-30 11:51:59;125;36;0;5;10;2;0;4;0;6;1
2020-09-30 11:52:58;126;37;0;5;10;2;0;4;0;6;1
2020-09-30 11:53:59;126;37;0;5;10;2;0;4;0;6;1
2020-09-30 11:54:59;126;37;0;5;10;2;0;4;0;6;1
2020-09-30 11:55:59;126;37;0;5;10;2;0;4;0;6;1
2020-09-30 11:56:58;126;37;0;5;10;2;0;4;0;6;1
2020-09-30 11:57:59;126;37;0;5;10;2;0;4;0;6;1
2020-09-30 11:58:59;126;37;0;5;10;2;0;4;0;6;1
2020-09-30 11:59:58;126;37;0;5;10;2;0;4;0;6;1
2020-09-30 12:00:59;126;37;0;5;10;2;0;4;0;6;1
2020-09-30 12:01:58;126;37;0;5;10;2;0;4;0;6;1
2020-09-30 12:02:59;127;38;0;5;10;2;0;4;0;6;1
2020-09-30 12:03:59;128;40;0;5;10;2;0;4;0;5;1
2020-09-30 12:04:58;128;40;0;5;10;2;0;4;0;5;1
2020-09-30 12:05:59;128;40;0;5;10;2;0;4;0;5;1
2020-09-30 12:06:59;129;40;0;5;10;2;0;4;0;5;1
2020-09-30 12:07:58;129;40;0;5;10;2;0;4;0;5;1
2020-09-30 12:08:59;129;40;0;5;10;2;0;4;0;5;1
2020-09-30 12:09:59;129;40;0;5;10;2;0;4;0;5;1
2020-09-30 12:10:58;130;41;0;5;10;2;0;4;0;5;1
2020-09-30 12:11:59;130;41;0;5;10;2;0;4;0;5;1
2020-09-30 12:12:59;130;41;0;5;10;2;0;4;0;5;1
2020-09-30 12:13:59;130;41;0;5;10;2;0;4;0;5;1
2020-09-30 12:14:58;130;41;0;5;10;2;0;4;0;5;1
2020-09-30 12:15:59;130;41;0;5;10;2;0;4;0;5;1
2020-09-30 12:16:59;130;41;0;5;10;2;0;4;0;5;1
2020-09-30 12:17:58;130;41;0;5;10;2;0;4;0;5;1
2020-09-30 12:18:59;131;42;0;5;10;2;0;4;0;5;1
2020-09-30 12:19:58;131;42;0;5;10;2;0;4;0;5;1
2020-09-30 12:20:59;131;42;0;5;10;2;0;4;0;5;1
2020-09-30 12:21:59;131;42;0;5;10;2;0;4;0;5;1
2020-09-30 12:22:58;132;42;0;5;10;2;0;4;0;5;1
2020-09-30 12:23:59;132;42;0;5;10;2;0;4;0;5;1
2020-09-30 12:24:59;132;42;0;5;10;2;0;4;0;5;1
2020-09-30 12:25:58;132;42;0;5;10;2;0;4;0;5;1
2020-09-30 12:26:59;133;43;0;5;10;2;0;4;0;5;1
2020-09-30 12:27:59;133;43;0;5;10;2;0;4;0;5;1
2020-09-30 12:28:58;133;43;0;5;10;2;0;4;0;5;1
2020-09-30 12:29:59;134;44;0;5;10;2;0;4;0;5;1
2020-09-30 12:30:59;134;44;0;5;10;2;0;4;0;5;1
2020-09-30 12:31:58;134;44;0;5;10;2;0;4;0;5;1
2020-09-30 12:32:59;135;44;0;5;10;2;2;4;0;5;0
2020-09-30 12:33:59;135;44;0;5;10;2;2;4;0;5;0
2020-09-30 12:34:58;135;44;0;5;10;2;2;4;0;5;0
2020-09-30 12:35:59;135;44;0;5;10;2;2;4;0;5;0
2020-09-30 12:36:59;136;45;0;5;10;2;2;4;0;5;0
2020-09-30 12:37:58;136;46;0;5;10;2;2;4;0;5;0
2020-09-30 12:38:59;136;46;0;5;10;2;2;4;0;5;0
2020-09-30 12:39:59;137;46;0;6;10;2;2;4;0;5;0
2020-09-30 12:40:58;137;46;0;6;10;2;2;4;0;5;0
2020-09-30 12:41:59;138;46;0;6;10;2;2;4;0;5;0
2020-09-30 12:42:59;139;46;0;6;10;2;2;4;0;5;0
2020-09-30 12:43:58;140;46;0;6;10;2;2;4;0;5;0
2020-09-30 12:44:59;140;46;0;6;10;2;2;4;0;5;0
2020-09-30 12:45:59;140;46;0;6;10;2;2;4;0;5;0
2020-09-30 12:46:58;140;46;0;6;10;2;2;4;0;5;0
2020-09-30 12:47:59;140;46;0;6;10;2;2;4;0;5;0
2020-09-30 12:48:59;141;46;0;6;10;2;2;4;0;5;0
2020-09-30 12:49:58;141;46;0;6;10;2;2;4;0;5;0
2020-09-30 12:50:59;141;46;0;6;10;2;2;4;0;5;0
2020-09-30 12:51:58;140;46;0;6;10;2;2;4;0;4;0
2020-09-30 12:52:59;140;46;0;6;10;2;2;4;0;4;0
2020-09-30 12:53:59;141;47;0;6;10;2;2;4;0;4;0
2020-09-30 12:54:58;142;47;0;6;10;2;2;4;0;4;0
2020-09-30 12:55:59;142;47;0;6;10;2;2;4;0;4;0
2020-09-30 12:56:59;142;47;0;6;10;2;2;4;0;4;0
2020-09-30 12:57:58;142;47;0;6;10;2;2;4;0;4;0
2020-09-30 12:58:59;142;47;0;6;10;2;2;4;0;4;0
2020-09-30 12:59:59;142;47;0;6;10;2;2;4;0;4;0
2020-09-30 13:00:58;142;47;0;6;10;2;2;4;0;4;0
2020-09-30 13:01:59;142;47;0;6;10;2;2;4;0;4;0
2020-09-30 13:02:58;142;47;0;6;10;2;2;4;0;4;0
2020-09-30 13:03:59;142;47;0;6;10;2;2;4;0;4;1
2020-09-30 13:05:00;142;47;0;6;10;2;2;4;0;4;1
2020-09-30 13:05:58;142;47;0;6;10;2;2;4;0;4;1
2020-09-30 13:06:59;142;47;0;6;10;2;2;4;0;4;1
2020-09-30 13:07:58;142;47;0;6;10;2;2;4;0;4;1
