datetime;total_votes;violetshit;pupsique;sergoff;rockamark;KOCTOPE3;jovan;cofee;dear_pavlik;Есения;brammator
2019-01-23 06:34:59;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:35:58;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:36:59;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:37:59;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:38:58;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:39:59;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:40:59;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:41:58;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:42:59;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:43:59;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:44:58;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:45:59;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:46:58;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:47:59;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:48:58;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:49:59;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:50:59;42;11;2;9;5;3;0;2;2;0;0
2019-01-23 06:51:58;44;12;2;9;5;3;1;2;2;0;0
2019-01-23 06:52:59;44;12;2;9;5;3;1;2;2;0;0
2019-01-23 06:53:59;44;12;2;9;5;3;1;2;2;0;0
2019-01-23 06:54:58;44;12;2;9;5;3;1;2;2;0;0
2019-01-23 06:56:00;44;12;2;9;5;3;1;2;2;0;0
2019-01-23 06:56:59;44;12;2;9;5;3;1;2;2;0;0
2019-01-23 06:57:59;44;12;2;9;5;3;1;2;2;0;0
2019-01-23 06:58:59;44;12;2;9;5;3;1;2;2;0;0
2019-01-23 06:59:58;44;12;2;9;5;3;1;2;2;0;0
2019-01-23 07:00:59;44;12;2;9;5;3;1;2;2;0;0
2019-01-23 07:01:59;44;12;2;9;5;3;1;2;2;0;0
2019-01-23 07:02:58;44;12;2;9;5;3;1;2;2;0;0
2019-01-23 07:03:59;44;12;2;9;5;3;1;2;2;0;0
2019-01-23 07:04:58;44;12;2;9;5;3;1;2;2;0;0
2019-01-23 07:05:59;45;13;2;9;5;3;1;2;2;0;0
2019-01-23 07:06:59;45;13;2;9;5;3;1;2;2;0;0
2019-01-23 07:07:58;46;13;2;9;5;3;2;2;2;0;0
2019-01-23 07:08:59;46;13;2;9;5;3;2;2;2;0;0
2019-01-23 07:09:59;46;13;2;9;5;3;2;2;2;0;0
2019-01-23 07:10:58;46;13;2;9;5;3;2;2;2;0;0
2019-01-23 07:11:59;46;13;2;9;5;3;2;2;2;0;0
2019-01-23 07:12:59;46;13;2;9;5;3;2;2;2;0;0
2019-01-23 07:13:58;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:14:59;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:15:58;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:16:59;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:17:59;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:18:58;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:19:59;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:20:58;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:21:59;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:22:59;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:23:58;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:24:59;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:25:59;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:26:58;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:27:59;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:28:59;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:29:58;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:30:59;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:31:58;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:32:59;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:33:59;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:34:58;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:35:59;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:36:59;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:37:58;47;13;2;10;5;3;2;2;2;0;0
2019-01-23 07:38:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:39:58;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:40:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:41:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:42:58;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:43:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:44:58;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:45:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:46:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:47:58;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:48:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:50:00;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:50:58;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:51:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:52:58;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:53:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:54:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:55:58;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:56:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:57:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:58:58;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 07:59:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 08:00:58;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 08:01:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 08:02:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 08:03:58;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 08:04:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 08:05:59;48;13;2;11;5;3;2;2;2;0;0
2019-01-23 08:06:58;49;13;2;11;6;3;2;2;2;0;0
2019-01-23 08:07:59;49;13;2;11;6;3;2;2;2;0;0
2019-01-23 08:08:59;49;13;2;11;6;3;2;2;2;0;0
2019-01-23 08:09:58;50;14;2;11;6;3;2;2;2;0;0
2019-01-23 08:10:59;50;14;2;11;6;3;2;2;2;0;0
2019-01-23 08:11:58;50;14;2;11;6;3;2;2;2;0;0
2019-01-23 08:12:59;50;14;2;11;6;3;2;2;2;0;0
2019-01-23 08:13:59;50;14;2;11;6;3;2;2;2;0;0
2019-01-23 08:14:58;51;14;2;11;6;3;2;2;2;0;0
2019-01-23 08:15:59;51;14;2;11;6;3;2;2;2;0;0
2019-01-23 08:16:59;51;14;2;11;6;3;2;2;2;0;0
2019-01-23 08:17:58;51;14;2;11;6;3;2;2;2;0;0
2019-01-23 08:18:59;51;14;2;11;6;3;2;2;2;0;0
2019-01-23 08:20:00;51;14;2;11;6;3;2;2;2;0;0
2019-01-23 08:20:58;51;14;2;11;6;3;2;2;2;0;0
2019-01-23 08:21:59;52;15;2;11;6;3;2;2;2;0;0
2019-01-23 08:22:58;52;15;2;11;6;3;2;2;2;0;0
2019-01-23 08:23:59;52;15;2;11;6;3;2;2;2;0;0
2019-01-23 08:24:59;52;15;2;11;6;3;2;2;2;0;0
2019-01-23 08:25:58;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:26:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:27:58;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:28:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:29:58;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:30:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:31:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:32:58;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:33:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:34:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:35:58;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:36:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:37:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:38:58;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:39:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:40:58;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:41:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:42:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:43:58;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:44:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:45:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:46:58;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:47:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:48:58;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:49:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:50:58;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:51:59;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:52:58;53;16;2;11;6;3;2;2;2;0;0
2019-01-23 08:53:59;54;17;2;11;6;3;2;2;2;0;0
2019-01-23 08:54:59;54;17;2;11;6;3;2;2;2;0;0
2019-01-23 08:55:58;54;17;2;11;6;3;2;2;2;0;0
2019-01-23 08:56:59;54;17;2;11;6;3;2;2;2;0;0
2019-01-23 08:57:58;54;17;2;11;6;3;2;2;2;0;0
2019-01-23 08:58:59;54;17;2;11;6;3;2;2;2;0;0
2019-01-23 08:59:59;54;17;2;11;6;3;2;2;2;0;0
2019-01-23 09:00:58;54;17;2;11;6;3;2;2;2;0;0
2019-01-23 09:01:59;54;17;2;11;6;3;2;2;2;0;0
2019-01-23 09:02:59;55;18;2;11;6;3;2;2;2;0;0
2019-01-23 09:03:58;55;18;2;11;6;3;2;2;2;0;0
2019-01-23 09:04:59;55;18;2;11;6;3;2;2;2;0;0
2019-01-23 09:05:59;55;18;2;11;6;3;2;2;2;0;0
2019-01-23 09:06:58;55;18;2;11;6;3;2;2;2;0;0
2019-01-23 09:07:59;58;19;2;12;6;3;2;2;2;0;2
2019-01-23 09:08:58;58;19;2;12;6;3;2;2;2;0;2
2019-01-23 09:09:59;58;19;2;12;6;3;2;2;2;0;2
2019-01-23 09:11:00;58;19;2;12;6;3;2;2;2;0;2
2019-01-23 09:11:58;59;19;2;12;6;3;2;2;2;0;2
2019-01-23 09:12:59;59;19;2;12;6;3;2;2;2;0;2
2019-01-23 09:13:58;59;19;2;12;6;3;2;2;2;0;2
2019-01-23 09:14:59;59;19;2;12;6;3;2;2;2;0;2
2019-01-23 09:15:59;60;19;2;12;6;3;2;3;2;0;2
2019-01-23 09:16:58;60;19;2;12;6;3;2;3;2;0;2
2019-01-23 09:17:59;60;19;2;12;6;3;2;3;2;0;2
2019-01-23 09:19:00;60;19;2;12;6;3;2;3;2;0;2
2019-01-23 09:19:58;60;19;2;12;6;3;2;3;2;0;2
2019-01-23 09:20:59;60;19;2;12;6;3;2;3;2;0;2
2019-01-23 09:21:58;60;19;2;12;6;3;2;3;2;0;2
2019-01-23 09:22:59;60;19;2;12;6;3;2;3;2;0;2
2019-01-23 09:23:58;60;19;2;12;6;3;2;3;2;0;2
2019-01-23 09:24:59;60;19;2;12;6;3;2;3;2;0;2
2019-01-23 09:25:59;60;19;2;12;6;3;2;3;2;0;2
2019-01-23 09:26:58;60;19;2;12;6;3;2;3;2;0;2
2019-01-23 09:27:59;61;20;2;12;6;3;2;3;2;0;2
2019-01-23 09:28:59;62;20;2;12;6;3;2;3;2;0;2
2019-01-23 09:29:58;63;21;2;12;6;3;2;3;2;0;2
2019-01-23 09:30:59;63;21;2;12;6;3;2;3;2;0;2
2019-01-23 09:31:58;63;21;2;12;6;3;2;3;2;0;2
2019-01-23 09:32:59;63;21;2;12;6;3;2;3;2;0;2
2019-01-23 09:33:59;63;21;2;12;6;3;2;3;2;0;2
2019-01-23 09:34:58;63;21;2;12;6;3;2;3;2;0;2
2019-01-23 09:35:59;63;21;2;12;6;3;2;3;2;0;2
2019-01-23 09:36:58;63;21;2;12;6;3;2;3;2;0;2
2019-01-23 09:37:59;63;21;2;12;6;3;2;3;2;0;2
2019-01-23 09:38:59;64;22;2;12;6;3;2;3;2;0;2
2019-01-23 09:39:58;64;22;2;12;6;3;2;3;2;0;2
2019-01-23 09:40:59;64;22;2;12;6;3;2;3;2;0;2
2019-01-23 09:41:59;64;22;2;12;6;3;2;3;2;0;2
2019-01-23 09:42:58;64;22;2;12;6;3;2;3;2;0;2
2019-01-23 09:43:59;65;23;2;12;6;3;2;3;2;0;2
2019-01-23 09:44:59;65;23;2;12;6;3;2;3;2;0;2
2019-01-23 09:45:58;65;23;2;12;6;3;2;3;2;0;2
2019-01-23 09:46:59;65;23;2;12;6;3;2;3;2;0;2
2019-01-23 09:47:59;65;23;2;12;6;3;2;3;2;0;2
2019-01-23 09:48:58;65;23;2;12;6;3;2;3;2;0;2
2019-01-23 09:49:59;65;23;2;12;6;3;2;3;2;0;2
2019-01-23 09:50:59;65;23;2;12;6;3;2;3;2;0;2
2019-01-23 09:51:58;66;24;2;12;6;3;2;3;2;0;2
2019-01-23 09:52:59;67;25;2;12;6;3;2;3;2;0;2
2019-01-23 09:53:58;68;26;2;12;6;3;2;3;2;0;2
2019-01-23 09:54:59;68;26;2;12;6;3;2;3;2;0;2
2019-01-23 09:55:58;70;27;2;13;6;3;2;3;2;0;2
2019-01-23 09:56:59;70;27;2;13;6;3;2;3;2;0;2
2019-01-23 09:57:59;70;27;2;13;6;3;2;3;2;0;2
2019-01-23 09:58:58;70;27;2;13;6;3;2;3;2;0;2
2019-01-23 09:59:59;71;28;2;13;6;3;2;3;2;0;2
2019-01-23 10:00:59;71;28;2;13;6;3;2;3;2;0;2
2019-01-23 10:01:58;71;28;2;13;6;3;2;3;2;0;2
2019-01-23 10:02:59;72;28;3;13;6;3;2;3;2;0;2
2019-01-23 10:03:59;72;28;3;13;6;3;2;3;2;0;2
2019-01-23 10:04:58;72;28;3;13;6;3;2;3;2;0;2
2019-01-23 10:05:59;73;28;3;13;6;3;2;3;2;0;2
2019-01-23 10:06:58;73;28;3;13;6;3;2;3;2;0;2
2019-01-23 10:07:59;73;28;3;13;6;3;2;3;2;0;2
2019-01-23 10:08:59;74;29;3;13;6;3;2;3;2;0;2
2019-01-23 10:09:58;74;29;3;13;6;3;2;3;2;0;2
2019-01-23 10:10:59;74;29;3;13;6;3;2;3;2;0;2
2019-01-23 10:11:58;74;29;3;13;6;3;2;3;2;0;2
2019-01-23 10:12:59;76;30;3;13;7;3;2;3;2;0;2
2019-01-23 10:13:59;76;30;3;13;7;3;2;3;2;0;2
2019-01-23 10:14:58;76;30;3;13;7;3;2;3;2;0;2
2019-01-23 10:15:59;76;30;3;13;7;3;2;3;2;0;2
2019-01-23 10:16:59;76;30;3;13;7;3;2;3;2;0;2
2019-01-23 10:17:58;76;30;3;13;7;3;2;3;2;0;2
2019-01-23 10:18:59;76;30;3;13;7;3;2;3;2;0;2
2019-01-23 10:19:58;76;30;3;13;7;3;2;3;2;0;2
2019-01-23 10:20:59;77;30;3;14;7;3;2;3;2;0;2
2019-01-23 10:21:59;77;30;3;14;7;3;2;3;2;0;2
2019-01-23 10:22:58;77;30;3;14;7;3;2;3;2;0;2
2019-01-23 10:23:59;77;30;3;14;7;3;2;3;2;0;2
2019-01-23 10:24:59;77;30;3;14;7;3;2;3;2;0;2
2019-01-23 10:25:58;77;30;3;14;7;3;2;3;2;0;2
2019-01-23 10:26:59;77;30;3;14;7;3;2;3;2;0;2
2019-01-23 10:27:59;77;30;3;14;7;3;2;3;2;0;2
2019-01-23 10:28:58;77;30;3;14;7;3;2;3;2;0;2
2019-01-23 10:29:59;78;30;4;14;7;3;2;3;2;0;2
2019-01-23 10:30:58;78;30;4;14;7;3;2;3;2;0;2
2019-01-23 10:31:59;80;31;4;14;7;3;2;3;3;0;2
2019-01-23 10:32:59;80;31;4;14;7;3;2;3;3;0;2
2019-01-23 10:33:58;80;31;4;14;7;3;2;3;3;0;2
2019-01-23 10:34:59;81;31;4;14;8;3;2;3;3;0;2
2019-01-23 10:35:59;82;32;4;14;8;3;2;3;3;0;2
2019-01-23 10:36:58;82;32;4;14;8;3;2;3;3;0;2
2019-01-23 10:37:59;82;32;4;14;8;3;2;3;3;0;2
2019-01-23 10:38:59;82;32;4;14;8;3;2;3;3;0;2
2019-01-23 10:39:58;82;32;4;14;8;3;2;3;3;0;2
2019-01-23 10:40:59;82;32;4;14;8;3;2;3;3;0;2
2019-01-23 10:41:59;82;32;4;14;8;3;2;3;3;0;2
2019-01-23 10:42:58;82;32;4;14;8;3;2;3;3;0;2
2019-01-23 10:43:59;82;32;4;14;8;3;2;3;3;0;2
2019-01-23 10:44:59;82;32;4;14;8;3;2;3;3;0;2
2019-01-23 10:45:58;82;32;4;14;8;3;2;3;3;0;2
2019-01-23 10:46:59;82;32;4;14;8;3;2;3;3;0;2
2019-01-23 10:47:58;82;32;4;14;8;3;2;3;3;0;2
2019-01-23 10:48:59;84;33;4;14;8;3;3;3;3;0;2
2019-01-23 10:49:59;85;33;4;14;8;3;3;3;3;0;2
2019-01-23 10:50:58;85;33;4;14;8;3;3;3;3;0;2
2019-01-23 10:51:59;85;32;4;15;8;3;3;3;3;0;2
2019-01-23 10:52:59;85;32;4;15;8;3;3;3;3;0;2
2019-01-23 10:53:58;85;32;4;15;8;3;3;3;3;0;2
2019-01-23 10:54:59;86;32;4;15;9;3;3;3;3;0;2
2019-01-23 10:55:58;86;32;4;15;9;3;3;3;3;0;2
2019-01-23 10:56:59;86;32;4;15;9;3;3;3;3;0;2
2019-01-23 10:57:59;86;32;4;15;9;3;3;3;3;0;2
2019-01-23 10:58:58;86;32;4;15;9;3;3;3;3;0;2
2019-01-23 10:59:59;86;32;4;15;9;3;3;3;3;0;2
2019-01-23 11:00:59;86;32;4;15;9;3;3;3;3;0;2
2019-01-23 11:01:58;86;32;4;15;9;3;3;3;3;0;2
2019-01-23 11:02:59;88;33;4;15;10;3;3;3;3;0;2
2019-01-23 11:03:58;88;33;4;15;10;3;3;3;3;0;2
2019-01-23 11:04:59;88;33;4;15;10;3;3;3;3;0;2
2019-01-23 11:05:59;89;34;4;15;10;3;3;3;3;0;2
2019-01-23 11:06:58;89;34;4;15;10;3;3;3;3;0;2
2019-01-23 11:07:59;90;35;4;15;10;3;3;3;3;0;2
2019-01-23 11:08:59;90;35;4;15;10;3;3;3;3;0;2
2019-01-23 11:09:58;90;36;4;15;9;3;3;3;3;0;2
2019-01-23 11:10:59;90;36;4;15;9;3;3;3;3;0;2
2019-01-23 11:11:58;90;36;4;15;9;3;3;3;3;0;2
2019-01-23 11:12:59;91;37;4;15;9;3;3;3;3;0;2
2019-01-23 11:13:58;91;37;4;15;9;3;3;3;3;0;2
2019-01-23 11:14:59;91;37;4;15;9;3;3;3;3;0;2
2019-01-23 11:15:59;92;38;4;15;9;3;3;3;3;0;2
2019-01-23 11:16:59;92;38;4;15;9;3;3;3;3;0;2
2019-01-23 11:17:58;93;39;4;15;9;3;3;3;3;0;2
2019-01-23 11:18:59;93;39;4;15;9;3;3;3;3;0;2
2019-01-23 11:19:59;93;39;4;15;9;3;3;3;3;0;2
2019-01-23 11:20:58;93;39;4;15;9;3;3;3;3;0;2
2019-01-23 11:21:59;93;39;4;15;9;3;3;3;3;0;2
2019-01-23 11:22:58;93;39;4;15;9;3;3;3;3;0;2
2019-01-23 11:23:59;93;39;4;15;9;3;3;3;3;0;2
2019-01-23 11:24:59;93;39;4;15;9;3;3;3;3;0;2
2019-01-23 11:25:58;94;40;4;15;9;3;3;3;3;0;2
2019-01-23 11:26:59;94;40;4;15;9;3;3;3;3;0;2
2019-01-23 11:27:59;94;40;4;15;9;3;3;3;3;0;2
2019-01-23 11:28:58;94;40;4;15;9;3;3;3;3;0;2
2019-01-23 11:29:59;95;40;5;15;9;3;3;3;3;0;2
2019-01-23 11:30:59;95;40;5;15;9;3;3;3;3;0;2
2019-01-23 11:31:58;96;40;5;16;9;3;3;3;3;0;2
2019-01-23 11:32:59;96;40;5;16;9;3;3;3;3;0;2
2019-01-23 11:33:58;96;40;5;16;9;3;3;3;3;0;2
2019-01-23 11:34:59;97;41;5;16;9;3;3;3;3;0;2
2019-01-23 11:35:59;97;41;5;16;9;3;3;3;3;0;2
2019-01-23 11:36:58;98;42;5;16;9;3;3;3;3;0;2
2019-01-23 11:37:59;98;42;5;16;9;3;3;3;3;0;2
2019-01-23 11:38:59;98;42;5;16;9;3;3;3;3;0;2
2019-01-23 11:39:59;99;43;5;16;9;3;3;3;3;0;2
2019-01-23 11:40:58;100;44;5;16;9;3;3;3;3;0;2
2019-01-23 11:41:59;101;45;5;16;9;3;3;3;3;0;2
2019-01-23 11:43:00;101;45;5;16;9;3;3;3;3;0;2
2019-01-23 11:43:58;101;45;5;16;9;3;3;3;3;0;2
2019-01-23 11:44:59;102;46;5;16;9;3;3;3;3;0;2
2019-01-23 11:45:58;103;47;5;16;9;3;3;3;3;0;2
2019-01-23 11:46:59;103;47;5;16;9;3;3;3;3;0;2
2019-01-23 11:47:59;103;47;5;16;9;3;3;3;3;0;2
2019-01-23 11:49:00;104;47;6;16;9;3;3;3;3;0;2
2019-01-23 11:49:58;104;47;6;16;9;3;3;3;3;0;2
2019-01-23 11:50:59;104;47;6;16;9;3;3;3;3;0;2
2019-01-23 11:51:58;105;47;7;16;9;3;3;3;3;0;2
2019-01-23 11:52:59;106;48;7;16;9;3;3;3;3;0;2
2019-01-23 11:53:59;106;48;7;16;9;3;3;3;3;0;2
2019-01-23 11:54:58;107;49;7;16;9;3;3;3;3;0;2
2019-01-23 11:55:59;107;49;7;16;9;3;3;3;3;0;2
2019-01-23 11:56:59;107;49;7;16;9;3;3;3;3;0;2
2019-01-23 11:57:58;108;49;7;16;9;3;3;3;3;0;2
2019-01-23 11:58:59;109;49;7;16;9;3;4;3;3;0;2
2019-01-23 11:59:59;109;49;7;16;9;3;4;3;3;0;2
2019-01-23 12:00:58;109;49;7;16;9;3;4;3;3;0;2
2019-01-23 12:01:59;110;50;7;16;9;3;4;3;3;0;2
2019-01-23 12:02:58;110;50;7;16;9;3;4;3;3;0;2
2019-01-23 12:03:59;112;52;7;16;9;3;4;3;3;0;2
2019-01-23 12:04:59;112;52;7;16;9;3;4;3;3;0;2
2019-01-23 12:05:58;112;52;7;16;9;3;4;3;3;0;2
2019-01-23 12:06:59;112;52;7;16;9;3;4;3;3;0;2
2019-01-23 12:07:59;112;52;7;16;9;3;4;3;3;0;2
2019-01-23 12:08:58;113;53;7;16;9;3;4;3;3;0;2
2019-01-23 12:09:59;113;53;7;16;9;3;4;3;3;0;2
2019-01-23 12:10:59;113;53;7;16;9;3;4;3;3;0;2
2019-01-23 12:11:58;113;53;7;16;9;3;4;3;3;0;2
2019-01-23 12:12:59;113;53;7;16;9;3;4;3;3;0;2
2019-01-23 12:13:58;114;54;7;16;9;3;4;3;3;0;2
2019-01-23 12:14:59;114;54;7;16;9;3;4;3;3;0;2
2019-01-23 12:15:59;114;54;7;16;9;3;4;3;3;0;2
2019-01-23 12:16:58;114;54;7;16;9;3;4;3;3;0;2
2019-01-23 12:17:59;114;54;7;16;9;3;4;3;3;0;2
2019-01-23 12:18:59;115;55;7;16;9;3;4;3;3;0;2
2019-01-23 12:19:58;115;55;7;16;9;3;4;3;3;0;2
2019-01-23 12:20:59;116;55;7;16;9;3;5;3;3;0;2
2019-01-23 12:21:59;116;55;7;16;9;3;5;3;3;0;2
2019-01-23 12:22:58;118;57;7;16;9;3;5;3;3;0;2
2019-01-23 12:23:59;119;58;7;16;9;3;5;3;3;0;2
2019-01-23 12:24:59;119;58;7;16;9;3;5;3;3;0;2
2019-01-23 12:25:58;119;58;7;16;9;3;5;3;3;0;2
2019-01-23 12:26:59;120;59;7;16;9;3;5;3;3;0;2
2019-01-23 12:27:59;120;59;7;16;9;3;5;3;3;0;2
2019-01-23 12:28:58;120;59;7;16;9;3;5;3;3;0;2
2019-01-23 12:29:59;120;59;7;16;9;3;5;3;3;0;2
2019-01-23 12:30:59;120;59;7;16;9;3;5;3;3;0;2
2019-01-23 12:31:58;121;60;7;16;9;3;5;3;3;0;2
2019-01-23 12:32:59;122;61;7;16;9;3;5;3;3;0;2
2019-01-23 12:33:59;122;61;7;16;9;3;5;3;3;0;2
2019-01-23 12:34:58;122;61;7;16;9;3;5;3;3;0;2
2019-01-23 12:35:59;122;61;7;16;9;3;5;3;3;0;2
2019-01-23 12:36:59;122;61;7;16;9;3;5;3;3;0;2
2019-01-23 12:37:58;122;61;7;16;9;3;5;3;3;0;2
2019-01-23 12:38:59;122;61;7;16;9;3;5;3;3;0;2
2019-01-23 12:39:58;123;61;8;16;9;3;5;3;3;0;2
2019-01-23 12:40:59;123;61;8;16;9;3;5;3;3;0;2
2019-01-23 12:41:59;123;61;8;16;9;3;5;3;3;0;2
2019-01-23 12:42:58;123;61;8;16;9;3;5;3;3;0;2
2019-01-23 12:43:59;123;61;8;16;9;3;5;3;3;0;2
2019-01-23 12:44:58;123;61;8;16;9;3;5;3;3;0;2
2019-01-23 12:45:59;123;61;8;16;9;3;5;3;3;0;2
2019-01-23 12:46:58;123;61;8;16;9;3;5;3;3;0;2
2019-01-23 12:47:59;123;61;8;16;9;3;5;3;3;0;2
2019-01-23 12:48:59;123;61;8;16;9;3;5;3;3;0;2
2019-01-23 12:49:58;123;61;8;16;9;3;5;3;3;0;2
2019-01-23 12:50:59;124;62;8;16;9;3;5;3;3;0;2
2019-01-23 12:51:59;124;62;8;16;9;3;5;3;3;0;2
2019-01-23 12:52:58;125;63;8;16;9;3;5;3;3;0;2
2019-01-23 12:53:59;125;63;8;16;9;3;5;3;3;0;2
2019-01-23 12:54:59;125;63;8;16;9;3;5;3;3;0;2
2019-01-23 12:55:58;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 12:56:59;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 12:57:58;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 12:58:59;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 12:59:59;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 13:00:58;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 13:01:59;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 13:02:58;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 13:03:59;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 13:04:59;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 13:05:58;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 13:06:59;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 13:07:58;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 13:08:59;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 13:09:59;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 13:10:58;126;64;8;16;9;3;5;3;3;0;2
2019-01-23 13:11:59;126;64;8;16;9;3;5;3;3;0;2
