datetime;total_votes;Zubasteg;Mutafakaz;gizm0;megaslowpoke;sexychinagay;Zadorno;navalny;Zvag;Wiedemann;Shady
2020-05-13 06:31:59;137;23;26;18;17;0;15;0;16;2;3
2020-05-13 06:32:58;137;23;26;18;17;0;15;0;16;2;3
2020-05-13 06:33:59;137;23;26;18;17;0;15;0;16;2;3
2020-05-13 06:34:59;137;23;26;18;17;0;15;0;16;2;3
2020-05-13 06:35:58;137;23;26;18;17;0;15;0;16;2;3
2020-05-13 06:36:59;137;23;26;18;17;0;15;0;16;2;3
2020-05-13 06:37:59;137;23;26;18;17;0;15;0;16;2;3
2020-05-13 06:38:59;137;23;26;18;17;0;15;0;16;2;3
2020-05-13 06:39:59;137;23;26;18;17;0;15;0;16;2;3
2020-05-13 06:40:58;137;23;26;18;17;0;15;0;16;2;3
2020-05-13 06:41:59;137;23;26;18;17;0;15;0;16;2;3
2020-05-13 06:42:58;137;23;26;18;17;0;15;0;16;2;3
2020-05-13 06:43:59;137;23;26;18;17;0;15;0;16;2;3
2020-05-13 06:44:59;137;23;26;18;17;0;15;0;16;2;3
2020-05-13 06:46:00;137;23;26;18;17;0;15;0;16;2;3
2020-05-13 06:46:58;138;24;26;18;17;0;15;0;16;2;3
2020-05-13 06:47:59;138;24;26;18;17;0;15;0;16;2;3
2020-05-13 06:48:59;138;24;26;18;17;0;15;0;16;2;3
2020-05-13 06:49:58;138;24;26;18;17;0;15;0;16;2;3
2020-05-13 06:50:59;138;24;26;18;17;0;15;0;16;2;3
2020-05-13 06:51:59;138;24;26;18;17;0;15;0;16;2;3
2020-05-13 06:52:58;139;24;26;18;17;0;15;0;16;2;3
2020-05-13 06:53:59;139;24;26;18;17;0;15;0;16;2;3
2020-05-13 06:54:59;139;24;26;18;17;0;15;0;16;2;3
2020-05-13 06:55:58;139;24;26;18;17;0;15;0;16;2;3
2020-05-13 06:56:59;139;24;26;18;17;0;15;0;16;2;3
2020-05-13 06:57:59;139;24;26;18;17;0;15;0;16;2;3
2020-05-13 06:58:58;139;24;26;18;17;0;15;0;16;2;3
2020-05-13 06:59:59;139;24;26;18;17;0;15;0;16;2;3
2020-05-13 07:00:59;139;24;26;18;17;0;15;0;16;2;3
2020-05-13 07:01:58;139;24;26;18;17;0;15;0;16;2;3
2020-05-13 07:02:59;139;24;26;18;17;0;15;0;16;2;3
2020-05-13 07:03:59;139;24;26;18;17;0;15;0;16;2;3
2020-05-13 07:04:58;139;24;26;18;17;0;15;0;16;2;3
2020-05-13 07:05:59;139;24;26;18;17;0;15;0;16;2;3
2020-05-13 07:06:59;139;24;26;18;17;0;15;0;16;2;3
2020-05-13 07:07:58;140;24;26;18;17;2;15;0;16;2;3
2020-05-13 07:08:59;140;24;26;18;17;2;15;0;16;2;3
2020-05-13 07:09:59;141;25;26;18;17;2;15;0;16;2;3
2020-05-13 07:10:58;141;25;26;18;17;2;15;0;16;2;3
2020-05-13 07:11:59;141;25;26;18;17;2;15;0;16;2;3
2020-05-13 07:12:59;141;25;26;18;17;2;15;0;16;2;3
2020-05-13 07:13:58;141;25;26;18;17;2;15;0;16;2;3
2020-05-13 07:14:59;141;25;26;18;17;2;15;0;16;2;3
2020-05-13 07:15:59;141;25;26;18;17;2;15;0;16;2;3
2020-05-13 07:16:58;142;25;26;18;17;2;15;0;16;2;3
2020-05-13 07:17:59;142;25;26;18;17;2;15;0;16;2;3
2020-05-13 07:18:59;143;26;26;18;17;2;15;0;16;2;3
2020-05-13 07:19:58;143;26;26;18;17;2;15;0;16;2;3
2020-05-13 07:20:59;143;26;26;18;17;2;15;0;16;2;3
2020-05-13 07:21:59;143;26;26;18;17;2;15;0;16;2;3
2020-05-13 07:22:58;143;26;26;18;17;2;15;0;16;2;3
2020-05-13 07:23:59;143;26;26;18;17;2;15;0;16;2;3
2020-05-13 07:24:58;143;26;26;18;17;2;15;0;16;2;3
2020-05-13 07:25:59;143;26;26;18;17;2;15;0;16;2;3
2020-05-13 07:26:59;143;26;26;18;17;2;15;0;16;2;3
2020-05-13 07:27:58;143;26;26;18;17;2;15;0;16;2;3
2020-05-13 07:28:59;143;26;26;18;17;2;15;0;16;2;3
2020-05-13 07:29:59;143;26;26;18;17;2;15;0;16;2;3
2020-05-13 07:30:58;143;26;26;18;17;2;15;0;16;2;3
2020-05-13 07:31:59;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:32:59;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:33:58;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:34:59;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:35:59;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:36:58;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:37:59;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:38:59;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:39:58;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:40:59;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:41:59;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:42:58;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:43:59;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:44:59;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:45:58;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:46:59;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:47:59;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:48:58;144;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:49:59;145;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:50:59;146;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:51:59;146;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:52:58;146;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:53:59;146;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:54:58;146;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:55:59;146;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:56:59;146;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:57:59;146;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:58:58;146;26;26;18;18;2;15;0;16;2;3
2020-05-13 07:59:59;146;26;26;18;18;2;15;0;16;2;3
2020-05-13 08:00:59;146;26;26;18;18;2;15;0;16;2;3
2020-05-13 08:01:58;146;26;26;18;18;2;15;0;16;2;3
2020-05-13 08:02:59;146;26;26;18;18;2;15;0;16;2;3
2020-05-13 08:03:58;146;26;26;18;18;2;15;0;16;2;3
2020-05-13 08:04:59;148;26;26;18;19;2;15;0;16;2;3
2020-05-13 08:05:59;148;26;26;18;19;2;15;0;16;2;3
2020-05-13 08:06:58;148;26;26;18;19;2;15;0;16;2;3
2020-05-13 08:07:59;148;26;26;18;19;2;15;0;16;2;3
2020-05-13 08:09:00;148;27;25;18;19;2;15;0;16;2;3
2020-05-13 08:09:58;148;27;25;18;19;2;15;0;16;2;3
2020-05-13 08:10:59;148;27;25;18;19;2;15;0;16;2;3
2020-05-13 08:11:58;148;27;25;18;19;2;15;0;16;2;3
2020-05-13 08:12:59;148;27;25;18;19;2;15;0;16;2;3
2020-05-13 08:13:59;150;27;26;18;19;2;15;0;16;2;3
2020-05-13 08:14:59;150;27;26;18;19;2;15;0;16;2;3
2020-05-13 08:15:58;150;27;26;18;19;2;15;0;16;2;3
2020-05-13 08:16:59;150;27;26;18;19;2;15;0;16;2;3
2020-05-13 08:17:59;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:18:58;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:19:59;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:20:59;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:21:58;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:22:59;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:23:59;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:24:58;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:25:59;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:26:59;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:27:58;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:28:59;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:29:59;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:30:58;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:31:59;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:32:59;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:33:58;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:34:59;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:35:59;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:36:58;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:37:59;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:38:59;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:39:58;151;27;27;18;19;2;15;0;16;2;3
2020-05-13 08:40:59;152;27;28;18;19;2;15;0;16;2;3
2020-05-13 08:41:59;152;27;28;18;19;2;15;0;16;2;3
2020-05-13 08:42:58;154;29;28;18;19;2;15;0;16;2;3
2020-05-13 08:43:59;154;29;28;18;19;2;15;0;16;2;3
2020-05-13 08:44:59;154;29;28;18;19;2;15;0;16;2;3
2020-05-13 08:45:58;154;29;28;18;19;2;15;0;16;2;3
2020-05-13 08:46:59;154;29;28;18;19;2;15;0;16;2;3
2020-05-13 08:47:58;155;30;28;18;19;2;15;0;16;2;3
2020-05-13 08:48:59;155;30;28;18;19;2;15;0;16;2;3
2020-05-13 08:49:59;155;30;28;18;19;2;15;0;16;2;3
2020-05-13 08:50:59;156;30;28;18;19;3;15;0;16;2;3
2020-05-13 08:51:58;157;30;29;18;19;3;15;0;16;2;3
2020-05-13 08:52:59;158;31;29;18;19;3;15;0;16;2;3
2020-05-13 08:53:59;158;31;29;18;19;3;15;0;16;2;3
2020-05-13 08:54:58;158;31;29;18;19;3;15;0;16;2;3
2020-05-13 08:55:59;158;31;29;18;19;3;15;0;16;2;3
2020-05-13 08:56:59;158;31;29;18;19;3;15;0;16;2;3
2020-05-13 08:57:58;158;31;29;18;19;3;15;0;16;2;3
2020-05-13 08:58:59;158;31;29;18;19;3;15;0;16;2;3
2020-05-13 08:59:59;158;31;29;18;19;3;15;0;16;2;3
2020-05-13 09:00:58;158;31;29;18;19;3;15;0;16;2;3
2020-05-13 09:01:59;158;31;29;18;19;3;15;0;16;2;3
2020-05-13 09:02:59;158;31;29;18;19;3;15;0;16;2;3
2020-05-13 09:03:59;158;31;29;18;19;3;15;0;16;2;3
2020-05-13 09:04:58;158;31;29;18;19;3;15;0;16;2;3
2020-05-13 09:05:59;159;31;30;18;19;3;15;0;16;2;3
2020-05-13 09:06:58;159;31;30;18;19;3;15;0;16;2;3
2020-05-13 09:07:59;159;31;30;18;19;3;15;0;16;2;3
2020-05-13 09:08:59;159;31;30;18;19;3;15;0;16;2;3
2020-05-13 09:10:00;159;31;30;18;19;3;15;0;16;2;3
2020-05-13 09:10:58;159;31;30;18;19;3;15;0;16;2;3
2020-05-13 09:11:59;159;31;30;18;19;3;15;0;16;2;3
2020-05-13 09:12:58;159;31;30;18;19;3;15;0;16;2;3
2020-05-13 09:13:59;159;31;30;18;19;3;15;0;16;2;3
2020-05-13 09:14:59;159;31;30;18;19;3;15;0;16;2;3
2020-05-13 09:15:58;159;31;30;18;19;3;15;0;16;2;3
2020-05-13 09:16:59;159;31;30;18;19;3;15;0;16;2;3
2020-05-13 09:17:59;160;32;30;18;19;3;15;0;16;2;3
2020-05-13 09:18:58;160;32;30;18;19;3;15;0;16;2;3
2020-05-13 09:19:59;160;32;30;18;19;3;15;0;16;2;3
2020-05-13 09:20:59;160;32;30;18;19;3;15;0;16;2;3
2020-05-13 09:21:58;160;32;30;18;19;3;15;0;16;2;3
2020-05-13 09:22:59;160;32;30;18;19;3;15;0;16;2;3
2020-05-13 09:23:59;160;32;30;18;19;3;15;0;16;2;3
2020-05-13 09:24:59;160;32;30;18;19;3;15;0;16;2;3
2020-05-13 09:25:58;160;32;30;18;19;3;15;0;16;2;3
2020-05-13 09:26:59;160;32;30;18;19;3;15;0;16;2;3
2020-05-13 09:27:59;160;32;30;18;19;3;15;0;16;2;3
2020-05-13 09:28:58;160;32;30;18;19;3;15;0;16;2;3
2020-05-13 09:29:59;161;32;30;18;20;3;15;0;16;2;3
2020-05-13 09:30:59;161;32;30;18;20;3;15;0;16;2;3
2020-05-13 09:31:58;161;32;30;18;20;3;15;0;16;2;3
2020-05-13 09:32:59;161;32;30;18;20;3;15;0;16;2;3
2020-05-13 09:33:59;161;32;30;18;20;3;15;0;16;2;3
2020-05-13 09:34:58;161;32;30;18;20;3;15;0;16;2;3
2020-05-13 09:35:59;162;32;31;18;20;3;15;0;16;2;3
2020-05-13 09:36:59;163;33;31;18;20;3;15;0;16;2;3
2020-05-13 09:37:58;163;33;31;18;20;3;15;0;16;2;3
2020-05-13 09:38:59;163;33;31;18;20;3;15;0;16;2;3
2020-05-13 09:39:59;163;33;31;18;20;3;15;0;16;2;3
2020-05-13 09:40:58;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:41:59;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:42:59;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:44:00;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:44:58;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:45:59;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:46:58;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:47:59;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:48:59;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:49:58;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:50:59;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:51:59;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:52:58;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:53:59;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:54:59;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:55:58;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:56:59;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:57:59;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:58:58;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 09:59:59;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 10:00:59;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 10:01:58;164;33;31;19;20;3;15;0;16;2;3
2020-05-13 10:02:59;165;33;32;19;20;3;15;0;16;2;3
2020-05-13 10:03:58;165;33;32;19;20;3;15;0;16;2;3
2020-05-13 10:04:59;165;33;32;19;20;3;15;0;16;2;3
2020-05-13 10:05:58;165;33;32;19;20;3;15;0;16;2;3
2020-05-13 10:06:59;165;33;32;19;20;3;15;0;16;2;3
2020-05-13 10:07:59;165;33;32;19;20;3;15;0;16;2;3
2020-05-13 10:08:58;165;33;32;19;20;3;15;0;16;2;3
2020-05-13 10:09:59;165;33;32;19;20;3;15;0;16;2;3
2020-05-13 10:10:58;165;33;32;19;20;3;15;0;16;2;3
2020-05-13 10:11:59;166;33;33;19;20;3;15;0;16;2;3
2020-05-13 10:12:59;166;33;33;19;20;3;15;0;16;2;3
2020-05-13 10:13:58;166;33;33;19;20;3;15;0;16;2;3
2020-05-13 10:14:59;166;33;33;19;20;3;15;0;16;2;3
2020-05-13 10:15:59;166;33;33;19;20;3;15;0;16;2;3
2020-05-13 10:16:59;167;33;33;19;20;4;15;0;16;2;3
2020-05-13 10:17:58;167;33;33;19;20;4;15;0;16;2;3
2020-05-13 10:18:59;167;33;33;19;20;4;15;0;16;2;3
2020-05-13 10:19:59;167;33;33;19;20;4;15;0;16;2;3
2020-05-13 10:20:58;168;33;33;19;21;4;15;0;16;2;3
2020-05-13 10:21:59;169;33;34;19;21;4;15;0;16;2;3
2020-05-13 10:22:59;169;33;34;19;21;4;15;0;16;2;3
2020-05-13 10:23:58;169;33;34;19;21;4;15;0;16;2;3
2020-05-13 10:24:59;169;33;34;19;21;4;15;0;16;2;3
2020-05-13 10:25:59;169;32;34;19;21;4;15;0;16;2;3
2020-05-13 10:26:58;169;32;34;19;21;4;15;0;16;2;3
2020-05-13 10:27:59;170;33;34;19;21;4;15;0;16;2;3
2020-05-13 10:28:59;170;33;34;19;21;4;15;0;16;2;3
2020-05-13 10:29:58;170;33;34;19;21;4;15;0;16;2;3
2020-05-13 10:30:59;170;33;34;19;21;4;15;0;16;2;3
2020-05-13 10:31:59;171;34;34;19;21;4;15;0;16;2;3
2020-05-13 10:32:59;171;34;34;19;21;4;15;0;16;2;3
2020-05-13 10:33:58;171;34;34;19;21;4;15;0;16;2;3
2020-05-13 10:34:59;171;34;34;19;21;4;15;0;16;2;3
2020-05-13 10:35:59;171;34;34;19;21;4;15;0;16;2;3
2020-05-13 10:36:58;171;34;34;19;21;4;15;0;16;2;3
2020-05-13 10:37:59;171;34;34;19;21;4;15;0;16;2;3
2020-05-13 10:38:58;171;34;34;19;21;4;15;0;16;2;3
2020-05-13 10:39:59;171;34;34;19;21;4;15;0;16;2;3
2020-05-13 10:40:58;171;34;34;19;21;4;15;0;16;2;3
2020-05-13 10:41:59;173;34;35;19;21;5;15;0;16;2;3
2020-05-13 10:42:59;173;34;35;19;21;5;15;0;16;2;3
2020-05-13 10:43:58;173;34;35;19;21;5;15;0;16;2;3
2020-05-13 10:44:59;174;34;35;19;21;5;15;0;16;2;3
2020-05-13 10:45:59;174;34;35;19;21;5;15;0;16;2;3
2020-05-13 10:46:59;174;34;35;19;21;5;15;0;16;2;3
2020-05-13 10:47:58;175;34;36;19;21;5;15;0;16;2;3
2020-05-13 10:48:59;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 10:49:59;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 10:50:58;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 10:51:59;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 10:52:59;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 10:53:58;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 10:54:59;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 10:55:59;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 10:56:58;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 10:57:59;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 10:58:59;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 10:59:58;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 11:00:59;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 11:01:58;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 11:02:59;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 11:03:59;175;34;35;19;21;6;15;0;16;2;3
2020-05-13 11:04:58;176;34;35;19;21;6;16;0;16;2;3
2020-05-13 11:05:59;176;34;35;19;21;6;16;0;16;2;3
2020-05-13 11:06:59;176;34;35;19;21;6;16;0;16;2;3
2020-05-13 11:07:58;176;34;35;19;21;6;16;0;16;2;3
2020-05-13 11:08:59;176;34;35;19;21;6;16;0;16;2;3
2020-05-13 11:09:59;176;34;35;19;21;6;16;0;16;2;3
2020-05-13 11:10:58;176;34;35;19;21;6;16;0;16;2;3
2020-05-13 11:11:59;176;34;35;19;21;6;16;0;16;2;3
2020-05-13 11:12:58;177;34;36;19;21;6;16;0;16;2;3
2020-05-13 11:13:59;177;34;36;19;21;6;16;0;16;2;3
2020-05-13 11:14:59;178;34;37;19;21;6;16;0;16;2;3
2020-05-13 11:15:58;178;34;37;19;21;6;16;0;16;2;3
2020-05-13 11:16:59;178;34;37;19;21;6;16;0;16;2;3
2020-05-13 11:17:59;178;34;37;19;21;6;16;0;16;2;3
2020-05-13 11:18:58;178;34;37;19;21;6;16;0;16;2;3
2020-05-13 11:19:59;178;34;37;19;21;6;16;0;16;2;3
2020-05-13 11:20:58;178;34;37;19;21;6;16;0;16;2;3
2020-05-13 11:21:59;178;34;37;19;21;6;16;0;16;2;3
2020-05-13 11:22:58;178;34;37;19;21;6;16;0;16;2;3
2020-05-13 11:23:59;178;34;37;19;21;6;16;0;16;2;3
2020-05-13 11:24:59;179;34;38;19;21;6;16;0;16;2;3
2020-05-13 11:25:59;179;35;37;19;21;6;16;0;16;2;3
2020-05-13 11:26:58;179;35;37;19;21;6;16;0;16;2;3
2020-05-13 11:27:59;179;35;37;19;21;6;16;0;16;2;3
2020-05-13 11:28:59;179;35;37;19;21;6;16;0;16;2;3
2020-05-13 11:29:58;180;36;37;19;21;6;16;0;16;2;3
2020-05-13 11:30:59;180;36;37;19;21;6;16;0;16;2;3
2020-05-13 11:31:59;181;36;38;19;21;6;16;0;16;2;3
2020-05-13 11:32:58;182;37;38;19;21;6;16;0;16;2;3
2020-05-13 11:33:59;182;37;38;19;21;6;16;0;16;2;3
2020-05-13 11:34:59;183;37;38;19;21;6;16;0;16;3;3
2020-05-13 11:35:58;183;37;38;19;21;6;16;0;16;3;3
2020-05-13 11:36:59;183;37;38;19;21;6;16;0;16;3;3
2020-05-13 11:37:59;184;38;38;19;21;7;16;0;16;2;3
2020-05-13 11:38:58;184;38;38;19;21;7;16;0;16;2;3
2020-05-13 11:39:59;184;38;38;19;21;7;16;0;16;2;3
2020-05-13 11:40:59;184;38;38;19;21;7;16;0;16;2;3
2020-05-13 11:41:58;184;38;38;19;21;7;16;0;16;2;3
2020-05-13 11:42:59;184;38;38;19;21;7;16;0;16;2;3
2020-05-13 11:43:59;184;39;37;19;21;7;16;0;16;2;3
2020-05-13 11:44:58;184;39;37;19;21;7;16;0;16;2;3
2020-05-13 11:45:59;184;39;37;19;21;7;16;0;16;2;3
2020-05-13 11:46:59;183;39;37;19;20;7;16;0;16;2;3
2020-05-13 11:47:59;184;39;37;19;21;7;16;0;16;2;3
2020-05-13 11:48:58;184;39;37;19;21;7;16;0;16;2;3
2020-05-13 11:49:59;185;40;37;19;21;7;16;0;16;2;3
2020-05-13 11:50:59;185;40;37;19;21;7;16;0;16;2;3
2020-05-13 11:51:58;185;40;37;19;21;7;16;0;16;2;3
2020-05-13 11:52:59;185;40;37;19;21;7;16;0;16;2;3
2020-05-13 11:53:59;186;41;37;19;21;7;16;0;16;2;3
2020-05-13 11:54:58;186;41;37;19;21;7;16;0;16;2;3
2020-05-13 11:55:59;186;41;37;19;21;7;16;0;16;2;3
2020-05-13 11:56:59;186;41;37;19;21;7;16;0;16;2;3
2020-05-13 11:57:58;186;41;37;19;21;7;16;0;16;2;3
2020-05-13 11:58:59;186;41;37;19;21;7;16;0;16;2;3
2020-05-13 11:59:59;186;41;37;19;21;7;16;0;16;2;3
2020-05-13 12:00:59;187;41;37;20;21;7;16;0;16;2;3
2020-05-13 12:01:58;187;41;37;20;21;7;16;0;16;2;3
2020-05-13 12:02:59;188;41;37;20;22;7;16;0;16;2;3
2020-05-13 12:03:59;188;41;37;20;22;8;16;0;15;2;3
2020-05-13 12:04:58;188;41;37;20;22;8;16;0;15;2;3
2020-05-13 12:05:59;188;41;37;20;22;8;16;0;15;2;3
2020-05-13 12:06:59;188;41;37;20;22;8;16;0;15;2;3
2020-05-13 12:07:58;188;41;37;20;22;8;16;0;15;2;3
2020-05-13 12:08:59;188;41;37;20;22;8;16;0;15;2;3
2020-05-13 12:09:59;188;41;37;20;22;8;16;0;15;2;3
2020-05-13 12:10:58;188;41;37;20;22;8;16;0;15;2;3
2020-05-13 12:11:59;189;41;37;20;22;8;16;0;15;3;3
2020-05-13 12:12:58;189;41;37;20;22;8;16;0;15;3;3
2020-05-13 12:13:59;189;41;37;20;22;8;16;0;15;3;3
2020-05-13 12:14:59;189;41;37;20;22;8;16;0;15;3;3
2020-05-13 12:15:59;189;41;37;20;22;8;16;0;15;3;3
2020-05-13 12:16:58;189;41;37;20;22;8;16;0;15;3;3
2020-05-13 12:17:59;189;41;37;20;22;8;16;0;15;3;3
2020-05-13 12:18:58;190;41;37;20;23;8;16;0;15;3;3
2020-05-13 12:19:59;190;41;37;20;23;8;16;0;15;3;3
2020-05-13 12:20:59;190;41;37;20;23;8;16;0;15;3;3
2020-05-13 12:21:58;191;41;37;20;23;9;16;0;15;3;3
2020-05-13 12:22:59;191;41;37;20;23;9;16;0;15;3;3
2020-05-13 12:23:59;191;41;37;20;23;9;16;0;15;3;3
2020-05-13 12:24:58;192;41;37;20;23;9;16;2;15;3;3
2020-05-13 12:25:59;193;41;37;20;23;10;16;2;15;3;3
2020-05-13 12:26:59;193;41;37;20;23;10;16;2;15;3;3
2020-05-13 12:27:58;194;42;37;20;23;10;16;2;15;3;3
2020-05-13 12:28:59;194;42;37;20;23;10;16;2;15;3;3
2020-05-13 12:29:59;194;42;37;20;23;10;16;2;15;3;3
2020-05-13 12:30:58;194;42;37;20;23;10;16;2;15;3;3
2020-05-13 12:31:59;195;42;38;20;23;10;16;2;15;3;3
2020-05-13 12:32:59;195;42;38;20;23;10;16;2;15;3;3
2020-05-13 12:33:58;196;42;38;20;24;10;16;2;15;3;3
2020-05-13 12:34:59;196;42;38;20;24;10;16;2;15;3;3
2020-05-13 12:35:59;196;43;37;20;24;10;16;2;15;3;3
2020-05-13 12:36:58;196;43;37;20;24;10;16;2;15;3;3
2020-05-13 12:37:59;196;43;37;20;24;10;16;2;15;3;3
2020-05-13 12:38:59;197;43;37;20;24;11;16;2;15;3;3
2020-05-13 12:40:00;197;43;37;20;24;11;16;2;15;3;3
2020-05-13 12:40:58;198;43;37;20;24;12;16;2;15;3;3
2020-05-13 12:41:59;198;43;37;20;24;12;16;2;15;3;3
2020-05-13 12:42:58;198;43;37;20;24;12;16;2;15;3;3
2020-05-13 12:43:59;198;43;37;20;24;12;16;2;15;3;3
2020-05-13 12:44:59;199;43;37;20;25;12;16;2;15;3;3
2020-05-13 12:45:58;199;43;37;20;25;12;16;2;15;3;3
2020-05-13 12:46:59;199;43;37;20;25;12;16;2;15;3;3
2020-05-13 12:47:59;199;43;37;20;25;12;16;2;15;3;3
2020-05-13 12:48:59;200;43;37;20;25;13;16;2;15;3;3
2020-05-13 12:49:58;200;43;37;20;25;13;16;2;15;3;3
2020-05-13 12:50:59;200;43;37;20;25;13;16;2;15;3;3
2020-05-13 12:51:59;200;43;37;20;25;13;16;2;15;3;3
2020-05-13 12:52:58;200;43;37;20;25;13;16;2;15;3;3
2020-05-13 12:53:59;200;43;37;20;25;13;16;2;15;3;3
2020-05-13 12:54:59;201;43;37;20;26;13;16;2;15;3;3
2020-05-13 12:55:59;202;43;37;20;26;13;16;2;15;3;3
2020-05-13 12:56:58;202;43;37;20;26;13;16;2;15;3;3
2020-05-13 12:57:59;202;43;37;20;26;13;16;2;15;3;3
2020-05-13 12:58:59;202;43;37;20;26;13;16;2;15;3;3
2020-05-13 12:59:58;202;43;37;20;26;13;16;2;15;3;3
2020-05-13 13:00:59;202;43;37;20;26;13;16;2;15;3;3
2020-05-13 13:01:59;202;43;37;20;26;13;16;2;15;3;3
2020-05-13 13:02:58;202;43;37;20;26;13;16;2;15;3;3
2020-05-13 13:03:59;202;43;37;20;26;13;16;2;15;3;3
2020-05-13 13:04:59;202;43;37;20;26;13;16;2;15;3;3
2020-05-13 13:05:59;202;43;37;20;26;13;16;2;15;3;3
2020-05-13 13:06:58;202;43;37;20;26;13;16;2;15;3;3
2020-05-13 13:07:59;203;43;37;20;26;13;16;2;15;4;3
2020-05-13 13:08:59;204;43;38;20;26;13;16;2;15;4;3
