datetime;total_votes;Tae4ka;yachik;jovan;Villanelle;telegraf;Есения;Grit;Mindsplitter;UndeadMoroz;Maxkatz
2021-01-06 06:32:59;67;19;16;8;6;1;5;2;1;0;2
2021-01-06 06:33:58;67;19;16;8;6;1;5;2;1;0;2
2021-01-06 06:34:59;67;19;16;8;6;1;5;2;1;0;2
2021-01-06 06:35:58;67;19;16;8;6;1;5;2;1;0;2
2021-01-06 06:36:59;67;19;16;8;6;1;5;2;1;0;2
2021-01-06 06:37:59;67;19;16;8;6;1;5;2;1;0;2
2021-01-06 06:38:58;67;19;16;8;6;1;5;2;1;0;2
2021-01-06 06:39:59;67;19;16;8;6;1;5;2;1;0;2
2021-01-06 06:40:58;67;19;16;8;6;1;5;2;1;0;2
2021-01-06 06:41:59;67;19;16;8;6;1;5;2;1;0;2
2021-01-06 06:42:58;69;19;16;8;6;1;5;2;0;0;2
2021-01-06 06:43:59;69;19;16;8;6;1;5;2;0;0;2
2021-01-06 06:44:58;69;19;16;8;6;1;5;2;0;0;2
2021-01-06 06:45:59;70;19;17;8;6;1;5;2;0;0;2
2021-01-06 06:46:58;70;19;17;8;6;1;5;2;0;0;2
2021-01-06 06:47:59;70;19;17;8;6;1;5;2;0;0;2
2021-01-06 06:48:59;70;19;17;8;6;1;5;2;0;0;2
2021-01-06 06:49:58;70;19;17;8;6;1;5;2;0;0;2
2021-01-06 06:50:59;70;19;17;8;6;1;5;2;0;0;2
2021-01-06 06:51:58;70;19;17;8;6;1;5;2;0;0;2
2021-01-06 06:52:59;70;19;17;8;6;1;5;2;0;0;2
2021-01-06 06:53:59;70;19;17;8;6;1;5;2;0;0;2
2021-01-06 06:54:58;70;19;17;8;6;1;5;2;0;0;2
2021-01-06 06:55:59;70;19;17;8;6;1;5;2;0;0;2
2021-01-06 06:56:59;70;19;17;8;6;1;5;2;0;0;2
2021-01-06 06:57:58;70;19;17;8;6;1;5;2;0;0;2
2021-01-06 06:58:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 06:59:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:00:58;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:01:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:02:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:03:58;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:04:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:05:58;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:06:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:07:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:08:58;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:09:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:10:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:11:58;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:12:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:13:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:14:58;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:15:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:16:58;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:17:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:18:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:19:58;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:20:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:21:58;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:22:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:23:59;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:24:58;71;19;17;8;6;1;5;3;0;0;2
2021-01-06 07:25:59;72;20;17;8;6;1;5;3;0;0;2
2021-01-06 07:26:59;72;20;17;8;6;1;5;3;0;0;2
2021-01-06 07:27:58;72;20;17;8;6;1;5;3;0;0;2
2021-01-06 07:28:59;72;20;17;8;6;1;5;3;0;0;2
2021-01-06 07:29:59;72;20;17;8;6;1;5;3;0;0;2
2021-01-06 07:30:58;72;20;17;8;6;1;5;3;0;0;2
2021-01-06 07:31:59;72;20;17;8;6;1;5;3;0;0;2
2021-01-06 07:32:58;72;20;17;8;6;1;5;3;0;0;2
2021-01-06 07:33:59;72;20;17;8;6;1;5;3;0;0;2
2021-01-06 07:34:59;72;20;17;8;6;1;5;3;0;0;2
2021-01-06 07:35:58;72;20;17;8;6;1;5;3;0;0;2
2021-01-06 07:36:59;72;20;17;8;6;1;5;3;0;0;2
2021-01-06 07:37:59;72;20;17;8;6;1;5;3;0;0;2
2021-01-06 07:38:58;72;20;17;8;6;1;5;3;0;0;2
2021-01-06 07:39:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:40:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:41:58;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:42:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:44:00;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:44:58;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:45:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:46:58;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:47:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:48:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:49:58;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:50:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:51:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:52:58;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:53:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:54:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:55:58;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:56:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:57:58;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:58:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 07:59:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 08:00:58;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 08:01:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 08:02:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 08:03:58;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 08:04:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 08:05:58;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 08:06:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 08:07:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 08:08:58;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 08:09:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 08:10:59;73;20;17;8;6;1;5;4;0;0;2
2021-01-06 08:12:00;74;20;17;8;6;2;5;4;1;0;2
2021-01-06 08:12:58;74;20;17;8;6;2;5;4;1;0;2
2021-01-06 08:13:59;74;20;17;8;6;2;5;4;1;0;2
2021-01-06 08:14:58;74;20;17;8;6;2;5;4;1;0;2
2021-01-06 08:15:59;74;20;17;8;6;2;5;4;1;0;2
2021-01-06 08:16:58;74;20;17;8;6;2;5;4;1;0;2
2021-01-06 08:17:59;74;20;17;8;6;2;5;4;1;0;2
2021-01-06 08:18:59;74;20;17;8;6;2;5;4;1;0;2
2021-01-06 08:19:58;74;20;17;8;6;2;5;4;1;0;2
2021-01-06 08:20:59;74;20;17;8;6;2;5;4;1;0;2
2021-01-06 08:21:58;74;20;17;8;6;2;5;4;1;0;2
2021-01-06 08:22:59;74;20;17;8;6;2;5;4;1;0;2
2021-01-06 08:23:59;74;20;17;8;6;2;5;4;1;0;2
2021-01-06 08:25:00;74;20;17;8;6;2;5;4;1;0;2
2021-01-06 08:25:58;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:26:59;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:27:58;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:28:59;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:29:59;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:30:58;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:31:59;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:32:59;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:33:58;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:34:59;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:35:59;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:36:58;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:37:59;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:38:59;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:39:58;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:40:59;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:41:58;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:42:59;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:43:59;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:44:58;75;20;17;9;6;2;5;4;1;0;2
2021-01-06 08:45:59;76;20;17;10;6;2;5;4;1;0;2
2021-01-06 08:46:59;77;20;18;10;6;2;5;4;1;0;2
2021-01-06 08:47:58;77;20;18;10;6;2;5;4;1;0;2
2021-01-06 08:48:59;77;20;18;10;6;2;5;4;1;0;2
2021-01-06 08:49:58;77;20;18;10;6;2;5;4;1;0;2
2021-01-06 08:50:59;77;20;18;10;6;2;5;4;1;0;2
2021-01-06 08:51:59;78;20;18;11;6;2;5;4;1;0;2
2021-01-06 08:52:58;78;20;18;11;6;2;5;4;1;0;2
2021-01-06 08:53:59;78;20;18;11;6;2;5;4;1;0;2
2021-01-06 08:54:59;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 08:55:58;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 08:56:59;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 08:57:58;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 08:58:59;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 08:59:59;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:00:58;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:01:59;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:02:59;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:03:58;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:04:59;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:05:59;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:06:58;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:07:59;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:08:59;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:09:58;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:10:59;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:11:59;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:12:58;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:13:59;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:14:59;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:15:58;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:16:59;79;20;18;11;6;2;5;4;0;0;2
2021-01-06 09:17:58;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:18:59;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:19:58;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:20:59;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:21:59;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:22:58;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:23:59;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:24:59;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:25:58;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:26:59;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:27:59;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:28:58;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:29:59;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:30:59;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:31:58;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:32:59;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:33:59;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:34:58;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:35:59;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:36:58;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:37:59;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:38:59;80;20;18;11;6;2;5;4;0;0;3
2021-01-06 09:39:58;81;21;18;11;6;2;5;4;0;0;3
2021-01-06 09:40:59;81;22;17;11;6;2;5;4;0;0;3
2021-01-06 09:41:59;81;22;17;11;6;2;5;4;0;0;3
2021-01-06 09:42:58;81;22;17;11;6;2;5;4;0;0;3
2021-01-06 09:43:59;81;22;17;11;6;2;5;4;0;0;3
2021-01-06 09:44:58;81;22;17;11;6;2;5;4;0;0;3
2021-01-06 09:45:59;81;22;17;11;6;2;5;4;0;0;3
2021-01-06 09:46:59;81;22;17;11;6;2;5;4;0;0;3
2021-01-06 09:47:58;81;22;17;11;6;2;5;4;0;0;3
2021-01-06 09:48:59;81;22;17;11;6;2;5;4;0;0;3
2021-01-06 09:49:59;81;22;17;11;6;2;5;4;0;0;3
2021-01-06 09:50:58;81;22;17;11;6;2;5;4;0;0;3
2021-01-06 09:51:59;82;22;17;11;7;2;5;4;0;0;3
2021-01-06 09:52:59;82;22;17;11;7;2;5;4;0;0;3
2021-01-06 09:53:58;82;22;17;11;7;2;5;4;0;0;3
2021-01-06 09:54:59;82;22;17;11;7;2;5;4;0;0;3
2021-01-06 09:55:59;82;22;17;11;7;2;5;4;0;0;3
2021-01-06 09:56:58;82;22;17;11;7;2;5;4;0;0;3
2021-01-06 09:57:59;82;22;17;11;7;2;5;4;0;0;3
2021-01-06 09:58:59;83;23;17;11;7;2;5;4;0;0;3
2021-01-06 09:59:58;83;23;17;11;7;2;5;4;0;0;3
2021-01-06 10:00:59;83;23;17;11;7;2;5;4;0;0;3
2021-01-06 10:01:58;83;23;17;11;7;2;5;4;0;0;3
2021-01-06 10:02:59;83;23;17;11;7;2;5;4;0;0;3
2021-01-06 10:03:59;83;23;17;11;7;2;5;4;0;0;3
2021-01-06 10:04:58;84;23;17;11;7;2;5;4;0;0;3
2021-01-06 10:05:59;85;23;17;12;7;2;5;4;0;0;3
2021-01-06 10:06:59;85;23;17;12;7;2;5;4;0;0;3
2021-01-06 10:07:58;85;23;17;12;7;2;5;4;0;0;3
2021-01-06 10:08:59;85;23;17;12;7;2;5;4;0;0;3
2021-01-06 10:09:59;85;23;17;12;7;2;5;4;0;0;3
2021-01-06 10:10:58;85;23;17;12;7;2;5;4;0;0;3
2021-01-06 10:11:59;85;23;17;12;7;2;5;4;0;0;3
2021-01-06 10:12:59;85;23;17;12;7;2;5;4;0;0;3
2021-01-06 10:13:58;85;23;17;12;7;2;5;4;0;0;3
2021-01-06 10:14:59;85;23;17;12;7;2;5;4;0;0;3
2021-01-06 10:15:58;85;23;17;12;7;2;5;4;0;0;3
2021-01-06 10:16:59;85;23;17;12;7;2;5;4;0;0;3
2021-01-06 10:17:58;85;23;17;12;7;2;5;4;0;0;3
2021-01-06 10:18:59;85;23;17;12;7;2;5;4;0;0;3
2021-01-06 10:19:59;85;23;17;12;7;2;5;4;0;0;3
2021-01-06 10:20:58;86;23;17;12;8;2;5;4;0;0;3
2021-01-06 10:21:59;86;23;17;12;8;2;5;4;0;0;3
2021-01-06 10:22:59;86;23;17;12;8;2;5;4;0;0;3
2021-01-06 10:23:58;86;23;17;12;8;2;5;4;0;0;3
2021-01-06 10:24:59;86;23;17;12;8;2;5;4;0;0;3
2021-01-06 10:25:58;87;24;17;12;8;2;5;4;0;0;3
2021-01-06 10:26:59;88;24;17;12;9;2;5;4;0;0;3
2021-01-06 10:27:59;88;24;17;12;9;2;5;4;0;0;3
2021-01-06 10:28:58;88;24;17;12;9;2;5;4;0;0;3
2021-01-06 10:29:59;88;24;17;12;9;2;5;4;0;0;3
2021-01-06 10:30:59;88;24;17;12;9;2;5;4;0;0;3
2021-01-06 10:31:58;89;25;17;12;9;2;5;4;0;0;3
2021-01-06 10:32:59;89;25;17;12;9;2;5;4;0;0;3
2021-01-06 10:33:58;90;25;17;13;9;2;5;4;0;0;3
2021-01-06 10:34:59;90;25;17;13;9;2;5;4;0;0;3
2021-01-06 10:35:59;90;25;17;13;9;2;5;4;0;0;3
2021-01-06 10:36:58;91;25;17;13;9;2;5;4;0;0;3
2021-01-06 10:37:59;91;25;17;13;9;2;5;4;0;0;3
2021-01-06 10:38:59;91;25;17;13;9;2;5;4;0;0;3
2021-01-06 10:39:58;91;25;17;13;9;2;5;4;0;0;3
2021-01-06 10:40:59;92;25;17;13;9;2;5;4;2;0;3
2021-01-06 10:41:58;93;25;17;13;10;2;5;4;2;0;3
2021-01-06 10:42:59;93;25;17;13;10;2;5;4;2;0;3
2021-01-06 10:43:59;94;26;17;13;10;2;5;4;2;0;3
2021-01-06 10:44:58;94;26;17;13;10;2;5;4;2;0;3
2021-01-06 10:45:59;94;26;17;13;10;2;5;4;2;0;3
2021-01-06 10:46:59;94;26;17;13;10;2;5;4;2;0;3
2021-01-06 10:47:59;94;26;17;13;10;2;5;4;2;0;3
2021-01-06 10:48:58;94;26;17;13;10;2;5;4;2;0;3
2021-01-06 10:49:59;94;26;17;13;10;2;5;4;2;0;3
2021-01-06 10:50:58;94;26;17;13;10;2;5;4;2;0;3
2021-01-06 10:51:59;94;26;17;13;10;2;5;4;2;0;3
2021-01-06 10:52:58;94;26;17;13;10;2;5;4;2;0;3
2021-01-06 10:53:59;94;26;18;13;10;2;5;3;2;0;3
2021-01-06 10:54:59;95;26;19;13;10;2;5;3;2;0;3
2021-01-06 10:55:58;97;26;21;13;10;2;5;3;2;0;3
2021-01-06 10:56:59;97;26;21;13;10;2;5;3;2;0;3
2021-01-06 10:57:58;100;26;22;14;10;2;5;3;2;0;3
2021-01-06 10:58:59;100;26;22;14;10;2;5;3;2;0;3
2021-01-06 10:59:59;101;26;22;14;10;2;5;4;2;0;3
2021-01-06 11:00:58;101;26;22;14;10;2;5;4;2;0;3
2021-01-06 11:01:59;101;26;22;14;10;2;5;4;2;0;3
2021-01-06 11:02:59;101;26;22;14;10;2;5;4;2;0;3
2021-01-06 11:03:58;101;26;22;14;10;2;5;4;2;0;3
2021-01-06 11:04:59;101;26;22;14;10;2;5;4;2;0;3
2021-01-06 11:05:58;101;26;22;14;10;2;5;4;2;0;3
2021-01-06 11:06:59;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:07:59;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:08:58;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:09:59;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:10:59;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:11:58;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:12:59;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:13:59;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:14:58;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:15:59;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:16:59;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:17:58;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:18:59;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:19:58;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:20:59;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:21:59;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:22:58;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:23:59;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:24:58;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:25:59;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:26:59;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:27:58;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:28:59;102;26;23;14;10;2;5;4;2;0;3
2021-01-06 11:30:00;103;27;23;14;10;2;5;4;2;0;3
2021-01-06 11:30:58;103;27;23;14;10;2;5;4;2;0;3
2021-01-06 11:31:59;103;27;23;14;10;2;5;4;2;0;3
2021-01-06 11:33:00;103;27;23;14;10;2;5;4;2;0;3
2021-01-06 11:33:58;103;27;23;14;10;2;5;4;2;0;3
2021-01-06 11:34:59;103;27;23;14;10;2;5;4;2;0;3
2021-01-06 11:35:58;103;27;23;14;10;2;5;4;2;0;3
2021-01-06 11:36:59;103;27;23;14;10;2;5;4;2;0;3
2021-01-06 11:37:59;103;27;23;14;10;2;5;4;2;0;3
2021-01-06 11:38:59;103;27;23;14;10;2;5;4;2;0;3
2021-01-06 11:39:58;104;28;23;14;10;2;5;4;2;0;3
2021-01-06 11:40:59;104;28;23;14;10;2;5;4;2;0;3
2021-01-06 11:41:59;104;28;23;14;10;2;5;4;2;0;3
2021-01-06 11:42:59;104;28;23;14;10;2;5;4;2;0;3
2021-01-06 11:43:58;104;28;23;14;10;2;5;4;2;0;3
2021-01-06 11:44:59;104;28;23;14;10;2;5;4;2;0;3
2021-01-06 11:45:59;104;28;23;14;10;2;5;4;2;0;3
2021-01-06 11:46:58;105;29;23;14;10;2;5;4;2;0;3
2021-01-06 11:47:59;105;29;23;14;10;2;5;4;2;0;3
2021-01-06 11:48:59;105;29;23;14;10;2;5;4;2;0;3
2021-01-06 11:49:58;105;29;23;14;10;2;5;4;2;0;3
2021-01-06 11:50:59;105;29;23;14;10;2;5;4;2;0;3
2021-01-06 11:51:58;105;29;23;14;10;2;5;4;2;0;3
2021-01-06 11:52:59;105;29;23;14;10;2;5;4;2;0;3
2021-01-06 11:53:58;105;29;23;14;10;2;5;4;2;0;3
2021-01-06 11:54:59;105;29;23;14;10;2;5;4;2;0;3
2021-01-06 11:55:58;105;29;23;14;10;2;5;4;2;0;3
2021-01-06 11:56:59;105;29;23;14;10;2;5;4;2;0;3
2021-01-06 11:57:59;105;29;23;14;10;2;5;4;2;0;3
2021-01-06 11:58:58;105;29;23;14;10;2;5;4;2;0;3
2021-01-06 11:59:59;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:01:00;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:01:58;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:02:59;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:03:58;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:04:59;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:05:59;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:06:58;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:07:59;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:08:58;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:09:59;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:11:00;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:11:58;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:12:59;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:13:58;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:14:59;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:15:58;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:16:59;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:17:59;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:18:58;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:19:59;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:20:59;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:21:58;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:22:59;106;29;23;15;10;2;5;4;2;0;3
2021-01-06 12:24:00;106;29;24;15;9;2;5;4;2;0;3
2021-01-06 12:24:58;106;29;24;15;9;2;5;4;2;0;3
2021-01-06 12:25:59;107;29;25;15;9;2;5;4;2;0;3
2021-01-06 12:26:59;107;29;25;15;9;2;5;4;2;0;3
2021-01-06 12:27:58;109;29;25;15;10;2;5;4;3;0;3
2021-01-06 12:28:59;109;29;25;15;10;2;5;4;3;0;3
2021-01-06 12:29:59;109;29;25;15;10;2;5;4;3;0;3
2021-01-06 12:30:58;109;29;25;15;10;2;5;4;3;0;3
2021-01-06 12:31:59;109;29;25;15;10;2;5;4;3;0;3
2021-01-06 12:32:58;109;29;25;15;10;2;5;4;3;0;3
2021-01-06 12:33:59;111;30;25;15;10;2;5;4;3;0;3
2021-01-06 12:34:58;111;30;25;15;10;2;5;4;3;0;3
2021-01-06 12:35:59;111;30;25;15;10;2;5;4;3;0;3
2021-01-06 12:36:59;111;30;25;15;10;2;5;4;3;0;3
2021-01-06 12:37:58;113;30;25;16;11;2;5;4;3;0;3
2021-01-06 12:38:59;113;30;25;16;11;2;5;4;3;0;3
2021-01-06 12:40:00;113;30;25;16;11;2;5;4;3;0;3
2021-01-06 12:40:58;114;30;25;17;11;2;5;4;3;0;3
2021-01-06 12:41:59;115;30;25;17;12;2;5;4;3;0;3
2021-01-06 12:42:59;115;30;25;17;12;2;5;4;3;0;3
2021-01-06 12:43:58;115;30;25;17;12;2;5;4;3;0;3
2021-01-06 12:44:59;115;30;25;17;12;2;5;4;3;0;3
2021-01-06 12:45:59;115;30;25;17;12;2;5;4;3;0;3
2021-01-06 12:46:58;115;30;25;17;12;2;5;4;3;0;3
2021-01-06 12:47:59;115;30;25;17;12;2;5;4;3;0;3
2021-01-06 12:48:59;115;30;25;17;12;2;5;4;3;0;3
2021-01-06 12:49:58;115;30;25;17;12;2;5;4;3;0;3
2021-01-06 12:50:59;116;31;25;17;12;2;5;4;3;0;3
2021-01-06 12:51:58;117;31;26;17;12;2;5;4;3;0;3
2021-01-06 12:52:59;117;31;26;17;12;2;5;4;3;0;3
2021-01-06 12:53:59;117;31;26;17;12;2;5;4;3;0;3
2021-01-06 12:54:58;118;32;26;17;12;2;5;4;3;0;3
2021-01-06 12:55:59;118;32;26;17;12;2;5;4;3;0;3
2021-01-06 12:56:59;117;32;26;17;11;2;5;4;3;0;3
2021-01-06 12:57:58;118;33;26;17;11;2;5;4;3;0;3
2021-01-06 12:58:59;118;33;26;17;11;2;5;4;3;0;3
2021-01-06 12:59:59;118;33;26;17;11;2;5;4;3;0;3
2021-01-06 13:00:58;118;33;26;17;11;2;5;4;3;0;3
2021-01-06 13:01:59;118;33;26;17;11;2;5;4;3;0;3
2021-01-06 13:02:59;118;33;26;17;11;2;5;4;3;0;3
2021-01-06 13:03:58;118;33;26;17;11;2;5;4;3;0;3
2021-01-06 13:04:59;118;33;26;17;11;2;5;4;3;0;3
2021-01-06 13:05:59;118;33;26;17;11;2;5;4;3;0;3
2021-01-06 13:06:58;118;33;26;17;11;2;5;4;3;0;3
2021-01-06 13:07:59;118;33;26;17;11;2;5;4;3;0;3
2021-01-06 13:08:59;119;33;27;17;11;2;5;4;3;0;3
2021-01-06 13:09:58;119;33;27;17;11;2;5;4;3;0;3
