datetime;total_votes;tutabrain;rockamark;pupsique;markII;Есения;NoEndOutcry;XASSA;kilogramm;kotophalk;wintercyclone
2019-05-15 06:26:58;35;0;8;5;2;0;0;2;3;1;3
2019-05-15 06:27:59;35;0;8;5;2;0;0;2;3;1;3
2019-05-15 06:28:58;35;0;8;5;2;0;0;2;3;1;3
2019-05-15 06:29:59;35;0;8;5;2;0;0;2;3;1;3
2019-05-15 06:30:59;35;0;8;5;2;0;0;2;3;1;3
2019-05-15 06:31:58;35;0;8;5;2;0;0;2;3;1;3
2019-05-15 06:32:59;35;0;8;5;2;0;0;2;3;1;3
2019-05-15 06:33:59;35;0;8;5;2;0;0;2;3;1;3
2019-05-15 06:34:58;35;0;8;5;2;0;0;2;3;1;3
2019-05-15 06:35:59;36;0;8;6;2;0;0;2;3;1;3
2019-05-15 06:36:59;36;0;8;6;2;0;0;2;3;1;3
2019-05-15 06:37:58;36;0;8;6;2;0;0;2;3;1;3
2019-05-15 06:38:59;37;0;8;7;2;0;0;2;3;1;3
2019-05-15 06:39:59;37;0;8;7;2;0;0;2;3;1;3
2019-05-15 06:40:58;38;0;8;7;2;1;0;2;3;1;3
2019-05-15 06:41:59;38;0;8;7;2;1;0;2;3;1;3
2019-05-15 06:42:59;38;0;8;7;2;1;0;2;3;1;3
2019-05-15 06:43:58;38;0;8;7;2;1;0;2;3;1;3
2019-05-15 06:44:59;38;0;8;7;2;1;0;2;3;1;3
2019-05-15 06:45:59;38;0;8;7;2;1;0;2;3;1;3
2019-05-15 06:46:58;38;0;8;7;2;1;0;2;3;1;3
2019-05-15 06:47:59;38;0;8;7;2;1;0;2;3;1;3
2019-05-15 06:48:59;38;0;8;7;2;1;0;2;3;1;3
2019-05-15 06:49:58;39;0;8;7;2;2;0;2;3;0;3
2019-05-15 06:50:59;39;0;8;7;2;2;0;2;3;0;3
2019-05-15 06:51:59;39;0;8;7;2;2;0;2;3;0;3
2019-05-15 06:52:58;39;0;8;7;2;2;0;2;3;0;3
2019-05-15 06:53:59;40;0;8;8;2;2;0;2;3;0;3
2019-05-15 06:54:59;40;0;8;8;2;2;0;2;3;0;3
2019-05-15 06:55:58;40;0;8;8;2;2;0;2;3;0;3
2019-05-15 06:56:59;40;0;8;8;2;2;0;2;3;0;3
2019-05-15 06:57:59;40;0;8;8;2;2;0;2;3;0;3
2019-05-15 06:58:58;40;0;8;8;2;2;0;2;3;0;3
2019-05-15 06:59:59;40;0;8;8;2;2;0;2;3;0;3
2019-05-15 07:00:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:01:58;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:02:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:03:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:04:58;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:05:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:06:58;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:07:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:08:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:10:00;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:10:58;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:11:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:12:58;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:13:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:14:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:15:58;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:16:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:17:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:18:58;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:19:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:20:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:21:58;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:22:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:23:58;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:24:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:25:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:26:58;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:27:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:28:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:29:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:30:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:31:58;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:32:59;41;0;9;8;2;2;0;2;3;0;3
2019-05-15 07:33:59;42;0;9;8;2;2;0;2;3;1;3
2019-05-15 07:34:58;42;0;9;8;2;2;0;2;3;1;3
2019-05-15 07:35:59;42;0;9;8;2;2;0;2;3;1;3
2019-05-15 07:36:59;42;0;9;8;2;2;0;2;3;1;3
2019-05-15 07:37:58;42;0;9;8;2;2;0;2;3;1;3
2019-05-15 07:38:59;43;0;9;8;2;2;0;2;3;1;3
2019-05-15 07:39:59;44;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:40:58;44;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:41:59;44;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:42:59;44;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:43:58;44;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:44:59;44;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:45:59;44;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:46:58;44;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:47:59;45;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:48:59;45;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:49:58;45;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:50:59;45;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:51:58;45;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:52:59;45;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:53:59;45;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:54:59;45;0;9;8;2;2;2;2;3;0;3
2019-05-15 07:55:59;46;0;9;8;3;2;2;2;3;0;3
2019-05-15 07:56:58;46;0;9;8;3;2;2;2;3;0;3
2019-05-15 07:57:59;46;0;9;8;3;2;2;2;3;0;3
2019-05-15 07:58:59;47;0;9;8;3;2;3;2;3;0;3
2019-05-15 07:59:58;47;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:00:59;48;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:01:59;48;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:02:58;48;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:03:59;48;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:04:59;48;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:05:58;48;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:06:59;48;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:07:59;48;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:08:59;49;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:09:59;49;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:10:59;49;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:11:58;49;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:12:59;49;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:13:58;49;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:14:59;49;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:15:59;49;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:16:58;49;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:17:59;49;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:18:59;49;0;9;8;3;2;3;2;3;0;3
2019-05-15 08:19:58;50;0;10;8;3;2;3;2;3;0;3
2019-05-15 08:20:59;50;0;10;8;3;2;3;2;3;0;3
2019-05-15 08:21:59;50;0;10;8;3;2;3;2;3;0;3
2019-05-15 08:22:58;50;0;10;8;3;2;3;2;3;0;3
2019-05-15 08:23:59;50;0;10;8;3;2;3;2;3;0;3
2019-05-15 08:24:59;50;0;10;8;3;2;3;2;3;0;3
2019-05-15 08:25:58;50;0;10;8;3;2;3;2;3;0;3
2019-05-15 08:26:59;50;0;10;8;3;2;3;2;3;0;3
2019-05-15 08:27:59;50;0;10;8;3;2;3;2;3;0;3
2019-05-15 08:28:58;50;0;10;8;3;2;3;2;3;0;3
2019-05-15 08:29:59;50;0;10;8;3;2;3;2;3;0;3
2019-05-15 08:30:59;50;0;10;8;3;2;3;2;3;0;3
2019-05-15 08:31:58;51;0;10;8;4;2;3;2;3;0;3
2019-05-15 08:32:59;51;0;10;8;4;2;3;2;3;0;3
2019-05-15 08:33:59;51;0;10;8;4;2;3;2;3;0;3
2019-05-15 08:34:58;51;0;10;8;4;2;3;2;3;0;3
2019-05-15 08:35:59;51;0;10;8;4;2;3;2;3;0;3
2019-05-15 08:36:59;51;0;10;8;4;2;3;2;3;0;3
2019-05-15 08:37:58;51;0;10;8;4;2;3;2;3;0;3
2019-05-15 08:38:59;51;0;10;8;4;2;3;2;3;0;3
2019-05-15 08:39:59;51;0;10;8;4;2;3;2;3;0;3
2019-05-15 08:40:58;51;0;10;8;4;2;3;2;3;0;3
2019-05-15 08:41:59;51;0;10;8;4;2;3;2;3;0;3
2019-05-15 08:42:58;51;0;10;8;4;2;3;2;3;0;3
2019-05-15 08:43:59;51;0;10;8;4;2;3;2;3;0;3
2019-05-15 08:44:59;51;0;10;8;4;2;3;2;3;0;3
2019-05-15 08:45:58;52;0;10;8;4;2;3;3;3;0;3
2019-05-15 08:46:59;52;0;10;8;4;2;3;3;3;0;3
2019-05-15 08:47:59;52;0;10;8;4;2;3;3;3;0;3
2019-05-15 08:48:58;52;0;10;8;4;2;3;3;3;0;3
2019-05-15 08:49:59;52;0;10;8;4;2;3;3;3;0;3
2019-05-15 08:50:59;52;0;10;8;4;2;3;3;3;0;3
2019-05-15 08:51:58;52;0;10;8;4;2;3;3;3;0;3
2019-05-15 08:52:59;52;0;10;8;4;2;3;3;3;0;3
2019-05-15 08:53:59;52;1;10;7;4;2;3;3;3;0;3
2019-05-15 08:54:58;52;1;10;7;4;2;3;3;3;0;3
2019-05-15 08:55:59;52;1;10;7;4;2;3;3;3;0;3
2019-05-15 08:56:58;53;2;10;7;4;2;3;3;3;0;3
2019-05-15 08:57:59;53;2;10;7;4;2;3;3;3;0;3
2019-05-15 08:58:59;53;2;10;7;4;2;3;3;3;0;3
2019-05-15 08:59:58;53;2;10;7;4;2;3;3;3;0;3
2019-05-15 09:00:59;53;2;10;7;4;2;3;3;3;0;3
2019-05-15 09:01:59;53;2;10;7;4;2;3;3;3;0;3
2019-05-15 09:02:58;53;3;10;7;4;2;3;3;3;0;3
2019-05-15 09:03:59;53;3;10;7;4;2;3;3;3;0;3
2019-05-15 09:04:59;53;3;10;7;4;2;3;3;3;0;3
2019-05-15 09:05:58;53;3;10;7;4;2;3;3;3;0;3
2019-05-15 09:06:59;54;3;11;7;4;2;3;3;3;0;3
2019-05-15 09:07:59;54;3;11;7;4;2;3;3;3;0;3
2019-05-15 09:08:58;55;4;11;7;4;2;3;3;3;0;3
2019-05-15 09:09:59;55;4;11;7;4;2;3;3;3;0;3
2019-05-15 09:10:59;57;6;11;7;4;2;3;3;3;0;3
2019-05-15 09:11:58;57;6;11;7;4;2;3;3;3;0;3
2019-05-15 09:12:59;58;7;11;7;4;2;3;3;3;0;3
2019-05-15 09:13:59;58;7;11;7;4;2;3;3;3;0;3
2019-05-15 09:14:58;58;8;11;6;4;2;3;3;3;0;3
2019-05-15 09:15:59;58;8;11;6;4;2;3;3;3;0;3
2019-05-15 09:16:59;60;8;13;6;4;2;3;3;3;0;3
2019-05-15 09:17:58;60;9;13;6;3;2;3;3;3;0;3
2019-05-15 09:18:59;63;11;14;6;3;2;3;3;3;0;3
2019-05-15 09:19:59;64;11;15;6;3;2;3;3;3;0;3
2019-05-15 09:20:58;64;12;15;6;3;2;3;3;3;0;3
2019-05-15 09:21:59;65;12;15;6;3;2;3;3;3;0;3
2019-05-15 09:22:59;64;12;15;6;3;2;3;3;3;0;3
2019-05-15 09:23:58;65;13;15;6;3;2;3;3;3;0;3
2019-05-15 09:24:59;65;13;15;6;3;2;3;3;3;0;3
2019-05-15 09:25:59;67;15;15;6;3;2;3;3;3;0;3
2019-05-15 09:26:58;67;15;15;6;3;2;3;3;3;0;3
2019-05-15 09:27:59;68;16;15;6;3;2;3;3;3;0;3
2019-05-15 09:28:59;68;16;15;6;3;2;3;3;3;0;3
2019-05-15 09:29:58;68;16;15;6;3;2;3;3;3;0;3
2019-05-15 09:30:59;67;15;15;6;3;2;3;3;3;0;3
2019-05-15 09:31:58;68;15;16;7;3;2;3;3;3;0;3
2019-05-15 09:32:59;68;15;16;7;3;2;3;3;3;0;3
2019-05-15 09:33:59;69;15;17;7;3;2;3;3;3;0;3
2019-05-15 09:34:58;69;15;17;7;3;2;3;3;3;0;3
2019-05-15 09:35:59;70;15;18;7;3;2;3;3;3;0;3
2019-05-15 09:36:59;70;15;18;7;3;2;3;3;3;0;3
2019-05-15 09:37:59;70;15;18;7;3;2;3;3;3;0;3
2019-05-15 09:38:58;71;16;18;7;3;2;3;3;3;0;3
2019-05-15 09:39:59;71;16;18;7;3;2;3;3;3;0;3
2019-05-15 09:40:58;72;17;16;9;3;2;3;3;3;0;3
2019-05-15 09:41:59;73;17;17;9;3;2;3;3;3;0;3
2019-05-15 09:42:59;73;17;17;9;3;2;3;3;3;0;3
2019-05-15 09:43:58;73;17;17;9;3;2;3;3;3;0;3
2019-05-15 09:44:59;75;20;18;7;3;2;3;3;3;0;3
2019-05-15 09:45:58;75;20;18;7;3;2;3;3;3;0;3
2019-05-15 09:46:59;75;20;18;7;3;2;3;3;3;0;3
2019-05-15 09:47:59;76;21;18;7;3;2;3;3;3;0;3
2019-05-15 09:48:59;76;21;18;7;3;2;3;3;3;0;3
2019-05-15 09:49:58;77;20;20;7;3;2;3;3;3;0;3
2019-05-15 09:50:59;77;20;20;7;3;2;3;3;3;0;3
2019-05-15 09:51:59;77;20;20;7;3;2;3;3;3;0;3
2019-05-15 09:52:58;77;20;20;7;3;2;3;3;3;0;3
2019-05-15 09:53:59;78;21;20;7;3;2;3;3;3;0;3
2019-05-15 09:55:00;80;22;21;7;3;2;3;3;3;0;3
2019-05-15 09:55:58;80;22;21;7;3;2;3;3;3;0;3
2019-05-15 09:56:59;81;23;21;7;3;2;3;3;3;0;3
2019-05-15 09:57:58;82;23;21;7;3;2;4;3;3;0;3
2019-05-15 09:58:59;84;25;20;8;3;2;4;3;3;0;3
2019-05-15 09:59:59;87;26;19;9;4;2;5;3;3;0;3
2019-05-15 10:00:58;87;26;19;9;4;2;5;3;3;0;3
2019-05-15 10:01:59;87;26;19;9;4;2;5;3;3;0;3
2019-05-15 10:02:59;87;26;19;9;4;2;5;3;3;0;3
2019-05-15 10:03:58;87;27;19;8;4;2;5;3;3;0;3
2019-05-15 10:04:59;88;27;19;8;4;2;5;3;4;0;3
2019-05-15 10:05:59;89;28;21;6;4;2;5;3;4;0;3
2019-05-15 10:06:58;90;29;21;6;4;2;5;3;4;0;3
2019-05-15 10:07:59;91;29;21;7;4;2;5;3;4;0;3
2019-05-15 10:08:59;92;29;21;7;4;3;5;3;4;0;3
2019-05-15 10:09:58;92;29;21;7;4;3;5;3;4;0;3
2019-05-15 10:10:59;93;30;21;7;4;3;5;3;4;0;3
2019-05-15 10:11:59;95;32;21;7;4;3;5;3;4;0;3
2019-05-15 10:12:58;95;32;21;7;4;3;5;3;4;0;3
2019-05-15 10:13:59;95;32;21;7;4;3;5;3;4;0;3
2019-05-15 10:14:59;95;32;21;7;4;3;5;3;4;0;3
2019-05-15 10:15:58;95;32;21;7;4;3;5;3;4;0;3
2019-05-15 10:16:59;96;33;21;7;4;3;5;3;4;0;3
2019-05-15 10:18:00;96;33;21;7;4;3;5;3;4;0;3
2019-05-15 10:18:58;97;34;21;7;4;3;5;3;4;0;3
2019-05-15 10:19:59;97;34;21;7;4;3;5;3;4;0;3
2019-05-15 10:20:58;97;34;21;7;4;3;5;3;4;0;3
2019-05-15 10:21:59;97;34;21;7;4;3;5;3;4;0;3
2019-05-15 10:22:58;99;35;21;7;4;4;5;3;4;0;3
2019-05-15 10:23:59;100;35;19;9;4;4;5;3;4;0;3
2019-05-15 10:24:59;100;35;19;9;4;4;5;3;4;0;3
2019-05-15 10:25:58;100;35;19;9;4;4;5;3;4;0;3
2019-05-15 10:26:59;101;35;20;9;4;4;5;3;4;0;3
2019-05-15 10:27:59;101;35;20;9;4;4;5;3;4;0;3
2019-05-15 10:28:58;102;35;22;8;4;4;5;3;4;0;3
2019-05-15 10:29:59;103;36;22;8;4;4;5;3;4;0;3
2019-05-15 10:30:58;104;37;22;8;4;4;5;3;4;0;3
2019-05-15 10:31:59;104;37;20;10;4;4;5;3;4;0;3
2019-05-15 10:32:59;104;37;20;10;4;4;5;3;4;0;3
2019-05-15 10:33:58;103;38;20;8;4;4;5;3;4;0;3
2019-05-15 10:34:59;104;39;20;8;4;4;5;3;4;0;3
2019-05-15 10:35:59;104;39;20;8;4;4;5;3;4;0;3
2019-05-15 10:36:58;104;39;20;8;4;4;5;3;4;0;3
2019-05-15 10:37:59;106;39;20;8;5;4;5;3;4;0;3
2019-05-15 10:38:59;106;39;20;8;5;4;5;3;4;0;3
2019-05-15 10:39:58;106;39;20;8;5;4;5;3;4;0;3
2019-05-15 10:40:59;106;39;20;8;5;4;5;3;4;0;3
2019-05-15 10:41:59;106;39;20;8;5;4;5;3;4;0;3
2019-05-15 10:42:58;109;40;21;8;5;4;6;3;4;0;3
2019-05-15 10:43:59;110;41;21;8;5;4;6;3;4;0;3
2019-05-15 10:44:58;110;41;21;8;5;4;6;3;4;0;3
2019-05-15 10:45:59;112;42;22;8;5;4;6;3;4;0;3
2019-05-15 10:46:59;112;42;22;8;5;4;6;3;4;0;3
2019-05-15 10:47:59;112;42;22;8;5;4;6;3;4;0;3
2019-05-15 10:48:58;112;42;22;8;5;4;6;3;4;0;3
2019-05-15 10:49:59;113;43;22;8;5;4;6;3;4;0;3
2019-05-15 10:50:58;115;44;22;8;5;4;6;3;4;0;3
2019-05-15 10:51:59;117;45;23;8;5;4;6;3;4;0;3
2019-05-15 10:52:59;117;45;23;8;5;4;6;3;4;0;3
2019-05-15 10:53:58;117;45;23;8;5;4;6;3;4;0;3
2019-05-15 10:54:59;117;45;23;8;5;4;6;3;4;0;3
2019-05-15 10:55:58;117;45;23;8;5;4;6;3;4;0;3
2019-05-15 10:56:59;118;47;22;8;5;4;6;3;4;0;3
2019-05-15 10:58:00;119;48;22;8;5;4;6;3;4;0;3
2019-05-15 10:58:58;119;48;22;8;5;4;6;3;4;0;3
2019-05-15 10:59:59;119;48;22;8;5;4;6;3;4;0;3
2019-05-15 11:00:58;119;48;22;8;5;4;6;3;4;0;3
2019-05-15 11:01:59;119;48;22;8;5;4;6;3;4;0;3
2019-05-15 11:02:58;119;48;22;8;5;4;6;3;4;0;3
2019-05-15 11:03:59;119;48;22;8;5;4;6;3;4;0;3
2019-05-15 11:04:59;120;49;22;8;5;4;6;3;4;0;3
2019-05-15 11:05:58;120;49;22;8;5;4;6;3;4;0;3
2019-05-15 11:06:59;120;49;22;8;5;4;6;3;4;0;3
2019-05-15 11:07:59;120;49;22;8;5;4;6;3;4;0;3
2019-05-15 11:08:58;120;49;22;8;5;4;6;3;4;0;3
2019-05-15 11:09:59;120;49;22;8;5;4;6;3;4;0;3
2019-05-15 11:10:59;122;51;22;8;5;4;6;3;4;0;3
2019-05-15 11:11:58;123;52;22;8;5;4;6;3;4;0;3
2019-05-15 11:12:59;123;52;22;8;5;4;6;3;4;0;3
2019-05-15 11:13:59;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:14:58;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:15:59;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:16:59;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:17:58;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:18:59;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:19:58;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:20:59;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:21:59;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:22:59;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:23:58;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:24:59;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:25:58;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:26:59;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:27:59;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:28:58;124;52;22;9;5;4;6;3;4;0;3
2019-05-15 11:29:59;125;53;22;9;5;4;6;3;4;0;3
2019-05-15 11:30:59;125;53;22;9;5;4;6;3;4;0;3
2019-05-15 11:31:58;125;53;22;9;5;4;6;3;4;0;3
2019-05-15 11:32:59;127;55;22;9;5;4;6;3;4;0;3
2019-05-15 11:33:59;127;55;22;9;5;4;6;3;4;0;3
2019-05-15 11:34:58;127;55;22;9;5;4;6;3;4;0;3
2019-05-15 11:35:59;127;55;22;9;5;4;6;3;4;0;3
2019-05-15 11:36:59;127;55;22;9;5;4;6;3;4;0;3
2019-05-15 11:37:59;128;55;22;10;5;4;6;3;4;0;3
2019-05-15 11:38:58;128;55;22;10;5;4;6;3;4;0;3
2019-05-15 11:39:59;128;56;21;10;5;4;6;3;4;0;3
2019-05-15 11:40:58;128;56;21;10;5;4;6;3;4;0;3
2019-05-15 11:41:59;128;56;21;10;5;4;6;3;4;0;3
2019-05-15 11:42:59;129;57;21;10;5;4;6;3;4;0;3
2019-05-15 11:43:58;130;57;21;10;5;4;6;3;4;0;3
2019-05-15 11:44:59;130;57;21;10;5;4;6;3;4;0;3
2019-05-15 11:45:59;130;57;21;10;5;4;6;3;4;0;3
2019-05-15 11:46:58;130;57;21;10;5;4;6;3;4;0;3
2019-05-15 11:47:59;130;57;21;10;5;4;6;3;4;0;3
2019-05-15 11:49:00;130;57;21;10;5;4;6;3;4;0;3
2019-05-15 11:49:58;130;58;21;10;5;4;6;3;4;1;3
2019-05-15 11:50:59;130;58;21;10;5;4;6;3;4;1;3
2019-05-15 11:51:58;130;58;21;10;5;4;6;3;4;1;3
2019-05-15 11:52:59;130;58;21;10;5;4;6;3;4;1;3
2019-05-15 11:53:59;130;58;21;10;5;4;6;3;4;1;3
2019-05-15 11:55:00;131;58;21;10;5;4;6;3;4;1;3
2019-05-15 11:55:58;132;58;21;11;5;4;6;3;4;1;3
2019-05-15 11:56:59;133;59;21;11;5;4;6;3;4;1;3
2019-05-15 11:57:58;133;59;21;11;5;4;6;3;4;1;3
2019-05-15 11:58:59;133;59;21;11;5;4;6;3;4;1;3
2019-05-15 11:59:59;133;59;21;11;5;4;6;3;4;1;3
2019-05-15 12:00:58;133;59;21;11;5;4;6;3;4;1;3
2019-05-15 12:01:59;133;59;21;11;5;4;6;3;4;1;3
2019-05-15 12:02:59;133;59;21;11;5;4;6;3;4;1;3
2019-05-15 12:03:58;133;59;21;11;5;4;6;3;4;1;3
2019-05-15 12:04:59;133;60;21;10;5;4;6;3;4;1;3
2019-05-15 12:05:59;133;60;21;10;5;4;6;3;4;1;3
2019-05-15 12:06:58;133;60;21;10;5;4;6;3;4;1;3
2019-05-15 12:07:59;133;60;21;10;5;4;6;3;4;1;3
2019-05-15 12:08:59;133;60;21;10;5;4;6;3;4;1;3
2019-05-15 12:09:58;133;60;21;10;5;4;6;3;4;1;3
2019-05-15 12:10:59;134;61;21;10;5;4;6;3;4;1;3
2019-05-15 12:11:58;135;62;21;10;5;4;6;3;4;1;3
2019-05-15 12:12:59;136;63;21;10;5;4;6;3;4;1;3
2019-05-15 12:13:59;136;63;21;10;5;4;6;3;4;1;3
2019-05-15 12:14:58;136;63;21;10;5;4;6;3;4;1;3
2019-05-15 12:15:59;137;63;21;10;6;4;6;3;4;1;3
2019-05-15 12:16:59;137;63;21;10;6;4;6;3;4;1;3
2019-05-15 12:17:58;137;63;21;10;6;4;6;3;4;1;3
2019-05-15 12:18:59;137;63;21;10;6;4;6;3;4;1;3
2019-05-15 12:19:58;137;63;21;10;6;4;6;3;4;1;3
2019-05-15 12:20:59;137;63;21;10;6;4;6;3;4;1;3
2019-05-15 12:21:59;137;63;21;10;6;4;6;3;4;1;3
2019-05-15 12:22:58;137;63;21;10;6;4;6;3;4;1;3
2019-05-15 12:23:59;137;63;21;10;6;4;6;3;4;1;3
2019-05-15 12:24:58;137;63;21;10;6;4;6;3;4;1;3
2019-05-15 12:25:59;138;63;21;10;6;4;6;3;4;1;3
2019-05-15 12:26:58;139;63;21;11;6;4;6;3;4;1;3
2019-05-15 12:27:59;139;63;21;11;6;4;6;3;4;1;3
2019-05-15 12:28:58;139;63;21;11;6;4;6;3;4;1;3
2019-05-15 12:29:59;139;63;21;11;6;4;6;3;4;1;3
2019-05-15 12:30:59;139;63;21;11;6;4;6;3;4;1;3
2019-05-15 12:31:58;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:32:59;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:33:59;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:34:58;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:35:59;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:36:58;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:37:59;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:38:59;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:39:58;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:40:59;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:41:58;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:42:59;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:43:58;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:44:59;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:45:59;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:46:58;140;64;21;11;6;4;6;3;4;1;3
2019-05-15 12:47:59;142;65;21;11;7;4;6;3;4;1;3
2019-05-15 12:48:59;143;66;21;11;7;4;6;3;4;1;3
2019-05-15 12:49:58;143;66;21;11;7;4;6;3;4;1;3
2019-05-15 12:50:59;143;66;21;11;7;4;6;3;4;1;3
2019-05-15 12:51:59;143;66;21;11;7;4;6;3;4;1;3
2019-05-15 12:52:58;143;66;21;11;7;4;6;3;4;1;3
2019-05-15 12:53:59;143;66;21;11;7;4;6;3;4;1;3
2019-05-15 12:54:58;143;66;21;11;7;4;6;3;4;1;3
2019-05-15 12:55:59;142;66;21;10;7;4;6;3;4;1;3
2019-05-15 12:56:58;142;66;21;10;7;4;6;3;4;1;3
2019-05-15 12:57:59;142;66;21;10;7;4;6;3;4;1;3
2019-05-15 12:58:59;142;66;21;10;7;4;6;3;4;1;3
2019-05-15 12:59:58;142;66;21;10;7;4;6;3;4;1;3
2019-05-15 13:00:59;142;66;21;10;7;4;6;3;4;1;3
2019-05-15 13:01:58;143;66;21;11;7;4;6;3;4;1;3
2019-05-15 13:02:59;143;66;21;11;7;4;6;3;4;1;3
2019-05-15 13:03:59;143;66;21;11;7;4;6;3;4;1;3
