datetime;total_votes;Lazarus;tutabrain;cmapukocmankypum;shamanka;navalny;KT;Hexadecachoron;KOCTOPE3;jovan;Lucifus
2020-04-15 13:41:59;235;65;79;33;8;5;13;7;5;2;3
2020-04-15 13:42:59;236;66;79;33;8;5;13;7;5;2;3
2020-04-15 13:43:58;238;66;80;33;8;5;13;7;6;2;3
2020-04-15 13:44:59;239;67;80;33;8;5;13;7;6;2;3
2020-04-15 13:45:59;239;67;80;33;8;5;13;7;6;2;3
2020-04-15 13:46:58;239;67;80;33;8;5;13;7;6;2;3
2020-04-15 13:47:59;239;67;80;33;8;5;13;7;6;2;3
2020-04-15 13:48:59;239;67;80;33;8;5;13;7;6;2;3
2020-04-15 13:49:58;239;67;80;33;8;5;13;7;6;2;3
2020-04-15 13:50:59;239;67;80;33;8;5;13;7;6;2;3
2020-04-15 13:51:59;239;67;80;33;8;5;13;7;6;2;3
2020-04-15 13:52:58;239;67;80;33;8;5;13;7;6;2;3
2020-04-15 13:53:59;240;67;80;33;8;5;13;7;6;2;3
2020-04-15 13:54:59;241;67;81;33;8;5;13;7;6;2;3
2020-04-15 13:55:58;242;67;82;33;8;5;13;7;6;2;3
2020-04-15 13:56:59;243;67;83;33;8;5;13;7;6;2;3
2020-04-15 13:57:59;243;67;83;33;8;5;13;7;6;2;3
2020-04-15 13:58:58;243;67;83;33;8;5;13;7;6;2;3
2020-04-15 13:59:59;243;67;83;33;8;5;13;7;6;2;3
2020-04-15 14:00:59;243;67;83;33;8;5;13;7;6;2;3
2020-04-15 14:01:58;243;67;83;33;8;5;13;7;6;2;3
2020-04-15 14:02:59;243;67;83;33;8;5;13;7;6;2;3
2020-04-15 14:03:59;243;67;83;33;8;5;13;7;6;2;3
2020-04-15 14:04:58;243;67;83;33;8;5;13;7;6;2;3
2020-04-15 14:05:59;243;67;83;33;8;5;13;7;6;2;3
2020-04-15 14:06:59;244;67;84;33;8;5;13;7;6;2;3
2020-04-15 14:07:58;244;67;84;33;8;5;13;7;6;2;3
2020-04-15 14:08:59;244;67;84;33;8;5;13;7;6;2;3
2020-04-15 14:09:59;245;67;85;33;8;5;13;7;6;2;3
2020-04-15 14:10:58;248;68;87;33;8;5;13;7;6;2;3
2020-04-15 14:11:59;248;68;87;33;8;5;13;7;6;2;3
2020-04-15 14:12:59;248;68;87;33;8;5;13;7;6;2;3
2020-04-15 14:13:59;248;68;87;33;8;5;13;7;6;2;3
2020-04-15 14:14:58;249;69;87;33;8;5;13;7;6;2;3
2020-04-15 14:15:59;249;69;87;33;8;5;13;7;6;2;3
2020-04-15 14:16:59;249;69;87;33;8;5;13;7;6;2;3
2020-04-15 14:17:58;249;69;87;33;8;5;13;7;6;2;3
2020-04-15 14:18:59;249;69;87;33;8;5;13;7;6;2;3
2020-04-15 14:19:59;249;69;87;33;8;5;13;7;6;2;3
2020-04-15 14:20:58;249;69;87;33;8;5;13;7;6;2;3
2020-04-15 14:21:59;250;69;87;34;8;5;13;7;6;2;3
2020-04-15 14:22:59;250;69;87;34;8;5;13;7;6;2;3
2020-04-15 14:23:58;251;70;87;34;8;5;13;7;6;2;3
2020-04-15 14:24:59;251;70;87;34;8;5;13;7;6;2;3
2020-04-15 14:25:59;252;71;87;34;8;5;13;7;6;2;3
2020-04-15 14:26:58;253;72;87;34;8;5;13;7;6;2;3
2020-04-15 14:27:59;253;72;87;34;8;5;13;7;6;2;3
2020-04-15 14:28:58;253;73;86;34;8;5;13;7;6;2;3
2020-04-15 14:29:59;253;73;86;34;8;5;13;7;6;2;3
2020-04-15 14:30:59;253;73;86;34;8;5;13;7;6;2;3
2020-04-15 14:32:00;253;73;86;34;8;5;13;7;6;2;3
2020-04-15 14:32:58;254;73;87;34;8;5;13;7;6;2;3
2020-04-15 14:33:59;254;73;87;34;8;5;13;7;6;2;3
2020-04-15 14:34:59;254;73;87;34;8;5;13;7;6;2;3
2020-04-15 14:35:58;254;73;87;34;8;5;13;7;6;2;3
2020-04-15 14:36:59;255;75;86;34;8;5;13;7;6;2;3
2020-04-15 14:37:59;257;75;88;34;8;5;13;7;6;2;3
2020-04-15 14:38:58;257;75;88;34;8;5;13;7;6;2;3
2020-04-15 14:39:59;257;75;88;34;8;5;13;7;6;2;3
2020-04-15 14:40:59;257;75;88;34;8;5;13;7;6;2;3
2020-04-15 14:41:58;257;75;88;34;8;5;13;7;6;2;3
2020-04-15 14:42:59;257;75;88;34;8;5;13;7;6;2;3
2020-04-15 14:43:59;257;75;88;34;8;5;13;7;6;2;3
2020-04-15 14:44:58;258;76;88;34;8;5;13;7;6;2;3
2020-04-15 14:45:59;258;76;88;34;8;5;13;7;6;2;3
2020-04-15 14:46:59;258;76;88;34;8;5;13;7;6;2;3
2020-04-15 14:47:58;258;76;88;34;8;5;13;7;6;2;3
2020-04-15 14:48:59;259;77;88;34;8;5;13;7;6;2;3
2020-04-15 14:49:59;259;77;88;34;8;5;13;7;6;2;3
2020-04-15 14:50:59;261;78;88;34;8;6;13;7;6;2;3
2020-04-15 14:51:58;262;79;88;34;8;6;13;7;6;2;3
2020-04-15 14:52:59;262;79;88;34;8;6;13;7;6;2;3
2020-04-15 14:53:59;262;79;88;34;8;6;13;7;6;2;3
2020-04-15 14:54:58;262;79;88;34;8;6;13;7;6;2;3
2020-04-15 14:55:59;262;79;88;34;8;6;13;7;6;2;3
2020-04-15 14:56:59;262;79;88;34;8;6;13;7;6;2;3
2020-04-15 14:57:58;264;80;89;34;8;6;13;7;6;2;3
2020-04-15 14:58:59;266;82;89;34;8;6;13;7;6;2;3
2020-04-15 14:59:59;266;82;89;34;8;6;13;7;6;2;3
2020-04-15 15:00:58;266;83;89;33;8;6;13;7;6;2;3
2020-04-15 15:01:59;268;84;89;33;8;6;14;7;6;2;3
2020-04-15 15:02:59;268;84;88;34;8;6;14;7;6;2;3
2020-04-15 15:03:58;270;84;90;34;8;6;14;7;6;2;3
2020-04-15 15:04:59;270;84;90;34;8;6;14;7;6;2;3
2020-04-15 15:05:59;270;84;90;34;8;6;14;7;6;2;3
2020-04-15 15:06:58;271;85;89;34;8;7;14;7;6;2;3
2020-04-15 15:07:59;272;86;89;34;8;7;14;7;6;2;3
2020-04-15 15:08:59;272;86;89;34;8;7;14;7;6;2;3
2020-04-15 15:09:58;273;87;89;34;8;7;14;7;6;2;3
2020-04-15 15:10:59;275;89;89;34;8;7;14;7;6;2;3
2020-04-15 15:11:59;275;89;89;34;8;7;14;7;6;2;3
2020-04-15 15:12:58;276;89;90;34;8;7;14;7;6;2;3
2020-04-15 15:13:59;278;89;91;34;9;7;14;7;6;2;3
2020-04-15 15:14:59;279;90;91;34;9;7;14;7;6;2;3
2020-04-15 15:15:58;281;92;91;34;9;7;14;7;6;2;3
2020-04-15 15:16:59;283;92;93;34;9;7;14;7;6;2;3
2020-04-15 15:17:59;283;92;93;34;9;7;14;7;6;2;3
2020-04-15 15:18:58;284;93;93;34;9;7;14;7;6;2;3
2020-04-15 15:19:59;284;93;93;34;9;7;14;7;6;2;3
2020-04-15 15:20:58;284;93;93;34;9;7;14;7;6;2;3
2020-04-15 15:21:59;285;93;94;34;9;7;14;7;6;2;3
2020-04-15 15:22:59;287;93;96;34;9;7;14;7;6;2;3
2020-04-15 15:23:58;287;93;96;34;9;7;14;7;6;2;3
2020-04-15 15:24:59;287;93;96;34;9;7;14;7;6;2;3
2020-04-15 15:25:59;288;94;96;34;9;7;14;7;6;2;3
2020-04-15 15:26:59;288;94;96;34;9;7;14;7;6;2;3
2020-04-15 15:27:58;288;94;96;34;9;7;14;7;6;2;3
2020-04-15 15:28:59;288;94;95;35;9;7;14;7;6;2;3
2020-04-15 15:29:59;288;93;95;36;9;7;14;7;6;2;3
2020-04-15 15:30:58;288;93;95;36;9;7;14;7;6;2;3
2020-04-15 15:31:59;290;94;96;36;9;7;14;7;6;2;3
2020-04-15 15:32:58;291;95;96;36;9;7;14;7;6;2;3
2020-04-15 15:33:59;291;96;96;35;9;7;14;7;6;2;3
2020-04-15 15:34:59;292;97;96;35;9;7;14;7;6;2;3
2020-04-15 15:35:58;292;97;96;35;9;7;14;7;6;2;3
2020-04-15 15:36:59;294;98;97;35;9;7;14;7;6;2;3
2020-04-15 15:37:59;294;98;97;35;9;7;14;7;6;2;3
2020-04-15 15:38:58;294;98;97;35;9;7;14;7;6;2;3
2020-04-15 15:39:59;294;98;97;35;9;7;14;7;6;2;3
2020-04-15 15:40:59;294;98;97;35;9;7;14;7;6;2;3
2020-04-15 15:41:58;295;98;97;35;9;7;14;7;6;2;3
2020-04-15 15:42:59;296;99;97;35;9;7;14;7;6;2;3
2020-04-15 15:43:58;296;99;97;35;9;7;14;7;6;2;3
2020-04-15 15:44:59;296;99;97;35;9;7;14;7;6;2;3
2020-04-15 15:45:59;297;100;97;35;9;7;14;7;6;2;3
2020-04-15 15:46:58;297;100;97;35;9;7;14;7;6;2;3
2020-04-15 15:47:59;297;101;97;35;9;7;13;7;6;2;3
2020-04-15 15:48:59;297;101;97;35;9;7;13;7;6;2;3
2020-04-15 15:49:58;297;101;97;35;9;7;13;7;6;2;3
2020-04-15 15:50:59;297;101;97;35;9;7;13;7;6;2;3
2020-04-15 15:51:58;297;102;96;35;9;7;13;7;6;2;3
2020-04-15 15:52:59;297;102;96;35;9;7;13;7;6;2;3
2020-04-15 15:53:59;297;102;96;35;9;7;13;7;6;2;3
2020-04-15 15:54:58;297;102;96;35;9;7;13;7;6;2;3
2020-04-15 15:55:59;298;103;96;35;9;7;13;7;6;2;3
2020-04-15 15:56:58;300;103;98;35;9;7;13;7;6;2;3
2020-04-15 15:57:59;301;104;98;35;9;7;13;7;6;2;3
2020-04-15 15:58:59;301;104;98;35;9;7;13;7;6;2;3
2020-04-15 15:59:58;301;104;98;35;9;7;13;7;6;2;3
2020-04-15 16:00:59;302;105;98;35;9;7;13;7;6;2;3
2020-04-15 16:01:59;304;107;98;35;9;7;13;7;6;2;3
2020-04-15 16:02:58;304;107;98;35;9;7;13;7;6;2;3
2020-04-15 16:03:59;305;107;99;35;9;7;13;7;6;2;3
2020-04-15 16:04:59;305;107;99;35;9;7;13;7;6;2;3
2020-04-15 16:05:58;306;107;99;35;9;7;13;7;7;2;3
2020-04-15 16:06:59;306;107;99;35;9;7;13;7;7;2;3
2020-04-15 16:07:59;307;108;99;35;9;7;13;7;7;2;3
2020-04-15 16:08:59;310;111;99;35;9;7;13;7;7;2;3
2020-04-15 16:09:58;311;112;99;35;9;7;13;7;7;2;3
2020-04-15 16:10:59;311;112;99;35;9;7;13;7;7;2;3
2020-04-15 16:11:59;312;113;99;35;9;7;13;7;7;2;3
2020-04-15 16:12:58;312;114;99;35;9;7;12;7;7;2;3
2020-04-15 16:13:59;312;114;99;35;9;7;12;7;7;2;3
2020-04-15 16:14:59;313;114;99;35;10;7;12;7;7;2;3
2020-04-15 16:15:59;313;114;99;35;10;7;12;7;7;2;3
2020-04-15 16:16:59;313;114;99;35;10;7;12;7;7;2;3
2020-04-15 16:17:59;313;114;99;35;10;7;12;7;7;2;3
2020-04-15 16:18:58;314;115;99;35;10;7;12;7;7;2;3
2020-04-15 16:19:59;314;115;99;35;10;7;12;7;7;2;3
2020-04-15 16:20:59;315;115;100;35;10;7;12;7;7;2;3
2020-04-15 16:21:58;317;117;100;35;10;7;12;7;7;2;3
2020-04-15 16:22:59;318;117;101;35;10;7;12;7;7;2;3
2020-04-15 16:23:59;318;117;101;35;10;7;12;7;7;2;3
2020-04-15 16:24:58;318;117;101;35;10;7;12;7;7;2;3
2020-04-15 16:25:59;318;117;101;35;10;7;12;7;7;2;3
2020-04-15 16:26:58;318;117;101;35;10;7;12;7;7;2;3
2020-04-15 16:27:59;318;117;101;35;10;7;12;7;7;2;3
2020-04-15 16:28:59;318;117;101;35;10;7;12;7;7;2;3
2020-04-15 16:29:59;319;118;101;35;10;7;12;7;7;2;3
2020-04-15 16:30:58;321;118;103;35;10;7;12;7;7;2;3
2020-04-15 16:31:59;322;118;103;35;10;7;12;8;7;2;3
2020-04-15 16:32:59;323;118;104;35;10;7;12;8;7;2;3
2020-04-15 16:33:58;325;119;105;35;10;7;12;8;7;2;3
2020-04-15 16:34:59;325;119;105;35;10;7;12;8;7;2;3
2020-04-15 16:35:59;325;119;105;35;10;7;12;8;7;2;3
2020-04-15 16:36:58;325;119;105;35;10;7;12;8;7;2;3
2020-04-15 16:37:59;326;119;106;35;10;7;12;8;7;2;3
2020-04-15 16:38:59;327;119;107;35;10;7;12;8;7;2;3
2020-04-15 16:39:59;327;119;107;34;10;7;12;8;7;0;3
2020-04-15 16:40:58;328;120;107;34;10;7;12;8;7;0;3
2020-04-15 16:41:59;328;120;107;34;10;7;12;8;7;0;3
2020-04-15 16:42:59;328;120;107;34;10;7;12;8;7;0;3
2020-04-15 16:43:58;329;120;108;34;10;7;12;8;7;0;3
2020-04-15 16:44:59;329;120;108;34;10;7;12;8;7;0;3
2020-04-15 16:45:59;329;120;108;34;10;7;12;8;7;0;3
2020-04-15 16:46:58;330;120;109;34;10;7;12;8;7;0;3
2020-04-15 16:47:59;330;120;109;34;10;7;12;8;7;0;3
2020-04-15 16:48:59;330;120;109;34;10;7;12;8;7;0;3
2020-04-15 16:49:58;330;120;109;34;10;7;12;8;7;0;3
2020-04-15 16:50:59;330;120;109;34;10;7;12;8;7;0;3
2020-04-15 16:51:59;331;121;109;34;10;7;12;8;7;0;3
2020-04-15 16:52:58;331;121;109;34;10;7;12;8;7;0;3
2020-04-15 16:53:59;331;122;108;34;10;7;12;8;7;0;3
2020-04-15 16:54:59;331;122;108;34;10;7;12;8;7;0;3
2020-04-15 16:55:58;332;122;109;34;10;7;12;8;7;0;3
2020-04-15 16:56:59;333;123;109;34;10;7;12;8;7;0;3
2020-04-15 16:57:59;333;123;109;34;10;7;12;8;7;0;3
2020-04-15 16:58:58;333;123;109;34;10;7;12;8;7;0;3
2020-04-15 16:59:59;333;123;109;34;10;7;12;8;7;0;3
2020-04-15 17:00:59;334;123;110;34;10;7;12;8;7;0;3
2020-04-15 17:01:58;334;123;110;34;10;7;12;8;7;0;3
2020-04-15 17:02:59;334;123;110;34;10;7;12;8;7;0;3
2020-04-15 17:03:59;335;124;110;34;10;7;12;8;7;0;3
2020-04-15 17:04:58;336;124;110;34;11;7;12;8;7;0;3
2020-04-15 17:05:59;337;124;110;34;11;7;12;9;7;0;3
2020-04-15 17:06:58;337;124;110;34;11;7;12;9;7;0;3
2020-04-15 17:07:59;337;124;110;34;11;7;12;9;7;0;3
2020-04-15 17:08:59;337;124;110;34;11;7;12;9;7;0;3
2020-04-15 17:10:00;339;125;110;34;11;7;12;9;8;0;3
2020-04-15 17:10:58;339;125;110;34;11;7;12;9;8;0;3
2020-04-15 17:11:59;340;126;110;34;11;7;12;9;8;0;3
2020-04-15 17:12:58;340;126;110;34;11;7;12;9;8;0;3
2020-04-15 17:13:59;340;126;110;34;11;7;12;9;8;0;3
2020-04-15 17:14:58;340;126;110;34;11;7;12;9;8;0;3
2020-04-15 17:15:59;340;126;110;34;11;7;12;9;8;0;3
2020-04-15 17:16:58;340;126;110;34;11;7;12;9;8;0;3
2020-04-15 17:17:59;340;126;110;34;11;7;12;9;8;0;3
2020-04-15 17:18:59;340;126;110;34;11;7;12;9;8;0;3
2020-04-15 17:19:58;340;126;110;34;11;7;12;9;8;0;3
2020-04-15 17:20:59;341;127;110;34;11;7;12;9;8;0;3
2020-04-15 17:21:59;341;127;110;34;11;7;12;9;8;0;3
2020-04-15 17:22:58;341;127;110;34;11;7;12;9;8;0;3
2020-04-15 17:23:59;342;127;110;34;11;7;12;9;8;0;3
2020-04-15 17:24:59;343;127;110;34;11;7;12;9;8;0;3
2020-04-15 17:25:59;344;127;111;34;11;7;12;9;8;0;3
2020-04-15 17:26:59;344;127;111;34;11;7;12;9;8;0;3
2020-04-15 17:27:58;345;127;112;34;11;7;12;9;8;0;3
2020-04-15 17:28:59;345;127;112;34;11;7;12;9;8;0;3
2020-04-15 17:29:59;346;127;113;34;11;7;12;9;8;0;3
2020-04-15 17:30:58;346;127;113;34;11;7;12;9;8;0;3
2020-04-15 17:31:59;347;128;113;34;11;7;11;9;8;0;3
2020-04-15 17:32:59;347;128;113;34;11;7;11;9;8;0;3
2020-04-15 17:33:58;347;128;113;34;11;7;11;9;8;0;3
2020-04-15 17:34:59;347;128;113;34;11;7;11;9;8;0;3
2020-04-15 17:35:59;347;128;113;34;11;7;11;9;8;0;3
2020-04-15 17:36:59;347;128;113;34;11;7;11;9;8;0;3
2020-04-15 17:37:58;347;128;113;34;11;7;11;9;8;0;3
2020-04-15 17:38:59;347;128;113;34;11;7;11;9;8;0;3
2020-04-15 17:39:59;347;128;113;34;11;7;11;9;8;0;3
2020-04-15 17:40:58;348;129;113;34;11;7;11;9;8;0;3
2020-04-15 17:41:59;348;129;113;34;11;7;11;9;8;0;3
2020-04-15 17:42:59;348;129;113;34;11;7;11;9;8;0;3
2020-04-15 17:43:59;348;129;113;34;11;7;11;9;8;0;3
2020-04-15 17:44:58;348;129;113;34;11;7;11;9;8;0;3
2020-04-15 17:45:59;348;129;113;34;11;7;11;9;8;0;3
2020-04-15 17:46:59;350;129;115;34;11;7;11;9;8;0;3
2020-04-15 17:47:58;350;129;115;34;11;7;11;9;8;0;3
2020-04-15 17:48:59;350;129;115;34;11;7;11;9;8;0;3
2020-04-15 17:50:00;350;129;115;34;11;7;11;9;8;0;3
2020-04-15 17:50:58;351;129;116;34;11;7;11;9;8;0;3
2020-04-15 17:51:59;352;130;116;34;11;7;11;9;8;0;3
2020-04-15 17:52:58;352;130;116;34;11;7;11;9;8;0;3
2020-04-15 17:53:59;353;131;116;34;11;7;11;9;8;0;3
2020-04-15 17:54:59;353;131;116;34;11;7;11;9;8;0;3
2020-04-15 17:55:58;353;131;116;34;11;7;11;9;8;0;3
2020-04-15 17:56:59;353;131;116;34;11;7;11;9;8;0;3
2020-04-15 17:57:58;353;131;116;34;11;7;11;9;8;0;3
2020-04-15 17:58:59;353;131;116;34;11;7;11;9;8;0;3
2020-04-15 17:59:59;353;131;116;34;11;7;11;9;8;0;3
2020-04-15 18:00:58;355;132;116;34;11;7;11;9;8;0;3
2020-04-15 18:01:59;355;132;116;34;11;7;11;9;8;0;3
2020-04-15 18:02:59;355;132;116;34;11;7;11;9;8;0;3
2020-04-15 18:03:58;355;132;116;34;11;7;11;9;8;0;3
2020-04-15 18:04:59;357;132;117;34;11;7;11;9;8;0;3
2020-04-15 18:05:58;357;133;116;34;11;7;11;9;8;0;3
2020-04-15 18:06:59;357;134;115;34;11;7;11;9;8;0;3
2020-04-15 18:07:59;358;134;115;34;11;8;11;9;8;0;3
2020-04-15 18:08:58;359;135;115;34;11;8;11;9;8;0;3
2020-04-15 18:09:59;359;135;115;34;11;8;11;9;8;0;3
2020-04-15 18:10:58;360;135;115;34;12;8;11;9;8;0;3
2020-04-15 18:11:59;360;135;115;34;12;8;11;9;8;0;3
2020-04-15 18:12:59;360;135;115;34;12;8;11;9;8;0;3
2020-04-15 18:13:58;360;135;115;34;12;8;11;9;8;0;3
2020-04-15 18:14:59;360;135;115;34;12;8;11;9;8;0;3
2020-04-15 18:15:59;360;135;115;34;12;8;11;9;8;0;3
2020-04-15 18:16:59;360;136;114;34;12;8;11;9;8;0;3
2020-04-15 18:17:58;361;136;115;34;12;8;11;9;8;0;3
2020-04-15 18:18:59;361;136;115;34;12;8;11;9;8;0;3
2020-04-15 18:19:59;361;136;115;34;12;8;11;9;8;0;3
2020-04-15 18:20:58;361;136;115;34;12;8;11;9;8;0;3
2020-04-15 18:21:59;361;136;115;34;12;8;11;9;8;0;3
2020-04-15 18:22:59;361;136;115;34;12;8;11;9;8;0;3
2020-04-15 18:23:58;361;136;115;34;12;8;11;9;8;0;3
2020-04-15 18:24:59;361;136;115;34;12;8;11;9;8;0;3
2020-04-15 18:25:59;361;136;115;34;12;8;11;9;8;0;3
2020-04-15 18:26:58;361;136;115;34;12;8;11;9;8;0;3
2020-04-15 18:27:59;361;136;115;34;12;8;11;9;8;0;3
2020-04-15 18:28:59;361;136;115;34;12;8;11;9;8;0;3
2020-04-15 18:29:58;361;136;115;34;12;8;11;9;8;0;3
2020-04-15 18:30:59;361;136;115;34;12;8;11;9;8;0;3
2020-04-15 18:31:59;361;136;115;34;12;8;11;9;8;0;3
2020-04-15 18:33:00;361;137;114;34;12;8;11;9;8;0;3
2020-04-15 18:33:58;361;137;114;34;12;8;11;9;8;0;3
2020-04-15 18:34:59;361;137;114;34;12;8;11;9;8;0;3
2020-04-15 18:36:00;362;137;115;34;12;8;11;9;8;0;3
2020-04-15 18:36:58;362;137;115;34;12;8;11;9;8;0;3
2020-04-15 18:37:59;362;137;115;34;12;8;11;9;8;0;3
2020-04-15 18:38:59;362;137;115;34;12;8;11;9;8;0;3
2020-04-15 18:39:58;362;137;115;34;12;8;11;9;8;0;3
2020-04-15 18:40:59;363;137;116;34;12;8;11;9;8;0;3
2020-04-15 18:41:59;364;137;117;34;12;8;11;9;8;0;3
2020-04-15 18:42:58;365;137;117;34;13;8;11;9;8;0;3
2020-04-15 18:43:59;365;137;117;34;13;8;11;9;8;0;3
2020-04-15 18:44:58;366;137;117;34;13;8;11;10;8;0;3
2020-04-15 18:45:59;366;137;117;34;13;8;11;10;8;0;3
2020-04-15 18:46:59;367;138;117;34;13;8;11;10;8;0;3
2020-04-15 18:47:58;367;138;117;34;13;8;11;10;8;0;3
2020-04-15 18:48:59;367;138;117;34;13;8;11;10;8;0;3
2020-04-15 18:49:58;367;138;117;34;13;8;11;10;8;0;3
2020-04-15 18:50:59;367;138;117;34;13;8;11;10;8;0;3
2020-04-15 18:51:58;367;138;117;34;13;8;11;10;8;0;3
2020-04-15 18:52:59;367;138;117;34;13;8;11;10;8;0;3
2020-04-15 18:53:59;367;138;117;34;13;8;11;10;8;0;3
2020-04-15 18:54:58;368;138;117;34;13;8;11;11;8;0;3
2020-04-15 18:55:59;368;139;116;34;13;8;11;11;8;0;3
2020-04-15 18:56:59;368;139;116;34;13;8;11;11;8;0;3
2020-04-15 18:57:58;368;139;116;34;13;8;11;11;8;0;3
2020-04-15 18:58:59;369;139;117;34;13;8;11;11;8;0;3
2020-04-15 18:59:59;369;139;117;34;13;8;11;11;8;0;3
2020-04-15 19:00:58;369;139;117;34;13;8;11;11;8;0;3
2020-04-15 19:01:59;369;139;117;34;13;8;11;11;8;0;3
2020-04-15 19:02:59;370;139;118;34;13;8;11;11;8;0;3
2020-04-15 19:03:59;372;139;120;34;13;8;11;11;8;0;3
2020-04-15 19:04:58;372;139;120;34;13;8;11;11;8;0;3
2020-04-15 19:05:59;372;139;120;34;13;8;11;11;8;0;3
2020-04-15 19:06:59;372;139;120;34;13;8;11;11;8;0;3
2020-04-15 19:07:58;373;140;120;34;13;8;11;11;8;0;3
2020-04-15 19:08:59;373;140;120;34;13;8;11;11;8;0;3
2020-04-15 19:09:59;374;141;120;34;13;8;11;11;8;0;3
2020-04-15 19:10:58;374;141;120;34;13;8;11;11;8;0;3
2020-04-15 19:11:59;374;141;120;34;13;8;11;11;8;0;3
2020-04-15 19:12:59;374;141;120;34;13;8;11;11;8;0;3
2020-04-15 19:13:58;374;141;120;34;13;8;11;11;8;0;3
2020-04-15 19:14:59;374;141;120;34;13;8;11;11;8;0;3
2020-04-15 19:15:59;374;141;120;34;13;8;11;11;8;0;3
2020-04-15 19:17:00;374;141;120;34;13;8;11;11;8;0;3
2020-04-15 19:17:58;375;141;120;34;14;8;11;11;8;0;3
2020-04-15 19:18:59;375;141;120;34;14;8;11;11;8;0;3
2020-04-15 19:19:58;376;142;120;34;14;8;11;11;8;0;3
2020-04-15 19:20:59;376;142;120;34;14;8;11;11;8;0;3
2020-04-15 19:21:59;376;142;120;34;14;8;11;11;8;0;3
2020-04-15 19:22:58;377;142;120;34;14;8;12;11;8;0;3
2020-04-15 19:23:59;377;142;120;34;14;8;12;11;8;0;3
2020-04-15 19:24:58;377;142;120;34;14;8;12;11;8;0;3
2020-04-15 19:25:59;377;142;120;34;14;8;12;11;8;0;3
2020-04-15 19:26:59;377;142;120;34;14;8;12;11;8;0;3
2020-04-15 19:27:59;377;142;120;34;14;8;12;11;8;0;3
2020-04-15 19:28:58;377;142;120;34;14;8;12;11;8;0;3
2020-04-15 19:29:59;378;143;120;34;14;8;12;11;8;0;3
2020-04-15 19:30:59;378;143;120;34;14;8;12;11;8;0;3
2020-04-15 19:31:58;379;143;120;34;15;8;12;11;8;0;3
2020-04-15 19:32:59;379;143;119;34;15;9;12;11;8;0;3
2020-04-15 19:33:59;379;143;119;34;15;9;12;11;8;0;3
2020-04-15 19:34:58;379;143;119;34;15;9;12;11;8;0;3
2020-04-15 19:35:59;379;143;119;34;15;9;12;11;8;0;3
2020-04-15 19:36:59;379;143;119;34;15;9;12;11;8;0;3
2020-04-15 19:37:58;379;143;119;34;15;9;12;11;8;0;3
2020-04-15 19:38:59;379;143;119;34;15;9;12;11;8;0;3
2020-04-15 19:39:59;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:40:58;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:41:59;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:42:58;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:43:59;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:44:59;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:45:58;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:46:59;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:47:58;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:48:59;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:49:59;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:50:58;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:51:59;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:52:59;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:53:59;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:54:58;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:55:59;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:56:59;379;144;118;34;15;9;12;11;8;0;3
2020-04-15 19:57:58;380;144;119;34;15;9;12;11;8;0;3
2020-04-15 19:58:59;381;145;119;34;15;9;12;11;8;0;3
2020-04-15 19:59:59;382;147;119;33;15;9;12;11;8;0;3
2020-04-15 20:00:58;382;147;119;33;15;9;12;11;8;0;3
2020-04-15 20:01:59;382;147;119;33;15;9;12;11;8;0;3
2020-04-15 20:02:59;383;147;119;33;15;10;12;11;8;0;3
2020-04-15 20:03:58;383;147;119;33;15;10;12;11;8;0;3
2020-04-15 20:04:59;383;147;119;33;15;10;12;11;8;0;3
2020-04-15 20:05:59;383;147;119;33;15;10;12;11;8;0;3
2020-04-15 20:06:59;383;147;119;33;15;10;12;11;8;0;3
2020-04-15 20:07:58;384;147;120;33;15;10;12;11;8;0;3
2020-04-15 20:08:59;384;147;120;33;15;10;12;11;8;0;3
2020-04-15 20:09:58;384;147;120;33;15;10;12;11;8;0;3
2020-04-15 20:10:59;384;147;120;33;15;10;12;11;8;0;3
2020-04-15 20:11:59;385;148;120;33;15;10;12;11;8;0;3
2020-04-15 20:12:58;386;149;120;33;15;10;12;11;8;0;3
2020-04-15 20:13:59;386;149;120;33;15;10;12;11;8;0;3
2020-04-15 20:14:58;387;149;120;34;15;10;12;11;8;0;3
2020-04-15 20:15:59;387;149;120;34;15;10;12;11;8;0;3
2020-04-15 20:16:59;387;149;120;34;15;10;12;11;8;0;3
2020-04-15 20:18:00;387;149;120;34;15;10;12;11;8;0;3
