datetime;total_votes;Patagonia;Wiedemann;megalomaniac;pupsique;werder_ha;Есения;a5urbanipa1;ante;DrinkHunter;yachik
2019-04-10 22:15:58;208;70;38;30;15;11;7;6;4;3;3
2019-04-10 22:16:59;208;70;38;30;15;11;7;6;4;3;3
2019-04-10 22:17:59;208;70;38;30;15;11;7;6;4;3;3
2019-04-10 22:18:58;208;70;38;30;15;11;7;6;4;3;3
2019-04-10 22:19:59;208;70;38;30;15;11;7;6;4;3;3
2019-04-10 22:20:58;208;70;38;30;15;11;7;6;4;3;3
2019-04-10 22:21:59;208;70;38;30;15;11;7;6;4;3;3
2019-04-10 22:22:59;208;70;38;30;15;11;7;6;4;3;3
2019-04-10 22:23:58;208;70;38;30;15;11;7;6;4;3;3
2019-04-10 22:24:59;208;70;38;30;15;11;7;6;4;3;3
2019-04-10 22:26:00;209;71;38;30;15;11;7;6;4;3;3
2019-04-10 22:26:58;209;71;38;30;15;11;7;6;4;3;3
2019-04-10 22:27:59;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:28:58;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:29:59;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:30:59;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:31:58;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:32:59;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:33:59;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:34:58;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:35:59;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:36:58;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:37:59;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:38:59;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:39:58;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:40:59;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:41:59;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:42:58;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:43:59;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:44:59;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:45:58;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:46:59;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:48:00;210;72;38;30;15;11;7;6;4;3;3
2019-04-10 22:48:58;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 22:49:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 22:51:00;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 22:51:58;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 22:52:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 22:53:58;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 22:54:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 22:55:58;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 22:56:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 22:57:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 22:58:58;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 22:59:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:00:58;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:01:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:02:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:03:58;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:04:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:05:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:06:58;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:07:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:08:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:09:58;210;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:10:59;210;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:11:59;210;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:12:58;210;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:13:59;210;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:14:58;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:15:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:16:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:17:58;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:18:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:19:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:20:58;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:21:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:22:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:23:58;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:24:59;211;73;38;30;15;11;7;6;4;3;3
2019-04-10 23:25:59;212;74;38;30;15;11;7;6;4;3;3
2019-04-10 23:26:58;212;74;38;30;15;11;7;6;4;3;3
2019-04-10 23:27:59;212;74;38;30;15;11;7;6;4;3;3
2019-04-10 23:28:59;212;74;38;30;15;11;7;6;4;3;3
2019-04-10 23:29:58;212;74;38;30;15;11;7;6;4;3;3
2019-04-10 23:30:59;212;74;38;30;15;11;7;6;4;3;3
2019-04-10 23:31:58;212;74;38;30;15;11;7;6;4;3;3
2019-04-10 23:32:59;212;74;38;30;15;11;7;6;4;3;3
2019-04-10 23:33:59;212;74;38;30;15;11;7;6;4;3;3
2019-04-10 23:34:58;212;74;38;30;15;11;7;6;4;3;3
2019-04-10 23:35:59;212;74;38;30;15;11;7;6;4;3;3
2019-04-10 23:36:59;212;74;38;30;15;11;7;6;4;3;3
2019-04-10 23:37:58;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:38:59;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:39:58;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:40:59;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:41:58;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:42:59;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:43:59;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:44:58;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:45:59;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:46:59;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:47:58;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:48:59;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:49:59;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:50:58;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:51:59;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:52:59;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:53:58;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:54:59;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:55:59;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:56:58;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:57:59;213;75;38;30;15;11;7;6;4;3;3
2019-04-10 23:58:59;214;75;39;30;15;11;7;6;4;3;3
2019-04-10 23:59:58;214;75;39;30;15;11;7;6;4;3;3
