datetime;total_votes;GlobetrotterXL;shamanka2_0;Yardrey;navalny;Fill;kross;xtend;Mapm;mama_p_zh;kotophalk
2020-11-25 06:28:58;61;17;17;3;3;5;4;0;0;0;2
2020-11-25 06:29:59;61;17;17;3;3;5;4;0;0;0;2
2020-11-25 06:30:58;61;17;17;3;3;5;4;0;0;0;2
2020-11-25 06:31:59;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:32:59;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:33:58;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:34:59;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:35:59;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:36:58;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:37:59;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:38:59;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:39:58;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:40:59;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:41:59;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:42:58;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:43:59;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:44:59;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:45:58;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:46:59;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:47:58;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:48:59;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:49:59;62;18;17;3;3;5;4;0;0;0;2
2020-11-25 06:50:58;63;19;17;3;3;5;4;0;0;0;2
2020-11-25 06:51:59;63;19;17;3;3;5;4;0;0;0;2
2020-11-25 06:52:59;63;19;17;3;3;5;4;0;0;0;2
2020-11-25 06:53:58;63;19;17;3;3;5;4;0;0;0;2
2020-11-25 06:54:59;63;19;17;3;3;5;4;0;0;0;2
2020-11-25 06:55:59;63;19;17;3;3;5;4;0;0;0;2
2020-11-25 06:56:58;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 06:57:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 06:58:58;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 06:59:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:00:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:01:58;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:02:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:03:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:04:58;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:05:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:06:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:08:00;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:08:58;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:09:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:10:58;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:11:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:12:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:13:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:14:58;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:15:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:16:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:17:58;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:18:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:19:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:20:58;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:21:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:22:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:23:58;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:24:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:25:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:26:58;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:27:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:28:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:29:58;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:30:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:31:59;64;20;17;3;3;5;4;0;0;0;2
2020-11-25 07:32:58;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:33:59;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:34:59;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:35:58;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:36:59;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:37:59;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:38:58;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:39:59;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:40:59;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:41:58;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:42:59;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:43:59;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:44:58;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:45:59;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:46:59;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:47:58;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:48:59;65;21;17;3;3;5;4;0;0;0;2
2020-11-25 07:49:59;66;21;17;3;3;5;4;0;0;0;3
2020-11-25 07:50:59;67;21;17;3;3;5;4;0;0;0;3
2020-11-25 07:51:58;67;21;17;3;3;5;4;0;0;0;3
2020-11-25 07:52:59;68;22;17;3;3;5;4;0;0;0;3
2020-11-25 07:53:59;68;22;17;3;3;5;4;0;0;0;3
2020-11-25 07:54:58;68;22;17;3;3;5;4;0;0;0;3
2020-11-25 07:55:59;68;22;17;3;3;5;4;0;0;0;3
2020-11-25 07:56:59;69;22;17;3;3;5;4;0;0;0;3
2020-11-25 07:57:58;69;22;17;3;3;5;4;0;0;0;3
2020-11-25 07:58:59;70;22;17;3;3;5;4;1;0;0;3
2020-11-25 07:59:59;70;22;17;3;3;5;4;1;0;0;3
2020-11-25 08:00:58;70;22;17;3;3;5;4;1;0;0;3
2020-11-25 08:01:59;70;22;17;3;3;5;4;1;0;0;3
2020-11-25 08:02:59;70;22;17;3;3;5;4;1;0;0;3
2020-11-25 08:03:58;70;22;17;3;3;5;4;1;0;0;3
2020-11-25 08:04:59;70;22;17;3;3;5;4;1;0;0;3
2020-11-25 08:05:59;71;22;17;3;4;5;4;1;0;0;3
2020-11-25 08:06:58;71;22;17;3;4;5;4;1;0;0;3
2020-11-25 08:07:59;72;23;17;3;4;5;4;1;0;0;3
2020-11-25 08:09:00;72;23;17;3;4;5;4;1;0;0;3
2020-11-25 08:09:58;72;23;17;3;4;5;4;1;0;0;3
2020-11-25 08:10:59;72;23;17;3;4;5;4;1;0;0;3
2020-11-25 08:11:58;72;23;17;3;4;5;4;1;0;0;3
2020-11-25 08:12:59;72;23;17;3;4;5;4;1;0;0;3
2020-11-25 08:13:59;72;23;17;3;4;5;4;1;0;0;3
2020-11-25 08:14:58;72;23;17;3;4;5;4;1;0;0;3
2020-11-25 08:15:59;72;23;17;3;4;5;4;1;0;0;3
2020-11-25 08:16:59;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:17:58;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:18:59;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:19:59;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:20:58;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:21:59;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:22:58;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:23:59;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:24:59;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:25:58;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:26:59;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:27:59;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:28:58;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:29:59;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:30:59;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:31:58;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:32:59;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:33:59;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:34:58;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:35:59;73;24;17;3;4;5;4;1;0;0;3
2020-11-25 08:36:59;74;24;18;3;4;5;4;1;0;0;3
2020-11-25 08:37:58;74;24;18;3;4;5;4;1;0;0;3
2020-11-25 08:38:59;75;25;18;3;4;5;4;1;0;0;3
2020-11-25 08:40:00;75;25;18;3;4;5;4;1;0;0;3
2020-11-25 08:40:58;75;25;18;3;4;5;4;1;0;0;3
2020-11-25 08:41:59;75;25;18;3;4;5;4;1;0;0;3
2020-11-25 08:42:58;76;25;18;4;4;5;4;1;0;0;3
2020-11-25 08:43:59;76;25;18;4;4;5;4;1;0;0;3
2020-11-25 08:44:59;76;25;18;4;4;5;4;1;0;0;3
2020-11-25 08:46:00;76;25;18;4;4;5;4;1;0;0;3
2020-11-25 08:46:58;76;25;18;4;4;5;4;1;0;0;3
2020-11-25 08:47:59;76;25;18;4;4;5;4;1;0;0;3
2020-11-25 08:48:58;77;25;18;4;4;5;4;2;0;1;3
2020-11-25 08:49:59;77;25;18;4;4;5;4;2;0;1;3
2020-11-25 08:50:59;77;25;18;4;4;5;4;2;0;1;3
2020-11-25 08:51:58;77;25;18;4;4;5;4;2;0;1;3
2020-11-25 08:52:59;77;25;18;4;4;5;4;2;0;1;3
2020-11-25 08:53:59;77;25;18;4;4;5;4;2;0;1;3
2020-11-25 08:54:58;78;26;18;4;4;5;4;2;0;1;3
2020-11-25 08:55:59;78;26;18;4;4;5;4;2;0;1;3
2020-11-25 08:56:59;78;26;18;4;4;5;4;2;0;1;3
2020-11-25 08:57:58;78;26;18;4;4;5;4;2;0;1;3
2020-11-25 08:58:59;79;26;18;4;4;5;4;2;1;1;3
2020-11-25 08:59:59;79;26;19;4;4;5;4;2;0;1;3
2020-11-25 09:00:58;79;26;19;4;4;5;4;2;0;1;3
2020-11-25 09:01:59;79;26;19;4;4;5;4;2;0;1;3
2020-11-25 09:02:58;79;26;19;4;4;5;4;2;0;1;3
2020-11-25 09:03:59;79;26;19;4;4;5;4;2;0;1;3
2020-11-25 09:04:59;79;26;19;4;4;5;4;2;0;1;3
2020-11-25 09:05:58;79;26;19;4;4;5;4;2;0;1;3
2020-11-25 09:06:59;79;26;19;4;4;5;4;2;0;1;3
2020-11-25 09:07:59;79;26;19;4;4;5;4;2;0;1;3
2020-11-25 09:08:58;79;26;19;4;4;5;4;2;0;1;3
2020-11-25 09:09:59;79;26;19;4;4;5;4;2;0;1;3
2020-11-25 09:10:59;79;26;19;4;4;5;4;2;0;1;3
2020-11-25 09:11:58;79;26;19;4;4;5;4;2;0;1;3
2020-11-25 09:12:59;78;26;19;4;4;5;4;2;0;1;2
2020-11-25 09:13:59;78;26;19;4;4;5;4;2;0;1;2
2020-11-25 09:14:58;78;26;19;4;4;5;4;2;0;1;2
2020-11-25 09:15:59;79;26;19;4;4;5;4;2;0;2;2
2020-11-25 09:16:59;79;26;19;4;4;5;4;2;0;2;2
2020-11-25 09:17:58;78;26;19;4;4;5;4;2;0;2;2
2020-11-25 09:18:59;78;26;19;4;4;5;4;2;0;2;2
2020-11-25 09:19:58;78;26;19;4;4;5;4;2;0;2;2
2020-11-25 09:20:59;78;26;19;4;4;5;4;2;0;2;2
2020-11-25 09:21:58;78;26;19;4;4;5;4;2;0;2;2
2020-11-25 09:22:59;78;26;19;4;4;5;4;2;0;2;2
2020-11-25 09:23:59;78;26;19;4;4;5;4;2;0;2;2
2020-11-25 09:24:58;78;26;19;4;4;5;4;2;0;2;2
2020-11-25 09:25:59;78;26;19;4;4;5;4;2;0;2;2
2020-11-25 09:26:59;79;26;19;4;4;5;4;3;0;2;2
2020-11-25 09:27:58;79;26;19;4;4;5;4;3;0;2;2
2020-11-25 09:28:59;79;26;19;4;4;5;4;3;0;2;2
2020-11-25 09:29:58;79;26;19;4;4;5;4;3;0;2;2
2020-11-25 09:30:59;80;27;19;4;4;5;4;3;0;2;2
2020-11-25 09:31:59;80;27;19;4;4;5;4;3;0;2;2
2020-11-25 09:32:58;81;28;19;4;4;5;4;3;0;2;2
2020-11-25 09:33:59;81;28;19;4;4;5;4;3;0;2;2
2020-11-25 09:34:59;82;29;19;4;4;5;4;3;0;2;2
2020-11-25 09:35:58;82;29;19;4;4;5;4;3;0;2;2
2020-11-25 09:36:59;83;30;19;4;4;5;4;3;0;2;2
2020-11-25 09:37:59;83;30;19;4;4;5;4;3;0;2;2
2020-11-25 09:38:58;83;30;19;4;4;5;4;3;0;2;2
2020-11-25 09:39:59;83;30;19;4;4;5;4;3;0;2;2
2020-11-25 09:40:59;83;30;19;4;4;5;4;3;0;2;2
2020-11-25 09:41:58;84;30;20;4;4;5;4;3;0;2;2
2020-11-25 09:42:59;84;30;20;4;4;5;4;3;0;2;2
2020-11-25 09:43:58;84;30;20;4;4;5;4;3;0;2;2
2020-11-25 09:44:59;85;30;21;4;4;5;4;3;0;2;2
2020-11-25 09:45:59;85;30;21;4;4;5;4;3;0;2;2
2020-11-25 09:47:00;85;31;21;3;4;5;4;3;0;2;2
2020-11-25 09:47:58;85;31;21;3;4;5;4;3;0;2;2
2020-11-25 09:48:59;86;31;21;3;5;5;4;3;0;2;2
2020-11-25 09:49:59;86;31;21;3;5;5;4;3;0;2;2
2020-11-25 09:50:59;86;31;21;3;5;5;4;3;0;2;2
2020-11-25 09:51:58;87;32;21;3;5;5;4;3;0;2;2
2020-11-25 09:52:59;87;32;21;3;5;5;4;3;0;2;2
2020-11-25 09:53:59;87;32;21;3;5;5;4;3;0;2;2
2020-11-25 09:54:58;87;32;21;3;5;5;4;3;0;2;2
2020-11-25 09:55:59;88;32;22;3;5;5;4;3;0;2;2
2020-11-25 09:56:59;88;32;22;3;5;5;4;3;0;2;2
2020-11-25 09:57:58;88;32;22;3;5;5;4;3;0;2;2
2020-11-25 09:58:59;88;32;22;3;5;5;4;3;0;2;2
2020-11-25 09:59:59;88;32;22;3;5;5;4;3;0;2;2
2020-11-25 10:00:58;89;33;22;3;5;5;4;3;0;2;2
2020-11-25 10:01:59;89;33;22;3;5;5;4;3;0;2;2
2020-11-25 10:02:59;89;33;22;3;5;5;4;3;0;2;2
2020-11-25 10:03:58;89;33;22;3;5;5;4;3;0;2;2
2020-11-25 10:04:59;89;33;22;3;5;5;4;3;0;2;2
2020-11-25 10:06:00;90;33;22;4;5;5;4;3;0;2;2
2020-11-25 10:06:58;90;33;22;4;5;5;4;3;0;2;2
2020-11-25 10:07:59;90;33;22;4;5;5;4;3;0;2;2
2020-11-25 10:08:59;90;33;22;4;5;5;4;3;0;2;2
2020-11-25 10:09:58;90;33;22;4;5;5;4;3;0;2;2
2020-11-25 10:10:59;90;33;22;4;5;5;4;3;0;2;2
2020-11-25 10:11:58;90;33;22;4;5;5;4;3;0;2;2
2020-11-25 10:12:59;90;33;22;4;5;5;4;3;0;2;2
2020-11-25 10:13:59;90;33;22;4;5;5;4;3;0;2;2
2020-11-25 10:14:58;90;33;22;4;5;5;4;3;0;2;2
2020-11-25 10:15:59;91;33;22;5;5;5;4;3;0;2;2
2020-11-25 10:16:59;91;33;22;5;5;5;4;3;0;2;2
2020-11-25 10:17:58;91;33;22;5;5;5;4;3;0;2;2
2020-11-25 10:18:59;91;33;22;5;5;5;4;3;0;2;2
2020-11-25 10:19:59;91;33;22;5;5;5;4;3;0;2;2
2020-11-25 10:20:58;91;33;22;5;5;5;4;3;0;2;2
2020-11-25 10:21:59;92;34;22;5;5;5;4;3;0;2;2
2020-11-25 10:22:59;92;34;22;5;5;5;4;3;0;2;2
2020-11-25 10:23:58;92;34;22;5;5;5;4;3;0;2;2
2020-11-25 10:24:59;92;34;22;5;5;5;4;3;0;2;2
2020-11-25 10:25:59;92;34;22;5;5;5;4;3;0;2;2
2020-11-25 10:26:58;93;34;23;5;5;5;4;3;0;2;2
2020-11-25 10:27:59;93;34;23;5;5;5;4;3;0;2;2
2020-11-25 10:28:59;93;34;23;5;5;5;4;3;0;2;2
2020-11-25 10:29:58;93;34;23;5;5;5;4;3;0;2;2
2020-11-25 10:30:59;93;34;23;5;5;5;4;3;0;2;2
2020-11-25 10:31:59;94;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:32:58;94;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:33:59;94;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:34:59;94;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:35:58;94;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:36:59;94;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:37:58;95;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:38:59;95;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:39:59;95;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:40:58;95;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:41:59;95;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:42:59;95;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:43:59;95;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:44:58;95;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:45:59;95;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:46:59;95;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:47:58;95;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:48:59;95;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:49:59;95;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:50:58;95;35;23;5;5;5;4;3;0;2;2
2020-11-25 10:51:59;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 10:52:58;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 10:53:59;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 10:54:59;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 10:55:58;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 10:56:59;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 10:57:59;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 10:58:59;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 10:59:58;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 11:00:59;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 11:01:59;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 11:02:58;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 11:03:59;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 11:04:59;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 11:05:58;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 11:06:59;96;36;23;5;5;5;4;3;0;2;2
2020-11-25 11:07:59;97;37;23;5;5;5;4;3;0;2;2
2020-11-25 11:08:58;97;37;23;5;5;5;4;3;0;2;2
2020-11-25 11:09:59;97;37;23;5;5;5;4;3;0;2;2
2020-11-25 11:10:58;97;37;23;5;5;5;4;3;0;2;2
2020-11-25 11:11:59;97;37;23;5;5;5;4;3;0;2;2
2020-11-25 11:12:58;97;37;23;5;5;5;4;3;0;2;2
2020-11-25 11:13:59;97;37;23;5;5;5;4;3;0;2;2
2020-11-25 11:14:59;97;37;23;5;5;5;4;3;0;2;2
2020-11-25 11:15:58;97;37;23;5;5;5;4;3;0;2;2
2020-11-25 11:16:59;98;37;23;5;5;5;4;3;0;2;2
2020-11-25 11:17:59;99;37;23;5;5;5;4;3;1;2;2
2020-11-25 11:18:58;99;37;23;5;5;5;4;3;1;2;2
2020-11-25 11:19:59;99;37;23;5;5;5;4;3;1;2;2
2020-11-25 11:20:58;99;37;23;5;5;5;4;3;1;2;2
2020-11-25 11:21:59;99;37;23;5;5;5;4;3;1;2;2
2020-11-25 11:22:59;99;37;23;5;5;5;4;3;1;2;2
2020-11-25 11:23:58;99;37;23;5;5;5;4;3;1;2;2
2020-11-25 11:24:59;99;37;23;5;5;5;4;3;1;2;2
2020-11-25 11:25:59;99;37;23;5;5;5;4;3;1;2;2
2020-11-25 11:26:58;99;37;23;5;5;5;4;3;1;2;2
2020-11-25 11:27:59;99;37;23;5;5;5;4;3;1;2;2
2020-11-25 11:28:58;99;37;23;5;5;5;4;3;1;2;2
2020-11-25 11:29:59;99;37;23;5;5;5;4;3;1;2;2
2020-11-25 11:30:58;99;37;23;5;5;5;4;3;1;2;2
2020-11-25 11:31:59;100;38;23;5;5;5;4;3;1;2;2
2020-11-25 11:32:59;101;38;24;5;5;5;4;3;1;2;2
2020-11-25 11:33:58;101;38;24;5;5;5;4;3;1;2;2
2020-11-25 11:34:59;101;38;24;5;5;5;4;3;1;2;2
2020-11-25 11:35:59;101;38;24;5;5;5;4;3;1;2;2
2020-11-25 11:36:58;101;38;24;5;5;5;4;3;1;2;2
2020-11-25 11:37:59;101;38;24;5;5;5;4;3;1;2;2
2020-11-25 11:38:59;101;38;24;5;5;5;4;3;1;2;2
2020-11-25 11:39:58;101;38;24;5;5;5;4;3;1;2;2
2020-11-25 11:40:59;101;38;24;5;5;5;4;3;1;2;2
2020-11-25 11:41:58;101;38;24;5;5;5;4;3;1;2;2
2020-11-25 11:42:59;101;38;24;5;5;5;4;3;1;2;2
2020-11-25 11:43:58;101;38;24;5;5;5;4;3;1;2;2
2020-11-25 11:44:59;101;38;24;5;5;5;4;3;1;2;2
2020-11-25 11:45:59;101;38;24;5;5;5;4;3;1;2;2
2020-11-25 11:46:58;102;38;25;5;5;5;4;3;1;2;2
2020-11-25 11:47:59;102;38;25;5;5;5;4;3;1;2;2
2020-11-25 11:48:59;102;38;25;5;5;5;4;3;1;2;2
2020-11-25 11:49:58;102;38;25;5;5;5;4;3;1;2;2
2020-11-25 11:50:59;102;38;25;5;5;5;4;3;1;2;2
2020-11-25 11:51:59;103;38;25;6;5;5;4;3;1;2;2
2020-11-25 11:52:58;103;38;25;6;5;5;4;3;1;2;2
2020-11-25 11:53:59;103;38;25;6;5;5;4;3;1;2;2
2020-11-25 11:54:59;103;38;25;6;5;5;4;3;1;2;2
2020-11-25 11:55:59;104;39;25;6;5;5;4;3;1;2;2
2020-11-25 11:56:58;104;39;25;6;5;5;4;3;1;2;2
2020-11-25 11:57:59;104;39;25;6;5;5;4;3;1;2;2
2020-11-25 11:58:58;104;39;25;6;5;5;4;3;1;2;2
2020-11-25 11:59:59;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:00:59;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:01:58;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:02:59;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:03:59;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:04:58;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:05:59;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:06:59;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:07:58;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:08:59;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:09:59;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:10:58;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:11:59;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:12:59;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:13:58;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:14:59;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:15:59;105;40;25;6;5;5;4;3;1;2;2
2020-11-25 12:16:59;105;40;24;6;5;5;4;3;1;3;2
2020-11-25 12:17:58;105;40;24;6;5;5;4;3;1;3;2
2020-11-25 12:18:59;105;40;24;6;5;5;4;3;1;3;2
2020-11-25 12:19:59;105;40;24;6;5;5;4;3;1;3;2
2020-11-25 12:20:58;105;40;24;6;5;5;4;3;1;3;2
2020-11-25 12:21:59;105;40;24;6;5;5;4;3;1;3;2
2020-11-25 12:22:59;105;40;24;6;5;5;4;3;1;3;2
2020-11-25 12:23:58;105;40;24;6;5;5;4;3;1;3;2
2020-11-25 12:24:59;106;41;24;6;5;5;4;3;1;3;2
2020-11-25 12:25:59;106;41;24;6;5;5;4;3;1;3;2
2020-11-25 12:26:58;106;41;24;6;5;5;4;3;1;3;2
2020-11-25 12:27:59;106;41;24;6;5;5;4;3;1;3;2
2020-11-25 12:28:59;106;41;24;6;5;5;4;3;1;3;2
2020-11-25 12:29:58;106;41;24;6;5;5;4;3;1;3;2
2020-11-25 12:30:59;106;41;24;6;5;5;4;3;1;3;2
2020-11-25 12:31:59;106;41;24;6;5;5;4;3;1;3;2
2020-11-25 12:32:58;106;41;24;6;5;5;4;3;1;3;2
2020-11-25 12:33:59;106;41;24;6;5;5;4;3;1;3;2
2020-11-25 12:34:59;107;41;24;6;5;5;4;3;2;3;2
2020-11-25 12:35:58;107;41;24;6;5;5;4;3;2;3;2
2020-11-25 12:36:59;107;41;24;6;5;5;4;3;2;3;2
2020-11-25 12:37:59;107;41;24;6;5;5;4;3;2;3;2
2020-11-25 12:38:58;108;42;24;6;5;5;4;3;2;3;2
2020-11-25 12:39:59;108;42;24;6;5;5;4;3;2;3;2
2020-11-25 12:40:59;108;42;24;6;5;5;4;3;2;3;2
2020-11-25 12:41:58;108;42;24;6;5;5;4;3;2;3;2
2020-11-25 12:42:59;108;42;24;6;5;5;4;3;2;3;2
2020-11-25 12:44:00;108;42;24;6;5;5;4;3;2;3;2
2020-11-25 12:44:58;109;43;24;6;5;5;4;3;2;3;2
2020-11-25 12:45:59;109;43;24;6;5;5;4;3;2;3;2
2020-11-25 12:46:59;109;43;24;6;5;5;4;3;2;3;2
2020-11-25 12:47:58;109;43;24;6;5;5;4;3;2;3;2
2020-11-25 12:48:59;109;43;24;6;5;5;4;3;2;3;2
2020-11-25 12:49:58;109;43;24;6;5;5;4;3;2;3;2
2020-11-25 12:50:59;109;43;24;6;5;5;4;3;2;3;2
2020-11-25 12:51:59;110;44;24;6;5;5;4;3;2;3;2
2020-11-25 12:52:59;111;44;24;6;6;5;4;3;2;3;2
2020-11-25 12:53:58;112;45;24;6;6;5;4;3;2;3;2
2020-11-25 12:54:59;112;45;24;6;6;5;4;3;2;3;2
2020-11-25 12:55:59;112;45;24;6;6;5;4;3;2;3;2
2020-11-25 12:56:58;112;45;24;6;6;5;4;3;2;3;2
2020-11-25 12:57:59;113;45;24;6;6;5;4;3;2;3;2
2020-11-25 12:58:58;113;45;24;6;6;5;4;3;2;3;2
2020-11-25 12:59:59;113;45;24;6;6;5;4;3;2;3;2
2020-11-25 13:00:59;113;45;24;6;6;5;4;3;2;3;2
2020-11-25 13:01:59;114;46;24;6;6;5;4;3;2;3;2
2020-11-25 13:02:58;114;46;24;6;6;5;4;3;2;3;2
2020-11-25 13:03:59;114;46;24;6;6;5;4;3;2;3;2
2020-11-25 13:04:59;114;46;24;6;6;5;4;3;2;3;2
2020-11-25 13:05:58;114;46;24;6;6;5;4;3;2;3;2
