datetime;total_votes;Oleum;kross;Der_Sturmer;XASSA;UnbeabMoroz;Есения;NAFA;BlackIrony;xtend;Shilov
2020-01-08 06:28:59;54;12;21;4;2;3;2;0;0;2;2
2020-01-08 06:29:58;54;12;21;4;2;3;2;0;0;2;2
2020-01-08 06:30:59;54;12;21;4;2;3;2;0;0;2;2
2020-01-08 06:31:59;55;12;21;4;2;4;2;0;0;2;2
2020-01-08 06:32:59;55;12;21;4;2;4;2;0;0;2;2
2020-01-08 06:33:58;55;12;21;4;2;4;2;0;0;2;2
2020-01-08 06:34:59;55;12;21;4;2;4;2;0;0;2;2
2020-01-08 06:35:59;55;12;21;4;2;4;2;0;0;2;2
2020-01-08 06:36:58;55;12;21;4;2;4;2;0;0;2;2
2020-01-08 06:37:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:38:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:39:58;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:40:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:41:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:42:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:43:58;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:44:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:45:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:46:58;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:47:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:48:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:49:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:50:58;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:51:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:52:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:53:58;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:54:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:55:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:56:58;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:57:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:58:58;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 06:59:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 07:00:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 07:01:59;56;13;21;4;2;4;2;0;0;2;2
2020-01-08 07:02:58;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:04:00;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:04:58;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:05:59;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:06:59;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:07:58;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:08:59;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:09:59;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:10:59;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:11:58;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:12:59;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:13:59;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:14:58;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:15:59;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:16:59;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:17:59;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:18:58;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:19:59;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:20:59;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:21:59;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:22:58;57;14;21;4;2;4;2;0;0;2;2
2020-01-08 07:23:59;58;15;21;4;2;4;2;0;0;2;2
2020-01-08 07:24:59;58;15;21;4;2;4;2;0;0;2;2
2020-01-08 07:25:59;58;15;21;4;2;4;2;0;0;2;2
2020-01-08 07:26:58;58;15;21;4;2;4;2;0;0;2;2
2020-01-08 07:27:59;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:28:59;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:29:58;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:30:59;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:31:59;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:32:58;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:33:59;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:34:59;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:35:58;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:36:59;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:37:59;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:38:59;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:39:58;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:40:59;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:41:59;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:42:59;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:43:58;59;16;21;4;2;4;2;0;0;2;2
2020-01-08 07:44:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 07:45:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 07:46:58;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 07:47:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 07:48:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 07:49:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 07:50:58;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 07:51:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 07:52:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 07:53:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 07:54:58;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 07:55:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 07:56:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 07:57:58;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 07:58:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 07:59:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 08:00:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 08:01:58;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 08:02:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 08:03:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 08:04:58;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 08:05:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 08:06:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 08:07:58;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 08:08:59;60;17;21;4;2;4;2;0;0;2;2
2020-01-08 08:09:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:10:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:11:58;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:12:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:13:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:14:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:15:58;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:16:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:17:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:18:58;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:19:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:20:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:21:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:22:58;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:23:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:24:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:25:58;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:26:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:27:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:28:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:29:58;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:30:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:31:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:32:59;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:33:58;61;18;21;4;2;4;2;0;0;2;2
2020-01-08 08:34:59;62;18;22;4;2;4;2;0;0;2;2
2020-01-08 08:35:59;62;18;22;4;2;4;2;0;0;2;2
2020-01-08 08:36:59;62;18;22;4;2;4;2;0;0;2;2
2020-01-08 08:37:59;62;18;22;4;2;4;2;0;0;2;2
2020-01-08 08:38:58;62;18;22;4;2;4;2;0;0;2;2
2020-01-08 08:39:59;62;18;22;4;2;4;2;0;0;2;2
2020-01-08 08:40:59;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:41:58;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:42:59;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:43:59;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:44:58;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:45:59;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:46:59;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:47:58;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:48:59;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:49:59;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:50:58;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:51:59;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:52:59;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:53:59;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:54:58;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:55:59;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:56:59;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:57:58;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:58:59;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 08:59:59;63;18;23;4;2;4;2;0;0;2;2
2020-01-08 09:00:58;64;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:01:59;64;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:02:59;64;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:03:58;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:04:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:05:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:06:58;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:07:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:08:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:10:00;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:10:58;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:11:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:12:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:13:58;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:14:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:15:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:16:58;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:17:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:18:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:19:58;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:20:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:21:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:22:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:23:58;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:24:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:25:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:26:58;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:27:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:28:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:29:58;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:30:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:31:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:32:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:33:58;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:34:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:35:59;65;18;24;4;2;4;2;0;0;2;2
2020-01-08 09:36:58;65;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:37:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:38:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:39:58;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:40:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:41:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:42:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:43:58;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:44:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:46:00;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:46:58;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:47:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:48:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:49:58;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:50:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:51:59;66;18;25;4;2;4;2;0;0;2;2
2020-01-08 09:52:58;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 09:53:59;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 09:54:59;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 09:55:58;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 09:56:59;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 09:57:58;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 09:58:59;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 09:59:59;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 10:00:59;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 10:01:58;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 10:02:59;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 10:03:59;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 10:05:00;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 10:05:58;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 10:06:58;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 10:07:59;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 10:08:59;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 10:09:58;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 10:10:59;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 10:11:59;67;19;25;4;2;4;2;0;0;2;2
2020-01-08 10:12:59;68;19;26;4;2;4;2;0;0;2;2
2020-01-08 10:13:58;69;19;27;4;2;4;2;0;0;2;2
2020-01-08 10:14:59;69;19;27;4;2;4;2;0;0;2;2
2020-01-08 10:15:59;69;19;27;4;2;4;2;0;0;2;2
2020-01-08 10:17:00;69;19;27;4;2;4;2;0;0;2;2
2020-01-08 10:17:58;69;19;27;4;2;4;2;0;0;2;2
2020-01-08 10:18:59;69;19;27;4;2;4;2;0;0;2;2
2020-01-08 10:19:58;69;19;27;4;2;4;2;0;0;2;2
2020-01-08 10:20:59;69;19;27;4;2;4;2;0;0;2;2
2020-01-08 10:21:59;69;19;27;4;2;4;2;0;0;2;2
2020-01-08 10:22:59;69;19;27;4;2;4;2;0;0;2;2
2020-01-08 10:23:58;69;19;27;4;2;4;2;0;0;2;2
2020-01-08 10:24:59;69;19;27;4;2;4;2;0;0;2;2
2020-01-08 10:25:59;69;19;27;4;2;4;2;0;0;2;2
2020-01-08 10:26:58;69;19;27;4;2;4;2;0;0;2;2
2020-01-08 10:27:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:28:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:29:58;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:30:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:31:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:32:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:33:58;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:34:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:35:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:36:58;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:37:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:38:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:39:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:40:58;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:41:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:42:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:43:58;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:44:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:45:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:46:58;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:47:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:48:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:49:58;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:50:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:51:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:52:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:53:58;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:54:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:55:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:56:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:57:58;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:58:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 10:59:58;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 11:00:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 11:01:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 11:02:58;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 11:03:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 11:04:59;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 11:05:58;70;19;27;4;2;5;2;0;0;2;2
2020-01-08 11:06:59;71;19;27;5;2;5;2;0;0;2;2
2020-01-08 11:07:59;71;19;27;5;2;5;2;0;0;2;2
2020-01-08 11:08:58;71;19;27;5;2;5;2;0;0;2;2
2020-01-08 11:09:59;71;19;27;5;2;5;2;0;0;2;2
2020-01-08 11:10:59;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:12:00;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:12:58;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:13:59;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:14:58;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:15:59;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:16:59;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:17:58;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:18:59;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:19:59;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:20:59;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:21:58;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:22:59;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:23:59;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:24:58;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:25:59;72;19;28;5;2;5;2;0;0;2;2
2020-01-08 11:26:59;73;19;29;5;2;5;2;0;0;2;2
2020-01-08 11:27:58;73;19;29;5;2;5;2;0;0;2;2
2020-01-08 11:28:59;73;19;29;5;2;5;2;0;0;2;2
2020-01-08 11:29:59;73;19;29;5;2;5;2;0;0;2;2
2020-01-08 11:30:59;73;19;29;5;2;5;2;0;0;2;2
2020-01-08 11:31:58;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:32:59;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:33:58;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:34:59;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:35:59;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:36:58;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:37:59;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:38:59;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:39:58;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:40:59;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:41:59;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:42:58;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:43:59;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:44:59;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:45:59;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:46:58;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:47:59;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:48:59;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:49:59;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:50:58;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:51:59;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:52:59;73;19;30;5;2;5;2;0;0;2;2
2020-01-08 11:53:59;74;20;30;5;2;5;2;0;0;2;2
2020-01-08 11:54:58;74;20;30;5;2;5;2;0;0;2;2
2020-01-08 11:55:59;74;20;30;5;2;5;2;0;0;2;2
2020-01-08 11:56:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 11:57:58;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 11:58:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 11:59:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:00:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:01:58;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:02:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:03:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:04:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:05:58;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:06:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:07:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:08:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:09:58;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:10:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:11:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:12:58;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:13:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:14:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:15:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:16:58;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:17:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:18:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:19:58;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:20:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:21:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:22:59;75;20;31;5;2;5;2;0;0;2;2
2020-01-08 12:23:58;76;20;31;6;2;5;2;0;0;2;2
2020-01-08 12:24:59;76;20;31;6;2;5;2;0;0;2;2
2020-01-08 12:25:58;76;20;31;6;2;5;2;0;0;2;2
2020-01-08 12:26:59;76;20;31;6;2;5;2;0;0;2;2
2020-01-08 12:27:59;76;20;31;6;2;5;2;0;0;2;2
2020-01-08 12:28:59;76;20;31;6;2;5;2;0;0;2;2
2020-01-08 12:29:58;76;20;31;6;2;5;2;0;0;2;2
2020-01-08 12:30:59;76;20;31;6;2;5;2;0;0;2;2
2020-01-08 12:31:59;76;20;31;6;2;5;2;0;0;2;2
2020-01-08 12:32:58;76;20;31;6;2;5;2;0;0;2;2
2020-01-08 12:33:59;76;20;31;6;2;5;2;0;0;2;2
2020-01-08 12:34:59;77;21;31;6;2;5;2;0;0;2;2
2020-01-08 12:35:59;77;21;31;6;2;5;2;0;0;2;2
2020-01-08 12:36:58;77;21;31;6;2;5;2;0;0;2;2
2020-01-08 12:37:59;77;21;31;6;2;5;2;0;0;2;2
2020-01-08 12:38:59;77;21;31;6;2;5;2;0;0;2;2
2020-01-08 12:40:00;77;21;31;6;2;5;2;0;0;2;2
2020-01-08 12:40:58;78;21;31;6;2;5;2;0;0;2;2
2020-01-08 12:41:59;78;21;31;6;2;5;2;0;0;2;2
2020-01-08 12:42:59;78;21;31;6;2;5;2;0;0;2;2
2020-01-08 12:43:58;78;21;31;6;2;5;2;0;0;2;2
2020-01-08 12:44:59;78;21;31;6;2;5;2;0;0;2;2
2020-01-08 12:45:59;78;21;31;6;2;5;2;0;0;2;2
2020-01-08 12:46:58;78;21;31;6;2;5;2;0;0;2;2
2020-01-08 12:47:59;80;23;31;6;2;5;2;0;0;2;2
2020-01-08 12:48:59;80;23;31;6;2;5;2;0;0;2;2
2020-01-08 12:49:59;80;23;31;6;2;5;2;0;0;2;2
2020-01-08 12:50:59;81;23;31;6;2;5;2;0;0;2;2
2020-01-08 12:51:58;81;23;31;6;2;5;2;0;0;2;2
2020-01-08 12:52:59;81;23;31;6;2;5;2;0;0;2;2
2020-01-08 12:53:59;81;23;31;6;2;5;2;0;0;2;2
2020-01-08 12:54:59;81;23;31;6;2;5;2;0;0;2;2
2020-01-08 12:55:58;81;23;31;6;2;5;2;0;0;2;2
2020-01-08 12:56:59;82;24;31;6;2;5;2;0;0;2;2
2020-01-08 12:57:59;82;23;32;6;2;5;2;0;0;2;2
2020-01-08 12:58:58;82;23;32;6;2;5;2;0;0;2;2
2020-01-08 12:59:59;83;24;32;6;2;5;2;0;0;2;2
2020-01-08 13:00:59;83;24;32;6;2;5;2;0;0;2;2
2020-01-08 13:01:58;83;24;32;6;2;5;2;0;0;2;2
2020-01-08 13:02:59;83;24;32;6;2;5;2;0;0;2;2
2020-01-08 13:03:59;83;24;32;6;2;5;2;0;0;2;2
2020-01-08 13:04:59;83;24;32;6;2;5;2;0;0;2;2
2020-01-08 13:05:58;83;24;32;6;2;5;2;0;0;2;2
