datetime;total_votes;voklo;pupsique;Fatbrain;XASSA;paramed;wintercyclone;vagaboss;lucas_corso;timmi;Kolbasevich
2019-06-12 15:30:59;147;38;21;45;11;3;4;3;2;0;0
2019-06-12 15:31:58;147;38;21;45;11;3;4;3;2;0;0
2019-06-12 15:32:59;147;38;21;45;11;3;4;3;2;0;0
2019-06-12 15:33:59;147;38;21;45;11;3;4;3;2;0;0
2019-06-12 15:34:58;148;38;21;45;11;4;4;3;2;0;0
2019-06-12 15:35:59;148;38;21;45;11;4;4;3;2;0;0
2019-06-12 15:36:59;148;38;21;45;11;4;4;3;2;0;0
2019-06-12 15:37:58;148;38;21;45;11;4;4;3;2;0;0
2019-06-12 15:38:59;148;38;21;45;11;4;4;3;2;0;0
2019-06-12 15:39:58;148;38;21;45;11;4;4;3;2;0;0
2019-06-12 15:40:59;148;38;21;45;11;4;4;3;2;0;0
2019-06-12 15:41:59;148;38;21;45;11;4;4;3;2;0;0
2019-06-12 15:42:58;149;38;22;45;11;4;4;3;2;0;0
2019-06-12 15:43:59;149;38;21;45;11;4;4;3;2;0;0
2019-06-12 15:44:59;149;38;21;45;11;4;4;3;2;0;0
2019-06-12 15:45:58;149;38;21;45;11;4;4;3;2;0;0
2019-06-12 15:46:59;150;38;22;45;11;4;4;3;2;0;0
2019-06-12 15:47:59;150;38;22;45;11;4;4;3;2;0;0
2019-06-12 15:48:58;150;38;22;45;11;4;4;3;2;0;0
2019-06-12 15:49:59;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 15:50:58;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 15:51:59;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 15:52:58;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 15:53:59;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 15:54:59;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 15:55:58;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 15:56:59;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 15:57:59;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 15:58:58;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 15:59:59;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 16:00:59;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 16:01:58;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 16:02:59;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 16:03:58;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 16:04:59;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 16:05:59;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 16:06:58;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 16:07:59;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 16:08:59;152;40;22;45;11;4;4;3;2;0;0
2019-06-12 16:09:58;151;40;21;45;11;4;4;3;2;0;0
2019-06-12 16:10:59;151;39;21;46;11;4;4;3;2;0;0
2019-06-12 16:11:58;152;39;22;46;11;4;4;3;2;0;0
2019-06-12 16:12:59;152;39;22;46;11;4;4;3;2;0;0
2019-06-12 16:13:59;152;39;22;46;11;4;4;3;2;0;0
2019-06-12 16:14:58;152;39;22;46;11;4;4;3;2;0;0
2019-06-12 16:15:59;154;41;22;46;11;4;4;3;2;0;0
2019-06-12 16:16:59;154;41;22;46;11;4;4;3;2;0;0
2019-06-12 16:17:58;155;41;22;46;11;4;4;3;2;0;0
2019-06-12 16:18:59;155;41;22;46;11;4;4;3;2;0;0
2019-06-12 16:19:59;155;41;22;46;11;4;4;3;2;0;0
2019-06-12 16:20:58;155;41;22;46;11;4;4;3;2;0;0
2019-06-12 16:21:59;155;41;22;46;11;4;4;3;2;0;0
2019-06-12 16:22:58;155;41;22;46;11;4;4;3;2;0;0
2019-06-12 16:23:59;156;42;22;45;11;4;4;3;2;0;0
2019-06-12 16:24:58;156;42;22;45;11;4;4;3;2;0;0
2019-06-12 16:25:59;156;42;22;45;11;4;4;3;2;0;0
2019-06-12 16:26:59;156;42;22;45;11;4;4;3;2;0;0
2019-06-12 16:27:59;157;42;22;45;11;4;4;3;2;1;0
2019-06-12 16:28:59;157;42;22;45;11;4;4;3;2;1;0
2019-06-12 16:29:58;157;42;22;45;11;4;4;3;2;1;0
2019-06-12 16:30:59;158;43;22;45;11;4;4;3;2;1;0
2019-06-12 16:31:59;158;43;22;45;11;4;4;3;2;1;0
2019-06-12 16:32:58;159;43;22;46;11;4;4;3;2;1;0
2019-06-12 16:33:59;159;43;22;46;11;4;4;3;2;1;0
2019-06-12 16:34:58;159;43;22;46;11;4;4;3;2;1;0
2019-06-12 16:35:59;159;43;22;46;11;4;4;3;2;1;0
2019-06-12 16:36:59;159;43;22;46;11;4;4;3;2;1;0
2019-06-12 16:37:58;159;43;22;46;11;4;4;3;2;1;0
2019-06-12 16:38:59;159;43;22;46;11;4;4;3;2;1;0
2019-06-12 16:39:59;159;43;22;46;11;4;4;3;2;1;0
2019-06-12 16:40:58;159;43;22;46;11;4;4;3;2;1;0
2019-06-12 16:41:59;159;43;22;46;11;4;4;3;2;1;0
2019-06-12 16:42:58;159;43;22;46;11;4;4;3;2;1;0
2019-06-12 16:43:59;159;43;22;46;11;4;4;3;2;1;0
2019-06-12 16:44:59;159;43;22;46;11;4;4;3;2;1;0
2019-06-12 16:45:58;160;44;22;46;11;4;4;3;2;1;0
2019-06-12 16:46:59;161;44;22;46;11;4;4;3;2;1;0
2019-06-12 16:47:58;161;44;22;46;11;4;4;3;2;1;0
2019-06-12 16:48:59;161;44;22;46;11;4;4;3;2;1;0
2019-06-12 16:49:59;161;44;22;46;11;4;4;3;2;1;0
2019-06-12 16:50:58;162;44;23;46;11;4;4;3;2;1;0
2019-06-12 16:51:59;162;44;23;46;11;4;4;3;2;1;0
2019-06-12 16:52:59;162;44;23;46;11;4;4;3;2;1;0
2019-06-12 16:53:58;162;44;23;46;11;4;4;3;2;1;0
2019-06-12 16:54:59;162;44;23;46;11;4;4;3;2;1;0
2019-06-12 16:55:59;162;44;23;46;11;4;4;3;2;1;0
2019-06-12 16:56:58;162;44;23;46;11;4;4;3;2;1;0
2019-06-12 16:57:59;162;44;23;46;11;4;4;3;2;1;0
2019-06-12 16:58:58;162;44;23;46;11;4;4;3;2;1;0
2019-06-12 16:59:59;163;45;23;46;11;4;4;3;2;1;0
2019-06-12 17:00:59;164;45;23;47;11;4;4;3;2;1;0
2019-06-12 17:01:59;164;45;23;47;11;4;4;3;2;1;0
2019-06-12 17:02:58;164;45;23;47;11;4;4;3;2;1;0
2019-06-12 17:03:59;164;45;23;47;11;4;4;3;2;1;0
2019-06-12 17:04:58;164;45;23;47;11;4;4;3;2;1;0
2019-06-12 17:05:59;164;45;23;47;11;4;4;3;2;1;0
2019-06-12 17:06:59;164;45;23;47;11;4;4;3;2;1;0
2019-06-12 17:07:58;165;46;23;47;11;4;4;3;2;1;0
2019-06-12 17:08:59;165;46;23;47;11;4;4;3;2;1;0
2019-06-12 17:09:59;165;46;23;47;11;4;4;3;2;1;0
2019-06-12 17:10:58;165;46;23;47;11;4;4;3;2;1;0
2019-06-12 17:11:59;165;46;23;47;11;4;4;3;2;1;0
2019-06-12 17:12:59;165;46;23;47;11;4;4;3;2;1;0
2019-06-12 17:13:58;165;46;23;47;11;4;4;3;2;1;0
2019-06-12 17:14:59;165;46;23;47;11;4;4;3;2;1;0
2019-06-12 17:15:59;165;46;23;47;11;4;4;3;2;1;0
2019-06-12 17:16:58;165;46;23;47;11;4;4;3;2;1;0
2019-06-12 17:17:59;165;46;23;47;11;4;4;3;2;1;0
2019-06-12 17:18:59;165;46;23;47;11;4;4;3;2;1;0
2019-06-12 17:19:58;166;46;23;48;11;4;4;3;2;1;0
2019-06-12 17:20:59;166;46;23;48;11;4;4;3;2;1;0
2019-06-12 17:21:58;166;46;23;48;11;4;4;3;2;1;0
2019-06-12 17:22:59;166;46;23;48;11;4;4;3;2;1;0
2019-06-12 17:23:59;165;45;23;48;11;4;4;3;2;1;0
2019-06-12 17:24:58;166;45;23;49;11;4;4;3;2;1;0
2019-06-12 17:25:59;166;45;23;49;11;4;4;3;2;1;0
2019-06-12 17:26:59;166;45;23;49;11;4;4;3;2;1;0
2019-06-12 17:27:58;166;45;23;49;11;4;4;3;2;1;0
2019-06-12 17:28:59;166;45;23;49;11;4;4;3;2;1;0
2019-06-12 17:29:59;166;45;23;49;11;4;4;3;2;1;0
2019-06-12 17:30:58;166;45;23;49;11;4;4;3;2;1;0
2019-06-12 17:31:59;166;45;23;49;11;4;4;3;2;1;0
2019-06-12 17:32:59;166;45;23;49;11;4;4;3;2;1;0
2019-06-12 17:33:58;166;45;23;49;11;4;4;3;2;1;0
2019-06-12 17:34:59;166;45;23;49;11;4;4;3;2;1;0
2019-06-12 17:35:59;166;45;23;49;11;4;4;3;2;1;0
2019-06-12 17:36:58;166;45;23;49;11;4;4;3;2;1;0
2019-06-12 17:37:59;167;45;24;49;11;4;4;3;2;1;0
2019-06-12 17:39:00;167;45;24;49;11;4;4;3;2;1;0
2019-06-12 17:39:58;168;45;24;50;11;4;4;3;2;1;0
2019-06-12 17:40:59;168;45;24;50;11;4;4;3;2;1;0
2019-06-12 17:41:58;168;45;24;50;11;4;4;3;2;1;0
2019-06-12 17:42:59;168;45;24;50;11;4;4;3;2;1;0
2019-06-12 17:43:59;168;45;24;50;11;4;4;3;2;1;0
2019-06-12 17:44:58;168;45;24;50;11;4;4;3;2;1;0
2019-06-12 17:45:59;169;45;24;51;11;4;4;3;2;1;0
2019-06-12 17:46:59;169;45;24;51;11;4;4;3;2;1;0
2019-06-12 17:47:58;170;45;24;52;11;4;4;3;2;1;0
2019-06-12 17:48:59;170;45;24;52;11;4;4;3;2;1;0
2019-06-12 17:49:59;170;45;24;52;11;4;4;3;2;1;0
2019-06-12 17:50:58;170;45;24;52;11;4;4;3;2;1;0
2019-06-12 17:51:59;171;45;24;52;11;5;4;3;2;1;0
2019-06-12 17:52:59;171;45;24;52;11;5;4;3;2;1;0
2019-06-12 17:53:58;171;45;24;52;11;5;4;3;2;1;0
2019-06-12 17:54:59;171;45;24;52;11;5;4;3;2;1;0
2019-06-12 17:55:58;171;45;24;52;11;5;4;3;2;1;0
2019-06-12 17:56:59;172;45;24;52;11;5;4;3;2;1;0
2019-06-12 17:57:59;173;45;25;52;11;5;4;3;2;1;0
2019-06-12 17:58:58;174;45;25;52;12;5;4;3;2;1;0
2019-06-12 17:59:59;174;45;25;52;12;5;4;3;2;1;0
2019-06-12 18:00:59;174;45;25;52;12;5;4;3;2;1;0
2019-06-12 18:01:58;174;45;25;52;12;5;4;3;2;1;0
2019-06-12 18:02:59;174;45;25;52;12;5;4;3;2;1;0
2019-06-12 18:03:59;174;45;25;52;12;5;4;3;2;1;0
2019-06-12 18:04:58;174;45;25;52;12;5;4;3;2;1;0
2019-06-12 18:05:59;174;45;25;52;12;5;4;3;2;1;0
2019-06-12 18:06:59;174;45;25;52;12;5;4;3;2;1;0
2019-06-12 18:07:58;175;45;26;52;12;5;4;3;2;1;0
2019-06-12 18:08:59;176;45;26;52;12;5;4;3;2;1;0
2019-06-12 18:09:59;176;45;26;52;12;5;4;3;2;1;0
2019-06-12 18:10:58;177;45;26;53;12;5;4;3;2;1;0
2019-06-12 18:11:59;177;45;26;53;12;5;4;3;2;1;0
2019-06-12 18:12:59;178;45;26;53;12;6;4;3;2;1;0
2019-06-12 18:13:58;178;45;26;53;12;6;4;3;2;1;0
2019-06-12 18:14:59;178;45;26;53;12;6;4;3;2;1;0
2019-06-12 18:15:58;178;45;26;53;12;6;4;3;2;1;0
2019-06-12 18:16:59;179;45;26;54;12;6;4;3;2;1;0
2019-06-12 18:17:59;179;45;26;54;12;6;4;3;2;1;0
2019-06-12 18:18:59;179;45;26;54;12;6;4;3;2;1;0
2019-06-12 18:19:58;179;45;26;54;12;6;4;3;2;1;0
2019-06-12 18:20:59;179;45;26;54;12;6;4;3;2;1;0
2019-06-12 18:21:58;179;45;26;54;12;6;4;3;2;1;0
2019-06-12 18:22:59;179;45;26;54;12;6;4;3;2;1;0
2019-06-12 18:23:59;179;45;26;54;12;6;4;3;2;1;0
2019-06-12 18:24:59;180;45;26;55;12;6;4;3;2;1;0
2019-06-12 18:25:58;180;45;26;55;12;6;4;3;2;1;0
2019-06-12 18:26:59;180;45;26;55;12;6;4;3;2;1;0
2019-06-12 18:27:59;181;45;26;56;12;6;4;3;2;1;0
2019-06-12 18:28:58;181;45;26;56;12;6;4;3;2;1;0
2019-06-12 18:29:59;181;45;26;56;12;6;4;3;2;1;0
2019-06-12 18:30:59;181;45;26;56;12;6;4;3;2;1;0
2019-06-12 18:31:58;181;45;26;56;12;6;4;3;2;1;0
2019-06-12 18:32:59;182;45;26;56;12;7;4;3;2;1;0
2019-06-12 18:33:59;182;45;26;56;12;7;4;3;2;1;0
2019-06-12 18:34:58;182;45;26;56;12;7;4;3;2;1;0
2019-06-12 18:35:59;182;45;26;56;12;7;4;3;2;1;0
2019-06-12 18:36:59;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:37:58;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:38:59;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:39:59;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:40:58;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:41:59;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:42:59;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:43:58;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:44:59;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:45:59;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:46:58;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:47:59;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:48:59;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:49:58;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:50:59;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:51:59;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:52:58;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:53:59;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:54:59;181;45;26;55;12;7;4;3;2;1;0
2019-06-12 18:55:58;182;46;26;55;12;7;4;3;2;1;0
2019-06-12 18:56:59;182;46;26;55;12;7;4;3;2;1;0
2019-06-12 18:57:59;182;46;26;55;12;7;4;3;2;1;0
2019-06-12 18:58:58;182;46;26;55;12;7;4;3;2;1;0
2019-06-12 18:59:59;183;46;27;55;12;7;4;3;2;1;0
2019-06-12 19:00:59;184;46;28;55;12;7;4;3;2;1;0
2019-06-12 19:01:58;184;46;28;55;12;7;4;3;2;1;0
2019-06-12 19:02:59;184;46;28;55;12;7;4;3;2;1;0
2019-06-12 19:03:58;184;46;28;55;12;7;4;3;2;1;0
2019-06-12 19:04:59;184;46;28;55;12;7;4;3;2;1;0
2019-06-12 19:05:59;184;46;28;55;12;7;4;3;2;1;0
2019-06-12 19:06:58;184;46;28;55;12;7;4;3;2;1;0
2019-06-12 19:07:59;184;46;28;55;12;7;4;3;2;1;0
2019-06-12 19:08:59;185;47;28;55;12;7;4;3;2;1;0
2019-06-12 19:09:58;186;48;28;55;12;7;4;3;2;1;0
2019-06-12 19:10:59;186;48;28;55;12;7;4;3;2;1;0
2019-06-12 19:11:59;186;48;28;55;12;7;4;3;2;1;0
2019-06-12 19:12:58;186;48;28;55;12;7;4;3;2;1;0
2019-06-12 19:13:59;186;48;28;55;12;7;4;3;2;1;0
2019-06-12 19:14:59;187;48;29;55;12;7;4;3;2;1;0
2019-06-12 19:15:58;187;48;29;55;12;7;4;3;2;1;0
2019-06-12 19:16:59;187;48;29;55;12;7;4;3;2;1;0
2019-06-12 19:17:58;187;48;29;55;12;7;4;3;2;1;0
2019-06-12 19:18:59;187;48;29;55;12;7;4;3;2;1;0
2019-06-12 19:19:59;187;48;29;55;12;7;4;3;2;1;0
2019-06-12 19:20:58;187;48;29;55;12;7;4;3;2;1;0
2019-06-12 19:21:59;187;48;29;55;12;7;4;3;2;1;0
2019-06-12 19:22:59;187;48;29;55;12;7;4;3;2;1;0
2019-06-12 19:23:58;187;48;29;55;12;7;4;3;2;1;0
2019-06-12 19:24:59;187;48;29;55;12;7;4;3;2;1;0
2019-06-12 19:25:59;188;48;29;55;12;8;4;3;2;1;0
2019-06-12 19:26:58;188;48;29;55;12;8;4;3;2;1;0
2019-06-12 19:27:59;188;48;29;55;12;8;4;3;2;1;0
2019-06-12 19:28:58;188;48;29;55;12;8;4;3;2;1;0
2019-06-12 19:29:59;188;48;29;55;12;8;4;3;2;1;0
2019-06-12 19:30:59;188;48;29;55;12;8;4;3;2;1;0
2019-06-12 19:31:58;188;48;29;55;12;8;4;3;2;1;0
2019-06-12 19:32:59;188;48;29;55;12;8;4;3;2;1;0
2019-06-12 19:33:59;188;48;29;55;12;8;4;3;2;1;0
2019-06-12 19:34:59;188;48;29;55;12;8;4;3;2;1;0
2019-06-12 19:35:58;188;48;29;55;12;8;4;3;2;1;0
2019-06-12 19:36:59;188;49;29;54;12;8;4;3;2;1;0
2019-06-12 19:37:58;189;49;29;54;12;8;4;3;2;2;0
2019-06-12 19:38:59;189;49;29;54;12;8;4;3;2;2;0
2019-06-12 19:39:59;189;49;29;54;12;8;4;3;2;2;0
2019-06-12 19:40:58;189;49;29;54;12;8;4;3;2;2;0
2019-06-12 19:41:59;189;49;29;54;12;8;4;3;2;2;0
2019-06-12 19:42:59;189;49;29;54;12;8;4;3;2;2;0
2019-06-12 19:43:58;189;49;29;54;12;8;4;3;2;2;0
2019-06-12 19:44:59;190;50;29;54;12;8;4;3;2;2;0
2019-06-12 19:45:59;190;50;29;54;12;8;4;3;2;2;0
2019-06-12 19:46:58;190;50;29;54;12;8;4;3;2;2;0
2019-06-12 19:47:59;191;50;30;54;12;8;4;3;2;2;0
2019-06-12 19:49:00;191;50;30;54;12;8;4;3;2;2;0
2019-06-12 19:49:58;191;50;30;54;12;8;4;3;2;2;0
2019-06-12 19:50:59;191;50;30;54;12;8;4;3;2;2;0
2019-06-12 19:51:59;192;50;30;54;12;8;4;3;2;2;0
2019-06-12 19:52:59;192;50;30;54;12;8;4;3;2;2;0
2019-06-12 19:54:00;192;50;30;54;12;8;4;3;2;2;0
2019-06-12 19:54:58;192;50;30;54;12;8;4;3;2;2;0
2019-06-12 19:55:59;192;50;30;54;12;8;4;3;2;2;0
2019-06-12 19:57:00;193;50;30;55;12;8;4;3;2;2;0
2019-06-12 19:57:58;193;50;30;55;12;8;4;3;2;2;0
2019-06-12 19:58:59;193;50;30;55;12;8;4;3;2;2;0
2019-06-12 20:00:00;193;50;30;55;12;8;4;3;2;2;0
2019-06-12 20:00:58;193;50;30;55;12;8;4;3;2;2;0
2019-06-12 20:01:59;193;50;30;55;12;8;4;3;2;2;0
2019-06-12 20:02:58;193;50;30;55;12;8;4;3;2;2;0
2019-06-12 20:03:59;193;50;30;55;12;8;4;3;2;2;0
2019-06-12 20:04:59;193;50;30;55;12;8;4;3;2;2;0
2019-06-12 20:05:59;193;50;30;55;12;8;4;3;2;2;0
2019-06-12 20:06:58;193;50;30;55;12;8;4;3;2;2;0
2019-06-12 20:07:59;193;50;30;55;12;8;4;3;2;2;0
2019-06-12 20:08:58;193;50;30;55;12;8;4;3;2;2;0
2019-06-12 20:09:59;194;50;30;55;12;8;4;3;3;2;0
2019-06-12 20:10:59;194;50;30;55;12;8;4;3;3;2;0
2019-06-12 20:11:58;195;50;30;55;12;8;4;4;3;2;0
2019-06-12 20:12:59;194;50;30;54;12;8;4;4;3;2;0
2019-06-12 20:13:59;194;50;30;54;12;8;4;4;3;2;0
2019-06-12 20:14:58;195;50;30;55;12;8;4;4;3;2;0
2019-06-12 20:15:59;195;50;30;55;12;8;4;4;3;2;0
2019-06-12 20:16:59;195;50;30;55;12;8;4;4;3;2;0
2019-06-12 20:17:59;196;50;30;56;12;8;4;4;3;2;0
2019-06-12 20:18:58;196;50;30;56;12;8;4;4;3;2;0
2019-06-12 20:19:59;196;50;30;56;12;8;4;4;3;2;0
2019-06-12 20:20:59;196;50;30;56;12;8;4;4;3;2;0
2019-06-12 20:21:58;197;50;30;56;12;9;4;4;3;2;0
2019-06-12 20:22:59;197;50;30;56;12;9;4;4;3;2;0
2019-06-12 20:23:59;197;50;30;56;12;9;4;4;3;2;0
2019-06-12 20:24:58;197;50;30;56;12;9;4;4;3;2;0
2019-06-12 20:25:59;197;50;30;56;12;9;4;4;3;2;0
2019-06-12 20:26:59;197;50;30;56;12;9;4;4;3;2;0
2019-06-12 20:27:58;197;50;30;56;12;9;4;4;3;2;0
2019-06-12 20:28:59;196;50;29;56;12;9;4;4;3;2;0
2019-06-12 20:29:58;196;50;29;56;12;9;4;4;3;2;0
2019-06-12 20:30:59;196;50;29;56;12;9;4;4;3;2;0
2019-06-12 20:31:59;196;50;29;56;12;9;4;4;3;2;0
2019-06-12 20:32:58;196;50;29;56;12;9;4;4;3;2;0
2019-06-12 20:33:59;196;50;29;56;12;9;4;4;3;2;0
2019-06-12 20:34:59;196;50;29;56;12;9;4;4;3;2;0
2019-06-12 20:35:58;196;50;29;56;12;9;4;4;3;2;0
2019-06-12 20:36:59;196;50;29;56;12;9;4;4;3;2;0
2019-06-12 20:37:59;196;50;29;56;12;9;4;4;3;2;0
2019-06-12 20:38:58;196;50;29;56;12;9;4;4;3;2;0
2019-06-12 20:39:59;196;50;29;56;12;9;4;4;3;2;0
2019-06-12 20:40:59;195;50;29;56;12;9;4;4;3;2;0
2019-06-12 20:41:58;195;50;29;56;12;9;4;4;3;2;0
2019-06-12 20:42:59;195;50;29;56;12;9;4;4;3;2;0
2019-06-12 20:43:58;196;51;29;56;12;9;4;4;3;2;0
2019-06-12 20:44:59;197;52;29;56;12;9;4;4;3;2;0
2019-06-12 20:45:59;197;52;29;56;12;9;4;4;3;2;0
2019-06-12 20:46:58;198;53;29;56;12;9;4;4;3;2;0
2019-06-12 20:47:59;198;53;29;56;12;9;4;4;3;2;0
2019-06-12 20:48:59;199;54;29;56;12;9;4;4;3;2;0
2019-06-12 20:49:58;200;55;29;56;12;9;4;4;3;2;0
2019-06-12 20:50:59;201;55;29;57;12;8;4;4;3;2;0
2019-06-12 20:51:59;201;55;29;57;12;8;4;4;3;2;0
2019-06-12 20:52:59;202;56;29;57;12;8;4;4;3;2;0
2019-06-12 20:53:58;203;57;29;57;12;8;4;4;3;2;0
2019-06-12 20:54:59;203;57;29;57;12;8;4;4;3;2;0
2019-06-12 20:55:59;204;58;29;57;12;8;4;4;3;2;0
2019-06-12 20:56:58;205;58;29;58;12;8;4;4;3;2;0
2019-06-12 20:57:59;205;58;29;58;12;8;4;4;3;2;0
2019-06-12 20:58:59;205;58;29;58;12;8;4;4;3;2;0
2019-06-12 20:59:58;205;58;29;58;12;8;4;4;3;2;0
2019-06-12 21:00:59;205;58;29;58;12;8;4;4;3;2;0
2019-06-12 21:01:59;205;58;29;58;12;8;4;4;3;2;0
2019-06-12 21:02:58;205;58;29;58;12;8;4;4;3;2;0
2019-06-12 21:03:59;205;58;29;58;12;8;4;4;3;2;0
2019-06-12 21:04:59;203;56;29;58;12;8;4;4;3;2;0
2019-06-12 21:05:58;203;56;29;58;12;8;4;4;3;2;0
2019-06-12 21:06:59;203;56;29;58;12;8;4;4;3;2;0
2019-06-12 21:07:59;203;56;29;58;12;8;4;4;3;2;0
2019-06-12 21:08:58;203;56;29;58;12;8;4;4;3;2;0
2019-06-12 21:09:59;203;56;29;58;12;8;4;4;3;2;0
2019-06-12 21:10:59;203;56;29;58;12;8;4;4;3;2;0
2019-06-12 21:11:58;204;56;30;58;12;8;4;4;3;2;0
2019-06-12 21:12:59;206;57;31;58;12;8;4;4;3;2;0
2019-06-12 21:13:59;207;57;32;58;12;8;4;4;3;2;0
2019-06-12 21:14:58;207;57;32;58;12;8;4;4;3;2;0
2019-06-12 21:15:59;207;57;32;58;12;8;4;4;3;2;0
2019-06-12 21:16:58;208;57;32;59;12;8;4;4;3;2;0
2019-06-12 21:17:59;209;57;32;60;12;8;4;4;3;2;0
2019-06-12 21:18:59;209;57;32;60;12;8;4;4;3;2;0
2019-06-12 21:19:58;209;57;32;60;12;8;4;4;3;2;0
2019-06-12 21:20:59;209;57;32;60;12;8;4;4;3;2;0
2019-06-12 21:21:59;209;57;32;61;12;8;4;4;3;2;0
2019-06-12 21:22:58;209;57;32;61;12;8;4;4;3;2;0
2019-06-12 21:23:59;210;58;32;61;12;8;4;4;3;2;0
2019-06-12 21:24:59;211;58;33;61;12;8;4;4;3;2;0
2019-06-12 21:25:58;211;58;33;61;12;8;4;4;3;2;0
2019-06-12 21:26:59;211;58;33;61;12;8;4;4;3;2;0
2019-06-12 21:27:59;212;58;34;61;12;8;4;4;3;2;0
2019-06-12 21:28:58;213;58;35;61;12;8;4;4;3;2;0
2019-06-12 21:29:59;213;58;35;61;12;8;4;4;3;2;0
2019-06-12 21:30:59;213;58;35;61;12;8;4;4;3;2;0
2019-06-12 21:31:58;213;58;35;61;12;8;4;4;3;2;0
2019-06-12 21:32:59;215;58;36;61;12;9;4;4;3;2;0
2019-06-12 21:33:59;216;59;36;61;12;9;4;4;3;2;0
2019-06-12 21:34:58;217;59;37;61;12;9;4;4;3;2;0
2019-06-12 21:35:59;218;59;37;61;12;9;4;4;3;2;0
2019-06-12 21:37:00;218;59;37;61;12;9;4;4;3;2;0
2019-06-12 21:37:58;218;59;37;61;12;9;4;4;3;2;0
2019-06-12 21:38:59;219;59;38;61;12;9;4;4;3;2;0
2019-06-12 21:39:58;219;59;38;61;12;9;4;4;3;2;0
2019-06-12 21:40:59;219;59;38;61;12;9;4;4;3;2;0
2019-06-12 21:41:59;219;59;38;61;12;9;4;4;3;2;0
2019-06-12 21:42:58;220;59;39;61;12;9;4;4;3;2;0
2019-06-12 21:43:59;220;59;39;61;12;9;4;4;3;2;0
2019-06-12 21:44:59;222;59;40;61;13;9;4;4;3;2;0
2019-06-12 21:45:58;223;59;41;61;13;9;4;4;3;2;0
2019-06-12 21:46:59;225;60;42;61;13;9;4;4;3;2;0
2019-06-12 21:47:58;225;60;42;61;13;9;4;4;3;2;0
2019-06-12 21:48:59;226;60;42;62;13;9;4;4;3;2;0
2019-06-12 21:49:58;227;60;43;62;13;9;4;4;3;2;0
2019-06-12 21:50:59;227;60;43;62;13;9;4;4;3;2;0
2019-06-12 21:51:59;227;60;43;62;13;9;4;4;3;2;0
2019-06-12 21:52:58;227;60;43;62;13;9;4;4;3;2;0
2019-06-12 21:53:59;227;60;42;63;13;9;4;4;3;2;0
2019-06-12 21:54:59;227;60;42;63;13;9;4;4;3;2;0
2019-06-12 21:55:58;228;60;42;64;13;9;4;4;3;2;0
2019-06-12 21:56:59;229;60;42;65;13;9;4;4;3;2;0
2019-06-12 21:57:58;230;60;41;66;13;9;4;4;3;2;0
2019-06-12 21:58:59;231;60;42;66;13;9;4;4;3;2;0
2019-06-12 21:59:59;231;60;42;66;13;9;4;4;3;2;0
2019-06-12 22:00:58;231;60;42;66;13;9;4;4;3;2;0
2019-06-12 22:01:59;232;60;43;66;13;9;4;4;3;2;0
2019-06-12 22:02:59;231;60;43;66;13;9;4;4;3;2;0
2019-06-12 22:03:59;232;60;44;66;13;9;4;4;3;2;0
2019-06-12 22:04:59;233;60;44;67;13;9;4;4;3;2;0
2019-06-12 22:05:59;233;60;44;67;13;9;4;4;3;2;0
2019-06-12 22:06:58;234;60;44;68;13;9;4;4;3;2;0
2019-06-12 22:07:59;234;60;44;68;13;9;4;4;3;2;0
