datetime;total_votes;madcore;bigmouse;leprovalentin;kilogramm;UncleDre;pupsique;megalomaniac;Есения;KOCTOPE3;HugoStiglitz
2019-02-13 07:27:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:28:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:29:58;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:30:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:31:58;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:32:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:33:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:34:58;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:35:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:36:58;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:37:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:38:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:39:58;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:40:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:41:58;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:42:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:43:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:44:58;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:45:58;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:46:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:47:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:48:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:49:58;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:50:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:51:58;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:52:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:53:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:54:58;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:55:59;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:56:58;62;8;14;0;12;5;2;0;3;0;2
2019-02-13 07:57:59;63;8;14;0;13;5;2;0;3;0;2
2019-02-13 07:58:59;63;8;14;0;13;5;2;0;3;0;2
2019-02-13 07:59:58;63;8;14;0;13;5;2;0;3;0;2
2019-02-13 08:00:59;63;8;14;0;13;5;2;0;3;0;2
2019-02-13 08:01:59;63;8;14;0;13;5;2;0;3;0;2
2019-02-13 08:02:58;63;8;14;0;13;5;2;0;3;0;2
2019-02-13 08:03:59;63;8;14;0;13;5;2;0;3;0;2
2019-02-13 08:04:59;63;8;14;0;13;5;2;0;3;0;2
2019-02-13 08:05:58;63;8;14;0;13;5;2;0;3;0;2
2019-02-13 08:06:59;63;8;14;0;13;5;2;0;3;0;2
2019-02-13 08:07:58;63;8;14;0;13;5;2;0;3;0;2
2019-02-13 08:08:59;63;8;14;0;13;5;2;0;3;0;2
2019-02-13 08:09:59;63;8;14;0;13;5;2;0;3;0;2
2019-02-13 08:10:58;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:11:59;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:12:59;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:13:58;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:14:59;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:15:59;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:16:58;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:17:59;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:18:59;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:19:58;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:20:59;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:21:58;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:22:59;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:24:00;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:24:58;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:25:59;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:26:59;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:27:59;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:28:58;64;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:29:59;65;8;14;0;13;5;3;0;3;0;2
2019-02-13 08:30:59;66;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:31:58;66;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:32:59;66;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:33:59;66;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:34:58;66;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:35:59;66;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:36:59;66;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:37:58;66;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:38:59;66;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:39:58;66;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:40:59;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:41:59;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:42:58;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:43:59;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:44:59;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:45:58;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:46:59;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:47:58;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:48:59;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:49:59;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:50:58;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:51:59;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:52:59;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:53:59;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:54:58;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:55:59;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:56:58;67;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:57:59;68;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:58:58;68;8;15;0;13;5;3;0;3;0;2
2019-02-13 08:59:59;68;8;15;0;13;5;3;0;3;0;2
2019-02-13 09:00:59;68;8;15;0;13;5;3;0;3;0;2
2019-02-13 09:01:58;68;8;15;0;13;5;3;0;3;0;2
2019-02-13 09:02:59;68;8;15;0;13;5;3;0;3;0;2
2019-02-13 09:03:58;68;8;15;0;13;5;3;0;3;0;2
2019-02-13 09:04:59;68;8;15;0;13;5;3;0;3;0;2
2019-02-13 09:05:58;68;8;15;0;13;5;3;0;3;0;2
2019-02-13 09:06:59;68;8;15;0;13;5;3;0;3;0;2
2019-02-13 09:07:58;68;8;15;0;13;5;3;0;3;0;2
2019-02-13 09:08:59;68;8;15;0;13;5;3;0;3;0;2
2019-02-13 09:10:00;68;8;15;0;13;5;3;0;3;0;2
2019-02-13 09:10:58;68;8;15;0;13;5;3;0;3;0;2
2019-02-13 09:11:59;68;8;15;0;13;5;3;0;3;0;2
2019-02-13 09:12:58;69;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:13:59;69;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:14:59;69;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:15:58;69;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:16:59;69;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:17:59;69;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:18:58;69;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:19:59;69;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:20:58;69;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:21:59;70;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:22:59;70;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:23:58;70;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:24:59;70;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:25:59;70;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:26:58;71;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:27:59;71;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:28:59;71;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:29:58;70;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:30:59;70;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:31:58;70;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:32:59;70;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:33:59;71;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:34:58;71;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:35:59;71;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:36:58;72;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:37:59;72;8;15;0;14;5;3;0;3;0;2
2019-02-13 09:38:59;73;8;15;0;15;5;3;0;3;0;2
2019-02-13 09:39:58;73;8;15;0;15;5;3;0;3;0;2
2019-02-13 09:40:59;74;8;16;0;15;5;3;0;3;0;2
2019-02-13 09:41:59;74;8;16;0;15;5;3;0;3;0;2
2019-02-13 09:42:58;74;8;16;0;15;5;3;0;3;0;2
2019-02-13 09:43:59;74;8;16;0;15;5;3;0;3;0;2
2019-02-13 09:44:59;74;8;16;0;15;5;3;0;3;0;2
2019-02-13 09:45:58;74;8;16;0;15;5;3;0;3;0;2
2019-02-13 09:46:59;75;8;16;0;15;5;3;0;3;0;2
2019-02-13 09:47:58;75;8;16;0;15;5;3;0;3;0;2
2019-02-13 09:48:59;75;8;16;0;15;5;3;0;3;0;2
2019-02-13 09:49:59;75;8;16;0;15;5;3;0;3;0;2
2019-02-13 09:50:58;76;8;16;0;15;5;3;0;3;2;2
2019-02-13 09:51:59;76;8;16;0;15;5;3;0;3;2;2
2019-02-13 09:52:59;76;8;16;0;15;5;3;0;3;2;2
2019-02-13 09:53:58;76;8;16;0;15;5;3;0;3;2;2
2019-02-13 09:54:59;76;8;16;0;15;5;3;0;3;2;2
2019-02-13 09:55:59;76;8;16;0;15;5;3;0;3;2;2
2019-02-13 09:56:58;77;8;17;0;15;5;3;0;3;2;2
2019-02-13 09:57:59;77;8;17;0;15;5;3;0;3;2;2
2019-02-13 09:58:59;77;8;17;0;15;5;3;0;3;2;2
2019-02-13 09:59:58;77;8;17;0;15;5;3;0;3;2;2
2019-02-13 10:00:59;77;8;17;0;15;5;3;0;3;2;2
2019-02-13 10:01:58;78;8;17;0;15;5;3;0;3;2;3
2019-02-13 10:02:59;78;8;17;0;15;5;3;0;3;2;3
2019-02-13 10:03:59;78;8;17;0;15;5;3;0;3;2;3
2019-02-13 10:04:58;78;8;17;0;15;5;3;0;3;2;3
2019-02-13 10:05:59;79;8;17;0;16;5;3;0;3;2;3
2019-02-13 10:06:59;79;8;17;0;16;5;3;0;3;2;3
2019-02-13 10:07:58;79;7;18;0;16;5;3;0;3;2;3
2019-02-13 10:08:59;79;7;18;0;16;5;3;0;3;2;3
2019-02-13 10:09:59;79;7;18;0;16;5;3;0;3;2;3
2019-02-13 10:10:58;79;7;18;0;16;5;3;0;3;2;3
2019-02-13 10:11:59;79;7;18;0;16;5;3;0;3;2;3
2019-02-13 10:12:59;79;7;18;0;16;5;3;0;3;2;3
2019-02-13 10:13:58;80;7;18;0;16;5;3;0;3;3;3
2019-02-13 10:14:59;81;7;18;0;16;5;3;0;3;3;3
2019-02-13 10:15:58;81;7;18;0;16;5;3;0;3;3;3
2019-02-13 10:16:59;81;7;18;0;16;5;3;0;3;3;3
2019-02-13 10:17:58;81;7;18;0;16;5;3;0;3;3;3
2019-02-13 10:18:59;81;7;18;0;16;5;3;0;3;3;3
2019-02-13 10:19:59;81;7;18;0;16;5;3;0;3;3;3
2019-02-13 10:20:58;81;7;18;0;16;5;3;0;3;3;3
2019-02-13 10:21:59;82;7;18;0;16;5;3;0;3;3;3
2019-02-13 10:22:59;82;7;18;0;16;5;3;0;3;3;3
2019-02-13 10:23:58;84;8;19;0;16;5;3;0;3;3;3
2019-02-13 10:24:59;84;8;19;0;16;5;3;0;3;3;3
2019-02-13 10:25:59;84;8;19;0;16;5;3;0;3;3;3
2019-02-13 10:26:58;84;8;19;0;16;5;3;0;3;3;3
2019-02-13 10:27:59;84;8;19;0;16;5;3;0;3;3;3
2019-02-13 10:28:59;85;8;19;0;16;5;4;0;3;3;3
2019-02-13 10:29:58;85;8;19;0;16;5;4;0;3;3;3
2019-02-13 10:30:59;86;9;19;0;16;5;4;0;3;3;3
2019-02-13 10:31:59;86;9;19;0;16;5;4;0;3;3;3
2019-02-13 10:32:58;87;9;19;0;16;5;4;0;3;3;3
2019-02-13 10:33:59;87;9;19;0;16;5;4;0;3;3;3
2019-02-13 10:34:58;87;9;19;0;16;5;4;0;3;3;3
2019-02-13 10:35:59;88;10;19;0;16;5;4;0;3;3;3
2019-02-13 10:36:59;88;10;19;0;16;5;4;0;3;3;3
2019-02-13 10:37:58;88;10;19;0;16;5;4;0;3;3;3
2019-02-13 10:38:59;88;10;19;0;16;5;4;0;3;3;3
2019-02-13 10:39:59;88;10;19;0;16;5;4;0;3;3;3
2019-02-13 10:40:58;88;10;19;0;16;5;4;0;3;3;3
2019-02-13 10:41:59;88;10;19;0;16;5;4;0;3;3;3
2019-02-13 10:42:59;88;10;19;0;16;5;4;0;3;3;3
2019-02-13 10:43:58;88;10;19;0;16;5;4;0;3;3;3
2019-02-13 10:44:59;88;10;19;0;16;5;4;0;3;3;3
2019-02-13 10:45:59;88;10;19;0;16;5;4;0;3;3;3
2019-02-13 10:46:58;88;10;19;0;16;5;4;0;3;3;3
2019-02-13 10:47:59;88;10;19;0;16;5;4;0;3;3;3
2019-02-13 10:48:59;88;10;19;0;16;5;4;0;3;3;3
2019-02-13 10:49:58;89;10;19;0;17;5;4;0;3;3;3
2019-02-13 10:50:59;89;10;19;0;17;5;4;0;3;3;3
2019-02-13 10:51:58;89;10;19;0;17;5;4;0;3;3;3
2019-02-13 10:52:59;89;10;19;0;17;5;4;0;3;3;3
2019-02-13 10:53:59;90;10;19;0;17;5;4;0;4;3;3
2019-02-13 10:54:58;90;10;19;0;17;5;4;0;4;3;3
2019-02-13 10:55:59;90;10;19;0;17;5;4;0;4;3;3
2019-02-13 10:56:59;90;10;19;0;17;5;4;0;4;3;3
2019-02-13 10:57:58;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 10:58:59;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 10:59:58;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 11:00:59;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 11:01:59;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 11:02:58;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 11:03:59;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 11:04:59;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 11:05:58;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 11:06:59;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 11:07:59;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 11:08:58;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 11:09:59;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 11:10:59;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 11:11:58;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 11:12:59;91;10;19;0;17;6;4;0;4;3;3
2019-02-13 11:13:59;92;10;19;0;17;6;5;0;4;3;3
2019-02-13 11:14:58;92;10;19;0;17;6;5;0;4;3;3
2019-02-13 11:15:59;92;10;19;0;17;6;5;0;4;3;3
2019-02-13 11:16:58;92;10;19;0;17;6;5;0;4;3;3
2019-02-13 11:17:59;93;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:18:58;93;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:19:59;93;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:20:59;93;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:21:58;93;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:22:59;93;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:23:59;93;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:24:58;93;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:25:59;93;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:26:59;93;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:27:58;93;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:28:59;93;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:29:58;93;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:30:59;93;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:31:59;93;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:32:58;94;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:33:59;94;10;20;0;17;6;5;0;4;3;3
2019-02-13 11:34:59;95;10;21;0;17;6;5;0;4;3;3
2019-02-13 11:35:58;96;10;21;0;17;6;5;0;5;3;3
2019-02-13 11:36:59;96;10;21;0;17;6;5;0;5;3;3
2019-02-13 11:37:58;96;10;21;0;17;6;5;0;5;3;3
2019-02-13 11:38:59;96;10;21;0;17;6;5;0;5;3;3
2019-02-13 11:39:58;96;10;21;0;17;6;5;0;5;3;3
2019-02-13 11:40:59;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:41:59;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:42:58;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:43:59;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:44:59;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:45:58;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:46:59;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:47:59;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:48:58;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:49:59;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:50:59;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:51:58;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:52:59;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:53:59;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:54:58;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:55:59;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:56:58;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:57:59;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:58:59;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 11:59:58;97;10;22;0;17;6;5;0;5;3;3
2019-02-13 12:00:59;98;10;22;0;17;6;5;0;5;3;3
2019-02-13 12:01:59;98;10;22;0;17;6;5;0;5;3;3
2019-02-13 12:02:58;98;10;22;0;17;6;5;0;5;3;3
2019-02-13 12:03:59;98;10;22;0;17;6;5;0;5;3;3
2019-02-13 12:04:59;98;10;22;0;17;6;5;0;5;3;3
2019-02-13 12:05:58;98;10;22;0;17;6;5;0;5;3;3
2019-02-13 12:06:59;98;10;22;0;17;6;5;0;5;3;3
2019-02-13 12:07:58;98;10;22;0;17;6;5;0;5;3;3
2019-02-13 12:08:59;98;10;22;0;17;6;5;0;5;3;3
2019-02-13 12:09:59;98;10;22;0;17;6;5;0;5;3;3
2019-02-13 12:10:58;99;10;23;0;17;6;5;0;5;3;3
2019-02-13 12:11:59;100;10;24;0;17;6;5;0;5;3;3
2019-02-13 12:12:59;100;10;24;0;17;6;5;0;5;3;3
2019-02-13 12:13:58;101;10;25;0;17;6;5;0;5;3;3
2019-02-13 12:14:59;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:15:58;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:16:59;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:17:59;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:18:58;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:19:59;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:20:59;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:21:58;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:22:59;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:23:58;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:24:59;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:25:59;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:26:58;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:27:59;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:28:59;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:29:58;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:30:59;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:31:59;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:32:58;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:33:59;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:34:59;102;10;26;0;17;6;5;0;5;3;3
2019-02-13 12:35:58;103;10;26;0;17;7;5;0;5;3;3
2019-02-13 12:36:59;103;10;26;0;17;7;5;0;5;3;3
2019-02-13 12:37:58;103;10;26;0;17;7;5;0;5;3;3
2019-02-13 12:38:59;104;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:39:59;104;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:40:58;104;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:41:59;104;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:42:59;104;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:43:58;104;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:44:59;104;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:46:00;104;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:46:58;104;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:47:59;104;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:48:58;104;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:49:59;104;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:50:59;104;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:51:58;104;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:52:59;103;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:53:58;103;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:54:59;103;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:55:59;103;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:56:58;103;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:57:59;103;11;26;0;17;7;5;0;5;3;3
2019-02-13 12:58:59;105;12;26;0;17;8;5;0;5;3;3
2019-02-13 12:59:58;105;12;26;0;17;8;5;0;5;3;3
2019-02-13 13:00:59;105;12;26;0;17;8;5;0;5;3;3
2019-02-13 13:01:59;105;12;26;0;17;8;5;0;5;3;3
2019-02-13 13:02:58;105;12;26;0;17;8;5;0;5;3;3
2019-02-13 13:03:59;105;12;26;0;17;8;5;0;5;3;3
2019-02-13 13:04:58;105;12;26;0;17;8;5;0;5;3;3
2019-02-13 13:05:59;105;12;26;0;17;8;5;0;5;3;3
2019-02-13 13:06:59;106;12;27;0;17;8;5;0;5;3;3
2019-02-13 13:07:58;106;12;27;0;17;8;5;0;5;3;3
2019-02-13 13:08:59;106;12;27;0;17;8;5;0;5;3;3
2019-02-13 13:09:59;106;12;27;0;17;8;5;0;5;3;3
2019-02-13 13:10:58;106;12;27;0;17;8;5;0;5;3;3
2019-02-13 13:11:59;106;12;27;0;17;8;5;0;5;3;3
2019-02-13 13:12:59;106;12;27;0;17;8;5;0;5;3;3
2019-02-13 13:13:58;106;12;27;0;17;8;5;0;5;3;3
2019-02-13 13:14:59;106;12;27;0;17;8;5;0;5;3;3
2019-02-13 13:15:59;106;12;27;0;17;8;5;0;5;3;3
2019-02-13 13:16:58;106;12;27;0;17;8;5;0;5;3;3
2019-02-13 13:17:59;106;12;27;0;17;8;5;0;5;3;3
2019-02-13 13:18:58;106;12;27;0;17;8;5;0;5;3;3
2019-02-13 13:19:59;107;12;27;0;17;8;5;0;5;3;3
2019-02-13 13:20:59;108;12;27;0;17;8;6;0;5;3;3
2019-02-13 13:21:58;108;12;27;0;17;8;6;0;5;3;3
2019-02-13 13:22:59;108;12;27;0;17;8;6;0;5;3;3
2019-02-13 13:23:59;108;12;27;0;17;8;6;0;5;3;3
2019-02-13 13:24:58;108;12;27;0;17;8;6;0;5;3;3
2019-02-13 13:25:59;108;12;27;0;17;8;6;0;5;3;3
2019-02-13 13:26:58;108;12;27;0;17;8;6;0;5;3;3
2019-02-13 13:27:59;108;12;27;0;17;8;6;0;5;3;3
2019-02-13 13:28:59;109;12;27;0;17;8;6;0;5;3;3
2019-02-13 13:29:58;110;13;27;0;17;8;6;0;5;3;3
2019-02-13 13:30:59;111;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:31:59;111;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:32:58;111;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:33:59;111;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:34:59;111;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:35:58;111;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:36:59;111;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:37:58;111;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:38:59;111;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:39:59;111;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:40:58;111;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:41:59;112;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:42:59;112;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:43:58;112;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:44:59;112;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:45:59;112;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:46:58;112;13;28;0;17;8;6;0;5;3;3
2019-02-13 13:47:59;113;13;29;0;17;8;6;0;5;3;3
2019-02-13 13:49:00;114;13;30;0;17;8;6;0;5;3;3
2019-02-13 13:49:58;114;13;30;0;17;8;6;0;5;3;3
2019-02-13 13:50:59;114;13;30;0;17;8;6;0;5;3;3
2019-02-13 13:51:58;114;13;30;0;17;8;6;0;5;3;3
2019-02-13 13:52:59;114;13;30;0;17;8;6;0;5;3;3
2019-02-13 13:53:58;114;13;30;0;17;8;6;0;5;3;3
2019-02-13 13:54:59;114;13;30;0;17;8;6;0;5;3;3
2019-02-13 13:56:00;114;13;30;0;17;8;6;0;5;3;3
2019-02-13 13:56:58;114;13;30;0;17;8;6;0;5;3;3
2019-02-13 13:57:59;114;13;30;0;17;8;6;0;5;3;3
2019-02-13 13:58:58;114;13;30;0;17;8;6;0;5;3;3
2019-02-13 13:59:59;114;13;30;0;17;8;6;0;5;3;3
2019-02-13 14:00:59;114;13;30;0;17;8;6;0;5;3;3
2019-02-13 14:01:58;114;13;30;0;17;8;6;0;5;3;3
2019-02-13 14:02:59;114;13;30;0;17;8;6;0;5;3;3
2019-02-13 14:03:59;114;13;30;0;17;8;6;0;5;3;3
