datetime;total_votes;xtend;GlobetrotterXL;vjik;norpo;FRANNI;Есения;GraGal;kotophalk;kn;brammator
2021-03-10 14:46:59;168;44;55;12;7;4;6;7;4;0;3
2021-03-10 14:47:58;168;44;55;12;7;4;6;7;4;0;3
2021-03-10 14:48:59;168;44;55;12;7;4;6;7;4;0;3
2021-03-10 14:49:58;168;44;55;12;7;4;6;7;4;0;3
2021-03-10 14:50:59;168;44;55;12;7;4;6;7;4;0;3
2021-03-10 14:51:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 14:52:58;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 14:53:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 14:54:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 14:55:58;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 14:56:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 14:57:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 14:58:58;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 14:59:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:00:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:01:58;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:02:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:03:58;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:04:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:05:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:06:58;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:07:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:08:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:10:00;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:10:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:11:58;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:12:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:13:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:14:58;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:15:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:16:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:17:58;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:18:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:19:58;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:20:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:21:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:22:58;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:23:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:24:58;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:25:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:26:59;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:27:58;169;44;56;12;7;4;6;7;4;0;3
2021-03-10 15:28:59;170;44;57;12;7;4;6;7;4;0;3
2021-03-10 15:29:59;170;44;57;12;7;4;6;7;4;0;3
2021-03-10 15:30:58;170;44;57;12;7;4;6;7;4;0;3
2021-03-10 15:31:59;170;44;57;12;7;4;6;7;4;0;3
2021-03-10 15:32:59;170;44;57;12;7;4;6;7;4;0;3
2021-03-10 15:33:58;171;45;57;12;7;4;6;7;4;0;3
2021-03-10 15:34:59;171;45;57;12;7;4;6;7;4;0;3
2021-03-10 15:35:59;171;45;57;12;7;4;6;7;4;0;3
2021-03-10 15:36:58;172;45;58;12;7;4;6;7;4;0;3
2021-03-10 15:37:59;172;45;58;12;7;4;6;7;4;0;3
2021-03-10 15:38:58;172;45;58;12;7;4;6;7;4;0;3
2021-03-10 15:39:59;172;45;58;12;7;4;6;7;4;0;3
2021-03-10 15:40:59;172;45;58;12;7;4;6;7;4;0;3
2021-03-10 15:41:58;172;45;58;12;7;4;6;7;4;0;3
2021-03-10 15:42:59;172;45;58;12;7;4;6;7;4;0;3
2021-03-10 15:43:58;172;45;58;12;7;4;6;7;4;0;3
2021-03-10 15:44:59;172;45;58;12;7;4;6;7;4;0;3
2021-03-10 15:45:59;173;45;58;12;7;4;6;7;4;0;3
2021-03-10 15:46:58;173;45;58;12;7;4;6;7;4;0;3
2021-03-10 15:47:59;173;45;58;12;7;4;6;7;4;0;3
2021-03-10 15:49:00;174;45;59;12;7;4;6;7;4;0;3
2021-03-10 15:49:58;174;45;59;12;7;4;6;7;4;0;3
2021-03-10 15:50:59;174;45;59;12;7;4;6;7;4;0;3
2021-03-10 15:51:59;174;45;59;12;7;4;6;7;4;0;3
2021-03-10 15:52:58;174;45;59;12;7;4;6;7;4;0;3
2021-03-10 15:53:59;175;46;59;11;7;4;6;7;4;2;3
2021-03-10 15:55:00;175;46;59;11;7;4;6;7;4;2;3
2021-03-10 15:55:58;175;46;59;11;7;4;6;7;4;2;3
2021-03-10 15:56:59;175;46;59;11;7;4;6;7;4;2;3
2021-03-10 15:57:58;175;46;59;11;7;4;6;7;4;2;3
2021-03-10 15:58:59;175;46;59;11;7;4;6;7;4;2;3
2021-03-10 15:59:59;175;46;59;11;7;4;6;7;4;2;3
2021-03-10 16:00:58;175;46;59;11;7;4;6;7;4;2;3
2021-03-10 16:01:59;175;46;59;11;7;4;6;7;4;2;3
2021-03-10 16:02:59;175;46;59;11;7;4;6;7;4;2;3
2021-03-10 16:03:58;175;46;59;11;7;4;6;7;4;2;3
2021-03-10 16:04:59;175;46;59;11;7;4;6;7;4;2;3
2021-03-10 16:05:58;176;47;60;10;7;4;6;7;4;2;3
2021-03-10 16:06:59;176;47;60;10;7;4;6;7;4;2;3
2021-03-10 16:07:58;176;47;60;10;7;4;6;7;4;2;3
2021-03-10 16:08:59;176;47;60;10;7;4;6;7;4;2;3
2021-03-10 16:09:58;176;47;60;10;7;4;6;7;4;2;3
2021-03-10 16:10:59;176;47;60;10;7;4;6;7;4;2;3
2021-03-10 16:11:59;176;47;60;10;7;4;6;7;4;2;3
2021-03-10 16:12:58;176;47;60;10;7;4;6;7;4;2;3
2021-03-10 16:13:59;176;47;60;10;7;4;6;7;4;2;3
2021-03-10 16:14:59;178;48;61;10;7;4;6;7;4;2;3
2021-03-10 16:15:58;178;48;61;10;7;4;6;7;4;2;3
2021-03-10 16:16:59;178;48;61;10;7;4;6;7;4;2;3
2021-03-10 16:17:59;178;48;61;10;7;4;6;7;4;2;3
2021-03-10 16:18:58;178;48;61;10;7;4;6;7;4;2;3
2021-03-10 16:19:59;178;48;61;10;7;4;6;7;4;2;3
2021-03-10 16:20:58;178;48;61;10;7;4;6;7;4;2;3
2021-03-10 16:21:59;179;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:22:59;179;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:23:58;179;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:24:59;178;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:25:58;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:26:59;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:27:58;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:28:59;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:29:59;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:30:58;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:31:59;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:32:59;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:33:59;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:34:58;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:35:59;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:36:59;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:37:58;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:38:59;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:39:59;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:40:58;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:41:59;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:42:59;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:43:58;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:44:59;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:45:59;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:46:58;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:47:59;177;48;62;10;7;4;6;7;4;2;3
2021-03-10 16:48:58;178;48;63;10;7;4;6;7;4;2;3
2021-03-10 16:49:59;178;48;63;10;7;4;6;7;4;2;3
2021-03-10 16:50:59;178;48;63;10;7;4;6;7;4;2;3
2021-03-10 16:51:58;178;48;63;10;7;4;6;7;4;2;3
2021-03-10 16:52:59;178;48;63;10;7;4;6;7;4;2;3
2021-03-10 16:53:59;178;48;63;10;7;4;6;7;4;2;3
2021-03-10 16:54:58;178;48;63;10;7;4;6;7;4;2;3
2021-03-10 16:55:59;179;48;63;10;7;4;6;7;4;2;3
2021-03-10 16:56:58;179;48;63;10;7;4;6;7;4;2;3
2021-03-10 16:57:59;179;48;63;10;7;4;6;7;4;2;3
2021-03-10 16:59:00;179;48;63;10;7;4;6;7;4;2;3
2021-03-10 16:59:58;179;48;63;10;7;4;6;7;4;2;3
2021-03-10 17:00:59;179;48;63;10;7;4;6;7;4;2;3
2021-03-10 17:01:59;179;48;63;10;7;4;6;7;4;2;3
2021-03-10 17:02:59;179;48;63;10;7;4;6;7;4;2;3
2021-03-10 17:03:58;179;48;63;10;7;4;6;7;4;2;3
2021-03-10 17:04:59;179;48;63;10;7;4;6;7;4;2;3
2021-03-10 17:05:58;180;48;64;10;7;4;6;7;4;2;3
2021-03-10 17:06:59;180;48;64;10;7;4;6;7;4;2;3
2021-03-10 17:07:59;180;48;64;10;7;4;6;7;4;2;3
2021-03-10 17:08:58;180;48;64;10;7;4;6;7;4;2;3
2021-03-10 17:09:59;180;48;64;10;7;4;6;7;4;2;3
2021-03-10 17:10:59;181;48;65;10;7;4;6;7;4;2;3
2021-03-10 17:11:58;181;48;65;10;7;4;6;7;4;2;3
2021-03-10 17:12:59;181;48;65;10;7;4;6;7;4;2;3
2021-03-10 17:13:59;181;48;65;10;7;4;6;7;4;2;3
2021-03-10 17:14:58;181;48;65;10;7;4;6;7;4;2;3
2021-03-10 17:15:59;181;48;65;10;7;4;6;7;4;2;3
2021-03-10 17:17:00;181;48;65;10;7;4;6;7;4;2;3
2021-03-10 17:17:58;181;48;65;10;7;4;6;7;4;2;3
2021-03-10 17:18:59;181;48;65;10;7;4;6;7;4;2;3
2021-03-10 17:20:00;181;48;65;10;7;4;6;7;4;2;3
2021-03-10 17:20:58;181;48;65;10;7;4;6;7;4;2;3
2021-03-10 17:21:59;181;48;65;10;7;4;6;7;4;2;3
2021-03-10 17:22:59;182;49;65;10;7;4;6;7;4;2;3
2021-03-10 17:23:59;182;49;65;10;7;4;6;7;4;2;3
2021-03-10 17:24:58;182;49;65;10;7;4;6;7;4;2;3
2021-03-10 17:25:59;182;49;65;10;7;4;6;7;4;2;3
2021-03-10 17:26:59;182;49;65;10;7;4;6;7;4;2;3
2021-03-10 17:27:58;182;49;65;10;7;4;6;7;4;2;3
2021-03-10 17:28:59;183;50;65;10;7;4;6;7;4;2;3
2021-03-10 17:29:58;183;50;65;10;7;4;6;7;4;2;3
2021-03-10 17:30:59;184;50;65;10;7;4;6;7;4;0;3
2021-03-10 17:31:59;184;50;65;10;7;4;6;7;4;0;3
2021-03-10 17:32:58;184;50;65;10;7;4;6;7;4;0;3
2021-03-10 17:33:59;184;50;65;10;7;4;6;7;4;0;3
2021-03-10 17:34:59;184;50;65;10;7;4;6;7;4;0;3
2021-03-10 17:35:58;185;51;65;10;7;4;6;7;4;0;3
2021-03-10 17:36:59;185;51;65;10;7;4;6;7;4;0;3
2021-03-10 17:38:00;185;51;65;10;7;4;6;7;4;0;3
2021-03-10 17:38:58;185;51;65;10;7;4;6;7;4;0;3
2021-03-10 17:39:59;185;51;65;10;7;4;6;7;4;0;3
2021-03-10 17:40:58;185;51;65;10;7;4;6;7;4;0;3
2021-03-10 17:41:59;185;51;65;10;7;4;6;7;4;0;3
2021-03-10 17:42:59;185;51;65;10;7;4;6;7;4;0;3
2021-03-10 17:43:59;185;51;65;10;7;4;6;7;4;0;3
2021-03-10 17:44:58;186;51;65;10;7;4;6;7;5;0;3
2021-03-10 17:45:59;186;51;65;10;7;4;6;7;5;0;3
2021-03-10 17:46:59;186;51;65;10;7;4;6;7;5;0;3
2021-03-10 17:47:58;186;51;65;10;7;4;6;7;5;0;3
2021-03-10 17:48:59;186;51;65;10;7;4;6;7;5;0;3
2021-03-10 17:49:59;186;51;65;10;7;4;6;7;5;0;3
2021-03-10 17:50:59;186;51;65;10;7;4;6;7;5;0;3
2021-03-10 17:51:58;186;51;65;10;7;4;6;7;5;0;3
2021-03-10 17:52:59;186;51;65;10;7;4;6;7;5;0;3
2021-03-10 17:53:58;186;51;65;10;7;4;6;7;5;0;3
2021-03-10 17:54:59;186;51;65;10;7;4;6;7;5;0;3
2021-03-10 17:55:59;186;51;65;10;7;4;6;7;5;0;3
2021-03-10 17:56:58;186;51;65;10;7;4;6;7;5;0;3
2021-03-10 17:57:59;187;51;66;10;7;4;6;7;5;0;3
2021-03-10 17:58:59;188;52;66;10;7;4;6;7;5;0;3
2021-03-10 17:59:58;188;52;66;10;7;4;6;7;5;0;3
2021-03-10 18:00:59;188;52;66;10;7;4;6;7;5;0;3
2021-03-10 18:01:59;188;52;66;10;7;4;6;7;5;0;3
2021-03-10 18:02:58;188;52;66;10;7;4;6;7;5;0;3
2021-03-10 18:03:59;188;52;66;10;7;4;6;7;5;0;3
2021-03-10 18:04:59;188;52;66;10;7;4;6;7;5;0;3
2021-03-10 18:05:58;188;52;66;10;7;4;6;7;5;0;3
2021-03-10 18:06:59;188;52;66;10;7;4;6;7;5;0;3
2021-03-10 18:07:59;188;52;66;10;7;4;6;7;5;0;3
2021-03-10 18:08:58;188;52;66;10;7;4;6;7;5;0;3
2021-03-10 18:09:59;188;52;66;10;7;4;6;7;5;0;3
2021-03-10 18:10:58;189;53;66;10;7;4;6;7;5;0;3
2021-03-10 18:11:59;189;53;66;10;7;4;6;7;5;0;3
2021-03-10 18:12:59;190;53;66;10;7;5;6;7;5;0;3
2021-03-10 18:13:58;190;53;66;10;7;5;6;7;5;0;3
2021-03-10 18:14:59;190;53;66;10;7;5;6;7;5;0;3
2021-03-10 18:15:58;190;53;66;10;7;5;6;7;5;0;3
2021-03-10 18:16:59;191;54;66;10;7;5;6;7;5;0;3
2021-03-10 18:17:59;191;54;66;10;7;5;6;7;5;0;3
2021-03-10 18:18:58;192;55;66;10;7;5;6;7;5;0;3
2021-03-10 18:19:59;192;55;66;10;7;5;6;7;5;0;3
2021-03-10 18:20:59;192;55;66;10;7;5;6;7;5;0;3
2021-03-10 18:21:58;192;55;66;10;7;5;6;7;5;0;3
2021-03-10 18:22:59;192;55;66;10;7;5;6;7;5;0;3
2021-03-10 18:23:59;193;55;65;10;7;5;6;7;5;0;3
2021-03-10 18:24:58;193;55;65;10;7;5;6;7;5;0;3
2021-03-10 18:25:59;193;55;65;10;7;5;6;7;5;0;3
2021-03-10 18:26:58;193;55;65;10;7;5;6;7;5;0;3
2021-03-10 18:27:59;193;55;65;10;7;5;6;7;5;0;3
2021-03-10 18:29:00;193;55;65;10;7;5;6;7;5;0;3
2021-03-10 18:29:58;194;56;65;10;7;5;6;7;5;0;3
2021-03-10 18:30:59;194;56;65;10;7;5;6;7;5;0;3
2021-03-10 18:31:59;195;56;66;10;7;5;6;7;5;0;3
2021-03-10 18:32:58;195;56;66;10;7;5;6;7;5;0;3
2021-03-10 18:33:59;195;56;66;10;7;5;6;7;5;0;3
2021-03-10 18:34:59;195;56;66;10;7;5;6;7;5;0;3
2021-03-10 18:35:58;195;56;66;10;7;5;6;7;5;0;3
2021-03-10 18:36:59;195;56;66;10;7;5;6;7;5;0;3
2021-03-10 18:37:59;195;57;65;10;7;5;6;7;5;0;3
2021-03-10 18:38:58;195;57;65;10;7;5;6;7;5;0;3
2021-03-10 18:39:59;195;57;65;10;7;5;6;7;5;0;3
2021-03-10 18:40:59;195;57;65;10;7;5;6;7;5;0;3
2021-03-10 18:41:58;195;57;65;10;7;5;6;7;5;0;3
2021-03-10 18:42:59;195;57;65;10;7;5;6;7;5;0;3
2021-03-10 18:43:58;196;57;66;10;7;5;6;7;5;0;3
2021-03-10 18:44:59;196;57;66;10;7;5;6;7;5;0;3
2021-03-10 18:45:59;196;57;66;10;7;5;6;7;5;0;3
2021-03-10 18:46:58;196;57;66;10;7;5;6;7;5;0;3
2021-03-10 18:47:59;197;58;66;10;7;5;6;7;5;0;3
2021-03-10 18:48:58;197;59;66;9;7;5;6;7;5;0;3
2021-03-10 18:49:59;198;59;67;9;7;5;6;7;5;0;3
2021-03-10 18:50:59;198;59;67;9;7;5;6;7;5;0;3
2021-03-10 18:51:58;198;59;67;9;7;5;6;7;5;0;3
2021-03-10 18:52:59;198;59;67;9;7;5;6;7;5;0;3
2021-03-10 18:53:59;198;59;67;9;7;5;6;7;5;0;3
2021-03-10 18:54:58;198;59;67;9;7;5;6;7;5;0;3
2021-03-10 18:55:59;198;60;67;9;7;5;6;7;5;0;3
2021-03-10 18:56:59;198;59;67;9;7;5;6;7;5;0;3
2021-03-10 18:57:58;198;59;67;9;7;5;6;7;5;0;3
2021-03-10 18:58:59;198;59;67;9;7;5;6;7;5;0;3
2021-03-10 18:59:58;198;59;67;9;7;5;6;7;5;0;3
2021-03-10 19:00:59;198;59;67;9;7;5;6;7;5;0;3
2021-03-10 19:01:58;198;59;67;9;7;5;6;7;5;0;3
2021-03-10 19:02:59;199;60;67;9;7;5;6;7;5;0;3
2021-03-10 19:03:59;199;61;67;8;7;5;6;7;5;0;3
2021-03-10 19:04:58;199;61;67;8;7;5;6;7;5;0;3
2021-03-10 19:05:59;199;61;67;8;7;5;6;7;5;0;3
2021-03-10 19:07:00;199;61;67;8;7;5;6;7;5;0;3
2021-03-10 19:07:58;199;61;67;8;7;5;6;7;5;0;3
2021-03-10 19:08:59;199;61;67;8;7;5;6;7;5;0;3
2021-03-10 19:09:58;200;61;68;8;7;5;6;7;5;0;3
2021-03-10 19:10:59;200;61;68;8;7;5;6;7;5;0;3
2021-03-10 19:11:59;200;61;68;8;7;5;6;7;5;0;3
2021-03-10 19:13:00;200;61;68;8;7;5;6;7;5;0;3
2021-03-10 19:13:58;200;61;68;8;7;5;6;7;5;0;3
2021-03-10 19:14:59;200;61;68;8;7;5;6;7;5;0;3
2021-03-10 19:15:58;200;61;68;8;7;5;6;7;5;0;3
2021-03-10 19:16:59;200;61;68;8;7;5;6;7;5;0;3
2021-03-10 19:17:58;200;61;68;8;7;5;6;7;5;0;3
2021-03-10 19:18:59;200;61;68;8;7;5;6;7;5;0;3
2021-03-10 19:19:59;200;61;68;8;7;5;6;7;5;0;3
2021-03-10 19:20:58;201;61;69;8;7;5;6;7;5;0;3
2021-03-10 19:21:59;201;61;69;8;7;5;6;7;5;0;3
2021-03-10 19:22:59;201;61;69;8;7;5;6;7;5;0;3
2021-03-10 19:23:58;201;61;69;8;7;5;6;7;5;0;3
2021-03-10 19:24:59;202;61;69;8;7;6;6;7;5;0;3
2021-03-10 19:25:59;202;61;69;8;7;6;6;7;5;0;3
2021-03-10 19:26:58;203;62;69;8;7;6;6;7;5;0;3
2021-03-10 19:27:59;203;62;69;8;7;6;6;7;5;0;3
2021-03-10 19:28:59;203;62;69;8;7;6;6;7;5;0;3
2021-03-10 19:29:58;203;62;69;8;7;6;6;7;5;0;3
2021-03-10 19:30:59;203;62;69;8;7;6;6;7;5;0;3
2021-03-10 19:31:59;203;62;69;8;7;6;6;7;5;0;3
2021-03-10 19:32:58;203;62;69;8;7;6;6;7;5;0;3
2021-03-10 19:33:59;203;62;69;8;7;6;6;7;5;0;3
2021-03-10 19:34:59;203;62;69;8;7;6;6;7;5;0;3
2021-03-10 19:35:58;203;62;69;8;7;6;6;7;5;0;3
2021-03-10 19:36:59;203;62;69;8;7;6;6;7;5;0;3
2021-03-10 19:37:58;203;62;69;8;7;6;6;7;5;0;3
2021-03-10 19:38:59;204;63;69;8;7;6;6;7;5;0;3
2021-03-10 19:39:59;204;63;69;8;7;6;6;7;5;0;3
2021-03-10 19:40:59;204;63;69;8;7;6;6;7;5;0;3
2021-03-10 19:41:58;204;63;69;8;7;6;6;7;5;0;3
2021-03-10 19:42:59;204;63;69;8;7;6;6;7;5;0;3
2021-03-10 19:43:58;205;64;69;8;7;6;6;7;5;0;3
2021-03-10 19:44:59;206;65;69;8;7;6;6;7;5;0;3
2021-03-10 19:45:59;206;65;69;8;7;6;6;7;5;0;3
2021-03-10 19:46:58;206;65;69;8;7;6;6;7;5;0;3
2021-03-10 19:47:59;206;65;69;8;7;6;6;7;5;0;3
2021-03-10 19:48:59;207;66;70;8;7;6;6;7;5;0;3
2021-03-10 19:49:58;207;66;70;8;7;6;6;7;5;0;3
2021-03-10 19:50:59;207;66;70;8;7;6;6;7;5;0;3
2021-03-10 19:51:59;207;66;70;8;7;6;6;7;5;0;3
2021-03-10 19:52:58;207;66;70;8;7;6;6;7;5;0;3
2021-03-10 19:53:59;207;66;70;8;7;6;6;7;5;0;3
2021-03-10 19:54:58;207;66;70;8;7;6;6;7;5;0;3
2021-03-10 19:55:59;207;66;70;8;7;6;6;7;5;0;3
2021-03-10 19:56:59;207;66;70;8;7;6;6;7;5;0;3
2021-03-10 19:57:59;207;66;70;8;7;6;6;7;5;0;3
2021-03-10 19:58:58;208;66;71;8;7;6;6;7;5;0;3
2021-03-10 19:59:59;209;66;72;8;7;6;6;7;5;0;3
2021-03-10 20:00:58;211;67;72;8;7;6;6;7;5;0;3
2021-03-10 20:01:59;212;67;73;8;7;6;6;7;5;0;3
2021-03-10 20:02:58;212;67;73;8;7;6;6;7;5;0;3
2021-03-10 20:03:59;213;67;74;8;7;6;6;7;5;0;3
2021-03-10 20:04:59;213;67;74;8;7;6;6;7;5;0;3
2021-03-10 20:05:58;213;67;74;8;7;6;6;7;5;0;3
2021-03-10 20:06:59;215;67;76;8;7;6;6;7;5;0;3
2021-03-10 20:07:58;215;67;76;8;7;6;6;7;5;0;3
2021-03-10 20:08:59;215;67;76;8;7;6;6;7;5;0;3
2021-03-10 20:09:59;216;67;77;8;7;6;6;7;5;0;3
2021-03-10 20:10:58;216;67;77;8;7;6;6;7;5;0;3
2021-03-10 20:11:59;216;67;77;8;7;6;6;7;5;0;3
2021-03-10 20:12:59;216;67;77;8;7;6;6;7;5;0;3
2021-03-10 20:13:58;217;67;78;8;7;6;6;7;5;0;3
2021-03-10 20:14:59;217;67;78;8;7;6;6;7;5;0;3
2021-03-10 20:15:59;217;67;78;8;7;6;6;7;5;0;3
2021-03-10 20:16:58;217;67;78;8;7;6;6;7;5;0;3
2021-03-10 20:17:59;218;68;78;8;7;6;6;7;5;0;3
2021-03-10 20:18:59;218;68;78;8;7;6;6;7;5;0;3
2021-03-10 20:19:58;218;68;78;8;7;6;6;7;5;0;3
2021-03-10 20:20:59;218;68;78;8;7;6;6;7;5;0;3
2021-03-10 20:21:59;218;68;78;8;7;6;6;7;5;0;3
2021-03-10 20:22:58;217;67;78;8;7;6;6;7;5;0;3
2021-03-10 20:23:59;217;67;78;8;7;6;6;7;5;0;3
2021-03-10 20:24:58;218;67;79;8;7;6;6;7;5;0;3
2021-03-10 20:25:59;218;67;79;8;7;6;6;7;5;0;3
2021-03-10 20:27:00;218;67;79;8;7;6;6;7;5;0;3
2021-03-10 20:27:58;218;67;79;8;7;6;6;7;5;0;3
2021-03-10 20:28:59;219;67;80;8;7;6;6;7;5;0;3
2021-03-10 20:29:58;219;67;80;8;7;6;6;7;5;0;3
2021-03-10 20:30:59;219;67;80;8;7;6;6;7;5;0;3
2021-03-10 20:31:59;219;67;80;8;7;6;6;7;5;0;3
2021-03-10 20:32:58;219;67;80;8;7;6;6;7;5;0;3
2021-03-10 20:33:59;219;67;80;8;7;6;6;7;5;0;3
2021-03-10 20:34:59;219;67;80;8;7;6;6;7;5;0;3
2021-03-10 20:35:58;219;67;80;8;7;6;6;7;5;0;3
2021-03-10 20:36:59;219;67;80;8;7;6;6;7;5;0;3
2021-03-10 20:37:59;219;67;80;8;7;6;6;7;5;0;3
2021-03-10 20:38:58;219;67;80;8;7;6;6;7;5;0;3
2021-03-10 20:39:59;219;67;80;8;7;6;6;7;5;0;3
2021-03-10 20:40:59;219;67;80;8;7;6;6;7;5;0;3
2021-03-10 20:41:58;219;67;81;8;7;6;6;7;5;2;3
2021-03-10 20:42:59;219;67;81;8;7;6;6;7;5;2;3
2021-03-10 20:43:58;219;67;81;8;7;6;6;7;5;2;3
2021-03-10 20:44:59;219;67;81;8;7;6;6;7;5;2;3
2021-03-10 20:45:58;219;67;81;8;7;6;6;7;5;2;3
2021-03-10 20:46:59;219;67;81;8;7;6;6;7;5;2;3
2021-03-10 20:47:58;219;67;81;8;7;6;6;7;5;2;3
2021-03-10 20:48:59;220;67;82;8;7;6;6;7;5;2;3
2021-03-10 20:49:59;220;67;82;8;7;6;6;7;5;2;3
2021-03-10 20:50:58;220;67;82;8;7;6;6;7;5;2;3
2021-03-10 20:51:59;220;67;82;8;7;6;6;7;5;2;3
2021-03-10 20:52:59;220;67;82;8;7;6;6;7;5;2;3
2021-03-10 20:53:58;220;67;82;8;7;6;6;7;5;2;3
2021-03-10 20:54:59;220;67;82;8;7;6;6;7;5;2;3
2021-03-10 20:55:59;220;67;82;8;7;6;6;7;5;2;3
2021-03-10 20:56:58;220;67;82;8;7;6;6;7;5;2;3
2021-03-10 20:57:59;220;67;82;8;7;6;6;7;5;2;3
2021-03-10 20:58:59;221;68;82;8;7;6;6;7;5;2;3
2021-03-10 20:59:58;221;68;82;8;7;6;6;7;5;2;3
2021-03-10 21:00:59;221;68;82;8;7;6;6;7;5;2;3
2021-03-10 21:01:58;221;68;82;8;7;6;6;7;5;2;3
2021-03-10 21:02:59;223;68;82;8;7;7;6;7;5;2;3
2021-03-10 21:03:59;223;68;82;8;7;7;6;7;5;2;3
2021-03-10 21:04:58;223;68;82;8;7;7;6;7;5;2;3
2021-03-10 21:05:59;223;68;82;8;7;7;6;7;5;2;3
2021-03-10 21:06:59;224;69;82;8;7;7;6;7;5;2;3
2021-03-10 21:07:58;224;69;82;8;7;7;6;7;5;2;3
2021-03-10 21:08:59;224;69;82;8;7;7;6;7;5;2;3
2021-03-10 21:09:58;224;69;82;8;7;7;6;7;5;2;3
2021-03-10 21:10:59;225;70;82;8;7;7;6;7;5;2;3
2021-03-10 21:11:58;225;70;82;8;7;7;6;7;5;2;3
2021-03-10 21:12:59;225;70;82;8;7;7;6;7;5;2;3
2021-03-10 21:13:59;225;71;82;8;7;7;6;6;5;2;3
2021-03-10 21:14:58;225;71;82;8;7;7;6;6;5;2;3
2021-03-10 21:15:59;225;71;82;8;7;7;6;6;5;2;3
2021-03-10 21:16:59;225;71;82;8;7;7;6;6;5;2;3
2021-03-10 21:17:58;225;71;82;8;7;7;6;6;5;2;3
2021-03-10 21:18:59;225;71;82;8;7;7;6;6;5;2;3
2021-03-10 21:19:59;225;71;82;8;7;7;6;6;5;2;3
2021-03-10 21:20:58;226;72;82;8;7;7;6;6;5;2;3
2021-03-10 21:21:59;226;72;82;8;7;7;6;6;5;2;3
2021-03-10 21:22:59;226;72;82;8;7;7;6;6;5;2;3
2021-03-10 21:23:59;226;72;82;8;7;7;6;6;5;2;3
