datetime;total_votes;Qume;XASSA;KOCTOPE3;kaiL;Есения;wintercyclone;Dirtylieutenant;kross;gelatelno;Trurl
2020-01-22 06:54:58;47;8;8;4;4;2;6;4;2;0;1
2020-01-22 06:55:59;47;8;8;4;4;2;6;4;2;0;1
2020-01-22 06:56:59;47;8;8;4;4;2;6;4;2;0;1
2020-01-22 06:57:58;47;8;8;4;4;2;6;4;2;0;1
2020-01-22 06:58:59;47;8;8;4;4;2;6;4;2;0;1
2020-01-22 06:59:59;47;8;8;4;4;2;6;4;2;0;1
2020-01-22 07:00:58;47;8;8;4;4;2;6;4;2;0;1
2020-01-22 07:01:59;47;8;8;4;4;2;6;4;2;0;1
2020-01-22 07:02:59;48;8;8;4;5;2;6;4;2;0;1
2020-01-22 07:03:58;48;8;8;4;5;2;6;4;2;0;1
2020-01-22 07:04:59;49;8;8;5;5;2;6;4;2;0;1
2020-01-22 07:05:59;49;8;8;5;5;2;6;4;2;0;1
2020-01-22 07:06:59;49;8;8;5;5;2;6;4;2;0;1
2020-01-22 07:07:58;50;8;8;5;5;2;6;4;3;0;1
2020-01-22 07:08:59;52;8;8;6;5;2;6;4;3;0;2
2020-01-22 07:09:59;52;8;8;6;5;2;6;4;3;0;2
2020-01-22 07:10:58;52;8;8;6;5;2;6;4;3;0;2
2020-01-22 07:11:59;52;8;8;6;5;2;6;4;3;0;2
2020-01-22 07:12:59;53;8;9;6;5;2;6;4;3;0;2
2020-01-22 07:13:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:14:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:15:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:16:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:17:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:18:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:19:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:20:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:21:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:22:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:23:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:24:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:25:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:26:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:27:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:28:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:29:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:30:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:31:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:32:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:33:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:34:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:35:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:36:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:37:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:38:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:39:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:40:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:41:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:42:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:43:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:44:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:45:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:46:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:47:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:48:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:49:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:50:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:51:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:52:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:53:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:54:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:55:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:56:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:57:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:58:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 07:59:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 08:00:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 08:01:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 08:02:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 08:03:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 08:04:58;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 08:05:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 08:06:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 08:07:59;54;9;9;6;5;2;6;4;3;0;2
2020-01-22 08:08:58;55;9;9;6;6;2;6;4;3;0;2
2020-01-22 08:09:59;55;9;9;6;6;2;6;4;3;0;2
2020-01-22 08:10:59;55;9;9;6;6;2;6;4;3;0;2
2020-01-22 08:11:58;55;9;9;6;6;2;6;4;3;0;2
2020-01-22 08:12:59;55;9;9;6;6;2;6;4;3;0;2
2020-01-22 08:13:59;55;9;9;6;6;2;6;4;3;0;2
2020-01-22 08:14:58;55;9;9;6;6;2;6;4;3;0;2
2020-01-22 08:15:59;55;9;9;6;6;2;6;4;3;0;2
2020-01-22 08:16:59;55;9;9;6;6;2;6;4;3;0;2
2020-01-22 08:17:58;55;9;9;6;6;2;6;4;3;0;2
2020-01-22 08:18:59;55;9;9;6;6;2;6;4;3;0;2
2020-01-22 08:19:59;55;9;9;6;6;2;6;4;3;0;2
2020-01-22 08:21:00;55;9;9;6;6;2;6;4;3;0;2
2020-01-22 08:21:58;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:22:59;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:23:59;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:24:58;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:25:59;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:26:59;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:27:58;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:28:59;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:29:59;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:30:59;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:31:58;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:32:59;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:33:59;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:34:59;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:35:58;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:36:59;56;9;9;7;6;2;6;4;3;0;2
2020-01-22 08:37:59;57;10;9;7;6;2;6;4;3;0;2
2020-01-22 08:38:58;57;10;9;7;6;2;6;4;3;0;2
2020-01-22 08:39:59;57;10;9;7;6;2;6;4;3;0;2
2020-01-22 08:40:59;57;10;9;7;6;2;6;4;3;0;2
2020-01-22 08:41:58;58;10;9;7;6;2;7;4;3;0;2
2020-01-22 08:42:59;58;10;9;7;6;2;7;4;3;0;2
2020-01-22 08:43:59;58;10;9;7;6;2;7;4;3;0;2
2020-01-22 08:44:58;58;10;9;7;6;2;7;4;3;0;2
2020-01-22 08:45:59;58;10;9;7;6;2;7;4;3;0;2
2020-01-22 08:46:59;58;10;9;7;6;2;7;4;3;0;2
2020-01-22 08:47:59;58;10;9;7;6;2;7;4;3;0;2
2020-01-22 08:48:58;58;10;9;7;6;2;7;4;3;0;2
2020-01-22 08:49:59;58;10;9;7;6;2;7;4;3;0;2
2020-01-22 08:50:59;58;10;9;7;6;2;7;4;3;0;2
2020-01-22 08:51:58;58;10;9;7;6;2;7;4;3;0;2
2020-01-22 08:53:00;58;10;9;7;6;2;7;4;3;0;2
2020-01-22 08:53:58;59;10;9;7;6;2;7;4;4;0;2
2020-01-22 08:54:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 08:55:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 08:56:58;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 08:57:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 08:58:58;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 08:59:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:00:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:01:58;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:02:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:03:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:05:00;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:05:58;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:06:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:07:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:08:58;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:09:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:10:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:11:58;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:12:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:13:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:14:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:15:58;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:16:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:17:59;60;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:18:59;61;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:19:58;61;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:20:59;61;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:21:59;61;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:22:58;61;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:23:59;61;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:24:59;61;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:25:58;61;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:26:59;61;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:27:59;61;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:28:59;61;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:29:58;61;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:30:59;61;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:31:59;61;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:32:59;61;10;9;8;6;2;7;4;4;0;2
2020-01-22 09:33:58;62;11;9;8;6;2;7;4;4;0;2
2020-01-22 09:34:59;62;11;9;8;6;2;7;4;4;0;2
2020-01-22 09:35:59;62;11;9;8;6;2;7;4;4;0;2
2020-01-22 09:36:58;62;11;9;8;6;2;7;4;4;0;2
2020-01-22 09:37:59;62;11;9;8;6;2;7;4;4;0;2
2020-01-22 09:38:59;62;11;9;8;6;2;7;4;4;0;2
2020-01-22 09:39:58;62;11;9;8;6;2;7;4;4;0;2
2020-01-22 09:40:59;62;11;9;8;6;2;7;4;4;0;2
2020-01-22 09:41:59;62;11;9;8;6;2;7;4;4;0;2
2020-01-22 09:42:58;62;11;9;8;6;2;7;4;4;0;2
2020-01-22 09:43:59;62;11;9;8;6;2;7;4;4;0;2
2020-01-22 09:44:59;63;11;9;9;6;2;7;4;4;0;2
2020-01-22 09:45:59;63;11;9;9;6;2;7;4;4;0;2
2020-01-22 09:46:58;63;11;9;9;6;2;7;4;4;0;2
2020-01-22 09:47:59;63;11;9;9;6;2;7;4;4;0;2
2020-01-22 09:48:59;63;11;9;9;6;2;7;4;4;0;2
2020-01-22 09:49:58;63;11;9;9;6;2;7;4;4;0;2
2020-01-22 09:50:59;63;11;9;9;6;2;7;4;4;0;2
2020-01-22 09:51:59;63;11;9;9;6;2;7;4;4;0;2
2020-01-22 09:52:58;63;11;9;9;6;2;7;4;4;0;2
2020-01-22 09:53:59;63;12;9;9;6;2;7;4;3;0;2
2020-01-22 09:54:59;64;12;10;9;6;2;7;4;3;0;2
2020-01-22 09:55:58;64;12;10;9;6;2;7;4;3;0;2
2020-01-22 09:56:59;64;12;10;9;6;2;7;4;3;0;2
2020-01-22 09:57:59;64;12;10;9;6;2;7;4;3;0;2
2020-01-22 09:58:59;64;12;10;9;6;2;7;4;3;0;2
2020-01-22 09:59:58;65;12;10;10;6;2;7;4;3;0;2
2020-01-22 10:00:59;65;12;10;10;6;2;7;4;3;0;2
2020-01-22 10:01:59;65;12;10;10;6;2;7;4;3;0;2
2020-01-22 10:02:58;65;12;10;10;6;2;7;4;3;0;2
2020-01-22 10:03:59;65;12;10;10;6;2;7;4;3;0;2
2020-01-22 10:04:59;65;12;10;10;6;2;7;4;3;0;2
2020-01-22 10:05:59;66;12;11;10;6;2;7;4;3;0;2
2020-01-22 10:06:58;66;12;11;10;6;2;7;4;3;0;2
2020-01-22 10:07:59;66;12;11;10;6;2;7;4;3;0;2
2020-01-22 10:08:59;66;12;11;10;6;2;7;4;3;0;2
2020-01-22 10:09:58;66;12;11;10;6;2;7;4;3;0;2
2020-01-22 10:10:59;66;12;11;10;6;2;7;4;3;0;2
2020-01-22 10:11:59;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:12:59;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:13:58;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:14:59;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:15:59;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:16:58;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:17:59;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:18:59;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:19:58;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:20:59;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:21:59;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:22:59;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:23:58;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:24:59;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:25:59;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:26:58;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:27:59;67;12;12;10;6;2;7;4;3;0;2
2020-01-22 10:28:59;68;12;12;10;6;2;7;4;4;0;2
2020-01-22 10:29:59;68;12;12;10;6;2;7;4;4;0;2
2020-01-22 10:30:58;68;12;12;10;6;2;7;4;4;0;2
2020-01-22 10:31:59;69;12;13;10;6;2;7;4;4;0;2
2020-01-22 10:32:59;69;12;13;10;6;2;7;4;4;0;2
2020-01-22 10:33:58;69;12;13;10;6;2;7;4;4;0;2
2020-01-22 10:34:59;69;12;13;10;6;2;7;4;4;0;2
2020-01-22 10:35:58;69;12;13;10;6;2;7;4;4;0;2
2020-01-22 10:36:59;69;12;13;10;6;2;7;4;4;0;2
2020-01-22 10:37:59;69;12;13;10;6;2;7;4;4;0;2
2020-01-22 10:38:58;70;12;13;10;6;2;7;4;4;0;2
2020-01-22 10:39:59;70;12;13;10;6;2;7;4;4;0;2
2020-01-22 10:40:59;70;12;13;10;6;2;7;4;4;0;2
2020-01-22 10:41:59;71;12;13;10;7;2;7;4;4;0;2
2020-01-22 10:42:58;71;12;13;10;7;2;7;4;4;0;2
2020-01-22 10:43:59;71;12;13;10;7;2;7;4;4;0;2
2020-01-22 10:44:59;71;12;13;10;7;2;7;4;4;0;2
2020-01-22 10:45:58;71;12;13;10;7;2;7;4;4;0;2
2020-01-22 10:46:59;71;12;13;10;7;2;7;4;4;0;2
2020-01-22 10:47:59;71;12;13;10;7;2;7;4;4;0;2
2020-01-22 10:48:59;71;12;13;10;7;2;7;4;4;0;2
2020-01-22 10:49:58;72;13;13;10;7;2;7;4;4;0;2
2020-01-22 10:50:59;72;13;13;10;7;2;7;4;4;0;2
2020-01-22 10:51:59;72;13;13;10;7;2;7;4;4;0;2
2020-01-22 10:52:59;72;13;13;10;7;2;7;4;4;0;2
2020-01-22 10:53:58;72;13;13;10;7;2;7;4;4;0;2
2020-01-22 10:54:59;72;13;13;10;7;2;7;4;4;0;2
2020-01-22 10:55:59;71;13;13;10;7;2;7;4;4;0;2
2020-01-22 10:56:58;71;13;13;10;7;2;7;4;4;0;2
2020-01-22 10:57:59;71;13;13;10;7;2;7;4;4;0;2
2020-01-22 10:58:59;71;13;13;10;7;2;7;4;4;0;2
2020-01-22 10:59:59;71;13;13;10;7;2;7;4;4;0;2
2020-01-22 11:01:00;71;13;13;10;7;2;7;4;4;0;2
2020-01-22 11:01:58;71;13;13;10;7;2;7;4;4;0;2
2020-01-22 11:02:59;71;13;13;10;7;2;7;4;4;0;2
2020-01-22 11:03:59;71;13;13;10;7;2;7;4;4;0;2
2020-01-22 11:04:59;71;13;13;10;7;2;7;4;4;0;2
2020-01-22 11:05:58;72;14;13;10;7;2;7;4;4;0;2
2020-01-22 11:06:59;72;14;13;10;7;2;7;4;4;0;2
2020-01-22 11:07:59;72;14;13;10;7;2;7;4;4;0;2
2020-01-22 11:08:58;73;14;13;10;7;3;7;4;4;0;2
2020-01-22 11:09:59;74;14;13;11;7;3;7;4;4;0;2
2020-01-22 11:10:59;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:11:59;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:12:58;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:13:59;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:14:59;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:15:59;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:16:58;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:17:59;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:18:59;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:19:59;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:20:58;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:21:59;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:22:59;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:23:59;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:24:58;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:25:59;76;14;14;11;7;3;7;4;4;0;2
2020-01-22 11:26:59;77;15;14;11;7;3;7;4;4;0;2
2020-01-22 11:27:58;77;15;14;11;7;3;7;4;4;0;2
2020-01-22 11:28:59;77;15;14;11;7;3;7;4;4;0;2
2020-01-22 11:29:59;77;15;14;11;7;3;7;4;4;0;2
2020-01-22 11:30:58;78;15;15;11;7;3;7;4;4;0;2
2020-01-22 11:31:59;78;15;15;11;7;3;7;4;4;0;2
2020-01-22 11:32:59;78;15;15;11;7;3;7;4;4;0;2
2020-01-22 11:33:58;78;15;15;11;7;3;7;4;4;0;2
2020-01-22 11:34:59;78;15;15;11;7;3;7;4;4;0;2
2020-01-22 11:35:59;78;15;15;11;7;3;7;4;4;0;2
2020-01-22 11:36:58;78;15;15;11;7;3;7;4;4;0;2
2020-01-22 11:37:59;78;15;15;11;7;3;7;4;4;0;2
2020-01-22 11:38:59;78;15;15;11;7;3;7;4;4;0;2
2020-01-22 11:39:59;78;15;15;11;7;3;7;4;4;0;2
2020-01-22 11:40:59;78;15;15;11;7;3;7;4;4;0;2
2020-01-22 11:41:58;79;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:42:59;79;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:43:59;79;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:44:59;79;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:45:59;79;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:46:58;79;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:47:59;79;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:48:58;79;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:49:59;79;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:50:59;79;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:51:59;80;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:52:58;80;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:53:59;80;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:54:59;80;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:55:59;80;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:56:58;80;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:57:59;80;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:58:59;80;15;16;11;7;3;7;4;4;0;2
2020-01-22 11:59:58;81;15;17;11;7;3;7;4;4;0;2
2020-01-22 12:00:59;81;15;17;11;7;3;7;4;4;0;2
2020-01-22 12:01:59;81;15;17;11;7;3;7;4;4;0;2
2020-01-22 12:02:58;81;15;17;11;7;3;7;4;4;0;2
2020-01-22 12:03:59;81;15;17;11;7;3;7;4;4;0;2
2020-01-22 12:04:59;81;15;17;11;7;3;7;4;4;0;2
2020-01-22 12:05:58;81;15;17;11;7;3;7;4;4;0;2
2020-01-22 12:06:59;81;15;17;11;7;3;7;4;4;0;2
2020-01-22 12:07:59;81;15;17;11;7;3;7;4;4;0;2
2020-01-22 12:08:59;82;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:09:58;82;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:10:59;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:11:59;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:12:58;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:13:59;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:14:59;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:15:59;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:16:58;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:17:59;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:18:59;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:19:58;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:20:59;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:21:59;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:22:58;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:23:59;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:24:59;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:25:58;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:26:59;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:27:59;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:28:58;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:29:59;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:30:59;83;15;18;11;7;3;7;4;4;0;2
2020-01-22 12:31:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:32:58;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:33:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:34:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:35:58;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:36:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:37:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:38:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:39:58;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:40:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:41:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:42:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:43:58;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:44:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:45:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:46:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:47:58;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:48:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:49:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:50:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:51:58;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:52:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:53:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:54:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:55:58;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:56:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:57:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:58:58;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 12:59:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:00:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:01:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:02:58;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:03:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:04:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:05:58;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:06:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:07:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:08:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:09:58;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:10:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:11:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:12:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:13:58;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:14:59;84;15;19;11;7;3;7;4;4;0;2
2020-01-22 13:15:59;85;15;19;11;8;3;7;4;4;0;2
2020-01-22 13:16:58;85;15;19;11;8;3;7;4;4;0;2
2020-01-22 13:17:59;85;15;19;11;8;3;7;4;4;0;2
2020-01-22 13:18:59;85;15;19;11;8;3;7;4;4;0;2
2020-01-22 13:19:58;85;15;19;11;8;3;7;4;4;0;2
2020-01-22 13:20:59;85;15;19;11;8;3;7;4;4;0;2
2020-01-22 13:21:59;86;15;19;11;8;3;7;4;4;0;2
2020-01-22 13:22:59;86;15;19;11;8;3;7;4;4;0;2
2020-01-22 13:23:58;87;15;19;12;8;3;7;4;4;0;2
2020-01-22 13:24:59;87;15;19;12;8;3;7;4;4;0;2
2020-01-22 13:25:59;87;15;19;12;8;3;7;4;4;0;2
2020-01-22 13:26:58;87;15;19;12;8;3;7;4;4;0;2
2020-01-22 13:27:59;87;15;19;12;8;3;7;4;4;0;2
2020-01-22 13:28:59;87;15;19;12;8;3;7;4;4;0;2
2020-01-22 13:29:58;87;15;19;12;8;3;7;4;4;0;2
2020-01-22 13:30:59;87;15;19;12;8;3;7;4;4;0;2
2020-01-22 13:31:59;87;15;19;12;8;3;7;4;4;0;2
