datetime;total_votes;phb4;Zvag;Z-L-O;paramed;BURMAAAR;Needlefang;Der_Sturmer;Jayola;jovan;Zikka
2019-08-07 06:24:58;43;12;3;6;0;2;5;3;4;0;0
2019-08-07 06:25:59;43;12;3;6;0;2;5;3;4;0;0
2019-08-07 06:26:59;43;12;3;6;0;2;5;3;4;0;0
2019-08-07 06:27:58;43;12;3;6;0;2;5;3;4;0;0
2019-08-07 06:28:59;44;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:29:59;44;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:30:59;44;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:32:00;44;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:32:58;44;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:33:59;44;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:34:58;44;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:35:59;44;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:36:59;44;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:38:00;44;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:38:58;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:39:59;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:40:58;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:41:59;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:42:59;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:43:58;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:44:59;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:45:59;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:46:58;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:47:59;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:48:59;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:49:58;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:50:59;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:51:59;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:52:58;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:53:59;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:54:59;45;12;3;6;0;3;5;3;4;0;0
2019-08-07 06:55:58;46;12;3;6;0;3;5;4;4;0;0
2019-08-07 06:56:59;46;12;3;6;0;3;5;4;4;0;0
2019-08-07 06:57:59;46;12;3;6;0;3;5;4;4;0;0
2019-08-07 06:58:58;46;12;3;6;0;3;5;4;4;0;0
2019-08-07 06:59:59;46;12;3;6;0;3;5;4;4;0;0
2019-08-07 07:00:59;46;12;3;6;0;3;5;4;4;0;0
2019-08-07 07:01:58;46;12;3;6;0;3;5;4;4;0;0
2019-08-07 07:02:59;47;12;4;6;0;3;5;4;4;0;0
2019-08-07 07:03:59;47;12;4;6;0;3;5;4;4;0;0
2019-08-07 07:04:58;47;12;4;6;0;3;5;4;4;0;0
2019-08-07 07:05:59;47;12;4;6;0;3;5;4;4;0;0
2019-08-07 07:06:59;47;12;4;6;0;3;5;4;4;0;0
2019-08-07 07:07:58;47;12;4;6;0;3;5;4;4;0;0
2019-08-07 07:08:59;47;12;4;6;0;3;5;4;4;0;0
2019-08-07 07:09:59;47;12;4;6;0;3;5;4;4;0;0
2019-08-07 07:10:58;48;12;4;6;0;3;5;4;4;0;0
2019-08-07 07:11:59;48;12;4;6;0;3;5;4;4;0;0
2019-08-07 07:12:59;48;12;4;6;0;3;5;4;4;0;0
2019-08-07 07:13:58;48;12;4;6;0;3;5;4;4;0;0
2019-08-07 07:14:59;48;12;4;6;0;3;5;4;4;0;0
2019-08-07 07:15:59;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:16:58;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:17:59;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:18:59;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:19:58;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:20:59;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:21:59;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:22:58;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:23:59;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:24:58;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:25:59;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:26:59;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:27:58;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:28:59;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:29:59;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:30:58;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:31:59;49;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:32:59;50;13;4;6;0;3;5;4;4;1;0
2019-08-07 07:33:58;50;13;4;6;0;3;5;4;4;1;0
2019-08-07 07:34:59;50;13;4;6;0;3;5;4;4;1;0
2019-08-07 07:35:59;51;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:36:58;51;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:37:59;51;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:38:59;51;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:39:58;51;13;4;6;0;3;5;4;4;0;0
2019-08-07 07:40:59;52;14;4;6;0;3;5;4;4;0;0
2019-08-07 07:41:59;52;14;4;6;0;3;5;4;4;0;0
2019-08-07 07:42:58;52;14;4;6;0;3;5;4;4;0;0
2019-08-07 07:43:59;52;14;4;6;0;3;5;4;4;0;0
2019-08-07 07:44:59;53;14;4;7;0;3;5;4;4;0;0
2019-08-07 07:45:58;54;14;5;7;0;3;5;4;4;0;0
2019-08-07 07:46:59;54;14;5;7;0;3;6;4;4;1;0
2019-08-07 07:48:00;54;14;5;7;0;3;6;4;4;1;0
2019-08-07 07:48:58;54;14;5;7;0;3;6;4;4;1;0
2019-08-07 07:49:59;54;14;6;7;0;3;5;4;4;1;0
2019-08-07 07:50:58;54;14;6;7;0;3;5;4;4;1;0
2019-08-07 07:51:59;54;14;6;7;0;3;5;4;4;1;0
2019-08-07 07:52:59;54;14;6;7;0;3;5;4;4;1;0
2019-08-07 07:53:58;55;14;7;7;0;3;5;4;4;1;0
2019-08-07 07:54:59;55;14;7;7;0;3;5;4;4;1;0
2019-08-07 07:55:58;55;14;7;7;0;3;5;4;4;1;0
2019-08-07 07:56:59;55;14;7;7;0;3;5;4;4;1;0
2019-08-07 07:57:59;55;14;7;7;0;3;5;4;4;1;0
2019-08-07 07:58:58;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 07:59:59;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:00:59;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:01:58;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:02:59;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:03:58;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:04:59;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:05:59;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:06:58;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:07:59;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:08:59;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:09:58;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:10:59;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:11:59;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:12:58;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:13:59;56;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:14:59;57;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:15:58;57;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:16:59;57;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:17:59;57;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:18:58;57;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:19:59;57;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:20:59;57;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:21:58;57;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:22:59;57;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:23:58;57;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:24:59;57;14;7;7;0;3;5;4;4;2;0
2019-08-07 08:25:59;58;14;7;8;0;3;5;4;4;2;0
2019-08-07 08:26:58;58;14;7;8;0;3;5;4;4;2;0
2019-08-07 08:27:59;58;14;7;8;0;3;5;4;4;2;0
2019-08-07 08:28:59;59;14;8;8;0;3;5;4;4;2;0
2019-08-07 08:30:00;59;14;8;8;0;3;5;4;4;2;0
2019-08-07 08:30:58;59;14;8;8;0;3;5;4;4;2;0
2019-08-07 08:31:59;59;14;8;8;0;3;5;4;4;2;0
2019-08-07 08:32:58;59;14;8;8;0;3;5;4;4;2;0
2019-08-07 08:33:59;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:34:58;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:35:59;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:36:59;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:37:58;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:38:59;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:39:59;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:40:59;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:41:58;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:42:59;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:43:58;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:44:59;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:45:59;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:46:58;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:47:59;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:48:59;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:49:58;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:50:59;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:51:59;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:52:58;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:53:59;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:54:59;60;14;8;8;0;3;5;5;4;2;0
2019-08-07 08:55:58;62;15;8;8;0;3;5;5;4;2;0
2019-08-07 08:56:59;62;15;8;8;0;3;5;5;4;2;0
2019-08-07 08:57:59;62;15;8;8;0;3;5;5;4;2;0
2019-08-07 08:58:58;62;15;8;8;0;3;5;5;4;2;0
2019-08-07 08:59:59;62;15;8;8;0;3;5;5;4;2;0
2019-08-07 09:00:58;62;15;8;9;0;3;4;5;4;2;0
2019-08-07 09:01:59;62;15;8;9;0;3;4;5;4;2;0
2019-08-07 09:02:59;62;15;8;9;0;3;4;5;4;2;0
2019-08-07 09:04:00;62;15;8;9;0;3;4;5;4;2;0
2019-08-07 09:04:58;62;15;8;9;0;3;4;5;4;2;0
2019-08-07 09:05:59;62;15;8;9;0;3;4;5;4;2;0
2019-08-07 09:06:58;62;15;8;9;0;3;4;5;4;2;0
2019-08-07 09:07:59;62;15;8;9;0;3;4;5;4;2;0
2019-08-07 09:08:59;62;15;8;9;0;3;4;5;4;2;0
2019-08-07 09:09:58;62;15;8;9;0;3;4;5;4;2;0
2019-08-07 09:10:59;62;15;8;9;0;3;4;5;4;2;0
2019-08-07 09:11:59;62;15;8;9;0;3;4;5;4;2;0
2019-08-07 09:12:59;62;15;8;9;0;3;4;5;4;2;0
2019-08-07 09:13:58;62;15;8;9;0;3;4;5;4;2;0
2019-08-07 09:14:59;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:15:58;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:16:59;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:18:00;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:18:58;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:19:59;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:20:58;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:21:59;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:22:59;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:23:58;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:24:59;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:25:59;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:26:58;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:27:59;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:28:59;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:29:58;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:30:59;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:31:58;63;15;8;9;0;3;5;5;4;2;0
2019-08-07 09:32:59;65;16;8;10;0;3;5;5;4;2;0
2019-08-07 09:33:59;66;16;8;11;0;3;5;5;4;2;0
2019-08-07 09:34:58;66;16;8;11;0;3;5;5;4;2;0
2019-08-07 09:35:59;67;16;8;11;1;3;5;5;4;2;0
2019-08-07 09:36:59;67;16;8;11;1;3;5;5;4;2;0
2019-08-07 09:37:58;67;16;8;11;1;3;5;5;4;2;0
2019-08-07 09:38:59;67;16;8;11;1;3;5;5;4;2;0
2019-08-07 09:39:59;67;16;8;11;1;3;5;5;4;2;0
2019-08-07 09:40:58;67;16;8;11;1;3;5;5;4;2;0
2019-08-07 09:41:59;67;16;8;11;1;3;5;5;4;2;0
2019-08-07 09:42:59;67;16;8;11;1;3;5;5;4;2;0
2019-08-07 09:43:58;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:44:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:46:00;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:46:58;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:47:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:48:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:49:58;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:50:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:51:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:52:58;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:53:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:54:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:55:58;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:56:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:57:58;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:58:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 09:59:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:00:58;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:01:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:02:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:03:58;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:04:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:05:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:06:58;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:07:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:08:59;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:09:58;68;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:10:59;69;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:11:59;69;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:12:58;69;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:13:59;69;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:14:59;69;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:15:58;69;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:16:59;69;17;8;11;1;3;5;5;4;2;0
2019-08-07 10:17:58;72;19;8;12;1;3;5;5;4;2;0
2019-08-07 10:18:59;72;19;8;12;1;3;5;5;4;2;0
2019-08-07 10:19:59;72;19;8;12;1;3;5;5;4;2;0
2019-08-07 10:20:58;72;19;8;12;1;3;5;5;4;2;0
2019-08-07 10:21:59;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:22:59;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:23:59;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:24:58;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:25:59;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:26:58;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:27:59;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:28:59;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:29:58;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:30:59;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:31:59;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:32:58;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:33:59;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:34:59;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:35:58;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:36:59;73;19;8;12;1;3;5;6;4;2;0
2019-08-07 10:37:59;74;20;8;12;1;3;5;6;4;2;0
2019-08-07 10:38:58;74;20;8;12;1;3;5;6;4;2;0
2019-08-07 10:39:59;74;20;8;12;1;3;5;6;4;2;0
2019-08-07 10:40:59;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:41:58;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:42:59;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:43:58;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:44:59;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:45:59;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:46:58;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:47:59;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:48:59;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:49:58;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:50:59;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:51:59;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:52:58;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:53:59;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:54:59;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:55:58;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:56:59;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:57:59;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:58:58;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 10:59:59;75;20;8;12;1;3;5;6;5;2;0
2019-08-07 11:00:59;75;20;8;12;2;3;5;6;5;2;0
2019-08-07 11:01:58;76;21;8;12;2;3;5;6;5;2;0
2019-08-07 11:02:59;76;21;8;12;2;3;5;6;5;2;0
2019-08-07 11:03:59;76;21;8;12;2;3;5;6;5;2;0
2019-08-07 11:04:58;76;21;8;12;2;3;5;6;5;2;0
2019-08-07 11:05:59;76;21;8;12;2;3;5;6;5;2;0
2019-08-07 11:06:59;76;21;8;12;2;3;5;6;5;2;0
2019-08-07 11:07:58;76;21;8;12;2;3;5;6;5;2;0
2019-08-07 11:08:59;76;21;8;12;2;3;5;6;5;2;0
2019-08-07 11:09:59;76;21;8;12;2;3;5;6;5;2;0
2019-08-07 11:10:58;76;21;8;12;2;3;5;6;5;2;0
2019-08-07 11:11:59;76;21;8;12;2;3;5;6;5;2;0
2019-08-07 11:12:59;76;21;8;12;2;3;5;6;5;2;0
2019-08-07 11:13:58;76;21;8;12;2;3;5;6;5;2;0
2019-08-07 11:14:59;77;22;8;12;2;3;5;6;5;2;0
2019-08-07 11:15:59;77;22;8;12;2;3;5;6;5;2;0
2019-08-07 11:16:58;77;22;8;12;2;3;5;6;5;2;0
2019-08-07 11:17:59;78;22;8;12;2;4;5;6;5;2;0
2019-08-07 11:18:59;78;22;8;12;2;4;5;6;5;2;0
2019-08-07 11:19:58;79;22;8;12;3;4;5;6;5;2;0
2019-08-07 11:20:59;81;24;8;12;3;4;5;6;5;2;0
2019-08-07 11:21:59;81;24;8;12;3;4;5;6;5;2;0
2019-08-07 11:22:58;81;24;8;12;3;4;5;6;5;2;0
2019-08-07 11:23:59;81;24;8;12;3;4;5;6;5;2;0
2019-08-07 11:24:58;82;24;8;12;3;4;5;6;5;2;0
2019-08-07 11:25:59;82;24;8;12;3;4;5;6;5;2;0
2019-08-07 11:26:58;82;24;8;12;3;4;5;6;5;2;0
2019-08-07 11:27:59;82;24;8;12;3;4;5;6;5;2;0
2019-08-07 11:28:59;82;24;8;13;3;4;5;5;5;2;0
2019-08-07 11:29:58;81;24;8;12;3;4;5;5;5;2;0
2019-08-07 11:30:59;81;24;8;13;3;4;5;4;5;2;0
2019-08-07 11:31:59;81;24;8;13;3;4;5;4;5;2;0
2019-08-07 11:32:58;81;24;8;13;3;4;5;4;5;2;0
2019-08-07 11:33:59;81;24;8;13;3;4;5;4;5;2;0
2019-08-07 11:34:59;81;24;8;13;3;4;5;4;5;2;0
2019-08-07 11:35:58;81;24;8;13;3;4;5;4;5;2;0
2019-08-07 11:36:59;81;24;8;13;3;4;5;4;5;2;0
2019-08-07 11:37:58;81;24;8;13;3;4;5;4;5;2;0
2019-08-07 11:38:59;81;24;8;13;3;4;5;4;5;2;0
2019-08-07 11:39:59;83;24;8;14;3;5;5;4;5;2;0
2019-08-07 11:40:58;83;24;8;14;3;5;5;4;5;2;0
2019-08-07 11:41:59;83;24;8;14;3;5;5;5;5;2;0
2019-08-07 11:42:59;83;24;8;14;3;5;5;5;5;2;0
2019-08-07 11:43:58;84;24;8;14;3;6;5;5;5;2;0
2019-08-07 11:44:59;84;24;8;14;3;6;5;5;5;2;0
2019-08-07 11:45:59;84;24;8;14;3;6;5;5;5;2;0
2019-08-07 11:46:58;84;24;8;14;3;6;5;5;5;2;0
2019-08-07 11:47:59;85;24;8;14;4;6;5;5;5;2;0
2019-08-07 11:48:59;85;24;8;14;4;6;5;5;5;2;0
2019-08-07 11:49:58;85;24;8;14;4;6;5;5;5;2;0
2019-08-07 11:50:59;85;24;8;14;4;6;5;5;5;2;0
2019-08-07 11:51:59;85;24;8;14;4;6;5;5;5;2;0
2019-08-07 11:52:58;85;24;8;14;4;6;5;5;5;2;0
2019-08-07 11:53:59;85;24;8;14;4;6;5;5;5;2;0
2019-08-07 11:54:59;85;24;8;14;4;6;5;5;5;2;0
2019-08-07 11:55:58;85;24;8;14;4;6;5;5;5;2;0
2019-08-07 11:56:59;85;24;8;14;4;6;5;5;5;2;0
2019-08-07 11:57:59;85;24;8;14;4;6;5;5;5;2;0
2019-08-07 11:58:58;85;24;8;14;4;6;5;5;5;2;0
2019-08-07 11:59:59;86;25;8;14;4;6;5;5;5;2;0
2019-08-07 12:00:59;86;25;8;14;4;6;5;5;5;2;0
2019-08-07 12:01:58;86;25;8;14;4;6;5;5;5;2;0
2019-08-07 12:02:59;86;25;8;14;4;6;5;5;5;2;0
2019-08-07 12:03:59;86;25;8;14;4;6;5;5;5;2;0
2019-08-07 12:04:58;86;25;8;14;4;6;5;5;5;2;0
2019-08-07 12:05:59;86;25;8;14;4;6;5;5;5;2;0
2019-08-07 12:06:58;86;25;8;14;4;6;5;5;5;2;0
2019-08-07 12:07:59;86;25;8;14;4;6;5;5;5;2;0
2019-08-07 12:08:59;86;25;8;14;4;6;5;5;5;2;0
2019-08-07 12:09:58;86;25;8;14;4;6;5;5;5;2;0
2019-08-07 12:10:59;86;25;8;14;4;6;5;5;5;2;0
2019-08-07 12:11:58;86;25;8;14;4;6;5;5;5;2;0
2019-08-07 12:12:59;86;25;8;14;4;6;5;5;5;2;0
2019-08-07 12:13:59;87;26;8;14;4;6;5;5;5;2;0
2019-08-07 12:14:58;87;26;8;14;4;6;5;5;5;2;0
2019-08-07 12:15:59;87;26;8;14;4;6;5;5;5;2;0
2019-08-07 12:16:59;87;26;8;14;4;6;5;5;5;2;0
2019-08-07 12:17:58;88;26;9;14;4;6;5;5;5;2;0
2019-08-07 12:18:59;88;26;9;14;4;6;5;5;5;2;0
2019-08-07 12:19:59;88;26;9;14;4;6;5;5;5;2;0
2019-08-07 12:20:58;88;26;9;14;4;6;5;5;5;2;0
2019-08-07 12:21:59;89;26;9;15;4;6;5;5;5;2;0
2019-08-07 12:22:59;89;26;9;15;4;6;5;5;5;2;0
2019-08-07 12:23:58;89;26;9;15;4;6;5;5;5;2;0
2019-08-07 12:24:59;90;27;9;15;4;6;5;5;5;2;0
2019-08-07 12:25:59;90;27;9;15;4;6;5;5;5;2;0
2019-08-07 12:26:58;90;27;9;15;4;6;5;5;5;2;0
2019-08-07 12:27:59;91;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:28:59;91;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:29:58;91;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:30:59;91;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:31:59;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:32:58;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:33:59;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:34:59;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:35:58;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:36:59;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:37:59;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:38:58;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:39:59;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:40:59;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:41:58;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:42:59;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:43:58;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:44:59;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:45:59;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:46:58;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:47:59;90;27;9;15;4;6;6;5;5;2;0
2019-08-07 12:48:59;91;28;9;15;4;6;6;5;5;2;0
2019-08-07 12:49:58;91;28;9;15;4;6;6;5;5;2;0
2019-08-07 12:50:59;91;28;9;15;4;6;6;5;5;2;0
2019-08-07 12:51:59;91;28;9;15;4;6;6;5;5;2;0
2019-08-07 12:52:58;91;28;9;15;4;6;6;5;5;2;0
2019-08-07 12:53:59;91;28;9;15;4;6;6;5;5;2;0
2019-08-07 12:54:59;91;28;9;15;4;6;6;5;5;2;0
2019-08-07 12:55:58;91;28;9;15;4;6;6;5;5;2;0
2019-08-07 12:56:59;91;28;9;15;4;6;6;5;5;2;0
2019-08-07 12:57:59;91;28;9;15;4;6;6;5;5;2;0
2019-08-07 12:58:58;91;28;9;15;4;6;6;5;5;2;0
2019-08-07 12:59:59;91;28;9;15;4;6;6;5;5;2;0
2019-08-07 13:00:59;92;29;9;15;4;6;6;5;5;2;0
2019-08-07 13:01:58;92;29;9;15;4;6;6;5;5;2;0
