datetime;total_votes;lublu-zubi;voklo;brammator;jovan;Hexadecachoron;paramed;UndeadMoroz;norpo;xiro;Mapm
2019-11-06 06:32:59;35;13;5;2;1;5;0;0;0;2;0
2019-11-06 06:33:59;35;13;5;2;1;5;0;0;0;2;0
2019-11-06 06:34:58;35;13;5;2;1;5;0;0;0;2;0
2019-11-06 06:35:59;35;13;5;2;1;5;0;0;0;2;0
2019-11-06 06:36:59;35;13;5;2;1;5;0;0;0;2;0
2019-11-06 06:37:59;35;13;5;2;1;5;0;0;0;2;0
2019-11-06 06:38:58;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:39:59;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:40:59;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:41:58;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:42:59;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:43:59;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:45:00;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:45:58;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:46:59;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:47:58;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:48:59;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:49:59;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:50:59;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:51:58;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:52:59;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:53:59;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:54:59;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:55:58;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:56:59;36;13;5;2;0;5;0;0;0;2;0
2019-11-06 06:57:59;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 06:58:58;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 06:59:59;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:00:59;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:01:58;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:02:59;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:03:59;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:04:59;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:05:58;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:06:58;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:07:59;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:08:58;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:09:59;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:10:59;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:11:59;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:12:58;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:13:59;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:14:59;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:15:58;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:16:59;37;13;6;2;0;5;0;0;0;2;0
2019-11-06 07:17:59;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:18:59;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:19:58;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:20:59;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:21:59;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:22:58;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:23:59;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:24:59;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:25:58;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:26:59;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:27:59;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:28:59;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:29:58;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:30:59;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:31:59;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:32:58;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:33:59;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:34:59;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:35:59;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:36:58;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:37:59;38;13;6;3;0;5;0;0;0;2;0
2019-11-06 07:38:59;39;14;6;3;0;5;0;0;0;2;0
2019-11-06 07:40:00;39;14;6;3;0;5;0;0;0;2;0
2019-11-06 07:40:58;39;14;6;3;0;5;0;0;0;2;0
2019-11-06 07:41:59;39;14;6;3;0;5;0;0;0;2;0
2019-11-06 07:42:58;39;14;6;3;0;5;0;0;0;2;0
2019-11-06 07:43:59;39;14;6;3;0;5;0;0;0;2;0
2019-11-06 07:44:59;39;14;6;3;0;5;0;0;0;2;0
2019-11-06 07:45:59;39;14;6;3;0;5;0;0;0;2;0
2019-11-06 07:46:58;39;14;6;3;0;5;0;0;0;2;0
2019-11-06 07:47:59;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 07:48:59;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 07:50:00;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 07:50:58;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 07:51:59;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 07:52:59;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 07:53:58;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 07:54:59;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 07:55:59;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 07:56:58;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 07:57:59;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 07:58:59;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 07:59:58;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 08:00:59;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 08:01:59;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 08:02:59;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 08:03:58;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 08:04:59;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 08:05:59;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 08:06:58;40;14;6;4;0;5;0;0;0;2;0
2019-11-06 08:07:59;41;15;6;4;0;5;0;0;0;2;0
2019-11-06 08:08:59;41;15;6;4;0;5;0;0;0;2;0
2019-11-06 08:09:58;41;15;6;4;0;5;0;0;0;2;0
2019-11-06 08:10:59;41;15;6;4;0;5;0;0;0;2;0
2019-11-06 08:11:59;41;15;6;4;0;5;0;0;0;2;0
2019-11-06 08:12:59;41;15;6;4;0;5;0;0;0;2;0
2019-11-06 08:13:58;41;15;6;4;0;5;0;0;0;2;0
2019-11-06 08:14:59;41;15;6;4;0;5;0;0;0;2;0
2019-11-06 08:15:59;41;15;6;4;0;5;0;0;0;2;0
2019-11-06 08:16:58;42;16;6;4;0;5;0;0;0;2;0
2019-11-06 08:17:59;42;16;6;4;0;5;0;0;0;2;0
2019-11-06 08:18:59;42;16;6;4;0;5;0;0;0;2;0
2019-11-06 08:19:58;42;16;6;4;0;5;0;0;0;2;0
2019-11-06 08:20:59;42;16;6;4;0;5;0;0;0;2;0
2019-11-06 08:21:59;43;17;6;4;0;5;0;0;0;2;0
2019-11-06 08:22:58;43;17;6;4;0;5;0;0;0;2;0
2019-11-06 08:23:59;43;17;6;4;0;5;0;0;0;2;0
2019-11-06 08:24:59;43;17;6;4;0;5;0;0;0;2;0
2019-11-06 08:25:58;43;17;6;4;0;5;0;0;0;2;0
2019-11-06 08:26:59;43;17;6;4;0;5;0;0;0;2;0
2019-11-06 08:27:59;43;17;6;4;0;5;0;0;0;2;0
2019-11-06 08:28:59;44;18;6;4;0;5;0;0;0;2;0
2019-11-06 08:29:58;44;18;6;4;0;5;0;0;0;2;0
2019-11-06 08:30:59;44;18;6;4;0;5;0;0;0;2;0
2019-11-06 08:31:59;44;18;6;4;0;5;0;0;0;2;0
2019-11-06 08:32:58;44;18;6;4;0;5;0;0;0;2;0
2019-11-06 08:33:59;44;18;6;4;0;5;0;0;0;2;0
2019-11-06 08:34:59;44;18;6;4;0;5;0;0;0;2;0
2019-11-06 08:35:59;46;18;7;4;0;5;0;1;0;2;0
2019-11-06 08:36:58;46;18;7;4;0;5;0;1;0;2;0
2019-11-06 08:37:59;46;18;7;4;0;5;0;1;0;2;0
2019-11-06 08:38:59;47;19;7;4;0;5;0;1;0;2;0
2019-11-06 08:39:58;47;19;7;4;0;5;0;1;0;2;0
2019-11-06 08:40:59;47;19;7;4;0;5;0;1;0;2;0
2019-11-06 08:41:59;47;19;7;4;0;5;0;1;0;2;0
2019-11-06 08:42:59;47;19;7;4;0;5;0;1;0;2;0
2019-11-06 08:43:58;47;19;7;4;0;5;0;1;0;2;0
2019-11-06 08:44:59;47;19;7;4;0;5;0;1;0;2;0
2019-11-06 08:45:59;47;19;7;4;0;5;0;1;0;2;0
2019-11-06 08:46:58;47;19;7;4;0;5;0;1;0;2;0
2019-11-06 08:47:59;47;19;7;4;0;5;0;1;0;2;0
2019-11-06 08:48:59;47;19;7;4;0;5;0;1;0;2;0
2019-11-06 08:49:59;47;19;7;4;0;5;0;1;0;2;0
2019-11-06 08:50:58;47;19;7;4;0;5;0;1;0;2;0
2019-11-06 08:51:59;48;19;7;5;0;5;0;1;0;2;0
2019-11-06 08:52:59;48;19;7;5;0;5;0;1;0;2;0
2019-11-06 08:53:58;48;19;7;5;0;5;0;1;0;2;0
2019-11-06 08:54:59;48;19;7;5;0;5;0;1;0;2;0
2019-11-06 08:55:59;48;19;7;5;0;5;0;1;0;2;0
2019-11-06 08:56:59;48;19;7;5;0;5;0;1;0;2;0
2019-11-06 08:57:58;48;19;7;5;0;5;0;1;0;2;0
2019-11-06 08:58:59;48;19;7;5;0;5;0;1;0;2;0
2019-11-06 08:59:58;49;20;7;5;0;5;0;1;0;2;0
2019-11-06 09:00:59;49;20;7;5;0;5;0;1;0;2;0
2019-11-06 09:01:59;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:02:59;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:03:58;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:04:59;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:05:59;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:06:58;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:07:59;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:08:59;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:10:00;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:10:58;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:11:59;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:12:59;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:13:58;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:14:59;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:15:59;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:16:59;50;20;8;5;0;5;0;1;0;2;0
2019-11-06 09:17:58;51;21;8;5;0;5;0;1;0;2;0
2019-11-06 09:18:59;51;21;8;5;0;5;0;1;0;2;0
2019-11-06 09:19:59;51;21;8;5;0;5;0;1;0;2;0
2019-11-06 09:20:59;52;21;8;6;0;5;0;1;0;2;0
2019-11-06 09:21:58;53;21;9;6;0;5;0;1;0;2;0
2019-11-06 09:22:59;53;21;9;6;0;5;0;1;0;2;0
2019-11-06 09:23:59;53;21;9;6;0;5;0;1;0;2;0
2019-11-06 09:24:58;53;21;9;6;0;5;0;1;0;2;0
2019-11-06 09:25:59;53;21;9;6;0;5;0;1;0;2;0
2019-11-06 09:26:59;53;21;9;6;0;5;0;1;0;2;0
2019-11-06 09:27:58;53;21;9;6;0;5;0;1;0;2;0
2019-11-06 09:28:59;54;22;9;6;0;5;0;1;0;2;0
2019-11-06 09:29:59;54;22;9;6;0;5;0;1;0;2;0
2019-11-06 09:30:59;54;22;9;6;0;5;0;1;0;2;0
2019-11-06 09:31:58;55;23;9;6;0;5;0;1;0;2;0
2019-11-06 09:32:59;55;23;9;6;0;5;0;1;0;2;0
2019-11-06 09:33:59;55;23;9;6;0;5;0;1;0;2;0
2019-11-06 09:34:58;55;23;9;6;0;5;0;1;0;2;0
2019-11-06 09:35:59;55;23;9;6;0;5;0;1;0;2;0
2019-11-06 09:36:59;55;23;9;6;0;5;0;1;0;2;0
2019-11-06 09:37:59;55;23;9;6;0;5;0;1;0;2;0
2019-11-06 09:38:58;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:39:59;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:40:59;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:41:58;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:42:59;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:43:59;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:45:00;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:45:58;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:46:59;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:47:59;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:48:58;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:49:59;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:50:59;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:51:58;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:52:59;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:53:59;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:54:58;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:55:59;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:56:59;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:57:58;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:58:59;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 09:59:59;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 10:00:58;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 10:01:59;56;23;9;6;0;5;0;1;1;2;0
2019-11-06 10:02:59;56;23;9;6;0;5;0;0;2;2;0
2019-11-06 10:03:58;57;23;9;6;0;6;0;0;2;2;0
2019-11-06 10:04:59;57;23;9;6;0;6;0;0;2;2;0
2019-11-06 10:05:59;58;23;9;6;0;6;0;0;2;2;0
2019-11-06 10:06:58;59;24;9;6;0;6;0;0;2;2;0
2019-11-06 10:07:59;59;24;9;6;0;6;0;0;2;2;0
2019-11-06 10:08:59;59;24;9;6;0;6;0;0;2;2;0
2019-11-06 10:09:59;59;24;9;6;0;6;0;0;2;2;0
2019-11-06 10:10:59;59;24;9;6;0;6;0;0;2;2;0
2019-11-06 10:11:58;59;24;9;6;0;6;0;0;2;2;0
2019-11-06 10:12:59;59;24;9;6;0;6;0;0;2;2;0
2019-11-06 10:13:59;59;24;9;6;0;6;0;0;2;2;0
2019-11-06 10:14:58;59;24;9;6;0;6;0;0;2;2;0
2019-11-06 10:15:59;60;25;9;6;0;6;0;0;2;2;0
2019-11-06 10:16:59;60;25;9;6;0;6;0;0;2;2;0
2019-11-06 10:17:58;61;25;9;6;0;7;0;0;2;2;0
2019-11-06 10:18:59;62;26;9;6;0;7;0;0;2;2;0
2019-11-06 10:19:59;62;26;9;6;0;7;0;0;2;2;0
2019-11-06 10:20:59;62;26;9;6;0;7;0;0;2;2;0
2019-11-06 10:21:59;62;26;9;6;0;7;0;0;2;2;0
2019-11-06 10:22:58;62;26;9;6;0;7;0;0;2;2;0
2019-11-06 10:23:59;62;26;9;6;0;7;0;0;2;2;0
2019-11-06 10:24:59;62;26;9;6;0;7;0;0;2;2;0
2019-11-06 10:25:58;62;26;9;6;0;7;0;0;2;2;0
2019-11-06 10:26:59;64;28;9;6;0;7;0;0;2;2;0
2019-11-06 10:27:59;64;28;9;6;0;7;0;0;2;2;0
2019-11-06 10:28:58;64;28;9;6;0;7;0;0;2;2;0
2019-11-06 10:29:59;64;28;9;6;0;7;0;0;2;2;0
2019-11-06 10:30:59;65;29;9;6;0;7;0;0;2;2;0
2019-11-06 10:31:59;65;29;9;6;0;7;0;0;2;2;0
2019-11-06 10:32:58;65;29;9;6;0;7;0;0;2;2;0
2019-11-06 10:33:59;66;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:34:59;66;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:35:58;66;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:36:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:37:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:38:58;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:39:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:40:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:41:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:42:58;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:43:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:44:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:45:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:46:58;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:47:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:48:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:49:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:50:58;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:51:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:52:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:53:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:54:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:55:58;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:56:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:57:59;67;29;10;6;0;7;0;0;2;2;0
2019-11-06 10:58:58;68;30;10;6;0;7;0;0;2;2;0
2019-11-06 10:59:59;69;30;11;6;0;7;0;0;2;2;0
2019-11-06 11:00:59;69;30;11;6;0;7;0;0;2;2;0
2019-11-06 11:01:59;69;30;11;6;0;7;0;0;2;2;0
2019-11-06 11:02:58;69;30;11;6;0;7;0;0;2;2;0
2019-11-06 11:03:59;69;30;11;6;0;7;0;0;2;2;0
2019-11-06 11:04:59;69;30;11;6;0;7;0;0;2;2;0
2019-11-06 11:05:58;69;30;11;6;0;7;0;0;2;2;0
2019-11-06 11:06:59;69;30;11;6;0;7;0;0;2;2;0
2019-11-06 11:07:59;69;30;11;6;0;7;0;0;2;2;0
2019-11-06 11:08:58;72;32;11;7;0;7;0;0;2;2;0
2019-11-06 11:09:59;72;32;11;7;0;7;0;0;2;2;0
2019-11-06 11:10:59;72;32;11;7;0;7;0;0;2;2;0
2019-11-06 11:11:59;72;32;11;7;0;7;0;0;2;2;0
2019-11-06 11:12:58;72;32;11;7;0;7;0;0;2;2;0
2019-11-06 11:13:59;73;32;11;7;0;7;0;1;2;2;0
2019-11-06 11:14:59;74;32;12;7;0;7;0;1;2;2;0
2019-11-06 11:16:00;75;33;12;7;0;7;0;1;2;2;0
2019-11-06 11:16:58;75;33;12;7;0;7;0;1;2;2;0
2019-11-06 11:17:59;75;33;12;7;0;7;0;1;2;2;0
2019-11-06 11:18:59;75;33;12;7;0;7;0;1;2;2;0
2019-11-06 11:19:58;75;33;12;7;0;7;0;1;2;2;0
2019-11-06 11:20:59;75;33;12;7;0;7;0;1;2;2;0
2019-11-06 11:21:59;75;33;12;7;0;7;0;1;2;2;0
2019-11-06 11:22:58;76;34;12;7;0;7;0;1;2;2;0
2019-11-06 11:23:59;76;34;12;7;0;7;0;1;2;2;0
2019-11-06 11:24:59;76;34;12;7;0;7;0;1;2;2;0
2019-11-06 11:25:58;77;35;12;7;0;7;0;1;2;2;0
2019-11-06 11:26:59;77;35;12;7;0;7;0;1;2;2;0
2019-11-06 11:27:59;77;35;12;7;0;7;0;1;2;2;0
2019-11-06 11:28:58;77;35;12;7;0;7;0;1;2;2;0
2019-11-06 11:29:59;77;35;12;7;0;7;0;1;2;2;0
2019-11-06 11:30:59;77;35;12;7;0;7;0;1;2;2;0
2019-11-06 11:31:58;77;35;12;7;0;7;0;1;2;2;0
2019-11-06 11:32:59;77;35;12;7;0;7;0;1;2;2;0
2019-11-06 11:33:59;77;35;12;7;0;7;0;1;2;2;0
2019-11-06 11:34:59;77;35;12;7;0;7;0;1;2;2;0
2019-11-06 11:35:58;77;35;12;7;0;7;0;1;2;2;0
2019-11-06 11:36:59;77;35;12;7;0;7;0;1;2;2;0
2019-11-06 11:37:59;78;36;12;7;0;7;0;1;2;2;0
2019-11-06 11:38:58;78;36;12;7;0;7;0;1;2;2;0
2019-11-06 11:39:59;78;36;12;7;0;7;0;1;2;2;0
2019-11-06 11:40:59;78;36;12;7;0;7;0;1;2;2;0
2019-11-06 11:41:59;78;36;12;7;0;7;0;1;2;2;0
2019-11-06 11:42:58;78;36;12;7;0;7;0;1;2;2;0
2019-11-06 11:43:59;78;36;12;7;0;7;0;1;2;2;0
2019-11-06 11:44:59;78;36;12;7;0;7;0;1;2;2;0
2019-11-06 11:45:58;78;36;12;7;0;7;0;1;2;2;0
2019-11-06 11:46:59;78;36;12;7;0;7;0;1;2;2;0
2019-11-06 11:47:59;78;36;12;7;0;7;0;1;2;2;0
2019-11-06 11:48:58;78;36;12;7;0;7;0;1;2;2;0
2019-11-06 11:49:59;78;36;12;7;0;7;0;1;2;2;0
2019-11-06 11:50:59;79;37;12;7;0;7;0;1;2;2;0
2019-11-06 11:51:58;79;37;12;7;0;7;0;1;2;2;0
2019-11-06 11:52:59;80;37;12;7;0;7;0;1;2;2;0
2019-11-06 11:53:58;80;37;12;7;0;7;0;1;2;2;0
2019-11-06 11:54:59;80;37;12;7;0;7;0;1;2;2;0
2019-11-06 11:55:59;81;38;12;7;0;7;0;1;2;2;0
2019-11-06 11:56:59;81;38;12;7;0;7;0;1;2;2;0
2019-11-06 11:57:58;81;38;12;7;0;7;0;1;2;2;0
2019-11-06 11:58:59;82;39;12;7;0;7;0;1;2;2;0
2019-11-06 11:59:59;82;39;12;7;0;7;0;1;2;2;0
2019-11-06 12:00:58;83;40;12;7;0;7;0;1;2;2;0
2019-11-06 12:01:59;83;40;12;7;0;7;0;1;2;2;0
2019-11-06 12:02:59;83;40;12;7;0;7;0;1;2;2;0
2019-11-06 12:03:58;84;40;12;7;0;7;0;2;2;2;0
2019-11-06 12:04:59;86;39;12;10;0;7;0;2;2;2;0
2019-11-06 12:05:59;87;40;12;10;0;7;0;2;2;2;0
2019-11-06 12:06:59;88;40;12;11;0;7;0;2;2;2;0
2019-11-06 12:07:58;88;40;12;11;0;7;0;2;2;2;0
2019-11-06 12:08:59;88;40;12;11;0;7;0;2;2;2;0
2019-11-06 12:09:59;88;40;12;11;0;7;0;2;2;2;0
2019-11-06 12:10:58;88;40;12;11;0;7;0;2;2;2;0
2019-11-06 12:11:59;89;41;12;11;0;7;0;2;2;2;0
2019-11-06 12:12:59;89;41;12;11;0;7;0;2;2;2;0
2019-11-06 12:13:59;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:14:58;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:15:59;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:16:59;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:17:59;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:18:58;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:19:59;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:20:58;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:21:59;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:22:59;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:23:59;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:24:58;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:25:59;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:26:59;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:27:58;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:28:59;89;41;12;10;2;7;0;2;2;2;0
2019-11-06 12:29:59;90;42;12;10;2;7;0;2;2;2;0
2019-11-06 12:30:59;91;42;13;10;2;7;0;2;2;2;0
2019-11-06 12:31:58;91;42;13;10;2;7;0;2;2;2;0
2019-11-06 12:32:59;91;42;13;10;2;7;0;2;2;2;0
2019-11-06 12:33:59;91;42;13;10;2;7;0;2;2;2;0
2019-11-06 12:34:59;91;42;13;10;2;7;0;2;2;2;0
2019-11-06 12:35:58;91;42;13;10;2;7;0;2;2;2;0
2019-11-06 12:36:59;91;42;13;10;2;7;0;2;2;2;0
2019-11-06 12:37:59;91;42;13;10;2;7;0;2;2;2;0
2019-11-06 12:38:58;91;42;13;10;2;7;0;2;2;2;0
2019-11-06 12:39:59;91;42;13;10;2;7;0;2;2;2;0
2019-11-06 12:40:59;92;43;13;10;2;7;0;2;2;2;0
2019-11-06 12:41:58;92;43;13;10;2;7;0;2;2;2;0
2019-11-06 12:42:59;92;43;13;10;2;7;0;2;2;2;0
2019-11-06 12:43:59;93;43;14;10;2;7;0;2;2;2;0
2019-11-06 12:44:58;93;43;14;10;2;7;0;2;2;2;0
2019-11-06 12:45:59;93;43;14;10;2;7;0;2;2;2;0
2019-11-06 12:46:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 12:47:58;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 12:48:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 12:49:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 12:50:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 12:51:58;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 12:52:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 12:53:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 12:54:58;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 12:55:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 12:56:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 12:57:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 12:58:58;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 12:59:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 13:00:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 13:01:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 13:02:58;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 13:03:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 13:04:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 13:05:58;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 13:06:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 13:07:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 13:08:59;94;44;14;10;2;7;0;2;2;2;0
2019-11-06 13:09:58;94;44;14;10;2;7;0;2;2;2;0
