datetime;total_votes;Volodya_FM;KT;Yardrey;navalny;axxl;kross;Der_Sturmer;gurt;kaiL;vjik
2020-07-15 08:59:58;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:00:59;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:01:59;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:02:58;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:03:59;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:04:59;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:05:58;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:06:59;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:07:58;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:08:59;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:09:58;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:10:59;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:11:58;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:13:00;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:13:58;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:14:59;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:15:59;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:16:58;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:17:59;71;27;17;3;5;2;3;2;2;0;1
2020-07-15 09:18:58;72;27;18;3;5;2;3;2;2;0;1
2020-07-15 09:19:59;72;27;18;3;5;2;3;2;2;0;1
2020-07-15 09:20:58;73;28;18;3;5;2;3;2;2;0;1
2020-07-15 09:21:59;73;28;18;3;5;2;3;2;2;0;1
2020-07-15 09:22:58;73;28;18;3;5;2;3;2;2;0;1
2020-07-15 09:23:59;73;28;18;3;5;2;3;2;2;0;1
2020-07-15 09:24:59;75;29;19;3;5;2;3;2;2;0;1
2020-07-15 09:25:58;75;29;19;3;5;2;3;2;2;0;1
2020-07-15 09:26:59;76;30;19;3;5;2;3;2;2;0;1
2020-07-15 09:27:59;76;30;19;3;5;2;3;2;2;0;1
2020-07-15 09:28:58;76;30;19;3;5;2;3;2;2;0;1
2020-07-15 09:29:59;76;30;19;3;5;2;3;2;2;0;1
2020-07-15 09:30:58;76;30;19;3;5;2;3;2;2;0;1
2020-07-15 09:31:59;76;30;19;3;5;2;3;2;2;0;1
2020-07-15 09:32:59;77;31;19;3;5;2;3;2;2;0;1
2020-07-15 09:33:58;78;31;19;3;5;2;3;2;2;0;2
2020-07-15 09:34:59;79;31;19;4;5;2;3;2;2;0;2
2020-07-15 09:35:58;79;31;19;4;5;2;3;2;2;0;2
2020-07-15 09:36:59;79;31;19;4;5;2;3;2;2;0;2
2020-07-15 09:37:59;79;31;19;4;5;2;3;2;2;0;2
2020-07-15 09:38:58;79;31;19;4;5;2;3;2;2;0;2
2020-07-15 09:39:59;80;32;19;4;5;2;3;2;2;0;2
2020-07-15 09:40:58;81;33;19;4;5;2;3;2;2;0;2
2020-07-15 09:41:59;83;35;19;4;5;2;3;2;2;0;2
2020-07-15 09:42:58;83;35;19;4;5;2;3;2;2;0;2
2020-07-15 09:44:00;83;35;19;4;5;2;3;2;2;0;2
2020-07-15 09:44:58;83;35;19;4;5;2;3;2;2;0;2
2020-07-15 09:45:59;83;35;19;4;5;2;3;2;2;0;2
2020-07-15 09:46:59;83;35;19;4;5;2;3;2;2;0;2
2020-07-15 09:47:58;83;35;19;4;5;2;3;2;2;0;2
2020-07-15 09:48:59;83;35;19;4;5;2;3;2;2;0;2
2020-07-15 09:49:58;83;35;19;4;5;2;3;2;2;0;2
2020-07-15 09:50:59;83;35;19;4;5;2;3;2;2;0;2
2020-07-15 09:51:58;83;35;19;4;5;2;3;2;2;0;2
2020-07-15 09:52:59;83;35;19;4;5;2;3;2;2;0;2
2020-07-15 09:53:59;84;35;19;5;5;2;3;2;2;0;2
2020-07-15 09:54:58;84;35;19;5;5;2;3;2;2;0;2
2020-07-15 09:55:59;84;35;19;5;5;2;3;2;2;0;2
2020-07-15 09:56:58;84;35;19;5;5;2;3;2;2;0;2
2020-07-15 09:57:59;84;35;19;5;5;2;3;2;2;0;2
2020-07-15 09:58:59;84;35;19;5;5;2;3;2;2;0;2
2020-07-15 09:59:58;84;35;19;5;5;2;3;2;2;0;2
2020-07-15 10:00:59;84;35;19;5;5;2;3;2;2;0;2
2020-07-15 10:01:58;84;35;19;5;5;2;3;2;2;0;2
2020-07-15 10:02:59;84;35;19;5;5;2;3;2;2;0;2
2020-07-15 10:03:58;84;35;19;5;5;2;3;2;2;0;2
2020-07-15 10:04:59;84;35;19;5;5;2;3;2;2;0;2
2020-07-15 10:05:59;85;36;19;5;5;2;3;2;2;0;2
2020-07-15 10:06:58;85;36;19;5;5;2;3;2;2;0;2
2020-07-15 10:07:59;85;36;19;5;5;2;3;2;2;0;2
2020-07-15 10:08:58;85;36;19;5;5;2;3;2;2;0;2
2020-07-15 10:09:59;86;36;19;5;5;3;3;2;2;0;2
2020-07-15 10:10:59;86;36;19;5;5;3;3;2;2;0;2
2020-07-15 10:11:58;86;36;19;5;5;3;3;2;2;0;2
2020-07-15 10:12:59;86;36;19;5;5;3;3;2;2;0;2
2020-07-15 10:13:58;86;36;19;5;5;3;3;2;2;0;2
2020-07-15 10:14:59;88;38;19;5;5;3;3;2;2;0;2
2020-07-15 10:15:59;88;38;19;5;5;3;3;2;2;0;2
2020-07-15 10:16:58;88;38;19;5;5;3;3;2;2;0;2
2020-07-15 10:17:59;88;38;19;5;5;3;3;2;2;0;2
2020-07-15 10:18:58;88;38;19;5;5;3;3;2;2;0;2
2020-07-15 10:19:59;88;38;19;5;5;3;3;2;2;0;2
2020-07-15 10:20:58;89;39;19;5;5;3;3;2;2;0;2
2020-07-15 10:21:59;89;39;19;5;5;3;3;2;2;0;2
2020-07-15 10:22:58;89;39;19;5;5;3;3;2;2;0;2
2020-07-15 10:23:59;89;39;19;5;5;3;3;2;2;0;2
2020-07-15 10:24:58;89;39;19;5;5;3;3;2;2;0;2
2020-07-15 10:25:59;89;39;19;5;5;3;3;2;2;0;2
2020-07-15 10:26:58;90;40;19;5;5;3;3;2;2;0;2
2020-07-15 10:27:59;90;40;19;5;5;3;3;2;2;0;2
2020-07-15 10:28:58;90;40;19;5;5;3;3;2;2;0;2
2020-07-15 10:29:59;91;40;20;5;5;3;3;2;2;0;2
2020-07-15 10:30:59;91;40;20;5;5;3;3;2;2;0;2
2020-07-15 10:31:58;91;40;20;5;5;3;3;2;2;0;2
2020-07-15 10:32:59;91;40;20;5;5;3;3;2;2;0;2
2020-07-15 10:33:58;91;40;20;5;5;3;3;2;2;0;2
2020-07-15 10:34:59;91;40;20;5;5;3;3;2;2;0;2
2020-07-15 10:35:58;91;40;20;5;5;3;3;2;2;0;2
2020-07-15 10:36:59;92;40;20;6;5;3;3;2;2;0;2
2020-07-15 10:37:58;93;41;20;6;5;3;3;2;2;0;2
2020-07-15 10:38:59;93;41;20;6;5;3;3;2;2;0;2
2020-07-15 10:39:59;93;41;20;6;5;3;3;2;2;0;2
2020-07-15 10:40:58;93;41;20;6;5;3;3;2;2;0;2
2020-07-15 10:41:59;93;41;20;6;5;3;3;2;2;0;2
2020-07-15 10:42:58;93;41;20;6;5;3;3;2;2;0;2
2020-07-15 10:43:59;93;41;20;6;5;3;3;2;2;0;2
2020-07-15 10:44:59;94;42;20;6;5;3;3;2;2;0;2
2020-07-15 10:45:58;95;42;21;6;5;3;3;2;2;0;2
2020-07-15 10:46:59;95;42;21;6;5;3;3;2;2;0;2
2020-07-15 10:47:58;96;43;22;6;5;3;3;2;2;0;2
2020-07-15 10:48:59;96;43;22;6;5;3;3;2;2;0;2
2020-07-15 10:49:58;96;43;22;6;5;3;3;2;2;0;2
2020-07-15 10:50:59;96;43;22;6;5;3;3;2;2;0;2
2020-07-15 10:51:58;96;43;22;6;5;3;3;2;2;0;2
2020-07-15 10:52:59;96;43;22;6;5;3;3;2;2;0;2
2020-07-15 10:53:58;97;43;22;7;5;3;3;2;2;0;2
2020-07-15 10:54:59;97;43;22;7;5;3;3;2;2;0;2
2020-07-15 10:55:58;97;43;22;7;5;3;3;2;2;0;2
2020-07-15 10:56:59;97;43;22;7;5;3;3;2;2;0;2
2020-07-15 10:57:58;97;43;22;7;5;3;3;2;2;0;2
2020-07-15 10:58:59;97;43;22;7;5;3;3;2;2;0;2
2020-07-15 10:59:58;97;43;22;7;5;3;3;2;2;0;2
2020-07-15 11:00:59;97;43;22;7;5;3;3;2;2;0;2
2020-07-15 11:01:59;97;43;22;7;5;3;3;2;2;0;2
2020-07-15 11:02:58;97;43;22;7;5;3;3;2;2;0;2
2020-07-15 11:04:00;97;43;22;7;5;3;3;2;2;0;2
2020-07-15 11:04:58;97;43;22;7;5;3;3;2;2;0;2
2020-07-15 11:05:59;97;43;22;7;5;3;3;2;2;0;2
2020-07-15 11:06:59;97;43;22;7;5;3;3;2;2;0;2
2020-07-15 11:07:58;98;43;22;7;6;3;3;2;2;0;2
2020-07-15 11:08:59;98;43;22;7;6;3;3;2;2;0;2
2020-07-15 11:09:58;99;43;23;7;6;3;3;2;2;0;2
2020-07-15 11:10:59;99;43;23;7;6;3;3;2;2;0;2
2020-07-15 11:11:58;100;43;23;7;6;3;3;2;2;0;2
2020-07-15 11:12:59;100;43;23;7;6;3;3;2;2;0;2
2020-07-15 11:13:58;100;43;23;7;6;3;3;2;2;0;2
2020-07-15 11:14:59;100;43;23;7;6;3;3;2;2;0;2
2020-07-15 11:15:58;101;44;23;7;6;3;3;2;2;0;2
2020-07-15 11:16:59;101;44;23;7;6;3;3;2;2;0;2
2020-07-15 11:17:58;101;44;23;7;6;3;3;2;2;0;2
2020-07-15 11:18:59;101;44;23;7;6;3;3;2;2;0;2
2020-07-15 11:19:58;101;44;23;7;6;3;3;2;2;0;2
2020-07-15 11:20:59;101;44;23;7;6;3;3;2;2;0;2
2020-07-15 11:21:58;101;44;23;7;6;3;3;2;2;0;2
2020-07-15 11:22:59;101;44;23;7;6;3;3;2;2;0;2
2020-07-15 11:23:58;101;44;23;7;6;3;3;2;2;0;2
2020-07-15 11:24:59;101;44;23;7;6;3;3;2;2;0;2
2020-07-15 11:25:59;101;44;23;7;6;3;3;2;2;0;2
2020-07-15 11:26:58;102;44;24;7;6;3;3;2;2;0;2
2020-07-15 11:27:59;102;44;24;7;6;3;3;2;2;0;2
2020-07-15 11:28:58;102;44;24;7;6;3;3;2;2;0;2
2020-07-15 11:29:59;102;44;24;7;6;3;3;2;2;0;2
2020-07-15 11:30:58;102;44;24;7;6;3;3;2;2;0;2
2020-07-15 11:31:59;103;44;24;7;6;3;3;2;2;0;2
2020-07-15 11:32:58;104;44;25;7;6;3;3;2;2;0;2
2020-07-15 11:33:59;104;44;25;7;6;3;3;2;2;0;2
2020-07-15 11:34:58;104;44;25;7;6;3;3;2;2;0;2
2020-07-15 11:35:59;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:36:58;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:37:59;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:38:58;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:39:59;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:40:59;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:41:58;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:42:59;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:43:58;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:44:59;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:45:58;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:46:59;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:47:58;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:48:59;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:49:58;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:50:59;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:51:58;105;44;26;7;6;3;3;2;2;0;2
2020-07-15 11:52:59;106;44;26;7;6;4;3;2;2;0;2
2020-07-15 11:53:58;108;44;27;7;6;5;3;2;2;0;2
2020-07-15 11:54:59;108;44;27;7;6;5;3;2;2;0;2
2020-07-15 11:55:59;109;45;27;7;6;5;3;2;2;0;2
2020-07-15 11:56:58;109;45;27;7;6;5;3;2;2;0;2
2020-07-15 11:57:59;109;45;27;7;6;5;3;2;2;0;2
2020-07-15 11:58:58;109;45;27;7;6;5;3;2;2;0;2
2020-07-15 11:59:59;109;45;27;7;6;5;3;2;2;0;2
2020-07-15 12:00:58;109;45;27;7;6;5;3;2;2;0;2
2020-07-15 12:01:59;109;45;27;7;6;5;3;2;2;0;2
2020-07-15 12:02:58;109;45;27;7;6;5;3;2;2;0;2
2020-07-15 12:03:59;109;45;27;7;6;5;3;2;2;0;2
2020-07-15 12:04:58;109;45;27;7;6;5;3;2;2;0;2
2020-07-15 12:05:59;109;45;27;7;6;5;3;2;2;0;2
2020-07-15 12:06:59;109;45;27;7;6;5;3;2;2;0;2
2020-07-15 12:07:58;110;45;27;8;6;5;3;2;2;0;2
2020-07-15 12:08:59;110;45;27;8;6;5;3;2;2;0;2
2020-07-15 12:09:58;110;45;27;8;6;5;3;2;2;0;2
2020-07-15 12:10:59;110;45;27;8;6;5;3;2;2;0;2
2020-07-15 12:11:59;110;45;27;8;6;5;3;2;2;0;2
2020-07-15 12:12:58;110;45;27;8;6;5;3;2;2;0;2
2020-07-15 12:13:59;110;45;27;8;6;5;3;2;2;0;2
2020-07-15 12:14:58;110;45;27;8;6;5;3;2;2;0;2
2020-07-15 12:15:59;111;45;27;8;6;6;3;2;2;0;2
2020-07-15 12:16:59;112;45;28;8;6;6;3;2;2;0;2
2020-07-15 12:17:58;113;45;28;9;6;6;3;2;2;0;2
2020-07-15 12:18:59;113;45;28;9;6;6;3;2;2;0;2
2020-07-15 12:19:58;113;45;28;9;6;6;3;2;2;0;2
2020-07-15 12:20:59;113;45;28;9;6;6;3;2;2;0;2
2020-07-15 12:21:58;113;45;28;9;6;6;3;2;2;0;2
2020-07-15 12:22:59;114;45;29;9;6;6;3;2;2;0;2
2020-07-15 12:23:58;114;45;29;9;6;6;3;2;2;0;2
2020-07-15 12:24:59;114;45;29;9;6;6;3;2;2;0;2
2020-07-15 12:25:58;114;45;29;9;6;6;3;2;2;0;2
2020-07-15 12:26:59;114;45;29;9;6;6;3;2;2;0;2
2020-07-15 12:27:59;114;45;29;9;6;6;3;2;2;0;2
2020-07-15 12:28:59;114;45;29;9;6;6;3;2;2;0;2
2020-07-15 12:29:58;114;45;29;9;6;6;3;2;2;0;2
2020-07-15 12:30:59;114;45;29;9;6;6;3;2;2;0;2
2020-07-15 12:31:58;115;45;30;9;6;6;3;2;2;0;2
2020-07-15 12:32:59;115;45;30;9;6;6;3;2;2;0;2
2020-07-15 12:33:58;115;45;30;9;6;6;3;2;2;0;2
2020-07-15 12:34:59;115;45;30;9;6;6;3;2;2;0;2
2020-07-15 12:35:58;115;45;30;9;6;6;3;2;2;0;2
2020-07-15 12:36:59;115;45;30;9;6;6;3;2;2;0;2
2020-07-15 12:37:59;115;45;30;9;6;6;3;2;2;0;2
2020-07-15 12:38:58;115;45;30;9;6;6;3;2;2;0;2
2020-07-15 12:39:59;115;45;30;9;6;6;3;2;2;0;2
2020-07-15 12:40:58;115;45;30;9;6;6;3;2;2;0;2
2020-07-15 12:41:59;116;45;30;10;6;6;3;2;2;0;2
2020-07-15 12:42:59;116;45;30;10;6;6;3;2;2;0;2
2020-07-15 12:43:58;117;46;30;10;6;6;3;2;2;0;2
2020-07-15 12:44:59;117;46;30;10;6;6;3;2;2;0;2
2020-07-15 12:45:58;117;46;30;10;6;6;3;2;2;0;2
2020-07-15 12:46:59;117;46;30;10;6;6;3;2;2;0;2
2020-07-15 12:47:58;117;46;30;10;6;6;3;2;2;0;2
2020-07-15 12:48:59;117;46;30;10;6;6;3;2;2;0;2
2020-07-15 12:49:59;117;46;30;10;6;6;3;2;2;0;2
2020-07-15 12:50:58;117;46;30;10;6;6;3;2;2;0;2
2020-07-15 12:51:59;117;46;30;10;6;6;3;2;2;0;2
2020-07-15 12:52:58;117;46;30;10;6;6;3;2;2;0;2
2020-07-15 12:53:59;117;46;30;10;6;6;3;2;2;0;2
2020-07-15 12:54:58;117;46;30;10;6;6;3;2;2;0;2
2020-07-15 12:55:59;117;46;30;10;6;6;3;2;2;0;2
2020-07-15 12:56:58;118;46;30;10;6;6;3;2;2;1;2
2020-07-15 12:57:59;118;46;30;10;6;6;3;2;2;1;2
2020-07-15 12:58:59;118;46;30;10;6;6;3;2;2;1;2
2020-07-15 12:59:58;118;46;30;10;6;6;3;2;2;1;2
2020-07-15 13:00:59;118;46;30;10;6;6;3;2;2;1;2
2020-07-15 13:01:58;118;46;30;10;6;6;3;2;2;1;2
2020-07-15 13:02:59;118;46;30;10;6;6;3;2;2;1;2
2020-07-15 13:03:58;119;46;30;10;6;6;3;2;2;2;2
2020-07-15 13:04:59;119;46;30;10;6;6;3;2;2;2;2
2020-07-15 13:05:59;120;46;30;11;6;6;3;2;2;2;2
2020-07-15 13:06:58;120;46;30;11;6;6;3;2;2;2;2
2020-07-15 13:07:59;120;46;30;11;6;6;3;2;2;2;2
2020-07-15 13:08:58;120;46;30;11;6;6;3;2;2;2;2
2020-07-15 13:09:59;120;46;30;11;6;6;3;2;2;2;2
2020-07-15 13:10:59;120;46;30;11;6;6;3;2;2;2;2
2020-07-15 13:11:58;120;46;30;11;6;6;3;2;2;2;2
2020-07-15 13:12:59;121;47;30;11;6;6;3;2;2;2;2
2020-07-15 13:13:58;121;47;30;11;6;6;3;2;2;2;2
2020-07-15 13:14:59;122;47;30;12;6;6;3;2;2;2;2
2020-07-15 13:15:59;122;47;30;12;6;6;3;2;2;2;2
2020-07-15 13:16:59;122;47;30;12;6;6;3;2;2;2;2
2020-07-15 13:17:58;123;48;30;12;6;6;3;2;2;2;2
2020-07-15 13:18:59;123;48;30;12;6;6;3;2;2;2;2
2020-07-15 13:19:58;123;48;30;12;6;6;3;2;2;2;2
2020-07-15 13:20:59;123;48;30;12;6;6;3;2;2;2;2
2020-07-15 13:21:59;123;48;30;12;6;6;3;2;2;2;2
2020-07-15 13:22:58;124;48;31;12;6;6;3;2;2;2;2
2020-07-15 13:23:59;124;48;31;12;6;6;3;2;2;2;2
2020-07-15 13:24:58;124;48;31;12;6;6;3;2;2;2;2
2020-07-15 13:25:59;124;48;31;12;6;6;3;2;2;2;2
2020-07-15 13:26:59;124;48;31;12;6;6;3;2;2;2;2
2020-07-15 13:27:58;124;48;31;12;6;6;3;2;2;2;2
2020-07-15 13:28:59;124;48;31;12;6;6;3;2;2;2;2
2020-07-15 13:29:58;124;48;31;12;6;6;3;2;2;2;2
2020-07-15 13:30:59;124;48;31;12;6;6;3;2;2;2;2
2020-07-15 13:31:59;124;48;31;12;6;6;3;2;2;2;2
2020-07-15 13:32:58;124;48;31;12;6;6;3;2;2;2;2
2020-07-15 13:33:59;124;48;31;12;6;6;3;2;2;2;2
2020-07-15 13:34:58;124;48;31;12;6;6;3;2;2;2;2
2020-07-15 13:35:59;126;48;32;12;6;6;3;2;2;2;2
2020-07-15 13:36:59;127;48;32;13;6;6;3;2;2;2;2
2020-07-15 13:37:58;128;49;32;13;6;6;3;2;2;2;2
2020-07-15 13:38:59;129;49;32;13;6;6;3;2;2;2;2
2020-07-15 13:39:58;129;49;32;13;6;6;3;2;2;2;2
2020-07-15 13:40:59;129;49;32;13;6;6;3;2;2;2;2
2020-07-15 13:41:58;130;50;32;13;6;6;3;2;2;2;2
2020-07-15 13:42:59;131;51;32;13;6;6;3;2;2;2;2
2020-07-15 13:43:59;131;51;32;13;6;6;3;2;2;2;2
2020-07-15 13:44:58;131;51;32;13;6;6;3;2;2;2;2
2020-07-15 13:45:59;131;51;32;13;6;6;3;2;2;2;2
2020-07-15 13:46:59;131;51;32;13;6;6;3;2;2;2;2
2020-07-15 13:47:58;131;51;32;13;6;6;3;2;2;2;2
2020-07-15 13:48:59;131;51;32;13;6;6;3;2;2;2;2
2020-07-15 13:49:58;132;52;32;13;6;6;3;2;2;2;2
2020-07-15 13:50:59;132;52;32;13;6;6;3;2;2;2;2
2020-07-15 13:51:58;132;52;32;13;6;6;3;2;2;2;2
2020-07-15 13:52:59;133;52;33;13;6;6;3;2;2;2;2
2020-07-15 13:53:58;133;52;33;13;6;6;3;2;2;2;2
2020-07-15 13:54:59;135;54;33;13;6;6;3;2;2;2;2
2020-07-15 13:55:59;135;54;33;13;6;6;3;2;2;2;2
2020-07-15 13:56:58;135;54;33;13;6;6;3;2;2;2;2
2020-07-15 13:57:59;135;54;33;13;6;6;3;2;2;2;2
2020-07-15 13:58:58;135;54;33;13;6;6;3;2;2;2;2
2020-07-15 13:59:59;135;54;33;13;6;6;3;2;2;2;2
2020-07-15 14:00:59;135;54;33;13;6;6;3;2;2;2;2
2020-07-15 14:01:58;135;54;33;13;6;6;3;2;2;2;2
2020-07-15 14:02:59;135;54;33;13;6;6;3;2;2;2;2
2020-07-15 14:03:58;135;54;33;13;6;6;3;2;2;2;2
2020-07-15 14:04:59;135;54;33;13;6;6;3;2;2;2;2
2020-07-15 14:05:59;135;54;33;13;6;6;3;2;2;2;2
2020-07-15 14:06:58;136;55;33;13;6;6;3;2;2;2;2
2020-07-15 14:07:59;136;55;33;13;6;6;3;2;2;2;2
2020-07-15 14:08:58;137;56;33;13;6;6;3;2;2;2;2
2020-07-15 14:09:59;137;56;33;13;6;6;3;2;2;2;2
2020-07-15 14:10:58;137;56;33;13;6;6;3;2;2;2;2
2020-07-15 14:11:59;137;56;33;13;6;6;3;2;2;2;2
2020-07-15 14:12:58;137;56;33;13;6;6;3;2;2;2;2
2020-07-15 14:13:59;137;56;33;13;6;6;3;2;2;2;2
2020-07-15 14:14:58;137;56;33;13;6;6;3;2;2;2;2
2020-07-15 14:15:59;137;56;33;13;6;6;3;2;2;2;2
2020-07-15 14:16:59;137;56;33;13;6;6;3;2;2;2;2
2020-07-15 14:17:58;139;57;33;13;6;6;3;2;2;2;2
2020-07-15 14:18:59;139;57;33;13;6;6;3;2;2;2;2
2020-07-15 14:19:58;140;58;33;13;6;6;3;2;2;2;2
2020-07-15 14:20:59;140;58;33;13;6;6;3;2;2;2;2
2020-07-15 14:21:58;140;58;33;13;6;6;3;2;2;2;2
2020-07-15 14:22:59;140;58;33;13;6;6;3;2;2;2;2
2020-07-15 14:23:58;141;59;33;13;6;6;3;2;2;2;2
2020-07-15 14:24:59;141;59;33;13;6;6;3;2;2;2;2
2020-07-15 14:25:59;142;60;33;13;6;6;3;2;2;2;2
2020-07-15 14:26:58;142;60;33;13;6;6;3;2;2;2;2
2020-07-15 14:27:59;142;60;33;13;6;6;3;2;2;2;2
2020-07-15 14:28:58;142;60;33;13;6;6;3;2;2;2;2
2020-07-15 14:29:59;143;60;34;13;6;6;3;2;2;2;2
2020-07-15 14:30:59;143;60;34;13;6;6;3;2;2;2;2
2020-07-15 14:31:58;143;60;34;13;6;6;3;2;2;2;2
2020-07-15 14:32:59;144;61;34;13;6;6;3;2;2;2;2
2020-07-15 14:33:58;144;61;34;13;6;6;3;2;2;2;2
2020-07-15 14:34:59;145;62;34;13;6;6;3;2;2;2;2
2020-07-15 14:35:58;146;62;35;13;6;6;3;2;2;2;2
2020-07-15 14:36:59;146;62;35;13;6;6;3;2;2;2;2
2020-07-15 14:37:59;147;63;35;13;6;6;3;2;2;2;2
2020-07-15 14:38:58;147;63;35;13;6;6;3;2;2;2;2
2020-07-15 14:39:59;148;64;35;13;6;6;3;2;2;2;2
2020-07-15 14:40:58;149;64;35;13;6;6;3;2;2;2;2
2020-07-15 14:41:59;150;64;35;14;6;6;3;2;2;2;2
2020-07-15 14:42:58;152;65;35;14;6;6;3;2;2;2;2
2020-07-15 14:43:59;152;65;35;14;6;6;3;2;2;2;2
2020-07-15 14:44:58;153;65;35;14;7;6;3;2;2;2;2
2020-07-15 14:45:59;153;65;35;14;7;6;3;2;2;2;2
2020-07-15 14:46:59;153;65;35;14;7;6;3;2;2;2;2
2020-07-15 14:47:59;153;65;35;14;7;6;3;2;2;2;2
2020-07-15 14:48:58;153;65;35;14;7;6;3;2;2;2;2
2020-07-15 14:49:59;153;65;35;14;7;6;3;2;2;2;2
2020-07-15 14:50:58;153;65;35;14;7;6;3;2;2;2;2
2020-07-15 14:51:59;153;65;35;14;7;6;3;2;2;2;2
2020-07-15 14:52:59;153;65;35;14;7;6;3;2;2;2;2
2020-07-15 14:53:58;153;65;35;14;7;6;3;2;2;2;2
2020-07-15 14:54:59;153;65;35;14;7;6;3;2;2;2;2
2020-07-15 14:55:58;153;65;35;14;7;6;3;2;2;2;2
2020-07-15 14:56:59;153;65;35;14;7;6;3;2;2;2;2
2020-07-15 14:57:59;153;64;35;15;7;6;3;2;2;2;2
2020-07-15 14:58:58;154;64;36;15;7;6;3;2;2;2;2
2020-07-15 14:59:59;154;64;36;15;7;6;3;2;2;2;2
2020-07-15 15:00:58;154;64;36;15;7;6;3;2;2;2;2
2020-07-15 15:01:59;155;64;37;15;7;6;3;2;2;2;2
2020-07-15 15:02:58;155;64;37;15;7;6;3;2;2;2;2
2020-07-15 15:03:59;156;64;37;16;7;6;3;2;2;2;2
2020-07-15 15:04:58;156;64;37;16;7;6;3;2;2;2;2
2020-07-15 15:05:59;156;64;37;16;7;6;3;2;2;2;2
2020-07-15 15:06:58;156;64;37;16;7;6;3;2;2;2;2
2020-07-15 15:07:59;156;64;37;16;7;6;3;2;2;2;2
2020-07-15 15:08:59;156;64;37;16;7;6;3;2;2;2;2
2020-07-15 15:09:58;156;64;37;16;7;6;3;2;2;2;2
2020-07-15 15:10:59;158;65;38;16;7;6;3;2;2;2;2
2020-07-15 15:11:58;158;65;38;16;7;6;3;2;2;2;2
2020-07-15 15:12:59;158;65;38;16;7;6;3;2;2;2;2
2020-07-15 15:13:58;158;65;38;16;7;6;3;2;2;2;2
2020-07-15 15:14:59;158;65;38;16;7;6;3;2;2;2;2
2020-07-15 15:15:58;158;65;38;16;7;6;3;2;2;2;2
2020-07-15 15:16:59;158;65;38;16;7;6;3;2;2;2;2
2020-07-15 15:17:58;158;65;38;16;7;6;3;2;2;2;2
2020-07-15 15:18:59;158;65;38;16;7;6;3;2;2;2;2
2020-07-15 15:19:58;159;65;39;16;7;6;3;2;2;2;2
2020-07-15 15:20:59;161;65;39;16;7;7;3;2;2;2;2
2020-07-15 15:21:58;162;65;40;16;7;7;3;2;2;2;2
2020-07-15 15:22:59;162;65;40;16;7;7;3;2;2;2;2
2020-07-15 15:23:59;164;66;41;16;7;7;3;2;2;2;2
2020-07-15 15:24:58;164;66;41;16;7;7;3;2;2;2;2
2020-07-15 15:25:59;164;66;41;16;7;7;3;2;2;2;2
2020-07-15 15:26:58;164;66;41;16;7;7;3;2;2;2;2
2020-07-15 15:27:59;164;66;41;16;7;7;3;2;2;2;2
2020-07-15 15:28:59;164;66;41;16;7;7;3;2;2;2;2
2020-07-15 15:29:58;164;66;41;16;7;7;3;2;2;2;2
2020-07-15 15:30:59;164;66;41;16;7;7;3;2;2;2;2
2020-07-15 15:31:58;164;66;41;16;7;7;3;2;2;2;2
2020-07-15 15:32:59;164;66;41;16;7;7;3;2;2;2;2
2020-07-15 15:33:58;164;66;41;16;7;7;3;2;2;2;2
2020-07-15 15:34:59;164;66;41;16;7;7;3;2;2;2;2
2020-07-15 15:35:58;164;66;41;16;7;7;3;2;2;2;2
2020-07-15 15:36:59;164;66;41;16;7;7;3;2;2;2;2
