datetime;total_votes;Plancus;keyreal;leprovalentin;pupsique;Der_Sturmer;rockamark;Есения;dear_pavlik;kiLstrom;brammator
2019-02-27 06:34:58;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:35:59;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:36:58;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:37:59;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:38:59;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:39:58;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:40:59;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:41:58;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:42:59;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:43:59;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:44:59;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:45:59;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:46:59;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:47:58;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:48:59;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:49:59;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:50:58;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:51:59;47;22;4;1;0;3;2;2;3;2;0
2019-02-27 06:52:59;48;23;4;1;0;3;2;2;3;2;0
2019-02-27 06:53:58;48;23;4;1;0;3;2;2;3;2;0
2019-02-27 06:54:59;48;23;4;1;0;3;2;2;3;2;0
2019-02-27 06:55:58;48;23;4;1;0;3;2;2;3;2;0
2019-02-27 06:56:59;48;23;4;1;0;3;2;2;3;2;0
2019-02-27 06:57:59;48;23;4;1;0;3;2;2;3;2;0
2019-02-27 06:58:58;50;23;4;3;0;3;2;2;3;2;1
2019-02-27 06:59:59;50;23;4;3;0;3;2;2;3;2;1
2019-02-27 07:00:58;50;23;4;3;0;3;2;2;3;2;1
2019-02-27 07:01:59;50;23;4;3;0;3;2;2;3;2;1
2019-02-27 07:02:59;50;23;4;3;0;3;2;2;3;2;1
2019-02-27 07:03:58;50;23;4;3;0;3;2;2;3;2;1
2019-02-27 07:04:59;50;23;4;3;0;3;2;2;3;2;1
2019-02-27 07:05:58;51;23;5;3;0;3;2;2;3;2;1
2019-02-27 07:06:59;51;23;5;3;0;3;2;2;3;2;1
2019-02-27 07:07:59;51;23;5;3;0;3;2;2;3;2;1
2019-02-27 07:08:58;51;23;5;3;0;3;2;2;3;2;1
2019-02-27 07:09:59;52;23;6;3;0;3;2;2;3;2;1
2019-02-27 07:10:58;52;23;6;3;0;3;2;2;3;2;1
2019-02-27 07:11:59;52;23;6;3;0;3;2;2;3;2;1
2019-02-27 07:12:59;52;23;6;3;0;3;2;2;3;2;1
2019-02-27 07:13:58;52;23;6;3;0;3;2;2;3;2;1
2019-02-27 07:14:59;52;23;6;3;0;3;2;2;3;2;1
2019-02-27 07:15:58;52;23;6;3;0;3;2;2;3;2;1
2019-02-27 07:16:59;52;23;6;3;0;3;2;2;3;2;1
2019-02-27 07:17:58;53;23;6;3;0;3;2;2;3;2;0
2019-02-27 07:18:59;53;23;6;3;0;3;2;2;3;2;0
2019-02-27 07:19:58;53;23;6;3;0;3;2;2;3;2;0
2019-02-27 07:20:59;53;23;6;3;0;3;2;2;3;2;0
2019-02-27 07:21:58;53;23;6;3;0;3;2;2;3;2;0
2019-02-27 07:22:59;53;23;6;3;0;3;2;2;3;2;0
2019-02-27 07:23:58;53;23;6;3;0;3;2;2;3;2;0
2019-02-27 07:24:59;53;23;6;3;0;3;2;2;3;2;0
2019-02-27 07:25:59;53;23;6;3;0;3;2;2;3;2;0
2019-02-27 07:26:58;53;23;6;3;0;3;2;2;3;2;0
2019-02-27 07:27:59;54;24;6;3;0;3;2;2;3;2;0
2019-02-27 07:28:59;54;24;6;3;0;3;2;2;3;2;0
2019-02-27 07:29:58;54;24;6;3;0;3;2;2;3;2;0
2019-02-27 07:30:59;54;24;6;3;0;3;2;2;3;2;0
2019-02-27 07:31:59;54;24;6;3;0;3;2;2;3;2;0
2019-02-27 07:32:59;54;24;6;3;0;3;2;2;3;2;0
2019-02-27 07:33:58;54;24;6;3;0;3;2;2;3;2;0
2019-02-27 07:34:59;54;24;6;3;0;3;2;2;3;2;0
2019-02-27 07:35:59;54;24;6;3;0;3;2;2;3;2;0
2019-02-27 07:36:58;54;24;6;3;0;3;2;2;3;2;0
2019-02-27 07:37:59;54;24;6;3;0;3;2;2;3;2;0
2019-02-27 07:39:00;55;25;6;3;0;3;2;2;3;2;0
2019-02-27 07:39:58;55;25;6;3;0;3;2;2;3;2;0
2019-02-27 07:40:59;55;25;6;3;0;3;2;2;3;2;0
2019-02-27 07:41:58;55;25;6;3;0;3;2;2;3;2;0
2019-02-27 07:42:59;55;25;6;3;0;3;2;2;3;2;0
2019-02-27 07:43:59;55;25;6;3;0;3;2;2;3;2;0
2019-02-27 07:44:59;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 07:45:59;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 07:46:58;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 07:47:59;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 07:48:58;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 07:49:59;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 07:50:59;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 07:51:58;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 07:52:59;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 07:53:58;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 07:54:59;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 07:55:59;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 07:56:58;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 07:57:59;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 07:58:58;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 07:59:59;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 08:00:59;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 08:01:58;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 08:02:59;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 08:03:59;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 08:04:59;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 08:05:58;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 08:06:59;56;25;6;3;2;3;2;2;3;2;0
2019-02-27 08:07:59;58;26;6;3;0;3;2;2;3;2;2
2019-02-27 08:08:58;59;26;6;4;0;3;2;2;3;2;2
2019-02-27 08:09:59;59;26;6;4;0;3;2;2;3;2;2
2019-02-27 08:10:59;59;26;6;4;0;3;2;2;3;2;2
2019-02-27 08:11:58;59;26;6;4;0;3;2;2;3;2;2
2019-02-27 08:12:59;59;26;6;4;0;3;2;2;3;2;2
2019-02-27 08:13:58;59;26;6;4;0;3;2;2;3;2;2
2019-02-27 08:14:59;59;26;6;4;0;3;2;2;3;2;2
2019-02-27 08:15:59;59;26;6;4;0;3;2;2;3;2;2
2019-02-27 08:16:58;59;26;6;4;0;3;2;2;3;2;2
2019-02-27 08:17:59;59;26;6;4;0;3;2;2;3;2;2
2019-02-27 08:18:58;60;26;6;4;0;3;3;2;3;2;2
2019-02-27 08:19:59;60;26;6;4;0;3;3;2;3;2;2
2019-02-27 08:20:59;60;26;6;4;0;3;3;2;3;2;2
2019-02-27 08:21:58;60;26;6;4;0;3;3;2;3;2;2
2019-02-27 08:22:59;61;27;6;4;0;3;3;2;3;2;2
2019-02-27 08:23:58;61;26;6;5;0;3;3;2;3;2;2
2019-02-27 08:24:59;61;26;6;5;0;3;3;2;3;2;2
2019-02-27 08:26:00;61;27;6;4;0;3;3;2;3;2;2
2019-02-27 08:26:58;61;27;6;4;0;3;3;2;3;2;2
2019-02-27 08:27:59;61;27;6;4;0;3;3;2;3;2;2
2019-02-27 08:28:58;61;27;6;4;0;3;3;2;3;2;2
2019-02-27 08:29:59;61;27;6;4;0;3;3;2;3;2;2
2019-02-27 08:30:59;61;27;6;4;0;3;3;2;3;2;2
2019-02-27 08:31:58;61;27;6;4;0;3;3;2;3;2;2
2019-02-27 08:32:59;61;27;6;4;0;3;3;2;3;2;2
2019-02-27 08:33:58;61;27;6;4;0;3;3;2;3;2;2
2019-02-27 08:34:59;61;27;6;4;0;3;3;2;3;2;2
2019-02-27 08:35:59;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:36:58;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:37:59;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:38:59;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:39:58;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:40:59;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:41:59;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:42:58;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:43:59;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:44:58;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:45:59;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:46:59;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:47:58;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:48:58;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:49:59;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:50:58;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:51:59;62;28;6;4;0;3;3;2;3;2;2
2019-02-27 08:52:59;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 08:53:58;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 08:54:59;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 08:55:59;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 08:56:58;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 08:57:59;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 08:58:58;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 08:59:59;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 09:00:59;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 09:01:58;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 09:02:59;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 09:04:00;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 09:04:58;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 09:05:59;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 09:06:58;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 09:07:59;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 09:08:59;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 09:09:58;63;29;6;4;0;3;3;2;3;2;2
2019-02-27 09:10:59;64;29;6;5;0;3;3;2;3;2;2
2019-02-27 09:11:58;64;29;6;5;0;3;3;2;3;2;2
2019-02-27 09:12:59;65;29;6;6;0;3;3;2;3;2;2
2019-02-27 09:13:59;66;30;6;6;0;3;3;2;3;2;2
2019-02-27 09:14:58;66;30;6;6;0;3;3;2;3;2;2
2019-02-27 09:15:59;66;30;6;6;0;3;3;2;3;2;2
2019-02-27 09:16:59;66;30;6;6;0;3;3;2;3;2;2
2019-02-27 09:17:58;66;30;6;6;0;3;3;2;3;2;2
2019-02-27 09:18:59;66;30;6;6;0;3;3;2;3;2;2
2019-02-27 09:19:59;66;30;6;6;0;3;3;2;3;2;2
2019-02-27 09:20:58;66;30;6;6;0;3;3;2;3;2;2
2019-02-27 09:21:59;66;30;6;6;0;3;3;2;3;2;2
2019-02-27 09:22:58;67;31;6;6;0;3;3;2;3;2;2
2019-02-27 09:23:59;67;31;6;6;0;3;3;2;3;2;2
2019-02-27 09:24:59;67;31;6;6;0;3;3;2;3;2;2
2019-02-27 09:25:58;67;31;6;6;0;3;3;2;3;2;2
2019-02-27 09:26:59;68;32;6;6;0;3;3;2;3;2;2
2019-02-27 09:27:58;68;32;6;6;0;3;3;2;3;2;2
2019-02-27 09:28:59;68;32;6;6;0;3;3;2;3;2;2
2019-02-27 09:29:59;68;32;6;6;0;3;3;2;3;2;2
2019-02-27 09:30:58;68;32;6;6;0;3;3;2;3;2;2
2019-02-27 09:31:59;68;32;6;6;0;3;3;2;3;2;2
2019-02-27 09:32:59;68;32;6;6;0;3;3;2;3;2;2
2019-02-27 09:33:59;69;32;6;6;0;3;3;3;3;2;2
2019-02-27 09:34:59;69;32;6;6;0;3;3;3;3;2;2
2019-02-27 09:35:58;70;33;6;6;0;3;3;3;3;2;2
2019-02-27 09:36:59;71;34;6;6;0;3;3;3;3;2;2
2019-02-27 09:37:59;71;34;6;6;0;3;3;3;3;2;2
2019-02-27 09:38:58;72;35;6;6;0;3;3;3;3;2;2
2019-02-27 09:39:59;72;35;6;6;0;3;3;3;3;2;2
2019-02-27 09:40:58;72;35;6;6;0;3;3;3;3;2;2
2019-02-27 09:41:59;73;36;6;6;0;3;3;3;3;2;2
2019-02-27 09:42:59;73;36;6;6;0;3;3;3;3;2;2
2019-02-27 09:43:58;74;36;7;6;0;3;3;3;3;2;2
2019-02-27 09:44:59;74;36;7;6;0;3;3;3;3;2;2
2019-02-27 09:45:58;74;36;7;6;0;3;3;3;3;2;2
2019-02-27 09:46:59;74;36;7;6;0;3;3;3;3;2;2
2019-02-27 09:47:59;74;36;7;6;0;3;3;3;3;2;2
2019-02-27 09:48:58;74;36;7;6;0;3;3;3;3;2;2
2019-02-27 09:49:59;74;36;7;6;0;3;3;3;3;2;2
2019-02-27 09:50:58;74;36;7;6;0;3;3;3;3;2;2
2019-02-27 09:51:59;75;37;7;6;0;3;3;3;3;2;2
2019-02-27 09:52:59;75;37;7;6;0;3;3;3;3;2;2
2019-02-27 09:53:58;75;37;7;6;0;3;3;3;3;2;2
2019-02-27 09:54:59;75;37;7;6;0;3;3;3;3;2;2
2019-02-27 09:55:59;76;37;7;6;0;3;3;4;3;2;2
2019-02-27 09:56:58;76;37;7;6;0;3;3;4;3;2;2
2019-02-27 09:57:59;77;37;7;6;0;3;3;5;3;2;2
2019-02-27 09:58:59;77;37;7;6;0;3;3;5;3;2;2
2019-02-27 09:59:58;77;37;7;6;0;3;3;5;3;2;2
2019-02-27 10:00:59;77;37;7;6;0;3;3;5;3;2;2
2019-02-27 10:01:59;77;37;7;6;0;3;3;5;3;2;2
2019-02-27 10:02:58;77;37;7;6;0;3;3;5;3;2;2
2019-02-27 10:03:59;77;37;7;6;0;3;3;5;3;2;2
2019-02-27 10:04:58;77;37;7;6;0;3;3;5;3;2;2
2019-02-27 10:05:59;77;37;7;6;0;3;3;5;3;2;2
2019-02-27 10:06:59;77;37;7;6;0;3;3;5;3;2;2
2019-02-27 10:07:58;77;37;7;6;0;3;3;5;3;2;2
2019-02-27 10:08:59;77;37;7;6;0;3;3;5;3;2;2
2019-02-27 10:09:59;78;37;7;6;0;4;3;5;3;2;2
2019-02-27 10:10:58;78;37;7;6;0;4;3;5;3;2;2
2019-02-27 10:11:59;78;37;7;6;0;4;3;5;3;2;2
2019-02-27 10:12:59;78;37;7;6;0;4;3;5;3;2;2
2019-02-27 10:13:58;78;37;7;6;0;4;3;5;3;2;2
2019-02-27 10:14:59;78;37;7;6;0;4;3;5;3;2;2
2019-02-27 10:15:58;78;37;7;6;0;4;3;5;3;2;2
2019-02-27 10:16:59;78;37;7;6;0;4;3;5;3;2;2
2019-02-27 10:17:59;79;38;7;6;0;4;3;5;3;2;2
2019-02-27 10:18:58;79;38;7;6;0;4;3;5;3;2;2
2019-02-27 10:19:59;79;38;7;6;0;4;3;5;3;2;2
2019-02-27 10:20:59;79;38;7;6;0;4;3;5;3;2;2
2019-02-27 10:21:58;79;38;7;6;0;4;3;5;3;2;2
2019-02-27 10:22:59;79;38;7;6;0;4;3;5;3;2;2
2019-02-27 10:23:58;79;38;7;6;0;4;3;5;3;2;2
2019-02-27 10:24:59;80;38;7;6;0;4;4;5;3;2;2
2019-02-27 10:25:59;80;38;7;6;0;4;4;5;3;2;2
2019-02-27 10:26:58;80;38;7;6;0;4;4;5;3;2;2
2019-02-27 10:27:59;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:28:59;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:29:58;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:30:59;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:31:59;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:32:58;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:33:59;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:34:59;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:35:58;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:36:59;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:37:58;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:38:59;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:39:59;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:40:58;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:41:59;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:42:59;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:43:58;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:44:59;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:45:59;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:46:58;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:47:59;80;38;8;6;0;4;4;4;3;2;2
2019-02-27 10:48:59;82;39;8;6;0;4;4;4;3;3;2
2019-02-27 10:49:58;82;39;8;6;0;4;4;4;3;3;2
2019-02-27 10:50:59;82;39;8;6;0;4;4;4;3;3;2
2019-02-27 10:51:59;82;39;8;6;0;4;4;4;3;3;2
2019-02-27 10:52:58;82;39;8;6;0;4;4;4;3;3;2
2019-02-27 10:54:00;82;39;8;6;0;4;4;4;3;3;2
2019-02-27 10:54:58;82;39;8;6;0;4;4;4;3;3;2
2019-02-27 10:55:59;83;39;8;6;0;4;4;5;3;3;2
2019-02-27 10:56:58;83;39;8;6;0;4;4;5;3;3;2
2019-02-27 10:57:59;83;39;8;6;0;4;4;5;3;3;2
2019-02-27 10:58:59;83;39;8;6;0;4;4;5;3;3;2
2019-02-27 10:59:58;83;39;8;6;0;4;4;5;3;3;2
2019-02-27 11:00:59;83;39;8;6;0;4;4;5;3;3;2
2019-02-27 11:01:58;84;40;8;6;0;4;4;5;3;3;2
2019-02-27 11:02:59;86;41;8;6;2;4;4;5;3;3;0
2019-02-27 11:03:59;87;41;9;6;2;4;4;5;3;3;0
2019-02-27 11:04:58;88;41;10;6;2;4;4;5;3;3;0
2019-02-27 11:05:59;88;41;10;6;2;4;4;5;3;3;0
2019-02-27 11:06:59;88;41;10;6;2;4;4;5;3;3;0
2019-02-27 11:07:58;88;41;10;6;2;4;4;5;3;3;0
2019-02-27 11:08:59;88;41;10;6;2;4;4;5;3;3;0
2019-02-27 11:09:59;90;43;10;6;2;4;4;5;3;3;0
2019-02-27 11:10:58;90;43;10;6;2;4;4;5;3;3;0
2019-02-27 11:11:59;90;43;10;6;2;4;4;5;3;3;0
2019-02-27 11:12:58;90;43;10;6;2;4;4;5;3;3;0
2019-02-27 11:13:59;90;43;10;6;2;4;4;5;3;3;0
2019-02-27 11:14:58;90;43;10;6;2;4;4;5;3;3;0
2019-02-27 11:15:59;90;43;10;6;2;4;4;5;3;3;0
2019-02-27 11:16:59;90;43;10;6;2;4;4;5;3;3;0
2019-02-27 11:17:58;90;43;10;6;2;4;4;5;3;3;0
2019-02-27 11:18:59;90;43;10;6;2;4;4;5;3;3;0
2019-02-27 11:19:59;90;43;10;6;2;4;4;5;3;3;0
2019-02-27 11:20:58;90;43;10;6;2;4;4;5;3;3;0
2019-02-27 11:21:59;90;43;10;6;2;4;4;5;3;3;0
2019-02-27 11:22:58;91;44;10;6;2;4;4;5;3;3;0
2019-02-27 11:23:59;91;44;10;6;2;4;4;5;3;3;0
2019-02-27 11:24:59;91;44;10;6;2;4;4;5;3;3;0
2019-02-27 11:25:58;91;44;10;6;2;4;4;5;3;3;0
2019-02-27 11:26:59;91;44;10;6;2;4;4;5;3;3;0
2019-02-27 11:27:59;91;44;10;6;2;4;4;5;3;3;0
2019-02-27 11:28:58;91;44;10;6;2;4;4;5;3;3;0
2019-02-27 11:29:59;91;44;10;6;2;4;4;5;3;3;0
2019-02-27 11:30:59;91;44;10;6;2;4;4;5;3;3;0
2019-02-27 11:31:58;91;44;10;6;2;4;4;5;3;3;0
2019-02-27 11:32:59;92;45;10;6;2;4;4;5;3;3;0
2019-02-27 11:33:58;92;45;10;6;2;4;4;5;3;3;0
2019-02-27 11:34:59;92;45;10;6;2;4;4;5;3;3;0
2019-02-27 11:35:59;92;45;10;6;2;4;4;5;3;3;0
2019-02-27 11:36:58;92;45;10;6;2;4;4;5;3;3;0
2019-02-27 11:37:59;92;45;10;6;2;4;4;5;3;3;0
2019-02-27 11:38:59;92;45;10;6;2;4;4;5;3;3;0
2019-02-27 11:39:58;92;45;10;6;2;4;4;5;3;3;0
2019-02-27 11:40:59;92;45;10;6;2;4;4;5;3;3;0
2019-02-27 11:41:59;92;45;10;6;2;4;4;5;3;3;0
2019-02-27 11:42:58;94;47;10;6;2;4;4;5;3;3;0
2019-02-27 11:43:59;94;47;10;6;2;4;4;5;3;3;0
2019-02-27 11:44:59;94;46;10;6;0;4;4;5;3;3;2
2019-02-27 11:45:58;95;47;10;6;0;4;4;5;3;3;2
2019-02-27 11:46:59;95;47;10;6;0;4;4;5;3;3;2
2019-02-27 11:47:58;95;47;10;6;0;4;4;5;3;3;2
2019-02-27 11:48:59;96;48;10;6;0;4;4;5;3;3;2
2019-02-27 11:50:00;96;48;10;6;0;4;4;5;3;3;2
2019-02-27 11:50:58;96;48;10;6;0;4;4;5;3;3;2
2019-02-27 11:51:59;96;48;10;6;0;4;4;5;3;3;2
2019-02-27 11:52:59;97;49;10;6;0;4;4;5;3;3;2
2019-02-27 11:53:58;97;49;10;6;0;4;4;5;3;3;2
2019-02-27 11:54:59;97;49;10;6;0;4;4;5;3;3;2
2019-02-27 11:55:58;98;50;10;6;0;4;4;5;3;3;2
2019-02-27 11:56:59;98;50;10;6;0;4;4;5;3;3;2
2019-02-27 11:57:59;98;50;10;6;0;4;4;5;3;3;2
2019-02-27 11:58:58;98;50;10;6;0;4;4;5;3;3;2
2019-02-27 11:59:59;98;50;10;6;0;4;4;5;3;3;2
2019-02-27 12:00:59;98;50;10;6;0;4;4;5;3;3;2
2019-02-27 12:01:58;98;50;10;6;0;4;4;5;3;3;2
2019-02-27 12:02:59;98;50;10;6;0;4;4;5;3;3;2
2019-02-27 12:03:58;98;50;10;6;0;4;4;5;3;3;2
2019-02-27 12:04:59;98;50;10;6;0;4;4;5;3;3;2
2019-02-27 12:05:59;98;50;10;6;0;4;4;5;3;3;2
2019-02-27 12:06:58;98;50;10;6;0;4;4;5;3;3;2
2019-02-27 12:07:59;99;51;10;6;0;4;4;5;3;3;2
2019-02-27 12:08:59;99;51;10;6;0;4;4;5;3;3;2
2019-02-27 12:09:59;99;51;10;6;0;4;4;5;3;3;2
2019-02-27 12:10:58;99;51;10;6;0;4;4;5;3;3;2
2019-02-27 12:11:59;100;52;10;6;0;4;4;5;3;3;2
2019-02-27 12:12:59;100;52;10;6;0;4;4;5;3;3;2
2019-02-27 12:13:58;100;52;10;6;0;4;4;5;3;3;2
2019-02-27 12:14:59;100;52;10;6;0;4;4;5;3;3;2
2019-02-27 12:15:58;102;53;11;6;0;4;4;5;3;3;2
2019-02-27 12:16:59;102;53;11;6;0;4;4;5;3;3;2
2019-02-27 12:17:58;103;54;11;6;0;4;4;5;3;3;2
2019-02-27 12:18:59;103;54;11;6;0;4;4;5;3;3;2
2019-02-27 12:19:59;103;54;11;6;0;4;4;5;3;3;2
2019-02-27 12:20:58;104;55;11;6;0;4;4;5;3;3;2
2019-02-27 12:21:59;104;55;11;6;0;4;4;5;3;3;2
2019-02-27 12:22:58;104;55;11;6;0;4;4;5;3;3;2
2019-02-27 12:23:59;105;56;11;6;0;4;4;5;3;3;2
2019-02-27 12:24:59;105;56;11;6;0;4;4;5;3;3;2
2019-02-27 12:25:58;105;56;11;6;0;4;4;5;3;3;2
2019-02-27 12:26:59;105;56;11;6;0;4;4;5;3;3;2
2019-02-27 12:27:59;105;56;11;6;0;4;4;5;3;3;2
2019-02-27 12:28:58;105;56;11;6;0;4;4;5;3;3;2
2019-02-27 12:29:59;105;56;11;6;0;4;4;5;3;3;2
2019-02-27 12:30:59;105;56;11;6;0;4;4;5;3;3;2
2019-02-27 12:31:58;105;56;11;6;0;4;4;5;3;3;2
2019-02-27 12:32:59;105;56;11;6;0;4;4;5;3;3;2
2019-02-27 12:33:59;106;56;11;6;0;4;5;5;3;3;2
2019-02-27 12:34:58;106;56;11;6;0;4;5;5;3;3;2
2019-02-27 12:35:59;106;56;11;6;0;4;5;5;3;3;2
2019-02-27 12:36:58;106;56;11;6;0;4;5;5;3;3;2
2019-02-27 12:37:59;106;56;11;6;0;4;5;5;3;3;2
2019-02-27 12:38:59;106;56;11;6;0;4;5;5;3;3;2
2019-02-27 12:39:58;106;56;11;6;0;4;5;5;3;3;2
2019-02-27 12:40:59;106;56;11;6;0;4;5;5;3;3;2
2019-02-27 12:42:00;106;56;11;6;0;4;5;5;3;3;2
2019-02-27 12:42:58;106;56;11;6;0;4;5;5;3;3;2
2019-02-27 12:43:59;108;57;11;6;0;4;5;5;3;3;2
2019-02-27 12:44:58;108;57;11;6;0;4;5;5;3;3;2
2019-02-27 12:45:59;108;57;11;6;0;4;5;5;3;3;2
2019-02-27 12:47:00;109;58;11;6;0;4;5;5;3;3;2
2019-02-27 12:47:58;109;58;11;6;0;4;5;5;3;3;2
2019-02-27 12:48:59;110;59;11;6;0;4;5;5;3;3;2
2019-02-27 12:50:00;110;59;11;6;0;4;5;5;3;3;2
2019-02-27 12:50:58;110;59;11;6;0;4;5;5;3;3;2
2019-02-27 12:51:59;110;59;11;6;0;4;5;5;3;3;2
2019-02-27 12:52:58;110;59;11;6;0;4;5;5;3;3;2
2019-02-27 12:53:59;110;59;11;6;0;4;5;5;3;3;2
2019-02-27 12:54:59;110;59;11;6;0;4;5;5;3;3;2
2019-02-27 12:55:58;110;59;11;6;0;4;5;5;3;3;2
2019-02-27 12:56:59;111;60;11;6;0;4;5;5;3;3;2
2019-02-27 12:57:59;111;60;11;6;0;4;5;5;3;3;2
2019-02-27 12:58:58;111;60;11;6;0;4;5;5;3;3;2
2019-02-27 12:59:59;111;60;11;6;0;4;5;5;3;3;2
2019-02-27 13:00:59;111;60;11;6;0;4;5;5;3;3;2
2019-02-27 13:01:58;111;60;11;6;0;4;5;5;3;3;2
2019-02-27 13:02:59;111;60;11;6;0;4;5;5;3;3;2
2019-02-27 13:03:59;111;60;11;6;0;4;5;5;3;3;2
2019-02-27 13:04:58;111;60;11;6;0;4;5;5;3;3;2
2019-02-27 13:05:59;111;60;11;6;0;4;5;5;3;3;2
2019-02-27 13:06:58;111;60;11;6;0;4;5;5;3;3;2
2019-02-27 13:07:59;111;60;11;6;0;4;5;5;3;3;2
2019-02-27 13:08:59;111;60;11;6;0;4;5;5;3;3;2
2019-02-27 13:09:58;112;60;11;6;0;5;5;5;3;3;2
2019-02-27 13:10:59;113;61;11;6;0;5;5;5;3;3;2
2019-02-27 13:11:58;113;61;11;6;0;5;5;5;3;3;2
