datetime;total_votes;Ucsus;1917;vjik;Yardrey;Есения;navalny;Der_Sturmer;kotophalk;groundhog;Carrotin
2021-03-24 21:10:59;144;54;22;17;14;3;5;4;3;3;3
2021-03-24 21:11:58;144;54;22;17;14;3;5;4;3;3;3
2021-03-24 21:12:59;144;54;22;17;14;3;5;4;3;3;3
2021-03-24 21:13:59;144;54;22;17;14;3;5;4;3;3;3
2021-03-24 21:14:58;144;54;22;17;14;3;5;4;3;3;3
2021-03-24 21:15:59;145;54;22;18;14;3;5;4;3;3;3
2021-03-24 21:16:59;145;54;22;18;14;3;5;4;3;3;3
2021-03-24 21:17:58;145;54;22;18;14;3;5;4;3;3;3
2021-03-24 21:18:59;145;54;22;18;14;3;5;4;3;3;3
2021-03-24 21:19:59;145;54;22;18;14;3;5;4;3;3;3
2021-03-24 21:20:58;146;54;22;19;14;3;5;4;3;3;3
2021-03-24 21:21:59;146;54;22;19;14;3;5;4;3;3;3
2021-03-24 21:22:59;146;54;22;19;14;3;5;4;3;3;3
2021-03-24 21:23:58;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:24:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:25:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:26:58;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:27:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:28:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:29:58;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:30:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:31:58;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:32:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:33:58;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:34:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:35:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:36:58;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:37:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:38:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:39:58;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:40:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:41:58;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:42:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:43:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:44:58;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:45:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:46:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:47:58;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:48:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:49:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:50:58;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:51:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:52:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:53:58;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:54:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:55:58;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:56:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:57:59;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:58:58;147;55;22;19;14;3;6;4;3;3;3
2021-03-24 21:59:59;148;56;22;19;14;3;6;4;3;3;3
2021-03-24 22:00:58;148;56;22;19;14;3;6;4;3;3;3
2021-03-24 22:01:59;148;56;22;19;14;3;6;4;3;3;3
2021-03-24 22:02:58;148;56;22;19;14;3;6;4;3;3;3
2021-03-24 22:03:59;148;56;22;19;14;3;6;4;3;3;3
2021-03-24 22:04:59;148;56;22;19;14;3;6;4;3;3;3
2021-03-24 22:05:58;148;56;22;19;14;3;6;4;3;3;3
2021-03-24 22:06:59;148;56;22;19;14;3;6;4;3;3;3
2021-03-24 22:07:59;149;56;22;19;14;4;6;4;3;3;3
2021-03-24 22:08:58;150;56;22;19;15;4;6;4;3;3;3
2021-03-24 22:09:59;150;56;22;19;15;4;6;4;3;3;3
2021-03-24 22:10:59;150;56;22;19;15;4;6;4;3;3;3
2021-03-24 22:11:58;150;56;22;19;15;4;6;4;3;3;3
2021-03-24 22:13:00;150;56;22;19;15;4;6;4;3;3;3
2021-03-24 22:13:58;150;56;22;19;15;4;6;4;3;3;3
2021-03-24 22:14:59;150;56;22;19;15;4;6;4;3;3;3
2021-03-24 22:15:58;150;56;22;19;15;4;6;4;3;3;3
2021-03-24 22:16:59;150;56;22;19;15;4;6;4;3;3;3
2021-03-24 22:17:58;150;56;22;19;15;4;6;4;3;3;3
2021-03-24 22:18:59;150;56;22;19;15;4;6;4;3;3;3
2021-03-24 22:19:59;150;56;22;19;15;4;6;4;3;3;3
2021-03-24 22:20:58;150;56;22;19;15;4;6;4;3;3;3
2021-03-24 22:21:59;150;56;22;19;15;4;6;4;3;3;3
2021-03-24 22:22:58;150;56;22;19;15;4;6;4;3;3;3
2021-03-24 22:23:59;151;56;22;19;16;4;6;4;3;3;3
2021-03-24 22:24:59;151;56;22;19;16;4;6;4;3;3;3
2021-03-24 22:25:59;151;56;22;19;16;4;6;4;3;3;3
2021-03-24 22:26:58;151;56;22;19;16;4;6;4;3;3;3
2021-03-24 22:27:59;151;56;22;19;16;4;6;4;3;3;3
2021-03-24 22:28:59;151;56;22;19;16;4;6;4;3;3;3
2021-03-24 22:29:58;151;56;22;19;16;4;6;4;3;3;3
2021-03-24 22:30:59;151;56;22;19;16;4;6;4;3;3;3
2021-03-24 22:31:59;151;56;22;19;16;4;6;4;3;3;3
2021-03-24 22:32:58;151;56;22;19;16;4;6;4;3;3;3
2021-03-24 22:33:59;151;56;22;19;16;4;6;4;3;3;3
2021-03-24 22:34:59;151;56;22;19;16;4;6;4;3;3;3
2021-03-24 22:36:00;151;56;22;19;16;4;6;4;3;3;3
2021-03-24 22:36:58;152;56;22;19;16;4;6;4;3;3;3
2021-03-24 22:37:59;153;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:38:58;153;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:39:59;153;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:40:59;153;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:41:59;153;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:42:58;153;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:43:59;153;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:44:58;153;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:45:59;153;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:46:58;153;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:47:59;153;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:48:58;153;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:49:59;153;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:50:59;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:51:59;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:52:58;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:53:59;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:54:59;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:55:58;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:56:59;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:57:59;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:58:58;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 22:59:59;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 23:00:58;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 23:01:59;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 23:02:58;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 23:03:59;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 23:04:58;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 23:05:59;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 23:06:58;154;56;22;19;16;5;6;4;3;3;3
2021-03-24 23:07:59;155;56;22;19;16;6;6;4;3;3;3
2021-03-24 23:08:59;155;56;22;19;16;6;6;4;3;3;3
2021-03-24 23:09:58;155;56;22;19;16;6;6;4;3;3;3
2021-03-24 23:10:59;155;56;22;19;16;6;6;4;3;3;3
2021-03-24 23:11:59;155;56;22;19;16;6;6;4;3;3;3
2021-03-24 23:12:58;155;56;22;19;16;6;6;4;3;3;3
2021-03-24 23:13:59;155;56;22;19;16;6;6;4;3;3;3
2021-03-24 23:14:58;155;56;22;19;16;6;6;4;3;3;3
2021-03-24 23:15:59;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:16:59;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:17:58;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:18:59;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:19:58;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:20:59;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:21:59;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:22:58;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:23:59;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:24:59;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:25:58;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:26:59;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:27:59;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:28:58;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:29:59;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:30:59;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:31:59;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:32:58;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:33:59;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:34:59;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:35:58;156;57;22;19;16;6;6;4;3;3;3
2021-03-24 23:36:59;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:37:58;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:38:59;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:39:58;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:40:59;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:41:58;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:42:59;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:43:59;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:44:59;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:45:58;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:46:59;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:47:59;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:48:58;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:49:59;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:50:58;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:51:59;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:52:59;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:53:58;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:54:59;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:55:59;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:56:58;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:57:59;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:58:59;157;58;22;19;16;6;6;4;3;3;3
2021-03-24 23:59:58;157;58;22;19;16;6;6;4;3;3;3
