datetime;total_votes;redslot;tutabrain;pupsique;mama_p_zh;ZevB3K;gnom_vorchun;brammator;UncleDre;rockamark;KOCTOPE3
2018-12-12 12:40:59;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:41:58;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:42:59;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:43:59;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:44:58;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:45:59;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:46:59;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:47:58;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:48:59;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:49:59;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:50:58;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:51:59;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:52:58;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:53:59;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:54:59;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:55:58;128;51;35;3;4;5;3;2;3;2;0
2018-12-12 12:56:59;129;52;35;3;4;5;3;2;3;2;0
2018-12-12 12:57:58;129;52;35;3;4;5;3;2;3;2;0
2018-12-12 12:58:59;129;52;35;3;4;5;3;2;3;2;0
2018-12-12 12:59:59;129;52;35;3;4;5;3;2;3;2;0
2018-12-12 13:00:58;129;52;35;3;4;5;3;2;3;2;0
2018-12-12 13:01:59;129;52;35;3;4;5;3;2;3;2;0
2018-12-12 13:02:59;129;52;35;3;4;5;3;2;3;2;0
2018-12-12 13:03:58;130;53;35;3;4;5;3;2;3;2;0
2018-12-12 13:04:59;131;53;36;3;4;5;3;2;3;2;0
2018-12-12 13:05:58;131;53;36;3;4;5;3;2;3;2;0
2018-12-12 13:06:59;131;53;36;3;4;5;3;2;3;2;0
2018-12-12 13:07:59;131;53;36;3;4;5;3;2;3;2;0
2018-12-12 13:09:00;131;53;36;3;4;5;3;2;3;2;0
2018-12-12 13:09:58;131;53;36;3;4;5;3;2;3;2;0
2018-12-12 13:10:59;131;53;36;3;4;5;3;2;3;2;0
2018-12-12 13:11:59;131;53;36;3;4;5;3;2;3;2;0
2018-12-12 13:12:59;131;53;36;3;4;5;3;2;3;2;0
2018-12-12 13:13:58;130;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:14:59;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:15:59;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:16:58;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:17:59;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:18:58;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:19:59;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:20:59;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:21:58;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:22:59;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:23:59;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:24:58;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:25:59;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:26:59;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:27:58;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:28:59;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:29:58;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:30:59;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:31:59;129;53;37;3;4;5;3;2;3;2;2
2018-12-12 13:32:58;130;53;37;3;5;5;3;2;3;2;2
2018-12-12 13:33:59;130;53;37;3;5;5;3;2;3;2;2
2018-12-12 13:34:59;130;53;37;3;5;5;3;2;3;2;2
2018-12-12 13:35:58;130;53;37;3;5;5;3;2;3;2;2
2018-12-12 13:36:59;130;53;37;3;5;5;3;2;3;2;2
2018-12-12 13:37:59;130;53;37;3;5;5;3;2;3;2;2
2018-12-12 13:38:58;131;54;37;3;5;5;3;2;3;2;2
2018-12-12 13:39:59;131;54;37;3;5;5;3;2;3;2;2
2018-12-12 13:40:58;133;54;39;3;5;5;3;2;3;2;2
2018-12-12 13:41:59;133;54;39;3;5;5;3;2;3;2;2
2018-12-12 13:42:59;133;54;39;3;5;5;3;2;3;2;2
2018-12-12 13:43:58;133;54;39;3;5;5;3;2;3;2;2
2018-12-12 13:44:59;133;54;39;3;5;5;3;2;3;2;2
2018-12-12 13:45:59;133;54;39;3;5;5;3;2;3;2;2
2018-12-12 13:47:00;133;54;39;3;5;5;3;2;3;2;2
2018-12-12 13:47:58;133;54;39;3;5;5;3;2;3;2;2
2018-12-12 13:48:59;133;54;39;3;5;5;3;2;3;2;2
2018-12-12 13:49:58;133;54;39;3;5;5;3;2;3;2;2
2018-12-12 13:50:59;133;54;39;3;5;5;3;2;3;2;2
2018-12-12 13:51:58;133;54;39;3;5;5;3;2;3;2;2
2018-12-12 13:52:59;133;54;39;3;5;5;3;2;3;2;2
2018-12-12 13:53:59;135;55;39;4;5;5;3;2;3;2;2
2018-12-12 13:54:58;135;55;39;4;5;5;3;2;3;2;2
2018-12-12 13:55:59;135;55;39;4;5;5;3;2;3;2;2
2018-12-12 13:56:59;135;55;39;4;5;5;3;2;3;2;2
2018-12-12 13:57:58;136;56;39;4;5;5;3;2;3;2;2
2018-12-12 13:58:59;136;56;39;4;5;5;3;2;3;2;2
2018-12-12 13:59:58;136;56;39;4;5;5;3;2;3;2;2
2018-12-12 14:00:59;136;56;39;4;5;5;3;2;3;2;2
2018-12-12 14:01:59;136;56;39;4;5;5;3;2;3;2;2
2018-12-12 14:02:58;136;56;39;4;5;5;3;2;3;2;2
2018-12-12 14:03:59;137;56;40;4;5;5;3;2;3;2;2
2018-12-12 14:04:59;137;56;40;4;5;5;3;2;3;2;2
2018-12-12 14:05:58;137;56;40;4;5;5;3;2;3;2;2
2018-12-12 14:06:59;137;56;40;4;5;5;3;2;3;2;2
2018-12-12 14:07:59;137;56;40;4;5;5;3;2;3;2;2
2018-12-12 14:08:58;137;56;40;4;5;5;3;2;3;2;2
2018-12-12 14:09:59;137;56;40;4;5;5;3;2;3;2;2
2018-12-12 14:10:58;138;57;40;4;5;5;3;2;3;2;2
2018-12-12 14:11:59;139;57;41;4;5;5;3;2;3;2;2
2018-12-12 14:12:59;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:13:58;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:14:59;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:15:59;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:16:58;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:17:59;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:18:59;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:19:58;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:20:59;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:21:59;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:22:59;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:23:58;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:24:59;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:25:59;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:26:58;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:27:59;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:28:59;140;58;41;4;5;5;3;2;3;2;2
2018-12-12 14:29:58;141;59;41;4;5;5;3;2;3;2;2
2018-12-12 14:30:59;141;59;41;4;5;5;3;2;3;2;2
2018-12-12 14:31:58;141;59;41;4;5;5;3;2;3;2;2
2018-12-12 14:32:59;141;59;41;4;5;5;3;2;3;2;2
2018-12-12 14:33:59;141;59;41;4;5;5;3;2;3;2;2
2018-12-12 14:34:58;141;59;41;4;5;5;3;2;3;2;2
2018-12-12 14:35:59;141;59;41;4;5;5;3;2;3;2;2
2018-12-12 14:36:59;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:37:58;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:38:59;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:39:59;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:40:58;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:41:59;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:42:58;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:43:59;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:44:59;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:45:58;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:46:59;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:47:59;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:48:58;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:49:59;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:50:58;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:51:59;143;60;41;4;5;6;3;2;3;2;2
2018-12-12 14:52:59;144;61;41;4;5;6;3;2;3;2;2
2018-12-12 14:53:58;144;61;41;4;5;6;3;2;3;2;2
2018-12-12 14:54:59;144;61;41;4;5;6;3;2;3;2;2
2018-12-12 14:55:58;144;61;41;4;5;6;3;2;3;2;2
2018-12-12 14:56:59;144;61;41;4;5;6;3;2;3;2;2
2018-12-12 14:57:59;144;61;41;4;5;6;3;2;3;2;2
2018-12-12 14:58:58;144;61;41;4;5;6;3;2;3;2;2
2018-12-12 14:59:59;144;61;41;4;5;6;3;2;3;2;2
2018-12-12 15:00:59;144;61;41;4;5;6;3;2;3;2;2
2018-12-12 15:01:58;144;61;41;4;5;6;3;2;3;2;2
2018-12-12 15:02:59;145;61;41;5;5;6;3;2;3;2;2
2018-12-12 15:03:58;146;61;41;6;5;6;3;2;3;2;2
2018-12-12 15:04:59;146;61;41;6;5;6;3;2;3;2;2
2018-12-12 15:05:59;146;61;41;6;5;6;3;2;3;2;2
2018-12-12 15:06:58;146;61;41;6;5;6;3;2;3;2;2
2018-12-12 15:07:59;146;61;41;6;5;6;3;2;3;2;2
2018-12-12 15:08:59;145;61;41;6;5;6;3;2;3;2;2
2018-12-12 15:09:58;145;61;41;6;5;6;3;2;3;2;2
2018-12-12 15:10:59;147;61;42;6;5;6;3;2;3;2;2
2018-12-12 15:11:58;147;61;42;6;5;6;3;2;3;2;2
2018-12-12 15:12:59;148;61;43;6;5;6;3;2;3;2;2
2018-12-12 15:13:59;148;61;43;6;5;6;3;2;3;2;2
2018-12-12 15:14:58;148;61;43;6;5;6;3;2;3;2;2
2018-12-12 15:15:59;148;61;43;6;5;6;3;2;3;2;2
2018-12-12 15:16:59;149;62;43;6;5;6;3;2;3;2;2
2018-12-12 15:17:58;149;62;43;6;5;6;3;2;3;2;2
2018-12-12 15:18:59;149;62;43;6;5;6;3;2;3;2;2
2018-12-12 15:19:59;149;62;43;6;5;6;3;2;3;2;2
2018-12-12 15:20:58;149;62;43;6;5;6;3;2;3;2;2
2018-12-12 15:21:59;149;62;43;6;5;6;3;2;3;2;2
2018-12-12 15:22:59;149;62;43;6;5;6;3;2;3;2;2
2018-12-12 15:23:58;149;62;43;6;5;6;3;2;3;2;2
2018-12-12 15:24:59;149;62;43;6;5;6;3;2;3;2;2
2018-12-12 15:25:58;149;62;43;6;5;6;3;2;3;2;2
2018-12-12 15:26:59;149;62;43;6;5;6;3;2;3;2;2
2018-12-12 15:27:58;149;62;43;6;5;6;3;2;3;2;2
2018-12-12 15:28:59;150;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:29:59;150;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:30:58;150;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:31:59;150;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:32:59;150;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:33:58;150;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:34:59;150;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:35:59;150;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:36:58;150;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:37:59;150;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:38:59;150;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:39:58;151;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:40:59;151;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:41:58;152;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:42:59;152;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:43:59;152;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:44:58;152;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:45:59;152;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:46:59;152;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:47:58;152;62;43;6;6;6;3;2;3;2;2
2018-12-12 15:48:59;154;63;44;6;6;6;3;2;3;2;2
2018-12-12 15:49:59;154;63;44;6;6;6;3;2;3;2;2
2018-12-12 15:50:58;155;63;44;6;6;6;4;2;3;2;2
2018-12-12 15:51:59;155;63;44;6;6;6;4;2;3;2;2
2018-12-12 15:52:59;155;63;44;6;6;6;4;2;3;2;2
2018-12-12 15:53:58;155;63;44;6;6;6;4;2;3;2;2
2018-12-12 15:54:59;155;63;44;6;6;6;4;2;3;2;2
2018-12-12 15:55:58;155;63;44;6;6;6;4;2;3;2;2
2018-12-12 15:56:59;155;63;44;6;6;6;4;2;3;2;2
2018-12-12 15:57:58;155;63;44;6;6;6;4;2;3;2;2
2018-12-12 15:58:59;155;63;44;6;6;6;4;2;3;2;2
2018-12-12 15:59:59;155;63;44;6;6;6;4;2;3;2;2
2018-12-12 16:00:58;155;63;44;6;6;6;4;2;3;2;2
2018-12-12 16:01:59;155;63;44;6;6;6;4;2;3;2;2
2018-12-12 16:02:59;155;63;44;6;6;6;4;2;3;2;2
2018-12-12 16:03:58;155;63;44;6;6;6;4;2;3;2;2
2018-12-12 16:04:59;156;63;45;6;6;6;4;2;3;2;2
2018-12-12 16:05:59;156;63;45;6;6;6;4;2;3;2;2
2018-12-12 16:06:59;156;63;45;6;6;6;4;2;3;2;2
2018-12-12 16:07:58;156;63;45;6;6;6;4;2;3;2;2
2018-12-12 16:08:59;156;63;45;6;6;6;4;2;3;2;2
2018-12-12 16:09:58;157;63;45;6;7;6;4;2;3;2;2
2018-12-12 16:10:59;157;63;45;6;7;6;4;2;3;2;2
2018-12-12 16:11:58;157;63;45;6;7;6;4;2;3;2;2
2018-12-12 16:12:59;157;63;45;6;7;6;4;2;3;2;2
2018-12-12 16:13:59;157;63;45;6;7;6;4;2;3;2;2
2018-12-12 16:14:58;157;63;45;6;7;6;4;2;3;2;2
2018-12-12 16:15:59;157;63;45;6;7;6;4;2;3;2;2
2018-12-12 16:16:58;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:17:59;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:18:59;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:19:58;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:20:59;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:21:59;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:22:58;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:23:59;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:24:59;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:25:58;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:26:59;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:27:58;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:28:59;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:29:59;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:30:58;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:31:59;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:32:59;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:33:58;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:34:59;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:35:59;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:36:58;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:37:59;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:38:58;158;63;45;6;7;6;5;2;3;2;2
2018-12-12 16:39:59;159;63;46;6;7;6;5;2;3;2;2
2018-12-12 16:40:59;159;63;46;6;7;6;5;2;3;2;2
2018-12-12 16:41:58;159;63;46;6;7;6;5;2;3;2;2
2018-12-12 16:42:59;160;63;47;6;7;6;5;2;3;2;2
2018-12-12 16:43:59;160;63;47;6;7;6;5;2;3;2;2
2018-12-12 16:44:58;160;63;47;6;7;6;5;2;3;2;2
2018-12-12 16:45:59;160;63;47;6;7;6;5;2;3;2;2
2018-12-12 16:46:59;161;63;48;6;7;6;5;2;3;2;2
2018-12-12 16:47:58;161;63;48;6;7;6;5;2;3;2;2
2018-12-12 16:48:59;161;63;48;6;7;6;5;2;3;2;2
2018-12-12 16:49:58;161;63;48;6;7;6;5;2;3;2;2
2018-12-12 16:50:59;161;63;48;6;7;6;5;2;3;2;2
2018-12-12 16:51:59;161;63;48;6;7;6;5;2;3;2;2
2018-12-12 16:52:58;161;63;48;6;7;6;5;2;3;2;2
2018-12-12 16:53:59;162;64;48;6;7;6;5;2;3;2;2
2018-12-12 16:54:58;162;64;48;6;7;6;5;2;3;2;2
2018-12-12 16:55:59;162;64;48;6;7;6;5;2;3;2;2
2018-12-12 16:56:59;162;64;48;6;7;6;5;2;3;2;2
2018-12-12 16:57:58;162;64;48;6;7;6;5;2;3;2;2
2018-12-12 16:58:59;162;64;48;6;7;6;5;2;3;2;2
2018-12-12 16:59:58;162;64;48;6;7;6;5;2;3;2;2
2018-12-12 17:00:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:01:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:02:58;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:03:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:04:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:05:58;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:06:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:07:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:08:58;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:09:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:10:58;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:11:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:12:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:13:58;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:14:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:15:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:17:00;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:17:58;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:18:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:19:58;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:20:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:21:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:22:58;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:23:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:24:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:25:58;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:26:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:27:58;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:28:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:29:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:30:58;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:31:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:32:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:33:58;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:34:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:35:59;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:36:58;163;65;48;6;7;6;5;2;3;2;2
2018-12-12 17:37:59;164;66;48;6;7;6;5;2;3;2;2
2018-12-12 17:38:59;165;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:39:58;165;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:40:59;165;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:41:58;165;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:42:59;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:43:59;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:44:58;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:45:59;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:46:58;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:47:59;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:48:59;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:49:58;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:50:59;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:51:59;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:52:58;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:53:59;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:54:58;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:55:59;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:56:59;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:57:58;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:58:59;166;66;48;7;7;6;5;2;3;2;2
2018-12-12 17:59:59;167;67;48;7;7;6;5;2;3;2;2
2018-12-12 18:00:58;167;67;48;7;7;6;5;2;3;2;2
2018-12-12 18:01:59;167;67;48;7;7;6;5;2;3;2;2
2018-12-12 18:02:59;167;67;48;7;7;6;5;2;3;2;2
2018-12-12 18:03:59;167;67;48;7;7;6;5;2;3;2;2
2018-12-12 18:04:59;169;69;48;7;7;6;5;2;3;2;2
2018-12-12 18:05:58;169;69;48;7;7;6;5;2;3;2;2
2018-12-12 18:06:59;169;69;48;7;7;6;5;2;3;2;2
2018-12-12 18:07:58;169;69;48;7;7;6;5;2;3;2;2
2018-12-12 18:08:59;169;69;48;7;7;6;5;2;3;2;2
2018-12-12 18:09:59;169;69;48;7;7;6;5;2;3;2;2
2018-12-12 18:10:58;169;69;48;7;7;6;5;2;3;2;2
2018-12-12 18:11:59;170;69;48;7;7;6;5;2;3;2;2
2018-12-12 18:12:58;170;69;48;7;7;6;5;2;3;2;2
2018-12-12 18:13:59;171;70;48;7;7;6;5;2;3;2;2
2018-12-12 18:14:59;171;70;48;7;7;6;5;2;3;2;2
2018-12-12 18:15:58;171;70;48;7;7;6;5;2;3;2;2
2018-12-12 18:16:59;171;70;48;7;7;6;5;2;3;2;2
2018-12-12 18:17:59;171;70;48;7;7;6;5;2;3;2;2
2018-12-12 18:18:58;173;70;50;7;7;6;5;2;3;2;2
2018-12-12 18:19:59;173;70;50;7;7;6;5;2;3;2;2
2018-12-12 18:20:58;173;70;50;7;7;6;5;2;3;2;2
2018-12-12 18:21:59;174;71;50;7;7;6;5;2;3;2;2
2018-12-12 18:22:59;174;71;50;7;7;6;5;2;3;2;2
2018-12-12 18:23:58;174;71;50;7;7;6;5;2;3;2;2
2018-12-12 18:24:59;174;71;50;7;7;6;5;2;3;2;2
2018-12-12 18:25:59;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:26:58;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:27:59;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:28:58;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:29:59;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:30:58;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:31:59;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:32:59;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:33:58;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:34:59;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:35:59;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:36:58;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:37:59;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:38:58;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:39:59;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:40:59;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:41:58;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:42:59;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:43:59;175;72;50;7;7;6;5;2;3;2;2
2018-12-12 18:44:58;176;73;50;7;7;6;5;2;3;2;2
2018-12-12 18:45:59;177;73;50;7;7;7;5;2;3;2;2
2018-12-12 18:46:59;177;73;50;7;7;7;5;2;3;2;2
2018-12-12 18:47:58;177;73;50;7;7;7;5;2;3;2;2
2018-12-12 18:48:59;177;73;50;7;7;7;5;2;3;2;2
2018-12-12 18:49:59;177;73;50;7;7;7;5;2;3;2;2
2018-12-12 18:50:58;177;73;50;7;7;7;5;2;3;2;2
2018-12-12 18:51:59;177;73;50;7;7;7;5;2;3;2;2
2018-12-12 18:52:59;177;73;50;7;7;7;5;2;3;2;2
2018-12-12 18:53:58;177;73;50;7;7;7;5;2;3;2;2
2018-12-12 18:54:59;177;73;50;6;7;7;6;2;3;2;2
2018-12-12 18:55:58;178;74;50;6;7;7;6;2;3;2;2
2018-12-12 18:56:59;178;74;50;6;7;7;6;2;3;2;2
2018-12-12 18:57:59;177;74;50;5;7;7;6;2;3;2;2
2018-12-12 18:58:58;177;74;50;5;7;7;6;2;3;2;2
2018-12-12 18:59:59;177;74;50;5;7;7;6;2;3;2;2
2018-12-12 19:00:58;178;75;50;5;7;7;6;2;3;2;2
2018-12-12 19:01:59;178;75;50;5;7;7;6;2;3;2;2
2018-12-12 19:02:59;178;75;50;5;7;7;6;2;3;2;2
2018-12-12 19:03:58;178;75;50;5;7;7;6;2;3;2;2
2018-12-12 19:04:59;178;75;50;5;7;7;6;2;3;2;2
2018-12-12 19:05:59;178;75;50;5;7;7;6;2;3;2;2
2018-12-12 19:06:58;178;75;50;5;7;7;6;2;3;2;2
2018-12-12 19:07:59;178;75;50;5;7;7;6;2;3;2;2
2018-12-12 19:08:59;179;75;50;5;8;7;6;2;3;2;2
2018-12-12 19:09:58;180;75;51;5;8;7;6;2;3;2;2
2018-12-12 19:10:59;180;75;51;5;8;7;6;2;3;2;2
2018-12-12 19:11:58;180;75;51;5;8;7;6;2;3;2;2
2018-12-12 19:12:59;180;75;51;5;8;7;6;2;3;2;2
2018-12-12 19:13:59;180;75;51;5;8;7;6;2;3;2;2
2018-12-12 19:14:58;180;75;51;5;8;7;6;2;3;2;2
2018-12-12 19:15:59;180;75;51;5;8;7;6;2;3;2;2
2018-12-12 19:16:59;181;75;52;5;8;7;6;2;3;2;2
