datetime;total_votes;maria_ego;rockamark;UndeadMoroz;UncleDre;Bf109H;jovan;pupsique;user0ff;ZevB3K;brammator
2018-12-26 22:37:58;233;75;32;28;19;18;14;13;7;5;4
2018-12-26 22:38:59;233;75;32;28;19;18;14;13;7;5;4
2018-12-26 22:39:59;233;75;32;28;19;18;14;13;7;5;4
2018-12-26 22:40:58;233;75;32;28;19;18;14;13;7;5;4
2018-12-26 22:41:59;233;75;32;28;19;18;14;13;7;5;4
2018-12-26 22:42:59;233;75;32;28;19;18;14;13;7;5;4
2018-12-26 22:43:58;234;76;32;28;19;18;14;13;7;5;4
2018-12-26 22:44:59;235;77;32;28;19;18;14;13;7;5;4
2018-12-26 22:45:59;235;77;32;28;19;18;14;13;7;5;4
2018-12-26 22:46:58;235;77;32;28;19;18;14;13;7;5;4
2018-12-26 22:47:59;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 22:48:59;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 22:49:58;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 22:50:59;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 22:51:59;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 22:52:58;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 22:53:59;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 22:54:59;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 22:55:58;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 22:56:59;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 22:57:58;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 22:58:59;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 22:59:59;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 23:00:58;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 23:01:59;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 23:02:59;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 23:03:58;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 23:04:59;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 23:05:59;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 23:06:58;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 23:07:59;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 23:08:59;236;78;32;28;19;18;14;13;7;5;4
2018-12-26 23:09:58;237;79;32;28;19;18;14;13;7;5;4
2018-12-26 23:10:59;237;79;32;28;19;18;14;13;7;5;4
2018-12-26 23:11:58;237;79;32;28;19;18;14;13;7;5;4
2018-12-26 23:12:59;238;80;32;28;19;18;14;13;7;5;4
2018-12-26 23:13:59;238;80;32;28;19;18;14;13;7;5;4
2018-12-26 23:14:58;238;80;32;28;19;18;14;13;7;5;4
2018-12-26 23:15:59;238;80;32;28;19;18;14;13;7;5;4
2018-12-26 23:16:59;238;80;32;28;19;18;14;13;7;5;4
2018-12-26 23:17:58;238;80;32;28;19;18;14;13;7;5;4
2018-12-26 23:18:59;238;80;32;28;19;18;14;13;7;5;4
2018-12-26 23:19:59;238;80;32;28;19;18;14;13;7;5;4
2018-12-26 23:20:58;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:21:59;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:22:58;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:23:59;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:24:59;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:26:00;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:26:58;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:27:59;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:28:58;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:29:59;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:30:59;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:31:58;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:32:59;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:33:59;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:34:58;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:35:59;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:36:58;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:37:59;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:38:59;239;81;32;28;19;18;14;13;7;5;4
2018-12-26 23:39:58;239;81;33;28;19;17;14;13;7;5;4
2018-12-26 23:40:59;239;81;33;28;19;17;14;13;7;5;4
2018-12-26 23:41:58;240;82;33;28;19;17;14;13;7;5;4
2018-12-26 23:42:59;240;82;33;28;19;17;14;13;7;5;4
2018-12-26 23:43:59;240;82;33;28;19;17;14;13;7;5;4
2018-12-26 23:44:58;240;82;33;28;19;17;14;13;7;5;4
2018-12-26 23:45:59;240;82;33;28;19;17;14;13;7;5;4
2018-12-26 23:46:59;240;82;33;28;19;17;14;13;7;5;4
2018-12-26 23:47:58;240;82;33;28;19;17;14;13;7;5;4
2018-12-26 23:48:59;240;82;33;28;19;17;14;13;7;5;4
2018-12-26 23:49:59;240;82;33;28;19;17;14;13;7;5;4
2018-12-26 23:50:58;240;82;33;28;19;17;14;13;7;5;4
2018-12-26 23:51:59;240;82;33;28;19;17;14;13;7;5;4
2018-12-26 23:52:59;240;82;33;28;19;17;14;13;7;5;4
2018-12-26 23:53:58;240;82;33;28;19;17;14;13;7;5;4
2018-12-26 23:54:59;240;82;33;28;19;17;14;13;7;5;4
2018-12-26 23:55:59;240;82;33;28;19;17;14;13;7;5;4
2018-12-26 23:56:58;239;82;32;28;19;17;14;13;7;5;4
2018-12-26 23:57:59;239;82;32;28;19;17;14;13;7;5;4
2018-12-26 23:58:59;239;82;32;28;19;17;14;13;7;5;4
2018-12-26 23:59:58;239;82;32;28;19;17;14;13;7;5;4
