datetime;total_votes;Hmmm;Mapm;Terkin;rockamark;bear49;praktik;S_Semenenko;quick_justice;BUG;brammator
2019-06-26 06:24:58;62;15;13;7;3;1;3;3;1;0;0
2019-06-26 06:25:59;62;15;13;7;3;1;3;3;1;0;0
2019-06-26 06:26:59;62;15;13;7;3;1;3;3;1;0;0
2019-06-26 06:27:59;63;15;14;7;3;1;3;3;1;0;0
2019-06-26 06:28:58;63;15;14;7;3;1;3;3;1;0;0
2019-06-26 06:29:59;63;15;14;7;3;1;3;3;1;0;0
2019-06-26 06:30:59;63;15;14;7;3;1;3;3;1;0;0
2019-06-26 06:31:58;63;15;14;7;3;1;3;3;1;0;0
2019-06-26 06:32:59;63;15;14;7;3;1;3;3;1;0;0
2019-06-26 06:34:00;64;15;15;7;3;1;3;3;1;0;0
2019-06-26 06:34:58;64;15;15;7;3;1;3;3;1;0;0
2019-06-26 06:35:59;64;15;15;7;3;1;3;3;1;0;0
2019-06-26 06:36:58;64;15;15;7;3;1;3;3;1;0;0
2019-06-26 06:37:59;64;15;15;7;3;1;3;3;1;0;0
2019-06-26 06:38:59;64;15;15;7;3;1;3;3;1;0;0
2019-06-26 06:39:58;64;15;15;7;3;1;3;3;1;0;0
2019-06-26 06:40:59;64;15;15;7;3;1;3;3;1;0;0
2019-06-26 06:41:59;64;15;15;7;3;1;3;3;1;0;0
2019-06-26 06:42:58;64;15;15;7;3;1;3;3;1;0;0
2019-06-26 06:43:59;64;15;15;7;3;1;3;3;1;0;0
2019-06-26 06:44:59;64;15;15;7;3;1;3;3;1;0;0
2019-06-26 06:45:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 06:46:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 06:47:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 06:48:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 06:49:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 06:50:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 06:51:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 06:52:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 06:53:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 06:54:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 06:55:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 06:56:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 06:57:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 06:58:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 06:59:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:00:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:01:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:02:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:04:00;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:04:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:05:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:06:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:07:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:08:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:09:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:10:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:11:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:12:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:13:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:14:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:15:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:16:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:17:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:18:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:19:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:20:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:21:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:22:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:23:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:24:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:25:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:26:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:27:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:28:58;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:29:59;65;15;15;7;3;2;3;3;1;0;0
2019-06-26 07:30:58;66;15;15;8;3;2;3;3;1;0;0
2019-06-26 07:31:59;66;15;15;8;3;2;3;3;1;0;0
2019-06-26 07:32:58;66;15;15;8;3;2;3;3;1;0;0
2019-06-26 07:33:59;66;15;15;8;3;2;3;3;1;0;0
2019-06-26 07:34:59;66;15;15;8;3;2;3;3;1;0;0
2019-06-26 07:35:58;68;15;15;9;3;2;3;3;0;0;0
2019-06-26 07:36:59;68;15;15;9;3;2;3;3;0;0;0
2019-06-26 07:37:58;68;15;15;9;3;2;3;3;0;0;0
2019-06-26 07:38:59;68;15;15;9;3;2;3;3;0;0;0
2019-06-26 07:39:59;68;15;15;9;3;2;3;3;0;0;0
2019-06-26 07:40:58;68;15;15;9;3;2;3;3;0;0;0
2019-06-26 07:41:59;68;15;15;9;3;2;3;3;0;0;0
2019-06-26 07:42:59;68;15;15;9;3;2;3;3;0;0;0
2019-06-26 07:43:58;68;15;15;9;3;2;3;3;0;0;0
2019-06-26 07:44:59;68;15;15;9;3;2;3;3;0;0;0
2019-06-26 07:45:58;68;15;15;9;3;2;3;3;0;0;0
2019-06-26 07:46:59;68;15;15;9;3;2;3;3;0;0;0
2019-06-26 07:47:59;68;15;15;9;3;2;3;3;0;0;0
2019-06-26 07:48:58;68;15;15;9;3;2;3;3;0;0;0
2019-06-26 07:49:59;68;15;15;9;3;2;3;3;0;0;0
2019-06-26 07:50:59;70;15;16;10;3;2;3;3;0;0;0
2019-06-26 07:51:58;70;15;16;10;3;2;3;3;0;0;0
2019-06-26 07:52:59;70;15;16;10;3;2;3;3;0;0;0
2019-06-26 07:53:59;71;15;16;10;4;2;3;3;0;0;0
2019-06-26 07:54:58;71;15;16;10;4;2;3;3;0;0;0
2019-06-26 07:55:59;71;15;16;10;4;2;3;3;0;0;0
2019-06-26 07:56:58;71;15;16;10;4;2;3;3;0;0;0
2019-06-26 07:57:59;71;15;16;10;4;2;3;3;0;0;0
2019-06-26 07:58:59;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 07:59:58;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 08:00:59;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 08:01:58;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 08:02:59;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 08:03:59;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 08:04:59;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 08:05:58;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 08:06:59;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 08:08:00;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 08:08:58;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 08:09:59;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 08:10:59;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 08:11:58;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 08:12:59;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 08:13:58;72;16;16;10;4;2;3;3;0;0;0
2019-06-26 08:14:59;73;17;16;10;4;2;3;3;0;0;0
2019-06-26 08:15:59;73;17;16;10;4;2;3;3;0;0;0
2019-06-26 08:16:58;73;17;16;10;4;2;3;3;0;0;0
2019-06-26 08:17:59;73;17;16;10;4;2;3;3;0;0;0
2019-06-26 08:18:59;73;17;16;10;4;2;3;3;0;0;0
2019-06-26 08:19:58;73;17;16;10;4;2;3;3;0;0;0
2019-06-26 08:20:59;74;17;17;10;4;2;3;3;0;0;0
2019-06-26 08:21:58;74;17;17;10;4;2;3;3;0;0;0
2019-06-26 08:22:59;74;17;17;10;4;2;3;3;0;0;0
2019-06-26 08:23:59;74;17;17;10;4;2;3;3;0;0;0
2019-06-26 08:24:58;74;17;17;10;4;2;3;3;0;0;0
2019-06-26 08:25:59;74;17;17;10;4;2;3;3;0;0;0
2019-06-26 08:26:59;74;17;17;10;4;2;3;3;0;0;0
2019-06-26 08:27:58;74;17;17;10;4;2;3;3;0;0;0
2019-06-26 08:28:59;74;17;17;10;4;2;3;3;0;0;0
2019-06-26 08:29:59;75;18;17;10;4;2;3;3;0;0;0
2019-06-26 08:30:58;75;18;17;10;4;2;3;3;0;0;0
2019-06-26 08:31:59;75;18;17;10;4;2;3;3;0;0;0
2019-06-26 08:32:59;75;18;17;10;4;2;3;3;0;0;0
2019-06-26 08:33:58;76;19;17;10;4;2;3;3;0;0;0
2019-06-26 08:34:59;76;19;17;10;4;2;3;3;0;0;0
2019-06-26 08:35:59;76;19;17;10;4;2;3;3;0;0;0
2019-06-26 08:36:58;77;20;17;10;4;2;3;3;0;0;0
2019-06-26 08:37:59;77;20;17;10;4;2;3;3;0;0;0
2019-06-26 08:38:59;77;20;17;10;4;2;3;3;0;0;0
2019-06-26 08:39:58;78;20;17;10;4;2;3;3;1;0;1
2019-06-26 08:40:59;78;20;17;10;4;2;3;3;1;0;1
2019-06-26 08:41:59;78;20;17;10;4;2;3;3;1;0;1
2019-06-26 08:42:58;78;20;17;10;4;2;3;3;1;0;1
2019-06-26 08:43:59;78;20;17;10;4;2;3;3;1;0;1
2019-06-26 08:44:59;78;20;17;10;4;2;3;3;1;0;1
2019-06-26 08:45:58;78;20;17;10;4;2;3;3;1;0;1
2019-06-26 08:46:59;78;20;17;10;4;2;3;3;1;0;1
2019-06-26 08:47:59;78;20;17;10;4;2;3;3;1;0;1
2019-06-26 08:48:58;78;20;17;10;4;2;3;3;1;0;1
2019-06-26 08:49:59;78;20;17;10;4;2;3;3;1;0;1
2019-06-26 08:50:59;78;20;17;10;4;2;3;3;1;0;1
2019-06-26 08:51:58;78;20;17;10;4;2;3;3;1;0;1
2019-06-26 08:52:59;78;20;17;10;4;2;3;3;1;0;1
2019-06-26 08:53:59;79;21;17;10;4;2;3;3;1;0;1
2019-06-26 08:54:58;79;21;17;10;4;2;3;3;1;0;1
2019-06-26 08:55:59;79;21;17;10;4;2;3;3;1;0;1
2019-06-26 08:56:59;79;21;17;10;4;2;3;3;1;0;1
2019-06-26 08:57:58;79;21;17;10;4;2;3;3;1;0;1
2019-06-26 08:58:59;79;21;17;10;4;2;3;3;1;0;1
2019-06-26 08:59:58;79;21;17;10;4;2;3;3;1;0;1
2019-06-26 09:00:59;79;21;17;10;4;2;3;3;1;0;1
2019-06-26 09:01:59;79;21;17;10;4;2;3;3;1;0;1
2019-06-26 09:02:58;80;22;17;10;4;2;3;3;1;0;1
2019-06-26 09:03:59;80;22;17;10;4;2;3;3;1;0;1
2019-06-26 09:04:58;80;22;17;10;4;2;3;3;1;0;1
2019-06-26 09:05:59;80;22;17;10;4;2;3;3;1;0;1
2019-06-26 09:06:59;80;22;17;10;4;2;3;3;1;0;1
2019-06-26 09:07:58;80;22;17;10;4;2;3;3;1;0;1
2019-06-26 09:08:59;80;22;17;10;4;2;3;3;1;0;1
2019-06-26 09:09:59;80;22;17;10;4;2;3;3;1;0;1
2019-06-26 09:10:58;80;22;17;10;4;2;3;3;1;0;1
2019-06-26 09:11:59;81;22;17;11;4;2;3;3;1;0;1
2019-06-26 09:12:59;81;22;17;11;4;2;3;3;1;0;1
2019-06-26 09:13:58;81;22;17;11;4;2;3;3;1;0;1
2019-06-26 09:14:59;81;22;17;11;4;2;3;3;1;0;1
2019-06-26 09:15:59;82;23;17;11;4;2;3;3;1;0;1
2019-06-26 09:16:58;82;23;17;11;4;2;3;3;1;0;1
2019-06-26 09:17:59;82;23;17;11;4;2;3;3;1;0;1
2019-06-26 09:18:58;82;23;17;11;4;2;3;3;1;0;1
2019-06-26 09:19:59;83;23;17;11;4;2;3;3;1;0;1
2019-06-26 09:20:59;83;23;17;11;4;2;3;3;1;0;1
2019-06-26 09:21:58;83;23;17;11;4;2;3;3;1;0;1
2019-06-26 09:22:59;83;23;17;11;4;2;3;3;1;0;1
2019-06-26 09:23:59;83;23;17;11;4;2;3;3;1;0;1
2019-06-26 09:24:58;83;23;17;11;4;2;3;3;1;0;1
2019-06-26 09:25:59;84;24;17;11;4;2;3;3;1;0;1
2019-06-26 09:26:59;84;24;17;11;4;2;3;3;1;0;1
2019-06-26 09:27:58;85;24;17;12;4;2;3;3;1;0;1
2019-06-26 09:28:59;85;24;17;12;4;2;3;3;1;0;1
2019-06-26 09:29:58;85;24;17;12;4;2;3;3;1;0;1
2019-06-26 09:30:59;85;24;17;12;4;2;3;3;1;0;1
2019-06-26 09:31:59;85;24;17;12;4;2;3;3;1;0;1
2019-06-26 09:32:58;85;24;17;12;4;2;3;3;1;0;1
2019-06-26 09:33:59;85;24;17;12;4;2;3;3;1;0;1
2019-06-26 09:34:58;86;25;17;12;4;2;3;3;1;0;1
2019-06-26 09:35:59;86;25;17;12;4;2;3;3;1;0;1
2019-06-26 09:36:59;86;25;17;12;4;2;3;3;1;0;1
2019-06-26 09:37:58;86;25;17;12;4;2;3;3;1;0;1
2019-06-26 09:38:59;86;25;17;12;4;2;3;3;1;0;1
2019-06-26 09:39:59;86;25;17;12;4;2;3;3;1;0;1
2019-06-26 09:40:58;87;26;17;12;4;2;3;3;1;0;1
2019-06-26 09:41:59;87;26;17;12;4;2;3;3;1;0;1
2019-06-26 09:42:59;87;26;17;12;4;2;3;3;1;0;1
2019-06-26 09:44:00;87;26;17;12;4;2;3;3;1;0;1
2019-06-26 09:44:58;87;26;17;12;4;2;3;3;1;0;1
2019-06-26 09:45:59;87;26;17;12;4;2;3;3;1;0;1
2019-06-26 09:46:58;89;28;17;12;4;2;3;3;1;0;1
2019-06-26 09:47:59;89;28;17;12;4;2;3;3;1;0;1
2019-06-26 09:48:58;89;28;17;12;4;2;3;3;1;0;1
2019-06-26 09:49:59;89;28;17;12;4;2;3;3;1;0;1
2019-06-26 09:50:59;89;28;17;12;4;2;3;3;1;0;1
2019-06-26 09:51:58;91;30;17;12;4;2;3;3;1;0;1
2019-06-26 09:52:59;91;30;17;12;4;2;3;3;1;0;1
2019-06-26 09:53:59;93;30;18;13;4;2;3;3;1;0;1
2019-06-26 09:54:58;93;30;18;13;4;2;3;3;1;0;1
2019-06-26 09:55:59;94;30;18;14;4;2;3;3;1;0;1
2019-06-26 09:56:59;95;31;18;14;4;2;3;3;1;0;1
2019-06-26 09:57:58;96;32;18;14;4;2;3;3;1;0;1
2019-06-26 09:58:59;96;32;18;14;4;2;3;3;1;0;1
2019-06-26 09:59:58;96;32;18;14;4;2;3;3;1;0;1
2019-06-26 10:00:59;96;32;19;14;4;2;3;3;1;0;1
2019-06-26 10:01:59;97;33;19;14;4;2;3;3;1;0;1
2019-06-26 10:02:58;97;33;19;14;4;2;3;3;1;0;1
2019-06-26 10:03:59;97;33;19;14;4;2;3;3;1;0;1
2019-06-26 10:04:59;97;33;19;14;4;2;3;3;1;0;1
2019-06-26 10:05:58;97;33;19;14;4;2;3;3;1;0;1
2019-06-26 10:06:59;97;33;19;14;4;2;3;3;1;0;1
2019-06-26 10:07:59;98;34;19;14;4;2;3;3;1;0;1
2019-06-26 10:08:58;100;36;19;14;4;2;3;3;1;0;1
2019-06-26 10:09:59;100;36;19;14;4;2;3;3;1;0;1
2019-06-26 10:10:59;101;37;19;14;4;2;3;3;1;0;1
2019-06-26 10:11:58;102;38;19;14;4;2;3;3;1;0;1
2019-06-26 10:12:59;102;38;19;14;4;2;3;3;1;0;1
2019-06-26 10:13:59;102;38;19;14;4;2;3;3;1;0;1
2019-06-26 10:14:58;103;38;19;14;4;3;3;3;1;0;1
2019-06-26 10:15:59;104;38;19;14;4;3;3;3;1;1;1
2019-06-26 10:16:59;106;39;19;15;4;3;3;3;1;1;1
2019-06-26 10:17:58;106;39;19;15;4;3;3;3;1;1;1
2019-06-26 10:18:59;107;40;19;15;4;3;3;3;1;1;1
2019-06-26 10:19:58;107;40;19;15;4;3;3;3;1;1;1
2019-06-26 10:20:59;107;40;19;15;4;3;3;3;1;1;1
2019-06-26 10:21:59;107;40;19;15;4;3;3;3;1;1;1
2019-06-26 10:22:58;107;40;19;15;4;3;3;3;1;1;1
2019-06-26 10:23:59;107;40;19;15;4;3;3;3;1;1;1
2019-06-26 10:24:59;107;40;19;15;4;3;3;3;1;1;1
2019-06-26 10:25:58;107;40;19;15;4;3;3;3;1;1;1
2019-06-26 10:26:59;107;40;19;15;4;3;3;3;1;1;1
2019-06-26 10:27:59;107;40;19;15;4;3;3;3;1;1;1
2019-06-26 10:29:00;107;40;19;15;4;3;3;3;1;1;1
2019-06-26 10:29:58;109;40;21;15;4;3;3;3;1;1;1
2019-06-26 10:30:59;109;40;21;15;4;3;3;3;1;1;1
2019-06-26 10:31:58;109;40;21;15;4;3;3;3;1;1;1
2019-06-26 10:32:59;109;40;21;15;4;3;3;3;1;1;1
2019-06-26 10:33:59;110;41;21;15;4;3;3;3;1;1;1
2019-06-26 10:34:58;110;41;21;15;4;3;3;3;1;1;1
2019-06-26 10:35:59;110;41;21;15;4;3;3;3;1;1;1
2019-06-26 10:36:59;112;42;22;15;4;3;3;3;1;1;1
2019-06-26 10:37:58;112;43;22;14;4;3;3;3;1;1;1
2019-06-26 10:38:59;112;43;22;14;4;3;3;3;1;1;1
2019-06-26 10:39:59;113;43;22;14;4;3;3;3;1;1;1
2019-06-26 10:40:58;113;43;22;14;4;3;3;3;1;1;1
2019-06-26 10:41:59;113;43;22;14;4;3;3;3;1;1;1
2019-06-26 10:42:59;113;43;22;14;4;3;3;3;1;1;1
2019-06-26 10:43:58;114;43;22;15;4;3;3;3;1;1;1
2019-06-26 10:44:59;114;43;22;15;4;3;3;3;1;1;1
2019-06-26 10:45:59;114;43;22;15;4;3;3;3;1;1;1
2019-06-26 10:46:58;114;43;22;15;4;3;3;3;1;1;1
2019-06-26 10:47:59;114;43;22;15;4;3;3;3;1;1;1
2019-06-26 10:48:59;114;43;22;15;4;3;3;3;1;1;1
2019-06-26 10:49:58;114;43;22;15;4;3;3;3;1;1;1
2019-06-26 10:50:59;115;44;22;15;4;3;3;3;1;1;1
2019-06-26 10:51:58;117;45;22;15;4;3;3;3;1;1;1
2019-06-26 10:52:59;117;45;22;15;4;3;3;3;1;1;1
2019-06-26 10:53:59;118;46;22;15;4;3;3;3;1;1;1
2019-06-26 10:54:58;118;46;22;15;4;3;3;3;1;1;1
2019-06-26 10:55:59;118;46;22;15;4;3;3;3;1;1;1
2019-06-26 10:56:58;118;46;22;15;4;3;3;3;1;1;1
2019-06-26 10:57:59;118;46;22;15;4;3;3;3;1;1;1
2019-06-26 10:58:58;118;46;22;15;4;3;3;3;1;1;1
2019-06-26 10:59:59;118;46;22;15;4;3;3;3;1;1;1
2019-06-26 11:00:58;119;47;22;15;4;3;3;3;1;1;1
2019-06-26 11:01:59;119;47;22;15;4;3;3;3;1;1;1
2019-06-26 11:02:59;119;47;22;15;4;3;3;3;1;1;1
2019-06-26 11:03:58;119;47;22;15;4;3;3;3;1;1;1
2019-06-26 11:04:59;119;47;22;15;4;3;3;3;1;1;1
2019-06-26 11:05:59;119;47;22;15;4;3;3;3;1;1;1
2019-06-26 11:06:58;121;47;23;16;4;3;3;3;1;1;1
2019-06-26 11:07:59;121;47;23;16;4;3;3;3;1;1;1
2019-06-26 11:08:58;121;47;23;16;4;3;3;3;1;1;1
2019-06-26 11:09:59;121;47;23;16;4;3;3;3;1;1;1
2019-06-26 11:10:59;122;48;23;16;4;3;3;3;1;1;1
2019-06-26 11:11:58;122;48;23;16;4;3;3;3;1;1;1
2019-06-26 11:12:59;123;49;23;16;4;3;3;3;1;1;1
2019-06-26 11:13:59;123;49;23;16;4;3;3;3;1;1;1
2019-06-26 11:14:58;123;49;23;16;4;3;3;3;1;1;1
2019-06-26 11:15:59;124;49;24;16;4;3;3;3;1;1;1
2019-06-26 11:16:59;124;49;24;16;4;3;3;3;1;1;1
2019-06-26 11:17:58;124;49;24;16;4;3;3;3;1;1;1
2019-06-26 11:18:59;124;49;24;16;4;3;3;3;1;1;1
2019-06-26 11:19:59;124;49;24;16;4;3;3;3;1;1;1
2019-06-26 11:20:58;125;50;24;16;4;3;3;3;1;1;1
2019-06-26 11:21:59;125;50;24;16;4;3;3;3;1;1;1
2019-06-26 11:22:59;126;51;24;16;4;3;3;3;1;1;1
2019-06-26 11:23:58;127;51;24;17;4;3;3;3;1;1;1
2019-06-26 11:24:59;127;51;24;17;4;3;3;3;1;1;1
2019-06-26 11:25:58;127;51;24;17;4;3;3;3;1;1;1
2019-06-26 11:26:59;127;51;24;17;4;3;3;3;1;1;1
2019-06-26 11:27:59;127;51;24;17;4;3;3;3;1;1;1
2019-06-26 11:28:58;127;51;24;17;4;3;3;3;1;1;1
2019-06-26 11:29:59;127;51;24;17;4;3;3;3;1;1;1
2019-06-26 11:30:59;127;51;24;17;4;3;3;3;1;1;1
2019-06-26 11:31:58;127;51;24;17;4;3;3;3;1;1;1
2019-06-26 11:32:59;127;51;24;17;4;3;3;3;1;1;1
2019-06-26 11:33:59;127;51;24;17;4;3;3;3;1;1;1
2019-06-26 11:34:58;127;51;24;17;4;3;3;3;1;1;1
2019-06-26 11:35:59;128;52;24;17;4;3;3;3;1;1;1
2019-06-26 11:36:58;128;52;24;17;4;3;3;3;1;1;1
2019-06-26 11:37:59;128;52;24;17;4;3;3;3;1;1;1
2019-06-26 11:38:59;128;52;24;17;4;3;3;3;1;1;1
2019-06-26 11:39:58;128;52;24;17;4;3;3;3;1;1;1
2019-06-26 11:40:59;129;52;24;18;4;3;3;3;1;1;1
2019-06-26 11:41:58;130;53;24;18;4;3;3;3;1;1;1
2019-06-26 11:42:59;130;53;24;18;4;3;3;3;1;1;1
2019-06-26 11:43:59;130;53;24;18;4;3;3;3;1;1;1
2019-06-26 11:44:58;130;53;24;18;4;3;3;3;1;1;1
2019-06-26 11:45:59;130;53;24;18;4;3;3;3;1;1;1
2019-06-26 11:46:59;130;53;24;18;4;3;3;3;1;1;1
2019-06-26 11:47:58;130;53;24;18;4;3;3;3;1;1;1
2019-06-26 11:48:59;130;53;24;18;4;3;3;3;1;1;1
2019-06-26 11:49:59;131;53;24;19;4;3;3;3;1;1;1
2019-06-26 11:50:58;131;53;24;19;4;3;3;3;1;1;1
2019-06-26 11:51:59;131;54;23;19;4;3;3;3;1;1;1
2019-06-26 11:52:59;131;54;23;19;4;3;3;3;1;1;1
2019-06-26 11:53:58;132;55;23;19;4;3;3;3;1;1;1
2019-06-26 11:54:59;132;55;23;19;4;3;3;3;1;1;1
2019-06-26 11:55:59;132;55;23;19;4;3;3;3;1;1;1
2019-06-26 11:56:58;132;55;23;19;4;3;3;3;1;1;1
2019-06-26 11:57:59;132;55;23;19;4;3;3;3;1;1;1
2019-06-26 11:58:58;132;55;23;19;4;3;3;3;1;1;1
2019-06-26 11:59:59;133;56;23;19;4;3;3;3;1;1;1
2019-06-26 12:00:59;133;56;23;19;4;3;3;3;1;1;1
2019-06-26 12:01:58;134;57;23;19;4;3;3;3;1;1;1
2019-06-26 12:02:59;134;57;23;19;4;3;3;3;1;1;1
2019-06-26 12:03:59;134;57;23;19;4;3;3;3;1;1;1
2019-06-26 12:04:58;134;57;23;19;4;3;3;3;1;1;1
2019-06-26 12:05:59;134;57;23;19;4;3;3;3;1;1;1
2019-06-26 12:06:58;134;57;23;19;4;3;3;3;1;1;1
2019-06-26 12:07:59;134;57;23;19;4;3;3;3;1;1;1
2019-06-26 12:08:58;134;57;23;19;4;3;3;3;1;1;1
2019-06-26 12:09:59;134;57;23;19;4;3;3;3;1;1;1
2019-06-26 12:10:59;134;57;23;19;4;3;3;3;1;1;1
2019-06-26 12:11:58;134;57;23;19;4;3;3;3;1;1;1
2019-06-26 12:12:59;134;57;23;19;4;3;3;3;1;1;1
2019-06-26 12:13:59;134;57;23;19;4;3;3;3;1;1;1
2019-06-26 12:14:58;136;59;23;19;4;3;3;3;1;1;1
2019-06-26 12:15:59;136;59;23;19;4;3;3;3;1;1;1
2019-06-26 12:16:59;136;59;23;19;4;3;3;3;1;1;1
2019-06-26 12:17:58;136;60;23;19;4;3;3;3;1;1;1
2019-06-26 12:18:59;136;60;23;19;4;3;3;3;1;1;1
2019-06-26 12:19:58;136;60;23;19;4;3;3;3;1;1;1
2019-06-26 12:20:59;136;60;23;19;4;3;3;3;1;1;1
2019-06-26 12:21:58;136;60;23;19;4;3;3;3;1;1;1
2019-06-26 12:22:59;138;62;23;19;4;3;3;3;1;1;1
2019-06-26 12:23:59;138;62;23;19;4;3;3;3;1;1;1
2019-06-26 12:24:58;138;62;23;19;4;3;3;3;1;1;1
2019-06-26 12:25:59;140;64;23;19;4;3;3;3;1;1;1
2019-06-26 12:26:59;140;64;23;19;4;3;3;3;1;1;1
2019-06-26 12:27:58;140;64;23;19;4;3;3;3;1;1;1
2019-06-26 12:28:59;140;64;23;19;4;3;3;3;1;1;1
2019-06-26 12:29:59;140;64;23;19;4;3;3;3;1;1;1
2019-06-26 12:30:59;141;65;23;19;4;3;3;3;1;1;1
2019-06-26 12:31:58;141;65;23;19;4;3;3;3;1;1;1
2019-06-26 12:32:59;141;65;23;19;4;3;3;3;1;1;1
2019-06-26 12:33:59;141;65;23;19;4;3;3;3;1;1;1
2019-06-26 12:34:58;141;65;23;19;4;3;3;3;1;1;1
2019-06-26 12:35:59;141;65;23;19;4;3;3;3;1;1;1
2019-06-26 12:36:59;142;66;23;19;4;3;3;3;1;1;1
2019-06-26 12:37:58;142;66;23;19;4;3;3;3;1;1;1
2019-06-26 12:38:59;142;66;23;19;4;3;3;3;1;1;1
2019-06-26 12:39:58;143;67;23;19;4;3;3;3;1;1;1
2019-06-26 12:40:59;144;67;23;19;4;3;3;3;1;1;2
2019-06-26 12:41:58;146;69;23;19;4;3;3;3;1;1;2
2019-06-26 12:42:59;146;69;23;19;4;3;3;3;1;1;2
2019-06-26 12:43:59;146;69;23;19;4;3;3;3;1;1;2
2019-06-26 12:44:58;146;69;23;19;4;3;3;3;1;1;2
2019-06-26 12:45:59;146;69;23;19;4;3;3;3;1;1;2
2019-06-26 12:46:59;146;69;23;19;4;3;3;3;1;1;2
2019-06-26 12:47:58;146;69;23;19;4;3;3;3;1;1;2
2019-06-26 12:48:59;146;69;23;19;4;3;3;3;1;1;2
2019-06-26 12:49:59;146;69;23;19;4;3;3;3;1;1;2
2019-06-26 12:50:58;146;69;23;19;4;3;3;3;1;1;2
2019-06-26 12:51:59;146;69;23;19;4;3;3;3;1;1;2
2019-06-26 12:52:59;146;69;23;19;4;3;3;3;1;1;2
2019-06-26 12:53:58;147;70;23;19;4;3;3;3;1;1;2
2019-06-26 12:54:59;147;70;23;19;4;3;3;3;1;1;2
2019-06-26 12:55:59;147;70;23;19;4;3;3;3;1;1;2
2019-06-26 12:56:58;147;70;23;19;4;3;3;3;1;1;2
2019-06-26 12:57:59;148;70;23;19;4;3;3;3;2;1;2
2019-06-26 12:58:58;148;70;23;19;4;3;3;3;2;1;2
2019-06-26 12:59:59;148;70;23;19;4;3;3;3;2;1;2
2019-06-26 13:00:59;148;70;23;19;4;3;3;3;2;1;2
2019-06-26 13:01:58;148;70;23;19;4;3;3;3;2;1;2
