datetime;total_votes;UndeadMoroz;ksiam;Great_Mu;pupsique;UncleDre;Wiedemann;Zippymax;limpo-po;Umgewandelt;berdax
2019-01-02 20:47:59;112;44;25;11;7;4;2;3;2;1;0
2019-01-02 20:48:58;112;44;25;11;7;4;2;3;2;1;0
2019-01-02 20:49:59;112;44;25;11;7;4;2;3;2;1;0
2019-01-02 20:50:59;112;44;25;11;7;4;2;3;2;1;0
2019-01-02 20:51:58;112;44;25;11;7;4;2;3;2;1;0
2019-01-02 20:52:59;112;44;25;11;7;4;2;3;2;1;0
2019-01-02 20:53:59;113;44;25;11;7;4;3;3;2;1;0
2019-01-02 20:54:58;113;44;25;11;7;4;3;3;2;1;0
2019-01-02 20:55:59;113;44;25;11;7;4;3;3;2;1;0
2019-01-02 20:56:58;113;44;25;11;7;4;3;3;2;1;0
2019-01-02 20:57:59;114;45;25;11;7;4;3;3;2;1;0
2019-01-02 20:58:59;114;45;25;11;7;4;3;3;2;1;0
2019-01-02 20:59:58;114;45;25;11;7;4;3;3;2;1;0
2019-01-02 21:00:59;114;45;25;11;7;4;3;3;2;1;0
2019-01-02 21:01:59;114;45;25;11;7;4;3;3;2;1;0
2019-01-02 21:02:58;114;45;25;11;7;4;3;3;2;1;0
2019-01-02 21:03:59;114;45;25;11;7;4;3;3;2;1;0
2019-01-02 21:04:59;114;45;25;11;7;4;3;3;2;1;0
2019-01-02 21:05:58;114;45;25;11;7;4;3;3;2;1;0
2019-01-02 21:06:59;114;45;25;11;7;4;3;3;2;1;0
2019-01-02 21:07:58;114;45;25;11;7;4;3;3;2;1;0
2019-01-02 21:08:59;115;45;26;11;7;4;3;3;2;1;0
2019-01-02 21:09:58;115;45;26;11;7;4;3;3;2;1;0
2019-01-02 21:10:59;115;45;26;11;7;4;3;3;2;1;0
2019-01-02 21:11:59;115;45;26;11;7;4;3;3;2;1;0
2019-01-02 21:12:58;115;45;26;11;7;4;3;3;2;1;0
2019-01-02 21:13:59;115;45;26;11;7;4;3;3;2;1;0
2019-01-02 21:14:59;115;45;26;11;7;4;3;3;2;1;0
2019-01-02 21:15:58;115;45;26;11;7;4;3;3;2;1;0
2019-01-02 21:16:59;115;45;26;11;7;4;3;3;2;1;0
2019-01-02 21:17:58;115;45;26;11;7;4;3;3;2;1;0
2019-01-02 21:18:59;115;45;26;11;7;4;3;3;2;1;0
2019-01-02 21:19:59;115;45;26;11;7;4;3;3;2;1;0
2019-01-02 21:20:58;115;45;26;11;7;4;3;3;2;1;0
2019-01-02 21:21:59;115;45;26;11;7;4;3;3;2;1;0
2019-01-02 21:22:59;115;45;26;11;7;4;3;3;2;1;0
2019-01-02 21:23:58;116;45;27;11;7;4;3;3;2;1;0
2019-01-02 21:24:59;116;45;27;11;7;4;3;3;2;1;0
2019-01-02 21:25:58;116;45;27;11;7;4;3;3;2;1;0
2019-01-02 21:26:59;116;45;27;11;7;4;3;3;2;1;0
2019-01-02 21:27:59;117;45;27;11;7;4;3;3;2;1;1
2019-01-02 21:28:58;117;45;27;11;7;4;3;3;2;1;1
2019-01-02 21:29:59;117;45;27;11;7;4;3;3;2;1;1
2019-01-02 21:30:59;117;45;27;11;7;4;3;3;2;1;1
2019-01-02 21:31:58;117;45;27;11;7;4;3;3;2;1;1
2019-01-02 21:32:59;117;45;27;11;7;4;3;3;2;1;1
2019-01-02 21:33:58;117;45;27;11;7;4;3;3;2;1;1
2019-01-02 21:34:59;117;45;27;11;7;4;3;3;2;1;1
2019-01-02 21:35:59;117;45;27;11;7;4;3;3;2;1;1
2019-01-02 21:36:58;117;45;27;11;7;4;3;3;2;1;1
2019-01-02 21:37:59;117;45;27;11;7;4;3;3;2;1;1
2019-01-02 21:38:59;116;45;26;11;7;4;3;3;2;1;1
2019-01-02 21:39:58;117;46;26;11;7;4;3;3;2;1;1
2019-01-02 21:40:59;117;46;26;11;7;4;3;3;2;1;1
2019-01-02 21:41:58;117;46;26;11;7;4;3;3;2;1;1
2019-01-02 21:42:59;117;46;26;11;7;4;3;3;2;1;1
2019-01-02 21:43:59;117;46;26;11;7;4;3;3;2;1;1
2019-01-02 21:44:58;117;46;26;11;7;4;3;3;2;1;1
2019-01-02 21:45:59;118;46;26;11;8;4;3;3;2;1;1
2019-01-02 21:46:59;118;46;26;11;8;4;3;3;2;1;1
2019-01-02 21:47:58;118;46;26;11;8;4;3;3;2;1;1
2019-01-02 21:48:59;118;46;26;11;8;4;3;3;2;1;1
2019-01-02 21:49:58;118;46;26;11;8;4;3;3;2;1;1
2019-01-02 21:50:59;118;46;26;11;8;4;3;3;2;1;1
2019-01-02 21:51:59;118;46;26;11;8;4;3;3;2;1;1
2019-01-02 21:52:58;118;46;26;11;8;4;3;3;2;1;1
2019-01-02 21:53:59;118;46;26;11;8;4;3;3;2;1;1
2019-01-02 21:54:58;119;46;27;11;8;4;3;3;2;1;1
2019-01-02 21:55:59;119;46;27;11;8;4;3;3;2;1;1
2019-01-02 21:56:59;119;46;27;11;8;4;3;3;2;1;1
2019-01-02 21:57:58;119;46;27;11;8;4;3;3;2;1;1
2019-01-02 21:58:59;119;46;27;11;8;4;3;3;2;1;1
2019-01-02 21:59:58;119;46;27;11;8;4;3;3;2;1;1
2019-01-02 22:00:59;120;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:01:59;120;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:02:58;120;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:03:59;120;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:04:59;120;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:05:58;120;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:06:59;121;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:08:00;121;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:08:58;121;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:09:59;121;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:10:58;121;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:11:59;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:12:58;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:13:59;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:14:59;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:15:58;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:16:59;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:17:58;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:18:59;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:19:59;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:20:58;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:21:59;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:22:58;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:23:59;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:24:59;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:25:58;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:26:59;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:27:59;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:28:58;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:29:59;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:30:58;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:31:59;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:32:58;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:33:59;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:34:59;122;46;27;11;8;4;3;3;2;2;1
2019-01-02 22:35:58;123;47;27;11;8;4;3;3;2;2;1
2019-01-02 22:36:59;123;47;27;11;8;4;3;3;2;2;1
2019-01-02 22:37:58;123;47;27;11;8;4;3;3;2;2;1
2019-01-02 22:38:59;123;47;27;11;8;4;3;3;2;2;1
2019-01-02 22:39:59;123;47;27;11;8;4;3;3;2;2;1
2019-01-02 22:40:58;123;47;27;11;8;4;3;3;2;2;1
2019-01-02 22:41:59;123;47;27;11;8;4;3;3;2;2;1
2019-01-02 22:42:59;123;47;27;11;8;4;3;3;2;2;1
2019-01-02 22:43:58;123;47;27;11;8;4;3;3;2;2;1
2019-01-02 22:44:59;124;47;27;11;8;4;4;3;2;2;1
2019-01-02 22:45:59;124;47;27;11;8;4;4;3;2;2;1
2019-01-02 22:46:58;124;47;27;11;8;4;4;3;2;2;1
2019-01-02 22:47:59;124;47;27;11;8;4;4;3;2;2;1
2019-01-02 22:48:59;124;47;27;11;8;4;4;3;2;2;1
2019-01-02 22:49:58;125;47;27;11;9;4;4;3;2;2;1
2019-01-02 22:50:59;125;47;27;11;9;4;4;3;2;2;1
2019-01-02 22:51:58;125;47;27;11;9;4;4;3;2;2;1
2019-01-02 22:52:59;125;47;27;11;9;4;4;3;2;2;1
2019-01-02 22:53:59;125;47;27;11;9;4;4;3;2;2;1
2019-01-02 22:54:58;125;47;27;11;9;4;4;3;2;2;1
2019-01-02 22:55:59;125;47;27;11;9;4;4;3;2;2;1
2019-01-02 22:56:59;125;47;27;11;9;4;4;3;2;2;1
2019-01-02 22:57:58;125;47;27;11;9;4;4;3;2;2;1
2019-01-02 22:58:59;125;47;27;11;9;4;4;3;2;2;1
2019-01-02 22:59:58;125;47;27;11;9;4;4;3;2;2;1
2019-01-02 23:00:59;125;47;27;11;9;4;4;3;2;2;1
2019-01-02 23:01:58;125;47;27;11;9;4;4;3;2;2;1
2019-01-02 23:02:59;125;47;27;11;9;4;4;3;2;2;1
2019-01-02 23:03:59;125;47;27;11;9;4;4;3;2;2;1
2019-01-02 23:04:58;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:05:59;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:06:59;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:07:58;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:08:59;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:09:59;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:10:58;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:11:59;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:12:58;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:13:59;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:14:59;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:15:58;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:16:59;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:17:59;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:18:58;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:19:59;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:20:59;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:21:58;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:22:59;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:23:58;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:24:59;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:25:59;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:26:58;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:27:59;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:28:58;124;46;27;11;9;4;4;3;2;2;1
2019-01-02 23:29:59;123;45;27;11;9;4;4;3;2;2;1
2019-01-02 23:30:59;123;45;27;11;9;4;4;3;2;2;1
2019-01-02 23:31:58;123;45;27;11;9;4;4;3;2;2;1
2019-01-02 23:32:59;123;45;27;11;9;4;4;3;2;2;1
2019-01-02 23:33:59;123;45;27;11;9;4;4;3;2;2;1
2019-01-02 23:34:58;123;45;27;11;9;4;4;3;2;2;1
2019-01-02 23:35:59;123;45;27;11;9;4;4;3;2;2;1
2019-01-02 23:36:59;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:37:58;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:38:59;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:39:58;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:40:59;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:41:59;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:42:58;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:43:59;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:44:59;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:45:58;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:46:59;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:47:59;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:48:58;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:49:59;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:50:59;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:51:58;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:52:59;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:53:59;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:54:58;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:55:59;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:56:59;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:57:58;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:58:59;124;45;27;11;9;5;4;3;2;2;1
2019-01-02 23:59:58;124;45;27;11;9;5;4;3;2;2;1
