datetime;total_votes;Bf109H;Bruja_;navalny;Neymar_Junior;shamanka2_0;Der_Sturmer;roMoceK;Dirtylieutenant;kpya3e;quick_justice
2020-11-18 01:00:59;34;2;5;3;3;2;3;0;5;0;0
2020-11-18 01:01:59;34;2;6;3;3;1;3;0;5;0;0
2020-11-18 01:02:58;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:03:59;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:04:59;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:05:58;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:06:59;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:07:59;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:08:59;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:09:58;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:10:59;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:11:59;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:12:58;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:13:59;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:15:00;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:15:58;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:16:59;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:17:58;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:18:59;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:19:59;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:20:58;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:21:59;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:22:58;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:23:59;35;3;6;3;3;1;3;0;5;0;0
2020-11-18 01:24:59;36;3;6;3;3;0;3;0;5;0;0
2020-11-18 01:25:58;36;3;6;3;3;0;3;0;5;0;0
2020-11-18 01:26:59;36;3;6;3;3;0;3;0;5;0;0
2020-11-18 01:27:59;36;3;6;3;3;0;3;0;5;0;0
2020-11-18 01:28:59;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:29:58;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:30:59;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:31:59;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:32:58;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:33:59;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:34:59;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:35:58;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:36:59;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:37:59;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:38:59;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:39:58;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:40:59;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:41:58;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:42:59;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:44:00;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:44:58;37;3;6;3;4;0;3;0;5;0;0
2020-11-18 01:45:59;39;3;6;3;5;0;3;1;5;0;0
2020-11-18 01:46:58;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 01:47:59;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 01:48:59;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 01:49:58;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 01:50:59;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 01:51:59;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 01:52:59;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 01:53:58;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 01:54:59;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 01:55:59;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 01:56:58;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 01:57:59;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 01:58:59;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 01:59:58;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 02:00:59;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 02:01:58;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 02:02:59;40;3;6;3;5;0;3;2;5;0;0
2020-11-18 02:03:59;41;3;6;4;5;0;3;2;5;0;0
2020-11-18 02:04:59;41;3;6;4;5;0;3;2;5;0;0
2020-11-18 02:05:58;42;4;6;4;5;0;3;2;5;0;0
2020-11-18 02:06:59;44;6;6;4;5;0;3;2;5;0;0
2020-11-18 02:07:59;44;6;6;4;5;0;3;2;5;0;0
2020-11-18 02:08:58;43;6;6;4;5;1;3;2;5;0;0
2020-11-18 02:09:59;45;6;6;4;5;0;4;2;5;1;0
2020-11-18 02:10:59;45;6;6;4;5;0;4;2;5;1;0
2020-11-18 02:11:58;45;6;6;4;5;0;4;2;5;1;0
2020-11-18 02:12:59;45;6;6;4;5;0;4;2;5;1;0
2020-11-18 02:13:58;45;6;6;4;5;0;4;2;5;1;0
2020-11-18 02:14:59;45;6;6;4;5;0;4;2;5;1;0
2020-11-18 02:15:59;45;6;6;4;5;0;4;2;5;1;0
2020-11-18 02:16:59;45;6;6;4;5;0;4;2;5;1;0
2020-11-18 02:17:58;46;7;6;4;5;0;4;2;5;1;0
2020-11-18 02:18:59;47;8;6;4;5;0;4;2;5;1;0
2020-11-18 02:19:59;47;8;6;4;5;0;4;2;5;1;0
2020-11-18 02:20:58;47;8;6;4;5;0;4;2;5;1;0
2020-11-18 02:21:59;47;8;6;4;5;0;4;2;5;1;0
2020-11-18 02:22:59;48;9;6;4;5;0;4;2;5;1;0
2020-11-18 02:23:58;48;9;6;4;5;0;4;2;5;1;0
2020-11-18 02:24:59;48;9;6;4;5;0;4;2;5;1;0
2020-11-18 02:25:59;48;9;6;4;5;0;4;2;5;1;0
2020-11-18 02:26:58;48;9;6;4;5;0;4;2;5;1;0
2020-11-18 02:27:59;48;9;6;4;5;0;4;2;5;1;0
2020-11-18 02:28:59;48;9;6;4;5;0;4;2;5;1;0
2020-11-18 02:29:58;48;9;6;4;5;0;4;2;5;1;0
2020-11-18 02:30:59;49;9;6;4;5;0;4;2;5;2;0
2020-11-18 02:31:59;50;9;7;4;5;0;4;2;5;2;0
2020-11-18 02:32:58;50;9;7;4;5;0;4;2;5;2;0
2020-11-18 02:33:59;50;9;7;4;5;0;4;2;5;2;0
2020-11-18 02:34:59;51;9;8;4;5;0;4;2;5;2;0
2020-11-18 02:35:58;52;9;9;4;5;0;4;2;5;2;0
2020-11-18 02:36:59;52;9;9;4;5;0;4;2;5;2;0
2020-11-18 02:37:58;52;9;9;4;5;0;4;2;5;2;0
2020-11-18 02:38:59;53;10;9;4;5;0;4;2;5;2;0
2020-11-18 02:39:59;53;10;9;4;5;0;4;2;5;2;0
2020-11-18 02:40:59;53;10;9;4;5;0;4;2;5;2;0
2020-11-18 02:41:58;53;10;9;4;5;0;4;2;5;2;0
2020-11-18 02:42:59;53;10;9;4;5;0;4;2;5;2;0
2020-11-18 02:43:59;53;10;9;4;5;0;4;2;5;2;0
2020-11-18 02:44:58;53;10;9;4;5;0;4;2;5;2;0
2020-11-18 02:45:59;53;10;9;4;5;0;4;2;5;2;0
2020-11-18 02:46:59;53;10;9;4;5;0;4;2;5;2;0
2020-11-18 02:47:58;53;10;9;4;5;0;4;2;5;2;0
2020-11-18 02:48:59;53;10;9;4;5;0;4;2;5;2;0
2020-11-18 02:50:00;54;10;9;4;6;0;4;2;5;2;0
2020-11-18 02:50:58;54;10;9;4;6;0;4;2;5;2;0
2020-11-18 02:51:59;54;9;9;4;7;0;4;2;5;2;0
2020-11-18 02:52:58;54;9;9;4;7;0;4;2;5;2;0
2020-11-18 02:53:59;54;9;9;4;7;0;4;2;5;2;0
2020-11-18 02:54:59;54;9;9;4;7;0;4;2;5;2;0
2020-11-18 02:55:58;54;9;9;4;7;0;4;2;5;2;0
2020-11-18 02:56:59;54;9;9;4;7;0;4;2;5;2;0
2020-11-18 02:57:58;54;9;9;4;7;0;4;2;5;2;0
2020-11-18 02:58:59;54;9;9;4;7;0;4;2;5;2;0
2020-11-18 02:59:58;54;9;9;4;7;0;4;2;5;2;0
2020-11-18 03:00:59;54;9;9;4;7;0;4;2;5;2;0
2020-11-18 03:01:59;54;9;9;4;7;0;4;2;5;2;0
2020-11-18 03:02:58;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:03:59;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:04:58;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:05:59;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:06:59;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:07:58;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:08:59;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:09:59;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:10:59;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:11:58;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:12:59;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:13:59;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:14:58;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:15:59;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:16:58;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:17:59;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:18:59;55;9;9;5;7;0;4;2;5;2;0
2020-11-18 03:19:58;56;9;10;5;7;0;4;2;5;2;0
2020-11-18 03:20:59;56;9;10;5;7;0;4;2;5;2;0
2020-11-18 03:21:59;56;9;10;5;7;0;4;2;5;2;0
2020-11-18 03:22:58;56;9;10;5;7;0;4;2;5;2;0
2020-11-18 03:23:59;56;9;10;5;7;0;4;2;5;2;0
2020-11-18 03:24:59;56;9;10;5;7;0;4;2;5;2;0
2020-11-18 03:25:58;57;10;10;5;7;0;4;2;5;2;0
2020-11-18 03:26:59;57;10;10;5;7;0;4;2;5;2;0
2020-11-18 03:27:59;57;10;10;5;7;0;4;2;5;2;0
2020-11-18 03:28:58;57;10;10;5;7;0;4;2;5;2;0
2020-11-18 03:29:59;57;10;10;5;7;0;4;2;5;2;0
2020-11-18 03:30:58;57;10;10;5;7;0;4;2;5;2;0
2020-11-18 03:31:59;57;10;10;5;7;0;4;2;5;2;0
