datetime;total_votes;Bf109H;Bruja_;navalny;Neymar_Junior;shamanka2_0;Der_Sturmer;roMoceK;Dirtylieutenant;kpya3e;quick_justice
2020-11-18 00:36:59;27;2;4;2;3;0;3;0;3;1;0
2020-11-18 00:37:59;27;2;4;2;3;0;3;0;3;1;0
2020-11-18 00:38:58;27;2;4;2;3;0;3;0;3;1;0
2020-11-18 00:39:59;27;2;4;2;3;0;3;0;3;1;0
2020-11-18 00:40:59;27;2;4;2;3;0;3;0;3;1;0
2020-11-18 00:41:58;28;2;4;2;3;0;3;0;4;1;0
2020-11-18 00:42:59;28;2;4;2;3;0;3;0;4;1;0
2020-11-18 00:43:59;28;2;4;2;3;0;3;0;4;1;0
2020-11-18 00:44:58;28;2;4;2;3;0;3;0;4;1;0
2020-11-18 00:45:59;28;2;4;2;3;0;3;0;4;1;0
2020-11-18 00:46:59;28;2;4;2;3;0;3;0;4;1;0
2020-11-18 00:47:58;28;2;4;2;3;0;3;0;4;1;0
2020-11-18 00:48:59;28;2;4;2;3;0;3;0;4;1;0
2020-11-18 00:49:59;28;2;4;2;3;0;3;0;4;1;0
2020-11-18 00:50:58;28;2;4;2;3;0;3;0;4;1;0
2020-11-18 00:51:59;29;2;4;2;3;0;3;0;4;0;0
2020-11-18 00:52:59;29;2;4;2;3;0;3;0;4;0;0
2020-11-18 00:53:58;30;2;4;3;3;0;3;0;4;0;0
2020-11-18 00:54:59;32;2;5;3;3;0;3;0;5;0;0
2020-11-18 00:55:59;32;2;5;3;3;0;3;0;5;0;0
2020-11-18 00:56:58;32;2;5;3;3;0;3;0;5;0;0
2020-11-18 00:57:59;32;2;5;3;3;0;3;0;5;0;0
2020-11-18 00:58:59;32;2;5;3;3;0;3;0;5;0;0
2020-11-18 00:59:58;33;2;4;3;3;2;3;0;5;0;0
