datetime;total_votes;Yardrey;vdzrd;jovan;maria_ego;KOCTOPE3;Z-L-O;Есения;XASSA;ZevB3K;brammator
2018-12-19 13:05:00;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 13:05:58;161;48;38;21;5;5;6;6;3;0;2
2018-12-19 13:06:59;161;48;38;21;5;5;6;6;3;0;2
2018-12-19 13:07:58;161;48;38;21;5;5;6;6;3;0;2
2018-12-19 13:08:59;161;48;38;21;5;5;6;6;3;0;2
2018-12-19 13:09:59;161;48;38;21;5;5;6;6;3;0;2
2018-12-19 13:10:58;161;48;38;21;5;5;6;6;3;0;2
2018-12-19 13:11:59;162;48;38;22;5;5;6;6;3;0;2
2018-12-19 13:12:59;162;48;38;22;5;5;6;6;3;0;2
2018-12-19 13:13:58;162;48;38;22;5;5;6;6;3;0;2
2018-12-19 13:14:59;163;48;39;22;5;5;6;6;3;0;2
2018-12-19 13:15:58;163;48;39;22;5;5;6;6;3;0;2
2018-12-19 13:16:59;163;48;39;22;5;5;6;6;3;0;2
2018-12-19 13:17:59;163;48;39;22;5;5;6;6;3;0;2
2018-12-19 13:18:58;163;48;39;22;5;5;6;6;3;0;2
2018-12-19 13:19:59;163;48;39;22;5;5;6;6;3;0;2
2018-12-19 13:20:59;163;48;39;22;5;5;6;6;3;0;2
2018-12-19 13:21:58;164;48;39;22;5;5;6;6;3;0;2
2018-12-19 13:22:59;164;48;39;22;5;5;6;6;3;0;2
2018-12-19 13:23:59;164;48;39;22;5;5;6;6;3;0;2
2018-12-19 13:24:58;164;48;39;22;5;5;6;6;3;0;2
2018-12-19 13:25:59;164;48;39;22;5;5;6;6;3;0;2
2018-12-19 13:26:59;164;48;39;22;5;5;6;6;3;0;2
2018-12-19 13:27:58;164;48;39;22;5;5;6;6;3;0;2
2018-12-19 13:28:59;164;48;39;22;5;5;6;6;3;0;2
2018-12-19 13:29:58;164;49;39;21;5;5;6;6;3;0;2
2018-12-19 13:30:59;164;49;39;21;5;5;6;6;3;0;2
2018-12-19 13:31:59;165;49;39;21;5;6;6;6;3;0;2
2018-12-19 13:32:58;165;49;39;21;5;6;6;6;3;0;2
2018-12-19 13:33:59;165;49;39;21;5;6;6;6;3;0;2
2018-12-19 13:34:59;165;49;39;21;5;6;6;6;3;0;2
2018-12-19 13:35:58;165;49;39;21;5;6;6;6;3;0;2
2018-12-19 13:36:59;165;49;39;21;5;6;6;6;3;0;2
2018-12-19 13:37:59;167;49;40;21;6;6;6;6;3;0;2
2018-12-19 13:38:58;167;49;40;21;6;6;6;6;3;0;2
2018-12-19 13:39:59;168;49;40;21;7;6;6;6;3;0;2
2018-12-19 13:40:59;169;49;41;21;7;6;6;6;3;0;2
2018-12-19 13:41:58;169;49;41;21;7;6;6;6;3;0;2
2018-12-19 13:42:59;169;49;41;21;7;6;6;6;3;0;2
2018-12-19 13:43:59;170;49;41;22;7;6;6;6;3;0;2
2018-12-19 13:44:58;172;49;41;23;7;6;7;6;3;0;2
2018-12-19 13:45:59;173;50;41;23;7;6;7;6;3;0;2
2018-12-19 13:46:58;173;50;41;23;7;6;7;6;3;0;2
2018-12-19 13:47:59;173;50;41;23;7;6;7;6;3;0;2
2018-12-19 13:48:59;174;51;41;23;7;6;7;6;3;0;2
2018-12-19 13:49:58;174;51;41;23;7;6;7;6;3;0;2
2018-12-19 13:50:59;174;51;41;23;7;6;7;6;3;0;2
2018-12-19 13:51:59;174;51;41;23;7;6;7;6;3;0;2
2018-12-19 13:52:58;174;51;41;23;7;6;7;6;3;0;2
2018-12-19 13:53:59;175;52;41;23;7;6;7;6;3;0;2
2018-12-19 13:54:59;175;52;41;23;7;6;7;6;3;0;2
2018-12-19 13:55:58;175;52;41;23;7;6;7;6;3;0;2
2018-12-19 13:56:59;175;52;41;23;7;6;7;6;3;0;2
2018-12-19 13:57:59;175;52;41;23;7;6;7;6;3;0;2
2018-12-19 13:58:58;175;52;41;23;7;6;7;6;3;0;2
2018-12-19 13:59:59;175;52;41;23;7;6;7;6;3;0;2
2018-12-19 14:00:58;175;52;41;23;7;6;7;6;3;0;2
2018-12-19 14:01:59;175;52;41;23;7;6;7;6;3;0;2
2018-12-19 14:02:58;175;52;41;23;7;6;7;6;3;0;2
2018-12-19 14:03:59;175;52;41;23;7;6;7;6;3;0;2
2018-12-19 14:04:59;176;52;41;24;7;6;7;6;3;2;2
2018-12-19 14:05:58;176;52;41;24;7;6;7;6;3;2;2
2018-12-19 14:06:59;176;52;41;24;7;6;7;6;3;2;2
2018-12-19 14:07:58;177;53;41;24;7;6;7;6;3;2;2
2018-12-19 14:08:59;177;53;41;24;7;6;7;6;3;2;2
2018-12-19 14:09:58;177;54;40;24;7;6;7;6;3;2;2
2018-12-19 14:10:59;177;54;40;24;7;6;7;6;3;2;2
2018-12-19 14:11:59;178;55;40;24;7;6;7;6;3;2;2
2018-12-19 14:12:58;178;55;40;24;7;6;7;6;3;2;2
2018-12-19 14:13:59;178;55;40;24;7;6;7;6;3;2;2
2018-12-19 14:14:59;178;55;40;24;7;6;7;6;3;2;2
2018-12-19 14:15:58;178;55;40;24;7;6;7;6;3;2;2
2018-12-19 14:16:59;178;55;40;24;7;6;7;6;3;2;2
2018-12-19 14:17:59;178;55;40;24;7;6;7;6;3;2;2
2018-12-19 14:18:58;179;56;40;24;7;6;7;6;3;2;2
2018-12-19 14:19:59;179;56;40;24;7;6;7;6;3;2;2
2018-12-19 14:20:59;179;56;40;24;7;6;7;6;3;2;2
2018-12-19 14:21:58;179;56;40;24;7;6;7;6;3;2;2
2018-12-19 14:22:59;180;56;40;25;7;6;7;6;3;2;2
2018-12-19 14:23:59;180;56;40;25;7;6;7;6;3;2;2
2018-12-19 14:24:58;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:25:59;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:26:59;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:27:58;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:28:59;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:29:59;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:30:58;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:31:59;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:33:00;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:33:58;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:34:59;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:35:58;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:36:59;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:37:58;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:38:59;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:39:59;181;57;40;25;7;6;7;6;3;2;2
2018-12-19 14:40:58;182;57;41;25;7;6;7;6;3;2;2
2018-12-19 14:41:59;182;57;41;25;7;6;7;6;3;2;2
2018-12-19 14:42:59;182;57;41;25;7;6;7;6;3;2;2
2018-12-19 14:43:58;183;57;42;25;7;6;7;6;3;2;2
2018-12-19 14:44:59;183;57;42;25;7;6;7;6;3;2;2
2018-12-19 14:45:59;183;57;42;25;7;6;7;6;3;2;2
2018-12-19 14:46:58;183;57;42;25;7;6;7;6;3;2;2
2018-12-19 14:47:59;183;57;42;25;7;6;7;6;3;2;2
2018-12-19 14:48:59;183;57;42;25;7;6;7;6;3;2;2
2018-12-19 14:49:58;184;57;42;25;7;6;7;6;3;2;3
2018-12-19 14:50:59;185;58;42;25;7;6;7;6;3;2;3
2018-12-19 14:51:58;186;56;44;25;8;6;7;6;3;2;3
2018-12-19 14:52:59;186;56;44;25;8;6;7;6;3;2;3
2018-12-19 14:53:59;186;56;44;25;8;6;7;6;3;2;3
2018-12-19 14:54:58;186;56;44;25;8;6;7;6;3;2;3
2018-12-19 14:55:59;186;56;44;25;8;6;7;6;3;2;3
2018-12-19 14:56:59;186;56;44;25;8;6;7;6;3;2;3
2018-12-19 14:57:58;186;56;44;25;8;6;7;6;3;2;3
2018-12-19 14:58:59;187;56;45;25;8;6;7;6;3;2;3
2018-12-19 14:59:58;188;57;45;25;8;6;7;6;3;2;3
2018-12-19 15:00:59;189;58;45;25;8;6;7;6;3;2;3
2018-12-19 15:01:59;190;59;45;25;8;6;7;6;3;2;3
2018-12-19 15:02:58;190;59;45;25;8;6;7;6;3;2;3
2018-12-19 15:03:59;190;59;45;25;8;6;7;6;3;2;3
2018-12-19 15:04:59;192;59;47;25;8;6;7;6;3;2;3
2018-12-19 15:05:58;194;60;47;25;9;6;7;6;3;2;3
2018-12-19 15:06:59;194;60;47;25;9;6;7;6;3;2;3
2018-12-19 15:07:58;194;60;47;25;9;6;7;6;3;2;3
2018-12-19 15:08:59;194;60;47;25;9;6;7;6;3;2;3
2018-12-19 15:09:59;194;60;47;25;9;6;7;6;3;2;3
2018-12-19 15:10:58;194;60;47;25;9;6;7;6;3;2;3
2018-12-19 15:11:59;194;60;47;25;9;6;7;6;3;2;3
2018-12-19 15:12:58;195;60;48;25;9;6;7;6;3;2;3
2018-12-19 15:13:59;195;59;49;25;9;6;7;6;3;2;3
2018-12-19 15:14:59;195;59;49;25;9;6;7;6;3;2;3
2018-12-19 15:15:58;195;59;49;25;9;6;7;6;3;2;3
2018-12-19 15:16:59;195;59;49;25;9;6;7;6;3;2;3
2018-12-19 15:17:59;196;60;49;25;9;6;7;6;3;2;3
2018-12-19 15:18:58;196;60;49;25;9;6;7;6;3;2;3
2018-12-19 15:19:59;196;60;49;25;9;6;7;6;3;2;3
2018-12-19 15:20:58;196;60;49;25;9;6;7;6;3;2;3
2018-12-19 15:21:59;196;60;49;25;9;6;7;6;3;2;3
2018-12-19 15:22:59;196;60;49;25;9;6;7;6;3;2;3
2018-12-19 15:23:58;196;61;49;25;9;6;7;6;3;2;3
2018-12-19 15:24:59;197;62;49;25;9;6;7;6;3;2;3
2018-12-19 15:25:59;197;62;49;25;9;6;7;6;3;2;3
2018-12-19 15:26:58;198;63;49;25;9;6;7;6;3;3;3
2018-12-19 15:27:59;199;64;49;25;9;6;7;6;3;3;3
2018-12-19 15:28:59;200;64;50;25;9;6;7;6;3;3;3
2018-12-19 15:29:58;200;64;50;25;9;6;7;6;3;3;3
2018-12-19 15:30:59;201;64;51;25;9;6;7;6;3;3;3
2018-12-19 15:31:59;201;64;51;25;9;6;7;6;3;3;3
2018-12-19 15:32:58;202;65;51;25;9;6;7;6;3;3;3
2018-12-19 15:33:59;202;65;51;25;9;6;7;6;3;3;3
2018-12-19 15:34:59;202;65;51;25;9;6;7;6;3;3;3
2018-12-19 15:35:58;202;65;51;25;9;6;7;6;3;3;3
2018-12-19 15:36:59;202;65;51;25;9;6;7;6;3;3;3
2018-12-19 15:37:59;202;65;51;25;9;6;7;6;3;3;3
2018-12-19 15:38:58;203;65;51;25;9;6;8;6;3;3;3
2018-12-19 15:39:59;203;65;51;25;9;6;8;6;3;3;3
2018-12-19 15:40:58;203;65;51;25;9;6;8;6;3;3;3
2018-12-19 15:41:59;203;65;51;25;9;6;8;6;3;3;3
2018-12-19 15:42:59;203;65;51;25;9;6;8;6;3;3;3
2018-12-19 15:43:58;203;65;51;25;9;6;8;6;3;3;3
2018-12-19 15:44:59;203;65;51;25;9;6;8;6;3;3;3
2018-12-19 15:45:59;203;65;51;25;9;6;8;6;3;3;3
2018-12-19 15:46:58;203;65;51;25;9;6;8;6;3;3;3
2018-12-19 15:47:59;203;65;51;25;9;6;8;6;3;3;3
2018-12-19 15:48:59;204;65;52;25;9;6;8;6;3;3;3
2018-12-19 15:49:58;204;65;52;25;9;6;8;6;3;3;3
2018-12-19 15:50:59;204;65;52;25;9;6;8;6;3;3;3
2018-12-19 15:51:59;204;65;52;25;9;6;8;6;3;3;3
2018-12-19 15:52:58;205;65;53;25;9;6;8;6;3;3;3
2018-12-19 15:53:59;205;65;53;25;9;6;8;6;3;3;3
2018-12-19 15:54:59;205;65;53;25;9;6;8;6;3;3;3
2018-12-19 15:55:58;205;65;53;25;9;6;8;6;3;3;3
2018-12-19 15:56:59;205;65;53;25;9;6;8;6;3;3;3
2018-12-19 15:57:58;205;65;53;25;9;6;8;6;3;3;3
2018-12-19 15:58:59;205;65;53;25;9;6;8;6;3;3;3
2018-12-19 15:59:59;205;65;53;25;9;6;8;6;3;3;3
2018-12-19 16:00:59;205;65;53;25;9;6;8;6;3;3;3
2018-12-19 16:01:58;205;65;53;25;9;6;8;6;3;3;3
2018-12-19 16:02:59;207;66;53;26;9;6;8;6;3;3;3
2018-12-19 16:03:58;207;66;53;26;9;6;8;6;3;3;3
2018-12-19 16:04:59;207;66;53;26;9;6;8;6;3;3;3
2018-12-19 16:05:59;209;67;54;26;9;6;8;6;3;3;3
2018-12-19 16:06:58;209;67;54;26;9;6;8;6;3;3;3
2018-12-19 16:07:59;210;67;54;26;9;6;8;6;3;3;3
2018-12-19 16:08:59;210;67;54;26;9;6;8;6;3;3;3
2018-12-19 16:09:58;210;67;54;26;9;6;8;6;3;3;3
2018-12-19 16:10:59;210;67;54;26;9;6;8;6;3;3;3
2018-12-19 16:11:59;210;67;54;26;9;6;8;6;3;3;3
2018-12-19 16:12:58;211;68;54;26;9;6;8;6;3;3;3
2018-12-19 16:13:59;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:14:58;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:15:59;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:16:59;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:17:58;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:18:59;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:19:58;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:20:59;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:21:59;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:22:58;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:23:59;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:24:59;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:25:58;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:26:59;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:27:58;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:28:59;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:29:59;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:30:58;212;68;55;26;9;6;8;6;3;3;3
2018-12-19 16:31:59;213;69;55;26;9;6;8;6;3;3;3
2018-12-19 16:32:58;213;69;55;26;9;6;8;6;3;3;3
2018-12-19 16:33:59;214;69;55;26;9;6;8;6;3;3;3
2018-12-19 16:34:59;214;69;55;26;9;6;8;6;3;3;3
2018-12-19 16:35:58;214;69;55;26;9;6;8;6;3;3;3
2018-12-19 16:36:59;214;69;55;26;9;6;8;6;3;3;3
2018-12-19 16:37:59;215;69;56;26;9;6;8;6;3;3;3
2018-12-19 16:38:58;215;69;56;26;9;6;8;6;3;3;3
2018-12-19 16:39:59;215;69;56;26;9;6;8;6;3;3;3
2018-12-19 16:40:59;215;69;56;26;9;6;8;6;3;3;3
2018-12-19 16:41:58;216;69;57;26;9;6;8;6;3;3;3
2018-12-19 16:42:59;217;69;57;27;9;6;8;6;3;3;3
2018-12-19 16:43:58;217;69;57;27;9;6;8;6;3;3;3
2018-12-19 16:44:59;217;69;57;27;9;6;8;6;3;3;3
2018-12-19 16:45:59;217;69;57;27;9;6;8;6;3;3;3
2018-12-19 16:46:58;217;69;57;27;9;6;8;6;3;3;3
2018-12-19 16:47:59;217;69;57;27;9;6;8;6;3;3;3
2018-12-19 16:48:59;217;69;57;27;9;6;8;6;3;3;3
2018-12-19 16:49:58;217;69;57;27;9;6;8;6;3;3;3
2018-12-19 16:50:59;217;69;57;27;9;6;8;6;3;3;3
2018-12-19 16:51:59;218;69;58;27;9;6;8;6;3;3;3
2018-12-19 16:52:58;220;70;59;27;9;6;8;6;3;3;3
2018-12-19 16:53:59;221;70;59;28;9;6;8;6;3;3;3
2018-12-19 16:54:58;221;70;60;28;9;6;8;6;3;3;2
2018-12-19 16:55:59;221;70;60;28;9;6;8;6;3;3;2
2018-12-19 16:56:59;221;70;60;28;9;6;8;6;3;3;2
2018-12-19 16:57:58;222;70;61;28;9;6;8;6;3;3;2
2018-12-19 16:58:59;223;71;61;28;9;6;8;6;3;3;2
2018-12-19 16:59:59;223;71;61;28;9;6;8;6;3;3;2
2018-12-19 17:00:58;223;71;61;28;9;6;8;6;3;3;2
2018-12-19 17:01:59;224;72;61;28;9;6;8;6;3;3;2
2018-12-19 17:02:58;224;72;61;28;9;6;8;6;3;3;2
2018-12-19 17:03:59;225;72;61;29;9;6;8;6;3;3;2
2018-12-19 17:04:59;225;72;61;29;9;6;8;6;3;3;2
2018-12-19 17:05:58;225;72;61;29;9;6;8;6;3;3;2
2018-12-19 17:06:59;225;72;61;29;9;6;8;6;3;3;2
2018-12-19 17:07:58;225;72;61;29;9;6;8;6;3;3;2
2018-12-19 17:08:59;225;72;61;29;9;6;8;6;3;3;2
2018-12-19 17:09:59;225;72;61;29;9;6;8;6;3;3;2
2018-12-19 17:10:58;225;72;61;29;9;6;8;6;3;3;2
2018-12-19 17:11:59;225;72;61;29;9;6;8;6;3;3;2
2018-12-19 17:12:59;225;72;61;29;9;6;8;6;3;3;2
2018-12-19 17:13:58;227;72;63;29;9;6;8;6;3;3;2
2018-12-19 17:14:59;227;72;63;29;9;6;8;6;3;3;2
2018-12-19 17:15:59;230;73;64;29;9;6;8;6;4;3;2
2018-12-19 17:16:58;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:17:59;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:18:59;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:19:58;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:20:59;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:21:59;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:22:58;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:23:59;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:24:59;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:25:58;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:26:59;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:27:58;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:28:59;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:29:59;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:30:58;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:31:59;231;73;65;29;9;6;8;6;4;3;2
2018-12-19 17:32:59;232;74;65;29;9;6;8;6;4;3;2
2018-12-19 17:33:58;233;74;66;29;9;6;8;6;4;3;2
2018-12-19 17:34:59;234;74;67;29;9;6;8;6;4;3;2
2018-12-19 17:35:59;234;74;67;29;9;6;8;6;4;3;2
2018-12-19 17:36:58;233;74;67;28;9;6;8;6;4;3;2
2018-12-19 17:37:59;233;74;67;28;9;6;8;6;4;3;2
2018-12-19 17:38:58;233;74;67;28;9;6;8;6;4;3;2
2018-12-19 17:39:59;234;74;68;28;9;6;8;6;4;3;2
2018-12-19 17:40:59;234;74;68;28;9;6;8;6;4;3;2
2018-12-19 17:41:58;234;74;68;28;9;6;8;6;4;3;2
2018-12-19 17:42:59;234;74;68;28;9;6;8;6;4;3;2
2018-12-19 17:43:58;234;74;68;28;9;6;8;6;4;3;2
2018-12-19 17:44:59;234;74;68;28;9;6;8;6;4;3;2
2018-12-19 17:45:59;234;74;68;28;9;6;8;6;4;3;2
2018-12-19 17:46:58;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 17:47:59;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 17:48:59;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 17:49:58;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 17:50:59;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 17:51:58;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 17:52:59;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 17:53:59;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 17:54:58;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 17:55:59;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 17:56:58;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 17:57:59;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 17:58:59;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 17:59:59;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 18:00:58;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 18:01:59;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 18:02:58;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 18:03:59;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 18:04:59;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 18:05:58;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 18:06:59;236;75;69;28;9;6;8;6;4;3;2
2018-12-19 18:07:59;237;75;69;29;9;6;8;6;4;3;2
2018-12-19 18:08:58;237;75;69;29;9;6;8;6;4;3;2
2018-12-19 18:09:59;238;75;69;30;9;6;8;6;4;3;2
2018-12-19 18:10:58;237;74;69;30;9;6;8;6;4;3;2
2018-12-19 18:11:59;237;74;69;30;9;6;8;6;4;3;2
2018-12-19 18:12:59;237;75;69;29;9;6;8;6;4;3;2
2018-12-19 18:13:58;237;75;69;29;9;6;8;6;4;3;2
2018-12-19 18:14:59;237;75;69;29;9;6;8;6;4;3;2
2018-12-19 18:15:59;238;75;70;29;9;6;8;6;4;3;2
2018-12-19 18:16:58;238;76;69;29;9;6;8;6;4;3;2
2018-12-19 18:17:59;239;76;69;29;9;6;8;7;4;3;2
2018-12-19 18:18:58;239;76;69;29;9;6;8;7;4;3;2
2018-12-19 18:19:59;239;76;69;29;9;6;8;7;4;3;2
2018-12-19 18:20:58;239;76;69;29;9;6;8;7;4;3;2
2018-12-19 18:21:59;239;76;69;29;9;6;8;7;4;3;2
2018-12-19 18:22:59;239;76;69;29;9;6;8;7;4;3;2
2018-12-19 18:23:58;240;76;70;29;9;6;8;7;4;3;2
2018-12-19 18:24:59;240;76;70;29;9;6;8;7;4;3;2
2018-12-19 18:25:59;240;76;70;29;9;6;8;7;4;3;2
2018-12-19 18:26:58;240;76;70;29;9;6;8;7;4;3;2
2018-12-19 18:27:59;240;76;70;29;9;6;8;7;4;3;2
2018-12-19 18:28:59;240;76;70;29;9;6;8;7;4;3;2
2018-12-19 18:29:58;240;76;70;29;9;6;8;7;4;3;2
2018-12-19 18:30:59;240;76;70;29;9;6;8;7;4;3;2
2018-12-19 18:31:59;240;76;70;29;9;6;8;7;4;3;2
2018-12-19 18:32:58;240;76;70;29;9;6;8;7;4;3;2
2018-12-19 18:33:59;241;77;70;29;9;6;8;7;4;3;2
2018-12-19 18:34:59;241;77;70;29;9;6;8;7;4;3;2
2018-12-19 18:35:58;241;77;70;29;9;6;8;7;4;3;2
2018-12-19 18:36:59;241;77;70;29;9;6;8;7;4;3;2
2018-12-19 18:37:58;242;77;71;29;9;6;8;7;4;3;2
2018-12-19 18:38:59;243;77;72;29;9;6;8;7;4;3;2
2018-12-19 18:39:59;243;77;72;29;9;6;8;7;4;3;2
2018-12-19 18:40:58;243;77;72;29;9;6;8;7;4;3;2
2018-12-19 18:41:59;243;77;72;29;9;6;8;7;4;3;2
2018-12-19 18:42:59;243;77;72;29;9;6;8;7;4;3;2
2018-12-19 18:43:58;244;78;72;29;9;6;8;7;4;3;2
2018-12-19 18:44:59;245;79;72;29;9;6;8;7;4;3;2
2018-12-19 18:46:00;245;79;72;29;9;6;8;7;4;3;2
2018-12-19 18:46:58;245;79;72;29;9;6;8;7;4;3;2
2018-12-19 18:47:59;245;79;72;29;9;6;8;7;4;3;2
2018-12-19 18:48:58;245;79;72;29;9;6;8;7;4;3;2
2018-12-19 18:49:59;245;79;72;29;9;6;8;7;4;3;2
2018-12-19 18:50:59;245;79;72;29;9;6;8;7;4;3;2
2018-12-19 18:51:58;246;79;72;30;9;6;8;7;4;3;2
2018-12-19 18:52:59;246;79;72;30;9;6;8;7;4;3;2
2018-12-19 18:53:59;246;79;72;30;9;6;8;7;4;3;2
2018-12-19 18:54:58;246;79;72;30;9;6;8;7;4;3;2
2018-12-19 18:55:59;247;80;72;30;9;6;8;7;4;3;2
2018-12-19 18:56:59;247;80;72;30;9;6;8;7;4;3;2
2018-12-19 18:57:58;247;80;72;30;9;6;8;7;4;3;2
2018-12-19 18:58:59;247;80;72;30;9;6;8;7;4;3;2
2018-12-19 18:59:59;247;80;72;30;9;6;8;7;4;3;2
2018-12-19 19:00:58;247;80;72;30;9;6;8;7;4;3;2
2018-12-19 19:01:59;247;80;72;30;9;6;8;7;4;3;2
2018-12-19 19:02:59;247;80;72;30;9;6;8;7;4;3;2
2018-12-19 19:03:58;248;80;73;30;9;6;8;7;4;3;2
2018-12-19 19:04:59;248;80;73;30;9;6;8;7;4;3;2
2018-12-19 19:05:59;248;80;73;30;9;6;8;7;4;3;2
2018-12-19 19:06:58;249;80;74;30;9;6;8;7;4;3;2
2018-12-19 19:07:59;249;80;74;30;9;6;8;7;4;3;2
2018-12-19 19:08:58;249;80;74;30;9;6;8;7;4;3;2
2018-12-19 19:09:59;249;80;74;30;9;6;8;7;4;3;2
2018-12-19 19:10:59;249;80;74;30;9;6;8;7;4;3;2
2018-12-19 19:11:58;249;80;74;30;9;6;8;7;4;3;2
2018-12-19 19:12:59;249;80;74;30;9;6;8;7;4;3;2
2018-12-19 19:13:59;250;80;75;30;9;6;8;7;4;3;2
2018-12-19 19:14:58;250;80;75;30;9;6;8;7;4;3;2
2018-12-19 19:15:59;250;80;75;30;9;6;8;7;4;3;2
2018-12-19 19:16:59;250;80;75;30;9;6;8;7;4;3;2
2018-12-19 19:17:58;251;80;76;30;9;6;8;7;4;3;2
2018-12-19 19:18:59;251;80;76;30;9;6;8;7;4;3;2
2018-12-19 19:19:59;252;80;76;30;9;6;8;7;4;3;2
2018-12-19 19:20:58;252;80;76;30;9;6;8;7;4;3;2
2018-12-19 19:21:59;255;83;76;30;9;6;8;7;4;3;2
2018-12-19 19:22:58;255;83;76;30;9;6;8;7;4;3;2
2018-12-19 19:23:59;255;83;76;30;9;6;8;7;4;3;2
2018-12-19 19:24:59;255;83;76;30;9;6;8;7;4;3;2
2018-12-19 19:25:58;256;83;77;30;9;6;8;7;4;3;2
2018-12-19 19:26:59;256;83;77;30;9;6;8;7;4;3;2
2018-12-19 19:27:59;256;83;77;30;9;6;8;7;4;3;2
2018-12-19 19:28:58;256;83;77;30;9;6;8;7;4;3;2
2018-12-19 19:29:59;257;84;77;30;9;6;8;7;4;3;2
2018-12-19 19:30:59;260;86;78;30;9;6;8;7;4;3;2
2018-12-19 19:31:58;261;86;79;30;9;6;8;7;4;3;2
2018-12-19 19:32:59;261;86;79;30;9;6;8;7;4;3;2
2018-12-19 19:33:59;261;86;79;30;9;6;8;7;4;3;2
2018-12-19 19:34:58;261;86;79;30;9;6;8;7;4;3;2
2018-12-19 19:35:59;262;87;79;30;9;6;8;7;4;3;2
2018-12-19 19:36:58;262;87;79;30;9;6;8;7;4;3;2
2018-12-19 19:37:59;262;87;79;30;9;6;8;7;4;3;2
2018-12-19 19:38:59;262;87;79;30;9;6;8;7;4;3;2
2018-12-19 19:39:58;262;87;79;30;9;6;8;7;4;3;2
2018-12-19 19:40:59;262;87;79;30;9;6;8;7;4;3;2
2018-12-19 19:41:59;262;87;79;30;9;6;8;7;4;3;2
