datetime;total_votes;Yardrey;vdzrd;jovan;maria_ego;KOCTOPE3;Z-L-O;Есения;XASSA;ZevB3K;brammator
2018-12-19 06:26:59;50;10;10;8;0;2;3;4;0;1;0
2018-12-19 06:27:59;50;10;10;8;0;2;3;4;0;1;0
2018-12-19 06:28:58;50;10;10;8;0;2;3;4;0;1;0
2018-12-19 06:29:59;50;10;10;8;0;2;3;4;0;1;0
2018-12-19 06:30:59;50;10;10;8;0;2;3;4;0;1;0
2018-12-19 06:31:58;51;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:32:59;51;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:33:59;51;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:34:58;51;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:35:59;51;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:36:59;51;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:37:58;51;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:38:59;51;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:39:58;51;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:40:59;51;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:41:59;52;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:42:58;52;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:43:59;52;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:44:59;52;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:45:58;52;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:46:59;52;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:47:58;52;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:48:59;52;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:49:59;52;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:50:58;52;10;10;9;0;2;3;4;0;1;0
2018-12-19 06:51:59;53;10;10;9;0;2;3;5;0;1;0
2018-12-19 06:52:58;53;10;10;9;0;2;3;5;0;1;0
2018-12-19 06:53:59;53;10;10;9;0;2;3;5;0;1;0
2018-12-19 06:54:59;53;10;10;9;0;2;3;5;0;1;0
2018-12-19 06:55:58;53;10;10;9;0;2;3;5;0;1;0
2018-12-19 06:56:59;53;10;10;9;0;2;3;5;0;1;0
2018-12-19 06:57:58;53;10;10;9;0;2;3;5;0;1;0
2018-12-19 06:58:59;53;10;10;9;0;2;3;5;0;1;0
2018-12-19 06:59:59;53;10;10;9;0;2;3;5;0;1;0
2018-12-19 07:00:58;53;10;10;9;0;2;3;5;0;1;0
2018-12-19 07:01:59;53;10;10;9;0;2;3;5;0;1;0
2018-12-19 07:02:59;53;10;10;9;0;2;3;5;0;1;0
2018-12-19 07:03:58;53;10;10;9;0;2;3;5;0;1;0
2018-12-19 07:04:59;54;10;10;9;0;2;3;5;0;1;0
2018-12-19 07:05:59;54;10;10;9;0;2;3;5;0;1;0
2018-12-19 07:06:58;54;10;10;9;0;2;3;5;0;1;0
2018-12-19 07:07:59;54;10;10;9;0;2;3;5;0;1;0
2018-12-19 07:08:59;54;10;10;9;0;2;3;5;0;1;0
2018-12-19 07:09:58;55;10;10;10;0;2;3;5;0;0;1
2018-12-19 07:10:59;55;10;10;10;0;2;3;5;0;0;1
2018-12-19 07:11:59;55;10;10;10;0;2;3;5;0;0;1
2018-12-19 07:12:58;55;10;10;10;0;2;3;5;0;0;1
2018-12-19 07:13:59;55;10;10;10;0;2;3;5;0;0;1
2018-12-19 07:14:58;55;10;10;10;0;2;3;5;0;0;1
2018-12-19 07:15:59;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:16:59;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:17:58;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:18:59;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:19:59;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:20:58;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:21:59;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:22:58;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:23:59;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:24:59;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:25:58;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:26:59;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:27:58;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:28:59;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:29:59;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:30:58;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:31:59;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:32:59;56;11;10;10;0;2;3;5;0;0;1
2018-12-19 07:33:58;57;11;11;10;0;2;3;5;0;1;0
2018-12-19 07:34:59;57;11;11;10;0;2;3;5;0;1;0
2018-12-19 07:35:59;57;11;11;10;0;2;3;5;0;1;0
2018-12-19 07:36:58;57;11;11;10;0;2;3;5;0;1;0
2018-12-19 07:38:00;57;11;11;10;0;2;3;5;0;1;0
2018-12-19 07:38:59;57;11;11;10;0;2;3;5;0;1;0
2018-12-19 07:39:59;57;11;11;10;0;2;3;5;0;1;0
2018-12-19 07:40:58;58;11;11;10;0;2;3;5;0;1;0
2018-12-19 07:41:59;58;11;11;10;0;2;3;5;0;1;0
2018-12-19 07:42:59;58;11;11;10;0;2;3;5;0;1;0
2018-12-19 07:43:58;58;11;11;10;0;2;3;5;0;1;0
2018-12-19 07:44:59;58;11;11;10;0;2;3;5;0;1;0
2018-12-19 07:45:58;59;11;11;11;0;2;3;5;0;0;1
2018-12-19 07:46:59;59;11;11;11;0;2;3;5;0;0;1
2018-12-19 07:47:59;59;11;11;11;0;2;3;5;0;0;1
2018-12-19 07:48:58;60;12;11;11;0;2;3;5;0;0;1
2018-12-19 07:49:59;60;12;11;11;0;2;3;5;0;0;1
2018-12-19 07:50:58;60;12;11;11;0;2;3;5;0;0;1
2018-12-19 07:51:59;60;12;11;11;0;2;3;5;0;0;1
2018-12-19 07:52:59;60;12;11;11;0;2;3;5;0;0;1
2018-12-19 07:53:58;60;12;11;11;0;2;3;5;0;0;1
2018-12-19 07:54:59;61;12;11;11;0;2;3;5;0;0;0
2018-12-19 07:55:59;61;12;11;11;0;2;3;5;0;0;0
2018-12-19 07:56:58;61;12;11;11;0;2;3;5;0;0;0
2018-12-19 07:57:59;62;12;12;11;0;2;3;5;0;0;0
2018-12-19 07:58:58;62;12;12;11;0;2;3;5;0;0;0
2018-12-19 07:59:59;62;12;12;11;0;2;3;5;0;0;0
2018-12-19 08:00:58;62;12;12;11;0;2;3;5;0;0;0
2018-12-19 08:01:59;62;12;12;11;0;2;3;5;0;0;0
2018-12-19 08:02:59;62;12;12;11;0;2;3;5;0;0;0
2018-12-19 08:03:59;62;12;12;11;0;2;3;5;0;0;0
2018-12-19 08:04:58;63;12;13;11;0;2;3;5;0;0;0
2018-12-19 08:05:59;63;12;13;11;0;2;3;5;0;0;0
2018-12-19 08:06:58;63;12;13;11;0;2;3;5;0;0;0
2018-12-19 08:07:59;63;13;12;11;0;2;3;5;0;0;0
2018-12-19 08:08:59;63;13;12;11;0;2;3;5;0;0;0
2018-12-19 08:09:58;63;13;12;11;0;2;3;5;0;0;0
2018-12-19 08:10:59;64;14;12;11;0;2;3;5;0;0;0
2018-12-19 08:11:59;65;14;12;12;0;2;3;5;0;0;0
2018-12-19 08:12:58;65;14;12;12;0;2;3;5;0;0;0
2018-12-19 08:13:59;65;14;12;12;0;2;3;5;0;0;0
2018-12-19 08:14:58;65;14;12;12;0;2;3;5;0;0;0
2018-12-19 08:15:59;65;14;12;12;0;2;3;5;0;0;0
2018-12-19 08:16:59;65;14;12;12;0;2;3;5;0;0;0
2018-12-19 08:17:58;65;14;12;12;0;2;3;5;0;0;0
2018-12-19 08:18:59;66;14;12;12;0;2;4;5;0;0;0
2018-12-19 08:19:58;67;14;12;12;0;2;4;5;0;0;0
2018-12-19 08:20:59;67;14;12;12;0;2;4;5;0;0;0
2018-12-19 08:21:59;67;14;12;12;0;2;4;5;0;0;0
2018-12-19 08:22:58;67;14;12;12;0;2;4;5;0;0;0
2018-12-19 08:23:59;67;14;12;12;0;2;4;5;0;0;0
2018-12-19 08:24:59;67;14;12;12;0;2;4;5;0;0;0
2018-12-19 08:25:58;67;14;12;12;0;2;4;5;0;0;0
2018-12-19 08:26:59;68;15;12;12;0;2;4;5;0;0;0
2018-12-19 08:27:58;68;15;12;12;0;2;4;5;0;0;0
2018-12-19 08:28:59;68;15;12;12;0;2;4;5;0;0;0
2018-12-19 08:29:59;68;15;12;12;0;2;4;5;0;0;0
2018-12-19 08:30:58;70;15;12;12;0;2;4;5;0;0;0
2018-12-19 08:31:59;71;16;12;12;0;2;4;5;0;0;0
2018-12-19 08:32:58;73;17;12;13;0;2;4;5;0;0;0
2018-12-19 08:33:59;73;17;12;13;0;2;4;5;0;0;0
2018-12-19 08:34:59;73;17;12;13;0;2;4;5;0;0;0
2018-12-19 08:35:58;73;17;12;13;0;2;4;5;0;0;0
2018-12-19 08:36:59;74;18;12;13;0;2;4;5;0;0;0
2018-12-19 08:37:58;74;18;12;13;0;2;4;5;0;0;0
2018-12-19 08:38:59;74;18;12;13;0;2;4;5;0;0;0
2018-12-19 08:40:01;75;19;12;13;0;2;4;5;0;0;0
2018-12-19 08:40:59;75;19;12;13;0;2;4;5;0;0;0
2018-12-19 08:41:58;75;19;12;13;0;2;4;5;0;0;0
2018-12-19 08:42:59;75;19;12;13;0;2;4;5;0;0;0
2018-12-19 08:43:58;75;19;12;13;0;2;4;5;0;0;0
2018-12-19 08:44:59;75;19;12;13;0;2;4;5;0;0;0
2018-12-19 08:45:59;75;19;12;13;0;2;4;5;0;0;0
2018-12-19 08:46:58;74;19;12;13;0;2;4;5;0;0;0
2018-12-19 08:47:59;74;19;12;13;0;2;4;5;0;0;0
2018-12-19 08:48:59;74;19;12;13;0;2;4;5;0;0;0
2018-12-19 08:49:58;74;19;12;13;0;2;4;5;0;0;0
2018-12-19 08:50:59;75;20;12;13;0;2;4;5;0;0;0
2018-12-19 08:51:58;75;20;12;13;0;2;4;5;0;0;0
2018-12-19 08:52:59;75;20;12;13;0;2;4;5;0;0;0
2018-12-19 08:53:59;75;20;12;13;0;2;4;5;0;0;0
2018-12-19 08:54:58;75;20;12;13;0;2;4;5;0;0;0
2018-12-19 08:55:59;75;20;12;13;0;2;4;5;0;0;0
2018-12-19 08:56:58;75;20;12;13;0;2;4;5;0;0;0
2018-12-19 08:57:59;76;21;12;13;0;2;4;5;0;0;0
2018-12-19 08:58:58;76;21;12;13;0;2;4;5;0;0;0
2018-12-19 08:59:59;76;21;12;13;0;2;4;5;0;0;0
2018-12-19 09:00:59;76;21;12;13;0;2;4;5;0;0;0
2018-12-19 09:01:58;76;21;12;13;0;2;4;5;0;0;0
2018-12-19 09:02:59;76;21;12;13;0;2;4;5;0;0;0
2018-12-19 09:03:58;77;22;12;13;0;2;4;5;0;0;0
2018-12-19 09:04:59;77;22;12;13;0;2;4;5;0;0;0
2018-12-19 09:05:59;77;22;12;13;0;2;4;5;0;0;0
2018-12-19 09:06:58;77;22;12;13;0;2;4;5;0;0;0
2018-12-19 09:07:59;77;22;12;13;0;2;4;5;0;0;0
2018-12-19 09:08:59;77;22;12;13;0;2;4;5;0;0;0
2018-12-19 09:09:58;77;22;12;13;0;2;4;5;0;0;0
2018-12-19 09:10:59;78;22;13;13;0;2;4;5;0;0;0
2018-12-19 09:11:58;78;22;13;13;0;2;4;5;0;0;0
2018-12-19 09:12:59;78;22;13;13;0;2;4;5;0;0;0
2018-12-19 09:13:59;79;22;14;13;0;2;4;5;0;0;0
2018-12-19 09:14:58;79;22;14;13;0;2;4;5;0;0;0
2018-12-19 09:15:59;79;22;14;13;0;2;4;5;0;0;0
2018-12-19 09:16:59;79;22;14;13;0;2;4;5;0;0;0
2018-12-19 09:17:58;79;22;14;13;0;2;4;5;0;0;0
2018-12-19 09:18:59;79;22;14;13;0;2;4;5;0;0;0
2018-12-19 09:19:58;79;22;14;13;0;2;4;5;0;0;0
2018-12-19 09:20:59;79;22;14;13;0;2;4;5;0;0;0
2018-12-19 09:21:59;80;22;14;13;0;2;4;5;1;0;0
2018-12-19 09:22:58;80;22;14;13;0;2;4;5;1;0;0
2018-12-19 09:23:59;82;24;14;13;0;2;4;5;1;0;0
2018-12-19 09:24:59;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:25:58;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:26:59;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:27:59;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:28:58;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:29:59;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:30:59;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:31:58;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:32:59;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:33:58;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:34:59;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:35:59;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:36:58;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:37:59;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:38:59;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:39:58;83;24;14;14;0;2;4;5;1;0;0
2018-12-19 09:40:59;84;24;15;14;0;2;4;5;1;0;0
2018-12-19 09:41:58;84;24;15;14;0;2;4;5;1;0;0
2018-12-19 09:42:59;85;24;15;14;0;2;5;5;1;0;0
2018-12-19 09:43:59;85;24;15;14;0;2;5;5;1;0;0
2018-12-19 09:44:58;85;24;15;14;0;2;5;5;1;0;0
2018-12-19 09:45:59;85;24;15;14;0;2;5;5;1;0;0
2018-12-19 09:46:58;85;24;15;14;0;2;5;5;1;0;0
2018-12-19 09:47:59;86;24;15;14;0;2;5;5;2;0;0
2018-12-19 09:48:59;87;24;15;14;0;3;5;5;2;0;0
2018-12-19 09:49:58;87;24;15;14;0;3;5;5;2;0;0
2018-12-19 09:50:59;88;24;15;14;0;3;5;5;2;0;1
2018-12-19 09:51:59;89;24;15;14;0;3;5;5;2;0;1
2018-12-19 09:52:58;89;24;15;14;0;3;5;5;2;0;1
2018-12-19 09:53:59;90;24;16;14;0;3;5;5;2;0;1
2018-12-19 09:54:58;90;24;16;14;0;3;5;5;2;0;1
2018-12-19 09:55:59;91;24;16;14;0;4;5;5;2;0;1
2018-12-19 09:56:59;91;24;16;14;0;4;5;5;2;0;1
2018-12-19 09:57:58;93;24;16;15;0;4;5;5;3;0;1
2018-12-19 09:58:59;95;24;17;15;0;5;5;5;3;0;1
2018-12-19 10:00:00;95;24;17;15;0;5;5;5;3;0;1
2018-12-19 10:00:58;95;24;17;15;0;5;5;5;3;0;1
2018-12-19 10:01:59;95;24;17;15;0;5;5;5;3;0;1
2018-12-19 10:02:59;95;24;17;15;0;5;5;5;3;0;1
2018-12-19 10:03:58;98;26;18;15;0;5;5;5;3;0;1
2018-12-19 10:04:59;98;26;18;15;0;5;5;5;3;0;1
2018-12-19 10:05:58;99;26;18;15;0;5;5;5;3;0;0
2018-12-19 10:06:59;99;26;18;15;0;5;5;5;3;0;0
2018-12-19 10:07:59;100;26;19;15;0;5;5;5;3;0;0
2018-12-19 10:08:58;100;26;19;15;0;5;5;5;3;0;0
2018-12-19 10:09:59;101;26;19;16;0;5;5;5;3;0;0
2018-12-19 10:10:58;102;26;19;16;0;5;5;5;3;0;0
2018-12-19 10:11:59;103;26;20;16;0;5;5;5;3;0;0
2018-12-19 10:12:59;103;26;20;16;0;5;5;5;3;0;0
2018-12-19 10:13:58;104;27;20;16;0;5;5;5;3;0;0
2018-12-19 10:14:59;104;27;20;16;0;5;5;5;3;0;0
2018-12-19 10:15:59;104;27;20;16;0;5;5;5;3;0;0
2018-12-19 10:16:58;104;27;20;16;0;5;5;5;3;0;0
2018-12-19 10:17:59;105;28;20;16;0;5;5;5;3;0;0
2018-12-19 10:18:58;106;28;20;16;0;5;5;6;3;0;0
2018-12-19 10:19:59;106;28;20;16;0;5;5;6;3;0;0
2018-12-19 10:20:58;106;28;20;16;0;5;5;6;3;0;0
2018-12-19 10:21:59;108;30;20;16;0;5;5;6;3;0;0
2018-12-19 10:22:59;109;30;21;16;0;5;5;6;3;0;0
2018-12-19 10:23:58;109;30;21;16;0;5;5;6;3;0;0
2018-12-19 10:24:59;110;31;21;16;0;5;5;6;3;0;0
2018-12-19 10:25:59;111;31;22;16;0;5;5;6;3;0;0
2018-12-19 10:26:58;111;31;22;16;0;5;5;6;3;0;0
2018-12-19 10:27:59;111;31;22;16;0;5;5;6;3;0;0
2018-12-19 10:28:59;112;31;22;16;0;5;5;6;3;0;0
2018-12-19 10:29:58;114;32;23;16;0;5;5;6;3;0;0
2018-12-19 10:30:59;115;33;23;16;0;5;5;6;3;0;0
2018-12-19 10:31:58;117;33;24;16;0;5;5;6;3;0;0
2018-12-19 10:32:59;117;33;24;16;0;5;5;6;3;0;0
2018-12-19 10:33:59;119;33;25;16;0;5;6;6;3;0;0
2018-12-19 10:34:58;119;33;25;16;0;5;6;6;3;0;0
2018-12-19 10:35:59;119;33;25;16;0;5;6;6;3;0;0
2018-12-19 10:36:58;119;33;25;16;0;5;6;6;3;0;0
2018-12-19 10:37:59;120;34;25;16;0;5;6;6;3;0;0
2018-12-19 10:38:59;120;34;25;16;0;5;6;6;3;0;0
2018-12-19 10:39:58;120;34;25;16;0;5;6;6;3;0;0
2018-12-19 10:40:59;120;34;25;16;0;5;6;6;3;0;0
2018-12-19 10:41:58;120;34;25;16;0;5;6;6;3;0;0
2018-12-19 10:42:59;120;34;25;16;0;5;6;6;3;0;0
2018-12-19 10:43:59;121;34;25;16;0;5;7;6;3;0;0
2018-12-19 10:44:58;122;34;25;16;0;5;7;6;3;0;0
2018-12-19 10:45:59;123;35;25;16;0;5;7;6;3;0;0
2018-12-19 10:46:58;124;35;25;16;2;5;7;6;3;0;0
2018-12-19 10:47:59;125;35;25;16;0;5;7;6;3;0;2
2018-12-19 10:48:59;125;35;25;16;0;5;7;6;3;0;2
2018-12-19 10:49:58;125;35;25;16;0;5;7;6;3;0;2
2018-12-19 10:50:59;125;35;25;16;0;5;7;6;3;0;2
2018-12-19 10:51:59;125;35;25;16;0;5;7;6;3;0;2
2018-12-19 10:52:58;125;35;25;16;0;5;7;6;3;0;2
2018-12-19 10:53:59;125;35;25;16;0;5;7;6;3;0;2
2018-12-19 10:54:59;125;35;25;16;0;5;7;6;3;0;2
2018-12-19 10:55:58;126;35;26;16;0;5;7;6;3;0;2
2018-12-19 10:56:59;127;36;26;16;0;5;7;6;3;0;2
2018-12-19 10:57:58;127;36;26;16;0;5;7;6;3;0;2
2018-12-19 10:58:59;127;36;26;16;0;5;7;6;3;0;2
2018-12-19 10:59:59;128;36;26;16;0;5;7;6;3;2;2
2018-12-19 11:00:58;128;36;26;16;0;5;7;6;3;2;2
2018-12-19 11:01:59;129;36;26;16;3;5;7;6;3;0;2
2018-12-19 11:03:00;129;36;26;16;3;5;7;6;3;0;2
2018-12-19 11:03:58;129;36;26;16;3;5;7;6;3;0;2
2018-12-19 11:04:59;129;36;26;16;3;5;7;6;3;0;2
2018-12-19 11:05:59;129;36;26;16;3;5;7;6;3;0;2
2018-12-19 11:06:59;129;36;26;16;3;5;7;6;3;0;2
2018-12-19 11:07:58;129;36;26;16;3;5;7;6;3;0;2
2018-12-19 11:08:59;129;36;26;16;3;5;7;6;3;0;2
2018-12-19 11:09:59;130;37;26;16;3;5;7;6;3;0;2
2018-12-19 11:10:58;131;37;26;17;3;5;7;6;3;0;2
2018-12-19 11:11:59;131;37;26;17;3;5;7;6;3;0;2
2018-12-19 11:12:58;131;37;26;17;3;5;7;6;3;0;2
2018-12-19 11:13:59;131;37;26;17;3;5;7;6;3;0;2
2018-12-19 11:14:59;133;38;26;17;3;5;7;6;3;0;2
2018-12-19 11:15:58;133;38;26;17;3;5;7;6;3;0;2
2018-12-19 11:16:59;133;38;26;17;3;5;7;6;3;0;2
2018-12-19 11:17:59;133;38;26;17;3;5;7;6;3;0;2
2018-12-19 11:18:58;135;39;26;18;3;5;7;6;3;0;2
2018-12-19 11:19:59;135;39;26;18;3;5;7;6;3;0;2
2018-12-19 11:20:59;136;39;27;18;3;5;7;6;3;0;2
2018-12-19 11:21:58;136;39;27;18;3;5;7;6;3;0;2
2018-12-19 11:22:59;136;39;27;18;3;5;7;6;3;0;2
2018-12-19 11:23:59;136;39;27;18;3;5;7;6;3;0;2
2018-12-19 11:24:58;137;40;27;18;3;5;7;6;3;0;2
2018-12-19 11:25:59;137;40;27;18;3;5;7;6;3;0;2
2018-12-19 11:26:58;137;39;28;18;3;5;7;6;3;0;2
2018-12-19 11:27:59;137;39;28;18;3;5;7;6;3;0;2
2018-12-19 11:28:58;137;39;28;18;3;5;7;6;3;0;2
2018-12-19 11:29:59;137;39;28;18;3;5;7;6;3;0;2
2018-12-19 11:30:59;138;39;28;18;3;5;7;6;3;0;2
2018-12-19 11:31:58;139;40;28;18;3;5;7;6;3;0;2
2018-12-19 11:32:59;139;40;28;18;3;5;7;6;3;0;2
2018-12-19 11:33:58;139;40;28;18;3;5;7;6;3;0;2
2018-12-19 11:34:59;139;40;28;18;3;5;7;6;3;0;2
2018-12-19 11:35:59;139;40;28;18;3;5;7;6;3;0;2
2018-12-19 11:36:58;140;40;28;18;4;5;7;6;3;0;2
2018-12-19 11:37:59;140;40;28;18;4;5;7;6;3;0;2
2018-12-19 11:38:59;140;40;28;18;4;5;7;6;3;0;2
2018-12-19 11:39:58;141;41;28;18;4;5;7;6;3;0;2
2018-12-19 11:40:59;142;41;28;19;4;5;7;6;3;0;2
2018-12-19 11:41:59;143;41;28;20;4;5;7;6;3;0;2
2018-12-19 11:42:58;143;41;28;20;4;5;7;6;3;0;2
2018-12-19 11:43:59;143;41;28;20;4;5;7;6;3;0;2
2018-12-19 11:44:59;143;41;28;20;4;5;7;6;3;0;2
2018-12-19 11:45:58;145;41;30;20;4;5;7;6;3;0;2
2018-12-19 11:46:59;145;41;30;20;4;5;7;6;3;0;2
2018-12-19 11:47:58;145;41;30;20;4;5;7;6;3;0;2
2018-12-19 11:48:59;145;41;30;20;4;5;7;6;3;0;2
2018-12-19 11:49:59;145;41;30;20;4;5;7;6;3;0;2
2018-12-19 11:50:59;146;42;30;20;5;5;6;6;3;0;2
2018-12-19 11:51:58;147;42;31;20;5;5;6;6;3;0;2
2018-12-19 11:52:59;147;42;31;20;5;5;6;6;3;0;2
2018-12-19 11:53:59;148;42;32;20;5;5;6;6;3;0;2
2018-12-19 11:54:58;148;42;32;20;5;5;6;6;3;0;2
2018-12-19 11:55:59;148;42;32;20;5;5;6;6;3;0;2
2018-12-19 11:56:59;148;42;32;20;5;5;6;6;3;0;2
2018-12-19 11:57:58;148;42;32;20;5;5;6;6;3;0;2
2018-12-19 11:58:59;149;42;33;20;5;5;6;6;3;0;2
2018-12-19 11:59:58;149;42;33;20;5;5;6;6;3;0;2
2018-12-19 12:00:59;149;42;33;20;5;5;6;6;3;0;2
2018-12-19 12:01:59;150;43;33;20;5;5;6;6;3;0;2
2018-12-19 12:02:58;151;44;33;20;5;5;6;6;3;0;2
2018-12-19 12:03:59;151;44;33;20;5;5;6;6;3;0;2
2018-12-19 12:04:59;151;44;33;20;5;5;6;6;3;0;2
2018-12-19 12:05:58;152;45;33;20;5;5;6;6;3;0;2
2018-12-19 12:06:59;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:07:59;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:08:58;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:09:59;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:10:59;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:11:58;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:12:59;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:13:58;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:14:59;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:15:58;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:16:59;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:17:59;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:18:58;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:19:59;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:21:00;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:21:58;153;46;33;20;5;5;6;6;3;0;2
2018-12-19 12:22:59;155;48;33;20;5;5;6;6;3;0;2
2018-12-19 12:23:58;155;48;33;20;5;5;6;6;3;0;2
2018-12-19 12:24:59;157;48;35;20;5;5;6;6;3;0;2
2018-12-19 12:25:59;157;48;35;20;5;5;6;6;3;0;2
2018-12-19 12:26:58;158;47;37;20;5;5;6;6;3;0;2
2018-12-19 12:27:59;158;47;37;20;5;5;6;6;3;0;2
2018-12-19 12:28:59;158;47;37;20;5;5;6;6;3;0;2
2018-12-19 12:29:58;158;47;37;20;5;5;6;6;3;0;2
2018-12-19 12:30:59;158;47;37;20;5;5;6;6;3;0;2
2018-12-19 12:31:59;158;47;37;20;5;5;6;6;3;0;2
2018-12-19 12:32:58;158;47;37;20;5;5;6;6;3;0;2
2018-12-19 12:33:59;158;47;37;20;5;5;6;6;3;0;2
2018-12-19 12:34:58;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:35:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:36:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:37:58;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:38:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:39:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:40:58;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:41:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:42:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:43:58;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:44:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:45:58;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:46:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:47:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:48:58;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:49:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:50:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:51:58;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:52:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:53:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:54:58;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:55:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:56:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:57:58;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:58:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 12:59:58;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 13:00:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 13:01:59;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 13:02:58;159;47;37;21;5;5;6;6;3;0;2
2018-12-19 13:03:59;159;47;37;21;5;5;6;6;3;0;2
