datetime;total_votes;bullet-wilson;nenastja;brammator;jovan;ante;space_meow;Hexadecachoron;zgushonka;minddiffuzion;Fitzmaurice
2020-03-04 06:29:59;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:30:59;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:31:58;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:32:59;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:33:59;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:34:59;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:35:58;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:36:59;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:37:58;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:38:59;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:39:59;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:40:58;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:41:59;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:42:59;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:43:59;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:44:58;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:45:59;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:46:59;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:47:58;40;21;7;5;0;0;0;2;1;1;1
2020-03-04 06:48:59;42;21;8;6;0;0;0;2;1;1;1
2020-03-04 06:49:59;42;21;8;6;0;0;0;2;1;1;1
2020-03-04 06:50:59;42;21;8;6;0;0;0;2;1;1;1
2020-03-04 06:51:58;42;21;8;6;0;0;0;2;1;1;1
2020-03-04 06:52:59;43;21;8;7;0;0;0;2;1;1;1
2020-03-04 06:53:59;43;21;8;7;0;0;0;2;1;1;1
2020-03-04 06:54:58;43;21;8;7;0;0;0;2;1;1;1
2020-03-04 06:55:59;43;21;8;7;0;0;0;2;1;1;1
2020-03-04 06:56:59;43;21;8;7;0;0;0;2;1;1;1
2020-03-04 06:57:58;43;21;8;7;0;0;0;2;1;1;1
2020-03-04 06:58:59;43;21;8;7;0;0;0;2;1;1;1
2020-03-04 06:59:59;43;21;8;7;0;0;0;2;1;1;1
2020-03-04 07:00:59;43;21;8;7;0;0;0;2;1;1;1
2020-03-04 07:01:58;43;21;8;7;0;0;0;2;1;1;1
2020-03-04 07:02:59;43;21;8;7;0;0;0;2;1;1;1
2020-03-04 07:03:59;43;21;8;7;0;0;0;2;1;1;1
2020-03-04 07:04:58;43;21;8;7;0;0;0;2;1;1;1
2020-03-04 07:05:59;43;21;8;7;0;0;0;2;1;1;1
2020-03-04 07:06:59;43;21;8;7;0;0;0;2;1;1;1
2020-03-04 07:07:58;44;22;8;7;0;0;0;2;1;1;1
2020-03-04 07:08:59;44;22;8;7;0;0;0;2;1;1;1
2020-03-04 07:09:59;44;22;8;7;0;0;0;2;1;1;1
2020-03-04 07:10:58;44;22;8;7;0;0;0;2;1;1;1
2020-03-04 07:11:59;46;23;9;7;0;0;0;2;1;1;1
2020-03-04 07:12:59;46;23;9;7;0;0;0;2;1;1;1
2020-03-04 07:13:58;46;23;9;7;0;0;0;2;1;1;1
2020-03-04 07:14:59;46;23;9;7;0;0;0;2;1;1;1
2020-03-04 07:15:59;46;23;9;7;0;0;0;2;1;1;1
2020-03-04 07:16:59;46;23;9;7;0;0;0;2;1;1;1
2020-03-04 07:17:58;47;24;9;7;0;0;0;2;1;1;1
2020-03-04 07:18:59;47;24;9;7;0;0;0;2;1;1;1
2020-03-04 07:19:59;47;24;9;7;0;0;0;2;1;1;1
2020-03-04 07:20:58;47;24;9;7;0;0;0;2;1;1;1
2020-03-04 07:21:59;47;24;9;7;0;0;0;2;1;1;1
2020-03-04 07:22:59;47;24;9;7;0;0;0;2;1;1;1
2020-03-04 07:23:58;47;24;9;7;0;0;0;2;1;1;1
2020-03-04 07:24:59;48;24;10;7;0;0;0;2;1;1;1
2020-03-04 07:25:59;48;24;10;7;0;0;0;2;1;1;1
2020-03-04 07:26:58;48;24;10;7;0;0;0;2;1;1;1
2020-03-04 07:27:59;48;24;10;7;0;0;0;2;1;1;1
2020-03-04 07:28:59;48;24;10;7;0;0;0;2;1;1;1
2020-03-04 07:29:58;49;25;10;7;0;0;0;2;1;1;1
2020-03-04 07:30:59;49;25;10;7;0;0;0;2;1;1;1
2020-03-04 07:31:59;49;25;10;7;0;0;0;2;1;1;1
2020-03-04 07:32:59;50;25;10;7;0;0;0;2;1;2;1
2020-03-04 07:33:58;50;25;10;7;0;0;0;2;1;2;1
2020-03-04 07:34:59;50;25;10;7;0;0;0;2;1;2;1
2020-03-04 07:35:59;50;25;10;7;0;0;0;2;1;2;1
2020-03-04 07:37:00;50;25;10;7;0;0;0;2;1;2;1
2020-03-04 07:37:58;50;25;10;7;0;0;0;2;1;2;1
2020-03-04 07:38:59;50;25;10;7;0;0;0;2;1;2;1
2020-03-04 07:39:58;50;25;10;7;0;0;0;2;1;2;1
2020-03-04 07:40:59;50;25;10;7;0;0;0;2;1;2;1
2020-03-04 07:41:59;50;25;10;7;0;0;0;2;1;2;1
2020-03-04 07:42:59;51;26;10;7;0;0;0;2;1;2;1
2020-03-04 07:43:58;52;27;10;7;0;0;0;2;1;2;1
2020-03-04 07:44:59;52;27;10;7;0;0;0;2;1;2;1
2020-03-04 07:45:59;52;27;10;7;0;0;0;2;1;2;1
2020-03-04 07:46:58;52;27;10;7;0;0;0;2;1;2;1
2020-03-04 07:47:59;53;27;11;7;0;0;0;2;1;2;1
2020-03-04 07:48:59;53;27;11;7;0;0;0;2;1;2;1
2020-03-04 07:49:58;54;27;12;7;0;0;0;2;1;2;1
2020-03-04 07:50:59;54;27;12;7;0;0;0;2;1;2;1
2020-03-04 07:51:59;54;27;12;7;0;0;0;2;1;2;1
2020-03-04 07:52:59;54;27;12;7;0;0;0;2;1;2;1
2020-03-04 07:53:58;54;27;12;7;0;0;0;2;1;2;1
2020-03-04 07:54:59;54;27;12;7;0;0;0;2;1;2;1
2020-03-04 07:55:59;54;27;12;7;0;0;0;2;1;2;1
2020-03-04 07:56:58;54;27;12;7;0;0;0;2;1;2;1
2020-03-04 07:57:59;55;28;12;7;0;0;0;2;1;2;1
2020-03-04 07:59:00;55;28;12;7;0;0;0;2;1;2;1
2020-03-04 07:59:58;55;28;12;7;0;0;0;2;1;2;1
2020-03-04 08:00:59;55;28;12;7;0;0;0;2;1;2;1
2020-03-04 08:01:59;55;28;12;7;0;0;0;2;1;2;1
2020-03-04 08:02:58;55;28;12;7;0;0;0;2;1;2;1
2020-03-04 08:03:59;55;27;12;7;0;1;0;2;1;2;1
2020-03-04 08:04:59;55;27;12;7;0;1;0;2;1;2;1
2020-03-04 08:05:58;55;27;12;7;0;1;0;2;1;2;1
2020-03-04 08:06:59;55;27;12;7;0;1;0;2;1;2;1
2020-03-04 08:07:59;55;27;12;7;0;1;0;2;1;2;1
2020-03-04 08:08:58;55;27;12;7;0;1;0;2;1;2;1
2020-03-04 08:09:59;56;27;12;7;0;2;0;2;1;2;1
2020-03-04 08:10:59;56;27;12;7;0;2;0;2;1;2;1
2020-03-04 08:11:58;56;27;12;7;0;2;0;2;1;2;1
2020-03-04 08:12:59;56;27;12;7;0;2;0;2;1;2;1
2020-03-04 08:13:59;56;27;12;7;0;2;0;2;1;2;1
2020-03-04 08:14:59;56;27;12;7;0;2;0;2;1;2;1
2020-03-04 08:15:58;56;27;12;7;0;2;0;2;1;2;1
2020-03-04 08:16:59;56;27;12;7;0;2;0;2;1;2;1
2020-03-04 08:17:59;57;28;12;7;0;2;0;2;1;2;1
2020-03-04 08:18:58;57;28;12;7;0;2;0;2;1;2;1
2020-03-04 08:19:59;57;28;12;7;0;2;0;2;1;2;1
2020-03-04 08:20:59;57;28;12;7;0;2;0;2;1;2;1
2020-03-04 08:21:59;57;28;12;7;0;2;0;2;1;2;1
2020-03-04 08:22:58;57;28;12;7;0;2;0;2;1;2;1
2020-03-04 08:23:59;57;28;12;7;0;2;0;2;1;2;1
2020-03-04 08:24:59;57;28;12;7;0;2;0;2;1;2;1
2020-03-04 08:25:58;58;29;12;7;0;2;0;2;1;2;1
2020-03-04 08:26:59;58;29;12;7;0;2;0;2;1;2;1
2020-03-04 08:27:59;59;30;12;7;0;2;0;2;1;2;1
2020-03-04 08:28:58;59;30;12;7;0;2;0;2;1;2;1
2020-03-04 08:29:59;59;30;12;7;0;2;0;2;1;2;1
2020-03-04 08:30:59;59;30;12;7;0;2;0;2;1;2;1
2020-03-04 08:31:58;60;30;12;7;0;2;0;2;1;2;1
2020-03-04 08:32:59;60;30;12;7;0;2;0;2;1;2;1
2020-03-04 08:33:59;60;30;12;7;0;2;0;2;1;2;1
2020-03-04 08:34:59;60;30;12;7;0;2;0;2;1;2;1
2020-03-04 08:35:58;60;30;12;7;0;2;0;2;1;2;1
2020-03-04 08:36:59;60;30;12;7;0;2;0;2;1;2;1
2020-03-04 08:37:59;61;31;12;7;0;2;0;2;1;2;1
2020-03-04 08:38:58;61;31;12;7;0;2;0;2;1;2;1
2020-03-04 08:39:59;61;31;12;7;0;2;0;2;1;2;1
2020-03-04 08:40:59;61;31;12;7;0;2;0;2;1;2;1
2020-03-04 08:41:58;61;31;12;7;0;2;0;2;1;2;1
2020-03-04 08:42:59;61;31;12;7;0;2;0;2;1;2;1
2020-03-04 08:43:59;61;31;12;7;0;2;0;2;1;2;1
2020-03-04 08:44:58;61;31;12;7;0;2;0;2;1;2;1
2020-03-04 08:45:59;61;31;12;7;0;2;0;2;1;2;1
2020-03-04 08:46:59;61;31;12;7;0;2;0;2;1;2;1
2020-03-04 08:47:58;61;31;12;7;0;2;0;2;1;2;1
2020-03-04 08:48:59;61;31;12;7;0;2;0;2;1;2;1
2020-03-04 08:49:59;62;32;12;7;0;2;0;2;1;2;1
2020-03-04 08:50:59;62;32;12;7;0;2;0;2;1;2;1
2020-03-04 08:51:58;62;32;12;7;0;2;0;2;1;2;1
2020-03-04 08:52:59;62;32;12;7;0;2;0;2;1;2;1
2020-03-04 08:53:59;62;32;12;7;0;2;0;2;1;2;1
2020-03-04 08:54:58;62;32;12;7;0;2;0;2;1;2;1
2020-03-04 08:55:59;62;32;12;7;0;2;0;2;1;2;1
2020-03-04 08:56:59;62;32;12;7;0;2;0;2;1;2;1
2020-03-04 08:57:59;63;33;12;7;0;2;0;2;1;2;1
2020-03-04 08:58:58;63;33;12;7;0;2;0;2;1;2;1
2020-03-04 08:59:59;63;33;12;7;0;2;0;2;1;2;1
2020-03-04 09:00:58;63;33;12;7;0;2;0;2;1;2;1
2020-03-04 09:01:59;64;34;12;7;0;2;0;2;1;2;1
2020-03-04 09:02:59;64;34;12;7;0;2;0;2;1;2;1
2020-03-04 09:03:58;64;34;12;7;0;2;0;2;1;2;1
2020-03-04 09:04:59;64;34;12;7;0;2;0;2;1;2;1
2020-03-04 09:05:59;64;34;12;7;0;2;0;2;1;2;1
2020-03-04 09:06:59;65;35;12;7;0;2;0;2;1;2;1
2020-03-04 09:07:58;66;36;12;7;0;2;0;2;1;2;1
2020-03-04 09:08:59;66;36;12;7;0;2;0;2;1;2;1
2020-03-04 09:09:59;66;36;12;7;0;2;0;2;1;2;1
2020-03-04 09:11:00;66;36;12;7;0;2;0;2;1;2;1
2020-03-04 09:11:58;66;36;12;7;0;2;0;2;1;2;1
2020-03-04 09:12:59;67;37;12;7;0;2;0;2;1;2;1
2020-03-04 09:13:59;67;37;12;7;0;2;0;2;1;2;1
2020-03-04 09:14:58;67;37;12;7;0;2;0;2;1;2;1
2020-03-04 09:15:59;67;37;12;7;0;2;0;2;1;2;1
2020-03-04 09:16:59;67;37;12;7;0;2;0;2;1;2;1
2020-03-04 09:17:58;67;37;12;7;0;2;0;2;1;2;1
2020-03-04 09:18:59;68;38;12;7;0;2;0;2;1;2;1
2020-03-04 09:19:59;68;38;12;7;0;2;0;2;1;2;1
2020-03-04 09:20:58;68;38;12;7;0;2;0;2;1;2;1
2020-03-04 09:21:59;69;39;12;7;0;2;0;2;1;2;1
2020-03-04 09:22:59;69;39;12;7;0;2;0;2;1;2;1
2020-03-04 09:23:59;69;39;12;7;0;2;0;2;1;2;1
2020-03-04 09:24:58;70;39;12;7;0;3;0;2;1;2;1
2020-03-04 09:25:59;70;39;12;7;0;3;0;2;1;2;1
2020-03-04 09:26:59;71;40;12;7;0;3;0;2;1;2;1
2020-03-04 09:27:58;71;40;12;7;0;3;0;2;1;2;1
2020-03-04 09:28:59;71;40;12;7;0;3;0;2;1;2;1
2020-03-04 09:29:59;71;40;12;7;0;3;0;2;1;2;1
2020-03-04 09:30:59;71;40;12;7;0;3;0;2;1;2;1
2020-03-04 09:31:58;71;40;12;7;0;3;0;2;1;2;1
2020-03-04 09:32:59;71;40;12;7;0;3;0;2;1;2;1
2020-03-04 09:33:59;71;40;12;7;0;3;0;2;1;2;1
2020-03-04 09:34:58;71;40;12;7;0;3;0;2;1;2;1
2020-03-04 09:35:59;71;40;12;7;0;3;0;2;1;2;1
2020-03-04 09:36:59;71;40;12;7;0;3;0;2;1;2;1
2020-03-04 09:37:58;71;40;12;7;0;3;0;2;1;2;1
2020-03-04 09:38:59;71;40;12;7;0;3;0;2;1;2;1
2020-03-04 09:39:59;72;41;12;7;0;3;0;2;1;2;1
2020-03-04 09:40:59;72;41;12;7;0;3;0;2;1;2;1
2020-03-04 09:41:58;72;41;12;7;0;3;0;2;1;2;1
2020-03-04 09:42:59;72;41;12;7;0;3;0;2;1;2;1
2020-03-04 09:43:59;72;41;12;7;0;3;0;2;1;2;1
2020-03-04 09:44:59;72;41;12;7;0;3;0;2;1;2;1
2020-03-04 09:45:58;72;41;11;8;0;3;0;2;1;2;1
2020-03-04 09:46:59;72;41;11;8;0;3;0;2;1;2;1
2020-03-04 09:48:00;73;42;11;8;0;3;0;2;1;2;1
2020-03-04 09:48:58;73;42;11;8;0;3;0;2;1;2;1
2020-03-04 09:49:59;73;42;11;8;0;3;0;2;1;2;1
2020-03-04 09:50:59;73;42;11;8;0;3;0;2;1;2;1
2020-03-04 09:51:58;73;42;11;8;0;3;0;2;1;2;1
2020-03-04 09:52:59;74;42;12;8;0;3;0;2;1;2;1
2020-03-04 09:53:59;74;42;12;8;0;3;0;2;1;2;1
2020-03-04 09:54:58;74;42;12;8;0;3;0;2;1;2;1
2020-03-04 09:55:59;75;42;12;8;0;3;0;2;1;2;1
2020-03-04 09:56:59;75;42;12;8;0;3;0;2;1;2;1
2020-03-04 09:57:59;75;42;12;8;0;3;0;2;1;2;1
2020-03-04 09:58:58;75;42;12;8;0;3;0;2;1;2;1
2020-03-04 09:59:59;75;42;12;8;0;3;0;2;1;2;1
2020-03-04 10:00:59;75;42;12;8;0;3;0;2;1;2;1
2020-03-04 10:01:58;75;42;12;8;0;3;0;2;1;2;1
2020-03-04 10:02:59;75;42;12;8;0;3;0;2;1;2;1
2020-03-04 10:03:59;76;43;12;8;0;3;0;2;1;2;1
2020-03-04 10:04:59;76;43;12;8;0;3;0;2;1;2;1
2020-03-04 10:05:58;76;43;12;8;0;3;0;2;1;2;1
2020-03-04 10:06:59;77;44;12;8;0;3;0;2;1;2;1
2020-03-04 10:07:59;77;44;12;8;0;3;0;2;1;2;1
2020-03-04 10:08:58;78;44;12;8;0;4;0;2;1;2;1
2020-03-04 10:09:59;78;43;12;8;1;4;0;2;1;2;1
2020-03-04 10:10:59;78;43;12;8;1;4;0;2;1;2;1
2020-03-04 10:11:58;78;43;12;8;1;4;0;2;1;2;1
2020-03-04 10:12:59;78;43;12;8;1;4;0;2;1;2;1
2020-03-04 10:13:59;78;43;12;8;1;4;0;2;1;2;1
2020-03-04 10:14:59;78;43;12;8;1;4;0;2;1;2;1
2020-03-04 10:15:58;79;43;12;8;1;4;0;2;0;2;1
2020-03-04 10:16:59;79;43;12;8;1;4;0;2;0;2;1
2020-03-04 10:17:59;80;44;12;8;1;4;0;2;0;2;1
2020-03-04 10:19:00;80;44;12;8;1;4;0;2;0;2;1
2020-03-04 10:19:58;80;44;12;8;1;4;0;2;0;2;1
2020-03-04 10:20:59;81;45;12;8;1;4;0;2;0;2;1
2020-03-04 10:21:59;81;45;12;8;1;4;0;2;0;2;1
2020-03-04 10:22:59;82;46;12;8;1;4;0;2;0;2;1
2020-03-04 10:23:58;82;46;12;8;1;4;0;2;0;2;1
2020-03-04 10:24:59;82;46;12;8;1;4;0;2;0;2;1
2020-03-04 10:25:59;84;47;12;8;1;4;0;2;0;2;1
2020-03-04 10:26:58;85;48;12;8;1;4;0;2;0;2;1
2020-03-04 10:27:59;87;50;12;8;1;4;0;2;0;2;1
2020-03-04 10:28:59;88;51;12;8;1;4;0;2;0;2;1
2020-03-04 10:29:59;89;52;11;8;1;4;2;2;0;2;0
2020-03-04 10:30:58;89;52;11;8;1;4;2;2;0;2;0
2020-03-04 10:31:59;89;52;11;8;1;4;2;2;0;2;0
2020-03-04 10:32:59;89;52;11;8;1;4;2;2;0;2;0
2020-03-04 10:33:58;89;52;11;8;1;4;2;2;0;2;0
2020-03-04 10:34:59;89;52;11;8;1;4;2;2;0;2;0
2020-03-04 10:35:59;89;52;11;8;1;4;2;2;0;2;0
2020-03-04 10:36:59;89;52;11;8;1;4;2;2;0;2;0
2020-03-04 10:37:58;89;52;11;8;1;4;2;2;0;2;0
2020-03-04 10:38:59;89;52;11;8;1;4;2;2;0;2;0
2020-03-04 10:39:58;89;52;11;8;1;4;2;2;0;2;0
2020-03-04 10:40:59;89;52;11;8;1;4;2;2;0;2;0
2020-03-04 10:41:59;89;52;11;8;1;4;2;2;0;2;0
2020-03-04 10:42:58;89;52;11;8;1;4;2;2;0;2;0
2020-03-04 10:43:59;90;53;11;8;1;4;2;2;0;2;0
2020-03-04 10:44:59;90;53;11;8;1;4;2;2;0;2;0
2020-03-04 10:45:59;90;53;11;8;1;4;2;2;0;2;0
2020-03-04 10:46:58;90;53;11;8;1;4;2;2;0;2;0
2020-03-04 10:47:59;90;53;11;8;1;4;2;2;0;2;0
2020-03-04 10:48:59;90;53;11;8;1;4;2;2;0;2;0
2020-03-04 10:49:58;91;54;11;8;1;4;2;2;0;2;0
2020-03-04 10:50:59;91;54;11;8;1;4;2;2;0;2;0
2020-03-04 10:51:59;91;54;11;8;1;4;2;2;0;2;0
2020-03-04 10:52:59;91;54;11;8;1;4;2;2;0;2;0
2020-03-04 10:53:58;91;55;11;8;0;4;2;2;1;2;1
2020-03-04 10:54:59;91;55;11;8;0;4;2;2;1;2;1
2020-03-04 10:55:59;91;55;11;8;0;4;2;2;1;2;1
2020-03-04 10:56:58;91;55;11;8;0;4;2;2;1;2;1
2020-03-04 10:57:59;91;55;11;8;0;4;2;2;1;2;1
2020-03-04 10:58:59;91;55;11;8;0;4;2;2;1;2;1
2020-03-04 10:59:58;91;56;10;8;0;4;2;2;1;2;1
2020-03-04 11:00:59;91;56;10;8;0;4;2;2;1;2;1
2020-03-04 11:01:59;91;56;10;8;0;4;2;2;1;2;1
2020-03-04 11:03:00;91;56;10;8;0;4;2;2;1;2;1
2020-03-04 11:03:58;91;56;10;8;0;4;2;2;1;2;1
2020-03-04 11:04:59;92;57;10;8;0;4;2;2;1;2;1
2020-03-04 11:05:59;92;57;10;8;0;4;2;2;1;2;1
2020-03-04 11:06:58;92;57;10;8;0;4;2;2;1;2;1
2020-03-04 11:07:59;92;57;10;8;0;4;2;2;1;2;1
2020-03-04 11:08:59;93;57;11;8;0;4;2;2;1;2;1
2020-03-04 11:09:58;93;57;11;8;0;4;2;2;1;2;1
2020-03-04 11:10:59;93;57;11;8;0;4;2;2;1;2;1
2020-03-04 11:11:59;93;57;11;8;0;4;2;2;1;2;1
2020-03-04 11:12:58;93;57;11;8;0;4;2;2;1;2;1
2020-03-04 11:13:59;93;57;11;8;0;4;2;2;1;2;1
2020-03-04 11:14:59;93;57;11;8;0;4;2;2;1;2;1
2020-03-04 11:15:58;93;57;11;8;0;4;2;2;1;2;1
2020-03-04 11:16:59;93;57;11;8;0;4;2;2;1;2;1
2020-03-04 11:17:59;93;57;11;8;0;4;2;2;1;2;1
2020-03-04 11:18:59;93;57;11;8;0;4;2;2;1;2;1
2020-03-04 11:19:58;93;57;11;8;0;4;2;2;1;2;1
2020-03-04 11:20:59;93;57;11;8;0;4;2;2;1;2;1
2020-03-04 11:21:58;93;57;11;8;0;4;2;2;1;2;1
2020-03-04 11:22:59;93;57;11;8;0;4;2;2;1;2;1
2020-03-04 11:23:59;93;57;11;7;0;4;3;2;1;2;1
2020-03-04 11:24:59;93;57;11;7;0;4;3;2;1;2;1
2020-03-04 11:25:58;93;57;11;7;0;4;3;2;1;2;1
2020-03-04 11:26:59;93;57;11;7;0;4;3;2;1;2;1
2020-03-04 11:27:58;93;57;11;7;0;4;3;2;1;2;1
2020-03-04 11:28:59;93;57;11;7;0;4;3;2;1;2;1
2020-03-04 11:29:59;93;57;11;7;0;4;3;2;1;2;1
2020-03-04 11:30:59;93;57;11;7;0;4;3;2;1;2;1
2020-03-04 11:31:58;93;57;11;7;0;4;3;2;1;2;1
2020-03-04 11:32:59;93;57;11;7;0;4;3;2;1;2;1
2020-03-04 11:33:59;93;57;11;7;0;4;3;2;1;2;1
2020-03-04 11:35:00;94;57;11;7;1;4;3;2;0;2;1
2020-03-04 11:35:58;94;57;11;7;1;4;3;2;0;2;1
2020-03-04 11:36:59;95;58;11;7;1;4;3;2;0;2;1
2020-03-04 11:37:59;95;58;11;7;1;4;3;2;0;2;1
2020-03-04 11:38:58;95;58;11;7;1;4;3;2;0;2;1
2020-03-04 11:39:59;95;58;11;7;1;4;3;2;0;2;1
2020-03-04 11:40:59;95;58;11;7;1;4;3;2;0;2;1
2020-03-04 11:41:59;95;58;11;7;1;4;3;2;0;2;1
2020-03-04 11:42:58;95;58;11;7;1;4;3;2;0;2;1
2020-03-04 11:43:59;95;58;11;7;1;4;3;2;0;2;1
2020-03-04 11:45:00;95;58;11;7;1;4;3;2;0;2;1
2020-03-04 11:45:58;95;58;11;7;1;4;3;2;0;2;1
2020-03-04 11:46:59;95;58;11;7;1;4;3;2;0;2;1
2020-03-04 11:47:59;95;58;11;7;1;4;3;2;0;2;1
2020-03-04 11:48:58;95;58;11;7;1;4;3;2;0;2;1
2020-03-04 11:49:59;96;59;11;7;1;4;3;2;0;2;1
2020-03-04 11:50:59;97;59;11;7;1;4;4;2;0;2;1
2020-03-04 11:51:59;97;59;11;7;1;4;4;2;0;2;1
2020-03-04 11:52:58;97;59;11;7;1;4;4;2;0;2;1
2020-03-04 11:53:59;97;59;11;7;1;4;4;2;0;2;1
2020-03-04 11:54:59;97;59;11;7;1;4;4;2;0;2;1
2020-03-04 11:55:59;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 11:56:58;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 11:57:59;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 11:58:59;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 11:59:59;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 12:00:58;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 12:01:59;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 12:02:59;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 12:03:58;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 12:04:59;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 12:05:59;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 12:06:58;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 12:07:59;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 12:08:59;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 12:09:58;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 12:10:59;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 12:11:59;98;59;11;7;1;4;4;3;0;2;1
2020-03-04 12:12:58;99;60;11;7;1;4;4;3;0;2;1
2020-03-04 12:13:59;99;60;11;7;1;4;4;3;0;2;1
2020-03-04 12:14:59;99;60;11;7;1;4;4;3;0;2;1
2020-03-04 12:15:58;99;60;11;7;1;4;4;3;0;2;1
2020-03-04 12:16:59;99;60;11;7;1;4;4;3;0;2;1
2020-03-04 12:17:59;99;60;11;7;1;4;4;3;0;2;1
2020-03-04 12:19:00;99;60;11;7;1;4;4;3;0;2;1
2020-03-04 12:19:58;99;60;11;7;1;4;4;3;0;2;1
2020-03-04 12:20:59;99;60;11;7;1;4;4;3;0;2;1
2020-03-04 12:21:59;99;60;11;7;1;4;4;3;0;2;1
2020-03-04 12:22:58;100;61;11;7;1;4;4;3;0;2;1
2020-03-04 12:23:59;100;61;11;7;1;4;4;3;0;2;1
2020-03-04 12:24:59;100;61;11;7;1;4;4;3;0;2;1
2020-03-04 12:25:58;101;62;11;7;1;4;4;3;0;2;1
2020-03-04 12:26:59;102;63;11;7;1;4;4;3;0;2;1
2020-03-04 12:27:59;102;63;11;7;1;4;4;3;0;2;1
2020-03-04 12:28:58;103;63;12;7;1;4;4;3;0;2;1
2020-03-04 12:29:59;103;63;12;7;1;4;4;3;0;2;1
2020-03-04 12:30:59;103;63;13;7;1;4;3;3;0;2;1
2020-03-04 12:31:59;103;63;13;7;1;4;3;3;0;2;1
2020-03-04 12:33:00;103;63;13;7;1;4;3;3;0;2;1
2020-03-04 12:33:58;103;63;13;7;1;4;3;3;0;2;1
2020-03-04 12:34:59;103;63;13;7;1;4;3;3;0;2;1
2020-03-04 12:35:59;103;63;13;7;1;4;3;3;0;2;1
2020-03-04 12:36:58;104;63;13;7;1;5;3;3;0;2;1
2020-03-04 12:37:59;104;63;13;7;1;5;3;3;0;2;1
2020-03-04 12:38:59;106;64;13;7;1;5;3;3;0;2;1
2020-03-04 12:39:58;107;65;13;7;1;5;3;3;0;2;1
2020-03-04 12:40:59;108;66;13;7;1;5;3;3;0;2;1
2020-03-04 12:41:59;108;66;13;7;1;5;3;3;0;2;1
2020-03-04 12:42:58;108;66;13;7;1;5;3;3;0;2;1
2020-03-04 12:43:59;108;66;13;7;1;5;3;3;0;2;1
2020-03-04 12:44:59;108;66;13;7;1;5;3;3;0;2;1
2020-03-04 12:45:58;108;66;13;7;1;5;3;3;0;2;1
2020-03-04 12:46:59;108;66;13;7;1;5;3;3;0;2;1
2020-03-04 12:47:59;108;66;13;7;1;5;3;3;0;2;1
2020-03-04 12:48:59;109;66;14;7;1;5;3;3;0;2;1
2020-03-04 12:49:58;109;66;14;7;1;5;3;3;0;2;1
2020-03-04 12:50:59;109;66;14;7;1;5;3;3;0;2;1
2020-03-04 12:51:59;109;66;14;7;1;5;3;3;0;2;1
2020-03-04 12:52:58;109;66;14;7;1;5;3;3;0;2;1
2020-03-04 12:53:59;109;66;14;7;1;5;3;3;0;2;1
2020-03-04 12:54:59;109;66;14;7;1;5;3;3;0;2;1
2020-03-04 12:56:00;109;66;14;7;1;5;3;3;0;2;1
2020-03-04 12:56:58;109;66;14;7;1;5;3;3;0;2;1
2020-03-04 12:57:59;109;66;14;7;1;5;3;3;0;2;1
2020-03-04 12:58:59;109;66;14;7;1;5;3;3;0;2;1
2020-03-04 12:59:58;109;66;14;7;1;5;3;3;0;2;1
2020-03-04 13:00:59;109;66;14;7;1;5;3;3;0;2;1
2020-03-04 13:01:59;110;66;14;7;1;5;3;3;0;2;2
2020-03-04 13:02:58;110;66;14;7;1;5;3;3;0;2;2
2020-03-04 13:03:59;110;66;14;7;1;5;3;3;0;2;2
2020-03-04 13:04:59;110;66;14;7;1;5;3;3;0;2;2
2020-03-04 13:05:59;110;66;14;7;1;5;3;3;0;2;2
2020-03-04 13:06:58;110;66;14;7;1;5;3;3;0;2;2
