datetime;total_votes;Oleum;Volodya_FM;KOCTOPE3;Grit;bigmouse;Rumpelstilzchen;Dirtylieutenant;mama_p_zh;raaxiom;Mindsplitter
2020-12-23 21:40:59;266;126;66;14;8;5;5;7;3;3;4
2020-12-23 21:41:58;267;126;66;14;8;6;5;7;3;3;4
2020-12-23 21:42:59;267;126;66;14;8;6;5;7;3;3;4
2020-12-23 21:43:58;267;126;66;14;8;6;5;7;3;3;4
2020-12-23 21:44:59;267;126;66;14;8;6;5;7;3;3;4
2020-12-23 21:45:59;267;126;66;14;8;6;5;7;3;3;4
2020-12-23 21:46:58;269;128;66;14;8;6;5;7;3;3;4
2020-12-23 21:47:59;269;128;66;14;8;6;5;7;3;3;4
2020-12-23 21:48:59;269;128;66;14;8;6;5;7;3;3;4
2020-12-23 21:49:58;269;128;66;14;8;6;5;7;3;3;4
2020-12-23 21:50:59;270;128;66;14;8;6;5;7;3;3;4
2020-12-23 21:51:59;270;128;66;14;8;6;5;7;3;3;4
2020-12-23 21:52:58;270;128;66;14;8;6;5;7;3;3;4
2020-12-23 21:53:59;270;128;66;14;8;6;5;7;3;3;4
2020-12-23 21:54:59;270;128;66;14;8;6;5;7;4;2;4
2020-12-23 21:55:58;270;128;66;14;8;6;5;7;4;2;4
2020-12-23 21:56:59;270;128;66;14;8;6;5;7;4;2;4
2020-12-23 21:58:00;270;128;66;14;8;6;5;7;4;2;4
2020-12-23 21:58:58;271;129;66;14;8;6;5;7;4;2;4
2020-12-23 21:59:59;271;129;65;14;8;6;5;7;4;3;4
2020-12-23 22:00:58;271;129;65;14;8;6;5;7;4;3;4
2020-12-23 22:01:59;271;129;65;14;8;6;6;7;4;3;4
2020-12-23 22:02:59;271;129;65;14;8;6;6;7;4;3;4
2020-12-23 22:03:58;271;129;65;14;8;6;6;7;4;3;4
2020-12-23 22:04:59;273;131;65;14;8;6;6;7;4;3;4
2020-12-23 22:05:59;273;131;65;14;8;6;6;7;4;3;4
2020-12-23 22:06:59;273;131;65;14;8;6;6;7;4;3;4
2020-12-23 22:07:58;273;131;65;14;8;6;6;7;4;3;4
2020-12-23 22:08:59;273;131;65;14;8;6;6;7;4;3;4
2020-12-23 22:09:59;273;131;65;14;8;6;6;7;4;3;4
2020-12-23 22:10:59;273;131;65;14;8;6;6;7;4;3;4
2020-12-23 22:11:58;273;131;65;14;8;6;6;7;4;3;4
2020-12-23 22:12:59;273;131;65;14;8;6;6;7;4;3;4
2020-12-23 22:13:59;273;131;65;14;8;6;6;7;4;3;4
2020-12-23 22:14:59;273;131;65;14;8;6;6;7;4;3;4
2020-12-23 22:15:58;273;131;65;14;8;6;6;7;4;3;4
2020-12-23 22:16:59;274;131;65;14;8;6;6;7;4;4;4
2020-12-23 22:17:58;274;131;65;14;8;6;6;7;4;4;4
2020-12-23 22:18:59;274;131;65;14;8;6;6;7;4;4;4
2020-12-23 22:19:59;274;131;65;14;8;6;6;7;4;4;4
2020-12-23 22:20:58;274;131;65;14;8;6;6;7;4;4;4
2020-12-23 22:21:59;274;131;65;14;8;6;6;7;4;4;4
2020-12-23 22:22:59;274;131;65;14;8;6;6;7;4;4;4
2020-12-23 22:23:59;275;132;65;14;8;6;6;7;4;4;4
2020-12-23 22:24:58;275;132;65;14;8;6;6;7;4;4;4
2020-12-23 22:25:59;275;132;65;14;8;6;6;7;4;4;4
2020-12-23 22:26:58;275;132;65;14;8;6;6;7;4;4;4
2020-12-23 22:27:59;275;132;65;14;8;6;6;7;4;4;4
2020-12-23 22:28:59;275;132;65;14;8;6;6;7;4;4;4
2020-12-23 22:29:58;275;132;65;14;8;6;6;7;4;4;4
2020-12-23 22:30:59;276;132;66;14;8;6;6;7;4;4;4
2020-12-23 22:32:00;276;132;66;14;8;6;6;7;4;4;4
2020-12-23 22:32:58;277;133;66;14;8;6;6;7;4;4;4
2020-12-23 22:33:59;278;133;66;14;9;6;6;7;4;4;4
2020-12-23 22:34:59;279;134;66;14;9;6;6;7;4;4;4
2020-12-23 22:35:58;279;134;66;14;9;6;6;7;4;4;4
2020-12-23 22:36:59;279;134;66;14;9;6;6;7;4;4;4
2020-12-23 22:37:59;279;134;66;14;9;6;6;7;4;4;4
2020-12-23 22:38:59;280;135;66;14;9;6;6;7;4;4;4
2020-12-23 22:39:58;279;134;66;14;9;6;6;7;4;4;4
2020-12-23 22:40:59;280;135;66;14;9;6;6;7;4;4;4
2020-12-23 22:41:59;282;136;67;14;9;6;6;7;4;4;4
2020-12-23 22:42:58;282;136;67;14;9;6;6;7;4;4;4
2020-12-23 22:43:59;282;136;67;14;9;6;6;7;4;4;4
2020-12-23 22:44:59;282;136;67;14;9;6;6;7;4;4;4
2020-12-23 22:45:58;282;136;67;14;9;6;6;7;4;4;4
2020-12-23 22:46:59;282;136;67;14;9;6;6;7;4;4;4
2020-12-23 22:47:58;282;136;67;14;9;6;6;7;4;4;4
2020-12-23 22:48:59;282;136;67;14;9;6;6;7;4;4;4
2020-12-23 22:49:59;282;136;67;14;9;6;6;7;4;4;4
2020-12-23 22:50:59;282;136;67;14;9;6;6;7;4;4;4
2020-12-23 22:51:58;282;136;67;14;9;6;6;7;4;4;4
2020-12-23 22:52:59;282;136;67;14;9;6;6;7;4;4;4
2020-12-23 22:53:59;282;136;67;14;9;6;6;7;4;4;4
2020-12-23 22:54:58;282;136;67;14;9;6;6;7;4;4;4
2020-12-23 22:55:59;283;137;67;14;9;6;6;7;4;4;4
2020-12-23 22:56:58;283;137;67;14;9;6;6;7;4;4;4
2020-12-23 22:57:59;284;137;67;14;9;7;6;7;4;4;4
2020-12-23 22:58:59;285;137;67;14;9;7;7;7;4;4;4
2020-12-23 22:59:58;286;137;67;15;9;7;7;7;4;4;4
2020-12-23 23:00:59;286;137;67;15;9;7;7;7;4;4;4
2020-12-23 23:01:59;287;137;68;15;9;7;7;7;4;4;4
2020-12-23 23:02:58;288;138;68;15;9;7;7;7;4;4;4
2020-12-23 23:03:59;288;138;68;15;9;7;7;7;4;4;4
2020-12-23 23:04:58;288;138;68;15;9;7;7;7;4;4;4
2020-12-23 23:05:59;289;139;68;15;9;7;7;7;4;4;4
2020-12-23 23:06:59;289;139;68;15;9;7;7;7;4;4;4
2020-12-23 23:07:58;289;139;68;15;9;7;7;7;4;4;4
2020-12-23 23:08:59;290;140;68;15;9;7;7;7;4;4;4
2020-12-23 23:09:59;291;141;68;15;9;7;7;7;4;4;4
2020-12-23 23:10:58;291;141;68;15;9;7;7;7;4;4;4
2020-12-23 23:11:59;291;141;68;15;9;7;7;7;4;4;4
2020-12-23 23:12:58;292;142;68;15;9;7;7;7;4;4;4
2020-12-23 23:13:59;293;143;68;15;9;7;7;7;4;4;4
2020-12-23 23:15:00;293;143;68;15;9;7;7;7;4;4;4
2020-12-23 23:15:58;293;143;68;15;9;7;7;7;4;4;4
2020-12-23 23:16:59;293;143;68;15;9;7;7;7;4;4;4
2020-12-23 23:17:58;294;143;68;15;9;7;7;7;4;4;4
2020-12-23 23:18:59;294;143;68;15;9;7;7;7;4;4;4
2020-12-23 23:19:59;295;143;69;15;9;7;7;7;4;4;4
2020-12-23 23:20:58;295;143;69;15;9;7;7;7;4;4;4
2020-12-23 23:21:59;295;143;69;15;9;7;7;7;4;4;4
2020-12-23 23:22:59;295;143;69;15;9;7;7;7;4;4;4
2020-12-23 23:23:58;296;144;69;15;9;7;7;7;4;4;4
2020-12-23 23:24:59;296;144;69;15;9;7;7;7;4;4;4
2020-12-23 23:25:58;296;144;69;15;9;7;7;7;4;4;4
2020-12-23 23:26:59;296;144;69;15;9;7;7;7;4;4;4
2020-12-23 23:27:59;297;144;70;15;9;7;7;7;4;4;4
2020-12-23 23:28:58;297;144;70;15;9;7;7;7;4;4;4
2020-12-23 23:29:59;297;144;70;15;9;7;7;7;4;4;4
2020-12-23 23:30:58;298;145;70;15;9;7;7;7;4;4;4
2020-12-23 23:31:59;298;145;70;15;9;7;7;7;4;4;4
2020-12-23 23:32:58;297;145;69;15;9;7;7;7;4;4;4
2020-12-23 23:33:59;298;145;69;15;9;7;7;7;4;4;4
2020-12-23 23:34:58;298;145;69;15;9;7;7;7;4;4;4
2020-12-23 23:35:59;298;145;69;15;9;7;7;7;4;4;4
2020-12-23 23:36:59;298;145;69;15;9;7;7;7;4;4;4
2020-12-23 23:37:58;299;145;70;15;9;7;8;7;4;4;4
2020-12-23 23:38:59;299;145;70;15;9;7;8;7;4;4;4
2020-12-23 23:39:59;299;145;70;15;9;7;8;7;4;4;4
2020-12-23 23:40:58;300;146;70;15;9;7;8;7;4;4;4
2020-12-23 23:41:59;301;147;70;15;9;7;8;7;4;4;4
2020-12-23 23:42:59;302;148;70;15;9;7;8;7;4;4;4
2020-12-23 23:43:58;302;148;70;15;9;7;8;7;4;4;4
2020-12-23 23:44:59;302;148;70;15;9;7;8;7;4;4;4
2020-12-23 23:46:00;303;149;70;15;9;7;8;7;4;4;4
2020-12-23 23:46:58;303;149;70;15;9;7;8;7;4;4;4
2020-12-23 23:47:59;304;149;70;15;9;8;8;7;4;4;4
2020-12-23 23:48:58;304;149;70;15;9;8;8;7;4;4;4
2020-12-23 23:49:59;304;149;70;15;9;8;8;7;4;4;4
2020-12-23 23:50:59;304;149;70;15;9;8;8;7;4;4;4
2020-12-23 23:51:58;304;149;70;15;9;8;8;7;4;4;4
2020-12-23 23:52:59;304;149;70;15;9;8;8;7;4;4;4
2020-12-23 23:53:58;304;149;70;15;9;8;8;7;4;4;4
2020-12-23 23:54:59;304;149;70;15;9;8;8;7;4;4;4
2020-12-23 23:55:58;305;150;70;15;9;8;8;7;4;4;4
2020-12-23 23:56:59;306;151;70;15;9;8;8;7;4;4;4
2020-12-23 23:57:59;307;152;70;15;9;8;8;7;4;4;4
2020-12-23 23:58:59;307;152;70;15;9;8;8;7;4;4;4
2020-12-23 23:59:58;308;152;70;15;9;8;8;7;4;4;4
