datetime;total_votes;mad_crow;akuaku;Terkin;cmapukocmankypum;tutabrain;gelatelno;Fitzmaurice;navalny;Mr_Const;Nosy
2020-01-29 06:31:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:32:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:33:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:34:58;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:35:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:36:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:37:58;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:38:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:39:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:41:00;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:41:58;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:42:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:43:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:44:58;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:45:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:46:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:47:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:48:58;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:49:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:50:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:51:58;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:52:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:53:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:54:58;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:55:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:56:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:57:58;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:58:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 06:59:58;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 07:00:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 07:01:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 07:02:58;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 07:03:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 07:04:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 07:05:58;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 07:06:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 07:07:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 07:08:59;47;24;6;3;2;0;2;0;0;0;0
2020-01-29 07:09:58;48;24;7;3;2;0;2;0;0;0;0
2020-01-29 07:10:59;48;24;7;3;2;0;2;0;0;0;0
2020-01-29 07:11:59;48;24;7;3;2;0;2;0;0;0;0
2020-01-29 07:12:59;48;24;7;3;2;0;2;0;0;0;0
2020-01-29 07:13:58;48;24;7;3;2;0;2;0;0;0;0
2020-01-29 07:14:59;48;24;7;3;2;0;2;0;0;0;0
2020-01-29 07:15:59;48;24;7;3;2;0;2;0;0;0;0
2020-01-29 07:16:58;48;24;7;3;2;0;2;0;0;0;0
2020-01-29 07:17:59;48;24;7;3;2;0;2;0;0;0;0
2020-01-29 07:18:59;48;24;7;3;2;0;2;0;0;0;0
2020-01-29 07:19:58;48;24;7;3;2;0;2;0;0;0;0
2020-01-29 07:20:59;48;24;7;3;2;0;2;0;0;0;0
2020-01-29 07:21:59;48;24;7;3;2;0;2;0;0;0;0
2020-01-29 07:22:58;48;25;7;3;2;1;2;0;0;0;0
2020-01-29 07:23:59;48;25;7;3;2;1;2;0;0;0;0
2020-01-29 07:24:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:25:58;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:26:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:27:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:28:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:29:58;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:30:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:31:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:32:58;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:33:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:34:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:35:58;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:36:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:37:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:38:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:39:58;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:40:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:41:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:42:58;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:43:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:44:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:45:58;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:46:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:47:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:48:58;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:49:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:50:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:51:58;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:52:59;49;26;7;3;2;1;2;0;0;0;0
2020-01-29 07:53:59;50;26;8;3;2;1;2;0;0;0;0
2020-01-29 07:54:58;51;26;8;3;2;2;2;0;0;0;0
2020-01-29 07:55:59;51;26;8;3;2;2;2;0;0;0;0
2020-01-29 07:56:59;51;26;8;3;2;2;2;0;0;0;0
2020-01-29 07:57:58;51;26;8;3;2;2;2;0;0;0;0
2020-01-29 07:58:59;51;26;8;3;2;2;2;0;0;0;0
2020-01-29 07:59:59;52;27;8;3;2;2;2;0;0;0;0
2020-01-29 08:00:58;52;27;8;3;2;2;2;0;0;0;0
2020-01-29 08:01:59;52;27;8;3;2;2;2;0;0;0;0
2020-01-29 08:02:59;52;27;8;3;2;2;2;0;0;0;0
2020-01-29 08:03:59;52;27;8;3;2;2;2;0;0;0;0
2020-01-29 08:04:58;52;27;8;3;2;2;2;0;0;0;0
2020-01-29 08:05:59;52;27;8;3;2;2;2;0;0;0;0
2020-01-29 08:06:58;52;27;8;3;2;2;2;0;0;0;0
2020-01-29 08:07:59;52;27;8;3;2;2;2;0;0;0;0
2020-01-29 08:08:59;52;27;8;3;2;2;2;0;0;0;0
2020-01-29 08:10:00;52;27;8;3;2;2;2;0;0;0;0
2020-01-29 08:10:58;52;27;8;3;2;2;2;0;0;0;0
2020-01-29 08:11:59;52;27;8;3;2;2;2;0;0;0;0
2020-01-29 08:12:59;52;27;8;3;2;2;2;0;0;0;0
2020-01-29 08:13:59;52;27;8;3;2;2;2;0;0;0;0
2020-01-29 08:14:59;53;28;8;3;2;2;2;0;0;0;0
2020-01-29 08:15:58;53;28;8;3;2;2;2;0;0;0;0
2020-01-29 08:16:59;53;28;8;3;2;2;2;0;0;0;0
2020-01-29 08:17:59;53;28;8;3;2;2;2;0;0;0;0
2020-01-29 08:18:58;53;28;8;3;2;2;2;0;0;0;0
2020-01-29 08:19:59;53;28;8;3;2;2;2;0;0;0;0
2020-01-29 08:20:59;53;28;8;3;2;2;2;0;0;0;0
2020-01-29 08:21:58;53;28;8;3;2;2;2;0;0;0;0
2020-01-29 08:22:59;53;28;8;3;2;2;2;0;0;0;0
2020-01-29 08:23:59;53;28;8;3;2;2;2;0;0;0;0
2020-01-29 08:24:59;53;28;8;3;2;2;2;0;0;0;0
2020-01-29 08:25:58;54;28;9;3;2;2;2;0;0;0;0
2020-01-29 08:26:59;54;28;9;3;2;2;2;0;0;0;0
2020-01-29 08:27:59;54;28;9;3;2;2;2;0;0;0;0
2020-01-29 08:28:58;54;28;9;3;2;2;2;0;0;0;0
2020-01-29 08:29:59;54;28;9;3;2;2;2;0;0;0;0
2020-01-29 08:30:59;54;28;9;3;2;2;2;0;0;0;0
2020-01-29 08:31:59;54;28;9;3;2;2;2;0;0;0;0
2020-01-29 08:32:59;54;28;9;3;2;2;2;0;0;0;0
2020-01-29 08:33:59;54;28;9;3;2;2;2;0;0;0;0
2020-01-29 08:34:58;54;28;9;3;2;2;2;0;0;0;0
2020-01-29 08:35:59;53;28;9;3;2;2;2;0;0;0;0
2020-01-29 08:36:59;53;28;9;3;2;2;2;0;0;0;0
2020-01-29 08:37:59;53;28;9;3;2;2;2;0;0;0;0
2020-01-29 08:38:58;54;29;9;3;2;2;2;0;0;0;0
2020-01-29 08:39:59;54;29;9;3;2;2;2;0;0;0;0
2020-01-29 08:41:00;54;29;9;3;2;2;2;0;0;0;0
2020-01-29 08:41:58;54;29;9;3;2;2;2;0;0;0;0
2020-01-29 08:42:59;54;29;9;3;2;2;2;0;0;0;0
2020-01-29 08:43:58;54;29;9;3;2;2;2;0;0;0;0
2020-01-29 08:44:59;54;29;9;3;2;2;2;0;0;0;0
2020-01-29 08:45:59;54;29;9;3;2;2;2;0;0;0;0
2020-01-29 08:46:59;54;29;9;3;2;2;2;0;0;0;0
2020-01-29 08:47:58;54;29;9;3;2;2;2;0;0;0;0
2020-01-29 08:48:59;54;29;9;3;2;2;2;0;0;0;0
2020-01-29 08:49:59;54;29;9;3;2;2;2;0;0;0;0
2020-01-29 08:50:58;54;29;9;3;2;2;2;0;0;0;0
2020-01-29 08:51:59;55;30;9;3;2;2;2;0;0;0;0
2020-01-29 08:52:59;55;30;9;3;2;2;2;0;0;0;0
2020-01-29 08:53:58;56;31;9;3;2;2;2;0;0;0;0
2020-01-29 08:54:59;56;31;9;3;2;2;2;0;0;0;0
2020-01-29 08:55:59;56;31;9;3;2;2;2;0;0;0;0
2020-01-29 08:56:59;56;31;9;3;2;2;2;0;0;0;0
2020-01-29 08:57:58;57;32;9;3;2;2;2;0;0;0;0
2020-01-29 08:58:59;58;33;9;3;2;2;2;0;0;0;0
2020-01-29 08:59:59;58;33;9;3;2;2;2;0;0;0;0
2020-01-29 09:00:58;58;33;9;3;2;2;2;0;0;0;0
2020-01-29 09:01:59;58;33;9;3;2;2;2;0;0;0;0
2020-01-29 09:02:59;59;33;10;3;2;2;2;0;0;0;0
2020-01-29 09:03:59;59;33;10;3;2;2;2;0;0;0;0
2020-01-29 09:04:58;59;33;10;3;2;2;2;0;0;0;0
2020-01-29 09:05:59;61;35;10;3;2;2;2;0;0;0;0
2020-01-29 09:06:59;62;36;10;3;2;2;2;0;0;0;0
2020-01-29 09:07:58;62;36;10;3;2;2;2;0;0;0;0
2020-01-29 09:08:59;62;36;10;3;2;2;2;0;0;0;0
2020-01-29 09:09:59;62;36;10;3;2;2;2;0;0;0;0
2020-01-29 09:10:59;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:11:58;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:12:59;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:13:59;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:14:58;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:15:59;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:16:59;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:17:58;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:18:59;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:19:59;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:20:59;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:21:58;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:22:59;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:23:59;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:24:58;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:25:59;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:26:58;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:27:59;64;37;10;3;2;2;2;0;0;0;0
2020-01-29 09:28:59;65;38;10;3;2;2;2;0;0;0;0
2020-01-29 09:29:59;66;39;10;3;2;2;2;0;0;0;0
2020-01-29 09:30:58;66;39;10;3;2;2;2;0;0;0;0
2020-01-29 09:31:59;66;39;10;3;2;2;2;0;0;0;0
2020-01-29 09:32:59;66;39;10;3;2;2;2;0;0;0;0
2020-01-29 09:33:59;66;39;10;3;2;2;2;0;0;0;0
2020-01-29 09:34:58;66;39;10;3;2;2;2;0;0;0;0
2020-01-29 09:35:59;68;39;11;3;2;2;2;0;0;0;0
2020-01-29 09:36:59;69;39;12;3;2;2;2;0;0;0;0
2020-01-29 09:37:58;69;39;12;3;2;2;2;0;0;0;0
2020-01-29 09:38:59;71;40;12;4;2;2;2;0;0;0;0
2020-01-29 09:39:59;71;40;12;4;2;2;2;0;0;0;0
2020-01-29 09:40:58;71;40;12;4;2;2;2;0;0;0;0
2020-01-29 09:41:59;71;40;12;4;2;2;2;0;0;0;0
2020-01-29 09:42:59;71;40;13;4;2;2;2;0;0;0;0
2020-01-29 09:43:58;71;40;13;4;2;2;2;0;0;0;0
2020-01-29 09:44:59;72;40;13;5;2;2;2;0;0;0;0
2020-01-29 09:45:59;72;40;13;5;2;2;2;0;0;0;0
2020-01-29 09:46:59;72;40;13;5;2;2;2;0;0;0;0
2020-01-29 09:47:58;72;40;13;5;2;2;2;0;0;0;0
2020-01-29 09:48:59;72;40;13;5;2;2;2;0;0;0;0
2020-01-29 09:49:59;72;40;13;5;2;2;2;0;0;0;0
2020-01-29 09:50:58;72;40;13;5;2;2;2;0;0;0;0
2020-01-29 09:51:59;72;40;13;5;2;2;2;0;0;0;0
2020-01-29 09:52:59;73;40;14;5;2;2;2;0;0;0;0
2020-01-29 09:53:58;74;40;15;5;2;2;2;0;0;0;0
2020-01-29 09:54:59;74;40;15;5;2;2;2;0;0;0;0
2020-01-29 09:55:59;75;40;16;5;2;2;2;0;0;0;0
2020-01-29 09:56:59;75;40;16;5;2;2;2;0;0;0;0
2020-01-29 09:57:58;75;40;16;5;2;2;2;0;0;0;0
2020-01-29 09:58:59;75;40;16;5;2;2;2;0;0;0;0
2020-01-29 09:59:58;75;40;16;5;2;2;2;0;0;0;0
2020-01-29 10:00:59;76;41;16;5;2;2;2;0;0;0;0
2020-01-29 10:01:59;76;41;16;5;2;2;2;0;0;0;0
2020-01-29 10:02:58;76;41;16;5;2;2;2;0;0;0;0
2020-01-29 10:03:59;76;41;16;5;2;2;2;0;0;0;0
2020-01-29 10:04:59;76;41;16;5;2;2;2;0;0;0;0
2020-01-29 10:05:58;78;41;17;5;2;2;2;1;0;0;0
2020-01-29 10:06:59;78;41;17;5;2;2;2;1;0;0;0
2020-01-29 10:07:59;78;41;17;5;2;2;2;1;0;0;0
2020-01-29 10:08:59;78;41;17;5;2;2;2;1;0;0;0
2020-01-29 10:09:58;78;41;17;5;2;2;2;1;0;0;0
2020-01-29 10:10:59;78;41;17;5;2;2;2;1;0;0;0
2020-01-29 10:11:59;78;41;17;5;2;2;2;1;0;0;0
2020-01-29 10:12:58;79;41;18;5;2;2;2;1;0;0;0
2020-01-29 10:13:59;79;41;18;5;2;2;2;1;0;0;0
2020-01-29 10:14:59;79;41;18;5;2;2;2;1;0;0;0
2020-01-29 10:15:58;79;41;18;5;2;2;2;1;0;0;0
2020-01-29 10:16:59;79;41;18;5;2;2;2;1;0;0;0
2020-01-29 10:17:58;79;41;18;5;2;2;2;1;0;0;0
2020-01-29 10:18:59;80;41;18;6;2;2;2;1;0;0;0
2020-01-29 10:19:59;80;41;18;6;2;2;2;1;0;0;0
2020-01-29 10:20:59;81;41;19;6;2;2;2;1;0;0;0
2020-01-29 10:21:58;81;41;19;6;2;2;2;1;0;0;0
2020-01-29 10:22:59;81;41;19;6;2;2;2;1;0;0;0
2020-01-29 10:23:59;81;41;19;6;2;2;2;1;0;0;0
2020-01-29 10:24:59;81;41;19;6;2;2;2;1;0;0;0
2020-01-29 10:25:58;81;41;19;6;2;2;2;1;0;0;0
2020-01-29 10:26:59;82;42;19;6;2;2;2;1;0;0;0
2020-01-29 10:27:58;82;42;19;6;2;2;2;1;0;0;0
2020-01-29 10:28:59;82;42;19;6;2;2;2;1;0;0;0
2020-01-29 10:29:59;83;43;19;6;2;2;2;1;0;0;0
2020-01-29 10:30:59;83;43;19;6;2;2;2;1;0;0;0
2020-01-29 10:31:58;83;43;19;6;2;2;2;1;0;0;0
2020-01-29 10:32:59;83;43;19;6;2;2;2;1;0;0;0
2020-01-29 10:33:59;83;43;19;6;2;2;2;1;0;0;0
2020-01-29 10:34:58;83;43;19;6;2;2;2;1;0;0;0
2020-01-29 10:35:59;84;44;19;6;2;2;2;1;0;0;0
2020-01-29 10:36:59;84;44;19;6;2;2;2;1;0;0;0
2020-01-29 10:37:59;84;44;19;6;2;2;2;1;0;0;0
2020-01-29 10:38:58;84;44;19;6;2;2;2;1;0;0;0
2020-01-29 10:39:59;85;45;19;6;2;2;2;1;0;0;0
2020-01-29 10:40:59;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:41:58;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:42:59;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:43:59;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:44:59;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:45:58;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:46:59;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:47:59;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:48:58;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:49:59;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:50:59;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:51:59;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:52:58;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:53:59;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:54:59;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:55:58;86;46;19;6;2;2;2;1;0;0;0
2020-01-29 10:56:59;87;46;20;6;2;2;2;1;0;0;0
2020-01-29 10:57:59;87;46;20;6;2;2;2;1;0;0;0
2020-01-29 10:58:59;87;46;20;6;2;2;2;1;0;0;0
2020-01-29 10:59:58;87;46;20;6;2;2;2;1;0;0;0
2020-01-29 11:00:59;87;46;20;6;2;2;2;1;0;0;0
2020-01-29 11:01:59;87;46;20;6;2;2;2;1;0;0;0
2020-01-29 11:02:59;88;46;21;6;2;2;2;1;0;0;0
2020-01-29 11:03:58;88;46;21;6;2;2;2;1;0;0;0
2020-01-29 11:04:59;88;46;21;6;2;2;2;1;0;0;0
2020-01-29 11:05:59;88;46;21;6;2;2;2;1;0;0;0
2020-01-29 11:06:59;88;46;21;6;2;2;2;1;0;0;0
2020-01-29 11:07:58;88;46;21;6;2;2;2;1;0;0;0
2020-01-29 11:08:59;88;46;21;6;2;2;2;1;0;0;0
2020-01-29 11:09:59;88;46;21;6;2;2;2;1;0;0;0
2020-01-29 11:10:59;88;46;21;6;2;2;2;1;0;0;0
2020-01-29 11:11:58;88;46;21;6;2;2;2;1;0;0;0
2020-01-29 11:12:59;88;46;21;6;2;2;2;1;0;0;0
2020-01-29 11:13:59;89;46;21;6;2;2;2;2;0;0;0
2020-01-29 11:14:58;89;46;21;6;2;2;2;2;0;0;0
2020-01-29 11:15:59;90;47;21;6;2;2;2;2;0;0;0
2020-01-29 11:16:59;91;48;21;6;2;2;2;2;0;0;0
2020-01-29 11:17:59;91;48;21;6;2;2;2;2;0;0;0
2020-01-29 11:18:58;92;48;22;6;2;2;2;2;0;0;0
2020-01-29 11:19:59;92;48;22;6;2;2;2;2;0;0;0
2020-01-29 11:20:59;92;48;22;6;2;2;2;2;0;0;0
2020-01-29 11:21:59;92;48;22;6;2;2;2;2;0;0;0
2020-01-29 11:22:58;92;48;22;6;2;2;2;2;0;0;0
2020-01-29 11:23:59;92;48;22;6;2;2;2;2;0;0;0
2020-01-29 11:24:59;92;48;22;6;2;2;2;2;0;0;0
2020-01-29 11:25:59;93;49;22;6;2;2;2;2;0;0;0
2020-01-29 11:26:58;93;49;22;6;2;2;2;2;0;0;0
2020-01-29 11:27:59;93;49;22;6;2;2;2;2;0;0;0
2020-01-29 11:28:59;93;49;22;6;2;2;2;2;0;0;0
2020-01-29 11:29:58;93;49;22;6;2;2;2;2;0;0;0
2020-01-29 11:30:59;93;49;22;6;2;2;2;2;0;0;0
2020-01-29 11:31:59;93;49;22;6;2;2;2;2;0;0;0
2020-01-29 11:32:59;93;49;22;6;2;2;2;2;0;0;0
2020-01-29 11:33:58;93;49;22;6;2;2;2;2;0;0;0
2020-01-29 11:34:59;93;49;22;6;2;2;2;2;0;0;0
2020-01-29 11:35:59;93;49;22;6;2;2;2;2;0;0;0
2020-01-29 11:36:58;93;49;22;6;2;2;2;2;0;0;0
2020-01-29 11:37:59;93;49;22;6;2;2;2;2;0;0;0
2020-01-29 11:38:59;93;49;22;6;2;2;2;2;0;0;0
2020-01-29 11:39:58;93;49;22;6;2;2;2;2;0;0;0
2020-01-29 11:40:59;94;50;22;6;2;2;2;2;0;0;0
2020-01-29 11:41:59;94;50;22;6;2;2;2;2;0;0;0
2020-01-29 11:42:59;94;50;22;6;2;2;2;2;0;0;0
2020-01-29 11:43:58;94;50;22;6;2;2;2;2;0;0;0
2020-01-29 11:44:59;95;50;22;6;2;2;2;2;0;0;0
2020-01-29 11:45:59;95;50;22;6;2;2;2;2;0;0;0
2020-01-29 11:46:58;95;50;22;6;2;2;2;2;0;0;0
2020-01-29 11:47:59;95;50;22;6;2;2;2;2;0;0;0
2020-01-29 11:48:59;95;50;22;6;2;2;2;2;0;0;0
2020-01-29 11:49:59;95;50;22;6;2;2;2;2;0;0;0
2020-01-29 11:50:58;95;50;22;6;2;2;2;2;0;0;0
2020-01-29 11:51:59;96;50;22;6;2;2;3;2;0;0;0
2020-01-29 11:52:59;96;50;22;6;2;2;3;2;0;0;0
2020-01-29 11:53:59;96;50;22;6;2;2;3;2;0;0;0
2020-01-29 11:54:58;96;50;22;6;2;2;3;2;0;0;0
2020-01-29 11:55:59;96;50;22;6;2;2;3;2;0;0;0
2020-01-29 11:56:58;96;50;22;6;2;2;3;2;0;0;0
2020-01-29 11:57:59;96;50;22;6;2;2;3;2;0;0;0
2020-01-29 11:58:59;96;50;22;6;2;2;3;2;0;0;0
2020-01-29 11:59:59;96;50;22;6;2;2;3;2;0;0;0
2020-01-29 12:00:58;97;50;22;6;2;2;3;2;0;0;0
2020-01-29 12:01:59;98;50;23;6;2;2;3;2;0;0;0
2020-01-29 12:02:59;99;51;23;6;2;2;3;2;0;0;0
2020-01-29 12:03:58;99;51;23;6;2;2;3;2;0;0;0
2020-01-29 12:04:59;99;51;23;6;2;2;3;2;0;0;0
2020-01-29 12:05:59;99;51;23;6;2;2;3;2;0;0;0
2020-01-29 12:06:58;99;51;23;6;2;2;3;2;0;0;0
2020-01-29 12:07:59;99;51;23;6;2;2;3;2;0;0;0
2020-01-29 12:08:59;100;51;23;7;2;2;3;2;0;0;0
2020-01-29 12:10:00;100;51;23;7;2;2;3;2;0;0;0
2020-01-29 12:10:58;101;52;23;7;2;2;3;2;0;0;0
2020-01-29 12:11:59;101;52;23;7;2;2;3;2;0;0;0
2020-01-29 12:12:59;101;52;23;7;2;2;3;2;0;0;0
2020-01-29 12:13:58;101;52;23;7;2;2;3;2;0;0;0
2020-01-29 12:14:59;101;52;23;7;2;2;3;2;0;0;0
2020-01-29 12:15:59;101;52;23;7;2;2;3;2;0;0;0
2020-01-29 12:16:59;102;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:17:58;102;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:18:59;102;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:19:59;102;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:20:58;102;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:21:59;102;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:22:59;102;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:23:59;102;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:24:58;102;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:25:59;102;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:26:59;102;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:27:58;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:28:59;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:29:59;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:30:58;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:31:59;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:32:59;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:33:59;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:34:58;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:35:59;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:36:59;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:37:58;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:38:59;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:39:59;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:40:59;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:41:58;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:42:59;103;52;23;7;3;2;3;2;0;0;0
2020-01-29 12:43:59;103;52;24;7;3;2;3;2;0;0;0
2020-01-29 12:44:58;103;52;24;7;3;2;3;2;0;0;0
2020-01-29 12:45:59;103;52;24;7;3;2;3;2;0;0;0
2020-01-29 12:46:59;103;52;24;7;3;2;3;2;0;0;0
2020-01-29 12:47:59;103;52;24;7;3;2;3;2;0;0;0
2020-01-29 12:48:58;104;52;24;7;4;2;3;2;0;0;0
2020-01-29 12:49:59;104;52;24;7;4;2;3;2;0;0;0
2020-01-29 12:50:59;104;52;24;7;4;2;3;2;0;0;0
2020-01-29 12:51:58;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 12:52:59;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 12:53:59;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 12:54:58;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 12:55:59;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 12:56:59;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 12:57:59;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 12:58:58;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 12:59:59;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 13:00:59;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 13:01:58;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 13:02:59;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 13:03:59;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 13:04:58;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 13:05:59;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 13:06:59;105;52;24;8;4;2;3;2;0;0;0
2020-01-29 13:07:59;105;52;24;8;4;2;3;2;0;0;0
