datetime;total_votes;Jareth;Bf109H;navalny;mahinaci9;shamanka;Yo;megaslowpoke;Rumpelstilzchen;axxl;Есения
2020-09-09 06:55:59;67;15;17;4;5;5;5;0;3;2;0
2020-09-09 06:56:58;67;15;17;4;5;5;5;0;3;2;0
2020-09-09 06:57:59;68;15;17;5;5;5;5;0;3;2;1
2020-09-09 06:58:58;68;15;17;5;5;5;5;0;3;2;1
2020-09-09 06:59:59;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:00:59;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:01:58;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:02:59;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:03:59;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:04:58;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:05:59;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:06:59;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:07:58;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:08:59;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:09:59;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:10:59;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:11:59;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:12:58;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:13:59;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:15:00;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:15:58;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:16:59;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:17:59;70;15;18;5;6;5;5;0;3;2;0
2020-09-09 07:18:58;71;15;18;5;6;6;5;0;3;2;0
2020-09-09 07:19:59;71;15;18;5;6;6;5;0;3;2;0
2020-09-09 07:20:59;71;15;18;5;6;6;5;0;3;2;0
2020-09-09 07:21:58;71;15;18;5;6;6;5;0;3;2;0
2020-09-09 07:22:59;71;15;18;5;6;6;5;0;3;2;0
2020-09-09 07:23:59;71;15;18;5;6;6;5;0;3;2;0
2020-09-09 07:24:58;72;15;18;5;6;7;5;0;3;2;0
2020-09-09 07:25:59;72;15;18;5;6;7;5;0;3;2;0
2020-09-09 07:26:59;72;15;18;5;6;7;5;0;3;2;0
2020-09-09 07:27:59;73;15;18;5;6;8;5;0;3;2;0
2020-09-09 07:28:59;73;15;18;5;6;7;5;0;3;2;0
2020-09-09 07:29:58;73;15;18;5;6;7;5;0;3;2;0
2020-09-09 07:30:59;73;15;18;5;6;7;5;0;3;2;0
2020-09-09 07:31:59;74;16;18;5;6;7;5;0;3;2;0
2020-09-09 07:32:58;75;16;18;6;6;7;5;0;3;2;0
2020-09-09 07:33:59;75;16;18;6;6;7;5;0;3;2;0
2020-09-09 07:34:59;75;16;18;6;6;7;5;0;3;2;0
2020-09-09 07:35:58;75;16;18;6;6;7;5;0;3;2;0
2020-09-09 07:36:59;75;16;18;6;6;7;5;0;3;2;0
2020-09-09 07:37:59;75;16;18;6;6;7;5;0;3;2;0
2020-09-09 07:38:58;75;16;18;6;6;7;5;0;3;2;0
2020-09-09 07:39:59;75;16;18;6;7;6;5;0;3;2;0
2020-09-09 07:40:59;75;16;18;6;7;6;5;0;3;2;0
2020-09-09 07:41:58;75;16;18;6;7;6;5;0;3;2;0
2020-09-09 07:42:59;75;16;18;6;7;6;5;0;3;2;0
2020-09-09 07:43:59;75;16;18;6;7;6;5;0;3;2;0
2020-09-09 07:44:58;75;16;18;6;7;6;5;0;3;2;0
2020-09-09 07:45:59;75;16;18;6;7;6;5;0;3;2;0
2020-09-09 07:46:59;75;16;18;6;7;6;5;0;3;2;0
2020-09-09 07:47:58;76;16;18;6;7;6;5;0;3;2;0
2020-09-09 07:48:59;77;16;18;6;7;6;6;0;3;2;0
2020-09-09 07:49:59;77;16;18;6;7;6;6;0;3;2;0
2020-09-09 07:50:58;77;16;18;6;7;6;6;0;3;2;0
2020-09-09 07:51:59;77;16;18;6;7;6;6;0;3;2;0
2020-09-09 07:52:59;77;16;18;6;7;6;6;0;3;2;0
2020-09-09 07:53:58;77;16;18;6;7;6;6;0;3;2;0
2020-09-09 07:54:59;77;16;18;6;7;6;6;0;3;2;0
2020-09-09 07:55:58;77;16;18;6;7;6;6;0;3;2;0
2020-09-09 07:56:59;77;16;18;6;7;6;6;0;3;2;0
2020-09-09 07:57:59;78;16;18;6;8;6;6;0;3;2;0
2020-09-09 07:58:58;78;16;18;6;8;6;6;0;3;2;0
2020-09-09 07:59:59;78;16;18;6;8;6;6;0;3;2;0
2020-09-09 08:00:58;78;16;18;6;8;6;6;0;3;2;0
2020-09-09 08:01:59;78;16;18;6;8;6;6;0;3;2;0
2020-09-09 08:02:59;78;16;18;6;8;6;6;0;3;2;0
2020-09-09 08:03:58;78;16;18;6;8;6;6;0;3;2;0
2020-09-09 08:04:59;78;16;18;6;8;6;6;0;3;2;0
2020-09-09 08:05:59;78;16;18;6;8;6;6;0;3;2;0
2020-09-09 08:06:58;78;16;18;6;8;6;6;0;3;2;0
2020-09-09 08:07:59;78;16;18;6;8;6;6;0;3;2;0
2020-09-09 08:08:59;78;16;18;6;8;6;6;0;3;2;0
2020-09-09 08:09:58;78;16;18;6;8;6;6;0;3;2;0
2020-09-09 08:10:59;79;16;18;6;8;7;6;0;3;2;0
2020-09-09 08:11:59;79;16;18;6;8;7;6;0;3;2;0
2020-09-09 08:12:58;79;16;18;6;8;7;6;0;3;2;0
2020-09-09 08:13:59;79;16;18;6;8;7;6;0;3;2;0
2020-09-09 08:14:58;80;17;18;6;8;7;6;0;3;2;0
2020-09-09 08:15:59;81;18;18;6;8;7;6;0;3;2;0
2020-09-09 08:16:58;81;18;18;6;8;7;6;0;3;2;0
2020-09-09 08:17:59;81;18;18;6;8;7;6;0;3;2;0
2020-09-09 08:18:59;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:19:58;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:20:59;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:21:59;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:22:58;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:23:59;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:24:59;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:25:58;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:26:59;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:27:58;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:28:59;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:29:59;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:30:58;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:31:59;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:32:59;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:33:58;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:34:59;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:35:59;82;19;18;6;8;7;6;0;3;2;0
2020-09-09 08:36:58;83;19;19;6;8;7;6;0;3;2;0
2020-09-09 08:37:59;83;19;19;6;8;7;6;0;3;2;0
2020-09-09 08:38:59;82;19;19;6;8;6;6;0;3;2;0
2020-09-09 08:39:58;82;19;19;6;8;6;6;0;3;2;0
2020-09-09 08:40:59;82;19;19;6;8;6;6;0;3;2;0
2020-09-09 08:41:58;84;20;20;6;8;6;6;0;3;2;0
2020-09-09 08:42:59;84;20;20;6;8;6;6;0;3;2;0
2020-09-09 08:43:59;84;20;20;6;8;6;6;0;3;2;0
2020-09-09 08:44:58;84;20;20;6;8;6;6;0;3;2;0
2020-09-09 08:45:59;85;21;20;6;8;6;6;0;3;2;0
2020-09-09 08:46:58;85;21;20;6;8;6;6;0;3;2;0
2020-09-09 08:47:59;85;21;20;6;8;6;6;0;3;2;0
2020-09-09 08:48:59;85;21;20;6;8;6;6;0;3;2;0
2020-09-09 08:50:00;85;21;20;6;8;6;6;0;3;2;0
2020-09-09 08:50:58;85;21;20;6;8;6;6;0;3;2;0
2020-09-09 08:51:58;85;21;20;6;8;6;6;0;3;2;0
2020-09-09 08:52:59;86;22;20;6;8;6;6;0;3;2;0
2020-09-09 08:53:58;87;23;20;6;8;6;6;0;3;2;0
2020-09-09 08:54:59;87;23;20;6;8;6;6;0;3;2;0
2020-09-09 08:55:59;87;23;20;6;8;6;6;0;3;2;0
2020-09-09 08:56:58;87;23;20;6;8;6;6;0;3;2;0
2020-09-09 08:57:59;87;23;20;6;8;6;6;0;3;2;0
2020-09-09 08:58:59;87;23;20;6;8;6;6;0;3;2;0
2020-09-09 08:59:58;87;23;20;6;8;6;6;0;3;2;0
2020-09-09 09:00:59;88;23;20;6;8;6;6;0;3;2;0
2020-09-09 09:01:59;88;23;20;6;8;6;6;0;3;2;0
2020-09-09 09:02:58;88;23;20;6;8;6;6;0;3;2;0
2020-09-09 09:03:59;88;23;20;6;8;6;6;0;3;2;0
2020-09-09 09:04:59;88;23;20;6;8;6;6;0;3;2;0
2020-09-09 09:05:58;88;23;20;6;8;6;6;0;3;2;0
2020-09-09 09:06:59;88;23;20;6;8;6;6;0;3;2;0
2020-09-09 09:07:58;88;23;20;6;8;6;6;0;3;2;0
2020-09-09 09:08:59;89;23;21;6;8;6;6;0;3;2;0
2020-09-09 09:09:59;89;23;21;6;8;6;6;0;3;2;0
2020-09-09 09:11:00;89;23;21;6;8;6;6;0;3;2;0
2020-09-09 09:11:58;89;23;21;6;8;6;6;0;3;2;0
2020-09-09 09:12:59;89;23;21;6;8;6;6;0;3;2;0
2020-09-09 09:13:58;89;23;21;6;8;6;6;0;3;2;0
2020-09-09 09:14:59;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:15:59;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:16:58;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:17:59;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:18:59;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:19:58;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:20:59;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:21:59;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:22:58;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:23:59;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:24:58;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:25:59;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:26:59;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:27:58;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:28:59;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:29:59;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:30:58;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:31:59;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:32:59;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:33:58;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:34:59;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:35:59;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:36:58;90;24;21;6;8;6;6;0;3;2;0
2020-09-09 09:37:59;91;25;21;6;8;6;6;0;3;2;0
2020-09-09 09:38:59;91;25;21;6;8;6;6;0;3;2;0
2020-09-09 09:39:58;92;25;22;6;8;6;6;0;3;2;0
2020-09-09 09:40:59;92;25;22;6;8;6;6;0;3;2;0
2020-09-09 09:41:59;92;25;22;6;8;6;6;0;3;2;0
2020-09-09 09:42:58;92;25;22;6;8;6;6;0;3;2;0
2020-09-09 09:43:59;92;25;22;6;8;6;6;0;3;2;0
2020-09-09 09:44:59;93;25;22;6;8;7;6;0;3;2;0
2020-09-09 09:45:58;93;25;22;6;8;7;6;0;3;2;0
2020-09-09 09:46:59;93;24;23;6;8;7;6;0;3;2;0
2020-09-09 09:47:58;93;24;23;6;8;7;6;0;3;2;0
2020-09-09 09:48:59;93;24;23;6;8;7;6;0;3;2;0
2020-09-09 09:49:59;94;25;23;6;8;7;6;0;3;2;0
2020-09-09 09:50:58;94;25;23;6;8;7;6;0;3;2;0
2020-09-09 09:51:59;95;25;23;7;8;7;6;0;3;2;0
2020-09-09 09:52:59;95;25;23;7;8;7;6;0;3;2;0
2020-09-09 09:53:58;95;25;23;7;8;7;6;0;3;2;0
2020-09-09 09:54:59;96;26;23;7;8;7;6;0;3;2;0
2020-09-09 09:55:59;96;26;23;7;8;7;6;0;3;2;0
2020-09-09 09:56:58;96;26;23;7;8;7;6;0;3;2;0
2020-09-09 09:57:59;96;26;23;7;8;7;6;0;3;2;0
2020-09-09 09:58:59;96;26;23;7;8;7;6;0;3;2;0
2020-09-09 09:59:58;96;26;23;7;8;7;6;0;3;2;0
2020-09-09 10:00:59;96;26;23;7;8;7;6;0;3;2;0
2020-09-09 10:01:59;96;26;23;7;8;7;6;0;3;2;0
2020-09-09 10:02:58;96;26;23;7;8;7;6;0;3;2;0
2020-09-09 10:03:59;96;26;23;7;8;7;6;0;3;2;0
2020-09-09 10:04:59;96;26;23;7;8;7;6;0;3;2;0
2020-09-09 10:05:58;96;26;23;7;8;7;6;0;3;2;0
2020-09-09 10:06:59;98;27;23;7;8;7;6;0;3;2;0
2020-09-09 10:07:58;100;27;23;7;9;7;6;0;3;2;0
2020-09-09 10:08:59;100;27;23;7;9;7;6;0;3;2;0
2020-09-09 10:09:58;100;27;23;7;9;7;6;0;3;2;0
2020-09-09 10:10:59;100;27;23;7;9;7;6;0;3;2;0
2020-09-09 10:11:59;100;27;23;7;9;7;6;0;3;2;0
2020-09-09 10:12:59;100;27;23;7;9;7;6;0;3;2;0
2020-09-09 10:13:58;100;27;23;7;9;7;6;0;3;2;0
2020-09-09 10:14:59;101;27;23;7;10;7;6;0;3;2;0
2020-09-09 10:15:58;101;27;23;7;10;7;6;0;3;2;0
2020-09-09 10:16:59;101;27;23;7;10;7;6;0;3;2;0
2020-09-09 10:17:58;102;27;23;7;10;7;7;0;3;2;0
2020-09-09 10:18:59;101;27;23;7;10;7;6;0;3;2;0
2020-09-09 10:19:59;101;27;23;7;10;7;6;0;3;2;0
2020-09-09 10:20:59;105;28;24;7;10;8;7;0;3;2;0
2020-09-09 10:21:58;105;28;24;7;10;8;7;0;3;2;0
2020-09-09 10:22:59;105;28;24;7;10;8;7;0;3;2;0
2020-09-09 10:23:59;105;28;24;7;10;8;7;0;3;2;0
2020-09-09 10:24:58;105;28;24;7;10;8;7;0;3;2;0
2020-09-09 10:25:59;105;28;24;7;10;8;7;0;3;2;0
2020-09-09 10:26:59;107;28;24;7;11;8;7;0;3;2;0
2020-09-09 10:27:58;107;28;24;7;11;8;7;0;3;2;0
2020-09-09 10:28:59;107;28;24;7;11;8;7;0;3;2;0
2020-09-09 10:29:58;107;28;24;7;11;8;7;0;3;2;0
2020-09-09 10:30:59;108;28;24;8;11;8;7;0;3;2;0
2020-09-09 10:31:59;108;28;24;8;11;8;7;0;3;2;0
2020-09-09 10:32:58;108;28;24;8;11;8;7;0;3;2;0
2020-09-09 10:33:59;108;28;24;8;11;8;7;0;3;2;0
2020-09-09 10:34:59;108;28;24;8;11;8;7;0;3;2;0
2020-09-09 10:35:58;109;29;24;8;11;8;7;0;3;2;0
2020-09-09 10:36:59;110;29;24;8;12;8;7;0;3;2;0
2020-09-09 10:37:59;110;29;24;8;12;8;7;0;3;2;0
2020-09-09 10:38:58;110;29;24;8;12;8;7;0;3;2;0
2020-09-09 10:39:59;110;29;24;8;12;8;7;0;3;2;0
2020-09-09 10:40:58;110;29;24;8;12;8;7;0;3;2;0
2020-09-09 10:41:59;110;29;24;8;12;8;7;0;3;2;0
2020-09-09 10:42:59;110;29;24;8;12;8;7;0;3;2;0
2020-09-09 10:43:58;110;29;24;8;12;8;7;0;3;2;0
2020-09-09 10:44:59;110;29;24;8;12;8;7;0;3;2;0
2020-09-09 10:45:59;110;29;24;8;12;8;7;0;3;2;0
2020-09-09 10:46:58;110;29;24;8;12;8;7;0;3;2;0
2020-09-09 10:47:59;110;29;24;8;12;8;7;0;3;2;0
2020-09-09 10:48:59;110;29;24;8;12;8;7;0;3;2;0
2020-09-09 10:49:58;110;29;24;8;12;8;7;0;3;2;0
2020-09-09 10:50:59;110;29;24;8;12;8;7;0;3;2;0
2020-09-09 10:51:59;111;29;25;8;13;8;6;0;3;2;0
2020-09-09 10:52:58;111;29;25;8;13;8;6;0;3;2;0
2020-09-09 10:53:59;111;29;25;8;13;8;6;0;3;2;0
2020-09-09 10:54:59;113;30;25;8;14;8;6;0;3;2;0
2020-09-09 10:55:58;113;30;25;8;14;8;6;0;3;2;0
2020-09-09 10:56:59;114;30;25;8;15;8;6;0;3;2;0
2020-09-09 10:57:59;115;30;26;8;15;8;6;0;3;2;0
2020-09-09 10:58:58;115;30;26;8;15;8;6;0;3;2;0
2020-09-09 10:59:59;115;30;26;8;15;8;6;0;3;2;0
2020-09-09 11:00:59;115;30;26;8;15;8;6;0;3;2;0
2020-09-09 11:01:58;115;30;26;8;15;8;6;0;3;2;0
2020-09-09 11:02:59;115;30;26;8;15;8;6;0;3;2;0
2020-09-09 11:03:58;115;30;26;8;15;8;6;0;3;2;0
2020-09-09 11:04:59;116;30;26;8;15;8;6;0;4;2;0
2020-09-09 11:05:59;116;30;26;8;15;8;6;0;4;2;0
2020-09-09 11:06:58;116;30;26;8;15;8;6;0;4;2;0
2020-09-09 11:07:59;116;30;26;8;15;8;6;0;4;2;0
2020-09-09 11:08:59;116;30;26;8;15;8;6;0;4;2;0
2020-09-09 11:09:58;116;30;26;8;15;8;6;0;4;2;0
2020-09-09 11:10:59;117;30;26;9;15;8;6;0;4;2;0
2020-09-09 11:11:58;118;30;26;9;15;8;6;0;4;2;0
2020-09-09 11:12:59;118;30;26;9;15;8;6;0;4;2;0
2020-09-09 11:13:59;118;30;26;9;15;8;6;0;4;2;0
2020-09-09 11:14:58;118;30;26;9;15;8;6;0;4;2;0
2020-09-09 11:15:59;118;30;26;9;15;8;6;0;4;2;0
2020-09-09 11:16:59;118;30;26;9;15;8;6;0;4;2;0
2020-09-09 11:17:58;118;30;26;9;15;8;6;0;4;2;0
2020-09-09 11:18:59;118;30;26;9;15;8;6;0;4;2;0
2020-09-09 11:19:59;118;30;26;9;15;8;6;0;4;2;0
2020-09-09 11:20:58;118;30;26;9;15;8;6;0;4;2;0
2020-09-09 11:21:59;118;30;26;9;15;8;6;0;4;2;0
2020-09-09 11:22:59;118;30;26;9;15;8;6;0;4;2;0
2020-09-09 11:23:58;118;30;26;9;15;8;6;0;4;2;0
2020-09-09 11:24:59;119;30;27;9;15;8;6;0;4;2;0
2020-09-09 11:25:59;119;30;27;9;15;8;6;0;4;2;0
2020-09-09 11:26:58;119;30;27;9;15;8;6;0;4;2;0
2020-09-09 11:27:59;119;30;27;9;15;8;6;0;4;2;0
2020-09-09 11:28:58;119;30;27;9;15;8;6;0;4;2;0
2020-09-09 11:29:59;119;30;27;9;15;8;6;0;4;2;0
2020-09-09 11:30:59;119;30;27;9;15;8;6;0;4;2;0
2020-09-09 11:31:58;120;30;28;9;15;8;6;0;4;2;0
2020-09-09 11:32:59;120;30;28;9;15;8;6;0;4;2;0
2020-09-09 11:33:59;120;30;28;9;15;8;6;0;4;2;0
2020-09-09 11:34:58;120;30;28;9;15;8;6;0;4;2;0
2020-09-09 11:35:59;120;30;28;9;15;8;6;0;4;2;0
2020-09-09 11:36:58;121;30;28;9;15;8;6;0;4;2;0
2020-09-09 11:37:59;121;30;28;9;15;8;6;0;4;2;0
2020-09-09 11:38:59;121;30;28;9;15;8;6;0;4;2;0
2020-09-09 11:39:58;121;30;28;9;15;8;6;0;4;2;0
2020-09-09 11:40:59;121;30;28;9;15;8;6;0;4;2;0
2020-09-09 11:41:59;121;30;28;9;15;8;6;0;4;2;0
2020-09-09 11:42:58;121;30;28;9;15;8;6;0;4;2;0
2020-09-09 11:43:59;121;30;28;9;15;8;6;0;4;2;0
2020-09-09 11:44:59;121;30;28;9;15;8;6;0;4;2;0
2020-09-09 11:45:58;121;30;28;9;15;8;6;0;4;2;0
2020-09-09 11:46:59;122;31;28;9;15;8;6;0;4;2;0
2020-09-09 11:47:58;122;31;28;9;15;8;6;0;4;2;0
2020-09-09 11:48:59;122;31;28;9;15;8;6;0;4;2;0
2020-09-09 11:49:59;123;31;29;9;15;8;6;0;4;2;0
2020-09-09 11:50:59;125;31;30;9;15;8;6;0;4;3;0
2020-09-09 11:51:58;125;31;30;9;15;8;6;0;4;3;0
2020-09-09 11:52:59;126;31;30;9;15;8;6;0;4;3;0
2020-09-09 11:53:59;127;32;30;9;15;8;6;0;4;3;0
2020-09-09 11:54:58;127;32;30;9;15;8;6;0;4;3;0
2020-09-09 11:55:59;127;32;30;9;15;8;6;0;4;3;0
2020-09-09 11:56:59;127;32;30;9;15;8;6;0;4;3;0
2020-09-09 11:57:58;127;32;30;9;15;8;6;0;4;3;0
2020-09-09 11:58:59;128;32;30;9;15;8;6;0;4;3;0
2020-09-09 11:59:59;128;32;30;9;15;8;6;0;4;3;0
2020-09-09 12:00:58;128;32;30;9;15;8;6;0;4;3;0
2020-09-09 12:01:59;129;32;30;9;15;9;6;0;4;3;0
2020-09-09 12:02:59;129;32;30;9;15;9;6;0;4;3;0
2020-09-09 12:03:58;129;32;30;9;15;9;6;0;4;3;0
2020-09-09 12:04:59;129;32;30;9;15;9;6;0;4;3;0
2020-09-09 12:05:58;129;32;30;9;15;9;6;0;4;3;0
2020-09-09 12:06:59;129;32;30;9;15;9;6;0;4;3;0
2020-09-09 12:07:59;130;33;30;9;15;9;6;0;4;3;0
2020-09-09 12:08:58;130;33;30;9;15;9;6;0;4;3;0
2020-09-09 12:09:59;130;33;30;9;15;9;6;0;4;3;0
2020-09-09 12:10:59;130;33;30;9;15;9;6;0;4;3;0
2020-09-09 12:11:58;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:12:59;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:13:59;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:14:58;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:15:59;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:16:59;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:17:58;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:18:59;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:19:59;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:20:58;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:21:59;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:22:59;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:23:58;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:24:59;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:25:58;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:26:59;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:27:59;131;33;30;9;15;10;6;0;4;3;0
2020-09-09 12:28:58;132;34;30;9;15;10;6;0;4;3;0
2020-09-09 12:29:59;132;34;30;9;15;10;6;0;4;3;0
2020-09-09 12:30:58;132;34;30;9;15;10;6;0;4;3;0
2020-09-09 12:31:59;132;34;30;9;15;10;6;0;4;3;0
2020-09-09 12:32:59;132;34;30;9;15;10;6;0;4;3;0
2020-09-09 12:33:58;132;34;30;9;15;10;6;0;4;3;0
2020-09-09 12:34:59;132;34;30;9;15;10;6;0;4;3;0
2020-09-09 12:35:59;132;34;30;9;15;10;6;0;4;3;0
2020-09-09 12:36:58;132;34;30;9;15;10;6;0;4;3;0
2020-09-09 12:37:59;133;34;30;9;15;10;6;0;4;3;0
2020-09-09 12:38:59;133;34;30;9;15;10;6;0;4;3;0
2020-09-09 12:39:58;134;35;30;9;15;10;6;0;4;3;0
2020-09-09 12:40:59;134;35;30;9;15;10;6;0;4;3;0
2020-09-09 12:41:59;134;35;30;9;15;10;6;0;4;3;0
2020-09-09 12:42:58;135;35;31;9;15;10;6;0;4;3;0
2020-09-09 12:43:59;135;35;31;9;15;10;6;0;4;3;0
2020-09-09 12:44:59;135;35;31;9;15;10;6;0;4;3;0
2020-09-09 12:45:58;135;35;31;9;15;10;6;0;4;3;0
2020-09-09 12:46:59;135;35;31;9;15;10;6;0;4;3;0
2020-09-09 12:47:59;135;35;31;9;15;10;6;0;4;3;0
2020-09-09 12:48:58;137;36;31;10;15;10;6;0;4;3;0
2020-09-09 12:49:59;137;36;31;10;15;10;6;0;4;3;0
2020-09-09 12:50:59;137;36;31;10;15;10;6;0;4;3;0
2020-09-09 12:51:58;137;36;31;10;15;10;6;0;4;3;0
2020-09-09 12:52:59;139;36;33;10;15;10;6;0;4;3;0
2020-09-09 12:53:58;139;36;33;10;15;10;6;0;4;3;0
2020-09-09 12:54:59;139;36;33;10;15;10;6;0;4;3;0
2020-09-09 12:55:59;139;36;33;10;15;10;6;0;4;3;0
2020-09-09 12:56:58;139;36;33;10;15;10;6;0;4;3;0
2020-09-09 12:57:59;139;36;33;10;15;10;6;0;4;3;0
2020-09-09 12:59:00;140;36;34;10;15;10;6;0;4;3;0
2020-09-09 12:59:58;140;37;34;10;15;9;6;0;4;3;0
2020-09-09 13:00:59;140;37;34;10;15;9;6;0;4;3;0
2020-09-09 13:01:58;140;37;34;10;15;9;6;0;4;3;0
2020-09-09 13:02:59;140;37;34;10;15;9;6;0;4;3;0
2020-09-09 13:03:59;140;37;34;10;15;9;6;0;4;3;0
2020-09-09 13:04:58;142;38;34;10;15;9;7;0;4;3;0
2020-09-09 13:05:59;142;38;34;10;15;9;7;0;4;3;0
2020-09-09 13:06:58;143;38;34;10;15;9;7;0;4;3;0
2020-09-09 13:07:59;143;38;34;10;15;9;7;0;4;3;0
2020-09-09 13:08:59;143;38;34;10;15;9;7;0;4;3;0
2020-09-09 13:09:58;143;38;34;10;15;9;7;0;4;3;0
2020-09-09 13:10:59;143;38;34;10;15;9;7;0;4;3;0
2020-09-09 13:11:59;143;38;34;10;15;9;7;0;4;3;0
2020-09-09 13:12:58;143;38;34;10;15;9;7;0;4;3;0
2020-09-09 13:13:59;144;39;34;10;15;9;7;0;4;3;0
2020-09-09 13:14:59;144;39;34;10;15;9;7;0;4;3;0
2020-09-09 13:15:58;144;39;34;10;15;9;7;0;4;3;0
2020-09-09 13:16:59;144;39;34;10;15;9;7;0;4;3;0
2020-09-09 13:17:59;144;39;34;10;15;9;7;0;4;3;0
2020-09-09 13:18:58;144;39;34;10;15;9;7;0;4;3;0
2020-09-09 13:19:59;144;39;34;10;15;9;7;0;4;3;0
2020-09-09 13:20:59;144;39;34;10;15;9;7;0;4;3;0
2020-09-09 13:21:58;144;39;34;10;15;9;7;0;4;3;0
2020-09-09 13:22:59;144;39;34;10;15;9;7;0;4;3;0
2020-09-09 13:23:58;144;39;34;10;15;9;7;0;4;3;0
2020-09-09 13:24:59;145;39;35;10;15;9;7;0;4;3;0
2020-09-09 13:25:59;145;39;35;10;15;9;7;0;4;3;0
2020-09-09 13:26:59;145;39;35;10;15;9;7;0;4;3;0
2020-09-09 13:27:58;145;39;35;10;15;9;7;0;4;3;0
2020-09-09 13:28:59;145;39;35;10;15;9;7;0;4;3;0
2020-09-09 13:29:59;145;39;35;10;15;9;7;0;4;3;0
2020-09-09 13:30:58;145;39;35;10;15;9;7;0;4;3;0
2020-09-09 13:31:59;145;39;35;10;15;9;7;0;4;3;0
2020-09-09 13:32:59;145;39;35;10;15;9;7;0;4;3;0
