datetime;total_votes;Terkin;Bf109H;Mutafakaz;pupsique;Zippymax;Autumn;DSP_2010;xeitolich;praktik;Есения
2019-01-09 17:18:59;209;122;22;19;12;3;3;0;4;2;6
2019-01-09 17:19:58;209;122;22;19;12;3;3;0;4;2;6
2019-01-09 17:20:59;209;122;22;19;12;3;3;0;4;2;6
2019-01-09 17:21:59;209;122;22;19;12;3;3;0;4;2;6
2019-01-09 17:22:58;209;122;22;19;12;3;3;0;4;2;6
2019-01-09 17:23:59;209;122;22;19;12;3;3;0;4;2;6
2019-01-09 17:24:58;209;122;22;19;12;3;3;0;4;2;6
2019-01-09 17:25:59;209;122;22;19;12;3;3;0;4;2;6
2019-01-09 17:26:59;209;122;22;19;12;3;3;0;4;2;6
2019-01-09 17:27:59;210;122;22;19;12;3;3;0;4;2;6
2019-01-09 17:28:58;210;122;22;19;12;3;3;0;4;2;6
2019-01-09 17:29:59;211;122;23;19;12;3;3;0;4;2;6
2019-01-09 17:30:58;211;122;23;19;12;3;3;0;4;2;6
2019-01-09 17:31:59;211;122;23;19;12;3;3;0;4;2;6
2019-01-09 17:32:59;211;122;23;19;12;3;3;0;4;2;6
2019-01-09 17:33:58;211;122;23;19;12;3;3;0;4;2;6
2019-01-09 17:34:59;211;122;23;19;12;3;3;0;4;2;6
2019-01-09 17:35:59;211;122;23;19;12;3;3;0;4;2;6
2019-01-09 17:36:58;211;122;23;19;12;3;3;0;4;2;6
2019-01-09 17:37:59;211;122;23;21;12;3;3;2;4;2;6
2019-01-09 17:38:59;211;122;23;21;12;3;3;2;4;2;6
2019-01-09 17:39:58;211;122;23;21;12;3;3;2;4;2;6
2019-01-09 17:40:59;211;122;23;21;12;3;3;2;4;2;6
2019-01-09 17:41:59;211;122;23;21;12;3;3;2;4;2;6
2019-01-09 17:42:58;211;122;23;21;12;3;3;2;4;2;6
2019-01-09 17:43:59;211;122;23;21;12;3;3;2;4;2;6
2019-01-09 17:44:59;212;122;24;21;12;3;3;2;4;2;6
2019-01-09 17:45:58;212;122;24;21;12;3;3;2;4;2;6
2019-01-09 17:46:59;213;122;25;21;12;3;3;2;4;2;6
2019-01-09 17:48:00;213;122;25;21;12;3;3;2;4;2;6
2019-01-09 17:48:58;213;121;26;21;12;3;3;2;4;2;6
2019-01-09 17:49:59;213;121;26;21;12;3;3;2;4;2;6
2019-01-09 17:50:58;213;121;26;21;12;3;3;2;4;2;6
2019-01-09 17:51:59;213;121;26;21;12;3;3;2;4;2;6
2019-01-09 17:52:59;214;122;26;21;12;3;3;2;4;2;6
2019-01-09 17:53:58;214;122;26;21;12;3;3;2;4;2;6
2019-01-09 17:54:59;214;122;26;21;12;3;3;2;4;2;6
2019-01-09 17:55:59;214;122;26;21;12;3;3;2;4;2;6
2019-01-09 17:56:58;214;122;26;21;12;3;3;2;4;2;6
2019-01-09 17:57:59;214;122;26;21;12;3;3;2;4;2;6
2019-01-09 17:58:59;214;122;26;21;12;3;3;2;4;2;6
2019-01-09 17:59:58;215;122;26;21;12;3;3;2;4;3;6
2019-01-09 18:00:59;215;122;26;22;12;3;3;2;4;3;6
2019-01-09 18:01:58;215;122;26;22;12;3;3;2;4;3;6
2019-01-09 18:02:59;215;122;26;22;12;3;3;2;4;3;6
2019-01-09 18:03:59;215;122;26;22;12;3;3;2;4;3;6
2019-01-09 18:04:58;215;122;26;22;12;3;3;2;4;3;6
2019-01-09 18:05:59;215;122;26;22;12;3;3;2;4;3;6
2019-01-09 18:06:58;215;122;26;22;12;3;3;2;4;3;6
2019-01-09 18:07:59;215;122;26;22;12;3;3;2;4;3;6
2019-01-09 18:08:58;215;122;26;22;12;3;3;2;4;3;6
2019-01-09 18:09:59;215;122;26;22;12;3;3;2;4;3;6
2019-01-09 18:10:59;215;122;26;22;12;3;3;2;4;3;6
2019-01-09 18:11:59;216;122;26;22;13;3;3;2;4;3;6
2019-01-09 18:12:58;217;123;26;22;13;3;3;2;4;3;6
2019-01-09 18:13:59;217;123;26;22;13;3;3;2;4;3;7
2019-01-09 18:14:58;217;123;26;22;13;3;3;2;4;3;7
2019-01-09 18:15:59;217;123;27;22;13;3;3;2;3;3;7
2019-01-09 18:16:59;217;123;27;22;13;3;3;2;3;3;7
2019-01-09 18:17:58;217;123;27;22;13;3;3;2;3;3;7
2019-01-09 18:18:59;217;123;27;22;13;3;3;2;3;3;7
2019-01-09 18:19:58;217;123;27;22;13;3;3;2;3;3;7
2019-01-09 18:20:59;217;123;27;22;13;3;3;2;3;3;7
2019-01-09 18:21:59;217;123;27;22;13;3;3;2;3;3;7
2019-01-09 18:22:58;218;124;27;22;13;3;3;2;3;3;7
2019-01-09 18:23:59;218;124;27;22;13;3;3;2;3;3;7
2019-01-09 18:24:59;219;123;28;23;13;3;3;2;3;3;7
2019-01-09 18:25:58;219;123;28;23;13;3;3;2;3;3;7
2019-01-09 18:26:59;219;123;28;23;13;3;3;2;3;3;7
2019-01-09 18:27:59;219;123;28;23;13;3;3;2;3;3;7
2019-01-09 18:28:58;219;123;28;23;13;3;3;2;3;3;7
2019-01-09 18:29:59;220;124;28;23;13;3;3;2;3;3;7
2019-01-09 18:30:59;220;124;28;23;13;3;3;2;3;3;7
2019-01-09 18:31:58;220;124;28;23;13;3;3;2;3;3;7
2019-01-09 18:32:59;220;124;28;23;13;3;3;2;3;3;7
2019-01-09 18:33:58;220;124;28;23;13;3;3;2;3;3;7
2019-01-09 18:34:59;220;124;28;23;13;3;3;2;3;3;7
2019-01-09 18:35:59;220;124;28;23;13;3;3;2;3;3;7
2019-01-09 18:36:58;221;125;28;23;13;3;3;2;3;3;7
2019-01-09 18:37:59;221;125;28;23;13;3;3;2;3;3;7
2019-01-09 18:38:59;221;125;28;23;13;3;3;2;3;3;7
2019-01-09 18:39:58;221;125;28;23;13;3;3;2;3;3;7
2019-01-09 18:40:59;221;125;28;23;13;3;3;2;3;3;7
2019-01-09 18:41:59;221;125;28;23;13;3;3;2;3;3;7
2019-01-09 18:42:59;222;126;28;23;13;3;3;2;3;3;7
2019-01-09 18:43:58;222;126;28;23;13;3;3;2;3;3;7
2019-01-09 18:44:59;222;126;28;23;13;3;3;2;3;3;7
2019-01-09 18:45:59;222;126;28;23;13;3;3;2;3;3;7
2019-01-09 18:47:00;223;127;28;23;13;3;3;2;3;3;7
2019-01-09 18:47:58;224;127;28;23;13;4;3;2;3;3;7
2019-01-09 18:48:59;224;127;28;23;13;4;3;2;3;3;7
2019-01-09 18:49:58;225;128;28;23;13;4;3;2;3;3;7
2019-01-09 18:50:59;225;128;28;23;13;4;3;2;3;3;7
2019-01-09 18:51:59;225;128;28;23;13;4;3;2;3;3;7
2019-01-09 18:52:58;226;128;29;23;13;4;3;2;3;3;7
2019-01-09 18:53:59;227;128;30;23;13;4;3;2;3;3;7
2019-01-09 18:54:59;227;128;30;23;13;4;3;2;3;3;7
2019-01-09 18:55:58;227;128;30;23;13;4;3;2;3;3;7
2019-01-09 18:56:59;227;128;30;23;13;4;3;2;3;3;7
2019-01-09 18:57:58;227;128;30;23;13;4;3;2;3;3;7
2019-01-09 18:58:59;227;128;30;23;13;4;3;2;3;3;7
2019-01-09 18:59:59;227;129;29;23;13;4;3;2;3;3;7
2019-01-09 19:00:58;227;129;29;23;13;4;3;2;3;3;7
2019-01-09 19:01:59;228;130;29;23;13;4;3;2;3;3;7
2019-01-09 19:02:59;228;130;29;23;13;4;3;2;3;3;7
2019-01-09 19:03:58;228;130;29;23;13;4;3;2;3;3;7
2019-01-09 19:04:59;228;130;29;23;13;4;3;2;3;3;7
2019-01-09 19:05:59;228;130;29;23;13;4;3;2;3;3;7
2019-01-09 19:06:58;228;130;29;23;13;4;3;2;3;3;7
2019-01-09 19:07:59;228;130;29;23;13;4;3;2;3;3;7
2019-01-09 19:08:59;229;131;29;23;13;4;3;2;3;3;7
2019-01-09 19:09:59;229;131;29;23;13;4;3;2;3;3;7
2019-01-09 19:10:58;229;131;29;23;13;4;3;2;3;3;7
2019-01-09 19:11:59;229;131;29;23;13;4;3;2;3;3;7
2019-01-09 19:12:59;229;131;29;23;13;4;3;2;3;3;7
2019-01-09 19:13:58;230;132;29;23;13;4;3;2;3;3;7
2019-01-09 19:14:59;230;132;29;23;13;4;3;2;3;3;7
2019-01-09 19:15:59;230;132;29;24;13;4;3;2;3;3;6
2019-01-09 19:16:58;230;132;29;24;13;4;3;2;3;3;6
2019-01-09 19:17:59;231;133;29;24;13;4;3;2;3;3;6
2019-01-09 19:18:58;231;133;29;24;13;4;3;2;3;3;6
2019-01-09 19:19:59;231;133;29;24;13;4;3;2;3;3;6
2019-01-09 19:20:59;231;133;29;24;13;4;3;2;3;3;6
2019-01-09 19:21:58;232;133;29;24;14;4;3;2;3;3;6
2019-01-09 19:22:59;232;133;29;24;14;4;3;2;3;3;6
2019-01-09 19:23:58;232;133;29;24;14;4;3;2;3;3;6
2019-01-09 19:24:59;233;133;29;24;15;4;3;2;3;3;6
2019-01-09 19:25:59;233;133;29;24;15;4;3;2;3;3;6
2019-01-09 19:26:58;233;133;29;24;15;4;3;2;3;3;6
2019-01-09 19:27:59;233;133;29;24;15;4;3;2;3;3;6
2019-01-09 19:28:58;233;133;29;24;15;4;3;2;3;3;6
2019-01-09 19:29:59;234;133;29;24;15;5;3;2;3;3;6
2019-01-09 19:30:58;234;133;29;24;15;5;3;2;3;3;6
2019-01-09 19:31:59;234;133;29;24;15;5;3;2;3;3;6
2019-01-09 19:32:59;234;133;29;24;15;5;3;2;3;3;6
2019-01-09 19:33:58;234;133;29;24;15;5;3;2;3;3;6
2019-01-09 19:34:59;235;134;29;24;15;5;3;2;3;3;6
2019-01-09 19:35:58;236;134;29;24;15;5;3;3;3;3;6
2019-01-09 19:36:59;237;134;30;24;15;5;3;3;3;3;6
2019-01-09 19:37:59;237;134;30;24;15;5;3;3;3;3;6
2019-01-09 19:38:58;237;134;30;24;15;5;3;3;3;3;6
2019-01-09 19:39:59;237;134;30;24;15;5;3;3;3;3;6
2019-01-09 19:40:59;237;134;30;24;15;5;3;3;3;3;6
2019-01-09 19:41:58;237;134;30;24;15;5;3;3;3;3;6
2019-01-09 19:42:59;238;134;30;25;15;5;3;3;3;3;6
2019-01-09 19:43:58;238;134;30;25;15;5;3;3;3;3;6
2019-01-09 19:44:59;238;134;30;25;15;5;3;3;3;3;6
2019-01-09 19:45:59;238;134;30;25;15;5;3;3;3;3;6
2019-01-09 19:46:58;238;134;30;25;15;5;3;3;3;3;6
2019-01-09 19:47:59;238;134;30;25;15;5;3;3;3;3;6
2019-01-09 19:48:58;238;134;30;25;15;5;3;3;3;3;6
2019-01-09 19:49:59;239;135;30;25;15;5;3;3;3;3;6
2019-01-09 19:50:59;239;135;30;25;15;5;3;3;3;3;6
2019-01-09 19:51:58;239;135;30;25;15;5;3;3;3;3;6
2019-01-09 19:52:59;239;135;30;25;15;5;3;3;3;3;6
2019-01-09 19:53:59;239;135;30;25;15;5;3;3;3;3;6
2019-01-09 19:54:58;239;134;31;25;15;5;3;3;3;3;6
2019-01-09 19:55:59;239;134;31;25;15;5;3;3;3;3;6
2019-01-09 19:56:59;240;134;31;26;15;5;3;3;3;3;6
2019-01-09 19:57:58;240;134;31;26;15;5;3;3;3;3;6
2019-01-09 19:58:59;240;134;31;26;15;5;3;3;3;3;6
2019-01-09 19:59:59;240;134;31;26;15;5;3;3;3;3;6
2019-01-09 20:00:58;240;134;31;26;15;5;3;3;3;3;6
2019-01-09 20:01:59;240;134;31;26;15;5;3;3;3;3;6
2019-01-09 20:02:59;240;134;31;26;15;5;3;3;3;3;6
2019-01-09 20:03:58;240;134;31;26;15;5;3;3;3;3;6
2019-01-09 20:04:59;241;135;31;26;15;5;3;3;3;3;6
2019-01-09 20:05:58;241;135;31;26;15;5;3;3;3;3;6
2019-01-09 20:06:59;241;135;31;26;15;5;3;3;3;3;6
2019-01-09 20:07:59;241;135;31;26;15;5;3;3;3;3;6
2019-01-09 20:08:58;241;135;31;26;15;5;3;3;3;3;6
2019-01-09 20:09:59;241;135;31;26;15;5;3;3;3;3;6
2019-01-09 20:10:58;241;135;31;26;15;5;3;3;3;3;6
2019-01-09 20:11:59;242;136;31;26;15;5;3;3;3;3;6
2019-01-09 20:12:59;243;136;31;26;15;5;3;3;3;3;6
2019-01-09 20:13:58;243;136;31;26;15;5;3;3;3;3;6
2019-01-09 20:14:59;243;136;31;26;15;5;3;3;3;3;6
2019-01-09 20:15:58;243;136;31;26;15;5;3;3;3;3;6
2019-01-09 20:16:59;244;136;31;26;15;5;3;3;4;3;6
2019-01-09 20:17:59;244;136;31;26;15;5;3;3;4;3;6
2019-01-09 20:18:58;244;136;31;26;15;5;3;3;4;3;6
2019-01-09 20:19:59;244;136;31;26;15;5;3;3;4;3;6
2019-01-09 20:20:59;244;136;31;26;15;5;3;3;4;3;6
2019-01-09 20:21:58;244;136;31;26;15;5;3;3;4;3;6
2019-01-09 20:22:59;244;136;31;26;15;5;3;3;4;3;6
2019-01-09 20:23:59;244;136;31;26;15;5;3;3;4;3;6
2019-01-09 20:24:58;246;136;31;26;16;6;3;3;4;3;6
2019-01-09 20:25:59;246;136;31;26;16;6;3;3;4;3;6
2019-01-09 20:26:58;246;136;31;26;16;6;3;3;4;3;6
2019-01-09 20:27:59;246;136;31;26;16;6;3;3;4;3;6
2019-01-09 20:28:59;248;136;32;27;16;6;3;3;4;3;6
2019-01-09 20:29:58;248;136;32;27;16;6;3;3;4;3;6
2019-01-09 20:30:59;248;136;32;27;16;6;3;3;4;3;6
2019-01-09 20:31:59;249;137;32;27;16;6;3;3;4;3;6
2019-01-09 20:32:58;249;137;32;27;16;6;3;3;4;3;6
2019-01-09 20:33:59;249;137;32;27;16;6;3;3;4;3;6
2019-01-09 20:34:59;249;137;32;27;16;6;3;3;4;3;6
2019-01-09 20:36:00;250;137;33;27;16;6;3;3;4;3;6
2019-01-09 20:36:58;250;137;33;27;16;6;3;3;4;3;6
2019-01-09 20:37:59;250;137;33;27;16;6;3;3;4;3;6
2019-01-09 20:38:58;251;137;34;27;16;6;3;3;4;3;6
2019-01-09 20:39:59;251;137;34;27;16;6;3;3;4;3;6
2019-01-09 20:40:59;251;137;34;27;16;6;3;3;4;3;6
2019-01-09 20:41:58;251;137;34;27;16;6;3;3;4;3;6
2019-01-09 20:42:59;251;137;35;27;16;6;3;3;4;3;5
2019-01-09 20:43:59;252;138;35;27;16;6;3;3;4;3;5
2019-01-09 20:44:58;252;138;35;27;16;6;3;3;4;3;5
2019-01-09 20:45:59;252;138;35;27;16;6;3;3;4;3;5
2019-01-09 20:46:58;252;138;35;27;16;6;3;3;4;3;5
2019-01-09 20:47:59;252;138;35;27;16;6;3;3;4;3;5
2019-01-09 20:48:59;252;138;35;27;16;6;3;3;4;3;5
2019-01-09 20:49:58;252;138;35;27;16;6;3;3;4;3;5
2019-01-09 20:50:59;252;138;35;27;16;6;3;3;4;3;5
2019-01-09 20:51:59;252;138;35;27;16;6;3;3;4;3;5
2019-01-09 20:52:58;253;139;35;27;16;6;3;3;4;3;5
2019-01-09 20:53:59;253;139;35;27;16;6;3;3;4;3;5
2019-01-09 20:54:59;253;139;35;27;16;6;3;3;4;3;5
2019-01-09 20:55:58;253;139;35;27;16;6;3;3;4;3;5
2019-01-09 20:56:59;254;139;36;27;16;6;3;3;4;3;5
2019-01-09 20:57:58;255;140;36;27;16;6;3;3;4;3;5
2019-01-09 20:58:59;255;140;36;27;16;6;3;3;4;3;5
2019-01-09 20:59:59;255;140;36;27;16;6;3;3;4;3;5
2019-01-09 21:00:58;255;140;36;27;16;6;3;3;4;3;5
2019-01-09 21:01:59;255;140;36;27;16;6;3;3;4;3;5
2019-01-09 21:02:59;256;140;37;27;16;6;3;3;4;3;5
2019-01-09 21:03:58;256;140;37;27;16;6;3;3;4;3;5
2019-01-09 21:04:59;256;140;37;27;16;6;3;3;4;3;5
2019-01-09 21:05:58;256;140;37;27;16;6;3;3;4;3;5
2019-01-09 21:06:59;256;140;37;27;16;6;3;3;4;3;5
2019-01-09 21:07:59;256;140;37;27;16;6;3;3;4;3;5
2019-01-09 21:08:58;256;140;37;27;16;6;3;3;4;3;5
2019-01-09 21:09:59;256;140;37;27;16;6;3;3;4;3;5
2019-01-09 21:10:59;256;140;37;27;16;6;3;3;4;3;5
2019-01-09 21:11:58;256;140;37;27;16;6;3;3;4;3;5
2019-01-09 21:12:59;256;140;37;27;16;6;3;3;4;3;5
2019-01-09 21:13:58;257;140;37;27;16;7;3;3;4;3;5
2019-01-09 21:14:59;257;140;37;27;16;7;3;3;4;3;5
2019-01-09 21:15:59;257;140;37;27;16;7;3;3;4;3;5
2019-01-09 21:16:58;257;140;37;27;16;7;3;3;4;3;5
2019-01-09 21:17:59;257;140;37;27;16;7;3;3;4;3;5
2019-01-09 21:18:58;257;140;37;27;16;7;3;3;4;3;5
2019-01-09 21:19:59;257;140;37;27;16;7;3;3;4;3;5
2019-01-09 21:20:58;257;140;37;27;16;7;3;3;4;3;5
2019-01-09 21:21:59;258;140;37;27;17;7;3;3;4;3;5
2019-01-09 21:22:59;258;140;37;27;17;7;3;3;4;3;5
2019-01-09 21:23:58;259;140;37;27;17;7;3;3;4;3;5
2019-01-09 21:24:59;259;140;37;27;17;7;3;3;4;3;5
2019-01-09 21:25:59;259;140;37;27;17;7;3;3;4;3;5
2019-01-09 21:26:58;259;140;37;27;17;7;3;3;4;3;5
2019-01-09 21:27:59;259;140;37;27;17;7;3;3;4;3;5
2019-01-09 21:28:58;259;140;37;27;17;7;3;3;4;3;5
2019-01-09 21:29:59;259;140;37;27;17;7;3;3;4;3;5
2019-01-09 21:30:59;260;141;37;27;17;7;3;3;4;3;5
2019-01-09 21:31:58;260;141;37;27;17;7;3;3;4;3;5
2019-01-09 21:32:59;260;141;37;27;17;7;3;3;4;3;5
2019-01-09 21:33:59;260;141;37;27;17;7;3;3;4;3;5
2019-01-09 21:34:58;260;141;37;27;17;7;3;3;4;3;5
2019-01-09 21:35:59;262;142;38;27;17;7;3;3;4;3;5
2019-01-09 21:36:59;262;142;38;27;17;7;3;3;4;3;5
2019-01-09 21:37:58;262;142;38;27;17;7;3;3;4;3;5
2019-01-09 21:38:59;262;142;38;27;17;7;3;3;4;3;5
2019-01-09 21:39:58;262;142;38;27;17;7;3;3;4;3;5
2019-01-09 21:40:59;262;142;38;27;17;7;3;3;4;3;5
2019-01-09 21:41:59;262;142;38;27;17;7;3;3;4;3;5
2019-01-09 21:42:58;262;142;38;27;17;7;3;3;4;3;5
2019-01-09 21:43:59;262;142;38;27;17;7;3;3;4;3;5
2019-01-09 21:44:59;262;142;38;27;17;7;3;3;4;3;5
2019-01-09 21:45:58;262;142;38;27;17;7;3;3;4;3;5
2019-01-09 21:46:59;262;142;38;27;17;7;3;3;4;3;5
2019-01-09 21:47:58;263;143;38;27;17;7;3;3;4;3;5
2019-01-09 21:48:59;263;143;38;27;17;7;3;3;4;3;5
2019-01-09 21:49:59;263;143;38;27;17;7;3;3;4;3;5
2019-01-09 21:50:58;264;143;39;27;17;7;3;3;4;3;5
2019-01-09 21:51:59;264;143;39;27;17;7;3;3;4;3;5
2019-01-09 21:52:59;264;143;39;27;17;7;3;3;4;3;5
2019-01-09 21:53:58;264;143;39;27;17;7;3;3;4;3;5
2019-01-09 21:54:59;264;143;39;27;17;7;3;3;4;3;5
2019-01-09 21:55:58;264;143;39;27;17;7;3;3;4;3;5
2019-01-09 21:56:59;264;143;39;27;17;7;3;3;4;3;5
2019-01-09 21:57:59;264;143;40;26;17;7;3;3;4;3;5
2019-01-09 21:58:58;264;143;40;26;17;7;3;3;4;3;5
2019-01-09 21:59:59;264;143;40;26;17;7;3;3;4;3;5
2019-01-09 22:00:58;264;143;40;26;17;7;3;3;4;3;5
2019-01-09 22:01:59;263;143;40;25;17;7;3;3;4;3;5
2019-01-09 22:02:59;264;143;41;25;17;7;3;3;4;3;5
2019-01-09 22:03:58;264;143;41;25;17;7;3;3;4;3;5
2019-01-09 22:04:59;264;143;41;25;17;7;3;3;4;3;5
2019-01-09 22:05:59;265;143;41;25;17;8;3;3;4;3;5
2019-01-09 22:06:58;265;143;41;25;17;8;3;3;4;3;5
2019-01-09 22:07:59;265;143;41;25;17;8;3;3;4;3;5
2019-01-09 22:08:58;265;143;41;25;17;8;3;3;4;3;5
2019-01-09 22:09:59;265;143;41;25;17;8;3;3;4;3;5
2019-01-09 22:10:59;265;143;41;25;17;8;3;3;4;3;5
2019-01-09 22:11:58;265;143;41;25;17;8;3;3;4;3;5
2019-01-09 22:12:59;265;143;41;25;17;8;3;3;4;3;5
2019-01-09 22:13:58;265;143;41;25;17;8;3;3;4;3;5
2019-01-09 22:14:59;265;143;41;25;17;8;3;3;4;3;5
2019-01-09 22:15:59;265;143;41;25;17;8;3;3;4;3;5
2019-01-09 22:16:58;265;143;41;25;17;8;3;3;4;3;5
2019-01-09 22:17:59;266;144;41;25;17;8;3;3;4;3;5
2019-01-09 22:19:00;266;144;41;25;17;8;3;3;4;3;5
2019-01-09 22:19:58;266;144;41;25;17;8;3;3;4;3;5
2019-01-09 22:20:59;266;144;41;25;17;8;3;3;4;3;5
2019-01-09 22:21:58;266;144;41;25;17;8;3;3;4;3;5
2019-01-09 22:22:59;266;144;41;25;17;8;3;3;4;3;5
2019-01-09 22:23:59;266;144;41;25;17;8;3;3;4;3;5
2019-01-09 22:24:58;266;144;41;25;17;8;3;3;4;3;5
2019-01-09 22:25:59;268;145;42;25;17;8;3;3;4;3;5
2019-01-09 22:26:59;268;145;42;25;17;8;3;3;4;3;5
2019-01-09 22:27:58;267;145;41;25;17;8;3;3;4;3;5
2019-01-09 22:28:59;269;146;42;25;17;8;3;3;4;3;5
2019-01-09 22:29:59;269;146;42;25;17;8;3;3;4;3;5
2019-01-09 22:30:58;269;146;42;25;17;8;3;3;4;3;5
2019-01-09 22:31:59;269;145;42;25;17;8;3;4;4;3;5
2019-01-09 22:32:59;269;145;42;25;17;8;3;4;4;3;5
2019-01-09 22:33:58;269;145;42;25;17;8;3;4;4;3;5
2019-01-09 22:34:59;269;145;42;25;17;8;3;4;4;3;5
2019-01-09 22:35:58;269;145;42;25;17;8;3;4;4;3;5
2019-01-09 22:36:59;269;145;42;25;17;8;3;4;4;3;5
2019-01-09 22:37:58;269;145;42;25;17;8;3;4;4;3;5
2019-01-09 22:38:59;269;145;42;25;17;8;3;4;4;3;5
2019-01-09 22:39:58;269;145;42;25;17;8;3;4;4;3;5
2019-01-09 22:40:59;269;145;42;25;17;8;3;4;4;3;5
2019-01-09 22:41:59;269;145;42;25;17;8;3;4;4;3;5
2019-01-09 22:42:58;269;145;42;25;17;8;3;4;4;3;5
2019-01-09 22:43:59;269;145;42;25;17;8;3;4;4;3;5
2019-01-09 22:44:59;269;145;42;25;17;8;3;4;4;3;5
2019-01-09 22:45:58;269;145;42;25;17;8;3;4;4;3;5
2019-01-09 22:46:59;270;145;43;25;17;8;3;4;4;3;5
2019-01-09 22:47:59;270;145;43;25;17;8;3;4;4;3;5
2019-01-09 22:48:58;270;145;43;25;17;8;3;4;4;3;5
2019-01-09 22:49:59;271;146;43;25;17;8;3;4;4;3;5
2019-01-09 22:50:58;272;146;44;25;17;8;3;4;4;3;5
2019-01-09 22:51:59;272;146;44;25;17;8;3;4;4;3;5
2019-01-09 22:52:59;271;146;44;24;17;8;3;4;4;3;5
2019-01-09 22:53:58;271;146;44;24;17;8;3;4;4;3;5
2019-01-09 22:54:59;271;146;44;24;17;8;3;4;4;3;5
2019-01-09 22:55:59;271;146;44;24;17;8;3;4;4;3;5
2019-01-09 22:56:58;271;146;44;24;17;8;3;4;4;3;5
2019-01-09 22:57:59;271;146;44;24;17;8;3;4;4;3;5
2019-01-09 22:58:58;271;146;44;24;17;8;3;4;4;3;5
2019-01-09 22:59:59;271;146;44;24;17;8;3;4;4;3;5
2019-01-09 23:00:59;271;146;44;24;17;8;3;4;4;3;5
2019-01-09 23:01:58;271;146;44;24;17;8;3;4;4;3;5
2019-01-09 23:02:59;271;146;44;24;17;8;3;4;4;3;5
2019-01-09 23:03:58;271;146;44;24;17;8;3;4;4;3;5
2019-01-09 23:04:59;272;147;44;24;17;8;3;4;4;3;5
2019-01-09 23:05:59;272;147;44;24;17;8;3;4;4;3;5
2019-01-09 23:06:58;272;147;44;24;17;8;3;4;4;3;5
2019-01-09 23:07:59;272;147;44;24;17;8;3;4;4;3;5
2019-01-09 23:08:59;273;147;44;24;17;8;3;4;4;4;5
2019-01-09 23:09:58;273;147;44;24;17;8;3;4;4;4;5
2019-01-09 23:10:59;274;147;44;24;17;8;4;4;4;4;5
2019-01-09 23:11:59;275;147;44;24;17;8;5;4;4;4;5
2019-01-09 23:12:58;275;147;44;24;17;8;5;4;4;4;5
2019-01-09 23:13:59;276;147;44;24;17;8;5;5;4;4;5
2019-01-09 23:14:58;276;147;43;24;17;8;5;5;4;5;5
2019-01-09 23:15:59;275;147;41;24;17;8;5;5;5;5;5
2019-01-09 23:16:59;275;147;41;24;17;8;5;5;5;5;5
2019-01-09 23:17:58;275;147;41;24;17;8;5;5;5;5;5
2019-01-09 23:18:59;275;147;41;24;17;8;5;5;5;5;5
2019-01-09 23:19:58;275;147;41;24;17;8;5;5;5;5;5
2019-01-09 23:20:59;277;148;41;24;17;8;5;6;5;5;5
2019-01-09 23:21:59;277;148;41;24;17;8;5;6;5;5;5
2019-01-09 23:22:58;278;149;41;24;17;8;5;6;5;5;5
2019-01-09 23:23:59;278;149;41;24;17;8;5;6;5;5;5
2019-01-09 23:24:59;279;149;41;24;17;8;5;6;5;6;5
2019-01-09 23:25:58;279;149;41;24;17;8;5;6;5;6;5
2019-01-09 23:26:59;279;149;41;24;17;8;5;6;5;6;5
2019-01-09 23:27:59;278;149;41;24;17;8;5;6;5;5;5
2019-01-09 23:28:58;278;149;41;24;17;8;5;6;5;5;5
2019-01-09 23:29:59;278;149;41;24;17;8;5;6;5;5;5
2019-01-09 23:30:59;278;149;41;24;17;8;5;6;5;5;5
2019-01-09 23:31:58;278;149;41;24;17;8;5;6;5;5;5
2019-01-09 23:32:59;278;149;41;24;17;8;5;6;5;5;5
2019-01-09 23:33:58;278;149;41;24;17;8;5;6;5;5;5
2019-01-09 23:34:59;278;149;41;24;17;8;5;6;5;5;5
2019-01-09 23:35:58;278;149;41;24;17;8;5;6;5;5;5
2019-01-09 23:36:59;278;149;41;24;17;8;5;6;5;5;5
2019-01-09 23:37:59;278;149;41;24;17;8;5;6;5;5;5
2019-01-09 23:38:58;278;149;41;24;17;8;5;6;5;5;5
2019-01-09 23:39:59;279;149;41;24;17;8;6;6;5;5;5
2019-01-09 23:40:58;279;149;41;24;17;8;6;6;5;5;5
2019-01-09 23:41:59;279;149;41;24;17;8;6;6;5;5;5
2019-01-09 23:42:58;280;149;41;24;17;8;6;6;5;5;5
2019-01-09 23:43:59;282;149;43;24;17;8;6;6;5;5;5
2019-01-09 23:44:58;282;149;43;24;17;8;6;6;5;5;5
2019-01-09 23:45:59;282;149;43;24;17;8;6;6;5;5;5
2019-01-09 23:46:59;282;149;43;24;17;8;6;6;5;5;5
2019-01-09 23:47:58;282;149;43;24;17;8;6;6;5;5;5
2019-01-09 23:48:59;282;149;43;24;17;8;6;6;5;5;5
2019-01-09 23:49:59;282;149;43;24;17;8;6;6;5;5;5
2019-01-09 23:50:58;282;149;43;24;17;8;6;6;5;5;5
2019-01-09 23:51:59;282;149;43;24;17;8;6;6;5;5;5
2019-01-09 23:52:59;282;149;43;24;17;8;6;6;5;5;5
2019-01-09 23:53:58;282;149;43;24;17;8;6;6;5;5;5
2019-01-09 23:54:59;282;149;43;24;17;8;6;6;5;5;5
2019-01-09 23:55:58;282;149;43;24;17;8;6;6;5;5;5
