datetime;total_votes;Bf109H;Duran;Rumpelstilzchen;KOCTOPE3;vjik;Есения;dma4004;EMAILWARENFABRIK;Ejik;kiLstrom
2021-03-31 14:30:59;80;27;14;15;1;5;0;2;0;0;0
2021-03-31 14:31:59;80;27;14;15;1;5;0;2;0;0;0
2021-03-31 14:32:58;80;27;14;15;1;5;0;2;0;0;0
2021-03-31 14:33:59;80;27;14;15;1;5;0;2;0;0;0
2021-03-31 14:34:59;80;27;14;15;1;5;0;2;0;0;0
2021-03-31 14:35:58;80;27;14;15;1;5;0;2;0;0;0
2021-03-31 14:36:59;80;27;14;15;1;5;0;2;0;0;0
2021-03-31 14:37:59;80;27;14;15;1;5;0;2;0;0;0
2021-03-31 14:38:58;80;27;14;15;1;5;0;2;0;0;0
2021-03-31 14:39:59;80;27;14;15;1;5;0;2;0;0;0
2021-03-31 14:40:59;80;27;14;15;1;5;0;2;0;0;0
2021-03-31 14:41:58;80;27;14;15;1;5;0;2;0;0;0
2021-03-31 14:42:59;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:43:58;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:44:59;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:45:59;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:46:58;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:47:59;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:48:59;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:49:58;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:50:59;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:51:59;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:52:58;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:53:59;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:54:59;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:55:58;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:56:59;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:57:59;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:58:59;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 14:59:58;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 15:00:59;81;28;14;15;1;5;0;2;0;0;0
2021-03-31 15:01:59;82;28;14;15;2;5;0;2;0;0;0
2021-03-31 15:02:58;82;28;14;15;2;5;0;2;0;0;0
2021-03-31 15:03:59;82;28;14;15;2;5;0;2;0;0;0
2021-03-31 15:04:59;82;28;14;15;2;5;0;2;0;0;0
2021-03-31 15:05:58;83;28;14;16;2;5;0;2;0;0;0
2021-03-31 15:06:59;84;29;14;16;2;5;0;2;0;0;0
2021-03-31 15:07:58;84;29;14;16;2;5;0;2;0;0;0
2021-03-31 15:08:59;84;29;14;16;2;5;0;2;0;0;0
2021-03-31 15:09:59;84;29;14;16;2;5;0;2;0;0;0
2021-03-31 15:10:58;84;29;14;16;2;5;0;2;0;0;0
2021-03-31 15:11:59;84;29;14;16;2;5;0;2;0;0;0
2021-03-31 15:12:58;84;29;14;16;2;5;0;2;0;0;0
2021-03-31 15:13:59;85;29;14;16;2;5;0;2;1;0;0
2021-03-31 15:14:59;85;29;14;16;2;5;0;2;1;0;0
2021-03-31 15:15:58;85;29;14;16;2;5;0;2;1;0;0
2021-03-31 15:16:59;85;29;14;16;2;5;0;2;1;0;0
2021-03-31 15:17:59;85;29;14;16;2;5;0;2;1;0;0
2021-03-31 15:18:58;85;29;14;16;2;5;0;2;1;0;0
2021-03-31 15:19:59;85;29;14;16;2;5;0;2;1;0;0
2021-03-31 15:20:58;85;29;14;16;2;5;0;2;1;0;0
2021-03-31 15:21:59;86;29;14;17;2;5;0;2;1;0;0
2021-03-31 15:22:59;86;29;14;17;2;5;0;2;1;0;0
2021-03-31 15:23:58;86;29;14;17;2;5;0;2;1;0;0
2021-03-31 15:24:59;86;29;14;17;2;5;0;2;1;0;0
2021-03-31 15:25:59;86;29;14;17;2;5;0;2;1;0;0
2021-03-31 15:26:58;86;29;14;17;2;5;0;2;1;0;0
2021-03-31 15:27:59;86;29;14;17;2;5;0;2;1;0;0
2021-03-31 15:28:58;86;29;14;17;2;5;0;2;1;0;0
2021-03-31 15:29:59;86;29;14;17;2;5;0;2;1;0;0
2021-03-31 15:30:58;86;29;14;17;2;5;0;2;1;0;0
2021-03-31 15:31:59;86;29;14;17;2;5;0;2;1;0;0
2021-03-31 15:32:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:33:58;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:34:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:35:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:36:58;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:37:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:38:58;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:39:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:40:58;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:41:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:43:00;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:43:58;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:44:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:45:58;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:46:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:47:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:48:58;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:49:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:50:58;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:51:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:52:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:53:58;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:54:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:55:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:56:58;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:57:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:58:59;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 15:59:58;87;29;14;17;3;5;0;2;1;0;0
2021-03-31 16:00:59;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:01:59;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:02:59;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:03:58;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:04:59;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:05:58;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:06:59;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:07:59;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:08:58;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:09:59;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:10:59;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:11:58;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:12:59;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:13:58;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:14:59;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:16:00;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:16:58;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:17:59;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:18:58;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:19:59;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:20:59;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:21:58;88;29;15;17;3;5;0;2;1;0;0
2021-03-31 16:22:59;89;29;15;18;3;5;0;2;1;0;0
2021-03-31 16:23:59;89;29;15;18;3;5;0;2;1;0;0
2021-03-31 16:24:58;90;29;16;18;3;5;0;2;1;0;0
2021-03-31 16:25:59;90;29;16;18;3;5;0;2;1;0;0
2021-03-31 16:26:58;90;29;16;18;3;5;0;2;1;0;0
2021-03-31 16:27:59;90;29;16;18;3;5;0;2;1;0;0
2021-03-31 16:28:59;90;29;16;18;3;5;0;2;1;0;0
2021-03-31 16:29:58;91;30;16;18;3;5;0;2;1;0;0
2021-03-31 16:30:59;91;30;16;18;3;5;0;2;1;0;0
2021-03-31 16:31:58;91;30;16;18;3;5;0;2;1;0;0
2021-03-31 16:32:59;91;30;16;18;3;5;0;2;1;0;0
2021-03-31 16:33:59;91;30;16;18;3;5;0;2;1;0;0
2021-03-31 16:34:58;91;30;16;18;3;5;0;2;1;0;0
2021-03-31 16:35:59;91;30;16;18;3;5;0;2;1;0;0
2021-03-31 16:36:58;91;30;16;18;3;5;0;2;1;0;0
2021-03-31 16:37:59;91;30;16;18;3;5;0;2;1;0;0
2021-03-31 16:38:59;91;30;16;18;3;5;0;2;1;0;0
2021-03-31 16:39:58;92;30;16;18;3;5;2;2;1;0;0
2021-03-31 16:40:59;93;30;16;18;3;5;2;2;0;2;0
2021-03-31 16:41:59;93;30;16;18;3;5;2;2;0;2;0
2021-03-31 16:42:58;93;30;16;18;3;5;2;2;0;2;0
2021-03-31 16:43:59;93;30;16;18;3;5;2;2;0;2;0
2021-03-31 16:44:59;93;30;16;18;3;5;2;2;0;2;0
2021-03-31 16:45:58;93;30;16;18;3;5;2;2;0;2;0
2021-03-31 16:46:59;93;30;16;18;3;5;2;2;0;2;0
2021-03-31 16:47:58;94;31;16;18;3;5;2;2;0;2;0
2021-03-31 16:48:59;95;32;16;18;3;5;2;2;0;2;0
2021-03-31 16:49:59;95;32;16;18;3;5;2;2;0;2;0
2021-03-31 16:50:58;95;32;16;18;3;5;2;2;0;2;0
2021-03-31 16:51:59;95;32;16;18;3;5;2;2;0;2;0
2021-03-31 16:52:58;95;32;16;18;3;5;2;2;0;2;0
2021-03-31 16:53:59;96;32;16;19;3;5;2;2;0;2;0
2021-03-31 16:55:00;96;32;16;19;3;5;2;2;0;2;0
2021-03-31 16:55:58;96;32;16;19;3;5;2;2;0;2;0
2021-03-31 16:56:59;96;32;16;19;3;5;2;2;0;2;0
2021-03-31 16:57:58;96;32;16;19;3;5;2;2;0;2;0
2021-03-31 16:58:59;96;32;16;19;3;5;2;2;0;2;0
2021-03-31 16:59:59;96;32;16;19;3;5;2;2;0;2;0
2021-03-31 17:00:58;97;32;16;19;3;5;2;2;1;2;0
2021-03-31 17:01:59;97;32;16;19;3;5;2;2;1;2;0
2021-03-31 17:02:58;97;32;16;19;3;5;2;2;1;2;0
2021-03-31 17:03:59;97;32;16;19;3;5;2;2;1;2;0
2021-03-31 17:04:59;97;32;16;19;3;5;2;2;1;2;0
2021-03-31 17:05:58;97;32;16;19;3;5;2;2;1;2;0
2021-03-31 17:06:59;98;32;16;19;3;5;3;2;1;2;0
2021-03-31 17:07:59;98;32;16;19;3;5;3;2;1;2;0
2021-03-31 17:08:59;98;32;16;19;3;5;3;2;1;2;0
2021-03-31 17:09:58;99;32;17;19;3;5;3;2;1;2;0
2021-03-31 17:10:59;100;33;17;19;3;5;3;2;1;2;0
2021-03-31 17:11:58;100;33;17;19;3;5;3;2;1;2;0
2021-03-31 17:12:59;100;33;17;19;3;5;3;2;1;2;0
2021-03-31 17:13:59;100;33;17;19;3;5;3;2;1;2;0
2021-03-31 17:14:58;100;33;17;19;3;5;3;2;1;2;0
2021-03-31 17:15:59;100;33;17;19;3;5;3;2;1;2;0
2021-03-31 17:16:59;100;33;17;19;3;5;3;2;1;2;0
2021-03-31 17:17:58;100;33;17;19;3;5;3;2;1;2;0
2021-03-31 17:18:59;100;33;17;19;3;5;3;2;1;2;0
2021-03-31 17:19:59;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:20:58;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:21:59;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:22:59;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:23:58;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:24:59;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:25:59;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:26:58;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:27:59;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:28:59;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:29:59;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:30:58;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:31:59;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:32:59;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:33:58;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:34:59;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:35:59;101;33;17;19;3;5;4;2;1;2;0
2021-03-31 17:36:58;103;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:37:59;103;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:38:58;103;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:39:59;103;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:40:58;103;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:41:59;103;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:42:59;103;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:43:58;103;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:44:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:45:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:46:58;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:47:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:48:58;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:49:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:50:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:51:58;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:52:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:53:58;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:54:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:55:58;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:56:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:57:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:58:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 17:59:58;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 18:00:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 18:01:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 18:02:58;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 18:03:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 18:04:58;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 18:05:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 18:06:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 18:07:58;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 18:08:59;105;33;17;19;3;5;5;2;1;2;0
2021-03-31 18:09:58;106;33;17;19;3;6;5;2;1;2;0
2021-03-31 18:10:59;106;33;17;19;3;6;5;2;1;2;0
2021-03-31 18:11:59;106;33;17;19;3;6;5;2;1;2;0
2021-03-31 18:12:58;106;33;17;19;3;6;5;2;1;2;0
2021-03-31 18:13:59;106;33;17;19;3;6;5;2;1;2;0
2021-03-31 18:14:59;106;33;17;19;3;6;5;2;1;2;0
2021-03-31 18:15:58;106;33;17;19;3;6;5;2;1;2;0
2021-03-31 18:16:59;107;33;17;19;4;6;5;2;1;2;0
2021-03-31 18:17:58;107;33;17;19;4;6;5;2;1;2;0
2021-03-31 18:18:59;107;33;17;19;4;6;5;2;1;2;0
2021-03-31 18:19:59;107;33;17;19;4;6;5;2;1;2;0
2021-03-31 18:20:58;107;33;17;19;4;6;5;2;1;2;0
2021-03-31 18:21:59;107;33;17;19;4;6;5;2;1;2;0
2021-03-31 18:22:59;107;33;17;19;4;6;5;2;1;2;0
2021-03-31 18:23:58;107;33;17;19;4;6;5;2;1;2;0
2021-03-31 18:24:59;107;33;17;19;4;6;5;2;1;2;0
2021-03-31 18:25:58;107;33;17;19;4;6;5;2;1;2;0
2021-03-31 18:26:59;107;33;17;19;4;6;5;2;1;2;0
2021-03-31 18:27:59;107;33;17;19;4;6;5;2;1;2;0
2021-03-31 18:28:58;108;33;18;19;4;6;5;2;1;2;0
2021-03-31 18:29:59;108;33;18;19;4;6;5;2;1;2;0
2021-03-31 18:30:59;108;33;18;19;4;6;5;2;1;2;0
2021-03-31 18:31:59;108;33;18;19;4;6;5;2;1;2;0
2021-03-31 18:32:59;108;33;18;19;4;6;5;2;1;2;0
2021-03-31 18:33:59;108;33;18;19;4;6;5;2;1;2;0
2021-03-31 18:34:58;108;33;18;19;4;6;5;2;1;2;0
2021-03-31 18:35:59;108;33;18;19;4;6;5;2;1;2;0
2021-03-31 18:36:58;108;33;18;19;4;6;5;2;1;2;0
2021-03-31 18:37:59;109;34;18;19;4;6;5;2;1;2;0
2021-03-31 18:38:58;109;34;18;19;4;6;5;2;1;2;0
2021-03-31 18:39:59;109;34;18;19;4;6;5;2;1;2;0
2021-03-31 18:40:58;109;34;18;19;4;6;5;2;1;2;0
2021-03-31 18:41:59;109;34;18;19;4;6;5;2;1;2;0
2021-03-31 18:42:58;109;34;18;19;4;6;5;2;1;2;0
2021-03-31 18:43:59;109;34;18;19;4;6;5;2;1;2;0
2021-03-31 18:44:58;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 18:45:59;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 18:47:00;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 18:47:58;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 18:48:59;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 18:49:58;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 18:50:59;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 18:51:59;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 18:52:58;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 18:53:59;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 18:55:00;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 18:55:59;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 18:56:59;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 18:57:59;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 18:58:58;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 18:59:59;110;34;18;19;4;6;5;2;0;2;1
2021-03-31 19:00:59;111;34;19;19;4;6;5;2;0;2;1
2021-03-31 19:01:58;111;34;19;19;4;6;5;2;0;2;1
2021-03-31 19:02:59;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:03:59;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:04:58;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:05:59;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:06:59;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:07:58;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:08:59;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:09:59;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:10:58;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:11:59;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:12:58;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:13:59;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:14:59;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:15:58;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:16:59;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:17:59;112;34;20;19;4;6;5;2;0;2;1
2021-03-31 19:18:58;113;34;21;19;4;6;5;2;0;2;1
2021-03-31 19:19:59;113;34;21;19;4;6;5;2;0;2;1
2021-03-31 19:20:59;113;34;21;19;4;6;5;2;0;2;1
2021-03-31 19:21:58;113;34;21;19;4;6;5;2;0;2;1
2021-03-31 19:22:59;113;34;21;19;4;6;5;2;0;2;1
2021-03-31 19:23:58;113;34;21;19;4;6;5;2;0;2;1
2021-03-31 19:24:59;113;34;21;19;4;6;5;2;0;2;1
2021-03-31 19:25:59;113;34;21;19;4;6;5;2;0;2;1
2021-03-31 19:26:58;113;34;21;19;4;6;5;2;0;2;1
2021-03-31 19:27:59;113;34;21;19;4;6;5;2;0;2;1
2021-03-31 19:28:58;113;34;21;19;4;6;5;2;0;2;1
2021-03-31 19:29:59;113;34;21;19;4;6;5;2;0;2;1
2021-03-31 19:30:58;113;34;21;19;4;6;5;2;0;2;1
2021-03-31 19:31:59;114;34;21;20;4;6;5;2;0;2;1
2021-03-31 19:32:59;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:33:59;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:34:58;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:35:59;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:36:58;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:37:59;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:38:59;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:39:58;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:40:59;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:41:58;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:42:59;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:43:59;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:44:58;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:45:59;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:46:59;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:47:58;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:48:59;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:49:59;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:50:58;115;35;21;20;4;6;5;2;0;2;1
2021-03-31 19:51:59;116;36;21;20;4;6;5;2;0;2;1
2021-03-31 19:52:59;116;36;21;20;4;6;5;2;0;2;1
2021-03-31 19:53:58;117;37;21;20;4;6;5;2;0;2;1
2021-03-31 19:54:59;117;37;21;20;4;6;5;2;0;2;1
2021-03-31 19:55:59;117;37;21;20;4;6;5;2;0;2;1
2021-03-31 19:56:58;117;37;21;20;4;6;5;2;0;2;1
2021-03-31 19:57:59;117;37;21;20;4;6;5;2;0;2;1
2021-03-31 19:58:58;117;37;21;20;4;6;5;2;0;2;1
2021-03-31 19:59:59;118;37;22;20;4;6;5;2;0;2;1
2021-03-31 20:00:58;118;37;22;20;4;6;5;2;0;2;1
2021-03-31 20:01:59;118;37;22;20;4;6;5;2;0;2;1
2021-03-31 20:02:59;119;38;22;20;4;6;5;2;0;2;1
2021-03-31 20:03:58;119;38;22;20;4;6;5;2;0;2;1
2021-03-31 20:04:59;119;38;22;20;4;6;5;2;0;2;1
2021-03-31 20:05:59;119;38;22;20;4;6;5;2;0;2;1
2021-03-31 20:06:58;119;38;22;20;4;6;5;2;0;2;1
2021-03-31 20:07:59;120;38;23;20;4;6;5;2;0;2;1
2021-03-31 20:08:58;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:09:59;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:10:59;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:11:58;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:12:59;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:13:58;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:14:59;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:15:59;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:16:58;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:17:59;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:18:59;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:19:59;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:20:58;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:21:59;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:22:59;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:23:58;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:24:59;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:25:59;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:26:58;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:27:59;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:28:58;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:29:59;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:30:59;121;39;23;20;4;6;5;2;0;2;1
2021-03-31 20:31:58;122;39;24;20;4;6;5;2;0;2;1
2021-03-31 20:32:59;122;39;24;20;4;6;5;2;0;2;1
2021-03-31 20:34:00;122;39;24;20;4;6;5;2;0;2;1
2021-03-31 20:34:58;122;39;24;20;4;6;5;2;0;2;1
2021-03-31 20:35:59;122;39;24;20;4;6;5;2;0;2;1
2021-03-31 20:36:58;122;39;24;20;4;6;5;2;0;2;1
2021-03-31 20:37:59;122;39;24;20;4;6;5;2;0;2;1
2021-03-31 20:38:58;122;39;24;20;4;6;5;2;0;2;1
2021-03-31 20:39:59;123;39;24;20;4;6;6;2;0;2;1
2021-03-31 20:40:59;123;39;24;20;4;6;6;2;0;2;1
2021-03-31 20:41:58;123;39;24;20;4;6;6;2;0;2;1
2021-03-31 20:42:59;123;39;24;20;4;6;6;2;0;2;1
2021-03-31 20:43:59;123;39;24;20;4;6;6;2;0;2;1
2021-03-31 20:44:58;123;39;24;20;4;6;6;2;0;2;1
2021-03-31 20:45:59;124;40;24;20;4;6;6;2;0;2;1
2021-03-31 20:46:59;124;40;24;20;4;6;6;2;0;2;1
2021-03-31 20:47:58;125;40;24;20;4;7;6;2;0;2;1
2021-03-31 20:48:59;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 20:49:58;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 20:50:59;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 20:52:00;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 20:52:58;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 20:53:59;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 20:54:58;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 20:55:59;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 20:56:59;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 20:57:58;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 20:58:59;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 20:59:58;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 21:00:59;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 21:01:59;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 21:02:58;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 21:03:59;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 21:04:59;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 21:05:58;126;41;24;20;4;7;6;2;0;2;1
2021-03-31 21:06:59;126;41;24;20;4;7;6;2;0;2;1
