datetime;total_votes;SuokSuok;cofee;Der_Sturmer;brammator;asap;DrumBox;Z-L-O;rockamark;voklo;kotophalk
2019-09-11 02:14:59;33;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:15:59;33;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:16:58;33;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:17:59;33;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:18:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:19:58;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:20:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:21:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:22:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:23:58;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:24:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:25:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:26:58;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:27:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:28:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:29:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:30:58;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:31:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:32:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:33:58;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:34:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:35:58;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:36:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:37:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:38:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:39:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:40:58;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:41:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:42:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:43:58;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:44:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:45:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:46:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:47:58;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:48:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:49:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:50:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:51:58;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:52:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:53:59;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:54:58;34;2;5;6;4;3;0;2;1;3;0
2019-09-11 02:55:59;35;2;5;6;4;3;0;2;2;3;0
2019-09-11 02:56:59;35;2;5;6;4;3;0;2;2;3;0
2019-09-11 02:57:58;35;2;5;6;4;3;0;2;2;3;0
2019-09-11 02:58:59;35;2;5;6;4;3;0;2;2;3;0
2019-09-11 02:59:59;35;2;5;6;4;3;0;2;2;3;0
2019-09-11 03:00:58;35;2;5;6;4;3;0;2;2;3;0
2019-09-11 03:01:59;35;2;5;6;4;3;0;2;2;3;0
2019-09-11 03:02:58;36;2;5;6;4;3;0;3;2;3;0
2019-09-11 03:03:59;36;2;5;6;4;3;0;3;2;3;0
2019-09-11 03:04:59;36;2;5;6;4;3;0;3;2;3;0
2019-09-11 03:05:59;36;2;5;6;4;3;0;3;2;3;0
2019-09-11 03:06:58;37;2;5;6;4;3;0;3;2;3;0
2019-09-11 03:07:59;37;2;5;6;4;3;0;3;2;3;0
2019-09-11 03:08:59;37;2;5;6;4;3;0;3;2;3;0
2019-09-11 03:09:59;37;2;5;6;4;3;0;3;2;3;0
2019-09-11 03:10:58;37;2;5;6;4;3;0;3;2;3;0
2019-09-11 03:11:59;37;2;5;6;4;3;0;3;2;3;0
2019-09-11 03:12:59;37;2;5;6;4;3;0;3;2;3;0
2019-09-11 03:13:59;37;2;5;6;4;3;0;3;2;3;0
2019-09-11 03:14:58;37;2;5;6;4;3;0;3;2;3;0
2019-09-11 03:15:59;37;2;5;6;4;3;0;3;2;3;0
2019-09-11 03:16:59;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:17:59;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:18:58;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:19:59;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:20:59;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:21:58;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:22:59;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:23:59;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:24:59;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:25:58;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:26:59;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:27:59;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:28:59;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:29:58;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:30:59;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:31:59;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:32:59;37;2;6;6;4;3;0;3;2;3;0
2019-09-11 03:33:58;37;2;6;6;4;3;0;3;2;3;0
