datetime;total_votes;SuokSuok;cofee;Der_Sturmer;brammator;asap;DrumBox;Z-L-O;rockamark;voklo;kotophalk
2019-09-11 06:28:58;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:29:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:30:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:31:59;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:32:58;41;5;6;7;4;3;0;3;2;3;0
2019-09-11 06:33:59;41;5;5;8;4;3;0;3;2;3;0
2019-09-11 06:34:58;42;5;6;8;4;3;0;3;2;3;0
2019-09-11 06:35:59;43;6;6;8;4;3;0;3;2;3;0
2019-09-11 06:36:59;43;6;6;8;4;3;0;3;2;3;0
2019-09-11 06:37:58;43;6;6;8;4;3;0;3;2;3;0
2019-09-11 06:38:59;43;6;6;8;4;3;0;3;2;3;0
2019-09-11 06:39:59;43;6;6;8;4;3;0;3;2;3;0
2019-09-11 06:40:58;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:41:59;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:42:59;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:43:59;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:44:58;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:45:59;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:46:59;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:47:59;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:48:58;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:49:59;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:50:59;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:51:58;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:52:59;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:53:59;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:54:58;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:55:59;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:56:59;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:57:59;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:58:58;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 06:59:59;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 07:00:59;44;7;6;8;4;3;0;3;2;3;0
2019-09-11 07:01:59;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:02:58;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:03:59;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:04:59;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:05:58;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:06:59;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:07:59;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:08:59;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:09:58;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:10:59;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:11:59;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:12:59;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:13:58;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:14:59;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:15:59;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:16:58;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:17:59;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:18:59;45;8;6;8;4;3;0;3;2;3;0
2019-09-11 07:19:58;46;9;6;8;4;3;0;3;2;3;0
2019-09-11 07:20:59;47;9;6;8;4;3;0;3;2;3;1
2019-09-11 07:21:59;47;9;6;8;4;3;0;3;2;3;1
2019-09-11 07:22:58;47;9;6;8;4;3;0;3;2;3;1
2019-09-11 07:23:59;47;9;6;8;4;3;0;3;2;3;1
2019-09-11 07:24:59;47;9;6;8;4;3;0;3;2;3;1
2019-09-11 07:25:59;48;9;6;8;5;3;0;3;2;3;1
2019-09-11 07:26:58;48;9;6;8;5;3;0;3;2;3;1
2019-09-11 07:27:59;48;9;6;8;5;3;0;3;2;3;1
2019-09-11 07:28:59;48;9;6;8;5;3;0;3;2;3;1
2019-09-11 07:29:59;48;9;6;8;5;3;0;3;2;3;1
2019-09-11 07:30:58;48;9;6;8;5;3;0;3;2;3;1
2019-09-11 07:31:59;48;9;6;8;5;3;0;3;2;3;1
2019-09-11 07:32:59;48;9;6;8;5;3;0;3;2;3;1
2019-09-11 07:33:59;48;9;6;8;5;3;0;3;2;3;1
2019-09-11 07:34:58;48;9;6;8;5;3;0;3;2;3;1
2019-09-11 07:35:59;48;9;6;8;5;3;0;3;2;3;1
2019-09-11 07:36:59;48;9;6;8;5;3;0;3;2;3;1
2019-09-11 07:37:58;48;9;6;8;5;3;0;3;2;3;1
2019-09-11 07:38:59;48;9;6;8;5;3;0;3;2;3;1
2019-09-11 07:39:59;48;9;6;8;5;3;0;3;2;3;1
2019-09-11 07:40:59;49;9;6;8;5;3;0;3;2;3;2
2019-09-11 07:41:58;49;9;6;8;5;3;0;3;2;3;2
2019-09-11 07:42:59;49;9;6;8;5;3;0;3;2;3;2
2019-09-11 07:43:59;50;9;6;9;5;3;0;3;2;3;2
2019-09-11 07:44:59;50;9;6;9;5;3;0;3;2;3;2
2019-09-11 07:45:58;50;9;6;9;5;3;0;3;2;3;2
2019-09-11 07:46:59;50;9;6;9;5;3;0;3;2;3;2
2019-09-11 07:47:58;50;9;6;9;5;3;0;3;2;3;2
2019-09-11 07:48:59;50;9;6;9;5;3;0;3;2;3;2
2019-09-11 07:49:59;50;9;6;9;5;3;0;3;2;3;2
2019-09-11 07:50:59;50;9;6;9;5;3;0;3;2;3;2
2019-09-11 07:51:58;50;9;6;9;5;3;0;3;2;3;2
2019-09-11 07:52:59;50;9;6;9;5;3;0;3;2;3;2
2019-09-11 07:53:59;50;9;6;9;5;3;0;3;2;3;2
2019-09-11 07:54:58;51;9;6;10;5;3;0;3;2;3;2
2019-09-11 07:55:59;51;9;6;10;5;3;0;3;2;3;2
2019-09-11 07:56:59;51;9;6;10;5;3;0;3;2;3;2
2019-09-11 07:57:58;51;9;6;10;5;3;0;3;2;3;2
2019-09-11 07:58:59;53;9;6;10;5;3;0;4;2;3;2
2019-09-11 07:59:59;53;9;6;10;5;3;0;4;2;3;2
2019-09-11 08:00:59;53;9;6;10;5;3;0;4;2;3;2
2019-09-11 08:01:59;53;9;6;10;5;3;0;4;2;3;2
2019-09-11 08:02:58;53;9;6;10;5;3;0;4;2;3;2
2019-09-11 08:03:59;53;9;6;10;5;3;0;4;2;3;2
2019-09-11 08:04:59;53;9;6;10;5;3;0;4;2;3;2
2019-09-11 08:05:58;53;9;6;10;5;3;0;4;2;3;2
2019-09-11 08:06:59;54;9;6;10;5;3;0;4;2;3;3
2019-09-11 08:07:59;54;9;6;10;5;3;0;4;2;3;3
2019-09-11 08:08:59;54;9;6;10;5;3;0;4;2;3;3
2019-09-11 08:09:58;54;9;6;10;5;3;0;4;2;3;3
2019-09-11 08:10:59;54;9;6;10;5;3;0;4;2;3;3
2019-09-11 08:11:59;54;9;6;10;5;3;0;4;2;3;3
2019-09-11 08:12:58;54;9;6;10;5;3;0;4;2;3;3
2019-09-11 08:13:59;54;9;6;10;5;3;0;4;2;3;3
2019-09-11 08:14:59;54;9;6;10;5;3;0;4;2;3;3
2019-09-11 08:15:58;54;9;6;10;5;3;0;4;2;3;3
2019-09-11 08:16:59;55;9;6;10;5;3;0;4;2;3;3
2019-09-11 08:17:59;55;9;6;10;5;3;0;4;2;3;3
2019-09-11 08:18:58;55;9;6;10;5;3;0;4;2;3;3
2019-09-11 08:19:59;55;9;6;10;5;3;0;4;2;3;3
2019-09-11 08:20:59;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:21:58;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:22:59;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:23:59;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:24:59;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:25:58;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:26:59;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:27:59;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:28:59;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:29:58;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:30:59;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:31:59;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:32:59;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:33:58;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:34:59;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:35:59;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:36:58;56;9;7;10;5;3;0;4;2;3;3
2019-09-11 08:37:59;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:38:59;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:39:58;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:40:59;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:41:59;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:43:00;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:43:58;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:44:59;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:45:59;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:46:58;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:47:59;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:48:59;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:49:59;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:50:58;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:51:59;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:52:59;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:53:59;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:54:58;57;10;7;10;5;3;0;4;2;3;3
2019-09-11 08:55:59;58;10;7;10;5;3;0;4;3;3;3
2019-09-11 08:56:59;59;10;7;10;5;4;0;4;3;3;3
2019-09-11 08:57:59;59;10;7;10;5;4;0;4;3;3;3
2019-09-11 08:58:58;59;10;7;10;5;4;0;4;3;3;3
2019-09-11 08:59:59;59;10;7;10;5;4;0;4;3;3;3
2019-09-11 09:00:59;59;10;7;10;5;4;0;4;3;3;3
2019-09-11 09:01:58;59;10;7;10;5;4;0;4;3;3;3
2019-09-11 09:02:59;59;10;7;10;5;4;0;4;3;3;3
2019-09-11 09:03:59;59;10;7;10;5;4;0;4;3;3;3
2019-09-11 09:04:59;59;10;7;10;5;4;0;4;3;3;3
2019-09-11 09:05:58;59;9;7;11;5;4;0;4;3;3;3
2019-09-11 09:06:59;59;9;7;11;5;4;0;4;3;3;3
2019-09-11 09:07:59;59;9;7;11;5;4;0;4;3;3;3
2019-09-11 09:08:59;59;9;7;11;5;4;0;4;3;3;3
2019-09-11 09:09:58;59;9;7;11;5;4;0;4;3;3;3
2019-09-11 09:10:59;59;9;7;11;5;4;0;4;3;3;3
2019-09-11 09:11:59;59;9;7;11;5;4;0;4;3;3;3
2019-09-11 09:12:59;59;9;7;11;5;4;0;4;3;3;3
2019-09-11 09:13:58;59;9;7;11;5;4;0;4;3;3;3
2019-09-11 09:14:59;59;9;7;11;5;4;0;4;3;3;3
2019-09-11 09:15:59;59;9;7;11;5;4;0;4;3;3;3
2019-09-11 09:16:58;59;9;7;11;5;4;0;4;3;3;3
2019-09-11 09:17:59;60;10;7;11;5;4;0;4;3;3;3
2019-09-11 09:18:59;60;10;7;11;5;4;0;4;3;3;3
2019-09-11 09:20:00;62;12;7;11;5;4;0;4;3;3;3
2019-09-11 09:20:58;62;12;7;11;5;4;0;4;3;3;3
2019-09-11 09:21:59;63;12;7;11;5;4;0;4;3;3;3
2019-09-11 09:22:59;63;12;7;11;5;4;0;4;3;3;3
2019-09-11 09:23:58;63;12;7;11;5;4;0;4;3;3;3
2019-09-11 09:24:59;64;13;7;11;5;4;0;4;3;3;3
2019-09-11 09:25:59;64;13;7;11;5;4;0;4;3;3;3
2019-09-11 09:26:59;64;13;7;11;5;4;0;4;3;3;3
2019-09-11 09:27:58;65;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:28:59;66;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:29:59;66;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:30:59;66;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:31:58;66;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:32:59;66;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:33:59;66;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:34:59;67;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:35:58;67;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:36:59;67;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:37:59;67;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:38:59;67;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:39:58;67;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:40:59;68;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:41:59;68;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:42:59;68;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:43:58;68;14;7;11;5;4;0;4;3;3;3
2019-09-11 09:44:59;69;14;7;12;5;4;0;4;3;3;3
2019-09-11 09:45:59;70;14;7;12;5;4;0;4;4;3;3
2019-09-11 09:46:59;70;14;7;12;5;4;0;4;4;3;3
2019-09-11 09:47:58;70;14;7;12;5;4;0;4;4;3;3
2019-09-11 09:48:59;70;14;7;12;5;4;0;4;4;3;3
2019-09-11 09:49:59;70;14;7;12;5;4;0;4;4;3;3
2019-09-11 09:50:58;70;14;7;12;5;4;0;4;4;3;3
2019-09-11 09:51:59;70;14;7;12;5;4;0;4;4;3;3
2019-09-11 09:52:59;70;14;7;12;5;4;0;4;4;3;3
2019-09-11 09:53:58;70;14;7;12;5;4;0;4;4;3;3
2019-09-11 09:54:59;70;14;7;12;5;4;3;3;4;3;3
2019-09-11 09:55:59;70;14;7;12;5;4;3;3;4;3;3
2019-09-11 09:56:59;70;14;7;12;5;4;3;3;4;3;3
2019-09-11 09:57:58;70;14;7;12;5;4;3;3;4;3;3
2019-09-11 09:58:59;70;14;7;12;5;4;3;3;4;3;3
2019-09-11 09:59:59;71;15;7;12;5;4;3;3;4;3;3
2019-09-11 10:00:58;71;15;7;12;5;4;3;3;4;3;3
2019-09-11 10:01:59;71;15;7;12;5;4;3;3;4;3;3
2019-09-11 10:02:59;71;15;7;12;5;4;3;3;4;3;3
2019-09-11 10:03:59;71;15;7;12;5;4;3;3;4;3;3
2019-09-11 10:04:58;71;15;7;12;5;4;3;3;4;3;3
2019-09-11 10:05:59;71;16;7;12;5;4;3;3;3;3;3
2019-09-11 10:06:59;71;16;7;12;5;4;3;3;3;3;3
2019-09-11 10:07:59;71;16;7;12;5;4;3;3;3;3;3
2019-09-11 10:08:58;71;16;7;12;5;4;3;3;3;3;3
2019-09-11 10:09:59;72;17;7;12;5;4;3;3;3;3;3
2019-09-11 10:10:59;72;17;7;12;5;4;3;3;3;3;3
2019-09-11 10:11:58;72;17;7;12;5;4;3;3;3;3;3
2019-09-11 10:12:59;72;17;7;12;5;4;3;3;3;3;3
2019-09-11 10:13:59;72;17;7;12;5;4;3;3;3;3;3
2019-09-11 10:14:59;72;17;7;12;5;4;3;3;3;3;3
2019-09-11 10:15:58;72;17;7;12;5;4;3;3;3;3;3
2019-09-11 10:16:59;73;18;7;12;5;4;3;3;3;3;3
2019-09-11 10:17:59;73;18;7;12;5;4;3;3;3;3;3
2019-09-11 10:18:58;74;18;7;12;5;4;3;3;4;3;3
2019-09-11 10:19:59;74;18;7;12;5;4;3;3;4;3;3
2019-09-11 10:20:59;75;18;7;12;5;4;3;3;4;3;3
2019-09-11 10:21:59;75;18;7;12;5;4;3;3;4;3;3
2019-09-11 10:22:58;75;18;7;12;5;4;3;3;4;3;3
2019-09-11 10:23:59;75;18;7;12;5;4;3;3;4;3;3
2019-09-11 10:24:59;75;18;7;12;5;4;3;3;4;3;3
2019-09-11 10:25:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:26:58;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:27:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:28:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:29:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:30:58;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:31:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:32:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:33:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:34:58;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:35:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:36:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:37:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:38:58;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:39:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:40:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:41:58;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:42:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:43:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:44:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:45:58;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:46:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:47:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:48:58;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:49:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:50:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:51:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:52:58;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:53:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:54:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:55:59;76;19;7;12;5;4;3;3;4;3;3
2019-09-11 10:56:58;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 10:57:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 10:58:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 10:59:58;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:00:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:01:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:02:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:03:58;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:04:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:05:58;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:06:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:07:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:08:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:09:58;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:10:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:11:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:12:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:13:58;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:14:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:15:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:16:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:17:58;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:18:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:19:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:20:58;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:21:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:22:59;77;20;7;12;5;4;3;3;4;3;3
2019-09-11 11:23:59;78;20;7;13;5;4;3;3;4;3;3
2019-09-11 11:24:58;78;20;7;13;5;4;3;3;4;3;3
2019-09-11 11:25:59;78;20;7;13;5;4;3;3;4;3;3
2019-09-11 11:26:59;79;20;7;13;5;4;3;3;4;3;3
2019-09-11 11:27:59;79;20;7;13;5;4;3;3;4;3;3
2019-09-11 11:28:58;79;20;7;13;5;4;3;3;4;3;3
2019-09-11 11:29:59;79;20;7;13;5;4;3;3;4;3;3
2019-09-11 11:30:59;79;20;7;13;5;4;3;3;4;3;3
2019-09-11 11:31:58;79;20;7;13;5;4;3;3;4;3;3
2019-09-11 11:32:59;79;20;7;13;5;4;3;3;4;3;3
2019-09-11 11:33:59;79;20;7;13;5;4;3;3;4;3;3
2019-09-11 11:34:59;80;20;7;14;5;4;3;3;4;3;3
2019-09-11 11:36:00;80;20;7;14;5;4;3;3;4;3;3
2019-09-11 11:36:58;80;20;7;14;5;4;3;3;4;3;3
2019-09-11 11:37:59;80;20;7;14;5;4;3;3;4;3;3
2019-09-11 11:38:59;82;20;7;14;6;5;3;3;4;3;3
2019-09-11 11:39:58;82;20;7;14;6;5;3;3;4;3;3
2019-09-11 11:40:59;83;21;7;14;6;5;3;3;4;3;3
2019-09-11 11:41:59;83;21;7;14;6;5;3;3;4;3;3
2019-09-11 11:42:59;83;21;7;14;6;5;3;3;4;3;3
2019-09-11 11:43:58;83;21;7;14;6;5;3;3;4;3;3
2019-09-11 11:44:59;83;21;7;14;6;5;3;3;4;3;3
2019-09-11 11:45:59;83;21;7;14;6;5;3;3;4;3;3
2019-09-11 11:46:59;83;21;7;14;6;5;3;3;4;3;3
2019-09-11 11:47:58;84;21;7;15;6;5;3;3;4;3;3
2019-09-11 11:48:59;84;21;7;15;6;5;3;3;4;3;3
2019-09-11 11:49:59;84;21;7;15;6;5;3;3;4;3;3
2019-09-11 11:50:58;84;21;7;15;6;5;3;3;4;3;3
2019-09-11 11:51:59;85;22;7;15;6;5;3;3;4;3;3
2019-09-11 11:52:59;85;22;7;15;6;5;3;3;4;3;3
2019-09-11 11:53:59;85;22;7;15;6;5;3;3;4;3;3
2019-09-11 11:54:58;85;22;7;15;6;5;3;3;4;3;3
2019-09-11 11:55:59;85;22;7;15;6;5;3;3;4;3;3
2019-09-11 11:56:59;85;22;7;15;6;5;3;3;4;3;3
2019-09-11 11:57:59;85;22;7;15;6;5;3;3;4;3;3
2019-09-11 11:58:58;85;22;7;15;6;5;3;3;4;3;3
2019-09-11 11:59:59;87;22;9;15;6;5;3;3;4;3;3
2019-09-11 12:00:59;88;23;9;15;6;5;3;3;4;3;3
2019-09-11 12:01:58;88;23;9;15;6;5;3;3;4;3;3
2019-09-11 12:02:59;88;23;9;15;6;5;3;3;4;3;3
2019-09-11 12:03:59;89;24;9;15;6;5;3;3;4;3;3
2019-09-11 12:04:58;89;24;9;15;6;5;3;3;4;3;3
2019-09-11 12:05:59;89;24;9;15;6;5;3;3;4;3;3
2019-09-11 12:06:59;89;24;9;15;6;5;3;3;4;3;3
2019-09-11 12:07:59;89;24;9;15;6;5;3;3;4;3;3
2019-09-11 12:08:58;89;24;9;15;6;5;3;3;4;3;3
2019-09-11 12:09:59;89;24;9;15;6;5;3;3;4;3;3
2019-09-11 12:10:59;90;25;9;15;6;5;3;3;4;3;3
2019-09-11 12:11:58;90;25;9;15;6;5;3;3;4;3;3
2019-09-11 12:12:59;90;25;9;15;6;5;3;3;4;3;3
2019-09-11 12:13:59;90;25;9;15;6;5;3;3;4;3;3
2019-09-11 12:14:59;91;25;9;15;6;5;4;3;4;3;3
2019-09-11 12:15:58;91;25;9;15;6;5;4;3;4;3;3
2019-09-11 12:16:59;91;25;9;15;6;5;4;3;4;3;3
2019-09-11 12:17:59;91;25;9;15;6;5;4;3;4;3;3
2019-09-11 12:18:58;91;25;9;15;6;5;4;3;4;3;3
2019-09-11 12:19:59;91;25;9;15;6;5;4;3;4;3;3
2019-09-11 12:20:59;91;25;9;15;6;5;4;3;4;3;3
2019-09-11 12:21:59;91;25;9;15;6;5;4;3;4;3;3
2019-09-11 12:22:58;91;25;9;15;6;5;4;3;4;3;3
2019-09-11 12:23:59;92;25;9;15;7;5;4;3;4;3;3
2019-09-11 12:24:59;92;25;9;15;7;5;4;3;4;3;3
2019-09-11 12:25:58;92;25;9;15;7;5;4;3;4;3;3
2019-09-11 12:26:59;93;25;10;15;7;5;4;3;4;3;3
2019-09-11 12:27:59;93;25;10;15;7;5;4;3;4;3;3
2019-09-11 12:28:59;93;25;10;15;7;5;4;3;4;3;3
2019-09-11 12:29:58;94;26;10;15;7;5;4;3;4;3;3
2019-09-11 12:30:59;94;26;10;15;7;5;4;3;4;3;3
2019-09-11 12:31:59;94;26;10;15;7;5;4;3;4;3;3
2019-09-11 12:32:59;94;26;10;15;7;5;4;3;4;3;3
2019-09-11 12:33:58;94;26;10;15;7;5;4;3;4;3;3
2019-09-11 12:34:59;94;26;10;15;7;5;4;3;4;3;3
2019-09-11 12:35:59;95;26;11;15;7;5;4;3;4;3;3
2019-09-11 12:36:58;95;26;11;15;7;5;4;3;4;3;3
2019-09-11 12:37:59;95;26;11;15;7;5;4;3;4;3;3
2019-09-11 12:38:59;96;26;11;16;7;5;4;3;4;3;3
2019-09-11 12:39:59;96;26;11;16;7;5;4;3;4;3;3
2019-09-11 12:40:58;96;26;11;16;7;5;4;3;4;3;3
2019-09-11 12:41:59;96;26;11;16;7;5;4;3;4;3;3
2019-09-11 12:42:59;96;26;11;16;7;5;4;3;4;3;3
2019-09-11 12:43:59;96;26;11;16;7;5;4;3;4;3;3
2019-09-11 12:44:58;96;26;11;16;7;5;4;3;4;3;3
2019-09-11 12:45:59;96;26;11;16;7;5;4;3;4;3;3
2019-09-11 12:46:59;96;26;11;16;7;5;4;3;4;3;3
2019-09-11 12:47:59;96;26;11;16;7;5;4;3;4;3;3
2019-09-11 12:48:58;96;26;11;16;7;5;4;3;4;3;3
2019-09-11 12:49:59;97;26;12;16;7;5;4;3;4;3;3
2019-09-11 12:50:59;98;26;12;16;7;5;4;3;4;3;3
2019-09-11 12:51:59;98;26;12;16;7;5;4;3;4;3;3
2019-09-11 12:52:58;98;26;12;16;7;5;4;3;4;3;3
2019-09-11 12:53:59;98;26;12;16;7;5;4;3;4;3;3
2019-09-11 12:54:59;98;26;12;16;7;5;4;3;4;3;3
2019-09-11 12:55:59;98;26;12;16;7;5;4;3;4;3;3
2019-09-11 12:56:58;98;26;12;16;7;5;4;3;4;3;3
2019-09-11 12:57:59;98;26;12;16;7;5;4;3;4;3;3
2019-09-11 12:58:59;98;26;12;16;7;5;4;3;4;3;3
2019-09-11 12:59:58;98;26;12;16;7;5;4;3;4;3;3
2019-09-11 13:00:59;98;26;12;16;7;5;4;3;4;3;3
2019-09-11 13:01:59;98;26;12;16;7;5;4;3;4;3;3
2019-09-11 13:02:59;98;26;12;16;7;5;4;3;4;3;3
2019-09-11 13:03:58;98;26;12;16;7;5;4;3;4;3;3
2019-09-11 13:04:59;98;26;12;16;7;5;4;3;4;3;3
2019-09-11 13:05:59;98;26;12;16;7;5;4;3;4;3;3
