datetime;total_votes;shamanka;Zippymax;slavik831;quick_justice;navalny;jovan;LumberJack;Volodya_FM;megaslowpoke;yogrin
2020-06-24 15:36:59;312;109;54;70;19;10;7;14;8;5;4
2020-06-24 15:37:58;312;109;54;70;19;10;7;14;8;5;4
2020-06-24 15:38:59;312;109;54;70;19;10;7;14;8;5;4
2020-06-24 15:39:58;312;109;54;70;19;10;7;14;8;5;4
2020-06-24 15:40:59;312;109;54;70;19;10;7;14;8;5;4
2020-06-24 15:41:58;312;109;54;70;19;10;7;14;8;5;4
2020-06-24 15:42:59;312;109;54;70;19;10;7;14;8;5;4
2020-06-24 15:43:58;314;110;54;71;19;10;7;14;8;5;4
2020-06-24 15:44:59;314;110;54;71;19;10;7;14;8;5;4
2020-06-24 15:45:59;314;110;54;71;19;10;7;14;8;5;4
2020-06-24 15:46:58;315;111;54;71;19;10;7;14;8;5;4
2020-06-24 15:47:59;316;112;54;71;19;10;7;14;8;5;4
2020-06-24 15:48:58;316;112;54;71;19;10;7;14;8;5;4
2020-06-24 15:49:59;316;112;54;71;19;10;7;14;8;5;4
2020-06-24 15:50:59;318;112;56;71;19;10;7;14;8;5;4
2020-06-24 15:51:58;319;113;56;71;19;10;7;14;8;5;4
2020-06-24 15:52:59;319;113;56;71;19;10;7;14;8;5;4
2020-06-24 15:53:58;319;113;56;71;19;10;7;14;8;5;4
2020-06-24 15:54:59;320;113;56;72;19;10;7;14;8;5;4
2020-06-24 15:55:58;320;113;56;72;19;10;7;14;8;5;4
2020-06-24 15:56:59;321;114;56;72;19;10;7;14;8;5;4
2020-06-24 15:57:59;324;116;56;73;19;10;7;14;8;5;4
2020-06-24 15:58:58;324;116;56;73;19;10;7;14;8;5;4
2020-06-24 15:59:59;325;116;56;74;19;10;7;14;8;5;4
2020-06-24 16:00:58;325;116;56;74;19;10;7;14;8;5;4
2020-06-24 16:01:59;325;116;56;74;19;10;7;14;8;5;4
2020-06-24 16:02:58;325;116;56;74;19;10;7;14;8;5;4
2020-06-24 16:03:59;326;116;56;74;19;10;7;14;8;5;4
2020-06-24 16:04:58;326;116;56;74;19;10;7;14;8;5;4
2020-06-24 16:05:59;326;116;56;74;19;10;7;14;8;5;4
2020-06-24 16:06:58;326;116;56;75;18;10;7;14;8;5;4
2020-06-24 16:07:59;328;118;56;75;18;10;7;14;8;5;4
2020-06-24 16:08:59;328;118;56;75;18;10;7;14;8;5;4
2020-06-24 16:09:58;328;118;56;75;18;10;7;14;8;5;4
2020-06-24 16:10:59;328;118;56;75;18;10;7;14;8;5;4
2020-06-24 16:11:58;328;118;56;75;18;10;7;14;8;5;4
2020-06-24 16:12:59;329;118;57;75;18;10;7;14;8;5;4
2020-06-24 16:13:58;329;118;57;75;18;10;7;14;8;5;4
2020-06-24 16:14:59;329;118;57;75;18;10;7;14;8;5;4
2020-06-24 16:15:59;329;118;57;75;18;10;7;14;8;5;4
2020-06-24 16:16:58;330;118;57;76;18;10;7;14;8;5;4
2020-06-24 16:17:59;330;117;58;76;18;10;7;14;8;5;4
2020-06-24 16:18:58;330;117;58;76;18;10;7;14;8;5;4
2020-06-24 16:20:00;330;117;58;76;18;10;7;14;8;5;4
2020-06-24 16:20:58;330;117;58;76;18;10;7;14;8;5;4
2020-06-24 16:21:59;330;117;58;76;18;10;7;14;8;5;4
2020-06-24 16:22:59;330;117;58;76;18;10;7;14;8;5;4
2020-06-24 16:23:58;330;117;58;76;18;10;7;14;8;5;4
2020-06-24 16:24:59;331;117;59;76;18;10;7;14;8;5;4
2020-06-24 16:25:58;331;117;59;76;18;10;7;14;8;5;4
2020-06-24 16:26:59;332;117;59;76;19;10;7;14;8;5;4
2020-06-24 16:27:59;333;118;59;76;19;10;7;14;8;5;4
2020-06-24 16:28:58;333;118;59;76;19;10;7;14;8;5;4
2020-06-24 16:29:59;333;118;59;76;19;10;7;14;8;5;4
2020-06-24 16:30:59;334;119;59;76;19;10;7;14;8;5;4
2020-06-24 16:31:58;334;119;59;76;19;10;7;14;8;5;4
2020-06-24 16:32:59;335;119;59;76;19;10;7;14;8;5;4
2020-06-24 16:33:59;335;120;59;76;19;10;7;14;8;5;4
2020-06-24 16:34:58;335;120;59;76;19;10;7;14;8;5;4
2020-06-24 16:35:59;335;120;59;76;19;10;7;14;8;5;4
2020-06-24 16:36:58;335;120;59;76;19;10;7;14;8;5;4
2020-06-24 16:37:59;335;120;59;76;19;10;7;14;8;5;4
2020-06-24 16:38:59;335;120;59;76;19;10;7;14;8;5;4
2020-06-24 16:39:58;335;120;59;76;19;10;7;14;8;5;4
2020-06-24 16:40:59;335;120;59;76;19;10;7;14;8;5;4
2020-06-24 16:41:59;335;120;59;76;19;10;7;14;8;5;4
2020-06-24 16:42:58;335;120;59;76;19;10;7;14;8;5;4
2020-06-24 16:43:59;335;120;59;76;19;10;7;14;8;5;4
2020-06-24 16:44:59;336;120;59;76;19;10;7;14;8;5;4
2020-06-24 16:45:58;336;120;59;76;19;10;7;14;8;5;4
2020-06-24 16:46:59;336;120;59;76;19;10;7;14;8;5;4
2020-06-24 16:47:59;338;122;59;76;19;10;7;14;8;5;4
2020-06-24 16:48:58;338;122;59;76;19;10;7;14;8;5;4
2020-06-24 16:49:59;339;122;59;76;19;10;7;14;8;5;4
2020-06-24 16:50:58;339;122;59;76;19;10;7;14;8;5;4
2020-06-24 16:51:59;341;123;60;76;19;10;7;14;8;5;4
2020-06-24 16:52:58;341;123;60;76;19;10;7;14;8;5;4
2020-06-24 16:53:59;341;123;60;76;19;10;7;14;8;5;4
2020-06-24 16:54:59;341;123;60;76;19;10;7;14;8;5;4
2020-06-24 16:55:58;340;122;60;76;19;10;7;14;8;5;4
2020-06-24 16:56:59;341;122;61;76;19;10;7;14;8;5;4
2020-06-24 16:57:59;341;122;61;76;19;10;7;14;8;5;4
2020-06-24 16:58:58;341;122;61;76;19;10;7;14;8;5;4
2020-06-24 16:59:59;341;122;61;76;19;10;7;14;8;5;4
2020-06-24 17:00:58;343;123;62;76;19;10;7;14;8;5;4
2020-06-24 17:01:59;343;123;62;76;19;10;7;14;8;5;4
2020-06-24 17:02:59;344;123;63;76;19;10;7;14;8;5;4
2020-06-24 17:03:58;344;123;63;76;19;10;7;14;8;5;4
2020-06-24 17:04:59;344;123;63;76;19;10;7;14;8;5;4
2020-06-24 17:05:58;344;123;63;76;19;10;7;14;8;5;4
2020-06-24 17:06:59;344;123;63;76;19;10;7;14;8;5;4
2020-06-24 17:07:58;346;124;63;76;19;11;7;14;8;5;4
2020-06-24 17:08:59;348;124;65;76;19;11;7;14;8;5;4
2020-06-24 17:09:59;348;124;65;76;19;11;7;14;8;5;4
2020-06-24 17:10:58;348;124;65;76;19;11;7;14;8;5;4
2020-06-24 17:11:59;351;125;66;76;19;11;8;14;8;5;4
2020-06-24 17:12:59;351;125;66;76;19;11;8;14;8;5;4
2020-06-24 17:13:58;351;125;66;76;19;11;8;14;8;5;4
2020-06-24 17:14:59;352;126;66;76;19;11;8;14;8;5;4
2020-06-24 17:15:59;352;126;66;76;19;11;8;14;8;5;4
2020-06-24 17:16:58;352;126;66;76;19;11;8;14;8;5;4
2020-06-24 17:17:59;352;126;66;76;19;11;8;14;8;5;4
2020-06-24 17:18:58;353;126;66;77;19;11;8;14;8;5;4
2020-06-24 17:19:59;354;126;66;78;19;11;8;14;8;5;4
2020-06-24 17:20:59;355;126;66;79;19;11;8;14;8;5;4
2020-06-24 17:21:58;355;126;66;79;19;11;8;14;8;5;4
2020-06-24 17:22:59;356;126;67;79;19;11;8;14;8;5;4
2020-06-24 17:23:58;356;125;68;79;19;11;8;14;8;5;4
2020-06-24 17:24:59;356;125;68;79;19;11;8;14;8;5;4
2020-06-24 17:25:58;356;125;68;79;19;11;8;14;8;5;4
2020-06-24 17:26:59;356;125;68;79;19;11;8;14;8;5;4
2020-06-24 17:27:59;356;125;68;79;19;11;8;14;8;5;4
2020-06-24 17:28:58;356;125;68;79;19;11;8;14;8;5;4
2020-06-24 17:29:59;356;125;68;79;19;11;8;14;8;5;4
2020-06-24 17:30:59;356;125;68;79;19;11;8;14;8;5;4
2020-06-24 17:31:58;356;125;68;79;19;11;8;14;8;5;4
2020-06-24 17:32:59;356;125;68;79;19;11;8;14;8;5;4
2020-06-24 17:33:59;356;125;68;79;19;11;8;14;8;5;4
2020-06-24 17:34:58;357;125;69;79;19;11;8;14;8;5;4
2020-06-24 17:35:59;357;125;69;79;19;11;8;14;8;5;4
2020-06-24 17:36:58;357;125;69;79;19;11;8;14;8;5;4
2020-06-24 17:37:59;357;125;69;79;19;11;8;14;8;5;4
2020-06-24 17:38:58;356;125;69;78;19;11;8;14;8;5;4
2020-06-24 17:39:59;357;125;69;79;19;11;8;14;8;5;4
2020-06-24 17:40:58;357;125;69;79;19;11;8;14;8;5;4
2020-06-24 17:42:00;358;125;71;78;19;11;8;14;8;5;4
2020-06-24 17:42:58;358;124;71;78;19;12;8;14;8;5;4
2020-06-24 17:44:00;358;124;71;78;19;12;8;14;8;5;4
2020-06-24 17:44:58;358;124;71;78;19;12;8;14;8;5;4
2020-06-24 17:45:59;358;124;71;78;19;12;8;14;8;5;4
2020-06-24 17:46:59;358;124;71;78;19;12;8;14;8;5;4
2020-06-24 17:47:58;358;124;71;78;19;12;8;14;8;5;4
2020-06-24 17:48:59;359;124;71;79;19;12;8;14;8;5;4
2020-06-24 17:49:59;361;125;71;80;19;12;8;14;8;5;4
2020-06-24 17:50:59;361;125;71;80;19;12;8;14;8;5;4
2020-06-24 17:51:59;362;126;71;80;19;12;8;14;8;5;4
2020-06-24 17:52:58;363;126;72;80;19;12;8;14;8;5;4
2020-06-24 17:53:59;364;126;72;81;19;12;8;14;8;5;4
2020-06-24 17:54:58;364;126;72;81;19;12;8;14;8;5;4
2020-06-24 17:56:00;365;126;72;82;19;12;8;14;8;5;4
2020-06-24 17:56:58;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 17:57:59;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 17:58:59;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 17:59:58;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 18:00:59;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 18:01:59;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 18:02:58;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 18:03:59;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 18:04:58;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 18:05:59;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 18:06:59;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 18:07:58;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 18:08:59;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 18:09:58;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 18:10:59;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 18:11:59;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 18:12:58;366;126;73;83;18;12;8;14;8;5;4
2020-06-24 18:13:59;367;126;74;83;18;12;8;14;8;5;4
2020-06-24 18:14:59;368;126;75;83;18;12;8;14;8;5;4
2020-06-24 18:15:58;369;127;75;83;18;12;8;14;8;5;4
2020-06-24 18:16:59;369;127;75;83;18;12;8;14;8;5;4
2020-06-24 18:17:58;369;127;75;83;18;12;8;14;8;5;4
2020-06-24 18:18:59;370;127;76;83;18;12;8;14;8;5;4
2020-06-24 18:19:58;370;126;77;83;18;12;8;14;8;5;4
2020-06-24 18:20:59;370;126;77;83;18;12;8;14;8;5;4
2020-06-24 18:21:59;370;126;77;83;18;12;8;14;8;5;4
2020-06-24 18:22:58;372;127;78;83;18;12;8;14;8;5;4
2020-06-24 18:23:59;372;127;78;83;18;12;8;14;8;5;4
2020-06-24 18:24:58;372;127;78;83;18;12;8;14;8;5;4
2020-06-24 18:25:59;372;127;78;83;18;12;8;14;8;5;4
2020-06-24 18:26:59;374;128;79;83;18;12;8;14;8;5;4
2020-06-24 18:27:58;375;128;79;84;18;12;8;14;8;5;4
2020-06-24 18:28:59;377;129;80;84;17;13;8;14;8;5;4
2020-06-24 18:29:58;377;129;80;84;17;13;8;14;8;5;4
2020-06-24 18:30:59;377;129;80;84;17;13;8;14;8;5;4
2020-06-24 18:31:58;377;129;80;84;17;13;8;14;8;5;4
2020-06-24 18:32:59;377;129;80;84;17;13;8;14;8;5;4
2020-06-24 18:33:58;377;129;80;84;17;13;8;14;8;5;4
2020-06-24 18:34:59;377;129;80;84;17;13;8;14;8;5;4
2020-06-24 18:35:59;379;130;81;84;17;13;8;14;8;5;4
2020-06-24 18:36:58;379;130;81;84;17;13;8;14;8;5;4
2020-06-24 18:37:59;380;129;82;85;17;13;8;14;8;5;4
2020-06-24 18:38:58;381;129;82;86;17;13;8;14;8;5;4
2020-06-24 18:39:59;381;129;82;86;17;13;8;14;8;5;4
2020-06-24 18:40:58;382;129;82;87;17;13;8;14;8;5;4
2020-06-24 18:41:59;384;130;82;88;17;13;8;14;8;5;4
2020-06-24 18:42:59;385;130;82;88;18;13;8;14;8;5;4
2020-06-24 18:43:58;386;130;83;88;18;13;8;14;8;5;4
2020-06-24 18:44:59;386;130;83;88;18;13;8;14;8;5;4
2020-06-24 18:45:58;386;130;83;88;18;13;8;14;8;5;4
2020-06-24 18:46:59;386;130;83;88;18;13;8;14;8;5;4
2020-06-24 18:47:58;387;130;83;89;18;13;8;14;8;5;4
2020-06-24 18:48:59;387;130;83;89;18;13;8;14;8;5;4
2020-06-24 18:49:59;388;130;83;90;18;13;8;14;8;5;4
2020-06-24 18:50:58;388;130;83;90;18;13;8;14;8;5;4
2020-06-24 18:51:59;388;130;83;90;18;13;8;14;8;5;4
2020-06-24 18:52:58;388;130;83;90;18;13;8;14;8;5;4
2020-06-24 18:53:59;389;131;83;90;18;13;8;14;8;5;4
2020-06-24 18:54:59;390;132;83;90;18;13;8;14;8;5;4
2020-06-24 18:55:58;391;132;83;91;18;13;8;14;8;5;4
2020-06-24 18:56:59;391;132;83;91;18;13;8;14;8;5;4
2020-06-24 18:57:59;391;132;83;91;18;13;8;14;8;5;4
2020-06-24 18:58:58;391;132;83;91;18;13;8;14;8;5;4
2020-06-24 18:59:59;391;132;83;91;18;13;8;14;8;5;4
2020-06-24 19:00:58;392;132;84;91;18;13;8;14;8;5;4
2020-06-24 19:01:59;392;132;84;91;18;13;8;14;8;5;4
2020-06-24 19:02:58;392;132;84;91;18;13;8;14;8;5;4
2020-06-24 19:03:59;392;132;84;91;18;13;8;14;8;5;4
2020-06-24 19:04:59;392;132;84;91;18;13;8;14;8;5;4
2020-06-24 19:05:58;392;132;84;91;18;13;8;14;8;5;4
2020-06-24 19:06:59;392;132;84;91;18;13;8;14;8;5;4
2020-06-24 19:07:58;393;132;84;91;18;13;9;14;8;5;4
2020-06-24 19:08:59;394;132;85;91;18;13;9;14;8;5;4
2020-06-24 19:09:59;396;134;85;91;18;13;9;14;8;5;4
2020-06-24 19:10:58;397;134;85;91;18;14;9;14;8;5;4
2020-06-24 19:11:59;397;134;85;91;18;14;9;14;8;5;4
2020-06-24 19:12:58;397;134;85;91;18;14;9;14;8;5;4
2020-06-24 19:13:59;398;134;85;91;18;15;9;14;8;5;4
2020-06-24 19:14:58;398;134;85;91;18;15;9;14;8;5;4
2020-06-24 19:16:00;399;134;85;92;18;15;9;14;8;5;4
2020-06-24 19:16:58;399;134;85;92;18;15;9;14;8;5;4
2020-06-24 19:17:59;400;134;85;93;18;15;9;14;8;5;4
2020-06-24 19:18:59;401;134;86;93;18;15;9;14;8;5;4
2020-06-24 19:19:58;403;134;87;94;18;15;9;14;8;5;4
2020-06-24 19:20:59;403;134;87;94;18;15;9;14;8;5;4
2020-06-24 19:21:58;403;134;87;94;18;15;9;14;8;5;4
2020-06-24 19:22:59;405;134;88;94;18;15;10;14;8;5;4
2020-06-24 19:23:58;405;134;88;94;18;15;10;14;8;5;4
2020-06-24 19:24:59;405;134;88;94;18;15;10;14;8;5;4
2020-06-24 19:25:59;406;135;88;94;18;15;10;14;8;5;4
2020-06-24 19:26:58;406;135;88;94;18;15;10;14;8;5;4
2020-06-24 19:27:59;407;135;88;95;18;15;10;14;8;5;4
2020-06-24 19:28:58;407;135;88;95;18;15;10;14;8;5;4
2020-06-24 19:29:59;408;136;87;95;19;15;10;14;8;5;4
2020-06-24 19:30:59;408;136;87;95;19;15;10;14;8;5;4
2020-06-24 19:31:58;410;137;87;96;19;15;10;14;8;5;4
2020-06-24 19:32:59;411;137;87;97;19;15;10;14;8;5;4
2020-06-24 19:33:58;411;137;87;97;19;15;10;14;8;5;4
2020-06-24 19:35:00;413;137;89;97;19;15;10;14;8;5;4
2020-06-24 19:35:58;415;137;91;97;19;15;10;14;8;5;4
2020-06-24 19:36:59;416;138;91;97;19;15;10;14;8;5;4
2020-06-24 19:37:59;419;138;93;98;19;15;10;14;8;5;4
2020-06-24 19:38:58;421;138;95;98;19;15;10;14;8;5;4
2020-06-24 19:39:59;424;139;97;98;19;15;10;14;8;5;4
2020-06-24 19:40:58;425;140;96;99;19;15;10;14;8;5;4
2020-06-24 19:41:59;427;140;96;100;19;15;10;14;8;5;5
2020-06-24 19:42:58;430;140;97;102;19;15;10;14;8;5;5
2020-06-24 19:43:59;433;140;98;103;19;16;10;14;8;5;5
2020-06-24 19:44:59;434;141;98;103;19;16;10;14;8;5;5
2020-06-24 19:45:58;434;141;98;103;19;16;10;14;8;5;5
2020-06-24 19:46:59;434;141;99;102;19;16;10;14;8;5;5
2020-06-24 19:47:59;435;142;99;102;19;16;10;14;8;5;5
2020-06-24 19:48:58;436;142;100;102;19;16;10;14;8;5;5
2020-06-24 19:49:59;437;142;100;103;19;16;10;14;8;5;5
2020-06-24 19:50:59;439;142;102;103;19;16;10;14;8;5;5
2020-06-24 19:51:58;439;142;102;103;19;16;10;14;8;5;5
2020-06-24 19:52:59;441;142;102;105;19;16;10;14;8;5;5
2020-06-24 19:53:58;442;142;103;105;19;16;10;14;8;5;5
2020-06-24 19:55:00;442;142;103;105;19;16;10;14;8;5;5
2020-06-24 19:55:58;443;142;103;106;19;16;10;14;8;5;5
2020-06-24 19:56:59;444;142;104;106;19;16;10;14;8;5;5
2020-06-24 19:57:59;445;142;104;107;19;16;10;14;8;5;5
2020-06-24 19:58:58;445;142;104;107;19;16;10;14;8;5;5
2020-06-24 19:59:59;445;142;104;107;19;16;10;14;8;5;5
2020-06-24 20:00:59;444;141;104;107;19;16;10;14;8;5;5
2020-06-24 20:01:58;444;141;104;107;19;16;10;14;8;5;5
2020-06-24 20:02:59;444;141;104;107;19;16;10;14;8;5;5
2020-06-24 20:03:59;444;141;104;107;19;16;10;14;8;5;5
2020-06-24 20:04:58;444;141;104;107;19;16;10;14;8;5;5
2020-06-24 20:05:59;445;141;105;107;19;16;10;14;8;5;5
2020-06-24 20:06:58;447;142;106;107;19;16;10;14;8;5;5
2020-06-24 20:07:59;449;142;108;107;19;16;10;14;8;5;5
2020-06-24 20:08:58;449;142;108;107;19;16;10;14;8;5;5
2020-06-24 20:10:00;450;142;109;107;19;16;10;14;8;5;5
2020-06-24 20:10:58;450;142;109;107;19;16;10;14;8;5;5
2020-06-24 20:11:59;450;141;109;108;19;16;10;14;8;5;5
2020-06-24 20:12:59;451;141;109;109;19;16;10;14;8;5;5
2020-06-24 20:13:58;450;141;109;109;19;16;10;14;7;5;5
2020-06-24 20:14:59;452;141;110;110;19;16;10;14;7;5;5
2020-06-24 20:15:58;455;141;112;111;19;16;10;14;7;5;5
2020-06-24 20:16:59;458;141;114;112;19;16;10;14;7;5;5
2020-06-24 20:17:59;459;141;114;113;19;16;10;14;7;5;5
2020-06-24 20:18:58;460;141;114;114;19;16;10;14;7;5;5
2020-06-24 20:19:59;462;141;114;116;19;16;10;14;7;5;5
2020-06-24 20:20:58;463;141;114;117;19;16;10;14;7;5;5
2020-06-24 20:21:59;464;141;114;118;19;16;10;14;7;5;5
2020-06-24 20:22:59;467;141;115;120;19;16;10;14;7;5;5
2020-06-24 20:23:58;467;141;115;120;19;16;10;14;7;5;5
2020-06-24 20:24:59;467;140;116;120;19;16;10;14;7;5;5
2020-06-24 20:25:58;470;141;116;122;19;16;10;14;7;5;5
2020-06-24 20:26:59;471;141;116;123;19;16;10;14;7;5;5
2020-06-24 20:27:58;472;142;116;123;19;16;10;14;7;5;5
2020-06-24 20:29:00;473;142;116;123;19;16;10;14;7;5;5
2020-06-24 20:29:58;473;142;116;123;19;16;10;14;7;5;5
2020-06-24 20:30:59;473;142;116;123;19;16;10;14;7;5;5
2020-06-24 20:31:59;474;142;116;124;19;16;10;14;7;5;5
2020-06-24 20:32:58;475;142;116;125;19;16;10;14;7;5;5
2020-06-24 20:33:59;475;142;116;125;19;16;10;14;7;5;5
2020-06-24 20:34:58;476;142;116;126;19;16;10;14;7;5;5
2020-06-24 20:35:59;478;142;116;128;20;16;10;14;6;5;5
2020-06-24 20:36:59;481;143;116;129;21;16;10;14;6;5;5
2020-06-24 20:37:58;482;143;117;129;21;16;10;14;6;5;5
2020-06-24 20:38:59;483;143;118;130;21;15;10;14;6;5;5
2020-06-24 20:39:59;484;143;118;131;21;15;10;14;6;5;5
2020-06-24 20:40:58;485;143;119;131;21;15;10;14;6;5;5
2020-06-24 20:41:59;486;144;119;131;21;15;10;14;6;5;5
2020-06-24 20:42:59;489;144;121;132;21;15;10;14;6;5;5
2020-06-24 20:43:58;492;145;122;133;21;15;10;14;6;5;5
2020-06-24 20:44:59;493;145;122;134;21;15;10;14;6;5;5
2020-06-24 20:45:58;494;146;122;134;21;15;10;14;6;5;5
2020-06-24 20:46:59;494;146;122;134;21;15;10;14;6;5;5
2020-06-24 20:47:59;495;146;123;134;21;15;10;14;6;5;5
2020-06-24 20:48:58;497;147;123;134;22;15;10;14;6;5;5
2020-06-24 20:49:59;498;147;124;134;22;15;10;14;6;5;5
2020-06-24 20:50:58;501;148;126;134;22;15;10;14;6;5;5
2020-06-24 20:51:59;502;148;127;134;22;15;10;14;6;5;5
2020-06-24 20:52:58;503;148;127;135;22;15;10;14;6;5;5
2020-06-24 20:53:59;505;149;128;135;22;15;10;14;6;5;5
2020-06-24 20:54:59;506;149;128;136;22;15;10;14;6;5;5
2020-06-24 20:55:58;507;149;128;137;22;15;10;14;6;5;5
2020-06-24 20:56:59;507;149;128;137;22;15;10;14;6;5;5
2020-06-24 20:57:58;508;150;128;137;22;15;10;14;6;5;5
2020-06-24 20:58:59;507;150;128;136;22;15;10;14;6;5;5
2020-06-24 20:59:58;508;150;128;138;22;15;10;14;6;5;5
2020-06-24 21:00:59;509;149;130;138;22;15;10;14;6;5;5
2020-06-24 21:01:58;511;150;130;139;22;15;10;14;6;5;5
2020-06-24 21:02:59;511;150;130;139;22;15;10;14;6;5;5
2020-06-24 21:03:59;513;151;131;139;22;15;10;14;6;5;5
2020-06-24 21:04:58;513;151;131;139;22;15;10;14;6;5;5
2020-06-24 21:05:59;513;151;131;139;22;15;10;14;6;5;5
2020-06-24 21:06:58;513;151;131;139;22;15;10;14;6;5;5
2020-06-24 21:07:59;513;151;131;139;22;15;10;14;6;5;5
2020-06-24 21:08:59;517;152;132;140;22;15;10;14;6;6;5
2020-06-24 21:09:58;517;152;132;140;22;15;10;14;6;6;5
2020-06-24 21:10:59;518;153;132;140;22;15;10;14;6;6;5
2020-06-24 21:11:58;520;154;132;141;22;15;10;14;6;6;5
2020-06-24 21:12:59;521;154;132;142;22;15;10;14;6;6;5
2020-06-24 21:13:58;522;154;133;142;22;15;10;14;6;6;5
2020-06-24 21:14:59;524;154;133;143;22;15;10;15;6;6;5
2020-06-24 21:15:58;525;154;135;143;21;15;10;15;6;6;5
2020-06-24 21:16:59;528;154;136;145;21;15;10;15;6;6;5
2020-06-24 21:17:59;529;154;136;146;21;15;10;15;6;6;5
2020-06-24 21:18:58;530;154;136;147;21;15;10;15;6;6;5
2020-06-24 21:19:59;532;154;136;148;21;16;10;15;6;6;5
2020-06-24 21:20:59;532;154;136;148;21;16;10;15;6;6;5
2020-06-24 21:21:58;536;154;138;148;21;16;11;15;6;6;6
2020-06-24 21:22:59;536;154;138;148;21;16;11;15;6;6;6
2020-06-24 21:23:59;538;154;139;149;21;16;11;15;6;6;6
2020-06-24 21:24:58;539;154;140;149;21;16;11;15;6;6;6
2020-06-24 21:26:00;541;154;140;151;21;16;11;15;6;6;6
2020-06-24 21:26:58;542;153;141;152;21;16;11;15;6;6;6
2020-06-24 21:27:59;543;153;141;153;21;16;11;15;6;6;6
2020-06-24 21:28:59;544;153;141;154;21;16;11;15;6;6;6
2020-06-24 21:29:58;547;153;144;154;21;16;11;15;6;6;6
2020-06-24 21:30:59;550;153;146;155;21;16;11;15;6;6;6
2020-06-24 21:31:59;553;155;147;155;21;16;11;15;6;6;6
2020-06-24 21:32:58;557;156;148;157;21;16;11;15;6;6;6
2020-06-24 21:33:58;558;156;148;158;21;16;11;15;6;6;6
2020-06-24 21:34:59;560;158;148;158;21;16;11;15;6;6;6
2020-06-24 21:35:58;560;159;149;159;21;16;11;13;6;6;6
2020-06-24 21:36:59;561;160;149;159;21;16;11;13;6;6;6
2020-06-24 21:37:58;563;160;151;159;21;16;11;13;6;6;6
2020-06-24 21:38:59;565;161;152;159;21;16;11;13;6;6;6
2020-06-24 21:39:58;567;161;152;161;21;16;11;13;6;6;6
2020-06-24 21:40:59;567;161;152;161;21;16;11;13;6;6;6
2020-06-24 21:41:59;569;161;153;162;21;16;11;13;6;6;6
2020-06-24 21:42:58;570;161;153;163;21;16;11;13;6;6;6
2020-06-24 21:43:59;572;161;155;163;21;16;11;13;6;6;6
2020-06-24 21:44:58;572;161;154;164;21;16;11;13;6;6;6
2020-06-24 21:45:59;572;162;154;164;20;16;11;13;6;6;6
2020-06-24 21:46:58;573;162;154;165;20;16;11;13;6;6;6
2020-06-24 21:47:59;573;162;153;166;20;16;11;13;6;6;6
2020-06-24 21:48:59;576;163;154;167;20;16;11;13;6;6;6
2020-06-24 21:49:58;577;163;155;167;20;16;11;13;6;6;6
2020-06-24 21:50:59;577;163;155;167;20;16;11;13;6;6;6
2020-06-24 21:51:59;577;163;155;167;20;16;11;13;6;6;6
2020-06-24 21:52:58;578;163;155;168;20;16;11;13;6;6;6
2020-06-24 21:53:59;580;164;156;168;20;16;11;13;6;6;6
2020-06-24 21:54:58;581;164;156;168;21;16;11;13;6;6;6
2020-06-24 21:55:59;582;164;156;169;21;16;11;13;6;6;6
2020-06-24 21:56:58;582;164;156;169;21;16;11;13;6;6;6
2020-06-24 21:57:59;583;163;156;171;21;16;11;13;6;6;6
2020-06-24 21:58:59;583;163;156;171;21;16;11;13;6;6;6
2020-06-24 21:59:58;583;163;156;172;21;16;11;12;6;6;6
2020-06-24 22:00:59;583;164;155;172;21;16;11;12;6;6;6
2020-06-24 22:01:58;584;165;155;172;21;16;11;12;6;6;6
2020-06-24 22:02:59;584;165;155;172;21;16;11;12;6;6;6
2020-06-24 22:03:58;585;165;156;172;21;16;11;12;6;6;6
2020-06-24 22:04:59;585;165;155;173;21;16;11;12;6;6;6
2020-06-24 22:05:59;585;165;155;173;21;16;11;12;6;6;6
2020-06-24 22:06:58;586;165;156;173;21;16;11;12;6;6;6
2020-06-24 22:07:59;586;165;156;173;21;16;11;12;6;6;6
2020-06-24 22:08:58;586;165;156;173;21;16;11;12;6;6;6
2020-06-24 22:09:59;586;165;156;173;21;16;11;12;6;6;6
2020-06-24 22:10:58;586;165;156;173;21;16;11;12;6;6;6
2020-06-24 22:12:00;586;165;156;173;21;16;11;12;6;6;6
2020-06-24 22:12:58;587;166;156;173;21;16;11;12;6;6;5
2020-06-24 22:13:59;587;166;156;173;21;16;11;12;6;6;5
