datetime;total_votes;Deneo;akuaku;navalny;gelatelno;XASSA;lublu-zubi;Bleak;Есения;BoobkaGop;xiro
2019-10-02 06:29:59;38;0;8;2;8;5;2;2;0;0;1
2019-10-02 06:30:58;38;0;8;2;8;5;2;2;0;0;1
2019-10-02 06:31:59;38;0;8;2;8;5;2;2;0;0;1
2019-10-02 06:32:59;38;0;8;2;8;5;2;2;0;0;1
2019-10-02 06:33:59;38;0;8;2;8;5;2;2;0;0;1
2019-10-02 06:34:58;38;0;8;2;8;5;2;2;0;0;1
2019-10-02 06:35:59;38;0;8;2;8;5;2;2;0;0;1
2019-10-02 06:36:59;39;1;8;2;8;5;2;2;0;0;1
2019-10-02 06:37:58;39;1;8;2;8;5;2;2;0;0;1
2019-10-02 06:38:59;39;1;8;2;8;5;2;2;0;0;1
2019-10-02 06:39:59;39;1;8;2;8;5;2;2;0;0;1
2019-10-02 06:40:58;39;1;8;2;8;5;2;2;0;0;1
2019-10-02 06:41:59;39;1;8;2;8;5;2;2;0;0;1
2019-10-02 06:42:59;39;1;8;2;8;5;2;2;0;0;1
2019-10-02 06:43:59;39;1;8;2;8;5;2;2;0;0;1
2019-10-02 06:44:58;40;2;8;2;8;5;2;2;0;0;0
2019-10-02 06:45:59;41;3;8;2;8;5;2;2;0;0;0
2019-10-02 06:46:59;41;3;8;2;8;5;2;2;0;0;0
2019-10-02 06:47:59;41;3;8;2;8;5;2;2;0;0;0
2019-10-02 06:48:58;41;3;8;2;8;5;2;2;0;0;0
2019-10-02 06:49:59;41;3;8;2;8;5;2;2;0;0;0
2019-10-02 06:50:59;41;3;8;2;8;5;2;2;0;0;0
2019-10-02 06:51:59;41;3;8;2;8;5;2;2;0;0;0
2019-10-02 06:52:58;41;3;9;2;8;5;2;2;0;0;0
2019-10-02 06:53:59;42;4;9;2;8;5;2;2;0;0;0
2019-10-02 06:54:59;42;4;9;2;8;5;2;2;0;0;0
2019-10-02 06:55:59;42;4;9;2;8;5;2;2;0;0;0
2019-10-02 06:56:58;43;4;10;2;8;5;2;2;0;0;0
2019-10-02 06:57:59;44;5;10;2;8;5;2;2;0;0;0
2019-10-02 06:58:59;45;6;10;2;8;5;2;2;0;0;1
2019-10-02 06:59:58;45;6;10;2;8;5;2;2;0;0;1
2019-10-02 07:00:59;45;6;10;2;8;5;2;2;0;0;1
2019-10-02 07:01:59;45;6;10;2;8;5;2;2;0;0;1
2019-10-02 07:02:59;46;7;10;2;8;5;2;2;0;0;1
2019-10-02 07:03:58;46;7;10;2;8;5;2;2;0;0;1
2019-10-02 07:04:59;46;7;10;2;8;5;2;2;0;0;1
2019-10-02 07:05:59;46;7;10;2;8;5;2;2;0;0;1
2019-10-02 07:06:58;47;8;10;2;8;5;2;2;0;0;0
2019-10-02 07:07:59;47;8;10;2;8;5;2;2;0;0;0
2019-10-02 07:08:59;47;8;10;2;8;5;2;2;0;0;0
2019-10-02 07:09:59;47;8;10;2;8;5;2;2;0;0;0
2019-10-02 07:11:00;48;9;10;2;8;5;2;2;0;0;1
2019-10-02 07:11:58;49;10;10;2;8;5;2;2;0;0;1
2019-10-02 07:12:59;49;10;10;2;8;5;2;2;0;0;1
2019-10-02 07:13:58;49;10;10;2;8;5;2;2;0;0;1
2019-10-02 07:14:59;49;10;10;2;8;5;2;2;0;0;1
2019-10-02 07:15:59;49;10;10;2;8;5;2;2;0;0;1
2019-10-02 07:16:58;49;10;10;2;8;5;2;2;0;0;1
2019-10-02 07:17:59;49;10;10;2;8;5;2;2;0;0;1
2019-10-02 07:18:59;49;10;10;2;8;5;2;2;0;0;1
2019-10-02 07:19:59;49;10;10;2;8;5;2;2;0;0;1
2019-10-02 07:20:58;49;10;10;2;8;5;2;2;0;0;1
2019-10-02 07:21:59;50;11;10;2;8;5;2;2;0;0;1
2019-10-02 07:22:59;50;11;10;2;8;5;2;2;0;0;1
2019-10-02 07:23:59;50;11;10;2;8;5;2;2;0;0;1
2019-10-02 07:24:58;50;11;10;2;8;5;2;2;0;0;1
2019-10-02 07:25:59;50;11;10;2;8;5;2;2;0;0;1
2019-10-02 07:26:59;51;11;10;2;8;5;2;2;0;0;2
2019-10-02 07:27:58;51;11;10;2;8;5;2;2;0;0;2
2019-10-02 07:28:59;51;11;10;2;8;5;2;2;0;0;2
2019-10-02 07:29:59;51;11;10;2;8;5;2;2;0;0;2
2019-10-02 07:30:58;51;11;10;2;8;5;2;2;0;0;2
2019-10-02 07:31:59;51;11;10;2;8;5;2;2;0;0;2
2019-10-02 07:32:59;51;11;10;2;8;5;2;2;0;0;2
2019-10-02 07:33:59;51;11;10;2;8;5;2;2;0;0;2
2019-10-02 07:34:58;51;11;10;2;8;5;2;2;0;0;2
2019-10-02 07:35:59;51;11;10;2;8;5;2;2;0;0;2
2019-10-02 07:36:59;51;11;10;2;8;5;2;2;0;0;2
2019-10-02 07:38:00;51;11;10;2;8;5;2;2;0;0;2
2019-10-02 07:38:58;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:39:59;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:40:59;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:41:58;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:42:59;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:43:59;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:44:59;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:45:58;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:46:59;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:47:59;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:48:58;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:49:59;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:50:59;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:51:59;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:52:58;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:53:59;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:54:59;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:55:59;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:56:58;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:57:59;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:58:59;52;11;10;2;8;5;2;3;0;0;2
2019-10-02 07:59:59;53;12;10;2;8;5;2;3;0;0;2
2019-10-02 08:00:58;53;12;10;2;8;5;2;3;0;0;2
2019-10-02 08:01:59;54;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:02:59;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:03:58;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:04:59;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:05:59;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:06:59;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:07:58;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:08:59;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:09:59;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:10:59;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:11:59;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:12:58;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:13:59;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:14:58;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:15:59;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:16:59;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:17:58;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:18:59;55;13;10;2;8;5;2;3;0;0;2
2019-10-02 08:19:59;56;13;10;2;8;5;3;3;0;0;2
2019-10-02 08:20:59;56;13;10;2;8;5;3;3;0;0;2
2019-10-02 08:21:58;56;13;10;2;8;5;3;3;0;0;2
2019-10-02 08:22:59;57;13;11;2;8;5;3;3;0;0;2
2019-10-02 08:23:59;57;13;11;2;8;5;3;3;0;0;2
2019-10-02 08:24:58;57;13;11;2;8;5;3;3;0;0;2
2019-10-02 08:25:59;57;13;11;2;8;5;3;3;0;0;2
2019-10-02 08:26:59;57;13;11;2;8;5;3;3;0;0;2
2019-10-02 08:27:59;58;13;12;2;8;5;3;3;0;0;2
2019-10-02 08:28:58;61;15;13;2;8;5;3;3;0;0;2
2019-10-02 08:29:59;61;15;13;2;8;5;3;3;0;0;2
2019-10-02 08:30:59;63;15;13;2;8;6;3;3;0;0;2
2019-10-02 08:31:59;64;16;13;2;8;6;3;3;0;0;2
2019-10-02 08:32:58;65;16;13;2;8;6;3;3;0;1;2
2019-10-02 08:33:59;66;17;13;2;8;6;3;3;0;1;2
2019-10-02 08:34:59;66;17;13;2;8;6;3;3;0;1;2
2019-10-02 08:35:59;66;17;13;2;8;6;3;3;0;1;2
2019-10-02 08:37:00;67;17;14;2;8;6;3;3;0;1;2
2019-10-02 08:37:58;67;17;14;2;8;6;3;3;0;1;2
2019-10-02 08:38:59;67;17;14;2;8;6;3;3;0;1;2
2019-10-02 08:39:59;68;18;14;2;8;6;3;3;0;1;2
2019-10-02 08:40:58;69;18;14;2;8;6;3;4;0;1;2
2019-10-02 08:41:59;69;18;14;2;8;6;3;4;0;1;2
2019-10-02 08:42:59;69;18;14;2;8;6;3;4;0;1;2
2019-10-02 08:43:59;70;19;14;2;8;6;3;4;0;1;2
2019-10-02 08:44:58;70;19;14;2;8;6;3;4;0;1;2
2019-10-02 08:45:59;70;19;14;2;8;6;3;4;0;1;2
2019-10-02 08:46:59;71;20;14;2;8;6;3;4;0;1;2
2019-10-02 08:47:59;70;20;13;2;8;6;3;4;0;1;2
2019-10-02 08:48:59;70;20;13;2;8;6;3;4;0;1;2
2019-10-02 08:49:58;70;20;13;2;8;6;3;4;0;1;2
2019-10-02 08:50:59;71;20;14;2;8;6;3;4;0;1;2
2019-10-02 08:51:58;71;20;14;2;8;6;3;4;0;1;2
2019-10-02 08:52:59;71;20;14;2;8;6;3;4;0;1;2
2019-10-02 08:53:59;72;21;14;2;8;6;3;4;0;1;2
2019-10-02 08:54:59;72;21;14;2;8;6;3;4;0;1;2
2019-10-02 08:55:58;73;22;14;2;8;6;3;4;0;1;2
2019-10-02 08:56:59;73;22;14;2;8;6;3;4;0;1;2
2019-10-02 08:57:59;73;22;14;2;8;6;3;4;0;1;2
2019-10-02 08:58:58;74;22;15;2;8;6;3;4;0;1;2
2019-10-02 08:59:59;74;22;15;2;8;6;3;4;0;1;2
2019-10-02 09:00:59;74;22;15;2;8;6;3;4;0;1;2
2019-10-02 09:01:58;74;22;15;2;8;6;3;4;0;1;2
2019-10-02 09:02:59;74;22;15;2;8;6;3;4;0;1;2
2019-10-02 09:03:59;74;22;15;2;8;6;3;4;0;1;2
2019-10-02 09:04:59;74;22;15;2;8;6;3;4;0;1;2
2019-10-02 09:05:58;74;22;15;2;8;6;3;4;0;1;2
2019-10-02 09:06:59;75;23;15;2;8;6;3;4;0;1;2
2019-10-02 09:07:59;75;23;15;2;8;6;3;4;0;1;2
2019-10-02 09:08:58;76;24;15;2;8;6;3;4;0;1;2
2019-10-02 09:09:59;76;24;15;2;8;6;3;4;0;1;2
2019-10-02 09:10:59;76;24;15;2;8;6;3;4;0;1;2
2019-10-02 09:11:59;76;24;15;2;8;6;3;4;0;1;2
2019-10-02 09:12:59;76;24;15;2;8;6;3;4;0;1;2
2019-10-02 09:13:58;76;24;15;2;8;6;3;4;0;1;2
2019-10-02 09:14:59;77;24;16;2;8;6;3;4;0;1;2
2019-10-02 09:15:59;77;24;16;2;8;6;3;4;0;1;2
2019-10-02 09:16:59;77;24;16;2;8;6;3;4;0;1;2
2019-10-02 09:17:58;78;25;16;2;8;6;3;4;0;1;2
2019-10-02 09:18:59;78;25;16;2;8;6;3;4;0;1;2
2019-10-02 09:19:59;78;25;16;2;8;6;3;4;0;1;2
2019-10-02 09:20:59;79;25;17;2;8;6;3;4;0;1;2
2019-10-02 09:21:58;79;25;17;2;8;6;3;4;0;1;2
2019-10-02 09:22:59;79;25;17;2;8;6;3;4;0;1;2
2019-10-02 09:23:59;79;25;17;2;8;6;3;4;0;1;2
2019-10-02 09:24:59;79;25;17;2;8;6;3;4;0;1;2
2019-10-02 09:25:58;79;25;17;2;8;6;3;4;0;1;2
2019-10-02 09:26:59;79;25;17;2;8;6;3;4;0;1;2
2019-10-02 09:27:59;79;25;17;2;8;6;3;4;0;1;2
2019-10-02 09:28:58;79;25;17;2;8;6;3;4;0;1;2
2019-10-02 09:29:59;79;25;17;2;8;6;3;4;0;1;2
2019-10-02 09:30:59;79;24;18;2;8;6;3;4;0;1;2
2019-10-02 09:31:59;79;24;18;2;8;6;3;4;0;1;2
2019-10-02 09:32:58;79;24;18;2;8;6;3;4;0;1;2
2019-10-02 09:33:59;79;24;18;2;8;6;3;4;0;1;2
2019-10-02 09:34:59;79;24;18;2;8;6;3;4;0;1;2
2019-10-02 09:35:59;79;24;18;2;8;6;3;4;0;1;2
2019-10-02 09:36:58;79;24;18;2;8;6;3;4;0;1;2
2019-10-02 09:37:59;81;25;18;2;8;6;3;4;0;2;2
2019-10-02 09:38:59;81;25;18;2;8;6;3;4;0;2;2
2019-10-02 09:39:59;81;25;18;2;8;6;3;4;0;2;2
2019-10-02 09:40:58;81;25;18;2;8;6;3;4;0;2;2
2019-10-02 09:41:59;81;25;18;2;8;6;3;4;0;2;2
2019-10-02 09:42:59;81;25;18;2;8;6;3;4;0;2;2
2019-10-02 09:43:59;81;25;18;2;8;6;3;4;0;2;2
2019-10-02 09:44:58;81;25;18;2;8;6;3;4;0;2;2
2019-10-02 09:45:59;81;25;18;2;8;6;3;4;0;2;2
2019-10-02 09:46:59;81;25;18;2;8;6;3;4;0;2;2
2019-10-02 09:47:58;81;25;18;2;8;6;3;4;0;2;2
2019-10-02 09:48:59;81;25;18;2;8;6;3;4;0;2;2
2019-10-02 09:49:59;81;25;18;2;8;6;3;4;0;2;2
2019-10-02 09:50:59;81;25;18;2;8;6;3;4;0;2;2
2019-10-02 09:51:58;81;25;18;2;8;6;3;4;0;2;2
2019-10-02 09:52:59;82;26;18;2;8;6;3;4;0;2;2
2019-10-02 09:53:59;82;26;18;2;8;6;3;4;0;2;2
2019-10-02 09:54:59;82;26;18;2;8;6;3;4;0;2;2
2019-10-02 09:55:58;83;26;18;2;9;6;3;4;0;2;2
2019-10-02 09:56:59;83;26;18;2;9;6;3;4;0;2;2
2019-10-02 09:57:59;83;26;18;2;9;6;3;4;0;2;2
2019-10-02 09:58:58;83;26;18;2;9;6;3;4;0;2;2
2019-10-02 09:59:59;83;26;18;2;9;6;3;4;0;2;2
2019-10-02 10:00:59;83;26;18;2;9;6;3;4;0;2;2
2019-10-02 10:02:00;84;26;19;2;9;6;3;4;0;2;2
2019-10-02 10:02:58;84;26;19;2;9;6;3;4;0;2;2
2019-10-02 10:03:59;84;26;19;2;9;6;3;4;0;2;2
2019-10-02 10:04:59;84;26;19;2;9;6;3;4;0;2;2
2019-10-02 10:05:58;84;26;19;2;9;6;3;4;0;2;2
2019-10-02 10:06:59;84;26;19;2;9;6;3;4;0;2;2
2019-10-02 10:07:59;84;26;19;2;9;6;3;4;0;2;2
2019-10-02 10:08:58;84;26;19;2;9;6;3;4;0;2;2
2019-10-02 10:09:59;84;26;19;2;9;6;3;4;0;2;2
2019-10-02 10:10:59;84;26;19;2;9;6;3;4;0;2;2
2019-10-02 10:11:59;84;26;19;2;9;6;3;4;0;2;2
2019-10-02 10:12:58;84;26;19;2;9;6;3;4;0;2;2
2019-10-02 10:13:59;84;26;19;2;9;6;3;4;0;2;2
2019-10-02 10:14:59;84;27;19;2;8;6;3;4;0;2;2
2019-10-02 10:15:59;84;27;19;2;8;6;3;4;0;2;2
2019-10-02 10:16:58;84;27;19;2;8;6;3;4;0;2;2
2019-10-02 10:17:59;85;28;19;2;8;6;3;4;0;2;2
2019-10-02 10:18:59;85;28;19;2;8;6;3;4;0;2;2
2019-10-02 10:19:58;85;28;19;2;8;6;3;4;0;2;2
2019-10-02 10:20:59;85;28;19;2;8;6;3;4;0;2;2
2019-10-02 10:21:59;85;28;19;2;8;6;3;4;0;2;2
2019-10-02 10:22:58;85;28;19;2;8;6;3;4;0;2;2
2019-10-02 10:23:59;85;28;19;2;8;6;3;4;0;2;2
2019-10-02 10:24:59;87;29;19;3;8;6;3;4;0;2;2
2019-10-02 10:25:58;87;29;19;3;8;6;3;4;0;2;2
2019-10-02 10:26:59;87;29;19;3;8;6;3;4;0;2;2
2019-10-02 10:27:59;87;29;19;3;8;6;3;4;0;2;2
2019-10-02 10:28:59;87;29;19;3;8;6;3;4;0;2;2
2019-10-02 10:29:58;87;29;19;3;8;6;3;4;0;2;2
2019-10-02 10:30:59;87;29;19;3;8;6;3;4;0;2;2
2019-10-02 10:31:59;88;30;19;3;8;6;3;4;0;2;2
2019-10-02 10:32:58;88;30;19;3;8;6;3;4;0;2;2
2019-10-02 10:33:59;88;30;19;3;8;6;3;4;0;2;2
2019-10-02 10:34:59;89;31;19;3;8;6;3;4;0;2;2
2019-10-02 10:35:59;89;31;19;3;8;6;3;4;0;2;2
2019-10-02 10:36:58;89;31;19;3;8;6;3;4;0;2;2
2019-10-02 10:37:59;89;31;19;3;8;6;3;4;0;2;2
2019-10-02 10:38:59;90;31;20;3;8;6;3;4;0;2;2
2019-10-02 10:39:59;90;31;20;3;8;6;3;4;0;2;2
2019-10-02 10:40:58;90;31;20;3;8;6;3;4;0;2;2
2019-10-02 10:41:59;90;31;20;3;8;6;3;4;0;2;2
2019-10-02 10:42:59;90;31;20;3;8;6;3;4;0;2;2
2019-10-02 10:43:58;90;31;20;3;8;6;3;4;0;2;2
2019-10-02 10:44:59;90;31;20;3;8;6;3;4;0;2;2
2019-10-02 10:45:59;90;31;20;3;8;6;3;4;0;2;2
2019-10-02 10:46:59;90;31;20;3;8;6;3;4;0;2;2
2019-10-02 10:47:58;90;31;20;3;8;6;3;4;0;2;2
2019-10-02 10:48:59;90;31;20;3;8;6;3;4;0;2;2
2019-10-02 10:49:59;90;31;20;3;8;6;3;4;0;2;2
2019-10-02 10:50:59;91;32;20;3;8;6;3;4;0;2;2
2019-10-02 10:51:58;91;32;20;3;8;6;3;4;0;2;2
2019-10-02 10:52:59;91;32;20;3;8;6;3;4;0;2;2
2019-10-02 10:53:59;91;32;20;3;8;6;3;4;0;2;2
2019-10-02 10:54:58;92;33;20;3;8;6;3;4;0;2;2
2019-10-02 10:55:59;93;34;20;3;8;6;3;4;0;2;2
2019-10-02 10:56:59;93;34;20;3;8;6;3;4;0;2;2
2019-10-02 10:57:59;93;34;20;3;8;6;3;4;0;2;2
2019-10-02 10:58:58;93;34;20;3;8;6;3;4;0;2;2
2019-10-02 10:59:59;93;34;20;3;8;6;3;4;0;2;2
2019-10-02 11:00:59;93;34;20;3;8;6;3;4;0;2;2
2019-10-02 11:01:59;93;34;20;3;8;6;3;4;0;2;2
2019-10-02 11:02:58;93;34;20;3;8;6;3;4;0;2;2
2019-10-02 11:03:59;94;35;20;3;8;6;3;4;0;2;2
2019-10-02 11:04:59;94;35;20;3;8;6;3;4;0;2;2
2019-10-02 11:05:59;94;35;20;3;8;6;3;4;0;2;2
2019-10-02 11:07:00;94;35;20;3;8;6;3;4;0;2;2
2019-10-02 11:07:58;94;35;20;3;8;6;3;4;0;2;2
2019-10-02 11:08:59;95;35;21;3;8;6;3;4;0;2;2
2019-10-02 11:09:59;95;35;21;3;8;6;3;4;0;2;2
2019-10-02 11:10:58;95;35;21;3;8;6;3;4;0;2;2
2019-10-02 11:11:59;95;35;21;3;8;6;3;4;0;2;2
2019-10-02 11:12:59;95;35;21;3;8;6;3;4;0;2;2
2019-10-02 11:13:59;95;35;21;3;8;6;3;4;0;2;2
2019-10-02 11:14:58;95;35;21;3;8;6;3;4;0;2;2
2019-10-02 11:15:59;95;35;21;3;8;6;3;4;0;2;2
2019-10-02 11:16:59;95;35;21;3;8;6;3;4;0;2;2
2019-10-02 11:17:59;96;36;21;3;8;6;3;4;0;2;2
2019-10-02 11:18:58;96;36;21;3;8;6;3;4;0;2;2
2019-10-02 11:19:59;96;36;21;3;8;6;3;4;0;2;2
2019-10-02 11:20:59;96;36;21;3;8;6;3;4;0;2;2
2019-10-02 11:21:59;96;36;21;3;8;6;3;4;0;2;2
2019-10-02 11:22:59;96;36;21;3;8;6;3;4;0;2;2
2019-10-02 11:23:58;96;36;21;3;8;6;3;4;0;2;2
2019-10-02 11:24:59;96;36;21;3;8;6;3;4;0;2;2
2019-10-02 11:25:59;96;36;21;3;8;6;3;4;0;2;2
2019-10-02 11:26:58;96;36;21;3;8;6;3;4;0;2;2
2019-10-02 11:27:59;96;36;21;3;8;6;3;4;0;2;2
2019-10-02 11:28:59;97;37;21;3;8;6;3;4;0;2;2
2019-10-02 11:29:58;97;37;21;3;8;6;3;4;0;2;2
2019-10-02 11:30:59;98;38;21;3;8;6;3;4;0;2;2
2019-10-02 11:31:59;98;38;21;3;8;6;3;4;0;2;2
2019-10-02 11:32:59;98;38;21;3;8;6;3;4;0;2;2
2019-10-02 11:33:58;98;38;21;3;8;6;3;4;0;2;2
2019-10-02 11:34:59;99;39;21;3;8;6;3;4;0;2;2
2019-10-02 11:35:59;101;40;21;4;8;6;3;4;0;2;2
2019-10-02 11:36:59;101;40;21;4;8;6;3;4;0;2;2
2019-10-02 11:37:58;101;40;21;4;8;6;3;4;0;2;2
2019-10-02 11:38:59;101;40;21;4;8;6;3;4;0;2;2
2019-10-02 11:39:59;101;40;21;4;8;6;3;4;0;2;2
2019-10-02 11:40:58;101;40;21;4;8;6;3;4;0;2;2
2019-10-02 11:41:59;101;40;21;4;8;6;3;4;0;2;2
2019-10-02 11:42:59;102;41;21;4;8;6;3;4;0;2;2
2019-10-02 11:43:59;102;41;21;4;8;6;3;4;0;2;2
2019-10-02 11:44:58;102;41;21;4;8;6;3;4;0;2;2
2019-10-02 11:45:59;102;41;21;4;8;6;3;4;0;2;2
2019-10-02 11:46:59;102;41;21;4;8;6;3;4;0;2;2
2019-10-02 11:47:59;102;41;21;4;8;6;3;4;0;2;2
2019-10-02 11:48:58;102;41;21;4;8;6;3;4;0;2;2
2019-10-02 11:49:59;102;41;21;4;8;6;3;4;0;2;2
2019-10-02 11:50:59;102;41;21;4;8;6;3;4;0;2;2
2019-10-02 11:51:59;102;41;21;4;8;6;3;4;0;2;2
2019-10-02 11:52:58;102;41;21;4;8;6;3;4;0;2;2
2019-10-02 11:53:59;103;41;22;4;8;6;3;4;0;2;2
2019-10-02 11:54:59;103;41;22;4;8;6;3;4;0;2;2
2019-10-02 11:56:00;103;41;22;4;8;6;3;4;0;2;2
2019-10-02 11:56:58;103;41;22;4;8;6;3;4;0;2;2
2019-10-02 11:57:59;104;41;22;5;8;6;3;4;0;2;2
2019-10-02 11:58:59;104;41;22;5;8;6;3;4;0;2;2
2019-10-02 11:59:58;104;41;22;5;8;6;3;4;0;2;2
2019-10-02 12:00:59;106;43;22;5;8;6;3;4;0;2;2
2019-10-02 12:01:59;106;43;22;5;8;6;3;4;0;2;2
2019-10-02 12:02:58;106;43;22;5;8;6;3;4;0;2;2
2019-10-02 12:03:59;106;43;22;5;8;6;3;4;0;2;2
2019-10-02 12:04:59;107;43;23;5;8;6;3;4;0;2;2
2019-10-02 12:05:59;107;43;23;5;8;6;3;4;0;2;2
2019-10-02 12:06:58;107;43;23;5;8;6;3;4;0;2;2
2019-10-02 12:07:59;107;43;23;5;8;6;3;4;0;2;2
2019-10-02 12:08:59;107;43;23;5;8;6;3;4;0;2;2
2019-10-02 12:09:58;107;43;23;5;8;6;3;4;0;2;2
2019-10-02 12:10:59;107;43;23;5;8;6;3;4;0;2;2
2019-10-02 12:11:59;107;43;23;5;8;6;3;4;0;2;2
2019-10-02 12:12:59;107;43;23;5;8;6;3;4;0;2;2
2019-10-02 12:13:59;107;43;23;5;8;6;3;4;0;2;2
2019-10-02 12:14:58;107;43;23;5;8;6;3;4;0;2;2
2019-10-02 12:15:59;107;43;23;5;8;6;3;4;0;2;2
2019-10-02 12:16:59;109;43;23;5;8;6;3;4;2;2;0
2019-10-02 12:17:59;109;43;23;5;8;6;3;4;2;2;0
2019-10-02 12:18:58;109;43;23;5;8;6;3;4;2;2;0
2019-10-02 12:19:59;109;43;23;5;8;6;3;4;2;2;0
2019-10-02 12:20:59;109;43;23;5;8;6;3;4;2;2;0
2019-10-02 12:21:59;109;43;23;5;8;6;3;4;2;2;0
2019-10-02 12:22:58;109;43;23;5;8;6;3;4;2;2;0
2019-10-02 12:23:59;109;43;23;5;8;6;3;4;2;2;0
2019-10-02 12:24:59;109;43;23;5;8;6;3;4;2;2;0
2019-10-02 12:25:59;110;44;23;5;8;6;3;4;2;2;0
2019-10-02 12:26:58;110;44;23;5;8;6;3;4;2;2;0
2019-10-02 12:27:59;110;44;23;5;8;6;3;4;2;2;0
2019-10-02 12:28:59;110;44;23;5;8;6;3;4;2;2;0
2019-10-02 12:29:59;110;44;23;5;8;6;3;4;2;2;0
2019-10-02 12:30:58;110;44;23;5;8;6;3;4;2;2;0
2019-10-02 12:31:59;110;44;23;5;9;6;3;4;2;2;2
2019-10-02 12:32:59;111;45;23;5;9;6;3;4;2;2;2
2019-10-02 12:33:59;111;45;23;5;9;6;3;4;2;2;2
2019-10-02 12:34:58;111;45;23;5;9;6;3;4;2;2;2
2019-10-02 12:35:59;112;46;23;5;9;6;3;4;2;2;2
2019-10-02 12:36:59;112;46;23;5;9;6;3;4;2;2;2
2019-10-02 12:37:59;112;46;23;5;9;6;3;4;2;2;2
2019-10-02 12:38:58;114;47;24;5;9;6;3;4;2;2;2
2019-10-02 12:39:59;114;47;24;5;9;6;3;4;2;2;2
2019-10-02 12:40:59;114;47;24;5;9;6;3;4;2;2;2
2019-10-02 12:41:58;114;47;24;5;9;6;3;4;2;2;2
2019-10-02 12:42:59;115;47;25;5;9;6;3;4;2;2;2
2019-10-02 12:43:59;116;47;25;5;10;6;3;4;2;2;2
2019-10-02 12:44:59;116;47;25;5;10;6;3;4;2;2;2
2019-10-02 12:45:58;116;47;25;5;10;6;3;4;2;2;2
2019-10-02 12:46:59;116;47;25;5;10;6;3;4;2;2;2
2019-10-02 12:47:59;116;47;25;5;10;6;3;4;2;2;2
2019-10-02 12:48:58;116;47;25;5;10;6;3;4;2;2;2
2019-10-02 12:49:59;116;47;25;5;10;6;3;4;2;2;2
2019-10-02 12:50:59;117;47;25;5;11;6;3;4;2;2;2
2019-10-02 12:51:59;117;47;25;5;11;6;3;4;2;2;2
2019-10-02 12:52:58;117;47;25;5;11;6;3;4;2;2;2
2019-10-02 12:53:59;119;47;27;5;11;6;3;4;2;2;2
2019-10-02 12:54:59;119;47;27;5;11;6;3;4;2;2;2
2019-10-02 12:55:59;119;47;27;5;11;6;3;4;2;2;2
2019-10-02 12:56:58;119;47;27;5;11;6;3;4;2;2;2
2019-10-02 12:57:59;119;47;27;5;11;6;3;4;2;2;2
2019-10-02 12:58:59;119;47;27;5;11;6;3;4;2;2;2
2019-10-02 12:59:59;119;47;27;5;11;6;3;4;2;2;2
2019-10-02 13:00:58;120;47;28;5;11;6;3;4;2;2;2
2019-10-02 13:01:59;120;47;28;5;11;6;3;4;2;2;2
2019-10-02 13:02:59;120;47;28;5;11;6;3;4;2;2;2
2019-10-02 13:03:59;120;47;28;5;11;6;3;4;2;2;2
2019-10-02 13:04:59;120;47;28;5;11;6;3;4;2;2;2
2019-10-02 13:05:58;120;47;28;5;11;6;3;4;2;2;2
2019-10-02 13:06:59;120;47;28;5;11;6;3;4;2;2;2
