datetime;total_votes;zotov;Shambala;nzr;brammator;Oleum;DeDMazay;denkoshka;kotophalk;minddiffuzion;wRAR
2019-07-24 08:38:59;35;8;3;0;8;0;2;2;0;1;2
2019-07-24 08:39:59;36;8;4;0;8;0;2;2;0;1;2
2019-07-24 08:40:58;36;8;4;0;8;0;2;2;0;1;2
2019-07-24 08:41:59;36;8;4;0;8;0;2;2;0;1;2
2019-07-24 08:42:58;37;8;4;0;8;0;2;2;0;1;3
2019-07-24 08:43:59;37;8;4;0;8;0;2;2;0;1;3
2019-07-24 08:44:59;37;8;4;0;8;0;2;2;0;1;3
2019-07-24 08:45:58;37;8;4;0;8;0;2;2;0;1;3
2019-07-24 08:46:59;37;8;4;0;8;0;2;2;0;1;3
2019-07-24 08:47:59;37;8;4;0;8;0;2;2;0;1;3
2019-07-24 08:48:58;37;8;4;0;8;0;2;2;0;1;3
2019-07-24 08:49:59;37;8;4;0;8;0;2;2;0;1;3
2019-07-24 08:50:59;37;8;4;0;8;0;2;2;0;1;3
2019-07-24 08:51:58;37;8;4;0;8;0;2;2;0;1;3
2019-07-24 08:52:59;37;8;4;0;8;0;2;2;0;1;3
2019-07-24 08:53:58;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 08:54:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 08:55:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 08:56:58;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 08:57:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 08:58:58;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 08:59:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:00:58;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:01:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:02:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:03:58;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:04:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:05:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:06:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:07:58;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:08:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:09:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:10:58;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:11:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:12:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:13:58;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:14:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:15:58;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:16:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:17:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:18:58;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:19:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:20:58;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:21:59;38;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:22:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:23:58;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:24:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:25:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:26:58;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:27:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:28:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:29:58;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:30:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:31:58;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:32:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:33:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:34:58;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:35:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:36:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:37:58;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:38:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:39:58;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:40:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:41:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:42:58;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:43:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:44:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:45:58;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:46:59;39;8;5;0;8;0;2;2;0;1;3
2019-07-24 09:47:59;38;7;5;0;8;0;2;2;0;1;3
2019-07-24 09:48:58;38;7;5;0;8;0;2;2;0;1;3
2019-07-24 09:49:59;38;7;5;0;8;0;2;2;0;1;3
2019-07-24 09:50:59;38;7;5;0;8;0;2;2;0;1;3
2019-07-24 09:51:58;38;7;5;0;8;0;2;2;0;1;3
2019-07-24 09:52:59;38;7;5;0;8;0;2;2;0;1;3
2019-07-24 09:53:58;38;7;5;0;8;0;2;2;0;1;3
2019-07-24 09:54:59;39;7;5;0;8;0;2;2;0;0;3
2019-07-24 09:55:58;38;7;5;0;8;0;2;2;0;1;3
2019-07-24 09:56:59;38;7;5;0;8;0;2;2;0;1;3
2019-07-24 09:57:58;38;7;5;0;8;0;2;2;0;1;3
2019-07-24 09:58:59;38;7;5;0;8;0;2;2;0;1;3
2019-07-24 09:59:58;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:00:59;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:01:59;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:02:58;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:03:59;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:04:59;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:05:58;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:06:59;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:07:59;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:08:58;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:09:59;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:11:00;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:11:58;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:12:59;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:13:59;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:14:58;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:15:59;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:16:59;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:17:58;39;7;6;0;8;0;2;2;0;1;3
2019-07-24 10:18:59;40;8;6;0;8;0;2;2;0;1;3
2019-07-24 10:19:58;40;8;6;0;8;0;2;2;0;1;3
2019-07-24 10:20:59;40;8;6;0;8;0;2;2;0;1;3
2019-07-24 10:21:59;41;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:22:58;41;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:23:59;41;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:24:59;41;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:25:58;41;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:26:59;41;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:27:59;41;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:28:58;42;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:29:59;42;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:30:59;42;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:31:58;42;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:32:59;42;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:33:59;42;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:34:58;42;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:35:59;42;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:36:59;42;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:37:58;42;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:38:59;41;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:39:59;41;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:40:58;41;9;6;0;8;0;2;2;0;1;3
2019-07-24 10:41:59;42;9;7;0;8;0;2;2;0;1;3
2019-07-24 10:42:59;42;9;7;0;8;0;2;2;0;1;3
2019-07-24 10:43:58;42;9;7;0;8;0;2;2;0;1;3
2019-07-24 10:44:59;43;9;7;0;8;0;2;2;1;0;3
2019-07-24 10:45:58;44;10;7;0;8;0;2;2;1;0;3
2019-07-24 10:46:59;44;10;7;0;8;0;2;2;1;0;3
2019-07-24 10:47:59;44;10;7;0;8;0;2;2;1;0;3
2019-07-24 10:48:58;44;10;7;0;8;0;2;2;1;0;3
2019-07-24 10:49:59;44;10;7;0;8;0;2;2;1;0;3
2019-07-24 10:50:59;45;10;8;0;8;0;2;2;1;0;3
2019-07-24 10:51:58;45;10;8;0;8;0;2;2;1;0;3
2019-07-24 10:52:59;45;10;8;0;8;0;2;2;1;0;3
2019-07-24 10:53:59;45;10;8;0;8;0;2;2;1;0;3
2019-07-24 10:54:58;46;10;9;0;8;0;2;2;1;0;3
2019-07-24 10:55:59;46;10;9;0;8;0;2;2;1;0;3
2019-07-24 10:56:59;48;10;10;0;8;0;2;2;1;0;3
2019-07-24 10:57:58;50;11;11;0;8;0;2;2;1;0;3
2019-07-24 10:58:59;50;11;11;0;8;0;2;2;1;0;3
2019-07-24 10:59:59;50;11;11;0;8;0;2;2;1;0;3
2019-07-24 11:00:58;50;11;11;0;8;0;2;2;1;0;3
2019-07-24 11:01:59;50;11;11;0;8;0;2;2;1;0;3
2019-07-24 11:02:59;50;11;11;0;8;0;2;2;1;0;3
2019-07-24 11:03:58;50;11;11;0;8;0;2;2;1;0;3
2019-07-24 11:04:59;50;11;11;0;8;0;2;2;1;0;3
2019-07-24 11:05:59;50;11;11;0;8;0;2;2;1;0;3
2019-07-24 11:06:58;50;11;11;0;8;0;2;2;1;0;3
2019-07-24 11:07:59;50;11;11;0;8;0;2;2;1;0;3
2019-07-24 11:08:58;50;11;11;0;8;0;2;2;1;0;3
2019-07-24 11:09:59;50;11;11;0;8;0;2;2;1;0;3
2019-07-24 11:10:59;50;11;11;0;8;0;2;2;1;0;3
2019-07-24 11:11:58;50;11;11;0;8;0;2;2;1;0;3
2019-07-24 11:12:59;51;10;12;0;8;0;2;2;0;0;3
2019-07-24 11:13:59;51;10;12;0;8;0;2;2;0;0;3
2019-07-24 11:14:58;51;10;12;0;8;0;2;2;0;0;3
2019-07-24 11:15:59;52;10;12;0;8;0;2;2;0;0;3
2019-07-24 11:16:59;52;10;12;0;8;0;2;2;0;0;3
2019-07-24 11:17:58;52;10;12;0;8;0;2;2;0;0;3
2019-07-24 11:18:59;52;10;12;0;8;0;2;2;0;0;3
2019-07-24 11:19:59;52;10;12;0;8;0;2;2;0;0;3
2019-07-24 11:20:58;52;10;12;0;8;0;2;2;0;0;3
2019-07-24 11:21:59;52;10;12;0;8;0;2;2;0;0;3
2019-07-24 11:22:59;53;10;12;0;8;0;2;2;0;0;3
2019-07-24 11:23:58;53;10;12;0;8;0;2;2;0;0;3
2019-07-24 11:24:59;53;10;12;0;8;0;2;2;0;0;3
2019-07-24 11:25:59;54;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:26:58;54;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:27:59;54;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:28:59;54;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:29:58;54;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:30:59;54;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:31:58;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:32:59;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:33:59;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:34:58;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:35:59;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:36:59;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:37:58;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:38:59;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:39:59;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:40:58;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:41:59;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:42:58;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:43:59;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:44:59;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:45:58;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:46:59;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:47:59;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:48:58;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:49:59;55;10;12;2;8;0;2;2;0;0;3
2019-07-24 11:50:58;55;11;12;2;7;0;2;2;0;0;3
2019-07-24 11:51:59;55;11;12;2;7;0;2;2;0;0;3
2019-07-24 11:52:59;55;11;12;2;7;0;2;2;0;0;3
2019-07-24 11:53:58;55;11;12;2;7;0;2;2;0;0;3
2019-07-24 11:54:59;55;11;12;2;7;0;2;2;0;0;3
2019-07-24 11:55:59;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 11:56:58;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 11:57:59;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 11:58:58;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 11:59:59;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:00:58;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:01:59;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:02:59;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:03:58;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:04:59;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:05:59;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:06:58;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:07:59;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:08:58;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:09:59;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:10:59;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:11:58;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:12:59;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:13:59;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:14:58;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:15:59;56;11;13;2;7;0;2;2;0;0;3
2019-07-24 12:16:59;57;11;13;2;8;0;2;2;0;0;3
2019-07-24 12:17:58;59;11;14;2;9;0;2;2;0;0;3
2019-07-24 12:18:59;59;11;14;2;9;0;2;2;0;0;3
2019-07-24 12:19:59;59;11;14;2;9;0;2;2;0;0;3
2019-07-24 12:20:58;59;11;14;2;9;0;2;2;0;0;3
2019-07-24 12:21:59;59;11;14;2;9;0;2;2;0;0;3
2019-07-24 12:22:59;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:23:58;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:24:59;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:25:58;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:26:59;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:27:59;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:28:58;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:29:59;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:30:58;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:31:59;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:32:59;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:33:58;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:34:59;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:35:59;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:36:58;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:37:59;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:38:59;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:39:58;60;11;14;2;9;0;2;2;0;1;3
2019-07-24 12:40:59;60;12;14;2;9;0;2;2;1;1;3
2019-07-24 12:41:59;61;12;15;2;9;0;2;2;1;1;3
2019-07-24 12:42:58;61;12;15;2;9;0;2;2;1;1;3
2019-07-24 12:43:59;61;12;15;2;9;0;2;2;1;1;3
2019-07-24 12:44:59;61;12;15;2;9;0;2;2;1;1;3
2019-07-24 12:45:58;61;12;15;2;9;0;2;2;1;1;3
2019-07-24 12:46:59;61;12;15;2;9;0;2;2;1;1;3
2019-07-24 12:47:59;61;12;15;2;9;0;2;2;1;1;3
2019-07-24 12:48:58;62;12;15;2;9;0;2;2;1;1;3
2019-07-24 12:49:59;63;12;16;2;9;0;2;2;1;1;3
2019-07-24 12:50:58;63;12;16;2;9;0;2;2;1;1;3
2019-07-24 12:51:59;63;12;16;2;9;0;2;2;1;1;3
2019-07-24 12:52:58;63;12;16;2;9;0;2;2;1;1;3
2019-07-24 12:53:59;63;12;16;2;9;0;2;2;1;1;3
2019-07-24 12:54:59;64;12;17;2;9;0;2;2;1;1;3
2019-07-24 12:56:00;64;12;17;2;9;0;2;2;1;1;3
2019-07-24 12:56:58;64;12;17;2;9;0;2;2;1;1;3
2019-07-24 12:57:59;64;12;17;2;9;0;2;2;1;1;3
2019-07-24 12:58:58;64;12;17;2;9;0;2;2;1;1;3
2019-07-24 12:59:59;64;12;17;2;9;0;2;2;1;1;3
2019-07-24 13:00:59;65;12;17;2;10;0;2;2;1;1;3
2019-07-24 13:01:58;65;12;17;2;10;0;2;2;1;1;3
2019-07-24 13:02:59;65;12;17;2;10;0;2;2;1;1;3
2019-07-24 13:03:59;65;12;17;2;10;0;2;2;1;1;3
2019-07-24 13:04:58;66;12;18;2;10;0;2;2;1;1;3
2019-07-24 13:05:59;66;12;18;2;10;0;2;2;1;1;3
2019-07-24 13:06:59;66;12;18;2;10;0;2;2;1;1;3
2019-07-24 13:07:58;66;12;18;2;10;0;2;2;1;1;3
2019-07-24 13:08:59;66;12;18;2;10;0;2;2;1;1;3
2019-07-24 13:09:59;66;12;18;2;10;0;2;2;1;1;3
2019-07-24 13:10:58;66;12;18;2;10;0;2;2;1;1;3
2019-07-24 13:11:59;66;12;18;2;10;0;2;2;1;1;3
2019-07-24 13:12:59;67;12;19;2;10;0;2;2;1;1;3
2019-07-24 13:13:58;68;12;19;2;11;0;2;2;1;1;3
2019-07-24 13:14:59;68;12;19;2;11;0;2;2;1;1;3
2019-07-24 13:15:58;68;12;19;2;11;0;2;2;1;1;3
2019-07-24 13:16:59;68;12;19;2;11;0;2;2;1;1;3
2019-07-24 13:17:59;68;12;19;2;11;0;2;2;1;1;3
2019-07-24 13:18:58;69;12;20;2;11;0;2;2;1;1;3
2019-07-24 13:19:59;69;12;20;2;11;0;2;2;1;1;3
2019-07-24 13:20:59;69;12;20;2;11;0;2;2;1;1;3
2019-07-24 13:21:58;69;12;20;2;11;0;2;2;1;1;3
2019-07-24 13:22:59;70;12;20;2;11;0;3;2;1;1;3
2019-07-24 13:23:58;70;12;20;2;11;0;3;2;1;1;3
2019-07-24 13:24:59;70;12;20;2;11;0;3;2;1;1;3
2019-07-24 13:25:59;70;12;20;2;11;0;3;2;1;1;3
2019-07-24 13:26:58;71;12;20;3;11;0;3;2;1;1;3
2019-07-24 13:27:59;71;12;20;3;11;0;3;2;1;1;3
2019-07-24 13:28:59;71;12;20;3;11;0;3;2;1;1;3
2019-07-24 13:29:58;71;12;20;3;11;0;3;2;1;1;3
2019-07-24 13:30:59;71;12;20;3;11;0;3;2;1;1;3
2019-07-24 13:31:59;71;12;20;3;11;0;3;2;1;1;3
2019-07-24 13:32:58;71;12;20;3;11;0;3;2;1;1;3
2019-07-24 13:33:59;71;12;20;3;11;0;3;2;1;1;3
2019-07-24 13:34:59;71;12;20;3;11;0;3;2;1;1;3
2019-07-24 13:35:58;71;12;20;3;11;0;3;2;1;1;3
2019-07-24 13:36:59;71;12;20;3;11;0;3;2;1;1;3
2019-07-24 13:37:59;71;12;20;3;11;0;3;2;1;1;3
2019-07-24 13:38:58;71;12;20;3;11;0;3;2;1;1;3
2019-07-24 13:39:59;71;12;20;3;11;0;3;2;1;1;3
2019-07-24 13:40:58;71;12;20;3;11;0;3;2;1;1;3
2019-07-24 13:41:59;72;12;21;3;11;0;3;2;1;1;3
2019-07-24 13:42:59;72;12;21;3;11;0;3;2;1;1;3
2019-07-24 13:43:58;72;12;21;3;11;0;3;2;1;1;3
2019-07-24 13:44:59;72;12;21;3;11;0;3;2;1;1;3
2019-07-24 13:45:59;72;12;21;3;11;0;3;2;1;1;3
2019-07-24 13:46:58;72;12;21;3;11;0;3;2;1;1;3
2019-07-24 13:47:59;73;12;22;3;11;0;3;2;1;1;3
2019-07-24 13:48:58;75;12;24;3;11;0;3;2;1;1;3
2019-07-24 13:49:59;75;12;24;3;11;0;3;2;1;1;3
2019-07-24 13:50:59;75;12;24;3;11;0;3;2;1;1;3
2019-07-24 13:51:58;75;12;24;3;11;0;3;2;1;1;3
2019-07-24 13:52:59;75;12;24;3;11;0;3;2;1;1;3
2019-07-24 13:53:59;75;12;24;3;11;0;3;2;1;1;3
2019-07-24 13:54:58;75;12;24;3;11;0;3;2;1;1;3
2019-07-24 13:55:59;75;12;24;3;11;0;3;2;1;1;3
2019-07-24 13:56:58;75;12;24;3;11;0;3;2;1;1;3
2019-07-24 13:57:59;75;12;24;3;11;0;3;2;1;1;3
2019-07-24 13:58:59;75;12;24;3;11;0;3;2;1;1;3
2019-07-24 13:59:58;75;12;24;3;11;0;3;2;1;1;3
2019-07-24 14:00:59;75;12;24;3;11;0;3;2;1;1;3
2019-07-24 14:01:59;76;12;24;4;11;0;3;2;1;1;3
2019-07-24 14:02:58;76;12;24;4;11;0;3;2;1;1;3
2019-07-24 14:03:59;77;13;24;4;11;0;3;2;1;1;3
2019-07-24 14:04:59;77;13;24;4;11;0;3;2;1;1;3
2019-07-24 14:05:58;78;13;24;5;11;0;3;2;1;1;3
2019-07-24 14:06:59;78;13;24;5;11;0;3;2;1;1;3
2019-07-24 14:07:59;78;13;24;5;11;0;3;2;1;1;3
2019-07-24 14:08:58;78;13;24;5;11;0;3;2;1;1;3
2019-07-24 14:09:59;78;13;24;5;11;0;3;2;1;1;3
2019-07-24 14:10:59;78;13;24;5;11;0;3;2;1;1;3
2019-07-24 14:11:58;78;13;24;5;11;0;3;2;1;1;3
2019-07-24 14:12:59;78;13;24;5;11;0;3;2;1;1;3
2019-07-24 14:13:59;78;13;24;5;11;0;3;2;1;1;3
2019-07-24 14:14:58;78;13;24;5;11;0;3;2;1;1;3
2019-07-24 14:15:59;78;13;24;5;11;0;3;2;1;1;3
2019-07-24 14:16:59;78;13;24;5;11;0;3;2;1;1;3
2019-07-24 14:17:58;78;13;24;5;11;0;3;2;1;1;3
2019-07-24 14:18:59;78;13;24;5;11;0;3;2;1;1;3
2019-07-24 14:19:59;79;13;24;6;11;0;3;2;1;1;3
2019-07-24 14:20:58;79;13;24;6;11;0;3;2;1;1;3
2019-07-24 14:21:59;79;13;24;6;11;0;3;2;1;1;3
2019-07-24 14:22:59;79;13;24;6;11;0;3;2;1;1;3
2019-07-24 14:23:58;79;13;24;6;11;0;3;2;1;1;3
2019-07-24 14:24:59;79;13;24;6;11;0;3;2;1;1;3
2019-07-24 14:25:59;80;13;24;6;11;0;3;2;1;2;3
2019-07-24 14:26:58;80;13;24;6;11;0;3;2;1;2;3
2019-07-24 14:27:59;80;13;24;6;11;0;3;2;1;2;3
2019-07-24 14:29:00;81;13;24;7;11;0;3;2;1;2;3
2019-07-24 14:29:58;81;13;24;7;11;0;3;2;1;2;3
2019-07-24 14:30:59;81;13;24;7;11;0;3;2;1;2;3
2019-07-24 14:31:58;81;14;24;7;11;0;3;2;1;2;3
2019-07-24 14:32:59;81;14;24;7;11;0;3;2;1;2;3
2019-07-24 14:33:58;82;14;25;7;11;0;3;2;1;2;3
2019-07-24 14:34:58;82;14;25;7;11;0;3;2;1;2;3
2019-07-24 14:35:59;82;14;25;7;11;0;3;2;1;2;3
2019-07-24 14:36:59;82;14;25;7;11;0;3;2;1;2;3
2019-07-24 14:37:58;82;14;25;7;11;0;3;2;1;2;3
2019-07-24 14:38:59;82;14;25;7;11;0;3;2;1;2;3
2019-07-24 14:39:59;82;14;25;7;11;0;3;2;1;2;3
2019-07-24 14:40:58;82;14;25;7;11;0;3;2;1;2;3
2019-07-24 14:41:59;82;14;25;7;11;0;3;2;1;2;3
2019-07-24 14:42:59;82;14;25;7;11;0;3;2;1;2;3
2019-07-24 14:43:58;82;14;25;7;11;0;3;2;1;2;3
2019-07-24 14:44:59;82;14;25;7;11;0;3;2;1;2;3
2019-07-24 14:45:58;82;14;25;7;11;0;3;2;1;2;3
2019-07-24 14:46:59;83;14;25;8;11;0;3;2;1;2;3
2019-07-24 14:47:59;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 14:48:58;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 14:49:59;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 14:50:59;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 14:51:58;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 14:52:59;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 14:53:59;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 14:54:58;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 14:55:59;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 14:56:58;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 14:57:59;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 14:58:59;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 14:59:58;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 15:00:59;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 15:01:59;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 15:02:58;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 15:03:59;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 15:04:59;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 15:05:58;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 15:06:59;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 15:07:58;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 15:08:59;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 15:09:59;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 15:10:58;84;14;26;8;11;0;3;2;1;2;3
2019-07-24 15:11:59;85;14;26;9;11;0;3;2;1;2;3
2019-07-24 15:12:59;85;14;26;9;11;0;3;2;1;2;3
2019-07-24 15:13:58;86;14;26;9;11;0;3;2;1;2;3
2019-07-24 15:14:59;86;14;26;9;11;0;3;2;1;2;3
2019-07-24 15:15:59;86;14;26;9;11;0;3;2;1;2;3
