datetime;total_votes;jakesnake;Bf109H;pavelomg;XASSA;Dirtylieutenant;diliago;kotophalk;kaiL;Lavarana;Goinsane
2020-01-01 10:49:59;52;7;17;2;0;4;5;0;2;0;2
2020-01-01 10:50:58;53;7;18;2;0;4;5;0;2;0;2
2020-01-01 10:51:59;53;7;18;2;0;4;5;0;2;0;2
2020-01-01 10:52:59;53;7;18;2;0;4;5;0;2;0;2
2020-01-01 10:53:59;53;7;18;2;0;4;5;0;2;0;2
2020-01-01 10:54:59;53;7;18;2;0;4;5;0;2;0;2
2020-01-01 10:55:58;53;7;18;2;0;4;5;0;2;0;2
2020-01-01 10:56:59;53;7;18;2;0;4;5;0;2;0;2
2020-01-01 10:57:59;53;7;18;2;0;4;5;0;2;0;2
2020-01-01 10:58:59;53;7;18;2;0;4;5;0;2;0;2
2020-01-01 10:59:58;53;7;18;2;0;4;5;0;2;0;2
2020-01-01 11:00:59;53;7;18;2;0;4;5;0;2;0;2
2020-01-01 11:01:59;54;7;18;2;0;4;5;0;2;0;2
2020-01-01 11:02:59;54;7;18;2;0;4;5;0;2;0;2
2020-01-01 11:03:58;55;7;18;3;0;4;5;0;2;0;2
2020-01-01 11:04:59;55;7;18;3;0;4;5;0;2;0;2
2020-01-01 11:05:59;55;7;18;3;0;4;5;0;2;0;2
2020-01-01 11:06:59;55;7;18;3;0;4;5;0;2;0;2
2020-01-01 11:07:58;55;7;18;3;0;4;5;0;2;0;2
2020-01-01 11:08:59;55;7;18;3;0;4;5;0;2;0;2
2020-01-01 11:09:59;55;7;18;3;0;4;5;0;2;0;2
2020-01-01 11:10:59;55;7;18;3;0;4;5;0;2;0;2
2020-01-01 11:11:58;56;7;18;3;0;4;5;0;2;0;2
2020-01-01 11:12:59;56;7;18;3;0;4;5;0;2;0;2
2020-01-01 11:13:59;56;7;18;3;0;4;5;0;2;0;2
2020-01-01 11:14:58;56;7;18;3;0;4;5;0;2;0;2
2020-01-01 11:15:59;56;7;18;3;0;4;5;0;2;0;2
2020-01-01 11:16:59;57;8;18;3;0;4;5;0;2;0;2
2020-01-01 11:17:58;57;8;18;3;0;4;5;0;2;0;2
2020-01-01 11:18:59;57;8;18;3;0;4;5;0;2;0;2
2020-01-01 11:19:59;57;8;18;3;0;4;5;0;2;0;2
2020-01-01 11:20:59;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:21:58;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:22:59;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:23:59;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:24:59;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:25:58;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:26:59;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:27:59;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:28:59;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:29:58;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:30:59;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:31:59;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:32:58;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:33:59;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:34:59;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:35:58;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:36:59;58;9;18;3;0;4;5;0;2;0;2
2020-01-01 11:37:59;58;10;18;3;0;4;5;0;2;0;2
2020-01-01 11:38:59;58;10;18;3;0;4;5;0;2;0;2
2020-01-01 11:39:59;58;10;18;3;0;4;5;0;2;0;2
2020-01-01 11:40:58;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:41:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:42:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:43:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:44:58;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:45:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:46:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:47:58;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:48:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:49:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:50:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:52:00;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:52:58;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:53:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:54:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:55:58;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:56:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:57:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:58:58;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 11:59:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 12:00:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 12:01:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 12:02:58;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 12:03:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 12:04:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 12:05:58;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 12:06:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 12:07:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 12:08:59;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 12:09:58;58;11;18;3;0;4;5;0;2;0;2
2020-01-01 12:10:59;59;11;19;3;0;4;5;0;2;0;2
2020-01-01 12:11:59;59;11;19;3;0;4;5;0;2;0;2
2020-01-01 12:12:58;60;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:13:59;60;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:14:58;60;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:15:59;60;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:16:59;60;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:17:59;60;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:18:59;60;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:19:58;60;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:20:59;60;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:21:59;60;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:22:59;60;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:23:58;60;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:24:59;60;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:25:59;60;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:26:58;60;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:27:59;61;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:28:59;61;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:29:59;61;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:30:58;61;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:31:59;61;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:32:59;61;11;19;4;0;4;5;0;2;0;2
2020-01-01 12:33:59;62;11;20;4;0;4;5;0;2;0;2
2020-01-01 12:34:58;62;11;20;4;0;4;5;0;2;0;2
2020-01-01 12:35:59;62;11;20;4;0;4;5;0;2;0;2
2020-01-01 12:36:59;62;11;20;4;0;4;5;0;2;0;2
2020-01-01 12:37:59;62;11;20;4;0;4;5;0;2;0;2
2020-01-01 12:38:59;63;12;20;4;0;4;5;0;2;0;2
2020-01-01 12:39:58;63;12;20;4;0;4;5;0;2;0;2
2020-01-01 12:40:59;63;12;20;4;0;4;5;0;2;0;2
2020-01-01 12:41:59;63;12;20;4;0;4;5;0;2;0;2
2020-01-01 12:42:59;63;12;20;4;0;4;5;0;2;0;2
2020-01-01 12:43:58;63;12;20;4;0;4;5;0;2;0;2
2020-01-01 12:44:59;63;12;20;4;0;4;5;0;2;0;2
2020-01-01 12:45:59;63;12;20;4;0;4;5;0;2;0;2
2020-01-01 12:46:58;63;12;20;4;0;4;5;0;2;0;2
2020-01-01 12:47:59;63;12;20;4;0;4;5;0;2;0;2
2020-01-01 12:48:59;63;12;20;4;0;4;5;0;2;0;2
2020-01-01 12:49:59;63;12;20;4;0;4;5;0;2;0;2
2020-01-01 12:50:58;64;13;20;4;0;4;5;0;2;0;2
2020-01-01 12:51:59;64;13;20;4;0;4;5;0;2;0;2
2020-01-01 12:52:59;64;13;20;4;0;4;5;0;2;0;2
2020-01-01 12:53:58;64;13;20;4;0;4;5;0;2;0;2
2020-01-01 12:54:59;64;13;20;4;0;4;5;0;2;0;2
2020-01-01 12:55:59;64;13;20;4;0;4;5;0;2;0;2
2020-01-01 12:56:59;64;13;20;4;0;4;5;0;2;0;2
2020-01-01 12:57:58;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 12:58:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 12:59:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:00:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:01:58;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:02:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:03:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:04:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:05:58;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:06:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:07:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:08:58;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:09:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:10:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:11:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:12:58;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:13:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:14:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:15:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:16:58;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:17:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:18:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:19:58;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:20:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:21:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:22:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:23:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:24:58;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:25:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:26:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:27:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:28:58;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:29:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:30:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:31:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:32:58;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:33:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:34:59;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:35:58;65;13;21;4;0;4;5;0;2;0;2
2020-01-01 13:36:59;66;14;21;4;0;4;5;0;2;0;2
2020-01-01 13:37:59;66;14;21;4;0;4;5;0;2;0;2
2020-01-01 13:38:59;66;14;21;4;0;4;5;0;2;0;2
2020-01-01 13:39:58;66;14;21;4;0;4;5;0;2;0;2
2020-01-01 13:40:59;67;14;21;4;1;4;5;0;2;0;2
2020-01-01 13:41:59;67;14;21;4;1;4;5;0;2;0;2
2020-01-01 13:42:58;67;14;21;4;1;4;5;0;2;0;2
2020-01-01 13:43:59;67;14;21;4;1;4;5;0;2;0;2
2020-01-01 13:44:59;67;14;21;4;1;4;5;0;2;0;2
2020-01-01 13:45:59;67;14;21;4;1;4;5;0;2;0;2
2020-01-01 13:46:58;68;15;21;4;1;4;5;0;2;0;2
2020-01-01 13:47:59;68;15;21;4;1;4;5;0;2;0;2
2020-01-01 13:48:59;68;15;21;4;1;4;5;0;2;0;2
2020-01-01 13:50:00;68;15;21;4;1;4;5;0;2;0;2
2020-01-01 13:50:58;68;15;21;4;1;4;5;0;2;0;2
2020-01-01 13:51:59;68;15;21;4;1;4;5;0;2;0;2
2020-01-01 13:52:59;68;15;21;4;1;4;5;0;2;0;2
2020-01-01 13:53:58;68;15;21;4;1;4;5;0;2;0;2
2020-01-01 13:54:59;68;15;21;4;1;4;5;0;2;0;2
2020-01-01 13:55:59;68;15;21;4;1;4;5;0;2;0;2
2020-01-01 13:56:59;68;15;21;4;1;4;5;0;2;0;2
2020-01-01 13:57:58;68;15;21;4;1;4;5;0;2;0;2
2020-01-01 13:58:59;68;15;21;4;1;4;5;0;2;0;2
2020-01-01 13:59:58;69;16;21;4;1;4;5;0;2;0;2
2020-01-01 14:00:59;70;16;22;4;1;4;5;0;2;0;2
2020-01-01 14:01:59;70;16;22;4;1;4;5;0;2;0;2
2020-01-01 14:02:58;70;16;22;4;1;4;5;0;2;0;2
2020-01-01 14:03:59;70;16;22;4;1;4;5;0;2;0;2
2020-01-01 14:04:59;70;16;22;4;1;4;5;0;2;0;2
2020-01-01 14:05:58;70;16;22;4;1;4;5;0;2;0;2
2020-01-01 14:06:59;70;16;22;4;1;4;5;0;2;0;2
2020-01-01 14:07:59;70;16;22;4;1;4;5;0;2;0;2
2020-01-01 14:08:58;70;16;22;4;1;4;5;0;2;0;2
2020-01-01 14:09:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:10:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:11:58;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:12:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:13:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:14:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:15:58;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:16:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:17:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:18:58;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:19:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:20:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:21:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:22:58;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:23:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:24:58;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:25:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:26:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:27:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:28:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:29:58;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:30:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:31:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:32:58;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:33:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:34:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:35:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:36:58;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:37:59;71;16;23;4;1;4;5;0;2;0;2
2020-01-01 14:38:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:39:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:40:58;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:41:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:42:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:43:58;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:44:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:45:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:46:58;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:47:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:48:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:49:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:50:58;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:51:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:52:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:53:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:54:58;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:55:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:56:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:57:58;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:58:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 14:59:59;72;16;24;4;1;4;5;0;2;0;2
2020-01-01 15:00:59;73;16;25;4;1;4;5;0;2;0;2
2020-01-01 15:01:58;73;16;25;4;1;4;5;0;2;0;2
2020-01-01 15:02:59;73;16;25;4;1;4;5;0;2;0;2
2020-01-01 15:03:59;73;16;25;4;1;4;5;0;2;0;2
2020-01-01 15:04:59;73;16;25;4;1;4;5;0;2;0;2
2020-01-01 15:05:58;73;16;25;4;1;4;5;0;2;0;2
2020-01-01 15:06:59;73;16;25;4;1;4;5;0;2;0;2
2020-01-01 15:07:59;73;16;25;4;1;4;5;0;2;0;2
2020-01-01 15:08:59;73;16;25;4;1;4;5;0;2;0;2
2020-01-01 15:09:58;73;16;25;4;1;4;5;0;2;0;2
2020-01-01 15:10:59;73;16;25;4;1;4;5;0;2;0;2
2020-01-01 15:11:59;73;16;25;4;1;4;5;0;2;0;2
2020-01-01 15:12:58;73;16;25;4;1;4;5;0;2;0;2
2020-01-01 15:13:59;73;17;25;4;1;4;4;0;2;0;2
2020-01-01 15:14:59;74;17;26;4;1;4;4;0;2;0;2
2020-01-01 15:15:59;74;17;26;4;1;4;4;0;2;0;2
2020-01-01 15:16:58;74;17;26;4;1;4;4;0;2;0;2
2020-01-01 15:17:59;74;17;26;4;1;4;4;0;2;0;2
2020-01-01 15:18:59;74;17;26;4;1;4;4;0;2;0;2
2020-01-01 15:19:59;74;17;26;4;1;4;4;0;2;0;2
2020-01-01 15:20:58;74;17;26;4;1;4;4;0;2;0;2
2020-01-01 15:21:59;75;17;26;4;2;4;4;0;2;0;2
2020-01-01 15:22:59;75;17;26;4;2;4;4;0;2;0;2
2020-01-01 15:23:59;75;17;26;4;2;4;4;0;2;0;2
2020-01-01 15:24:58;75;17;26;4;2;4;4;0;2;0;2
2020-01-01 15:25:59;75;17;26;4;2;4;4;0;2;0;2
2020-01-01 15:26:59;75;17;26;4;2;4;4;0;2;0;2
2020-01-01 15:27:59;75;17;26;4;2;4;4;0;2;0;2
2020-01-01 15:28:58;75;17;26;4;2;4;4;0;2;0;2
2020-01-01 15:29:59;75;17;26;4;2;4;4;0;2;0;2
2020-01-01 15:30:59;76;17;26;4;3;4;4;0;2;0;2
2020-01-01 15:31:59;76;17;26;4;3;4;4;0;2;0;2
2020-01-01 15:32:58;76;17;26;4;3;4;4;0;2;0;2
2020-01-01 15:33:59;76;17;26;4;3;4;4;0;2;0;2
2020-01-01 15:34:59;76;17;26;4;3;4;4;0;2;0;2
2020-01-01 15:35:58;76;17;26;4;3;4;4;0;2;0;2
2020-01-01 15:36:59;76;17;26;4;3;4;4;0;2;0;2
2020-01-01 15:37:59;76;17;26;4;3;4;4;0;2;0;2
2020-01-01 15:38:59;76;17;26;4;3;4;4;0;2;0;2
2020-01-01 15:39:58;77;18;26;4;3;4;4;0;2;0;2
2020-01-01 15:40:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:41:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:42:58;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:43:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:44:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:45:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:46:58;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:47:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:48:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:49:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:50:58;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:51:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:52:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:53:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:54:58;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:55:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:56:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:57:58;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:58:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 15:59:58;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 16:00:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 16:01:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 16:02:58;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 16:03:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 16:04:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 16:05:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 16:06:58;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 16:07:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 16:08:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 16:09:59;78;18;26;5;3;4;4;0;2;0;2
2020-01-01 16:10:59;79;18;26;5;3;4;4;0;3;0;2
2020-01-01 16:11:58;79;18;26;5;3;4;4;0;3;0;2
2020-01-01 16:12:59;79;18;26;5;3;4;4;0;3;0;2
2020-01-01 16:13:58;79;18;26;5;3;4;4;0;3;0;2
2020-01-01 16:14:59;79;18;26;5;3;4;4;0;3;0;2
2020-01-01 16:15:59;79;18;26;5;3;4;4;0;3;0;2
2020-01-01 16:16:58;79;18;26;5;3;4;4;0;3;0;2
2020-01-01 16:17:59;79;18;26;5;3;4;4;0;3;0;2
2020-01-01 16:18:59;80;19;26;5;3;4;4;0;3;0;2
2020-01-01 16:19:59;80;19;26;5;3;4;4;0;3;0;2
2020-01-01 16:21:00;80;20;26;6;3;4;4;0;3;0;2
2020-01-01 16:21:58;80;20;26;6;3;4;4;0;3;0;2
2020-01-01 16:22:59;80;20;26;6;3;4;4;0;3;0;2
2020-01-01 16:23:59;80;20;26;6;3;4;4;0;3;0;2
2020-01-01 16:24:58;80;20;26;6;3;4;4;0;3;0;2
2020-01-01 16:25:59;80;20;26;6;3;4;4;0;3;0;2
2020-01-01 16:26:59;80;20;26;6;3;4;4;0;3;0;2
2020-01-01 16:27:58;80;20;26;6;3;4;4;0;3;0;2
2020-01-01 16:28:59;80;20;26;6;3;4;4;0;3;0;2
2020-01-01 16:29:59;80;20;26;6;3;4;4;0;3;0;2
2020-01-01 16:30:59;80;20;26;6;3;4;4;0;3;0;2
2020-01-01 16:31:58;80;20;26;6;3;4;4;0;3;0;2
2020-01-01 16:32:59;81;20;27;6;3;4;4;0;3;0;2
2020-01-01 16:33:59;81;20;27;6;3;4;4;0;3;0;2
2020-01-01 16:34:59;81;20;27;6;3;4;4;0;3;0;2
2020-01-01 16:35:59;81;20;27;6;3;4;4;0;3;0;2
2020-01-01 16:36:58;81;20;27;6;3;4;4;0;3;0;2
2020-01-01 16:37:59;81;20;27;6;3;4;4;0;3;0;2
2020-01-01 16:38:59;81;20;27;6;3;4;4;0;3;0;2
2020-01-01 16:39:59;81;20;27;6;3;4;4;0;3;0;2
2020-01-01 16:40:58;81;20;27;6;3;4;4;0;3;0;2
2020-01-01 16:41:59;81;20;27;6;3;4;4;0;3;0;2
2020-01-01 16:42:59;81;20;27;6;3;4;4;0;3;0;2
2020-01-01 16:43:59;81;20;27;6;3;4;4;0;3;0;2
2020-01-01 16:44:58;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 16:45:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 16:46:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 16:47:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 16:48:58;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 16:49:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 16:50:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 16:51:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 16:52:58;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 16:53:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 16:54:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 16:55:58;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 16:56:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 16:57:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 16:58:58;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 16:59:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:00:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:01:58;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:02:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:03:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:04:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:05:58;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:06:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:08:00;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:08:58;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:09:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:10:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:11:58;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:12:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:13:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:14:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:15:58;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:16:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:17:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:18:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:19:58;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:20:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:21:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:22:58;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:23:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:24:59;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:25:58;82;20;28;6;3;4;4;0;3;0;2
2020-01-01 17:26:59;82;20;28;6;3;4;4;0;3;0;2
